# _root_ A Ford spokesman said the Dearborn , Mich. , auto maker is n't aware of any injuries caused by the windshield problem .
#goldHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
#predictedHeads=3,3,4,0,11,8,8,11,8,11,12,4,12,12,14,17,15,17,18,22,22,19,4,
(22,18),(18,15),(18,13),-0.0309993 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,12),-0.0262948 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,11),-0.0401056 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,9),-0.0251177 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,8),-0.0401036 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,7),-0.0251177 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,4),-0.0285691 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,3),-0.0401036 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,-1),-0.0155393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,14),(18,13),-0.0435532 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,12),-0.0560881 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,11),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,9),-0.0350046 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,8),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,7),-0.0350046 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,4),-0.0551847 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,3),-0.0393933 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,-1),0.0347337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,13),(18,12),-0.0275604 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,11),-0.0404383 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,9),-0.0471158 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,8),-0.0403337 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,7),-0.0471158 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,4),-0.0263974 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,3),-0.0403337 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,13),(18,-1),0.0148859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,12),(18,11),-0.0476809 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,12),(18,9),-0.0337375 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,12),(18,8),-0.0476809 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,12),(18,7),-0.0337375 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,12),(18,4),-0.0436864 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,12),(18,3),-0.0476809 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,12),(18,-1),-0.0875257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,11),(18,9),-0.0677158 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,11),(18,8),-0.0344723 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,11),(18,7),-0.0677158 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,11),(18,4),-0.0550114 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,11),(18,3),-0.0344723 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,11),(18,-1),-0.0488053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,9),(18,8),-0.035725 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,9),(18,7),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,9),(18,4),-0.0773426 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,9),(18,3),-0.0357246 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,9),(18,-1),-0.0933253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,8),(18,7),-0.0677127 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,8),(18,4),-0.0550114 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,8),(18,3),-0.0344718 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,8),(18,-1),-0.0486508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,7),(18,4),-0.0773426 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,7),(18,3),-0.0357246 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,7),(18,-1),-0.0933253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,4),(18,3),-0.0471503 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,4),(18,-1),-0.0868709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,3),(18,-1),-0.0486537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,19),(19,20),0.15228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,21),0.0569978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,22),-0.144383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,24),-0.0776356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,20),(19,21),0.142411 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,20),(19,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,20),(19,24),-0.143647 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,21),(19,22),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,21),(19,24),-0.145789 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,22),(19,24),-0.145873 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,19),(19,18),-0.0914836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,17),0.112335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,-1),-0.36737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,18),(19,17),-0.0447209 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,-1),-0.0769104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,17),(19,-1),0.0717861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,21),0.115247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,24),0.162796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,24),-0.131135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,-1),0.226913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,22),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,24),0.0255413 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,24),-0.143704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,20),-0.0398849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),0.0976007 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,-1),-0.010031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.00546341 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,22),0.102454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,-1),-0.0512455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,-1),-0.141525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,23),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,24),-0.254445 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,21),-0.054724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,20),-0.0552024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,19),-0.0450942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,18),-0.0421342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,17),-0.054724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,16),-0.0520061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,15),-0.0450942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),-0.0827496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,20),-0.0421091 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,18),-0.0423375 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,17),-0.0525427 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,16),-0.0421014 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,21),(22,-1),-0.0568039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,20),(22,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,20),(22,-1),-0.056976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,19),(22,18),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,19),(22,-1),-0.0450942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,18),(22,17),-0.042009 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,16),-0.0420245 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,18),(22,-1),-0.0420957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,17),(22,16),-0.0421014 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,17),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,17),(22,-1),-0.0568039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,16),(22,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,16),(22,-1),-0.0536407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,15),(22,-1),-0.0450942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,3),(0,4),-0.199515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,12),-0.19898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,24),0.356801 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,12),-0.33496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,24),0.916931 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,12),(0,24),0.916632 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,3),(0,4),(0,12),-0.0987683 # DEPENDENCYPART_TRISIBL
(0,3),(0,4),(0,24),-0.103025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(0,12),(0,24),-0.0961856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,12),(0,24),-0.274706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,4),(1,24),-0.171383 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,3),(2,4),-0.0824744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.0950281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.11619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.0936449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.11619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,11),-0.0551784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,12),-0.0882195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,24),-0.120411 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,6),-0.148011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.0188552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,8),-0.146607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.0188552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,11),-0.106189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,12),-0.0685799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,24),-0.115528 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.118519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,8),-0.0936349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,9),-0.118519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,11),-0.0551684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,12),-0.0881973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,24),-0.103975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.0727909 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,9),-0.270875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,11),-0.0112926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,12),-0.147056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,24),-0.726086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,9),-0.118519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,11),-0.0552175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,12),-0.0881973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,24),-0.104473 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,9),(2,11),-0.0112926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,12),-0.147056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,9),(2,24),-0.726086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,11),(2,12),-0.0896718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,24),-0.10317 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,12),(2,24),-0.0814349 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,3),(2,4),(2,6),-0.0809316 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,7),-0.0225534 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,8),-0.082636 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,9),-0.0225534 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,11),-0.0784359 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,12),-0.104962 # DEPENDENCYPART_TRISIBL
(2,3),(2,4),(2,24),-0.115693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,6),(2,7),-0.0434815 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,8),-0.0823251 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,9),-0.0434815 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,11),-0.0740028 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,12),-0.111736 # DEPENDENCYPART_TRISIBL
(2,3),(2,6),(2,24),-0.102945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,7),(2,8),-0.0773202 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,9),-0.0784627 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,11),-0.0732413 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,12),-0.146101 # DEPENDENCYPART_TRISIBL
(2,3),(2,7),(2,24),-0.0232871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,8),(2,9),-0.0434815 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,11),-0.0740108 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,12),-0.111736 # DEPENDENCYPART_TRISIBL
(2,3),(2,8),(2,24),-0.102955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,9),(2,11),-0.0732413 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,12),-0.146101 # DEPENDENCYPART_TRISIBL
(2,3),(2,9),(2,24),-0.0232871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,11),(2,12),-0.111745 # DEPENDENCYPART_TRISIBL
(2,3),(2,11),(2,24),-0.102734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,3),(2,12),(2,24),-0.107751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,6),(2,7),-0.0287884 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,8),-0.0744814 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,9),-0.0287884 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,11),-0.074759 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,12),-0.118536 # DEPENDENCYPART_TRISIBL
(2,4),(2,6),(2,24),-0.0938118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,7),(2,8),-0.106376 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,9),-0.0473452 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,11),-0.10679 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,12),-0.0715311 # DEPENDENCYPART_TRISIBL
(2,4),(2,7),(2,24),-0.000404025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,8),(2,9),-0.0287884 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,11),-0.074759 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,12),-0.118536 # DEPENDENCYPART_TRISIBL
(2,4),(2,8),(2,24),-0.0938118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,9),(2,11),-0.10679 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,12),-0.0715311 # DEPENDENCYPART_TRISIBL
(2,4),(2,9),(2,24),-0.000404025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,11),(2,12),-0.118536 # DEPENDENCYPART_TRISIBL
(2,4),(2,11),(2,24),-0.093812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,4),(2,12),(2,24),-0.0905385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,7),(2,8),-0.0773202 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,9),-0.078395 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,11),-0.0732413 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,12),-0.145624 # DEPENDENCYPART_TRISIBL
(2,6),(2,7),(2,24),-0.0411016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,8),(2,9),-0.0434138 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,11),-0.0740108 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,12),-0.111491 # DEPENDENCYPART_TRISIBL
(2,6),(2,8),(2,24),-0.117845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,9),(2,11),-0.0732413 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,12),-0.145624 # DEPENDENCYPART_TRISIBL
(2,6),(2,9),(2,24),-0.0411016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,11),(2,12),-0.1115 # DEPENDENCYPART_TRISIBL
(2,6),(2,11),(2,24),-0.117624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,6),(2,12),(2,24),-0.12263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,8),(2,9),0.435347 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,11),-0.0708568 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,12),-0.00858815 # DEPENDENCYPART_TRISIBL
(2,7),(2,8),(2,24),-0.059475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,9),(2,11),-0.0170814 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,12),-0.0553176 # DEPENDENCYPART_TRISIBL
(2,7),(2,9),(2,24),-0.262752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,11),(2,12),-0.00952013 # DEPENDENCYPART_TRISIBL
(2,7),(2,11),(2,24),-0.0615489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,7),(2,12),(2,24),-0.025959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,9),(2,11),-0.0740356 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,12),-0.145627 # DEPENDENCYPART_TRISIBL
(2,8),(2,9),(2,24),-0.0565782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,11),(2,12),-0.111502 # DEPENDENCYPART_TRISIBL
(2,8),(2,11),(2,24),-0.124767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,8),(2,12),(2,24),-0.129443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,11),(2,12),-0.00952013 # DEPENDENCYPART_TRISIBL
(2,9),(2,11),(2,24),-0.0615489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,9),(2,12),(2,24),-0.025959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,11),(2,12),(2,24),-0.107403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,1),(2,-1),-0.223324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,4),(3,5),-0.15419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.148758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0124497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.147354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0124497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.106937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0767462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.0962799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,24),-0.126913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.192489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.128336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.191085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.128336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.150644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.158258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.0433563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,24),-0.213796 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.112216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.0944235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.112216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.055957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.0963638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.100226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,24),-0.108049 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0740033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.264462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.0125051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.161441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.164797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,24),-0.731281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.112216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.0560061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0963638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.100226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,24),-0.108547 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,11),-0.0125051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.161441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.164797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,24),-0.731281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
