# _root_ Jaguar 's own defenses against a hostile bid are weakened , analysts add , because fewer than 3 % of its shares are owned by employees and management .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,10,23,24,27,25,27,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,23,17,19,17,23,19,22,20,13,23,24,27,25,27,9,
(27,24),(27,9),(27,7),-0.026907 # DEPENDENCYPART_TRISIBL
(27,24),(27,9),(27,5),-0.0589143 # DEPENDENCYPART_TRISIBL
(27,24),(27,9),(27,4),-0.0818655 # DEPENDENCYPART_TRISIBL
(27,24),(27,9),(27,1),-0.0818658 # DEPENDENCYPART_TRISIBL
(27,24),(27,9),(27,-1),-0.102841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,8),(27,7),-0.0302574 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,5),0.0705992 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,4),-0.0508758 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,1),-0.0508761 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,-1),-0.0449799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,7),(27,5),-0.0259891 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,4),-0.02515 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,1),-0.0251503 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,-1),-0.0387288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,5),(27,4),0.00377683 # DEPENDENCYPART_TRISIBL
(27,24),(27,5),(27,1),0.00377652 # DEPENDENCYPART_TRISIBL
(27,24),(27,5),(27,-1),0.000952475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,4),(27,1),-0.0508048 # DEPENDENCYPART_TRISIBL
(27,24),(27,4),(27,-1),-0.0436312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,1),(27,-1),-0.043702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,22),(27,21),-0.0913601 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,20),0.0849325 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,19),-0.0488892 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,18),-0.0709093 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,17),0.0705697 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,16),-0.0303083 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,15),0.136839 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,14),0.0538754 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,13),-0.196669 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,12),-0.0593592 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,11),0.0538754 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,10),-0.196145 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,9),-0.21808 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,8),-0.0543136 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,7),-0.0304078 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,5),0.0822796 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,4),-0.0583127 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,1),-0.058313 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,-1),-0.0128281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,21),(27,20),0.0125223 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,19),-0.0336626 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,18),-0.0669293 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,17),0.00209068 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,16),-0.0312933 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,15),0.0647611 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,14),0.0993064 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,13),-0.15605 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,12),-0.0425944 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,11),0.0993064 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,10),-0.15553 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,9),-0.175496 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,8),-0.0377707 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,7),-0.0313596 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,5),0.0119278 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,4),-0.0417699 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,1),-0.0417702 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,-1),0.000343291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,20),(27,19),0.00280406 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,18),-0.0670414 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,17),-0.02798 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,16),-0.011372 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,15),0.0235086 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,14),-0.0203493 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,13),-0.16324 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,12),-0.00615371 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,11),-0.0203493 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,10),-0.16272 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,9),-0.182713 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,8),-0.00129935 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,7),-0.0114383 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,5),-0.0181476 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,4),-0.00529851 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,1),-0.00529882 # DEPENDENCYPART_TRISIBL
(27,23),(27,20),(27,-1),0.0159849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,19),(27,18),-0.0715225 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,17),0.0689326 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,16),-0.0303657 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,15),0.135202 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,14),0.0495802 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,13),-0.196669 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,12),-0.0595502 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,11),0.0495802 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,10),-0.196145 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,9),-0.21808 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,8),-0.0545045 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,7),-0.0304651 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,5),0.0806425 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,4),-0.0585037 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,1),-0.058504 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,-1),-0.0110209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,18),(27,17),-0.0233663 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,16),-0.0250388 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,15),0.0282646 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,14),-0.0130165 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,13),-0.14232 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,12),-0.0347113 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,11),-0.0130165 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,10),-0.1418 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,9),-0.161678 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,8),-0.0298876 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,7),-0.0251051 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,5),-0.0135348 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,4),-0.0338868 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,1),-0.0338871 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,-1),-0.00722685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,17),(27,16),-0.0115019 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,15),0.0238747 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,14),-0.01993 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,13),-0.16347 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,12),-0.0045288 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,11),-0.01993 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,10),-0.16295 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,9),-0.182943 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,8),0.00032556 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,7),-0.0115683 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,5),-0.0177814 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,4),-0.0036736 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,1),-0.00367391 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,-1),0.0195615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,16),(27,15),0.0229588 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,14),-0.00501856 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,13),-0.144599 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,12),-0.03299 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,11),-0.00501856 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,10),-0.144078 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,9),-0.164278 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,8),-0.0281663 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,7),-0.026021 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,5),-0.0187879 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,4),-0.0321655 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,1),-0.0321658 # DEPENDENCYPART_TRISIBL
(27,23),(27,16),(27,-1),-0.0185791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,15),(27,14),-0.0203718 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,13),-0.163148 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,12),-0.00456029 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,11),-0.0203718 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,10),-0.162628 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,9),-0.182621 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,8),0.000294063 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,7),-0.0114016 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,5),-0.0184181 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,4),-0.00370509 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,1),-0.0037054 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,-1),0.0499662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,14),(27,13),-0.0307471 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,12),-0.0887246 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,11),-0.0316972 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,10),-0.0297123 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,9),-0.0525725 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,8),-0.0838729 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,7),0.0099434 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,5),0.0626495 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,4),-0.0877965 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,1),-0.0877972 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,-1),-0.129386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,13),(27,12),-0.0895282 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,11),-0.0413983 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,10),-0.167057 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,9),-0.187368 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,8),-0.084703 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,7),-0.0269738 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,5),-0.0509964 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,4),-0.0887022 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,1),-0.0887025 # DEPENDENCYPART_TRISIBL
(27,23),(27,13),(27,-1),-0.0886675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,12),(27,11),0.0486771 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,10),-0.196145 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,9),-0.21808 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,8),-0.0541928 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,7),-0.0304079 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,5),0.081487 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,4),-0.0581919 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,1),-0.0581922 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,-1),-0.0167173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,11),(27,10),-0.0297123 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,9),-0.0525725 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,8),-0.0838729 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,7),0.0099434 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,5),0.0626495 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,4),-0.0877965 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,1),-0.0877972 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,-1),-0.129386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,10),(27,9),-0.187367 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,8),-0.084703 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,7),-0.0269738 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,5),-0.0509961 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,4),-0.0887022 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,1),-0.0887025 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,-1),-0.0886446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,9),(27,8),-0.0849575 # DEPENDENCYPART_TRISIBL
(27,23),(27,9),(27,7),-0.0269849 # DEPENDENCYPART_TRISIBL
(27,23),(27,9),(27,5),-0.0517184 # DEPENDENCYPART_TRISIBL
(27,23),(27,9),(27,4),-0.0889566 # DEPENDENCYPART_TRISIBL
(27,23),(27,9),(27,1),-0.0889569 # DEPENDENCYPART_TRISIBL
(27,23),(27,9),(27,-1),-0.082496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,8),(27,7),-0.0304078 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,5),0.0820162 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,4),-0.0582632 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,1),-0.0582635 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,-1),-0.0114144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,7),(27,5),-0.0187889 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,4),-0.0321655 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,1),-0.0321658 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,-1),-0.0185896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,5),(27,4),-0.00331124 # DEPENDENCYPART_TRISIBL
(27,23),(27,5),(27,1),-0.00331155 # DEPENDENCYPART_TRISIBL
(27,23),(27,5),(27,-1),0.0255024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,4),(27,1),-0.0581922 # DEPENDENCYPART_TRISIBL
(27,23),(27,4),(27,-1),-0.0100657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,1),(27,-1),-0.0101365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,21),(27,20),-0.107371 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,19),-0.120345 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,18),-0.0524606 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,17),-0.0917878 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,16),0.00404827 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,15),-0.102282 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,14),-0.0888564 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,13),-0.186372 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,12),-0.112421 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,11),-0.0888564 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,10),-0.186098 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,9),-0.193682 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,8),-0.11306 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,7),0.00404643 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,5),-0.102118 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,4),-0.111707 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,1),-0.115766 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,-1),0.0277487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,20),(27,19),-0.144442 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,18),-0.0598865 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,17),-0.0980392 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,16),-0.00328297 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,15),-0.111353 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,14),-0.102316 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,13),-0.209842 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,12),-0.136262 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,11),-0.102316 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,10),-0.209567 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,9),-0.217216 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,8),-0.136893 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,7),-0.00328481 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,5),-0.107944 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,4),-0.13554 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,1),-0.139599 # DEPENDENCYPART_TRISIBL
(27,22),(27,20),(27,-1),-0.0611122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,19),(27,18),-0.0243999 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,17),-0.143398 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,16),0.0381104 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,15),-0.139987 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,14),-0.155999 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,13),-0.194438 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,12),-0.144318 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,11),-0.155999 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,10),-0.194163 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,9),-0.201785 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,8),-0.14558 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,7),0.0381075 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,5),-0.153588 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,4),-0.143604 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,1),-0.147516 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,-1),-0.0667181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,18),(27,17),-0.0428422 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,16),-0.00181296 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,15),-0.0527576 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,14),-0.0879797 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,13),-0.176037 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,12),-0.0817483 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,11),-0.0879797 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,10),-0.175762 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,9),-0.184865 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,8),-0.0823866 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,7),-0.0018148 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,5),-0.0530444 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,4),-0.081034 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,1),-0.0850929 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,-1),-0.102148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,17),(27,16),-0.0058981 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,15),-0.109563 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,14),-0.0999764 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,13),-0.209909 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,12),-0.134901 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,11),-0.0999764 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,10),-0.209634 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,9),-0.217283 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,8),-0.135532 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,7),-0.00589993 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,5),-0.106154 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,4),-0.134179 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,1),-0.138238 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,-1),-0.015494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,16),(27,15),-0.0633471 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,14),-0.111915 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,13),-0.187149 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,12),-0.0908792 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,11),-0.111915 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,10),-0.186875 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,9),-0.194465 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,8),-0.0914511 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,7),0.0711089 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,5),-0.0633442 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,4),-0.0900984 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,1),-0.0960961 # DEPENDENCYPART_TRISIBL
(27,22),(27,16),(27,-1),-0.0163642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,15),(27,14),-0.101563 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,13),-0.20953 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,12),-0.135827 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,11),-0.101563 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,10),-0.209255 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,9),-0.216904 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,8),-0.136458 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,7),-0.00187863 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,5),-0.101304 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,4),-0.135105 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,1),-0.139164 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,-1),0.00428334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,14),(27,13),-0.214053 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,12),0.119086 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,11),-0.123165 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,10),-0.213546 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,9),-0.229248 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,8),0.118309 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,7),0.0356721 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,5),-0.0626294 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,4),0.120063 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,1),0.115812 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,-1),-0.246056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,13),(27,12),-0.130851 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,11),-0.115457 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,10),-0.224042 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,9),-0.232398 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,8),-0.131377 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,7),0.00330275 # DEPENDENCYPART_TRISIBL
(27,22),(27,13),(27,5),-0.0833117 # DEPENDENCYPART_TRISIBL
