# _root_ Today , with business activity in Hong Kong staggering along at an uneven pace , the economy itself seems locked in a struggle between hope and fear .
#goldHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
#predictedHeads=19,19,19,5,9,5,8,6,3,9,9,14,14,11,19,17,19,17,0,19,20,23,21,23,26,24,26,19,
(19,19),(19,21),(19,24),-0.1168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.0751913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.121035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,29),-0.0771179 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),0.0191511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,26),-0.00104836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.010572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,29),0.0198644 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,26),-0.0790133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,28),-0.106171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,29),-0.0854554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,28),0.06787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,29),-0.00844678 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,29),-0.16105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,23),-0.0490183 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0464673 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.18505 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,28),0.0296206 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,29),-0.00497484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),0.00875298 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,26),-0.167023 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,28),0.00484203 # DEPENDENCYPART_TRISIBL
(19,20),(19,23),(19,29),-0.0639258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,26),-0.18379 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,28),0.012207 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,29),-0.0416747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,28),-0.0908523 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,29),-0.152291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,28),(19,29),0.00288668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.0577395 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.0995637 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.0246864 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,29),0.0228246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,26),-0.121781 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.0549907 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,29),-0.0369676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,28),-0.0438305 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,29),-0.0827891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,28),(19,29),-0.0352668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,26),-0.148141 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.0365797 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,29),-0.0482723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,28),-0.0599397 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,29),-0.101151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,28),(19,29),0.00313244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,28),-0.061103 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,29),-0.114387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,28),(19,29),-0.0466762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,28),(19,29),-0.0471849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.146205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.203574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.0554229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.147047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.190358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,10),-0.130137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.0957045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,6),-0.254636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.143801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,3),-0.153309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,2),-0.0554229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,1),-0.151028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.102164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0735007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),0.129391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.0747287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.0901204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,10),-0.0638863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,9),-0.00394342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,6),-0.169328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.0675272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,3),-0.0027815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,2),0.129391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,1),-0.0823974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),0.0229336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),0.0200552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.103478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.147498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,10),-0.210163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,9),-0.161805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,6),-0.201696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.100099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,3),-0.0968018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,2),0.0200552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,1),-0.114494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.0689392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.279219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,11),-0.265592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,10),-0.221866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,9),-0.201458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,6),-0.323155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.276021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,3),-0.224677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,2),-0.203279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,1),-0.297478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.364553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,11),-0.090332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,10),-0.0638859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,9),-0.00388332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,6),-0.169539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.0663346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,3),-0.00299311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,2),0.136026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,1),-0.0812048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.0067061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,10),-0.244474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,9),-0.131591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,6),-0.356078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,5),-0.023892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,3),-0.246745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,2),-0.119945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,1),-0.0369554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),-0.0960177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,10),(19,9),-0.132536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,6),-0.314866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,5),-0.0137767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,3),-0.216985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,2),-0.168353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,1),-0.0266495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,-1),-0.153511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,9),(19,6),-0.193027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,5),0.00737502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,3),-0.0891156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,2),0.0372413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,1),-0.00825605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,-1),-0.06571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,6),(19,5),-0.0036998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,3),-0.243011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,2),-0.119358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,1),-0.0167632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,-1),-0.187814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,3),-0.0149529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,2),0.131908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,1),-0.0852621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,-1),0.0198791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,3),(19,2),-0.117866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,3),(19,1),-0.0576915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,3),(19,-1),-0.181973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,2),(19,1),-0.297478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,2),(19,-1),-0.364553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,1),(19,-1),-0.0372206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.130252 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0639673 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.102192 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.125826 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,10),-0.0660765 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,9),-0.135954 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,6),-0.0872031 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),-0.102236 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,3),-0.122302 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,2),-0.0639673 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,1),-0.0925665 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.0980219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.0533193 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.0927752 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),-0.0755421 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,10),-0.100177 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,9),-0.127483 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,6),-0.0363412 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),-0.0928192 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,3),-0.0731443 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,2),-0.0533193 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,1),-0.0831498 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.122348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.0612097 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,11),0.0160092 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,10),-0.151659 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,9),-0.0494599 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,6),0.0721629 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,5),-0.0612758 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,3),0.0227943 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,2),-0.069031 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,1),-0.0498121 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.165582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,11),-0.125826 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,10),-0.0660765 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,9),-0.135954 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,6),-0.0872031 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,5),-0.102236 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,3),-0.122302 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,2),-0.0639673 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,1),-0.0925665 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.0980219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,11),(19,10),-0.114904 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,9),-0.146442 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,6),-0.0178428 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,5),-0.0469968 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,3),-0.0485734 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,2),-0.152485 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,1),-0.0345742 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,-1),-0.0520524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,10),(19,9),-0.134158 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,6),-0.0408403 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,5),-0.0978407 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,3),-0.0766142 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,2),-0.0249588 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,1),-0.0881713 # DEPENDENCYPART_TRISIBL
(19,18),(19,10),(19,-1),-0.139679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,9),(19,6),0.071397 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,5),-0.095981 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,3),0.0272084 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,2),-0.048095 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,1),-0.0863116 # DEPENDENCYPART_TRISIBL
(19,18),(19,9),(19,-1),-0.127252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,6),(19,5),-0.0448922 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,3),-0.0385103 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,2),-0.152762 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,1),-0.0324696 # DEPENDENCYPART_TRISIBL
(19,18),(19,6),(19,-1),-0.0615034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,5),(19,3),-0.122302 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,2),-0.0639673 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,1),-0.0925665 # DEPENDENCYPART_TRISIBL
(19,18),(19,5),(19,-1),-0.0982866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,3),(19,2),-0.152514 # DEPENDENCYPART_TRISIBL
(19,18),(19,3),(19,1),-0.0354786 # DEPENDENCYPART_TRISIBL
(19,18),(19,3),(19,-1),-0.0591362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,2),(19,1),-0.0498121 # DEPENDENCYPART_TRISIBL
(19,18),(19,2),(19,-1),-0.165582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,1),(19,-1),-0.086743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.074879 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.218814 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,11),-0.0472347 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,10),-0.0274116 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,9),-0.135472 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,6),-0.0200667 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,5),-0.219722 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,3),-0.04967 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,2),-0.074879 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,1),-0.216239 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),0.0189077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.228023 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,11),0.0716655 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,10),-0.0268143 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,9),0.0433644 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,6),0.107571 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,5),-0.228984 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,3),0.0551623 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,2),-0.114272 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,1),-0.222128 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.173995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,11),-0.021895 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,10),-0.0689468 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,9),-0.142006 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,6),0.00894807 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,5),-0.274513 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,3),-0.028604 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,2),-0.0714083 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,1),-0.271981 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.123512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,11),(19,10),0.00326764 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,9),-0.178029 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,6),0.0385302 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,5),-0.202507 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,3),-0.0122887 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,2),-0.0388929 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,1),-0.198866 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,-1),-0.0233291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,10),(19,9),-0.136271 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,6),0.000510239 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,5),-0.236367 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,3),-0.0332533 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,2),-0.0495805 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,1),-0.232885 # DEPENDENCYPART_TRISIBL
(19,17),(19,10),(19,-1),-0.0141559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,9),(19,6),0.0505062 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,5),-0.24459 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,3),0.0185928 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,2),-0.0301656 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,1),-0.241108 # DEPENDENCYPART_TRISIBL
(19,17),(19,9),(19,-1),-0.0776879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,6),(19,5),-0.210562 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,3),0.0184328 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,2),-0.0432962 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,1),-0.206921 # DEPENDENCYPART_TRISIBL
(19,17),(19,6),(19,-1),0.0269098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,5),(19,3),-0.0284509 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,2),-0.0714083 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,1),-0.271987 # DEPENDENCYPART_TRISIBL
(19,17),(19,5),(19,-1),-0.115695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,3),(19,2),-0.0500469 # DEPENDENCYPART_TRISIBL
(19,17),(19,3),(19,1),-0.197139 # DEPENDENCYPART_TRISIBL
(19,17),(19,3),(19,-1),0.00259464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,2),(19,1),-0.222128 # DEPENDENCYPART_TRISIBL
(19,17),(19,2),(19,-1),-0.173995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,1),(19,-1),-0.125173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.206301 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,11),-0.0427377 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,10),-0.0452505 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,9),-0.0148594 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,6),-0.0445024 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,5),-0.206301 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,3),-0.0481895 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,2),-0.0546654 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,1),-0.2063 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.186019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,11),-0.0689748 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,10),-0.070658 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,9),-0.0908535 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,6),-0.0710105 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,5),-0.169189 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,3),-0.0718907 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,2),-0.0405435 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,1),-0.169189 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.138639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,11),(19,10),-0.059552 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,9),-0.094888 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,6),-0.093392 # DEPENDENCYPART_TRISIBL
