# _root_ `` Parenthood , '' this summer 's successful and amusing movie about parents and children , apparently was only the beginning .
#goldHeads=2,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
#predictedHeads=18,18,2,2,6,11,6,9,11,9,2,11,14,12,14,2,18,0,21,21,18,18,
(11,11),(11,14),(11,22),-0.0363192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,23),-0.068932 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.111269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),-0.0508557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,18),-0.0675795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.090898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),-0.13132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,22),-0.116282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,23),-0.108105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),-0.134965 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,18),-0.0913079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,19),-0.162874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,21),-0.0658042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,22),-0.200598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,23),-0.678427 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.0744798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,19),-0.128344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,21),-0.16273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,22),-0.098196 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,23),-0.109706 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,19),-0.106423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,21),-0.15689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,22),-0.0612028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,23),-0.100802 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,21),-0.166902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,22),-0.0951014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,23),-0.125376 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,22),-0.117134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,23),-0.113964 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,22),(11,23),-0.21445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0893814 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0714754 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.0676644 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0749388 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.104867 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0743822 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.0668484 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,22),-0.0980223 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,23),-0.0795654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0617899 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),-0.068342 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.0712153 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.132189 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0707666 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.057163 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,22),-0.124925 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,23),-0.13835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0676644 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0749388 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,18),-0.104867 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0743822 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),-0.0668484 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,22),-0.0980223 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,23),-0.0795666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0302697 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,18),-0.0458661 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,19),-0.028662 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),0.067998 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,22),-0.0893289 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,23),-0.253446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.114158 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,19),-0.0742446 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.0628841 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,22),-0.0815005 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,23),-0.130801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.074204 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,21),-0.0484187 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,22),-0.105068 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,23),-0.109543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,21),-0.0630895 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,22),-0.0818211 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,23),-0.133034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,22),-0.0980316 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,23),-0.0818562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,22),(11,23),-0.103294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0834134 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.0472027 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.0724912 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0806007 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.0739093 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.0709747 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,22),-0.0841379 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,23),-0.183611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.0458273 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0768439 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,18),-0.077674 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0779505 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),-0.0536711 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,22),-0.0871182 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,23),-0.126124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0612786 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,18),-0.0988271 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,19),-0.065126 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,21),-0.070988 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,22),-0.123692 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,23),-0.0322614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0852389 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,19),-0.0729774 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),-0.060272 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,22),-0.0999718 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,23),-0.084414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),-0.0693881 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,21),-0.0544294 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,22),-0.0931271 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,23),-0.134618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,21),-0.0602725 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,22),-0.0999743 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,23),-0.0916808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,21),(11,22),-0.0871188 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,23),-0.128479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,22),(11,23),-0.0344218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.0797892 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0556633 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,18),-0.0653126 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0562671 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,21),-0.0955523 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,22),-0.0811335 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,23),-0.149211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.04893 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,18),-0.0438305 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.0496223 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,21),-0.117836 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,22),-0.0762855 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,23),0.000297143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.0640153 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,19),-0.0556962 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.0914277 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,22),-0.0671478 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,23),-0.0927445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.0547983 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,21),-0.0921149 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,22),-0.0782781 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,23),-0.10533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,21),-0.0914303 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,22),-0.0671478 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,23),-0.0934057 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,21),(11,22),-0.0811335 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,23),-0.149211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,22),(11,23),-0.075207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0623436 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,18),-0.0752116 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.0661909 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,21),-0.071061 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,22),-0.123538 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,23),-0.0372407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,18),-0.0734395 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,19),-0.0737866 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,21),-0.0603494 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,22),-0.0998179 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,23),-0.0895032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),-0.0701973 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,21),-0.0545068 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,22),-0.0929732 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,23),-0.139368 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,21),-0.0603499 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,22),-0.0998204 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,23),-0.09677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,21),(11,22),-0.0869649 # DEPENDENCYPART_TRISIBL
(11,15),(11,21),(11,23),-0.133801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,22),(11,23),-0.0401651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,18),-0.0195266 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,19),-0.0701767 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,21),0.163107 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,22),-0.117569 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,23),-0.179311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,18),(11,19),-0.0735712 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,21),-0.0203089 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,22),-0.0965536 # DEPENDENCYPART_TRISIBL
(11,16),(11,18),(11,23),-0.0521666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,21),0.162878 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,22),-0.116637 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,23),-0.179129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,21),(11,22),-0.241014 # DEPENDENCYPART_TRISIBL
(11,16),(11,21),(11,23),-0.0950966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,22),(11,23),-0.278391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,19),-0.102669 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,21),-0.0770231 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,22),-0.0402537 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,23),-0.0958252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,21),-0.0581642 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,22),-0.0823106 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,23),-0.128997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,21),(11,22),-0.0742445 # DEPENDENCYPART_TRISIBL
(11,17),(11,21),(11,23),-0.0487206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,22),(11,23),-0.140277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,21),-0.0669563 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,22),-0.0544605 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,23),-0.108353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,21),(11,22),-0.0407011 # DEPENDENCYPART_TRISIBL
(11,18),(11,21),(11,23),-0.119289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,22),(11,23),-0.0844197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,21),(11,22),-0.0720299 # DEPENDENCYPART_TRISIBL
(11,19),(11,21),(11,23),-0.0466909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,22),(11,23),-0.146762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,21),(11,22),(11,23),-0.0347659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.161688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.130207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.111653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.185406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.104487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.1089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.143042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.117002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),0.0382022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.053191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-5.78588e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),0.0544917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.0504372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.135337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.159398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,6),-0.10397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.184496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.115189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.101216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.143042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.12638 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.14722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),-0.178072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.190225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),-0.0939858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),-0.177149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,3),0.000621948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),-0.186893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.162521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),-0.0984663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.0746103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.148433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),-0.403256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.0939858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),-0.170236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.291361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),0.000949627 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.0845122 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.0611245 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),-0.0230496 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),-0.0845122 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0671339 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.180013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,6),-0.0411625 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.0111547 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),0.0211126 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),-0.0411625 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.0902096 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.0784854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.0158224 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),-0.0568138 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),0.0183998 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),-0.0817275 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),-0.108569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,3),-0.0442081 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,2),-0.0346814 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),-0.02825 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),0.0537606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,2),-0.0602101 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,1),-0.0725065 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),-0.24398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,1),-0.0817275 # DEPENDENCYPART_TRISIBL
(11,10),(11,2),(11,-1),-0.10856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.0971287 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,6),-0.0128584 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),0.0163795 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.0265192 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,2),-0.0128577 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.00894607 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.160842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),0.0413178 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.0408628 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),0.00652019 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.0345179 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.140374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,3),-0.0387311 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,2),0.00721091 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.0220138 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.0664606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,2),0.260174 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,1),-0.0348512 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.232048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),-0.0345179 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),-0.140374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.0975646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.0158327 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.0568138 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),0.0183517 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.0817275 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.104177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,3),-0.0442081 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,2),-0.0347238 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.02825 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),0.0411267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,2),-0.0602524 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,1),-0.0725065 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.247274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),-0.0817275 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.104169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.100421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,5),(11,3),-0.153492 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,2),-0.144051 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,1),-0.0525471 # DEPENDENCYPART_TRISIBL
(11,6),(11,5),(11,-1),-0.0889169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,3),(11,2),-0.154726 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,1),-0.0867032 # DEPENDENCYPART_TRISIBL
(11,6),(11,3),(11,-1),-0.247541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,2),(11,1),-0.0869905 # DEPENDENCYPART_TRISIBL
(11,6),(11,2),(11,-1),-0.119209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,6),(11,1),(11,-1),-0.200354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,3),(11,2),-0.134838 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,1),-0.0167985 # DEPENDENCYPART_TRISIBL
(11,5),(11,3),(11,-1),-0.150983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,5),(11,2),(11,1),0.0413118 # DEPENDENCYPART_TRISIBL
