# _root_ The plan had been to make one of Shearson 's easy-to-film , black-and-white `` Where We Stand '' commercials , which have been running occasionally in response to news events since 1985 .
#goldHeads=2,3,0,3,4,5,6,7,19,9,19,19,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,19,9,19,6,19,19,17,17,19,19,8,19,22,19,22,23,24,24,26,27,30,28,24,31,3,
(17,24),(24,32),-0.641151 # DEPENDENCYPART_GRANDPAR
(17,24),(24,33),-0.680509 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.758322 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.176801 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.504254 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.451581 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.40921 # DEPENDENCYPART_GRANDPAR
(17,25),(25,30),-0.463044 # DEPENDENCYPART_GRANDPAR
(17,25),(25,31),-0.289178 # DEPENDENCYPART_GRANDPAR
(17,25),(25,32),-0.906931 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),-0.106352 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.180413 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.182185 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.502777 # DEPENDENCYPART_GRANDPAR
(17,26),(26,29),-0.244477 # DEPENDENCYPART_GRANDPAR
(17,26),(26,30),-0.266437 # DEPENDENCYPART_GRANDPAR
(17,26),(26,32),-0.458128 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.227556 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.324558 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.351035 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.523317 # DEPENDENCYPART_GRANDPAR
(17,27),(27,30),-0.449813 # DEPENDENCYPART_GRANDPAR
(17,27),(27,31),-0.221173 # DEPENDENCYPART_GRANDPAR
(17,27),(27,32),-0.771554 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),-0.321397 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.317367 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.456363 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.405733 # DEPENDENCYPART_GRANDPAR
(17,28),(28,30),-0.293843 # DEPENDENCYPART_GRANDPAR
(17,28),(28,31),-0.252216 # DEPENDENCYPART_GRANDPAR
(17,28),(28,32),-0.607789 # DEPENDENCYPART_GRANDPAR
(17,31),(31,30),-0.468953 # DEPENDENCYPART_GRANDPAR
(17,31),(31,32),-0.523095 # DEPENDENCYPART_GRANDPAR
(17,33),(33,32),-0.771358 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),-0.248554 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),-0.422184 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),-0.191883 # DEPENDENCYPART_GRANDPAR
(19,2),(2,5),-0.641279 # DEPENDENCYPART_GRANDPAR
(19,2),(2,7),-0.412333 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),-0.20567 # DEPENDENCYPART_GRANDPAR
(19,2),(2,10),0.682216 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.366877 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.427831 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.197262 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.550185 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.246838 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.359173 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),-0.437107 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.0270229 # DEPENDENCYPART_GRANDPAR
(19,3),(3,10),0.196145 # DEPENDENCYPART_GRANDPAR
(19,3),(3,11),-0.26745 # DEPENDENCYPART_GRANDPAR
(19,3),(3,12),-0.294112 # DEPENDENCYPART_GRANDPAR
(19,3),(3,14),-0.251083 # DEPENDENCYPART_GRANDPAR
(19,3),(3,17),-0.195435 # DEPENDENCYPART_GRANDPAR
(19,3),(3,18),-0.0865221 # DEPENDENCYPART_GRANDPAR
(19,3),(3,19),-0.99721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,3),(3,20),-0.553539 # DEPENDENCYPART_GRANDPAR
(19,3),(3,22),-0.417419 # DEPENDENCYPART_GRANDPAR
(19,3),(3,23),-0.362705 # DEPENDENCYPART_GRANDPAR
(19,3),(3,24),-0.471811 # DEPENDENCYPART_GRANDPAR
(19,3),(3,33),-0.718126 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.517758 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.598276 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.775905 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.365664 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.658615 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.510279 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.190503 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),0.031453 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.4164 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.443308 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.431153 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.296909 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),-0.274784 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),-0.252005 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.11624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.64901 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.515898 # DEPENDENCYPART_GRANDPAR
(19,4),(4,23),-0.435519 # DEPENDENCYPART_GRANDPAR
(19,4),(4,24),-0.48782 # DEPENDENCYPART_GRANDPAR
(19,4),(4,33),-0.868226 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.283931 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.153575 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),-0.412919 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.122925 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),0.082492 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.176918 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.253597 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.19167 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.239133 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.27795 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.222785 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),-0.100711 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.03006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),-0.585312 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.470885 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),-0.381427 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),-0.480818 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.516765 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.298017 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),0.501073 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.165671 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.177607 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.180423 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.223271 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),-0.379498 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.488122 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.611076 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.155264 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),0.00338987 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.356357 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.212541 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.215882 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.217713 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.206209 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.153577 # DEPENDENCYPART_GRANDPAR
(19,11),(11,20),-0.624669 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.510152 # DEPENDENCYPART_GRANDPAR
(19,13),(13,3),-0.488122 # DEPENDENCYPART_GRANDPAR
(19,13),(13,9),0.00338987 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.22686 # DEPENDENCYPART_GRANDPAR
(19,13),(13,12),-0.215569 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),-0.217713 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),-0.206209 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.0536909 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),-0.153577 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.0241703 # DEPENDENCYPART_GRANDPAR
(19,13),(13,19),-1.06716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,13),(13,20),-0.624669 # DEPENDENCYPART_GRANDPAR
(19,13),(13,22),-0.510152 # DEPENDENCYPART_GRANDPAR
(19,13),(13,23),-0.427423 # DEPENDENCYPART_GRANDPAR
(19,13),(13,24),-0.506835 # DEPENDENCYPART_GRANDPAR
(19,13),(13,28),-0.574866 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.370091 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.436767 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.227955 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),0.0221963 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.0685617 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.01584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.563163 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.454982 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.387718 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.225063 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),-0.463253 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.276255 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.279563 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.543863 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),-0.224864 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.0613248 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.199819 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.211171 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.270275 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.225924 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.163526 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.251814 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.0824071 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0609348 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.01392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.577252 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.6397 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.472391 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-0.400786 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.490772 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.493413 # DEPENDENCYPART_GRANDPAR
(19,17),(17,26),-0.757626 # DEPENDENCYPART_GRANDPAR
(19,17),(17,27),-0.670115 # DEPENDENCYPART_GRANDPAR
(19,17),(17,28),-0.583602 # DEPENDENCYPART_GRANDPAR
(19,17),(17,31),-1.03508 # DEPENDENCYPART_GRANDPAR
(19,17),(17,33),-0.749608 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.0481483 # DEPENDENCYPART_GRANDPAR
(19,22),(22,2),-0.899429 # DEPENDENCYPART_GRANDPAR
(19,22),(22,3),-1.00017 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-0.792683 # DEPENDENCYPART_GRANDPAR
(19,22),(22,14),-0.544088 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-0.858051 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-0.510283 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.451284 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.522261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),-0.147677 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.644644 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.223583 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0437259 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.0291639 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),0.0882071 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.0525357 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),0.12623 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.224682 # DEPENDENCYPART_GRANDPAR
(19,22),(22,33),-0.476199 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.01007 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.706494 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.0328664 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.0391233 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.0641605 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),0.098461 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.293311 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),0.0738514 # DEPENDENCYPART_GRANDPAR
(19,23),(23,30),-0.266567 # DEPENDENCYPART_GRANDPAR
(19,23),(23,31),-0.228034 # DEPENDENCYPART_GRANDPAR
(19,23),(23,32),-0.21537 # DEPENDENCYPART_GRANDPAR
(19,23),(23,33),-0.467503 # DEPENDENCYPART_GRANDPAR
(19,24),(24,3),-1.04594 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.715166 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),-0.073501 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.00325887 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),0.0468244 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.0644592 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.0478067 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),0.193662 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.314601 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.057565 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.247019 # DEPENDENCYPART_GRANDPAR
(19,24),(24,32),-0.143148 # DEPENDENCYPART_GRANDPAR
(19,24),(24,33),-0.443816 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.115365 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0523985 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.00300505 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.117195 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),0.136449 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.02987 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.333948 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),-0.323384 # DEPENDENCYPART_GRANDPAR
(19,26),(26,21),0.565723 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.0727049 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.165216 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),0.104338 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.427904 # DEPENDENCYPART_GRANDPAR
(19,26),(26,30),-0.145709 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.0818657 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),0.0434003 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.0576975 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),0.179901 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.41039 # DEPENDENCYPART_GRANDPAR
(19,27),(27,30),-0.0974687 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.245072 # DEPENDENCYPART_GRANDPAR
(19,27),(27,32),-0.226394 # DEPENDENCYPART_GRANDPAR
(19,28),(28,25),-0.143409 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.192788 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.291196 # DEPENDENCYPART_GRANDPAR
(19,28),(28,29),-0.40386 # DEPENDENCYPART_GRANDPAR
(19,28),(28,30),-0.196075 # DEPENDENCYPART_GRANDPAR
(19,28),(28,31),-0.363692 # DEPENDENCYPART_GRANDPAR
(19,28),(28,32),-0.129344 # DEPENDENCYPART_GRANDPAR
(19,30),(30,21),-0.0328078 # DEPENDENCYPART_GRANDPAR
(19,30),(30,25),0.0197784 # DEPENDENCYPART_GRANDPAR
(19,30),(30,26),-0.0782972 # DEPENDENCYPART_GRANDPAR
(19,30),(30,27),-0.110128 # DEPENDENCYPART_GRANDPAR
(19,30),(30,28),-0.0184554 # DEPENDENCYPART_GRANDPAR
(19,30),(30,29),-0.32816 # DEPENDENCYPART_GRANDPAR
(19,30),(30,31),-0.282771 # DEPENDENCYPART_GRANDPAR
(19,30),(30,32),-0.0574431 # DEPENDENCYPART_GRANDPAR
(19,30),(30,33),-0.319629 # DEPENDENCYPART_GRANDPAR
(19,33),(33,32),-0.235979 # DEPENDENCYPART_GRANDPAR
(21,23),(23,3),-0.810287 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-0.474754 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.18912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,24),0.00343582 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.236632 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.0910322 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.494664 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.132944 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),-0.410178 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-0.17228 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-0.394651 # DEPENDENCYPART_GRANDPAR
(21,23),(23,33),-0.466944 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.54089 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.0494924 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.708016 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.736357 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.716542 # DEPENDENCYPART_GRANDPAR
(22,2),(2,8),-0.35779 # DEPENDENCYPART_GRANDPAR
(22,2),(2,10),-0.886652 # DEPENDENCYPART_GRANDPAR
(22,3),(3,1),-0.434596 # DEPENDENCYPART_GRANDPAR
(22,3),(3,2),-0.643989 # DEPENDENCYPART_GRANDPAR
(22,3),(3,4),-0.756614 # DEPENDENCYPART_GRANDPAR
(22,3),(3,5),-0.758132 # DEPENDENCYPART_GRANDPAR
(22,3),(3,6),-0.714746 # DEPENDENCYPART_GRANDPAR
(22,3),(3,7),-0.891096 # DEPENDENCYPART_GRANDPAR
(22,3),(3,8),-0.673947 # DEPENDENCYPART_GRANDPAR
(22,3),(3,9),-0.643265 # DEPENDENCYPART_GRANDPAR
(22,3),(3,10),-1.27447 # DEPENDENCYPART_GRANDPAR
(22,3),(3,11),-1.06399 # DEPENDENCYPART_GRANDPAR
(22,3),(3,12),-0.714444 # DEPENDENCYPART_GRANDPAR
(22,3),(3,14),-0.610128 # DEPENDENCYPART_GRANDPAR
(22,3),(3,17),-0.278091 # DEPENDENCYPART_GRANDPAR
(22,3),(3,18),-0.719673 # DEPENDENCYPART_GRANDPAR
(22,3),(3,19),-0.587892 # DEPENDENCYPART_GRANDPAR
(22,3),(3,20),-0.482243 # DEPENDENCYPART_GRANDPAR
(22,3),(3,22),-1.32584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,3),(3,23),-0.437716 # DEPENDENCYPART_GRANDPAR
(22,3),(3,24),-0.078653 # DEPENDENCYPART_GRANDPAR
(22,3),(3,33),-0.853583 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.729779 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.828812 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.675768 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.687917 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.670217 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.581643 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.358661 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.46592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,15),-0.531463 # DEPENDENCYPART_GRANDPAR
(22,19),(19,2),-0.947317 # DEPENDENCYPART_GRANDPAR
(22,19),(19,3),-0.247837 # DEPENDENCYPART_GRANDPAR
(22,19),(19,4),-0.666641 # DEPENDENCYPART_GRANDPAR
(22,19),(19,7),-0.964053 # DEPENDENCYPART_GRANDPAR
(22,19),(19,9),-0.640271 # DEPENDENCYPART_GRANDPAR
(22,19),(19,11),-0.942426 # DEPENDENCYPART_GRANDPAR
(22,19),(19,13),-0.729976 # DEPENDENCYPART_GRANDPAR
(22,19),(19,14),-0.711931 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.752012 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.551253 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.253882 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.618191 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0650873 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.297751 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.42462 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.464845 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),0.0461934 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.319673 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.0475475 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.863659 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-0.955565 # DEPENDENCYPART_GRANDPAR
(22,19),(19,30),-0.614927 # DEPENDENCYPART_GRANDPAR
(22,19),(19,33),-0.946367 # DEPENDENCYPART_GRANDPAR
(22,21),(21,23),-0.537683 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.544585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.155205 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.237543 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.552069 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0896322 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.179611 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.172818 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.487765 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),0.289526 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),0.734186 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.205973 # DEPENDENCYPART_GRANDPAR
(22,23),(23,33),-0.635779 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-0.604954 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-0.203657 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.34128 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),-0.324627 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.042867 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.000425469 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.358624 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.534692 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.509323 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.103371 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),0.466426 # DEPENDENCYPART_GRANDPAR
(22,24),(24,32),-0.426089 # DEPENDENCYPART_GRANDPAR
(22,24),(24,33),-0.90795 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-0.478965 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.198402 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.222911 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.532807 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.642967 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.269281 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),0.247944 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.709326 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.42545 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.0254837 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.265269 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.717893 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.40647 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.067294 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.20948 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.00965603 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.165573 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.394757 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.60684 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.175678 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),0.340069 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.499539 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.217968 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),0.0734815 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.541201 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.626378 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.200905 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),0.227769 # DEPENDENCYPART_GRANDPAR
(22,28),(28,32),-0.46894 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-0.170184 # DEPENDENCYPART_GRANDPAR
