# _root_ `` I think we could very well have { an economic } slowdown , beginning very soon if not already , '' he says .
#goldHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,13,13,18,16,15,18,18,24,24,24,0,24,
#predictedHeads=24,3,24,5,3,5,6,5,13,13,13,13,8,3,3,15,16,16,16,19,24,24,24,0,24,
(17,14),(17,13),(17,8),-0.0931391 # DEPENDENCYPART_TRISIBL
(17,14),(17,13),(17,-1),-0.0123636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,11),(17,8),-0.104948 # DEPENDENCYPART_TRISIBL
(17,14),(17,11),(17,-1),-0.0420003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,8),(17,-1),-0.0423272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,11),(17,8),-0.0878059 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,-1),-0.112308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,8),(17,-1),-0.148829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,8),(17,-1),-0.109862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0897092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.0850714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,22),-0.171818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.0849916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,25),-0.106574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.147397 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.0826412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,22),-0.171727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.107464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,25),-0.111707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),-0.128416 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,22),-0.138383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,24),-0.150598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,25),-0.150556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,26),-0.446032 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,22),(18,24),-0.129703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,25),-0.136882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,22),(18,26),-0.265246 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,25),-0.03876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,24),(18,26),-0.115349 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,25),(18,26),-0.288044 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0573823 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,22),-0.0729004 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.00846951 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,25),-0.0676794 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),-0.13875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,22),-0.0837229 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,24),-0.0369708 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,25),-0.0262253 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,26),-0.189427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,22),(18,24),-0.0337184 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,25),-0.0483964 # DEPENDENCYPART_TRISIBL
(18,19),(18,22),(18,26),-0.126617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,25),-0.0282828 # DEPENDENCYPART_TRISIBL
(18,19),(18,24),(18,26),-0.0766465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,25),(18,26),-0.144065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,22),-0.0807054 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,24),-0.0468387 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,25),-0.0290981 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,26),-0.201011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,22),(18,24),-0.0422971 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,25),-0.0512553 # DEPENDENCYPART_TRISIBL
(18,20),(18,22),(18,26),-0.137409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,25),-0.0335657 # DEPENDENCYPART_TRISIBL
(18,20),(18,24),(18,26),-0.105563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,25),(18,26),-0.153438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,22),(18,24),-0.0105524 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,25),-0.1048 # DEPENDENCYPART_TRISIBL
(18,21),(18,22),(18,26),-0.110731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,25),-0.0519206 # DEPENDENCYPART_TRISIBL
(18,21),(18,24),(18,26),-0.109005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,25),(18,26),-0.210976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,24),(18,25),-0.119811 # DEPENDENCYPART_TRISIBL
(18,22),(18,24),(18,26),-0.0887475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,22),(18,25),(18,26),-0.102257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,24),(18,25),(18,26),0.0551109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.142921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.219947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,-1),-0.20527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,-1),-0.21612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.162063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.187484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.13122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.0957359 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.153202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.116862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.29136 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,24),-0.13591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.233151 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,26),-0.160024 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0571477 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0374735 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.179264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,24),-0.0266292 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.115696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,26),-0.0830211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,24),-0.0116665 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),-0.112361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,26),-0.0824652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,26),-0.0643082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.0785164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.00929829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.137126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,13),-0.0653017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.333111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,-1),-0.122918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,13),-0.08372 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),0.0324608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,-1),0.0228252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,-1),-0.137426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.152258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.117121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.288714 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,24),-0.136613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.230553 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,26),-0.14228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,24),-0.0115106 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.11787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,26),-0.0886198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,26),-0.0641847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.0737973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,15),-0.118325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,13),-0.0984758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.303447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,15),-0.106277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,13),-0.0414859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.0923702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,13),-0.013153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.148064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,13),(20,-1),-0.0798603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,15),-0.0843148 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,13),-0.0310317 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,-1),-0.132265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,15),(20,13),-0.022206 # DEPENDENCYPART_TRISIBL
(20,19),(20,15),(20,-1),-0.178355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,13),(20,-1),-0.14731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,15),(20,13),-0.0890031 # DEPENDENCYPART_TRISIBL
(20,18),(20,15),(20,-1),-0.0431232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,18),(20,13),(20,-1),0.0158729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,15),(20,13),(20,-1),-0.0750798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,-1),-0.475592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,26),-0.118975 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,23),(24,22),-0.0612156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,21),-0.0239634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,20),-0.0598466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,19),-0.0132446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,18),0.0747182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,17),-0.0512678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,16),-0.0694348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,15),-0.0491013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,14),-0.0239634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,13),-0.125519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,11),-0.112704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,8),-0.0529465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,7),-0.0651838 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,6),-0.0694348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,5),0.0424598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,3),-0.060269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,1),-0.0911684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),0.0317478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,22),(24,21),-0.0296964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,20),-0.121885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,19),-0.0757113 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,18),0.0667131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,17),-0.11484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,16),-0.131533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,15),-0.0849027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,14),-0.0296964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,13),-0.0463189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,11),-0.163971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,8),-0.0875407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,7),-0.126999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,6),-0.131533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,5),-0.0302691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,3),-0.0950446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,1),-0.149687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,-1),-0.174559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,20),-0.204379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,19),-0.153832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,18),-0.0594675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,17),-0.197267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,16),-0.213948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,15),-0.138393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,14),-0.134525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,13),-0.252883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,11),-0.185935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,8),-0.137916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,7),-0.210265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,6),-0.213948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,5),0.0587485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,3),-0.150665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,1),-0.117686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,-1),-0.266186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,19),-0.0956922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,18),-0.0627016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,17),-0.129083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,16),-0.147866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,15),-0.118047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,14),-0.173967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,13),-0.0225516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,11),-0.118322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,8),-0.120322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,7),-0.14125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,6),-0.147866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,5),-0.0518109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,3),-0.128819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,1),-0.0980363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,-1),-0.0866387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,19),(24,18),-0.0634167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,17),-0.129945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,16),-0.148728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,15),-0.118791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,14),-0.155392 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,13),-0.0347661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,11),-0.119425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,8),-0.121067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,7),-0.142112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,6),-0.148728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,5),-0.0533068 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,3),-0.129563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,1),-0.0953851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,-1),-0.0908949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,18),(24,17),-0.13739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,16),-0.15188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,15),-0.0885577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,14),-0.0379005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,13),-0.0493375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,11),-0.13348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,8),-0.0908917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,7),-0.149213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,6),-0.15188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,5),-0.0460189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,3),-0.0986996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,1),-0.153435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,-1),-0.120792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,17),(24,16),-0.149419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,15),-0.117071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,14),-0.174494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,13),-0.023674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,11),-0.118322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,8),-0.119347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,7),-0.142803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,6),-0.149419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,5),-0.0517452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,3),-0.127843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,1),-0.0977508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,17),(24,-1),-0.082748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,16),(24,15),-0.117108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,14),-0.16742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,13),-0.0266331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,11),-0.118383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,8),-0.119384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,7),-0.148267 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,6),-0.154883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,5),-0.0516881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,3),-0.12788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,1),-0.0904796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,16),(24,-1),-0.0590241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,15),(24,14),0.100748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,13),-0.0212934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,11),-0.122577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,8),-0.136521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,7),-0.0920663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,6),-0.0980586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,5),-0.0511872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,3),-0.142896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,1),-0.0811666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,15),(24,-1),0.00263846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,14),(24,13),-0.252883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,11),-0.185935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,8),-0.137916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,7),-0.210265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,6),-0.213948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,5),0.0587485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,3),-0.150665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,1),-0.117686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,14),(24,-1),-0.266186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,13),(24,11),-0.157092 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,8),0.00736387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,7),-0.0480487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,6),-0.0513916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,5),-0.0287599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,3),-0.00327169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,1),-0.00101545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,13),(24,-1),0.0423407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,11),(24,8),-0.0797746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,11),(24,7),-0.10103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,11),(24,6),-0.109547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,11),(24,5),-0.0449853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,11),(24,3),-0.0868659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,11),(24,1),-0.0965423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,11),(24,-1),-0.0334203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
