# _root_ Ms. Bogart does better with music than with words when she wants , as she so often does want , to express herself through Gorky 's helpless play .
#goldHeads=2,3,0,3,4,5,4,7,8,12,12,3,18,18,18,18,16,12,18,18,22,12,22,22,28,25,28,24,3,
#predictedHeads=2,3,0,3,3,5,4,7,8,12,12,3,12,18,18,18,18,12,18,19,22,19,22,22,28,25,28,24,3,
(12,9),(12,7),(12,1),-0.158412 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),0.0328653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,6),(12,5),-0.0474201 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,3),-0.101523 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,2),-0.224257 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,1),-0.225899 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,-1),-0.0975503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,5),(12,3),-0.121561 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,2),-0.15717 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,1),-0.158142 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,-1),0.00766621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,3),(12,2),-0.200224 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,1),-0.201197 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,-1),-0.0824237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,2),(12,1),-0.225899 # DEPENDENCYPART_TRISIBL
(12,9),(12,2),(12,-1),-0.0952463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,1),(12,-1),-0.10378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,6),-0.149258 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,5),-0.111221 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,3),-0.106593 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,2),-0.149258 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,1),-0.149259 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.0546092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,5),-0.136935 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,3),-0.121752 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,2),-0.16052 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,1),-0.160521 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,-1),-0.0689398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,5),(12,3),-0.106536 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,2),-0.149234 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,1),-0.149235 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,-1),-0.0581676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,3),(12,2),-0.148764 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,1),-0.148765 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,-1),-0.121484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,1),-0.160521 # DEPENDENCYPART_TRISIBL
(12,8),(12,2),(12,-1),-0.0689398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,1),(12,-1),-0.0689409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,6),(12,5),-0.14124 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,3),-0.120247 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,2),-0.146308 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,1),-0.14631 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,-1),-0.0606036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,5),(12,3),-0.104779 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,2),-0.136201 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,1),-0.136202 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,-1),-0.056901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,3),(12,2),-0.134618 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,1),-0.134619 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,-1),-0.111415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,1),-0.14631 # DEPENDENCYPART_TRISIBL
(12,7),(12,2),(12,-1),-0.0606036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,1),(12,-1),-0.0606047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,5),(12,3),-0.121563 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,2),-0.157145 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,1),-0.158118 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,-1),0.00123141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.2002 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,1),-0.201173 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.0871381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,1),-0.22585 # DEPENDENCYPART_TRISIBL
(12,6),(12,2),(12,-1),-0.099166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,1),(12,-1),-0.1077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,3),(12,2),-0.148764 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,1),-0.148765 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,-1),-0.121484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,2),(12,1),-0.160521 # DEPENDENCYPART_TRISIBL
(12,5),(12,2),(12,-1),-0.0689398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,1),(12,-1),-0.0689409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,1),-0.103133 # DEPENDENCYPART_TRISIBL
(12,3),(12,2),(12,-1),-0.0842918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,1),(12,-1),-0.0842991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,2),(12,1),(12,-1),-0.106896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,30),-0.437435 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,15),(14,16),-0.101895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.0867658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.114229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.10948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.0494889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.0989988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.114296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,28),-0.0547075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,30),0.0373516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.0766097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.0703106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.0770607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.101978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.0946632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.0735927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,28),-0.0682583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,30),-0.0230642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.0602779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),-0.067028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.0946312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,21),-0.0968248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.06356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,28),-0.0648649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,30),-0.0376168 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.1138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),0.0579322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.0713503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.1182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,28),-0.0598186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,30),-0.0422017 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),0.0458357 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,21),-0.071351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,22),-0.123431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,28),-0.0598023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,30),-0.00330682 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,21),-0.146221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,22),-0.119212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,28),-0.127327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,30),-0.339886 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,21),(14,22),-0.114181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,28),-0.0598192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,30),-0.170192 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,28),-0.0598261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,22),(14,30),-0.0237961 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,28),(14,30),0.0914116 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.067488 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.0817127 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0819087 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.0368895 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.0594432 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.0817148 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,28),-0.078445 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,30),-0.119457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.0817044 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,19),-0.0819004 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.0368895 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,21),-0.0594432 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),-0.0817065 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,28),-0.078445 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,30),-0.120261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0801577 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,20),-0.0724299 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.069959 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,22),-0.0799661 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,28),-0.0748654 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,30),-0.127199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.0724299 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,21),-0.069959 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,22),-0.0799678 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,28),-0.0748654 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,30),-0.128724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,21),-0.0693971 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,22),-0.0777991 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,28),-0.0841643 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,30),-0.133925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,21),(14,22),-0.0793322 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,28),-0.0778924 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,30),-0.135169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,28),-0.0748654 # DEPENDENCYPART_TRISIBL
(14,15),(14,22),(14,30),-0.126919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,28),(14,30),-0.11027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0417205 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0375536 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.0887615 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.0842004 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.0411917 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,28),-0.0463921 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,30),-0.0879953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0696978 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.060265 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.0930679 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,22),-0.072625 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,28),-0.0655093 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,30),-0.0558847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.0562583 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.0930679 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.0725698 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,28),-0.0655096 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,30),-0.0592278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,20),(14,21),-0.0822107 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,22),-0.0554671 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,28),-0.042473 # DEPENDENCYPART_TRISIBL
(14,16),(14,20),(14,30),-0.170525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,21),(14,22),-0.0555249 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,28),-0.0491795 # DEPENDENCYPART_TRISIBL
(14,16),(14,21),(14,30),-0.0787917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,22),(14,28),-0.0655093 # DEPENDENCYPART_TRISIBL
(14,16),(14,22),(14,30),-0.0530617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,28),(14,30),-0.0679217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,18),(14,19),-0.0649708 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,20),-0.0501838 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,21),-0.0925962 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,22),-0.067898 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,28),-0.0623328 # DEPENDENCYPART_TRISIBL
(14,17),(14,18),(14,30),-0.065917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,19),(14,20),-0.0461771 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,21),-0.0925962 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,22),-0.0678428 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,28),-0.0623331 # DEPENDENCYPART_TRISIBL
(14,17),(14,19),(14,30),-0.0692601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,20),(14,21),-0.0817388 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,22),-0.0474065 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,28),-0.0381774 # DEPENDENCYPART_TRISIBL
(14,17),(14,20),(14,30),-0.177616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,21),(14,22),-0.0508029 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,28),-0.046003 # DEPENDENCYPART_TRISIBL
(14,17),(14,21),(14,30),-0.08827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,22),(14,28),-0.0623328 # DEPENDENCYPART_TRISIBL
(14,17),(14,22),(14,30),-0.063094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,17),(14,28),(14,30),-0.0761517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,19),(14,20),-0.0899217 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,21),-0.0699989 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,22),-0.104161 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,28),-0.0715114 # DEPENDENCYPART_TRISIBL
(14,18),(14,19),(14,30),-0.0696902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,20),(14,21),-0.0567778 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,22),-0.0790658 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,28),-0.0573155 # DEPENDENCYPART_TRISIBL
(14,18),(14,20),(14,30),-0.0033464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,21),(14,22),-0.0934321 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,28),-0.0695471 # DEPENDENCYPART_TRISIBL
(14,18),(14,21),(14,30),-0.0732206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,22),(14,28),-0.0715114 # DEPENDENCYPART_TRISIBL
(14,18),(14,22),(14,30),-0.071465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,18),(14,28),(14,30),-0.078942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,20),(14,21),-0.0567778 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,22),-0.0763513 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,28),-0.0549707 # DEPENDENCYPART_TRISIBL
(14,19),(14,20),(14,30),-0.00977371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,21),(14,22),-0.0908434 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,28),-0.0684327 # DEPENDENCYPART_TRISIBL
(14,19),(14,21),(14,30),-0.0851857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,22),(14,28),-0.0703883 # DEPENDENCYPART_TRISIBL
(14,19),(14,22),(14,30),-0.0852843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,19),(14,28),(14,30),-0.0907874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,21),(14,22),-0.0474258 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,28),-0.0566212 # DEPENDENCYPART_TRISIBL
(14,20),(14,21),(14,30),-0.0951507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,22),(14,28),-0.0677155 # DEPENDENCYPART_TRISIBL
(14,20),(14,22),(14,30),-0.104475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,20),(14,28),(14,30),-0.158238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,22),(14,28),-0.0403324 # DEPENDENCYPART_TRISIBL
(14,21),(14,22),(14,30),-0.095439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,21),(14,28),(14,30),-0.0689919 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,22),(14,28),(14,30),-0.0936995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,13),(14,10),-0.0712542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,13),(14,-1),-0.205449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,10),(14,-1),-0.13297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,13),(14,10),(14,-1),-0.135584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,16),(15,19),-0.0895891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,22),-0.086126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,16),(15,30),-0.298631 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,22),-0.111863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,30),-0.283826 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,22),(15,30),-0.298475 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,19),(15,22),-0.0748418 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,30),-0.0512695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,22),(15,30),-0.0451034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,22),(15,30),-0.0873311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.0893935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.0962707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,20),-0.162425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0678214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.0863994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,30),-0.134323 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.118067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,20),-0.0430409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.0256919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.0680107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,30),-0.209774 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,20),-0.0496271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,21),-0.0256932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.0792942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,30),-0.177629 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,20),(16,21),-0.103813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,24),-0.256252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,20),(16,30),-0.313446 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,24),-0.0712432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,30),-0.259772 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,30),-0.229401 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0553309 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,20),-0.0938198 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),-0.0968394 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),-0.0507778 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,30),-0.0503316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,20),-0.0898131 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,21),-0.0968394 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.0511157 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,30),-0.0536689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,20),(16,21),-0.0825432 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,24),-0.0495937 # DEPENDENCYPART_TRISIBL
(16,17),(16,20),(16,30),-0.157536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,24),-0.0985572 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,30),-0.0629309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,30),-0.0997262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,20),-0.089975 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,21),-0.0700011 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.0238857 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,30),-0.112132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,20),(16,21),-0.05678 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,24),0.0543858 # DEPENDENCYPART_TRISIBL
(16,18),(16,20),(16,30),-0.110674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,24),-0.0114354 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,30),-0.115921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,30),-0.0571942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,20),(16,21),-0.05678 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,24),0.0539977 # DEPENDENCYPART_TRISIBL
(16,19),(16,20),(16,30),-0.117282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,24),-0.0118265 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,30),-0.128113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
