# _root_ In 1987 , it sold a 2.5 % stake in the Veslefrikk field to the Swedish national oil company , resulting in a $ 7 million after-tax gain .
#goldHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,5,5,21,28,28,24,24,28,22,5,
#predictedHeads=5,1,5,5,0,9,8,9,5,9,13,13,10,5,19,19,19,19,14,19,19,21,28,28,24,24,28,22,5,
(9,14),(9,18),(9,30),-0.0837936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,19),(9,20),-0.0477183 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,21),-0.0810241 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,22),-0.0458829 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,28),-0.0290421 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,29),-0.0296483 # DEPENDENCYPART_TRISIBL
(9,14),(9,19),(9,30),-0.08554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,20),(9,21),-0.0538669 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,22),-0.0228227 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,28),0.029275 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,29),-0.0556531 # DEPENDENCYPART_TRISIBL
(9,14),(9,20),(9,30),-0.155028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,21),(9,22),-0.0621396 # DEPENDENCYPART_TRISIBL
(9,14),(9,21),(9,28),-0.0262486 # DEPENDENCYPART_TRISIBL
(9,14),(9,21),(9,29),-0.0312911 # DEPENDENCYPART_TRISIBL
(9,14),(9,21),(9,30),-0.113744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,22),(9,28),-0.0278354 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,29),-0.0236055 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,30),-0.0689496 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,28),(9,29),-0.0293799 # DEPENDENCYPART_TRISIBL
(9,14),(9,28),(9,30),-0.0845084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,29),(9,30),-0.0645214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),-0.0498369 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,19),-0.0465326 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,20),-0.0599394 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,21),-0.0597954 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,22),-0.0490097 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,28),-0.0498365 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,29),-0.0811894 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,30),-0.112395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,18),(9,19),-0.0363344 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,20),-0.0724782 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,21),-0.0599327 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,22),-0.0509667 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,28),-0.0460853 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,29),-0.0957484 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,30),-0.0859261 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,19),(9,20),-0.0731618 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,21),-0.0599327 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,22),-0.050967 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,28),-0.0460912 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,29),-0.0957538 # DEPENDENCYPART_TRISIBL
(9,16),(9,19),(9,30),-0.0849951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,20),(9,21),0.0375872 # DEPENDENCYPART_TRISIBL
(9,16),(9,20),(9,22),-0.007515 # DEPENDENCYPART_TRISIBL
(9,16),(9,20),(9,28),-0.0353612 # DEPENDENCYPART_TRISIBL
(9,16),(9,20),(9,29),-0.0891799 # DEPENDENCYPART_TRISIBL
(9,16),(9,20),(9,30),-0.0526029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,21),(9,22),-0.041494 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,28),-0.055797 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,29),-0.0943587 # DEPENDENCYPART_TRISIBL
(9,16),(9,21),(9,30),-0.0959621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,22),(9,28),-0.068201 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,29),-0.0634834 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,30),-0.070387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,28),(9,29),-0.0960755 # DEPENDENCYPART_TRISIBL
(9,16),(9,28),(9,30),-0.084135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,29),(9,30),-0.0950223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,19),-0.0408638 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,20),-0.073328 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,21),-0.0602763 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,22),-0.051469 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,28),-0.0506147 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,29),-0.0965343 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,30),-0.0922208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,19),(9,20),-0.0740116 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,21),-0.0602763 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,22),-0.0514692 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,28),-0.0506206 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,29),-0.0965397 # DEPENDENCYPART_TRISIBL
(9,17),(9,19),(9,30),-0.0912898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,20),(9,21),0.0373741 # DEPENDENCYPART_TRISIBL
(9,17),(9,20),(9,22),-0.00777178 # DEPENDENCYPART_TRISIBL
(9,17),(9,20),(9,28),-0.0376285 # DEPENDENCYPART_TRISIBL
(9,17),(9,20),(9,29),-0.089892 # DEPENDENCYPART_TRISIBL
(9,17),(9,20),(9,30),-0.0569128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,21),(9,22),-0.0417482 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,28),-0.0580644 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,29),-0.0950708 # DEPENDENCYPART_TRISIBL
(9,17),(9,21),(9,30),-0.10018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,22),(9,28),-0.0704683 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,29),-0.0648331 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,30),-0.0747001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,28),(9,29),-0.0968614 # DEPENDENCYPART_TRISIBL
(9,17),(9,28),(9,30),-0.0904298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,29),(9,30),-0.099137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,19),(9,20),-0.044063 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,21),-0.0992218 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,22),-0.0353669 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,28),-0.0835642 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,29),-0.0761054 # DEPENDENCYPART_TRISIBL
(9,18),(9,19),(9,30),-0.109126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,20),(9,21),-0.125743 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,22),-0.0455688 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,28),-0.0779624 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,29),-0.0919993 # DEPENDENCYPART_TRISIBL
(9,18),(9,20),(9,30),-0.0367828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,21),(9,22),-0.0710554 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,28),-0.0834106 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,29),-0.0766828 # DEPENDENCYPART_TRISIBL
(9,18),(9,21),(9,30),-0.128748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,22),(9,28),-0.109262 # DEPENDENCYPART_TRISIBL
(9,18),(9,22),(9,29),-0.0774736 # DEPENDENCYPART_TRISIBL
(9,18),(9,22),(9,30),-0.0968478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,28),(9,29),-0.0759691 # DEPENDENCYPART_TRISIBL
(9,18),(9,28),(9,30),-0.118343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,29),(9,30),-0.0170753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,20),(9,21),-0.0988351 # DEPENDENCYPART_TRISIBL
(9,19),(9,20),(9,22),-0.035876 # DEPENDENCYPART_TRISIBL
(9,19),(9,20),(9,28),-0.0780797 # DEPENDENCYPART_TRISIBL
(9,19),(9,20),(9,29),-0.0945629 # DEPENDENCYPART_TRISIBL
(9,19),(9,20),(9,30),-0.0170046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,21),(9,22),-0.0655647 # DEPENDENCYPART_TRISIBL
(9,19),(9,21),(9,28),-0.0823562 # DEPENDENCYPART_TRISIBL
(9,19),(9,21),(9,29),-0.0784374 # DEPENDENCYPART_TRISIBL
(9,19),(9,21),(9,30),-0.125745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,22),(9,28),-0.107978 # DEPENDENCYPART_TRISIBL
(9,19),(9,22),(9,29),-0.0837305 # DEPENDENCYPART_TRISIBL
(9,19),(9,22),(9,30),-0.076447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,28),(9,29),-0.0781312 # DEPENDENCYPART_TRISIBL
(9,19),(9,28),(9,30),-0.100713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,19),(9,29),(9,30),-0.0209357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,21),(9,22),0.00880426 # DEPENDENCYPART_TRISIBL
(9,20),(9,21),(9,28),-0.0248176 # DEPENDENCYPART_TRISIBL
(9,20),(9,21),(9,29),-0.105125 # DEPENDENCYPART_TRISIBL
(9,20),(9,21),(9,30),-0.0429024 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,22),(9,28),0.00935783 # DEPENDENCYPART_TRISIBL
(9,20),(9,22),(9,29),-0.0977674 # DEPENDENCYPART_TRISIBL
(9,20),(9,22),(9,30),-0.0841009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,28),(9,29),-0.186659 # DEPENDENCYPART_TRISIBL
(9,20),(9,28),(9,30),-0.0860312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,20),(9,29),(9,30),-0.304188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,22),(9,28),-0.0688379 # DEPENDENCYPART_TRISIBL
(9,21),(9,22),(9,29),0.00820651 # DEPENDENCYPART_TRISIBL
(9,21),(9,22),(9,30),-0.0296616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,28),(9,29),-0.0498427 # DEPENDENCYPART_TRISIBL
(9,21),(9,28),(9,30),-0.115741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,21),(9,29),(9,30),-0.0773943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,28),(9,29),-0.0799038 # DEPENDENCYPART_TRISIBL
(9,22),(9,28),(9,30),-0.024059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,29),(9,30),-0.0708237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,28),(9,29),(9,30),-0.0178241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.218287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.0580889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.150832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.126569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.22724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,2),-0.232479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.234326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.169506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.164291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.185088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.113515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.145138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,2),-0.191836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.214241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.12857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.18201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.246314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.0455821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,2),-0.226026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),-0.253417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.209799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.184557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,3),-0.107746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,2),-0.0157204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.212592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.231246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,3),-0.236566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,2),-0.156226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,1),-0.226221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,4),(9,-1),-0.11948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,2),-0.231721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,1),-0.289045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.461576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.214589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.153185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.130877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0550118 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.102634 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.0886891 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0620264 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.0340463 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0601923 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.158589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.115514 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.0775462 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,3),-0.163548 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.0861743 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.0416943 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.00724989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.0468536 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,3),-0.0738956 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,2),-0.0668753 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.0605399 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.229481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,3),-0.0910561 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,2),-0.0685352 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,1),-0.0900927 # DEPENDENCYPART_TRISIBL
(9,8),(9,4),(9,-1),-0.0692231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,3),(9,2),-0.112328 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,1),0.0152336 # DEPENDENCYPART_TRISIBL
(9,8),(9,3),(9,-1),-0.202552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.0602443 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.162286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.127797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.100453 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.0759427 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,3),-0.120534 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),-0.0847313 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.131395 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.0306118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.0795374 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,3),-0.0925317 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,2),-0.0845915 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.114001 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.155125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,3),-0.104425 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,2),-0.084575 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,1),-0.116243 # DEPENDENCYPART_TRISIBL
(9,7),(9,4),(9,-1),-0.0248167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,3),(9,2),-0.0503317 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,1),-0.103217 # DEPENDENCYPART_TRISIBL
(9,7),(9,3),(9,-1),-0.182309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.123191 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),-0.121394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.141012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.0799519 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,3),-0.0704379 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,2),-0.116321 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),-0.086008 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.1947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,3),-0.0670084 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,2),-0.115038 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,1),-0.0833069 # DEPENDENCYPART_TRISIBL
(9,6),(9,4),(9,-1),-0.0763539 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,3),(9,2),-0.126709 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,1),-0.0442589 # DEPENDENCYPART_TRISIBL
(9,6),(9,3),(9,-1),-0.187411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),-0.090034 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.206868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.124556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,3),-0.0415479 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,2),-0.0935948 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,1),-0.0597774 # DEPENDENCYPART_TRISIBL
(9,5),(9,4),(9,-1),-0.105296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,3),(9,2),-0.105947 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,1),-0.00637367 # DEPENDENCYPART_TRISIBL
(9,5),(9,3),(9,-1),-0.283353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.0840597 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.118908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.193298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,3),(9,2),-0.102895 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,1),-0.00896992 # DEPENDENCYPART_TRISIBL
(9,4),(9,3),(9,-1),-0.189495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,2),(9,1),-0.0685107 # DEPENDENCYPART_TRISIBL
(9,4),(9,2),(9,-1),-0.125516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,4),(9,1),(9,-1),-0.0574152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,2),(9,1),-0.106581 # DEPENDENCYPART_TRISIBL
(9,3),(9,2),(9,-1),-0.263393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,3),(9,1),(9,-1),-0.257432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.149723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.0240283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.0267669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0818666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.122163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.123842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.0325418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),0.00272604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),-0.0289062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,30),-0.0650701 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.0615753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.0250571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.0727418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.0749242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.069091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0299445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,20),0.103241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,30),0.344631 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.0251291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.0727418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.0749242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.0692109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.0300644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),0.108967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,30),0.354305 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,16),-0.101118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.102652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.0626648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.0283358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),-0.043876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,30),-0.0907776 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.0801132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,18),-0.0436494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.00750851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,20),-0.0531504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,30),0.076788 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,18),-0.0486324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,19),-0.0124914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,20),-0.0534519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,30),0.0623087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.0309914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,20),0.0970087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,30),0.336415 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
