# _root_ The sky filled with 12.8-pound shells , several of which fell back to Earth , destroying homes and buildings .
#goldHeads=2,3,0,3,6,4,6,9,11,9,6,11,11,13,11,11,18,16,18,3,
#predictedHeads=2,3,0,3,6,4,6,6,8,9,10,11,11,13,11,11,18,16,18,3,
(18,12),(18,9),(18,6),-0.0813528 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,5),-0.0604809 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,4),-0.0618077 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,3),-0.10715 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,2),-0.0813528 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,1),-0.0905465 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,-1),-0.0729732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,8),(18,7),-0.0273076 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,6),-0.075876 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,5),-0.0700264 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,4),-0.0546767 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,3),-0.10422 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,2),-0.075876 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,1),-0.0976789 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,-1),-0.0551305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,7),(18,6),-0.0494768 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,5),-0.078099 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,4),-0.0555418 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,3),-0.085638 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,2),-0.0494768 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,1),-0.0907635 # DEPENDENCYPART_TRISIBL
(18,12),(18,7),(18,-1),-0.15567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,6),(18,5),-0.0784983 # DEPENDENCYPART_TRISIBL
(18,12),(18,6),(18,4),-0.0300439 # DEPENDENCYPART_TRISIBL
(18,12),(18,6),(18,3),-0.128596 # DEPENDENCYPART_TRISIBL
(18,12),(18,6),(18,2),-0.108384 # DEPENDENCYPART_TRISIBL
(18,12),(18,6),(18,1),-0.104965 # DEPENDENCYPART_TRISIBL
(18,12),(18,6),(18,-1),-0.0547922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,5),(18,4),-0.0546767 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,3),-0.10422 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,2),-0.075876 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,1),-0.0976789 # DEPENDENCYPART_TRISIBL
(18,12),(18,5),(18,-1),-0.0551303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,4),(18,3),-0.107147 # DEPENDENCYPART_TRISIBL
(18,12),(18,4),(18,2),-0.0814105 # DEPENDENCYPART_TRISIBL
(18,12),(18,4),(18,1),-0.0905465 # DEPENDENCYPART_TRISIBL
(18,12),(18,4),(18,-1),-0.0723458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,3),(18,2),-0.0801725 # DEPENDENCYPART_TRISIBL
(18,12),(18,3),(18,1),-0.0908877 # DEPENDENCYPART_TRISIBL
(18,12),(18,3),(18,-1),-0.125369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,2),(18,1),-0.104965 # DEPENDENCYPART_TRISIBL
(18,12),(18,2),(18,-1),-0.0547922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,1),(18,-1),-0.0496827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,10),(18,9),-0.0201248 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,8),-0.0268539 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,7),-0.0137971 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,6),-0.0289526 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,5),-0.0262793 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,4),-0.0249445 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,3),-0.151793 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,2),-0.0289526 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,1),-0.0501911 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,-1),0.0560025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,8),-0.0118692 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,7),-0.0176626 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,6),0.00358686 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,5),-0.0112945 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,4),-0.0283451 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,3),-0.164418 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,2),0.00358686 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,1),-0.0507458 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,-1),-0.0171605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,8),(18,7),-0.0023692 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,6),-0.0233526 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,5),-0.0258772 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,4),-0.0306343 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,3),-0.145774 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,2),-0.0233526 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,1),-0.0504772 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,-1),-0.0458589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,7),(18,6),-0.0769332 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,5),0.0100924 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,4),0.0562371 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,3),-0.0251531 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,2),-0.0769332 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,1),-0.0443436 # DEPENDENCYPART_TRISIBL
(18,11),(18,7),(18,-1),-0.157444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,6),(18,5),-0.0301583 # DEPENDENCYPART_TRISIBL
(18,11),(18,6),(18,4),0.0622834 # DEPENDENCYPART_TRISIBL
(18,11),(18,6),(18,3),-0.197819 # DEPENDENCYPART_TRISIBL
(18,11),(18,6),(18,2),-0.048844 # DEPENDENCYPART_TRISIBL
(18,11),(18,6),(18,1),-0.0618805 # DEPENDENCYPART_TRISIBL
(18,11),(18,6),(18,-1),-0.056662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,5),(18,4),-0.0306343 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,3),-0.145774 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,2),-0.0233526 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,1),-0.0504772 # DEPENDENCYPART_TRISIBL
(18,11),(18,5),(18,-1),-0.046098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,4),(18,3),-0.164317 # DEPENDENCYPART_TRISIBL
(18,11),(18,4),(18,2),0.005496 # DEPENDENCYPART_TRISIBL
(18,11),(18,4),(18,1),-0.0507264 # DEPENDENCYPART_TRISIBL
(18,11),(18,4),(18,-1),0.0029668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,3),(18,2),-0.0798136 # DEPENDENCYPART_TRISIBL
(18,11),(18,3),(18,1),-0.0542618 # DEPENDENCYPART_TRISIBL
(18,11),(18,3),(18,-1),-0.116305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,2),(18,1),-0.0618805 # DEPENDENCYPART_TRISIBL
(18,11),(18,2),(18,-1),-0.056662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,1),(18,-1),-0.0350305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,9),(18,8),-0.0680017 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,7),-0.0762608 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,6),-0.0911875 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,5),-0.0680017 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,4),-0.0795239 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,3),-0.0856109 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,2),-0.0911875 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,1),-0.0701982 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,-1),-0.128998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,8),(18,7),-0.0752766 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,6),-0.0905019 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,5),-0.0679776 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,4),-0.0787878 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,3),-0.0827946 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,2),-0.0905019 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,1),-0.0716249 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,-1),-0.121755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,7),(18,6),-0.114925 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,5),-0.0687256 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,4),-0.0884484 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,3),-0.0860438 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,2),-0.114925 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,1),-0.0701816 # DEPENDENCYPART_TRISIBL
(18,10),(18,7),(18,-1),-0.128121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,6),(18,5),-0.0681254 # DEPENDENCYPART_TRISIBL
(18,10),(18,6),(18,4),-0.0799488 # DEPENDENCYPART_TRISIBL
(18,10),(18,6),(18,3),-0.0893016 # DEPENDENCYPART_TRISIBL
(18,10),(18,6),(18,2),-0.0947649 # DEPENDENCYPART_TRISIBL
(18,10),(18,6),(18,1),-0.0713835 # DEPENDENCYPART_TRISIBL
(18,10),(18,6),(18,-1),-0.130144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,5),(18,4),-0.0787878 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,3),-0.0827946 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,2),-0.0905019 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,1),-0.0716249 # DEPENDENCYPART_TRISIBL
(18,10),(18,5),(18,-1),-0.121755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,4),(18,3),-0.0855933 # DEPENDENCYPART_TRISIBL
(18,10),(18,4),(18,2),-0.0911926 # DEPENDENCYPART_TRISIBL
(18,10),(18,4),(18,1),-0.0701982 # DEPENDENCYPART_TRISIBL
(18,10),(18,4),(18,-1),-0.128841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,3),(18,2),-0.0937421 # DEPENDENCYPART_TRISIBL
(18,10),(18,3),(18,1),-0.0703636 # DEPENDENCYPART_TRISIBL
(18,10),(18,3),(18,-1),-0.124665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,2),(18,1),-0.0713835 # DEPENDENCYPART_TRISIBL
(18,10),(18,2),(18,-1),-0.130144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,1),(18,-1),-0.119263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,8),(18,7),-0.108835 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,6),-0.0929469 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,5),-0.073137 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,4),-0.102021 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,3),-0.126893 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,2),-0.0929469 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,1),-0.0877643 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,-1),-0.102702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,7),(18,6),-0.0775901 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,5),-0.0695838 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,4),-0.0375637 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,3),-0.174785 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,2),-0.0775901 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,1),-0.0551425 # DEPENDENCYPART_TRISIBL
(18,9),(18,7),(18,-1),-0.127722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,6),(18,5),-0.0787123 # DEPENDENCYPART_TRISIBL
(18,9),(18,6),(18,4),-0.135653 # DEPENDENCYPART_TRISIBL
(18,9),(18,6),(18,3),-0.14367 # DEPENDENCYPART_TRISIBL
(18,9),(18,6),(18,2),-0.115503 # DEPENDENCYPART_TRISIBL
(18,9),(18,6),(18,1),-0.072823 # DEPENDENCYPART_TRISIBL
(18,9),(18,6),(18,-1),-0.0619345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,5),(18,4),-0.102021 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,3),-0.126893 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,2),-0.0929469 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,1),-0.0877643 # DEPENDENCYPART_TRISIBL
(18,9),(18,5),(18,-1),-0.102701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,4),(18,3),-0.076275 # DEPENDENCYPART_TRISIBL
(18,9),(18,4),(18,2),-0.120543 # DEPENDENCYPART_TRISIBL
(18,9),(18,4),(18,1),-0.0737871 # DEPENDENCYPART_TRISIBL
(18,9),(18,4),(18,-1),-0.10069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,3),(18,2),-0.12067 # DEPENDENCYPART_TRISIBL
(18,9),(18,3),(18,1),-0.0742981 # DEPENDENCYPART_TRISIBL
(18,9),(18,3),(18,-1),-0.113066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,2),(18,1),-0.072823 # DEPENDENCYPART_TRISIBL
(18,9),(18,2),(18,-1),-0.0619345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,1),(18,-1),-0.0657614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,7),(18,6),-0.0924614 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,5),0.166251 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,4),-0.119939 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,3),-0.190972 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,2),-0.0924614 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,1),0.00954944 # DEPENDENCYPART_TRISIBL
(18,8),(18,7),(18,-1),-0.103225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,6),(18,5),-0.0179681 # DEPENDENCYPART_TRISIBL
(18,8),(18,6),(18,4),-0.115167 # DEPENDENCYPART_TRISIBL
(18,8),(18,6),(18,3),-0.133323 # DEPENDENCYPART_TRISIBL
(18,8),(18,6),(18,2),-0.0684474 # DEPENDENCYPART_TRISIBL
(18,8),(18,6),(18,1),0.0113585 # DEPENDENCYPART_TRISIBL
(18,8),(18,6),(18,-1),-0.0316991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,5),(18,4),-0.108798 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,3),-0.139014 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,2),-0.116964 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,1),0.0572991 # DEPENDENCYPART_TRISIBL
(18,8),(18,5),(18,-1),-0.0339555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,4),(18,3),-0.136816 # DEPENDENCYPART_TRISIBL
(18,8),(18,4),(18,2),-0.0740616 # DEPENDENCYPART_TRISIBL
(18,8),(18,4),(18,1),0.0137417 # DEPENDENCYPART_TRISIBL
(18,8),(18,4),(18,-1),0.0275583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,3),(18,2),-0.0858556 # DEPENDENCYPART_TRISIBL
(18,8),(18,3),(18,1),0.0204304 # DEPENDENCYPART_TRISIBL
(18,8),(18,3),(18,-1),-0.0892336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,2),(18,1),0.0113585 # DEPENDENCYPART_TRISIBL
(18,8),(18,2),(18,-1),-0.0316991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,1),(18,-1),0.054826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,6),(18,5),0.0607509 # DEPENDENCYPART_TRISIBL
(18,7),(18,6),(18,4),-0.0783607 # DEPENDENCYPART_TRISIBL
(18,7),(18,6),(18,3),-0.0956927 # DEPENDENCYPART_TRISIBL
(18,7),(18,6),(18,2),0.0130501 # DEPENDENCYPART_TRISIBL
(18,7),(18,6),(18,1),0.0228953 # DEPENDENCYPART_TRISIBL
(18,7),(18,6),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,5),(18,4),0.0119099 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,3),-0.117521 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,2),-0.0539216 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,1),0.0231797 # DEPENDENCYPART_TRISIBL
(18,7),(18,5),(18,-1),0.0745506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,4),(18,3),-0.112804 # DEPENDENCYPART_TRISIBL
(18,7),(18,4),(18,2),-0.038706 # DEPENDENCYPART_TRISIBL
(18,7),(18,4),(18,1),-0.00222516 # DEPENDENCYPART_TRISIBL
(18,7),(18,4),(18,-1),0.00419559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,3),(18,2),0.0489652 # DEPENDENCYPART_TRISIBL
(18,7),(18,3),(18,1),-0.036994 # DEPENDENCYPART_TRISIBL
(18,7),(18,3),(18,-1),-0.00315307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,2),(18,1),0.0228953 # DEPENDENCYPART_TRISIBL
(18,7),(18,2),(18,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,7),(18,1),(18,-1),-0.0881219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,6),(18,5),(18,4),-0.0559451 # DEPENDENCYPART_TRISIBL
(18,6),(18,5),(18,3),-0.184051 # DEPENDENCYPART_TRISIBL
(18,6),(18,5),(18,2),-0.090708 # DEPENDENCYPART_TRISIBL
(18,6),(18,5),(18,1),0.14816 # DEPENDENCYPART_TRISIBL
(18,6),(18,5),(18,-1),-0.00359749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,6),(18,4),(18,3),-0.208509 # DEPENDENCYPART_TRISIBL
(18,6),(18,4),(18,2),-0.134831 # DEPENDENCYPART_TRISIBL
(18,6),(18,4),(18,1),0.0632584 # DEPENDENCYPART_TRISIBL
(18,6),(18,4),(18,-1),-0.0217761 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,6),(18,3),(18,2),-0.130847 # DEPENDENCYPART_TRISIBL
(18,6),(18,3),(18,1),0.0890391 # DEPENDENCYPART_TRISIBL
(18,6),(18,3),(18,-1),-0.104443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,6),(18,2),(18,1),0.0572351 # DEPENDENCYPART_TRISIBL
(18,6),(18,2),(18,-1),-0.0569259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,6),(18,1),(18,-1),0.0697206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,4),(18,3),-0.136815 # DEPENDENCYPART_TRISIBL
(18,5),(18,4),(18,2),-0.0726556 # DEPENDENCYPART_TRISIBL
(18,5),(18,4),(18,1),0.0138885 # DEPENDENCYPART_TRISIBL
(18,5),(18,4),(18,-1),0.0307401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,3),(18,2),-0.0844491 # DEPENDENCYPART_TRISIBL
(18,5),(18,3),(18,1),0.0205773 # DEPENDENCYPART_TRISIBL
(18,5),(18,3),(18,-1),-0.0827899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,2),(18,1),0.0130682 # DEPENDENCYPART_TRISIBL
(18,5),(18,2),(18,-1),-0.0262305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,5),(18,1),(18,-1),0.0617533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,4),(18,3),(18,2),-0.134316 # DEPENDENCYPART_TRISIBL
(18,4),(18,3),(18,1),-0.0719504 # DEPENDENCYPART_TRISIBL
(18,4),(18,3),(18,-1),-0.0881555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,4),(18,2),(18,1),-0.0692701 # DEPENDENCYPART_TRISIBL
(18,4),(18,2),(18,-1),-0.0342434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,4),(18,1),(18,-1),-0.0354829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,3),(18,2),(18,1),-0.0618794 # DEPENDENCYPART_TRISIBL
(18,3),(18,2),(18,-1),-0.0293775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,3),(18,1),(18,-1),-0.020119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,2),(18,1),(18,-1),0.0674144 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.216802 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,17),(19,16),-0.12484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.166356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,-1),-0.205062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,-1),-0.220974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.290933 # DEPENDENCYPART_HEADBIGRAM
(0,2),(3,1),0.0762119 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.070106 # DEPENDENCYPART_HEADBIGRAM
(0,2),(18,1),0.0802395 # DEPENDENCYPART_HEADBIGRAM
(0,3),(0,2),0.118617 # DEPENDENCYPART_HEADBIGRAM
(0,3),(3,2),0.369768 # DEPENDENCYPART_HEADBIGRAM
(0,3),(4,2),0.18339 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),0.0718275 # DEPENDENCYPART_HEADBIGRAM
(0,3),(6,2),0.0345558 # DEPENDENCYPART_HEADBIGRAM
(0,3),(8,2),0.0698684 # DEPENDENCYPART_HEADBIGRAM
(0,3),(11,2),-0.00911161 # DEPENDENCYPART_HEADBIGRAM
(0,3),(12,2),0.0669428 # DEPENDENCYPART_HEADBIGRAM
(0,3),(18,2),0.157605 # DEPENDENCYPART_HEADBIGRAM
(0,11),(9,10),0.068807 # DEPENDENCYPART_HEADBIGRAM
(0,11),(11,10),-0.00803158 # DEPENDENCYPART_HEADBIGRAM
(0,11),(14,10),0.0587917 # DEPENDENCYPART_HEADBIGRAM
(0,11),(18,10),0.0413967 # DEPENDENCYPART_HEADBIGRAM
(0,16),(2,15),0.356721 # DEPENDENCYPART_HEADBIGRAM
(0,16),(3,15),0.272946 # DEPENDENCYPART_HEADBIGRAM
(0,16),(6,15),0.277953 # DEPENDENCYPART_HEADBIGRAM
(0,16),(8,15),0.133879 # DEPENDENCYPART_HEADBIGRAM
(0,16),(11,15),0.151311 # DEPENDENCYPART_HEADBIGRAM
(0,16),(12,15),0.0817139 # DEPENDENCYPART_HEADBIGRAM
(0,16),(13,15),0.04455 # DEPENDENCYPART_HEADBIGRAM
(0,16),(14,15),0.199637 # DEPENDENCYPART_HEADBIGRAM
(0,16),(16,15),0.158003 # DEPENDENCYPART_HEADBIGRAM
(0,16),(18,15),0.106486 # DEPENDENCYPART_HEADBIGRAM
(0,18),(11,17),0.118923 # DEPENDENCYPART_HEADBIGRAM
(0,18),(12,17),0.139511 # DEPENDENCYPART_HEADBIGRAM
(0,18),(13,17),0.390313 # DEPENDENCYPART_HEADBIGRAM
(0,18),(14,17),0.0386978 # DEPENDENCYPART_HEADBIGRAM
(0,18),(16,17),0.135738 # DEPENDENCYPART_HEADBIGRAM
(0,18),(18,17),-0.482817 # DEPENDENCYPART_HEADBIGRAM
(0,18),(19,17),0.000267662 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0590241 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.0719694 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0813595 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.0778868 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.0775373 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.0802507 # DEPENDENCYPART_HEADBIGRAM
(1,3),(11,2),0.0789635 # DEPENDENCYPART_HEADBIGRAM
(1,3),(12,2),0.0802679 # DEPENDENCYPART_HEADBIGRAM
(1,3),(18,2),0.0809649 # DEPENDENCYPART_HEADBIGRAM
(1,4),(0,3),-0.0471914 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.103496 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.14671 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.0781181 # DEPENDENCYPART_HEADBIGRAM
(1,4),(11,3),0.0888231 # DEPENDENCYPART_HEADBIGRAM
(1,4),(16,3),0.0897099 # DEPENDENCYPART_HEADBIGRAM
(1,4),(18,3),0.0808871 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.19961 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.135309 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.0331017 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.131898 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.162116 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.0785612 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.0645783 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.0912519 # DEPENDENCYPART_HEADBIGRAM
(2,3),(18,2),0.1357 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.0719506 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0593198 # DEPENDENCYPART_HEADBIGRAM
