# _root_ Departing from its newspaper ads featuring prim sketches of a suit or a coat , Brooks Brothers is marketing an updated image in a new campaign that carries the slogan , `` The Surprise of Brooks Brothers . ''
#goldHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,30,30,34,30,34,37,35,18,18,
#predictedHeads=18,1,5,5,2,5,8,6,8,11,12,9,14,12,18,17,18,0,18,22,22,19,19,26,26,23,28,26,30,28,28,28,34,28,34,37,35,18,18,
(5,5),(5,8),(5,12),-0.13238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,14),-0.115876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,15),-0.119005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,18),-0.101952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,31),-0.119005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,40),-0.103746 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,11),-0.145287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,12),-0.147844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,14),-0.143639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,15),-0.0433719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,18),-0.165706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,31),-0.0433719 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,40),-0.0441285 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,12),-0.132391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,14),-0.116209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,15),-0.113417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,18),-0.102278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,31),-0.113417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,11),(5,40),-0.110155 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,12),(5,14),-0.156442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,15),-0.0876095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,18),-0.095052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,31),-0.0876095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,12),(5,40),-0.0639032 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,14),(5,15),-0.119005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,18),-0.101952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,31),-0.119005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,14),(5,40),-0.102786 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,15),(5,18),-0.141722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,31),-0.206726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,15),(5,40),-0.667652 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,18),(5,31),-0.0424601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,18),(5,40),-0.067776 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,31),(5,40),-0.667652 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0626719 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.00831335 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0627448 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,12),-0.103122 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,14),-0.0626719 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,15),-0.0807066 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,18),-0.0990364 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,31),-0.0807066 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,40),-0.110868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.00581182 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0712668 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,12),-0.104249 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,14),-0.0711483 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,15),-0.085837 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,18),-0.104882 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,31),-0.085837 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,40),-0.120748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,11),-0.0697225 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,12),-0.1122 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,14),-0.0696495 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,15),-0.0493476 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,18),-0.111765 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,31),-0.0493476 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,40),-0.077954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,12),-0.104249 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,14),-0.0711483 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,15),-0.085837 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,18),-0.104882 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,31),-0.085837 # DEPENDENCYPART_TRISIBL
(5,6),(5,11),(5,40),-0.120754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,12),(5,14),-0.066313 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,15),-0.084109 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,18),-0.0954733 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,31),-0.084109 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,40),-0.168883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,15),-0.085837 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,18),-0.104882 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,31),-0.085837 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,40),-0.120748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,18),-0.0678664 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,31),-0.0916887 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,40),-0.0461194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,18),(5,31),-0.085358 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,40),-0.111476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,31),(5,40),-0.0461194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0527535 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0650511 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.0747588 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.0650438 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),-0.0660944 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,18),-0.0560211 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,31),-0.0660944 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,40),-0.0919715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,11),-0.0828995 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.0765225 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.0828959 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.0499037 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.061651 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,31),-0.0499037 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,40),-0.0796962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.0747588 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,14),-0.0650438 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,15),-0.0660944 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,18),-0.0560211 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,31),-0.0660944 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,40),-0.0919715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,14),-0.0746144 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,15),-0.0626854 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,18),-0.0558142 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,31),-0.0626854 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,40),-0.107053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,15),-0.0660944 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,18),-0.0560211 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,31),-0.0660944 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,40),-0.0919715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,18),0.056517 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,31),-0.0606753 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,40),-0.026179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,18),(5,31),-0.0320204 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,40),-0.0915469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,31),(5,40),-0.026179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,11),-0.0814902 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.121824 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.0811038 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.0369069 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,18),-0.0747416 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,31),-0.0369069 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,40),-0.096482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,12),-0.116738 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,14),-0.0691615 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.045643 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,18),-0.109063 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,31),-0.045643 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,40),-0.127626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,14),-0.0765435 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,15),-0.0467517 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,18),-0.106484 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,31),-0.0467517 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,40),-0.160962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,15),-0.0454816 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,18),-0.109041 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,31),-0.0454816 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,40),-0.127422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,18),-0.127013 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,31),-0.0421291 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,40),-0.0335005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,18),(5,31),-0.0124409 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,40),-0.12622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,31),(5,40),-0.0335005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.076764 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,14),-0.0612381 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0639945 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,18),-0.0764904 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,31),-0.0639945 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,40),-0.00510352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,14),-0.0465485 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,15),-0.0698155 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,18),-0.0920797 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,31),-0.0698155 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,40),-0.104646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.0639945 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,18),-0.0764904 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,31),-0.0639945 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,40),-0.00500274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,18),0.0658392 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,31),-0.0727221 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,40),-0.273865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,18),(5,31),-0.0759127 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,40),-0.0943856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,31),(5,40),-0.273865 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,12),(5,14),-0.0765472 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,15),-0.047054 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,18),-0.105427 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,31),-0.047054 # DEPENDENCYPART_TRISIBL
(5,11),(5,12),(5,40),-0.155828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,14),(5,15),-0.0457839 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,18),-0.107984 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,31),-0.0457839 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,40),-0.122508 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,15),(5,18),-0.128366 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,31),-0.0424357 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,40),-0.0284736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,18),(5,31),-0.0127432 # DEPENDENCYPART_TRISIBL
(5,11),(5,18),(5,40),-0.120332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,31),(5,40),-0.0284736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,14),(5,15),-0.0731394 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,18),-0.050895 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,31),-0.0731394 # DEPENDENCYPART_TRISIBL
(5,12),(5,14),(5,40),-0.159225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,15),(5,18),-0.0331839 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,31),-0.0735795 # DEPENDENCYPART_TRISIBL
(5,12),(5,15),(5,40),-0.0411729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,18),(5,31),-0.0723219 # DEPENDENCYPART_TRISIBL
(5,12),(5,18),(5,40),-0.11623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,12),(5,31),(5,40),-0.0411729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,15),(5,18),-0.127013 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,31),-0.0421291 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,40),-0.0346518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,18),(5,31),-0.0124409 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,40),-0.127371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,31),(5,40),-0.0346518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,18),(5,31),0.587857 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,40),-0.031976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,31),(5,40),-0.229991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,31),(5,40),-0.0128218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.0503233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.146199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.11721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.168199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.189971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.134407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.105851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.123181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.125133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.204952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0936291 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0791182 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.0488871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.0856475 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.102025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.220096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0934764 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.0206799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.108871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.127322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.0470684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.0808654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.0820964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.0487415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.0583255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.0470683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),-0.0268749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),-0.00818328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,19),0.0169511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,21),0.0148153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,23),-0.0193829 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,38),-0.026136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,39),-0.113699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,40),-0.0129045 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.0167476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.113886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.0403883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.0254962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.0382769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,15),-0.00343988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),-0.0138892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,19),-0.0060169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,21),-0.00597288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,23),0.0532377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,38),-0.0273731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,39),-0.0851373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,40),0.00831607 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.0917612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,11),-0.0682108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,12),-0.0637368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),-0.0665342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,15),-0.0449966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.135633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,19),-0.100344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,21),-0.0988578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,23),-0.0915186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,38),-0.116514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,39),-0.185844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,40),-0.0480438 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.121683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,12),-0.108405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),-0.12001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,15),-0.108382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,18),-0.0772116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,19),-0.0563152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,21),-0.0563211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,23),-0.0881442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,38),-0.0820525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,39),-0.149925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,40),-0.0817823 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),-0.0255169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),-0.0387806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,15),0.00289261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),-0.0145414 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,19),-0.00666917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,21),-0.00662515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,23),0.0608316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,38),-0.0190848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,39),-0.0851527 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,40),0.00463485 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,14),-0.0314507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,15),0.0174433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,18),-0.00404059 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,19),0.0164518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,21),0.0164569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,23),0.0658639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,38),-0.00381299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,39),-0.127555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,40),-0.00751913 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,15),-0.00343988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,18),-0.0138892 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,19),-0.0060169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,21),-0.00597288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,23),0.0500525 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,38),-0.0273731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,39),-0.0851373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,40),0.0102372 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,18),-0.150504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
