# _root_ In his Rolling Stone interview in 1980 , Mr. Bush volunteered his abortion-rights remarks to contrast himself with his rival , Ronald Reagan .
#goldHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
#predictedHeads=11,5,5,5,1,5,6,11,10,11,0,14,14,11,16,11,16,16,20,18,20,23,20,11,
(5,8),(5,15),(5,16),-0.0320232 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,18),0.00343124 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,21),0.301811 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,24),-0.125362 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,25),-0.176999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,18),0.0177233 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,21),0.539497 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,24),-0.100969 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,25),-0.0511464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,18),(5,21),0.367104 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,24),-0.0936969 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,25),-0.100925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,21),(5,24),-0.105321 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,25),-0.270674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,24),(5,25),-0.305147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.0976087 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.0808508 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.0369414 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),-0.0976087 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,18),-0.0568872 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,21),-0.0439542 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,24),-0.0765327 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,25),-0.124883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,14),-0.0810921 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0259859 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,16),-0.0964342 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,18),-0.0517459 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,21),-0.0222349 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,24),-0.0769789 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,25),-0.133837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.0369414 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,16),-0.0976086 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,18),-0.0569403 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,21),-0.0439302 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,24),-0.0765324 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,25),-0.124473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,16),-0.0888965 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,18),-0.0396723 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,21),-0.0420823 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,24),-0.0769838 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,25),-0.115006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,18),-0.0517459 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,21),-0.0222349 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,24),-0.0769789 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,25),-0.133837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,18),(5,21),-0.0222641 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,24),-0.069534 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,25),-0.11527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,21),(5,24),-0.0922915 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,25),-0.0430721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,24),(5,25),-0.0244177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,14),-0.0821388 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,15),-0.025983 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,16),-0.0972189 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,18),-0.050201 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,21),-0.0204508 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,24),-0.0805557 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,25),-0.130235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,15),-0.0369385 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,16),-0.0983508 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,18),-0.0551134 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,21),-0.0423718 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,24),-0.0815093 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,25),-0.119996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,16),-0.0896788 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,18),-0.0382408 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,21),-0.0403003 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,24),-0.0799285 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,25),-0.110045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,18),-0.050201 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,21),-0.0204508 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,24),-0.0805557 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,25),-0.130235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,18),(5,21),-0.0185153 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,24),-0.0727886 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,25),-0.114797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,21),(5,24),-0.0952417 # DEPENDENCYPART_TRISIBL
(5,10),(5,21),(5,25),-0.035273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,24),(5,25),-0.0218653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,14),(5,15),-0.0697243 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,16),-0.11062 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,18),-0.0284505 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,21),-0.0285494 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,24),-0.0498363 # DEPENDENCYPART_TRISIBL
(5,11),(5,14),(5,25),-0.119512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,15),(5,16),-0.0994406 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,18),-0.00402412 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,21),0.0112814 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,24),-0.065223 # DEPENDENCYPART_TRISIBL
(5,11),(5,15),(5,25),-0.126679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,16),(5,18),-0.0251892 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,21),-0.0465677 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,24),-0.0840729 # DEPENDENCYPART_TRISIBL
(5,11),(5,16),(5,25),-0.125884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,18),(5,21),0.00300639 # DEPENDENCYPART_TRISIBL
(5,11),(5,18),(5,24),-0.0050034 # DEPENDENCYPART_TRISIBL
(5,11),(5,18),(5,25),-0.0660938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,21),(5,24),-0.0785271 # DEPENDENCYPART_TRISIBL
(5,11),(5,21),(5,25),-0.0558693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,11),(5,24),(5,25),-0.0760347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,15),(5,16),-0.0882053 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,18),-0.0405544 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,21),-0.0417405 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,24),-0.0765667 # DEPENDENCYPART_TRISIBL
(5,14),(5,15),(5,25),-0.108994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,16),(5,18),-0.0523974 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,21),-0.021891 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,24),-0.0749833 # DEPENDENCYPART_TRISIBL
(5,14),(5,16),(5,25),-0.125347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,18),(5,21),-0.0219072 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,24),-0.070575 # DEPENDENCYPART_TRISIBL
(5,14),(5,18),(5,25),-0.106599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,21),(5,24),-0.0918798 # DEPENDENCYPART_TRISIBL
(5,14),(5,21),(5,25),-0.0354436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,14),(5,24),(5,25),-0.0172205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,16),(5,18),-0.0541457 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,21),-0.0407737 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,24),-0.0312911 # DEPENDENCYPART_TRISIBL
(5,15),(5,16),(5,25),-0.11254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,18),(5,21),0.0266618 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,24),-0.0115045 # DEPENDENCYPART_TRISIBL
(5,15),(5,18),(5,25),-0.0532545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,21),(5,24),-0.0556531 # DEPENDENCYPART_TRISIBL
(5,15),(5,21),(5,25),-0.153796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,15),(5,24),(5,25),-0.0633175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,18),(5,21),0.00300639 # DEPENDENCYPART_TRISIBL
(5,16),(5,18),(5,24),-0.0050034 # DEPENDENCYPART_TRISIBL
(5,16),(5,18),(5,25),-0.0716813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,21),(5,24),-0.0785271 # DEPENDENCYPART_TRISIBL
(5,16),(5,21),(5,25),-0.0624319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,16),(5,24),(5,25),-0.0816232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,21),(5,24),-0.113042 # DEPENDENCYPART_TRISIBL
(5,18),(5,21),(5,25),-0.0778996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,18),(5,24),(5,25),-0.030926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,21),(5,24),(5,25),-0.305147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,3),-0.214771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,2),-0.0983927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,1),-0.245121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,4),(5,-1),-0.17885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.100546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.245121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.181744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.236278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.0560102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.141064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,3),(5,2),-0.0104752 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,1),-0.0897631 # DEPENDENCYPART_TRISIBL
(5,4),(5,3),(5,-1),-0.125266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,2),(5,1),-0.116112 # DEPENDENCYPART_TRISIBL
(5,4),(5,2),(5,-1),-0.0699239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,4),(5,1),(5,-1),-0.121411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.116112 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.0699432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.119277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.060775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.00587585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.0499062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.0501873 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.13602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.0496344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,25),0.13348 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.137403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.137692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.132381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.136782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,25),-0.270497 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.0633725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,11),-0.0720645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),-0.0624956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,25),0.299038 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.072837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),-0.0622928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,25),0.324215 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,14),-0.0467084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,25),0.102248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,25),0.352982 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.111058 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,10),-0.111042 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.0703811 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,14),-0.111042 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,25),-0.117161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,10),-0.11476 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,11),-0.05681 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,14),-0.11476 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,25),0.0113541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,11),-0.05681 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.11476 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,25),0.0113555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,11),(6,14),-0.0958034 # DEPENDENCYPART_TRISIBL
(6,7),(6,11),(6,25),-0.0607532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,25),0.0113555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0878907 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,11),-0.0425309 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.0892121 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,25),-0.121582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,11),-0.0425127 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.0892111 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,25),-0.121505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,11),(6,14),-0.0727832 # DEPENDENCYPART_TRISIBL
(6,8),(6,11),(6,25),-0.0869004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,25),-0.121428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0702932 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.159429 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,25),-0.0209177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,14),-0.12991 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,25),-0.0263647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,25),-0.0205786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,14),-0.130962 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,25),-0.0209579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,25),-0.0127544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,25),-0.0830211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,1),-0.208738 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),-0.199587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),-0.222178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.110249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.234986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.235332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0683397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.234429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,21),-0.17109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,23),-0.236607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,25),-0.392329 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.143403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.0402532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.142532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,21),-0.0603655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,23),-0.146119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,25),-0.119945 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.0410257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.142317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,21),-0.0563337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,23),-0.145904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,25),-0.0942893 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,14),-0.103731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,21),-0.0264441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,23),-0.105475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,11),(7,25),-0.122189 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,21),-0.0584981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,23),-0.142855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,25),-0.0806764 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,21),(7,23),-0.236607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,21),(7,25),-0.392329 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,23),(7,25),-0.0886904 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0781375 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0485543 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.0794697 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,21),0.295821 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,23),-0.0781043 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,25),0.0132553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.0485349 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0794687 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,21),0.295751 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,23),-0.0781032 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,25),0.0133331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,14),-0.0629247 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,21),0.343797 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,23),-0.0615591 # DEPENDENCYPART_TRISIBL
(7,8),(7,11),(7,25),-0.0450116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,21),0.296033 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,23),-0.0781032 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,25),0.0134098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,21),(7,23),-0.06137 # DEPENDENCYPART_TRISIBL
(7,8),(7,21),(7,25),-0.132031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,23),(7,25),0.0131077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.0706982 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.102563 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,21),-0.0548326 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,23),-0.102571 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,25),-0.126755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,14),-0.0920734 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,21),-0.0444975 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,23),-0.0920786 # DEPENDENCYPART_TRISIBL
(7,9),(7,11),(7,25),-0.0743489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,21),-0.0548086 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,23),-0.102571 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,25),-0.126436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,21),(7,23),-0.0942481 # DEPENDENCYPART_TRISIBL
(7,9),(7,21),(7,25),-0.109953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,23),(7,25),-0.128182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,14),-0.0931254 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,21),-0.0427135 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,23),-0.0931306 # DEPENDENCYPART_TRISIBL
(7,10),(7,11),(7,25),-0.0689601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,21),-0.0532503 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,23),-0.10355 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,25),-0.118634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,21),(7,23),-0.0952228 # DEPENDENCYPART_TRISIBL
(7,10),(7,21),(7,25),-0.100081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,23),(7,25),-0.12038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,14),(7,21),-0.051408 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,23),-0.061929 # DEPENDENCYPART_TRISIBL
(7,11),(7,14),(7,25),-0.0758974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,21),(7,23),-0.00839485 # DEPENDENCYPART_TRISIBL
(7,11),(7,21),(7,25),-0.0460322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,11),(7,23),(7,25),-0.0758951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,21),(7,23),-0.0943459 # DEPENDENCYPART_TRISIBL
(7,14),(7,21),(7,25),-0.102946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,23),(7,25),-0.119189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,21),(7,23),(7,25),0.0131077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.024689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,4),-0.0224365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.285777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.30923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.10457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.272772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
