# _root_ In the third quarter , wages and salaries in all private industry rose 1.2 % , compared with 1 % increases in both the second quarter and in the third quarter of 1988 .
#goldHeads=13,4,4,1,13,7,13,7,7,12,12,9,0,15,13,13,13,17,21,21,18,27,26,26,26,22,21,27,31,31,28,31,32,13,
#predictedHeads=13,4,4,1,13,7,13,7,7,12,12,9,0,15,13,13,13,17,20,21,18,21,27,26,26,22,21,27,31,31,28,31,32,13,
(15,15),(15,17),(15,20),-0.158847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,21),-0.15429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,23),-0.121921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,27),-0.108581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,35),-0.160834 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,19),-0.205729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,20),-0.161211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,21),-0.148784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,23),-0.159495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,27),-0.148256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,18),(15,35),-0.0373985 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,19),(15,20),-0.172083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,21),-0.188496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,23),-0.0910732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,27),-0.085447 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,19),(15,35),-0.0879566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,20),(15,21),-0.104236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,23),-0.129419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,27),-0.118288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,20),(15,35),-0.0702353 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,21),(15,23),-0.131603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,27),-0.120473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,21),(15,35),-0.0779108 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,23),(15,27),-0.0980728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,23),(15,35),-0.120985 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,27),(15,35),-0.0777043 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,16),(15,17),(15,18),0.0219134 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,19),-0.0635526 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,20),-0.0427389 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,21),-0.0279119 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,23),-0.0662586 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,27),-0.0601741 # DEPENDENCYPART_TRISIBL
(15,16),(15,17),(15,35),-0.0330576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,18),(15,19),-0.063892 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,20),-0.00686528 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,21),0.00777731 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,23),-0.0499704 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,27),-0.0435551 # DEPENDENCYPART_TRISIBL
(15,16),(15,18),(15,35),-0.0985563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,19),(15,20),-0.0265894 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,21),-0.0118684 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,23),-0.0553689 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,27),-0.047095 # DEPENDENCYPART_TRISIBL
(15,16),(15,19),(15,35),-0.0464648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,20),(15,21),-0.0732226 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,23),-0.0800441 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,27),-0.0762336 # DEPENDENCYPART_TRISIBL
(15,16),(15,20),(15,35),-0.0899798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,21),(15,23),-0.0799268 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,27),-0.0761162 # DEPENDENCYPART_TRISIBL
(15,16),(15,21),(15,35),-0.0720707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,23),(15,27),-0.0637543 # DEPENDENCYPART_TRISIBL
(15,16),(15,23),(15,35),-0.0596306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,16),(15,27),(15,35),-0.0636118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,18),(15,19),-0.062697 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,20),-0.0851935 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,21),-0.0793388 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,23),-0.10252 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,27),-0.114103 # DEPENDENCYPART_TRISIBL
(15,17),(15,18),(15,35),-0.0831233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,19),(15,20),-0.0681579 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,21),-0.0623172 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,23),-0.0945327 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,27),-0.102398 # DEPENDENCYPART_TRISIBL
(15,17),(15,19),(15,35),-0.128167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,20),(15,21),-0.0768863 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,23),-0.0991678 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,27),-0.10675 # DEPENDENCYPART_TRISIBL
(15,17),(15,20),(15,35),-0.134158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,21),(15,23),-0.0990623 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,27),-0.106644 # DEPENDENCYPART_TRISIBL
(15,17),(15,21),(15,35),-0.135571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,23),(15,27),-0.106696 # DEPENDENCYPART_TRISIBL
(15,17),(15,23),(15,35),-0.163943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,17),(15,27),(15,35),-0.170145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,19),(15,20),-0.052126 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,21),-0.0380725 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,23),-0.0738325 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,27),-0.0849759 # DEPENDENCYPART_TRISIBL
(15,18),(15,19),(15,35),-0.0615599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,20),(15,21),-0.027296 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,23),-0.0763309 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,27),-0.085586 # DEPENDENCYPART_TRISIBL
(15,18),(15,20),(15,35),-0.0847103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,21),(15,23),-0.0763171 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,27),-0.0855722 # DEPENDENCYPART_TRISIBL
(15,18),(15,21),(15,35),-0.0560957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,23),(15,27),-0.100911 # DEPENDENCYPART_TRISIBL
(15,18),(15,23),(15,35),-0.101321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,18),(15,27),(15,35),-0.0896794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,20),(15,21),-0.0832932 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,23),-0.0781263 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,27),-0.0826571 # DEPENDENCYPART_TRISIBL
(15,19),(15,20),(15,35),-0.0853361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,21),(15,23),-0.0778044 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,27),-0.0823352 # DEPENDENCYPART_TRISIBL
(15,19),(15,21),(15,35),-0.11747 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,23),(15,27),-0.0729476 # DEPENDENCYPART_TRISIBL
(15,19),(15,23),(15,35),-0.135434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,19),(15,27),(15,35),-0.138626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,21),(15,23),-0.111918 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,27),-0.153085 # DEPENDENCYPART_TRISIBL
(15,20),(15,21),(15,35),-0.0933525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,23),(15,27),-0.134033 # DEPENDENCYPART_TRISIBL
(15,20),(15,23),(15,35),-0.163313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,20),(15,27),(15,35),-0.183869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,23),(15,27),-0.131373 # DEPENDENCYPART_TRISIBL
(15,21),(15,23),(15,35),-0.160977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,21),(15,27),(15,35),-0.181533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,23),(15,27),(15,35),-0.156354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,13),-0.190375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,12),-0.214029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,11),-0.114686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,10),-0.244774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,9),-0.215431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,7),-0.232488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,5),-0.137957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,14),(15,-1),-0.0754466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,13),(15,12),-0.0913291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,11),-0.10632 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,10),-0.169487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,9),-0.212741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,7),-0.182792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,5),-0.0976687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,13),(15,-1),-0.189959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,12),(15,11),-0.0903636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,10),-0.133775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,9),-0.249621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,7),-0.167511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,5),-0.228185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,12),(15,-1),-0.155758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,11),(15,10),-0.227797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,9),-0.230678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,7),-0.191855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,5),-0.184915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,11),(15,-1),-0.120727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,10),(15,9),-0.25125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,7),-0.162295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,5),-0.0541983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,10),(15,-1),-0.152324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,9),(15,7),-0.222688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,5),-0.138595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,9),(15,-1),-0.0810745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,7),(15,5),0.0131078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,7),(15,-1),-0.134882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,5),(15,-1),-0.430122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,13),(15,12),-0.0756818 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,11),-0.102399 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,10),-0.0252274 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,9),-0.117759 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,7),-0.127557 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,5),-0.0937516 # DEPENDENCYPART_TRISIBL
(15,14),(15,13),(15,-1),-0.196244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,12),(15,11),-0.0818541 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,10),0.00871451 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,9),-0.121051 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,7),-0.124697 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,5),-0.117352 # DEPENDENCYPART_TRISIBL
(15,14),(15,12),(15,-1),-0.193645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,11),(15,10),0.0452185 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,9),-0.14312 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,7),-0.123179 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,5),-0.105729 # DEPENDENCYPART_TRISIBL
(15,14),(15,11),(15,-1),-0.277338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,10),(15,9),-0.135086 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,7),-0.131166 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,5),-0.1217 # DEPENDENCYPART_TRISIBL
(15,14),(15,10),(15,-1),-0.105547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,9),(15,7),-0.125342 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,5),-0.114358 # DEPENDENCYPART_TRISIBL
(15,14),(15,9),(15,-1),-0.180658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,7),(15,5),-0.0973904 # DEPENDENCYPART_TRISIBL
(15,14),(15,7),(15,-1),-0.217108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,14),(15,5),(15,-1),-0.223646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,12),(15,11),-0.0393963 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,10),-0.0244458 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,9),-0.0689389 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,7),-0.082624 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,5),-0.0543284 # DEPENDENCYPART_TRISIBL
(15,13),(15,12),(15,-1),-0.15551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,11),(15,10),-0.0116511 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,9),-0.11492 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,7),-0.0915437 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,5),-0.0450724 # DEPENDENCYPART_TRISIBL
(15,13),(15,11),(15,-1),-0.0868782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,10),(15,9),-0.0680682 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,7),-0.0885863 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,5),-0.0640054 # DEPENDENCYPART_TRISIBL
(15,13),(15,10),(15,-1),-0.0592278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,9),(15,7),-0.0794168 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,5),-0.0676772 # DEPENDENCYPART_TRISIBL
(15,13),(15,9),(15,-1),-0.179198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,7),(15,5),-0.0550464 # DEPENDENCYPART_TRISIBL
(15,13),(15,7),(15,-1),-0.215585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,13),(15,5),(15,-1),-0.266592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,11),(15,10),-0.0641748 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,9),-0.0918316 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,7),-0.199887 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,5),-0.130605 # DEPENDENCYPART_TRISIBL
(15,12),(15,11),(15,-1),-0.125483 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,10),(15,9),-0.0836806 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,7),-0.157386 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,5),-0.155718 # DEPENDENCYPART_TRISIBL
(15,12),(15,10),(15,-1),-0.0930078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,9),(15,7),-0.109985 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,5),-0.110965 # DEPENDENCYPART_TRISIBL
(15,12),(15,9),(15,-1),-0.131303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,7),(15,5),0.00140727 # DEPENDENCYPART_TRISIBL
(15,12),(15,7),(15,-1),-0.274405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,12),(15,5),(15,-1),-0.213392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,10),(15,9),-0.0875387 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,7),-0.239033 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,5),-0.0680319 # DEPENDENCYPART_TRISIBL
(15,11),(15,10),(15,-1),0.0109682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,9),(15,7),-0.195557 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,5),-0.0696494 # DEPENDENCYPART_TRISIBL
(15,11),(15,9),(15,-1),-0.137609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,7),(15,5),-0.0441766 # DEPENDENCYPART_TRISIBL
(15,11),(15,7),(15,-1),-0.220122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,11),(15,5),(15,-1),-0.373463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,9),(15,7),-0.127615 # DEPENDENCYPART_TRISIBL
(15,10),(15,9),(15,5),-0.0708725 # DEPENDENCYPART_TRISIBL
(15,10),(15,9),(15,-1),-0.115486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,7),(15,5),-0.051068 # DEPENDENCYPART_TRISIBL
(15,10),(15,7),(15,-1),-0.100124 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,10),(15,5),(15,-1),-0.166728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,7),(15,5),-0.0978673 # DEPENDENCYPART_TRISIBL
(15,9),(15,7),(15,-1),-0.13746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,9),(15,5),(15,-1),-0.187597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,7),(15,5),(15,-1),-0.300145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,18),(17,19),-0.122884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,20),-0.079336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,21),-0.0767003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,22),0.00359511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,23),-0.0871076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,25),-0.0732836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,26),-0.0535315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,27),-0.0741398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,28),0.00359511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,34),-0.137572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,18),(17,35),4.23268e-05 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,19),(17,20),-0.0777529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,21),-0.103958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,22),-0.0586804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,23),-0.0907876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,25),-0.0452162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,26),-0.0828563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,27),-0.0834331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,28),-0.0586804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,34),-0.0274087 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,19),(17,35),0.0368092 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,20),(17,21),-0.0316749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,22),0.0602866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,23),-0.0164245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,25),-0.0433844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,26),-0.0101136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,27),-0.00356552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,28),0.0602866 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,34),-0.0428246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,20),(17,35),0.0524591 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,21),(17,22),0.0461612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,23),-0.0170984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,25),-0.0336497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,26),0.000538605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,27),-0.00423937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,28),0.0461612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,34),-0.0115542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,21),(17,35),0.0466118 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,22),(17,23),-0.0911396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,25),-0.0680439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,26),-0.0264133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,27),-0.0781717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,28),-0.121845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,34),-0.122729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,22),(17,35),-0.0205639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,23),(17,25),-0.051366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,26),0.021071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,27),-0.0584478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,28),0.0529038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,34),0.0202115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,23),(17,35),-0.0376022 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,25),(17,26),-0.0250216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,27),-0.0551198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,28),-0.0126278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,34),-0.0132507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,25),(17,35),0.0135013 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,26),(17,27),-0.00370497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,28),0.0504747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,34),-0.0125065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,26),(17,35),0.0560471 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,27),(17,28),0.0781325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,34),0.0676389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,27),(17,35),0.0164237 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,28),(17,34),-0.122729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,28),(17,35),-0.0205639 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(17,17),(17,34),(17,35),-0.135535 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
