# _root_ The suits relate to a $ 200 million loss , disclosed in December , that was suffered by West Virginia 's consolidated investment pool .
#goldHeads=2,3,0,3,9,9,6,6,4,9,9,11,12,9,16,9,16,17,20,24,20,24,24,18,3,
#predictedHeads=2,3,0,3,9,9,6,6,4,3,3,11,12,13,16,13,16,17,20,24,20,24,24,18,3,
(9,9),(9,10),(9,17),-0.154464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.205021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,22),-0.118967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,24),-0.0536062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,25),-0.201811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,26),-0.683251 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.0663578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,13),-0.138481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.0493388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,16),-0.0434326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,17),-0.0958038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,18),-0.0877526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,22),-0.0950477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,24),-0.138456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,25),-0.0631647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,26),-0.103117 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.149943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,14),-0.0720271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,16),-0.0679643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,17),-0.108001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.0331052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,22),-0.129192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,24),-0.149916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,25),-0.164834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,26),-0.105313 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),-0.11665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,16),-0.0698212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,17),-0.110099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,18),-0.0425536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,22),-0.074952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,24),-0.11463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,25),-0.117592 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,26),-0.119122 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,16),-0.0957062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,17),-0.154464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,18),-0.205021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,22),-0.118967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,24),-0.0536062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,25),-0.201811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,26),-0.683251 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,16),(9,17),-0.0905017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,18),-0.0918135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,22),-0.0959535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,24),-0.141132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,25),-0.0624152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,16),(9,26),-0.110021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,17),(9,18),-0.0886069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,22),-0.0950477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,24),-0.13846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,25),-0.0628913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,17),(9,26),-0.102935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,22),-0.116376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,24),-0.156514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,25),-0.167995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,18),(9,26),-0.180555 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,22),(9,24),-0.181431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,25),-0.146928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,22),(9,26),-0.083103 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,24),(9,25),-0.11759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,24),(9,26),-0.118606 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,25),(9,26),-0.219274 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0207298 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,13),-0.020498 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),0.564153 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,16),-0.0538658 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,17),-0.0598631 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,18),-0.0272821 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,22),-0.0687199 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,24),-0.0204957 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,25),-0.0844989 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,26),-0.0554152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,13),0.0112004 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,14),0.342331 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,16),0.0261328 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,17),0.0208684 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),-0.061451 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,22),-0.0640529 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,24),0.0112046 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,25),-0.101671 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,26),-0.0810674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,14),0.505174 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,16),-0.0470951 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,17),-0.0523056 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,18),-0.0406501 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,22),-0.0465064 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,24),-0.0830473 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,25),-0.240482 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,26),-0.0959772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,16),-0.0493413 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,17),-0.0553863 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,18),-0.0969019 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,22),-0.0616166 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,24),-0.0007393 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,25),-0.136248 # DEPENDENCYPART_TRISIBL
(9,10),(9,14),(9,26),-0.226755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,16),(9,17),-0.0604516 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,18),-0.0272868 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,22),-0.0687373 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,24),-0.0207191 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,25),-0.0971367 # DEPENDENCYPART_TRISIBL
(9,10),(9,16),(9,26),-0.0462545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,17),(9,18),-0.0272821 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,22),-0.0687199 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,24),-0.0204957 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,25),-0.0844993 # DEPENDENCYPART_TRISIBL
(9,10),(9,17),(9,26),-0.055379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,22),-0.064018 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,24),0.0123147 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,25),-0.108746 # DEPENDENCYPART_TRISIBL
(9,10),(9,18),(9,26),-0.0789614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,22),(9,24),0.0516544 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,25),-0.140203 # DEPENDENCYPART_TRISIBL
(9,10),(9,22),(9,26),-0.164581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,24),(9,25),-0.240482 # DEPENDENCYPART_TRISIBL
(9,10),(9,24),(9,26),-0.0959673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,25),(9,26),-0.275411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,13),-0.0650364 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,14),-0.0612821 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,16),-0.108103 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,17),-0.10119 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,18),-0.0395228 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,22),-0.0631311 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,24),-0.0650364 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,25),0.00323216 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,26),-0.0505717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,13),(9,14),-0.085837 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,16),-0.101018 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,17),-0.0957284 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,18),-0.0190367 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,22),-0.0630278 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,24),-0.0711485 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,25),-0.0436004 # DEPENDENCYPART_TRISIBL
(9,11),(9,13),(9,26),-0.126454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,16),-0.0679644 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,17),-0.0619141 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,18),0.0870515 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,22),-0.0432461 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,24),-0.0819494 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,25),-0.0870544 # DEPENDENCYPART_TRISIBL
(9,11),(9,14),(9,26),-0.0551523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,16),(9,17),-0.109801 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,18),-0.0222617 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,22),-0.0647474 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,24),-0.0701544 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,25),-0.118828 # DEPENDENCYPART_TRISIBL
(9,11),(9,16),(9,26),-0.0987189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,17),(9,18),-0.0221385 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,22),-0.0640965 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,24),-0.0701141 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,25),-0.116609 # DEPENDENCYPART_TRISIBL
(9,11),(9,17),(9,26),-0.117106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,18),(9,22),-0.0630547 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,24),-0.070066 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,25),0.00163825 # DEPENDENCYPART_TRISIBL
(9,11),(9,18),(9,26),-0.0913223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,22),(9,24),-0.0626721 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,25),-0.0651377 # DEPENDENCYPART_TRISIBL
(9,11),(9,22),(9,26),-0.116573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,24),(9,25),-0.0436004 # DEPENDENCYPART_TRISIBL
(9,11),(9,24),(9,26),-0.126453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,25),(9,26),-0.0941682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,14),-0.0511273 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,16),-0.0698698 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,17),-0.0527326 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,18),-0.0624405 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,22),-0.0476155 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,24),-0.061748 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,25),-0.0971233 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,26),-0.0388979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,16),-0.0171616 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,17),0.00935923 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,18),0.0366229 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,22),0.0346773 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,24),0.0778173 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,25),-0.0847127 # DEPENDENCYPART_TRISIBL
(9,12),(9,14),(9,26),-0.241434 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,16),(9,17),-0.0865999 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,18),-0.0271168 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,22),-0.0430098 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,24),-0.0353786 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,25),-0.0978621 # DEPENDENCYPART_TRISIBL
(9,12),(9,16),(9,26),-0.0792279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,17),(9,18),-0.026758 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,22),-0.0429407 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,24),-0.0352057 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,25),-0.103235 # DEPENDENCYPART_TRISIBL
(9,12),(9,17),(9,26),-0.0718959 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,22),-0.0236293 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,24),-0.0343387 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,25),-0.0936425 # DEPENDENCYPART_TRISIBL
(9,12),(9,18),(9,26),-0.0601269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,22),(9,24),-0.0528336 # DEPENDENCYPART_TRISIBL
(9,12),(9,22),(9,25),-0.10541 # DEPENDENCYPART_TRISIBL
(9,12),(9,22),(9,26),-0.0804432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,24),(9,25),-0.097123 # DEPENDENCYPART_TRISIBL
(9,12),(9,24),(9,26),-0.0388675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,25),(9,26),-0.0921812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,14),(9,16),-0.0937789 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,17),-0.10124 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,18),-0.0622752 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,22),-0.0294582 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,24),-0.0838635 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,25),-0.123537 # DEPENDENCYPART_TRISIBL
(9,13),(9,14),(9,26),-0.0361393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,16),(9,17),-0.0933065 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,18),-0.0812701 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,22),-0.0768801 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,24),-0.0682258 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,25),-0.0929729 # DEPENDENCYPART_TRISIBL
(9,13),(9,16),(9,26),-0.13819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,17),(9,18),-0.0794363 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,22),-0.0768778 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,24),-0.0703917 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,25),-0.091465 # DEPENDENCYPART_TRISIBL
(9,13),(9,17),(9,26),-0.130557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,22),-0.0791413 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,24),-0.0845703 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,25),-0.0926768 # DEPENDENCYPART_TRISIBL
(9,13),(9,18),(9,26),-0.109216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,22),(9,24),-0.0726589 # DEPENDENCYPART_TRISIBL
(9,13),(9,22),(9,25),-0.0962209 # DEPENDENCYPART_TRISIBL
(9,13),(9,22),(9,26),-0.0835254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,24),(9,25),-0.0869641 # DEPENDENCYPART_TRISIBL
(9,13),(9,24),(9,26),-0.129732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,25),(9,26),-0.0389165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,16),(9,17),-0.0604516 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,18),-0.0272868 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,22),-0.0687373 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,24),-0.0207191 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,25),-0.0971367 # DEPENDENCYPART_TRISIBL
(9,14),(9,16),(9,26),-0.0462545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,17),(9,18),-0.0272821 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,22),-0.0687199 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,24),-0.0204957 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,25),-0.0844993 # DEPENDENCYPART_TRISIBL
(9,14),(9,17),(9,26),-0.055379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,18),(9,22),-0.064018 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,24),0.0123147 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,25),-0.108746 # DEPENDENCYPART_TRISIBL
(9,14),(9,18),(9,26),-0.0789614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,22),(9,24),0.0516544 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,25),-0.140203 # DEPENDENCYPART_TRISIBL
(9,14),(9,22),(9,26),-0.164581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,24),(9,25),-0.240482 # DEPENDENCYPART_TRISIBL
(9,14),(9,24),(9,26),-0.0959673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,14),(9,25),(9,26),-0.275411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,17),(9,18),-0.0242671 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,22),-0.0642508 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,24),-0.0714349 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,25),-0.108859 # DEPENDENCYPART_TRISIBL
(9,16),(9,17),(9,26),-0.11113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,18),(9,22),-0.0632121 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,24),-0.0716752 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,25),0.00198341 # DEPENDENCYPART_TRISIBL
(9,16),(9,18),(9,26),-0.0864584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,22),(9,24),-0.0639787 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,25),-0.0632627 # DEPENDENCYPART_TRISIBL
(9,16),(9,22),(9,26),-0.109591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,24),(9,25),-0.0408917 # DEPENDENCYPART_TRISIBL
(9,16),(9,24),(9,26),-0.119122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,16),(9,25),(9,26),-0.0871393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,18),(9,22),-0.0630547 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,24),-0.0700688 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,25),0.00203228 # DEPENDENCYPART_TRISIBL
(9,17),(9,18),(9,26),-0.0906175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,22),(9,24),-0.0626749 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,25),-0.0647425 # DEPENDENCYPART_TRISIBL
(9,17),(9,22),(9,26),-0.115347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,24),(9,25),-0.0432058 # DEPENDENCYPART_TRISIBL
(9,17),(9,24),(9,26),-0.125229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,17),(9,25),(9,26),-0.09125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,22),(9,24),-0.0706094 # DEPENDENCYPART_TRISIBL
(9,18),(9,22),(9,25),-0.107937 # DEPENDENCYPART_TRISIBL
(9,18),(9,22),(9,26),-0.0890182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,24),(9,25),-0.0980124 # DEPENDENCYPART_TRISIBL
(9,18),(9,24),(9,26),-0.0568176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,18),(9,25),(9,26),-0.0978646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,24),(9,25),-0.0890562 # DEPENDENCYPART_TRISIBL
(9,22),(9,24),(9,26),-0.0939762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,22),(9,25),(9,26),-0.0897304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,24),(9,25),(9,26),-0.0388491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.172577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.226479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.121595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,3),-0.146143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,1),-0.0997434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.138472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.216349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.121763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,3),-0.141922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,1),-0.0999122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.114989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),0.010511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,3),-0.0668992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,1),0.0558135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.249162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,3),-0.14386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.113081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.171015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,3),(9,1),-0.0152431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,3),(9,-1),-0.208543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.0846536 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),0.0471882 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0836808 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,3),-0.0545047 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0474676 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.0947489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.115263 # DEPENDENCYPART_TRISIBL
