# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(15,6),(6,14),0.0987148 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-1.10335 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,18),-0.447843 # DEPENDENCYPART_GRANDPAR
(15,6),(6,19),-0.449622 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.726501 # DEPENDENCYPART_GRANDPAR
(15,6),(6,24),-0.525713 # DEPENDENCYPART_GRANDPAR
(15,6),(6,26),-0.726751 # DEPENDENCYPART_GRANDPAR
(15,7),(7,1),0.273258 # DEPENDENCYPART_GRANDPAR
(15,7),(7,3),0.208696 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),0.102363 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),0.216218 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.13144 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0994236 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.2577 # DEPENDENCYPART_GRANDPAR
(15,7),(7,11),0.100617 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),-0.153811 # DEPENDENCYPART_GRANDPAR
(15,7),(7,14),-0.110767 # DEPENDENCYPART_GRANDPAR
(15,7),(7,15),-0.968882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,7),(7,17),-0.114739 # DEPENDENCYPART_GRANDPAR
(15,7),(7,18),-0.336928 # DEPENDENCYPART_GRANDPAR
(15,7),(7,19),-0.214595 # DEPENDENCYPART_GRANDPAR
(15,7),(7,21),-0.623399 # DEPENDENCYPART_GRANDPAR
(15,7),(7,22),-0.646065 # DEPENDENCYPART_GRANDPAR
(15,7),(7,23),-0.721968 # DEPENDENCYPART_GRANDPAR
(15,7),(7,24),-0.397338 # DEPENDENCYPART_GRANDPAR
(15,7),(7,26),-0.778468 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.0793954 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),0.272848 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.0712866 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),0.348116 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.112061 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),0.242298 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.25546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,17),-0.375863 # DEPENDENCYPART_GRANDPAR
(15,8),(8,26),-0.904331 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),0.0328584 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),0.217644 # DEPENDENCYPART_GRANDPAR
(15,9),(9,12),0.479149 # DEPENDENCYPART_GRANDPAR
(15,9),(9,14),0.235631 # DEPENDENCYPART_GRANDPAR
(15,9),(9,15),-1.16666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,9),(9,22),-0.785151 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.288638 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),0.0901883 # DEPENDENCYPART_GRANDPAR
(15,11),(11,1),-0.263359 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0712402 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.296077 # DEPENDENCYPART_GRANDPAR
(15,11),(11,6),-0.0679232 # DEPENDENCYPART_GRANDPAR
(15,11),(11,7),0.142279 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.0677425 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),0.362307 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),0.0308981 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.222473 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),0.417878 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.164893 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.16633 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.0508698 # DEPENDENCYPART_GRANDPAR
(15,11),(11,17),-0.267483 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.491262 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.201499 # DEPENDENCYPART_GRANDPAR
(15,11),(11,21),-0.776343 # DEPENDENCYPART_GRANDPAR
(15,11),(11,22),-0.867958 # DEPENDENCYPART_GRANDPAR
(15,11),(11,23),-0.881082 # DEPENDENCYPART_GRANDPAR
(15,11),(11,24),-0.573547 # DEPENDENCYPART_GRANDPAR
(15,11),(11,25),-1.10504 # DEPENDENCYPART_GRANDPAR
(15,11),(11,26),-0.908625 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.0943246 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.130527 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.35321 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),0.171524 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.123204 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.102712 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.181065 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.919802 # DEPENDENCYPART_GRANDPAR
(15,14),(14,16),-0.106506 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.353161 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.427515 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.25165 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0468496 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.20686 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.265807 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.314422 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.387051 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.506212 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.314313 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.0921199 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.451518 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.421985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.615324 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0588547 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.320009 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.222695 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.304779 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.471339 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.308876 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.693322 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.710844 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.112794 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.552479 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.286461 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.142438 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.0567389 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.144491 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),0.0803172 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.278997 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.852354 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.187199 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.132314 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0783772 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.214043 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.204524 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.0298112 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.0774694 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.0456046 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.298866 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.499448 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.335064 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.00463272 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.503225 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.198588 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.247779 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.324531 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.285419 # DEPENDENCYPART_GRANDPAR
(15,19),(19,25),-0.537093 # DEPENDENCYPART_GRANDPAR
(15,21),(21,9),-0.385877 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.639551 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.357809 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.101118 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.122583 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),-0.256523 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.2894 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),-0.44481 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),-0.259307 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),-0.666793 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.420597 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),0.119307 # DEPENDENCYPART_GRANDPAR
(15,23),(23,19),-0.0690272 # DEPENDENCYPART_GRANDPAR
(15,23),(23,20),-0.367334 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.235925 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),0.12256 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.254949 # DEPENDENCYPART_GRANDPAR
(15,23),(23,25),-0.651048 # DEPENDENCYPART_GRANDPAR
(15,23),(23,26),-0.609469 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.89802 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.666454 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),-0.36059 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),-0.228243 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),-0.239802 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.134066 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.339312 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.284855 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.299434 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.152558 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.3951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.31227 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-0.807178 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.792274 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.9382 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.798003 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.910284 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.858019 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.765994 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.00322 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.051837 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0560438 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0106856 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.0380573 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.302156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.0116284 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.286833 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.421417 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.924108 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.860039 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.849981 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.773381 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.823074 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.769132 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.865839 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.813529 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.716859 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.03823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.191125 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0709799 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.137017 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.118361 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.152822 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.438333 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.130637 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.422365 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.560763 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.123366 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.0320198 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0942895 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.022861 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.122126 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.262434 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.117002 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.237865 # DEPENDENCYPART_GRANDPAR
(16,21),(21,9),-0.792274 # DEPENDENCYPART_GRANDPAR
(16,21),(21,16),-0.998615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,21),(21,17),0.17209 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.0788982 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.142794 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0114906 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.0454312 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.298025 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.00910287 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.282702 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.592548 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.403742 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.379732 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.479565 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.709553 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.493327 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.606887 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.434439 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.223665 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.315388 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.280925 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.08684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,18),-0.373389 # DEPENDENCYPART_GRANDPAR
(17,7),(7,19),-0.571719 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.346295 # DEPENDENCYPART_GRANDPAR
(17,7),(7,22),-0.421358 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.149773 # DEPENDENCYPART_GRANDPAR
(17,7),(7,24),-0.796747 # DEPENDENCYPART_GRANDPAR
(17,7),(7,26),-0.874372 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.390182 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.406224 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.00983499 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.234023 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.201823 # DEPENDENCYPART_GRANDPAR
(17,9),(9,22),-0.358896 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.310395 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.411016 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.787885 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.389702 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-0.306952 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.388209 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.0597701 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.49748 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.178601 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.532611 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.0785929 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.143121 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.196235 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.0605688 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),0.0601999 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.07952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.368638 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.422646 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-0.339085 # DEPENDENCYPART_GRANDPAR
(17,11),(11,22),-0.485175 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.172846 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-0.807799 # DEPENDENCYPART_GRANDPAR
(17,11),(11,25),-0.487966 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-0.850054 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.204766 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.0979068 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.03328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,9),-0.328915 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.578244 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.201986 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.0547729 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.26509 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0718806 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.03328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,1),-0.639551 # DEPENDENCYPART_GRANDPAR
(17,15),(15,3),-0.383429 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.339482 # DEPENDENCYPART_GRANDPAR
(17,15),(15,6),-0.528393 # DEPENDENCYPART_GRANDPAR
(17,15),(15,7),0.0901751 # DEPENDENCYPART_GRANDPAR
(17,15),(15,8),-0.380253 # DEPENDENCYPART_GRANDPAR
(17,15),(15,9),-0.353422 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.530104 # DEPENDENCYPART_GRANDPAR
(17,15),(15,11),-0.177629 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.179356 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.117563 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.232465 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.0237196 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-0.987619 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.301305 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.492197 # DEPENDENCYPART_GRANDPAR
(17,15),(15,21),-0.245793 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.328044 # DEPENDENCYPART_GRANDPAR
(17,15),(15,23),-0.0526573 # DEPENDENCYPART_GRANDPAR
(17,15),(15,24),-0.698894 # DEPENDENCYPART_GRANDPAR
(17,15),(15,25),-0.367782 # DEPENDENCYPART_GRANDPAR
(17,15),(15,26),-0.725645 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.133553 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.05561 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.365303 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.524966 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.315014 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.50557 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.907312 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-1.01269 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-0.602078 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-1.28938 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.907034 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.662683 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.771373 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.689783 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.590136 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.628064 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.354169 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.346178 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.296239 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.107424 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.364411 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.344793 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.0522449 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.47212 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.533123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.235837 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.314242 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),0.320634 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.189877 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),0.586982 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.274742 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),0.28339 # DEPENDENCYPART_GRANDPAR
(17,21),(21,9),-0.966434 # DEPENDENCYPART_GRANDPAR
(17,21),(21,16),-0.659624 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.563448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.33195 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.187446 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0946158 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.372444 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.454339 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),0.0984785 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.141527 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.343928 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.300243 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.223953 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),-0.241739 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.200303 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.21098 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.0207016 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.132115 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.335584 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.401048 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.516987 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.244369 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),0.198626 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.457758 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.512085 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.495495 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.809608 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.344954 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.128852 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.00585049 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),0.0706896 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.161359 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.472699 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),-0.0628449 # DEPENDENCYPART_GRANDPAR
(18,1),(1,24),-0.480518 # DEPENDENCYPART_GRANDPAR
(18,1),(1,26),-0.756142 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.276401 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.305767 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.310451 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.05604 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.0963883 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),0.0236055 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),0.0187021 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.381467 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.0651083 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.262688 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.40792 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.971898 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.370033 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.0295689 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.0847724 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.443484 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.324378 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.57531 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.618844 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.389458 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.265768 # DEPENDENCYPART_GRANDPAR
