# _root_ Armstrong , which has faced a takeover threat from the Belzberg family of Canada since July , said that disposing of the carpet business would improve `` total financial performance . ''
#goldHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
#predictedHeads=18,1,4,1,4,8,8,5,8,12,12,9,12,13,5,15,1,0,25,25,20,24,24,21,18,25,26,30,30,26,18,18,
(25,13),(25,11),(25,9),-0.178608 # DEPENDENCYPART_TRISIBL
(25,13),(25,11),(25,8),-0.117761 # DEPENDENCYPART_TRISIBL
(25,13),(25,11),(25,7),-0.117761 # DEPENDENCYPART_TRISIBL
(25,13),(25,11),(25,5),-0.156706 # DEPENDENCYPART_TRISIBL
(25,13),(25,11),(25,4),-0.16035 # DEPENDENCYPART_TRISIBL
(25,13),(25,11),(25,2),-0.120126 # DEPENDENCYPART_TRISIBL
(25,13),(25,11),(25,-1),-0.111878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,9),(25,8),-0.122615 # DEPENDENCYPART_TRISIBL
(25,13),(25,9),(25,7),-0.122615 # DEPENDENCYPART_TRISIBL
(25,13),(25,9),(25,5),-0.144066 # DEPENDENCYPART_TRISIBL
(25,13),(25,9),(25,4),-0.147366 # DEPENDENCYPART_TRISIBL
(25,13),(25,9),(25,2),-0.131801 # DEPENDENCYPART_TRISIBL
(25,13),(25,9),(25,-1),-0.109486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,8),(25,7),-0.117762 # DEPENDENCYPART_TRISIBL
(25,13),(25,8),(25,5),-0.156706 # DEPENDENCYPART_TRISIBL
(25,13),(25,8),(25,4),-0.16035 # DEPENDENCYPART_TRISIBL
(25,13),(25,8),(25,2),-0.120126 # DEPENDENCYPART_TRISIBL
(25,13),(25,8),(25,-1),-0.11188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,7),(25,5),-0.156706 # DEPENDENCYPART_TRISIBL
(25,13),(25,7),(25,4),-0.16035 # DEPENDENCYPART_TRISIBL
(25,13),(25,7),(25,2),-0.120126 # DEPENDENCYPART_TRISIBL
(25,13),(25,7),(25,-1),-0.111917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,5),(25,4),-0.164126 # DEPENDENCYPART_TRISIBL
(25,13),(25,5),(25,2),-0.137156 # DEPENDENCYPART_TRISIBL
(25,13),(25,5),(25,-1),-0.164453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,4),(25,2),-0.137156 # DEPENDENCYPART_TRISIBL
(25,13),(25,4),(25,-1),-0.164859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,13),(25,2),(25,-1),-0.168497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,11),(25,9),-0.0362226 # DEPENDENCYPART_TRISIBL
(25,12),(25,11),(25,8),-0.233156 # DEPENDENCYPART_TRISIBL
(25,12),(25,11),(25,7),-0.233198 # DEPENDENCYPART_TRISIBL
(25,12),(25,11),(25,5),-0.136048 # DEPENDENCYPART_TRISIBL
(25,12),(25,11),(25,4),-0.133061 # DEPENDENCYPART_TRISIBL
(25,12),(25,11),(25,2),-0.115734 # DEPENDENCYPART_TRISIBL
(25,12),(25,11),(25,-1),-0.121743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,9),(25,8),-0.248237 # DEPENDENCYPART_TRISIBL
(25,12),(25,9),(25,7),-0.247971 # DEPENDENCYPART_TRISIBL
(25,12),(25,9),(25,5),-0.160056 # DEPENDENCYPART_TRISIBL
(25,12),(25,9),(25,4),-0.156507 # DEPENDENCYPART_TRISIBL
(25,12),(25,9),(25,2),-0.15394 # DEPENDENCYPART_TRISIBL
(25,12),(25,9),(25,-1),0.00136711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,8),(25,7),-0.233198 # DEPENDENCYPART_TRISIBL
(25,12),(25,8),(25,5),-0.136048 # DEPENDENCYPART_TRISIBL
(25,12),(25,8),(25,4),-0.133061 # DEPENDENCYPART_TRISIBL
(25,12),(25,8),(25,2),-0.115734 # DEPENDENCYPART_TRISIBL
(25,12),(25,8),(25,-1),-0.118214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,7),(25,5),-0.136447 # DEPENDENCYPART_TRISIBL
(25,12),(25,7),(25,4),-0.13346 # DEPENDENCYPART_TRISIBL
(25,12),(25,7),(25,2),-0.115759 # DEPENDENCYPART_TRISIBL
(25,12),(25,7),(25,-1),-0.117319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,5),(25,4),-0.0975468 # DEPENDENCYPART_TRISIBL
(25,12),(25,5),(25,2),-0.082207 # DEPENDENCYPART_TRISIBL
(25,12),(25,5),(25,-1),-0.164633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,4),(25,2),-0.0822977 # DEPENDENCYPART_TRISIBL
(25,12),(25,4),(25,-1),-0.16634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,12),(25,2),(25,-1),-0.197734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,11),(25,9),(25,8),-0.248158 # DEPENDENCYPART_TRISIBL
(25,11),(25,9),(25,7),-0.247891 # DEPENDENCYPART_TRISIBL
(25,11),(25,9),(25,5),-0.158255 # DEPENDENCYPART_TRISIBL
(25,11),(25,9),(25,4),-0.154705 # DEPENDENCYPART_TRISIBL
(25,11),(25,9),(25,2),-0.152286 # DEPENDENCYPART_TRISIBL
(25,11),(25,9),(25,-1),-0.021159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,11),(25,8),(25,7),-0.233007 # DEPENDENCYPART_TRISIBL
(25,11),(25,8),(25,5),-0.134244 # DEPENDENCYPART_TRISIBL
(25,11),(25,8),(25,4),-0.131256 # DEPENDENCYPART_TRISIBL
(25,11),(25,8),(25,2),-0.114262 # DEPENDENCYPART_TRISIBL
(25,11),(25,8),(25,-1),-0.133445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,11),(25,7),(25,5),-0.134643 # DEPENDENCYPART_TRISIBL
(25,11),(25,7),(25,4),-0.131655 # DEPENDENCYPART_TRISIBL
(25,11),(25,7),(25,2),-0.114286 # DEPENDENCYPART_TRISIBL
(25,11),(25,7),(25,-1),-0.13255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,11),(25,5),(25,4),-0.0957451 # DEPENDENCYPART_TRISIBL
(25,11),(25,5),(25,2),-0.0807347 # DEPENDENCYPART_TRISIBL
(25,11),(25,5),(25,-1),-0.17936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,11),(25,4),(25,2),-0.0808254 # DEPENDENCYPART_TRISIBL
(25,11),(25,4),(25,-1),-0.181068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,11),(25,2),(25,-1),-0.211645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,9),(25,8),(25,7),-0.142264 # DEPENDENCYPART_TRISIBL
(25,9),(25,8),(25,5),-0.152984 # DEPENDENCYPART_TRISIBL
(25,9),(25,8),(25,4),-0.156628 # DEPENDENCYPART_TRISIBL
(25,9),(25,8),(25,2),-0.11899 # DEPENDENCYPART_TRISIBL
(25,9),(25,8),(25,-1),-0.0938245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,9),(25,7),(25,5),-0.152984 # DEPENDENCYPART_TRISIBL
(25,9),(25,7),(25,4),-0.156628 # DEPENDENCYPART_TRISIBL
(25,9),(25,7),(25,2),-0.11899 # DEPENDENCYPART_TRISIBL
(25,9),(25,7),(25,-1),-0.0938609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,9),(25,5),(25,4),-0.160256 # DEPENDENCYPART_TRISIBL
(25,9),(25,5),(25,2),-0.135904 # DEPENDENCYPART_TRISIBL
(25,9),(25,5),(25,-1),-0.151005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,9),(25,4),(25,2),-0.135905 # DEPENDENCYPART_TRISIBL
(25,9),(25,4),(25,-1),-0.15141 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,9),(25,2),(25,-1),-0.154393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,8),(25,7),(25,5),-0.133948 # DEPENDENCYPART_TRISIBL
(25,8),(25,7),(25,4),-0.130961 # DEPENDENCYPART_TRISIBL
(25,8),(25,7),(25,2),-0.114308 # DEPENDENCYPART_TRISIBL
(25,8),(25,7),(25,-1),-0.129585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,8),(25,5),(25,4),-0.0950507 # DEPENDENCYPART_TRISIBL
(25,8),(25,5),(25,2),-0.0807567 # DEPENDENCYPART_TRISIBL
(25,8),(25,5),(25,-1),-0.176394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,8),(25,4),(25,2),-0.0808474 # DEPENDENCYPART_TRISIBL
(25,8),(25,4),(25,-1),-0.178102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,8),(25,2),(25,-1),-0.208679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,7),(25,5),(25,4),-0.0961803 # DEPENDENCYPART_TRISIBL
(25,7),(25,5),(25,2),-0.0807507 # DEPENDENCYPART_TRISIBL
(25,7),(25,5),(25,-1),-0.171674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,7),(25,4),(25,2),-0.0808413 # DEPENDENCYPART_TRISIBL
(25,7),(25,4),(25,-1),-0.173381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,7),(25,2),(25,-1),-0.203032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,5),(25,4),(25,2),-0.0397303 # DEPENDENCYPART_TRISIBL
(25,5),(25,4),(25,-1),-0.0991067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,5),(25,2),(25,-1),-0.181661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,4),(25,2),(25,-1),-0.175313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,27),(26,28),-0.0148234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,29),-0.0142082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,30),-0.0155786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,31),-0.0953751 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,32),-0.169846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,33),-0.250279 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,28),(26,29),-0.11252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,28),(26,30),-0.0443842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,28),(26,31),-0.0195168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,28),(26,32),-0.106773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,28),(26,33),0.00243647 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,29),(26,30),-0.0314764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,29),(26,31),-0.0209695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,29),(26,32),-0.106775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,29),(26,33),-0.00947309 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,30),(26,31),-0.000729594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,30),(26,32),-0.0845605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,30),(26,33),0.0572675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,31),(26,32),-0.431871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,31),(26,33),-0.143988 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,32),(26,33),-0.221697 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,27),(26,28),(26,29),-0.0737859 # DEPENDENCYPART_TRISIBL
(26,27),(26,28),(26,30),-0.0942569 # DEPENDENCYPART_TRISIBL
(26,27),(26,28),(26,31),-0.010091 # DEPENDENCYPART_TRISIBL
(26,27),(26,28),(26,32),0.0884075 # DEPENDENCYPART_TRISIBL
(26,27),(26,28),(26,33),0.00270748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,27),(26,29),(26,30),-0.0942569 # DEPENDENCYPART_TRISIBL
(26,27),(26,29),(26,31),-0.010091 # DEPENDENCYPART_TRISIBL
(26,27),(26,29),(26,32),0.088406 # DEPENDENCYPART_TRISIBL
(26,27),(26,29),(26,33),0.00270748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,27),(26,30),(26,31),-0.00480449 # DEPENDENCYPART_TRISIBL
(26,27),(26,30),(26,32),0.226915 # DEPENDENCYPART_TRISIBL
(26,27),(26,30),(26,33),-0.00300908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,27),(26,31),(26,32),0.00489899 # DEPENDENCYPART_TRISIBL
(26,27),(26,31),(26,33),-0.0937145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,27),(26,32),(26,33),-0.103481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,28),(26,29),(26,30),-0.0908816 # DEPENDENCYPART_TRISIBL
(26,28),(26,29),(26,31),-0.0626977 # DEPENDENCYPART_TRISIBL
(26,28),(26,29),(26,32),-0.0391243 # DEPENDENCYPART_TRISIBL
(26,28),(26,29),(26,33),-0.0903687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,28),(26,30),(26,31),-0.0774662 # DEPENDENCYPART_TRISIBL
(26,28),(26,30),(26,32),-0.0442706 # DEPENDENCYPART_TRISIBL
(26,28),(26,30),(26,33),-0.0321199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,28),(26,31),(26,32),0.00948845 # DEPENDENCYPART_TRISIBL
(26,28),(26,31),(26,33),-0.016357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,28),(26,32),(26,33),-0.0371826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,29),(26,30),(26,31),-0.0829568 # DEPENDENCYPART_TRISIBL
(26,29),(26,30),(26,32),-0.0442633 # DEPENDENCYPART_TRISIBL
(26,29),(26,30),(26,33),-0.0358656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,29),(26,31),(26,32),0.00949569 # DEPENDENCYPART_TRISIBL
(26,29),(26,31),(26,33),-0.0201353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,29),(26,32),(26,33),-0.0405843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,30),(26,31),(26,32),0.0703307 # DEPENDENCYPART_TRISIBL
(26,30),(26,31),(26,33),0.0217929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,30),(26,32),(26,33),-0.0468723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,31),(26,32),(26,33),0.154818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,24),(26,23),-0.0742333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,21),-0.142349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,19),0.091331 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,-1),-0.0201644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,23),(26,21),-0.147796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,19),0.0858842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,-1),0.00117791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,21),(26,19),-0.173151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,-1),-0.117547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,19),(26,-1),-0.081055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,23),(26,21),-0.0441139 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,19),-0.0531619 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,-1),-0.125704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,21),(26,19),-0.0720485 # DEPENDENCYPART_TRISIBL
(26,24),(26,21),(26,-1),-0.0627952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,19),(26,-1),0.0208202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,21),(26,19),-0.0710047 # DEPENDENCYPART_TRISIBL
(26,23),(26,21),(26,-1),-0.0640066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,19),(26,-1),0.0196088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,19),(26,-1),-0.0845004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,28),(27,33),-0.389054 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,28),(28,29),(28,30),-0.138476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,29),(28,32),-0.143964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,29),(28,33),-0.113787 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,28),(28,30),(28,32),-0.151859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,30),(28,33),-0.0894108 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,28),(28,32),(28,33),-0.176129 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,29),(28,30),(28,32),-0.0669901 # DEPENDENCYPART_TRISIBL
(28,29),(28,30),(28,33),-0.0788502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,29),(28,32),(28,33),-0.0753844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,30),(28,32),(28,33),-0.0659393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,27),(28,24),-0.0469608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,27),(28,21),-0.295342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,27),(28,-1),-0.392337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,24),(28,21),-0.221473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,24),(28,-1),-0.117524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,21),(28,-1),-0.218061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,27),(28,24),(28,21),-0.051907 # DEPENDENCYPART_TRISIBL
(28,27),(28,24),(28,-1),-0.013162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,27),(28,21),(28,-1),-0.0878768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,21),(28,-1),-0.148133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,29),(29,30),(29,32),-0.151859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(29,29),(29,30),(29,33),-0.0775329 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(29,29),(29,32),(29,33),-0.169332 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(29,30),(29,32),(29,33),-0.0656265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,29),(29,28),(29,27),-0.121504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(29,29),(29,28),(29,24),-0.0647338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(29,29),(29,28),(29,-1),-0.227631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,29),(29,27),(29,24),-0.0562653 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(29,29),(29,27),(29,-1),-0.388669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,29),(29,24),(29,-1),-0.113732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,28),(29,27),(29,24),-0.0872096 # DEPENDENCYPART_TRISIBL
(29,28),(29,27),(29,-1),-0.159967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,28),(29,24),(29,-1),-0.142459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,27),(29,24),(29,-1),-0.013162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,31),(30,32),-0.342648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,31),(30,33),-0.189518 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(30,30),(30,32),(30,33),-0.156978 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(30,31),(30,32),(30,33),0.0382786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,29),(30,28),-0.2054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,27),-0.23365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,26),-0.107536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,24),-0.140375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,23),-0.132403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,22),-0.156375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,21),-0.195151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,20),-0.104136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,29),(30,-1),-0.186401 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,28),(30,27),-0.233522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,26),-0.119259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,24),-0.14603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,23),-0.138057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,22),-0.149531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,21),-0.198324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,20),-0.115858 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,28),(30,-1),-0.170493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,27),(30,26),-0.0991471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,27),(30,24),-0.132205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,27),(30,23),-0.124437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,27),(30,22),-0.183021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,27),(30,21),-0.287254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,27),(30,20),-0.0957462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,27),(30,-1),-0.399317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,26),(30,24),-0.106663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,26),(30,23),-0.0956539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,26),(30,22),-0.102561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,26),(30,21),-0.196683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,26),(30,20),-0.122883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,26),(30,-1),-0.2379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,24),(30,23),-0.233099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,24),(30,22),-0.0822108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,24),(30,21),-0.202783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,24),(30,20),-0.157168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,24),(30,-1),-0.190896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,23),(30,22),-0.0805498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,23),(30,21),-0.207136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,23),(30,20),-0.161322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,23),(30,-1),-0.185148 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,22),(30,21),-0.224019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,22),(30,20),-0.177102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,22),(30,-1),-0.162188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,21),(30,20),-0.167539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(30,30),(30,21),(30,-1),-0.102405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,30),(30,20),(30,-1),-0.234003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,29),(30,28),(30,27),-0.125742 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,26),-0.0757069 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,24),-0.0132719 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,23),-0.0128525 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,22),0.0455649 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,21),-0.0775088 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,20),-0.0757021 # DEPENDENCYPART_TRISIBL
(30,29),(30,28),(30,-1),-0.109621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,29),(30,27),(30,26),-0.0959781 # DEPENDENCYPART_TRISIBL
(30,29),(30,27),(30,24),-0.0192428 # DEPENDENCYPART_TRISIBL
(30,29),(30,27),(30,23),-0.0188234 # DEPENDENCYPART_TRISIBL
(30,29),(30,27),(30,22),0.11885 # DEPENDENCYPART_TRISIBL
(30,29),(30,27),(30,21),-0.13126 # DEPENDENCYPART_TRISIBL
(30,29),(30,27),(30,20),-0.0959732 # DEPENDENCYPART_TRISIBL
(30,29),(30,27),(30,-1),-0.151276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,29),(30,26),(30,24),-0.00421973 # DEPENDENCYPART_TRISIBL
(30,29),(30,26),(30,23),-0.00379997 # DEPENDENCYPART_TRISIBL
(30,29),(30,26),(30,22),0.0712863 # DEPENDENCYPART_TRISIBL
(30,29),(30,26),(30,21),-0.10128 # DEPENDENCYPART_TRISIBL
(30,29),(30,26),(30,20),-0.093456 # DEPENDENCYPART_TRISIBL
(30,29),(30,26),(30,-1),-0.166626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,29),(30,24),(30,23),0.0187381 # DEPENDENCYPART_TRISIBL
(30,29),(30,24),(30,22),0.0521898 # DEPENDENCYPART_TRISIBL
(30,29),(30,24),(30,21),-0.118945 # DEPENDENCYPART_TRISIBL
(30,29),(30,24),(30,20),-0.0574701 # DEPENDENCYPART_TRISIBL
(30,29),(30,24),(30,-1),-0.153075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,29),(30,23),(30,22),0.0521898 # DEPENDENCYPART_TRISIBL
(30,29),(30,23),(30,21),-0.118945 # DEPENDENCYPART_TRISIBL
