# _root_ Simulated golf games , in which players hit golf balls into nets , have been installed at airports in Denver and Pittsburgh ... .
#goldHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
#predictedHeads=3,3,14,3,8,5,8,3,10,8,8,11,3,0,14,15,16,17,18,21,19,21,14,14,
(8,7),(8,4),(8,1),0.0180761 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.164125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.268388 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.0653685 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.115595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.0653667 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.112407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.0703162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.114253 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.141504 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.141504 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.0953211 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.204415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.190975 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.190975 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.0952975 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.220674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.141633 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.096146 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.197662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.096146 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.197662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.181139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.046089 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.0441227 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.0496445 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.217664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),-0.200503 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),-0.0822109 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.118078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.0822103 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.118061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.165942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.163608 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.039417 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.019081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0393009 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.0161311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.0214629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.0652573 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.111197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.0710618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.0733675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.012329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,12),-0.099317 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.0894756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,25),-0.102974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,12),-0.135423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.132042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,25),-0.132115 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,14),-0.0894756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,25),-0.102974 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,25),-0.0937476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,11),(9,12),-0.0979659 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,14),-0.0707998 # DEPENDENCYPART_TRISIBL
(9,10),(9,11),(9,25),-0.114517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,12),(9,14),-0.0831712 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,25),-0.114106 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,14),(9,25),-0.131176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,12),(9,14),-0.0807215 # DEPENDENCYPART_TRISIBL
(9,11),(9,12),(9,25),-0.053946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,11),(9,14),(9,25),-0.0844482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,14),(9,25),-0.131176 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.0853923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.100723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.228413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.136837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,-1),-0.175275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0674093 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.180674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,-1),-0.16649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,-1),-0.142552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.130942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.062904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.132042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.0984099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,16),-0.127254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.0841684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.0534203 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,24),-0.143169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),-0.132058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.118507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.0894754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.0711923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,16),-0.0950111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.0794122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.0175255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,24),-0.113227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),-0.102923 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.159969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.144897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,16),-0.165066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.27787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.21417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,24),-0.227658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,25),-0.725027 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0450084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,16),-0.0712322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.156984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.0745418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,24),-0.0852155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,25),-0.0936967 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,16),-0.0703173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,17),-0.146509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.0640665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,24),-0.0949622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,25),-0.110012 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,16),(10,17),-0.150713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,19),-0.06827 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,24),-0.0917966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,16),(10,25),-0.0937755 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,19),-0.0593223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,24),-0.177043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,25),-0.104863 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,24),-0.16328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,25),-0.110281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,24),(10,25),-0.19253 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0723823 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0807215 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0622854 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,16),-0.0618773 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0454976 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),-0.0871295 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,24),-0.0770269 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),-0.053946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0232601 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),0.0129315 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,16),0.0134588 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),0.0705845 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),0.0273989 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,24),-0.102675 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,25),-0.171931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0945335 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,16),-0.094103 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.0230067 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.0623301 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,24),-0.106925 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,25),-0.0844482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,16),-0.0940488 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,17),-0.0228168 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0621401 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,24),-0.108194 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,25),-0.0733532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,16),(10,17),-0.0228168 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,19),-0.0621401 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,24),-0.111203 # DEPENDENCYPART_TRISIBL
(10,11),(10,16),(10,25),-0.0750022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,19),-0.0447749 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,24),-0.0749218 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,25),-0.0302788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,24),-0.0863534 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,25),-0.0656126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,24),(10,25),-0.0612725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0988145 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.124231 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,16),-0.123345 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0250387 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.0444984 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,24),-0.0919974 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,25),-0.0335521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0975029 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,16),-0.0964353 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.0470278 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.0668996 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,24),-0.0803422 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,25),-0.13113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,16),-0.0957726 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,17),-0.0504858 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0703576 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,24),-0.0816737 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,25),-0.119224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,16),(10,17),-0.0504772 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,19),-0.070349 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,24),-0.076681 # DEPENDENCYPART_TRISIBL
(10,12),(10,16),(10,25),-0.124361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,19),-0.0197837 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,24),-0.0719203 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,25),-0.11094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,24),-0.0774718 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,25),-0.0918824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,24),(10,25),-0.0161994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0714018 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,16),-0.0705103 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),0.0381399 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),0.00824945 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,24),-0.110864 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,25),-0.0526958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,16),-0.0693798 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,17),0.0394307 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),0.00954025 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,24),-0.101617 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,25),-0.0554584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,16),(10,17),0.0394308 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,19),0.00954029 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,24),-0.100969 # DEPENDENCYPART_TRISIBL
(10,13),(10,16),(10,25),-0.0508476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,19),-0.0392819 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,24),-0.114144 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,25),-0.0844086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,24),-0.0977674 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,25),-0.0859572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,24),(10,25),-0.304943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,16),-0.111967 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,17),-0.00889943 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.00576572 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,24),-0.0951863 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,25),-0.122294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,16),(10,17),-0.00877643 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,19),-0.00564272 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,24),-0.0932152 # DEPENDENCYPART_TRISIBL
(10,14),(10,16),(10,25),-0.124757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,19),-0.0474171 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,24),-0.00501502 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,25),-0.0454065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,24),0.00111213 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,25),-0.0345206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,24),(10,25),-0.0708396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,16),(10,17),-0.0223959 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,19),-0.0192622 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,24),-0.0761108 # DEPENDENCYPART_TRISIBL
(10,15),(10,16),(10,25),-0.129777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,19),-0.0612028 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,24),0.019326 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,25),-0.0542254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,24),0.0254531 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,25),-0.0433395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,24),(10,25),-0.0746472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,17),(10,19),-0.0600212 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,24),0.00208668 # DEPENDENCYPART_TRISIBL
(10,16),(10,17),(10,25),-0.0498379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,19),(10,24),0.00821383 # DEPENDENCYPART_TRISIBL
(10,16),(10,19),(10,25),-0.038952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,16),(10,24),(10,25),-0.0785295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,19),(10,24),-0.0776935 # DEPENDENCYPART_TRISIBL
(10,17),(10,19),(10,25),-0.119123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,24),(10,25),-0.0943936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,24),(10,25),-0.0655041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,7),-0.210308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,5),-0.245121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.237249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.220593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,1),-0.0990319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.187241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,5),-0.242709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,4),-0.236747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),-0.221131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,1),-0.0992296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.188787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,5),(10,4),-0.141156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,3),-0.0328816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,1),-0.208583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,5),(10,-1),-0.14634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,3),-0.151547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,1),-0.346707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,-1),-0.474263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,1),-0.0991237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,3),(10,-1),-0.195417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,1),(10,-1),-0.172306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,5),-0.0897631 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,4),-0.162518 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),-0.0746673 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,1),0.0325336 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.134311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,5),(10,4),-0.11019 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,3),-0.106044 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,1),-0.0248608 # DEPENDENCYPART_TRISIBL
(10,9),(10,5),(10,-1),-0.128325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,3),-0.125357 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,1),-0.0540963 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,-1),-0.211849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,1),0.0326454 # DEPENDENCYPART_TRISIBL
(10,9),(10,3),(10,-1),-0.134286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,1),(10,-1),-0.119513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,5),(10,4),-0.110204 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,3),-0.106866 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,1),-0.0250804 # DEPENDENCYPART_TRISIBL
(10,7),(10,5),(10,-1),-0.124323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,4),(10,3),-0.126695 # DEPENDENCYPART_TRISIBL
(10,7),(10,4),(10,1),-0.0543159 # DEPENDENCYPART_TRISIBL
(10,7),(10,4),(10,-1),-0.210259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,3),(10,1),0.0324258 # DEPENDENCYPART_TRISIBL
(10,7),(10,3),(10,-1),-0.133562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,1),(10,-1),-0.117924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,4),(10,3),-0.0755795 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,1),-0.0727311 # DEPENDENCYPART_TRISIBL
(10,5),(10,4),(10,-1),-0.185064 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,3),(10,1),-0.078909 # DEPENDENCYPART_TRISIBL
(10,5),(10,3),(10,-1),-0.192451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,5),(10,1),(10,-1),-0.207567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,3),(10,1),0.0217021 # DEPENDENCYPART_TRISIBL
(10,4),(10,3),(10,-1),-0.139937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,1),(10,-1),-0.182552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,3),(10,1),(10,-1),-0.116223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,14),-0.0781704 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.0660441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.174986 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,25),0.283566 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.11695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.124033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,25),0.0435986 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
