# _root_ But the guidelines could `` make it impossible to commercialize research , '' says Kenneth Smith , associate provost and vice president for research at Massachusetts Institute of Technology .
#goldHeads=4,3,4,14,4,4,10,10,10,6,10,14,14,0,16,14,16,19,20,16,22,20,22,23,20,27,25,27,28,14,
#predictedHeads=4,3,4,14,4,4,10,10,10,6,10,14,14,0,16,14,16,19,20,16,22,20,22,23,22,27,25,27,28,14,
(16,19),(16,28),(16,30),-0.096542 # DEPENDENCYPART_TRISIBL
(16,19),(16,28),(16,31),-0.100017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,30),(16,31),-0.0384453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,21),(16,22),-0.095635 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,23),-0.0343673 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,24),-0.0955507 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,25),-0.0233055 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,27),-0.0955507 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,28),-0.0286193 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,30),-0.0811335 # DEPENDENCYPART_TRISIBL
(16,20),(16,21),(16,31),-0.145975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,22),(16,23),-0.0343682 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,24),-0.0955507 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,25),-0.0233064 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,27),-0.0955507 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,28),-0.0286202 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,30),-0.0811335 # DEPENDENCYPART_TRISIBL
(16,20),(16,22),(16,31),-0.145976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,23),(16,24),-0.084491 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,25),0.00640021 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,27),-0.084491 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,28),0.00193741 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,30),-0.0731641 # DEPENDENCYPART_TRISIBL
(16,20),(16,23),(16,31),-0.0823497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,24),(16,25),-0.0233055 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,27),-0.0955507 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,28),-0.0286193 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,30),-0.0811335 # DEPENDENCYPART_TRISIBL
(16,20),(16,24),(16,31),-0.145975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,25),(16,27),-0.0840246 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,28),0.00133408 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,30),-0.0712815 # DEPENDENCYPART_TRISIBL
(16,20),(16,25),(16,31),-0.0904061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,27),(16,28),-0.0286193 # DEPENDENCYPART_TRISIBL
(16,20),(16,27),(16,30),-0.0811335 # DEPENDENCYPART_TRISIBL
(16,20),(16,27),(16,31),-0.145975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,28),(16,30),-0.0711378 # DEPENDENCYPART_TRISIBL
(16,20),(16,28),(16,31),-0.0779184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,20),(16,30),(16,31),-0.0719719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.0934049 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.0700818 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.0729413 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,27),-0.0700686 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,28),-0.0779056 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,30),-0.0873231 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,31),-0.136612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.082963 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,25),-0.0902859 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,27),-0.0829498 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,28),-0.0974667 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,30),-0.101846 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,31),-0.129712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,25),-0.0726964 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,27),-0.0698543 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,28),-0.0776607 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,30),-0.0872333 # DEPENDENCYPART_TRISIBL
(16,21),(16,24),(16,31),-0.132489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,25),(16,27),-0.0847903 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,28),-0.0804566 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,30),-0.0962973 # DEPENDENCYPART_TRISIBL
(16,21),(16,25),(16,31),-0.133334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,27),(16,28),-0.0776651 # DEPENDENCYPART_TRISIBL
(16,21),(16,27),(16,30),-0.0872324 # DEPENDENCYPART_TRISIBL
(16,21),(16,27),(16,31),-0.134792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,28),(16,30),-0.0968114 # DEPENDENCYPART_TRISIBL
(16,21),(16,28),(16,31),-0.103739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,30),(16,31),-0.0426869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.0918775 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,25),-0.089802 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,27),-0.0918643 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,28),-0.0969828 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,30),-0.106039 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,31),-0.0724818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.073406 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,27),-0.0788479 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,28),-0.0783703 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,30),-0.0887425 # DEPENDENCYPART_TRISIBL
(16,22),(16,24),(16,31),-0.0800016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,25),(16,27),-0.0937048 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,28),-0.0799727 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,30),-0.10049 # DEPENDENCYPART_TRISIBL
(16,22),(16,25),(16,31),-0.076104 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,27),(16,28),-0.0783748 # DEPENDENCYPART_TRISIBL
(16,22),(16,27),(16,30),-0.0887417 # DEPENDENCYPART_TRISIBL
(16,22),(16,27),(16,31),-0.0823048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,28),(16,30),-0.101004 # DEPENDENCYPART_TRISIBL
(16,22),(16,28),(16,31),-0.0465091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,30),(16,31),0.00936192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,25),-0.0592374 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,27),-0.0487344 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,28),-0.108358 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,30),-0.100386 # DEPENDENCYPART_TRISIBL
(16,23),(16,24),(16,31),-0.0280352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,25),(16,27),-0.0307947 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,28),-0.0612974 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,30),-0.107355 # DEPENDENCYPART_TRISIBL
(16,23),(16,25),(16,31),-0.0401295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,27),(16,28),-0.108358 # DEPENDENCYPART_TRISIBL
(16,23),(16,27),(16,30),-0.100342 # DEPENDENCYPART_TRISIBL
(16,23),(16,27),(16,31),-0.0277994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,28),(16,30),-0.108881 # DEPENDENCYPART_TRISIBL
(16,23),(16,28),(16,31),-0.088937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,30),(16,31),-0.0653389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,25),(16,27),-0.0841703 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,28),-0.0769526 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,30),-0.0900704 # DEPENDENCYPART_TRISIBL
(16,24),(16,25),(16,31),-0.13596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,27),(16,28),-0.0755206 # DEPENDENCYPART_TRISIBL
(16,24),(16,27),(16,30),-0.0845734 # DEPENDENCYPART_TRISIBL
(16,24),(16,27),(16,31),-0.135382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,28),(16,30),-0.0905845 # DEPENDENCYPART_TRISIBL
(16,24),(16,28),(16,31),-0.106365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,24),(16,30),(16,31),-0.0490121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,27),(16,28),-0.114481 # DEPENDENCYPART_TRISIBL
(16,25),(16,27),(16,30),-0.0698919 # DEPENDENCYPART_TRISIBL
(16,25),(16,27),(16,31),-0.0966681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,28),(16,30),-0.0712745 # DEPENDENCYPART_TRISIBL
(16,25),(16,28),(16,31),-0.20381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,25),(16,30),(16,31),-0.142333 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,27),(16,28),(16,30),-0.0965421 # DEPENDENCYPART_TRISIBL
(16,27),(16,28),(16,31),-0.101408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,27),(16,30),(16,31),-0.0396138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,28),(16,30),(16,31),-0.0734489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,13),-0.12516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.177994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.187763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.0803156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.162915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.153849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),0.0454684 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),-0.148091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.322776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.0755692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,8),-0.279296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.400499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,8),-0.0801797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.171616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,-1),-0.111993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0514862 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,11),-0.091694 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),0.0340665 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),-0.183086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,11),-0.160383 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,8),0.021261 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),-0.235231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,8),0.0446659 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),-0.101931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,-1),-0.0825575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.106806 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,8),-0.0773548 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.125158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,8),0.0232341 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),-0.248599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,-1),-0.205831 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,8),0.0523659 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.11814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,8),(16,-1),-0.17762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,8),(16,-1),-0.0791635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,21),-0.149677 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.143167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,31),-0.139199 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,24),-0.144371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,31),-0.145555 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,31),-0.141079 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,21),(18,24),-0.0932517 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,31),-0.0919823 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,31),-0.0898444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,31),-0.0950132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),0.0640554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),0.063773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,11),0.0633377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,9),-0.149821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.366545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.107564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.104438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,9),-0.179061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.107546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,11),-0.104418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,9),-0.179061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.105207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,9),-0.179061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.103704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,9),(18,-1),-0.231537 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),0.0986203 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),0.0985794 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,9),-0.0388349 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.108455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,11),0.0986602 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,9),-0.0388349 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.106816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,9),-0.0388349 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),-0.105834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,9),(18,-1),-0.0871055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,11),-0.121435 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,9),-0.0840088 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.0466016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,9),-0.0840088 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.0434897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,-1),-0.127406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,9),-0.0840088 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.0430492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,-1),-0.126882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,-1),-0.126331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,21),(19,23),-0.111852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,25),-0.0954188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,28),-0.0769867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),-0.121396 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,25),-0.0147347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,28),-0.0582848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,23),(19,31),-0.116021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,25),(19,28),-0.108268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,25),(19,31),-0.108161 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,28),(19,31),-0.0608333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,21),(19,23),(19,25),-0.0902945 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.0974753 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,31),-0.126421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,28),-0.0804652 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,31),-0.130043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,28),(19,31),-0.100448 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,28),-0.0612974 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,31),-0.0401295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,28),(19,31),-0.088937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,28),(19,31),-0.20381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.115191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.109911 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.109539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.111375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,8),-0.132376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.110909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0760099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.0752492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.0770706 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,8),-0.279296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.399756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.192544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.190804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,8),-0.0802959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.168142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,11),-0.190765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,8),-0.0803156 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.161428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,8),-0.0801797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),-0.17013 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,8),(19,-1),-0.11125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0603538 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0604662 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.0602151 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,8),0.2618 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.243996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),0.0182295 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),0.0183955 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,8),-0.0300813 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.108577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,11),0.0183955 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,8),-0.0300813 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.108577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,11),(19,8),-0.0300813 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,-1),-0.108629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,8),(19,-1),-0.078505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),0.0030151 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,11),0.00297417 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,8),0.0523659 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.124943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,11),0.00313574 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,8),0.0523659 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.12337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,11),(19,8),0.0523659 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,-1),-0.118107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,8),(19,-1),-0.177603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,11),-0.0435058 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,8),0.0449416 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.109612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,11),(19,8),0.0449372 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,-1),-0.105528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,8),(19,-1),-0.0846232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,11),(19,8),0.0446659 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,-1),-0.104912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,8),(19,-1),-0.0840358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,8),(19,-1),-0.0806417 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.11016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.0691862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.116035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.0778927 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.119184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,27),-0.120855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,28),-0.0444786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,29),-0.116772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,30),-0.16949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,31),0.0203387 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.0624023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.109246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.0711089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.112395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,27),-0.114066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,28),-0.0376947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,29),-0.109983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,30),-0.169757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,31),0.0439686 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.0657757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,25),-0.0744745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
