# _root_ In the U.S. , radiation limits are set and monitored by the Nuclear Regulatory Commission , which licenses reactors that process the topaz .
#goldHeads=7,3,1,7,6,7,0,9,7,9,9,15,15,15,11,15,18,15,18,21,19,23,21,7,
#predictedHeads=7,3,1,7,6,7,0,9,7,9,10,15,15,15,11,15,18,15,18,21,19,23,21,7,
(21,19),(19,19),(19,23),-0.00686827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,25),-0.156943 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,21),(19,23),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,24),-0.124894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,21),(19,25),-0.0795351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,23),(19,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,23),(19,25),-0.11003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,24),(19,25),-0.139005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,18),-0.0268461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,17),0.00859105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,16),0.0401398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,15),0.00621703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,14),0.00950372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,13),0.00306846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,12),-0.13457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),0.0653297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,17),-0.0431579 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,16),-0.0701849 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,15),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,14),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,13),-0.0597627 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,12),-0.00773111 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,18),(19,-1),-0.0706408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,17),(19,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,15),-0.0420651 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,14),-0.0420651 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,13),-0.0420651 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,12),-0.042 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,17),(19,-1),0.0100395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,16),(19,15),-0.0900159 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,14),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,13),-0.0900153 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,12),-0.0374877 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,16),(19,-1),-0.0311972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,15),(19,14),-0.0452548 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,13),-0.0452548 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,12),-0.0121822 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,15),(19,-1),-0.0232992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,14),(19,13),-0.0419528 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,12),-0.0112007 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,14),(19,-1),-0.0215975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,13),(19,12),-0.0121822 # DEPENDENCYPART_GRANDSIBL
(21,19),(19,13),(19,-1),-0.0238656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,12),(19,-1),0.0632898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,25),-0.0269259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,-1),0.0947844 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,25),-0.0859573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,-1),-0.284723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,24),-0.0190753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,25),0.0633204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,24),(23,25),-0.0468059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,23),(23,22),0.114401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,21),0.176968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,23),(23,20),-0.126415 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,19),-0.00686827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,17),-0.127144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,12),-0.132826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,23),(23,-1),-0.156975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,22),(23,21),0.125032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,22),(23,20),-0.120168 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,19),-0.129648 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,17),-0.124894 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,12),-0.12725 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,22),(23,-1),-0.209937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,21),(23,20),-0.125455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,19),-0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,17),-0.125047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,12),-0.130324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,23),(23,21),(23,-1),-0.0795351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,23),(23,20),(23,19),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,20),(23,-1),-0.216999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,19),(23,17),-0.1249 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,12),-0.120568 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,19),(23,-1),-0.11003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,17),(23,12),-0.124885 # DEPENDENCYPART_GRANDSIBL
(21,23),(23,17),(23,-1),-0.166084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,23),(23,12),(23,-1),-0.209937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,25),-0.0436831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,24),(24,23),0.0808899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),-0.00984356 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,-1),-0.159121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,12),(12,12),(12,25),0.147137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,12),(12,12),(12,-1),0.211264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,17),(17,25),-0.229532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,17),(17,-1),-0.160406 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,21),0.125881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,24),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),0.0251861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,21),(19,23),-0.124957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,24),-0.124886 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,25),-0.173808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,25),-0.143199 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,25),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,18),0.0480497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,17),-0.0504324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,16),0.138962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,15),-0.183028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,14),-0.182014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,13),-0.183287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,12),-0.0399498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),0.10065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,18),(19,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,16),-0.0559388 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,15),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,14),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,13),-0.0484081 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,12),-0.0319263 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,18),(19,-1),-0.0114324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,17),(19,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,15),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,14),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,17),(19,-1),-0.0517028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,16),(19,15),0.134209 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,14),0.13421 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,13),0.13421 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,12),-0.0474936 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,16),(19,-1),-0.0437622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,15),(19,14),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,13),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,12),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,15),(19,-1),0.00284239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,14),(19,13),-0.0133061 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,12),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,14),(19,-1),0.00288563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,13),(19,12),-0.0143623 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,13),(19,-1),0.0025902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,12),(19,-1),-0.00997678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,25),-0.273734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,20),(20,-1),-0.161396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,22),0.108628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),0.0478111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,22),(21,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.134819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,24),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,25),-0.0299983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,24),(21,25),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,20),-0.0986789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,19),-0.0267932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0401876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0678589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,16),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,11),0.0613069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,9),-0.0766522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,8),-0.0396963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,7),-0.0450439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,4),-0.0734363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,3),-0.0368975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,1),-0.00371577 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.0709881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,20),(21,19),-0.0454107 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,18),-0.0440722 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,16),-0.0425789 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,11),-0.0491052 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,9),-0.0420197 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,8),-0.0440722 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,7),-0.0440722 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,4),-0.0425789 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,3),-0.0454107 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,1),-0.0491052 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,-1),-0.095667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,19),(21,18),-0.0538322 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,17),-0.0419993 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,16),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,11),-0.00505547 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,9),-0.0661178 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,8),-0.0540872 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,7),-0.0491971 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,4),-0.0662857 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,3),-0.0341321 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,1),-0.00192183 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.0507541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,18),(21,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,16),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,11),-0.0543393 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,9),-0.0296008 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,8),-0.0436745 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,7),-0.0438449 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,4),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,3),-0.0470011 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,1),-0.0350729 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,-1),-0.0843062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,17),(21,16),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,11),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,9),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,8),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,7),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,4),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,3),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,1),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,-1),-0.0780785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,16),(21,11),-0.0643981 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,9),-0.0249004 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,8),-0.0757783 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,7),-0.0788105 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,4),-0.0295576 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,3),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,1),-0.0607619 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,16),(21,-1),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,11),(21,9),-0.0390407 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,11),(21,8),-0.017441 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,11),(21,7),-0.0177542 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,11),(21,4),-0.00760988 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,11),(21,3),-0.029348 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,11),(21,1),-0.0175445 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,11),(21,-1),0.00939234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,9),(21,8),0.0455798 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,9),(21,7),0.0484909 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,9),(21,4),0.082763 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,9),(21,3),0.240217 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,9),(21,1),0.0150875 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,9),(21,-1),-0.0480456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,8),(21,7),-0.0445986 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,8),(21,4),-0.0347739 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,8),(21,3),-0.0470014 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,8),(21,1),-0.0350729 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,8),(21,-1),-0.0879822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,7),(21,4),-0.0353769 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,7),(21,3),-0.0470015 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,7),(21,1),-0.035125 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,7),(21,-1),-0.0832535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,4),(21,3),-0.0356703 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,4),(21,1),-0.0607619 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,4),(21,-1),-0.0932716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,3),(21,1),-0.00192183 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,3),(21,-1),-0.0568072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,1),(21,-1),0.00870698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,25),0.147137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,-1),0.211264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,25),-0.00516669 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,23),0.102454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,-1),-0.0509487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,23),(24,-1),-0.141525 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,24),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,25),-0.254442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,24),(23,25),-0.126156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,22),-0.0552024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,21),-0.0421342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,20),-0.0419995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,19),-0.054724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,17),-0.0419997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,12),-0.0552024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,-1),-0.0827496 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,22),(23,21),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,-1),-0.056976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,21),(23,20),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,19),-0.042009 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,12),-0.0420373 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,-1),-0.0420957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,20),(23,19),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,-1),-0.0419995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,19),(23,17),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,19),(23,12),-0.0421091 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,19),(23,-1),-0.0568039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,17),(23,12),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,-1),-0.0419997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,12),(23,-1),-0.056976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,3),-0.132557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,6),-0.111818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,7),-0.226211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,8),-0.216445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,9),-0.204037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,10),-0.221474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,18),-0.222211 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,21),-0.217083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,25),0.171412 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,3),(0,6),-0.140134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,7),-0.210939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,8),-0.202368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,9),-0.197537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,10),-0.201361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,18),-0.202101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,21),-0.198539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,3),(0,25),0.35488 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
