# _root_ With the exception of August , when exports rose 2.1 % , exports have declined every month from year-earlier levels since March .
#goldHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,15,21,14,
#predictedHeads=14,3,1,3,4,5,9,9,5,11,9,14,14,0,14,17,15,15,20,18,20,21,14,
(9,15),(17,14),0.0800561 # DEPENDENCYPART_HEADBIGRAM
(9,17),(14,16),0.0870364 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),0.0872294 # DEPENDENCYPART_HEADBIGRAM
(9,17),(17,16),0.167519 # DEPENDENCYPART_HEADBIGRAM
(9,17),(18,16),0.0687963 # DEPENDENCYPART_HEADBIGRAM
(9,17),(19,16),0.073853 # DEPENDENCYPART_HEADBIGRAM
(9,17),(20,16),0.0161446 # DEPENDENCYPART_HEADBIGRAM
(9,18),(9,17),0.20521 # DEPENDENCYPART_HEADBIGRAM
(9,18),(11,17),-0.011391 # DEPENDENCYPART_HEADBIGRAM
(9,18),(13,17),0.0134456 # DEPENDENCYPART_HEADBIGRAM
(9,18),(14,17),0.111574 # DEPENDENCYPART_HEADBIGRAM
(9,18),(15,17),0.148487 # DEPENDENCYPART_HEADBIGRAM
(9,18),(18,17),0.180193 # DEPENDENCYPART_HEADBIGRAM
(9,18),(19,17),0.073351 # DEPENDENCYPART_HEADBIGRAM
(9,18),(20,17),-0.0329739 # DEPENDENCYPART_HEADBIGRAM
(9,18),(21,17),0.106141 # DEPENDENCYPART_HEADBIGRAM
(9,18),(22,17),-0.0342957 # DEPENDENCYPART_HEADBIGRAM
(9,21),(11,20),-0.0093847 # DEPENDENCYPART_HEADBIGRAM
(9,21),(14,20),0.102451 # DEPENDENCYPART_HEADBIGRAM
(9,21),(15,20),0.0936484 # DEPENDENCYPART_HEADBIGRAM
(9,21),(17,20),-0.0178867 # DEPENDENCYPART_HEADBIGRAM
(9,21),(18,20),0.201733 # DEPENDENCYPART_HEADBIGRAM
(9,21),(21,20),0.136191 # DEPENDENCYPART_HEADBIGRAM
(9,21),(22,20),-0.0187267 # DEPENDENCYPART_HEADBIGRAM
(9,23),(11,22),0.010084 # DEPENDENCYPART_HEADBIGRAM
(9,23),(15,22),0.1102 # DEPENDENCYPART_HEADBIGRAM
(9,23),(17,22),0.0783593 # DEPENDENCYPART_HEADBIGRAM
(9,23),(18,22),0.0976405 # DEPENDENCYPART_HEADBIGRAM
(9,23),(19,22),0.0757193 # DEPENDENCYPART_HEADBIGRAM
(9,23),(20,22),0.151167 # DEPENDENCYPART_HEADBIGRAM
(9,23),(21,22),0.175229 # DEPENDENCYPART_HEADBIGRAM
(10,11),(5,10),-0.0431152 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0571215 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0952431 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.049073 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.180631 # DEPENDENCYPART_HEADBIGRAM
(10,11),(14,10),0.103969 # DEPENDENCYPART_HEADBIGRAM
(10,12),(3,11),-0.0632318 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0367955 # DEPENDENCYPART_HEADBIGRAM
(10,12),(5,11),-0.0632318 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0693234 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0609018 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0770874 # DEPENDENCYPART_HEADBIGRAM
(10,12),(13,11),0.0727029 # DEPENDENCYPART_HEADBIGRAM
(10,12),(14,11),0.0784327 # DEPENDENCYPART_HEADBIGRAM
(10,12),(15,11),0.0780708 # DEPENDENCYPART_HEADBIGRAM
(10,12),(19,11),0.0796535 # DEPENDENCYPART_HEADBIGRAM
(11,4),(0,3),-0.105321 # DEPENDENCYPART_HEADBIGRAM
(11,4),(1,3),-0.0704991 # DEPENDENCYPART_HEADBIGRAM
(11,4),(5,3),-0.124998 # DEPENDENCYPART_HEADBIGRAM
(11,4),(8,3),-0.138031 # DEPENDENCYPART_HEADBIGRAM
(11,4),(9,3),-0.107208 # DEPENDENCYPART_HEADBIGRAM
(11,4),(14,3),0.0874614 # DEPENDENCYPART_HEADBIGRAM
(11,4),(15,3),0.0792297 # DEPENDENCYPART_HEADBIGRAM
(11,5),(1,4),-0.0914474 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.0547379 # DEPENDENCYPART_HEADBIGRAM
(11,5),(3,4),-0.0467534 # DEPENDENCYPART_HEADBIGRAM
(11,5),(5,4),-0.0804964 # DEPENDENCYPART_HEADBIGRAM
(11,5),(8,4),-0.10038 # DEPENDENCYPART_HEADBIGRAM
(11,5),(9,4),-0.139289 # DEPENDENCYPART_HEADBIGRAM
(11,5),(11,4),0.0314536 # DEPENDENCYPART_HEADBIGRAM
(11,5),(13,4),0.0941689 # DEPENDENCYPART_HEADBIGRAM
(11,5),(14,4),0.0326382 # DEPENDENCYPART_HEADBIGRAM
(11,6),(1,5),-0.13386 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.160574 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.125153 # DEPENDENCYPART_HEADBIGRAM
(11,6),(8,5),-0.135361 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.148165 # DEPENDENCYPART_HEADBIGRAM
(11,6),(11,5),0.0941786 # DEPENDENCYPART_HEADBIGRAM
(11,6),(13,5),0.0785269 # DEPENDENCYPART_HEADBIGRAM
(11,6),(14,5),0.0689827 # DEPENDENCYPART_HEADBIGRAM
(11,6),(15,5),0.0650632 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.111421 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.0920807 # DEPENDENCYPART_HEADBIGRAM
(11,8),(13,7),0.0919989 # DEPENDENCYPART_HEADBIGRAM
(11,8),(14,7),0.123146 # DEPENDENCYPART_HEADBIGRAM
(11,8),(15,7),0.118998 # DEPENDENCYPART_HEADBIGRAM
(11,9),(0,8),-0.0665344 # DEPENDENCYPART_HEADBIGRAM
(11,9),(1,8),-0.139715 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.102073 # DEPENDENCYPART_HEADBIGRAM
(11,9),(4,8),-0.145482 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.102073 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.0679508 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),0.0625553 # DEPENDENCYPART_HEADBIGRAM
(11,9),(13,8),0.079193 # DEPENDENCYPART_HEADBIGRAM
(11,9),(14,8),0.0346614 # DEPENDENCYPART_HEADBIGRAM
(11,9),(15,8),0.0348844 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),-0.0759258 # DEPENDENCYPART_HEADBIGRAM
(11,10),(1,9),-0.0962686 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.12174 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.0691408 # DEPENDENCYPART_HEADBIGRAM
(11,10),(5,9),-0.0996407 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.125913 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.0825307 # DEPENDENCYPART_HEADBIGRAM
(11,10),(13,9),0.113497 # DEPENDENCYPART_HEADBIGRAM
(11,10),(14,9),0.103023 # DEPENDENCYPART_HEADBIGRAM
(11,10),(15,9),0.0833679 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),-0.0653148 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),-0.0874887 # DEPENDENCYPART_HEADBIGRAM
(11,12),(5,11),-0.0700621 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0278838 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.0160657 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0648967 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.0225877 # DEPENDENCYPART_HEADBIGRAM
(11,12),(14,11),0.092182 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.110127 # DEPENDENCYPART_HEADBIGRAM
(11,12),(19,11),0.157668 # DEPENDENCYPART_HEADBIGRAM
(11,13),(1,12),-0.0596831 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.0558955 # DEPENDENCYPART_HEADBIGRAM
(11,13),(5,12),-0.0558955 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0572195 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0645616 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0334837 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.254258 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.166856 # DEPENDENCYPART_HEADBIGRAM
(11,13),(14,12),0.0741534 # DEPENDENCYPART_HEADBIGRAM
(11,13),(15,12),0.0776591 # DEPENDENCYPART_HEADBIGRAM
(11,14),(3,13),-0.0591062 # DEPENDENCYPART_HEADBIGRAM
(11,14),(4,13),-0.0795739 # DEPENDENCYPART_HEADBIGRAM
(11,14),(5,13),-0.0591062 # DEPENDENCYPART_HEADBIGRAM
(11,14),(8,13),-0.0456983 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),-0.0838045 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.126885 # DEPENDENCYPART_HEADBIGRAM
(11,14),(14,13),0.302022 # DEPENDENCYPART_HEADBIGRAM
(11,14),(15,13),0.0396549 # DEPENDENCYPART_HEADBIGRAM
(11,14),(17,13),0.0778477 # DEPENDENCYPART_HEADBIGRAM
(11,14),(20,13),0.0762901 # DEPENDENCYPART_HEADBIGRAM
(11,15),(0,14),-0.106629 # DEPENDENCYPART_HEADBIGRAM
(11,15),(1,14),-0.0558699 # DEPENDENCYPART_HEADBIGRAM
(11,15),(3,14),-0.0471208 # DEPENDENCYPART_HEADBIGRAM
(11,15),(5,14),-0.0474989 # DEPENDENCYPART_HEADBIGRAM
(11,15),(8,14),-0.0475063 # DEPENDENCYPART_HEADBIGRAM
(11,15),(9,14),-0.0567348 # DEPENDENCYPART_HEADBIGRAM
(11,15),(11,14),0.0735564 # DEPENDENCYPART_HEADBIGRAM
(11,15),(13,14),0.0808201 # DEPENDENCYPART_HEADBIGRAM
(11,15),(15,14),0.0900562 # DEPENDENCYPART_HEADBIGRAM
(11,15),(17,14),0.0934217 # DEPENDENCYPART_HEADBIGRAM
(11,17),(14,16),0.0831213 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0834174 # DEPENDENCYPART_HEADBIGRAM
(11,17),(17,16),0.0637831 # DEPENDENCYPART_HEADBIGRAM
(11,17),(18,16),0.0727659 # DEPENDENCYPART_HEADBIGRAM
(11,17),(19,16),0.0738825 # DEPENDENCYPART_HEADBIGRAM
(11,17),(20,16),0.0631278 # DEPENDENCYPART_HEADBIGRAM
(11,20),(14,19),0.043798 # DEPENDENCYPART_HEADBIGRAM
(11,20),(15,19),0.0438913 # DEPENDENCYPART_HEADBIGRAM
(11,20),(17,19),0.0587605 # DEPENDENCYPART_HEADBIGRAM
(11,20),(18,19),0.0802797 # DEPENDENCYPART_HEADBIGRAM
(11,20),(20,19),0.112203 # DEPENDENCYPART_HEADBIGRAM
(11,20),(21,19),0.0786107 # DEPENDENCYPART_HEADBIGRAM
(11,20),(22,19),0.0601757 # DEPENDENCYPART_HEADBIGRAM
(11,22),(3,21),-0.00683365 # DEPENDENCYPART_HEADBIGRAM
(11,22),(9,21),-0.0586049 # DEPENDENCYPART_HEADBIGRAM
(11,22),(14,21),0.086663 # DEPENDENCYPART_HEADBIGRAM
(11,22),(15,21),0.0869407 # DEPENDENCYPART_HEADBIGRAM
(11,22),(17,21),0.142615 # DEPENDENCYPART_HEADBIGRAM
(11,22),(18,21),0.0925514 # DEPENDENCYPART_HEADBIGRAM
(11,22),(19,21),0.093506 # DEPENDENCYPART_HEADBIGRAM
(11,22),(20,21),0.144206 # DEPENDENCYPART_HEADBIGRAM
(11,22),(22,21),0.105723 # DEPENDENCYPART_HEADBIGRAM
(11,22),(23,21),0.0784682 # DEPENDENCYPART_HEADBIGRAM
(11,23),(11,22),0.0685132 # DEPENDENCYPART_HEADBIGRAM
(11,23),(15,22),0.12592 # DEPENDENCYPART_HEADBIGRAM
(11,23),(17,22),0.120217 # DEPENDENCYPART_HEADBIGRAM
(11,23),(18,22),0.0936896 # DEPENDENCYPART_HEADBIGRAM
(11,23),(19,22),0.113333 # DEPENDENCYPART_HEADBIGRAM
(11,23),(20,22),0.193685 # DEPENDENCYPART_HEADBIGRAM
(11,23),(21,22),0.181346 # DEPENDENCYPART_HEADBIGRAM
(13,4),(0,3),-0.105025 # DEPENDENCYPART_HEADBIGRAM
(13,4),(1,3),-0.0659902 # DEPENDENCYPART_HEADBIGRAM
(13,4),(5,3),-0.124424 # DEPENDENCYPART_HEADBIGRAM
(13,4),(8,3),-0.137457 # DEPENDENCYPART_HEADBIGRAM
(13,4),(9,3),-0.101035 # DEPENDENCYPART_HEADBIGRAM
(13,4),(14,3),0.0937255 # DEPENDENCYPART_HEADBIGRAM
(13,4),(15,3),0.0854938 # DEPENDENCYPART_HEADBIGRAM
(13,5),(1,4),-0.0914515 # DEPENDENCYPART_HEADBIGRAM
(13,5),(2,4),-0.0547379 # DEPENDENCYPART_HEADBIGRAM
(13,5),(3,4),-0.0435599 # DEPENDENCYPART_HEADBIGRAM
(13,5),(5,4),-0.0795267 # DEPENDENCYPART_HEADBIGRAM
(13,5),(8,4),-0.0986891 # DEPENDENCYPART_HEADBIGRAM
(13,5),(9,4),-0.134456 # DEPENDENCYPART_HEADBIGRAM
(13,5),(11,4),-0.0997027 # DEPENDENCYPART_HEADBIGRAM
(13,5),(13,4),0.0312098 # DEPENDENCYPART_HEADBIGRAM
(13,5),(14,4),0.0376149 # DEPENDENCYPART_HEADBIGRAM
(13,7),(1,6),-0.101498 # DEPENDENCYPART_HEADBIGRAM
(13,7),(3,6),-0.115158 # DEPENDENCYPART_HEADBIGRAM
(13,7),(4,6),-0.0776352 # DEPENDENCYPART_HEADBIGRAM
(13,7),(5,6),-0.0912953 # DEPENDENCYPART_HEADBIGRAM
(13,7),(7,6),-0.109308 # DEPENDENCYPART_HEADBIGRAM
(13,7),(8,6),-0.110921 # DEPENDENCYPART_HEADBIGRAM
(13,7),(9,6),-0.150163 # DEPENDENCYPART_HEADBIGRAM
(13,7),(11,6),-0.119622 # DEPENDENCYPART_HEADBIGRAM
(13,7),(14,6),0.0207718 # DEPENDENCYPART_HEADBIGRAM
(13,7),(15,6),0.0216377 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.111421 # DEPENDENCYPART_HEADBIGRAM
(13,8),(9,7),-0.0920766 # DEPENDENCYPART_HEADBIGRAM
(13,8),(13,7),0.0590014 # DEPENDENCYPART_HEADBIGRAM
(13,8),(14,7),0.123148 # DEPENDENCYPART_HEADBIGRAM
(13,8),(15,7),0.119 # DEPENDENCYPART_HEADBIGRAM
(13,9),(0,8),-0.056825 # DEPENDENCYPART_HEADBIGRAM
(13,9),(1,8),-0.12568 # DEPENDENCYPART_HEADBIGRAM
(13,9),(3,8),-0.103398 # DEPENDENCYPART_HEADBIGRAM
(13,9),(4,8),-0.142836 # DEPENDENCYPART_HEADBIGRAM
(13,9),(5,8),-0.103398 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),-0.0281672 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.109183 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.114966 # DEPENDENCYPART_HEADBIGRAM
(13,9),(14,8),0.040156 # DEPENDENCYPART_HEADBIGRAM
(13,9),(15,8),0.040379 # DEPENDENCYPART_HEADBIGRAM
(13,10),(0,9),-0.0647135 # DEPENDENCYPART_HEADBIGRAM
(13,10),(1,9),-0.102965 # DEPENDENCYPART_HEADBIGRAM
(13,10),(3,9),-0.126502 # DEPENDENCYPART_HEADBIGRAM
(13,10),(4,9),-0.0830496 # DEPENDENCYPART_HEADBIGRAM
(13,10),(5,9),-0.111616 # DEPENDENCYPART_HEADBIGRAM
(13,10),(8,9),-0.121441 # DEPENDENCYPART_HEADBIGRAM
(13,10),(11,9),-0.115647 # DEPENDENCYPART_HEADBIGRAM
(13,10),(13,9),0.082612 # DEPENDENCYPART_HEADBIGRAM
(13,10),(14,9),0.0754528 # DEPENDENCYPART_HEADBIGRAM
(13,10),(15,9),0.0747847 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.153949 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.142776 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.123828 # DEPENDENCYPART_HEADBIGRAM
(13,11),(11,10),0.0775571 # DEPENDENCYPART_HEADBIGRAM
(13,11),(13,10),0.105655 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.065371 # DEPENDENCYPART_HEADBIGRAM
(13,12),(3,11),-0.163382 # DEPENDENCYPART_HEADBIGRAM
(13,12),(4,11),-0.131887 # DEPENDENCYPART_HEADBIGRAM
(13,12),(5,11),-0.168567 # DEPENDENCYPART_HEADBIGRAM
(13,12),(8,11),-0.0710405 # DEPENDENCYPART_HEADBIGRAM
(13,12),(9,11),-0.0957078 # DEPENDENCYPART_HEADBIGRAM
(13,12),(10,11),-0.0381728 # DEPENDENCYPART_HEADBIGRAM
(13,12),(13,11),0.031652 # DEPENDENCYPART_HEADBIGRAM
(13,12),(14,11),0.0573935 # DEPENDENCYPART_HEADBIGRAM
(13,12),(15,11),0.053474 # DEPENDENCYPART_HEADBIGRAM
(13,12),(19,11),0.0881809 # DEPENDENCYPART_HEADBIGRAM
(13,14),(3,13),-0.0561023 # DEPENDENCYPART_HEADBIGRAM
(13,14),(4,13),-0.0986576 # DEPENDENCYPART_HEADBIGRAM
(13,14),(5,13),-0.0561029 # DEPENDENCYPART_HEADBIGRAM
(13,14),(8,13),-0.0581994 # DEPENDENCYPART_HEADBIGRAM
(13,14),(9,13),-0.0714548 # DEPENDENCYPART_HEADBIGRAM
(13,14),(11,13),-0.0818007 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.143197 # DEPENDENCYPART_HEADBIGRAM
(13,14),(15,13),0.0458726 # DEPENDENCYPART_HEADBIGRAM
(13,14),(17,13),0.161825 # DEPENDENCYPART_HEADBIGRAM
(13,14),(20,13),0.108781 # DEPENDENCYPART_HEADBIGRAM
(13,15),(0,14),-0.105972 # DEPENDENCYPART_HEADBIGRAM
(13,15),(1,14),-0.0552151 # DEPENDENCYPART_HEADBIGRAM
(13,15),(3,14),-0.0464525 # DEPENDENCYPART_HEADBIGRAM
(13,15),(5,14),-0.0473761 # DEPENDENCYPART_HEADBIGRAM
(13,15),(8,14),-0.0473835 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0618395 # DEPENDENCYPART_HEADBIGRAM
(13,15),(11,14),-0.0535969 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.0614347 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.0866043 # DEPENDENCYPART_HEADBIGRAM
(13,15),(17,14),0.0935117 # DEPENDENCYPART_HEADBIGRAM
(13,17),(14,16),0.0723961 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.0726921 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.0111103 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.0694601 # DEPENDENCYPART_HEADBIGRAM
(13,17),(19,16),0.0608255 # DEPENDENCYPART_HEADBIGRAM
(13,17),(20,16),0.0510858 # DEPENDENCYPART_HEADBIGRAM
(13,18),(9,17),-0.0200973 # DEPENDENCYPART_HEADBIGRAM
(13,18),(11,17),-0.0698223 # DEPENDENCYPART_HEADBIGRAM
(13,18),(13,17),0.09536 # DEPENDENCYPART_HEADBIGRAM
(13,18),(14,17),0.0965363 # DEPENDENCYPART_HEADBIGRAM
(13,18),(15,17),0.136999 # DEPENDENCYPART_HEADBIGRAM
(13,18),(18,17),0.119408 # DEPENDENCYPART_HEADBIGRAM
(13,18),(19,17),0.062953 # DEPENDENCYPART_HEADBIGRAM
(13,18),(20,17),0.0219591 # DEPENDENCYPART_HEADBIGRAM
(13,18),(21,17),0.0565903 # DEPENDENCYPART_HEADBIGRAM
(13,18),(22,17),0.0219108 # DEPENDENCYPART_HEADBIGRAM
(14,3),(1,2),-0.117531 # DEPENDENCYPART_HEADBIGRAM
(14,3),(3,2),-0.0823435 # DEPENDENCYPART_HEADBIGRAM
(14,3),(4,2),-0.125897 # DEPENDENCYPART_HEADBIGRAM
(14,3),(5,2),-0.182991 # DEPENDENCYPART_HEADBIGRAM
(14,3),(8,2),-0.18143 # DEPENDENCYPART_HEADBIGRAM
(14,4),(0,3),-0.114332 # DEPENDENCYPART_HEADBIGRAM
(14,4),(1,3),-0.040435 # DEPENDENCYPART_HEADBIGRAM
(14,4),(5,3),-0.205974 # DEPENDENCYPART_HEADBIGRAM
(14,4),(8,3),-0.218668 # DEPENDENCYPART_HEADBIGRAM
(14,4),(9,3),-0.0968662 # DEPENDENCYPART_HEADBIGRAM
(14,4),(14,3),0.138321 # DEPENDENCYPART_HEADBIGRAM
(14,4),(15,3),0.113071 # DEPENDENCYPART_HEADBIGRAM
(14,5),(1,4),-0.114313 # DEPENDENCYPART_HEADBIGRAM
(14,5),(2,4),-0.0745522 # DEPENDENCYPART_HEADBIGRAM
(14,5),(3,4),-0.163006 # DEPENDENCYPART_HEADBIGRAM
(14,5),(5,4),-0.101819 # DEPENDENCYPART_HEADBIGRAM
(14,5),(8,4),-0.158366 # DEPENDENCYPART_HEADBIGRAM
(14,5),(9,4),-0.106681 # DEPENDENCYPART_HEADBIGRAM
(14,5),(11,4),-0.15967 # DEPENDENCYPART_HEADBIGRAM
(14,5),(13,4),-0.158177 # DEPENDENCYPART_HEADBIGRAM
(14,5),(14,4),0.0711868 # DEPENDENCYPART_HEADBIGRAM
(14,6),(1,5),-0.0111094 # DEPENDENCYPART_HEADBIGRAM
(14,6),(3,5),-0.166808 # DEPENDENCYPART_HEADBIGRAM
(14,6),(4,5),-0.230533 # DEPENDENCYPART_HEADBIGRAM
(14,6),(8,5),-0.194919 # DEPENDENCYPART_HEADBIGRAM
(14,6),(9,5),-0.0923768 # DEPENDENCYPART_HEADBIGRAM
(14,6),(11,5),-0.203362 # DEPENDENCYPART_HEADBIGRAM
(14,6),(13,5),-0.192223 # DEPENDENCYPART_HEADBIGRAM
(14,6),(14,5),0.114457 # DEPENDENCYPART_HEADBIGRAM
(14,6),(15,5),0.136821 # DEPENDENCYPART_HEADBIGRAM
(14,7),(1,6),-0.107847 # DEPENDENCYPART_HEADBIGRAM
(14,7),(3,6),0.0518594 # DEPENDENCYPART_HEADBIGRAM
(14,7),(4,6),-0.0839438 # DEPENDENCYPART_HEADBIGRAM
(14,7),(5,6),0.0887182 # DEPENDENCYPART_HEADBIGRAM
(14,7),(7,6),-0.116705 # DEPENDENCYPART_HEADBIGRAM
(14,7),(8,6),-0.0278607 # DEPENDENCYPART_HEADBIGRAM
(14,7),(9,6),-0.204528 # DEPENDENCYPART_HEADBIGRAM
(14,7),(11,6),-0.0373691 # DEPENDENCYPART_HEADBIGRAM
(14,7),(14,6),0.0172191 # DEPENDENCYPART_HEADBIGRAM
(14,7),(15,6),0.0265164 # DEPENDENCYPART_HEADBIGRAM
(14,8),(8,7),-0.134165 # DEPENDENCYPART_HEADBIGRAM
(14,8),(9,7),-0.106585 # DEPENDENCYPART_HEADBIGRAM
(14,8),(13,7),-0.107286 # DEPENDENCYPART_HEADBIGRAM
(14,8),(14,7),0.141829 # DEPENDENCYPART_HEADBIGRAM
(14,8),(15,7),0.109995 # DEPENDENCYPART_HEADBIGRAM
(14,9),(0,8),-0.101656 # DEPENDENCYPART_HEADBIGRAM
(14,9),(1,8),-0.140886 # DEPENDENCYPART_HEADBIGRAM
(14,9),(3,8),-0.099614 # DEPENDENCYPART_HEADBIGRAM
(14,9),(4,8),-0.0999005 # DEPENDENCYPART_HEADBIGRAM
(14,9),(5,8),-0.099614 # DEPENDENCYPART_HEADBIGRAM
(14,9),(9,8),-0.0286712 # DEPENDENCYPART_HEADBIGRAM
(14,9),(11,8),-0.106617 # DEPENDENCYPART_HEADBIGRAM
(14,9),(13,8),-0.106326 # DEPENDENCYPART_HEADBIGRAM
(14,9),(14,8),-0.0393274 # DEPENDENCYPART_HEADBIGRAM
(14,9),(15,8),0.0681412 # DEPENDENCYPART_HEADBIGRAM
(14,10),(0,9),-0.120171 # DEPENDENCYPART_HEADBIGRAM
(14,10),(1,9),-0.111251 # DEPENDENCYPART_HEADBIGRAM
(14,10),(3,9),-0.113483 # DEPENDENCYPART_HEADBIGRAM
(14,10),(4,9),-0.0942332 # DEPENDENCYPART_HEADBIGRAM
(14,10),(5,9),-0.0965035 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.108422 # DEPENDENCYPART_HEADBIGRAM
(14,10),(11,9),-0.108291 # DEPENDENCYPART_HEADBIGRAM
(14,10),(13,9),-0.108291 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),0.07934 # DEPENDENCYPART_HEADBIGRAM
(14,10),(15,9),0.0849057 # DEPENDENCYPART_HEADBIGRAM
(14,11),(5,10),-0.123519 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.112227 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.114574 # DEPENDENCYPART_HEADBIGRAM
(14,11),(11,10),-0.0123202 # DEPENDENCYPART_HEADBIGRAM
(14,11),(13,10),-0.128639 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.11315 # DEPENDENCYPART_HEADBIGRAM
(14,12),(3,11),-0.185333 # DEPENDENCYPART_HEADBIGRAM
(14,12),(4,11),-0.249421 # DEPENDENCYPART_HEADBIGRAM
(14,12),(5,11),-0.205335 # DEPENDENCYPART_HEADBIGRAM
(14,12),(8,11),-0.0960438 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),0.001789 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),-0.074976 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.203823 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.178738 # DEPENDENCYPART_HEADBIGRAM
(14,12),(15,11),0.148601 # DEPENDENCYPART_HEADBIGRAM
(14,12),(19,11),0.0808539 # DEPENDENCYPART_HEADBIGRAM
(14,13),(1,12),-0.0940178 # DEPENDENCYPART_HEADBIGRAM
(14,13),(3,12),-0.198972 # DEPENDENCYPART_HEADBIGRAM
(14,13),(5,12),-0.198972 # DEPENDENCYPART_HEADBIGRAM
(14,13),(8,12),-0.186057 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.128509 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.0670018 # DEPENDENCYPART_HEADBIGRAM
(14,13),(11,12),-0.137155 # DEPENDENCYPART_HEADBIGRAM
(14,13),(13,12),-0.19115 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.12764 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.114685 # DEPENDENCYPART_HEADBIGRAM
(14,15),(0,14),0.105149 # DEPENDENCYPART_HEADBIGRAM
(14,15),(1,14),-0.0486758 # DEPENDENCYPART_HEADBIGRAM
