# _root_ Those withdrawals , most of which were transferred to other T. Rowe Price funds , followed little change in the fund 's sales picture this year through August .
#goldHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,26,27,16,
#predictedHeads=2,16,2,5,7,5,2,7,8,14,14,14,14,9,2,0,18,16,18,21,24,21,24,19,26,16,16,27,16,
(24,24),(24,22),(24,21),-0.215564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,20),-0.119854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,19),-0.246692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,18),-0.226875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,17),-0.180766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,-1),-0.412059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,20),-0.0763596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,19),-0.246914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,18),-0.223243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,17),-0.111421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,21),(24,-1),-0.202405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,20),(24,19),-0.259292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,18),-0.281499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,17),-0.150009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,20),(24,-1),-0.155481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,19),(24,18),-0.0397745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,17),-0.216793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,19),(24,-1),-0.145589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,18),(24,17),-0.104229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,18),(24,-1),-0.193352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,17),(24,-1),-0.12019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,22),(24,21),-0.0814978 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,20),0.0166815 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,19),-0.0943789 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,18),-0.0863323 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,17),-0.00539169 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,-1),-0.224391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,21),(24,20),0.0274217 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,19),-0.0919053 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,18),-0.0653039 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,17),0.0429418 # DEPENDENCYPART_TRISIBL
(24,23),(24,21),(24,-1),-0.154476 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,20),(24,19),-0.0782268 # DEPENDENCYPART_TRISIBL
(24,23),(24,20),(24,18),-0.159258 # DEPENDENCYPART_TRISIBL
(24,23),(24,20),(24,17),-0.0124935 # DEPENDENCYPART_TRISIBL
(24,23),(24,20),(24,-1),-0.0866348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,19),(24,18),-0.0923094 # DEPENDENCYPART_TRISIBL
(24,23),(24,19),(24,17),-0.013621 # DEPENDENCYPART_TRISIBL
(24,23),(24,19),(24,-1),-0.14869 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,18),(24,17),0.044484 # DEPENDENCYPART_TRISIBL
(24,23),(24,18),(24,-1),-0.160854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,17),(24,-1),-0.126093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,21),(24,20),-0.0401036 # DEPENDENCYPART_TRISIBL
(24,22),(24,21),(24,19),-0.0789071 # DEPENDENCYPART_TRISIBL
(24,22),(24,21),(24,18),-0.124306 # DEPENDENCYPART_TRISIBL
(24,22),(24,21),(24,17),-0.110675 # DEPENDENCYPART_TRISIBL
(24,22),(24,21),(24,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,20),(24,19),-0.0770835 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,18),-0.0975667 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,17),-0.115778 # DEPENDENCYPART_TRISIBL
(24,22),(24,20),(24,-1),-0.135119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,19),(24,18),-0.0978503 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,17),-0.107722 # DEPENDENCYPART_TRISIBL
(24,22),(24,19),(24,-1),-0.123444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,18),(24,17),-0.110675 # DEPENDENCYPART_TRISIBL
(24,22),(24,18),(24,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,17),(24,-1),-0.130211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,20),(24,19),-0.0801549 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,18),-0.165026 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,17),-0.0227865 # DEPENDENCYPART_TRISIBL
(24,21),(24,20),(24,-1),-0.0729389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,19),(24,18),-0.0981369 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,17),-0.0238726 # DEPENDENCYPART_TRISIBL
(24,21),(24,19),(24,-1),-0.13185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,18),(24,17),0.0355447 # DEPENDENCYPART_TRISIBL
(24,21),(24,18),(24,-1),-0.137545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,21),(24,17),(24,-1),-0.11607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,19),(24,18),-0.208276 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,17),-0.154456 # DEPENDENCYPART_TRISIBL
(24,20),(24,19),(24,-1),-0.121905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,18),(24,17),-0.212236 # DEPENDENCYPART_TRISIBL
(24,20),(24,18),(24,-1),-0.166035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,17),(24,-1),-0.147943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,18),(24,17),-0.079191 # DEPENDENCYPART_TRISIBL
(24,19),(24,18),(24,-1),-0.192455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,17),(24,-1),-0.210526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,18),(24,17),(24,-1),-0.124263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,27),(25,30),-0.192717 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,27),(26,28),-0.143803 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,29),-0.168451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,30),-0.177726 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,28),(26,29),-0.113495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,28),(26,30),-0.10346 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,29),(26,30),-0.203276 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,27),(26,28),(26,29),-0.0751438 # DEPENDENCYPART_TRISIBL
(26,27),(26,28),(26,30),-0.0632688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,27),(26,29),(26,30),-0.0740842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,28),(26,29),(26,30),-0.00918085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,25),(26,24),-0.303659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,23),-0.316103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,21),-0.302151 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,20),-0.223181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,-1),-0.0373658 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,24),(26,23),-0.25071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,21),-0.233643 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,20),-0.0741907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,-1),-0.131143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,23),(26,21),-0.249034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,20),-0.0759691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,-1),-0.128466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,21),(26,20),-0.0714705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,-1),-0.145387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,20),(26,-1),-0.0735181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,24),(26,23),-0.219834 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,21),-0.218065 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,20),-0.321463 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,-1),-0.175723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,23),(26,21),-0.218066 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,20),-0.321463 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,-1),-0.175727 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,21),(26,20),-0.321463 # DEPENDENCYPART_TRISIBL
(26,25),(26,21),(26,-1),-0.175723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,20),(26,-1),-0.226775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,23),(26,21),-0.0755197 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,20),0.0313303 # DEPENDENCYPART_TRISIBL
(26,24),(26,23),(26,-1),-0.160973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,21),(26,20),0.0303129 # DEPENDENCYPART_TRISIBL
(26,24),(26,21),(26,-1),-0.146706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,24),(26,20),(26,-1),-0.0978752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,21),(26,20),0.017753 # DEPENDENCYPART_TRISIBL
(26,23),(26,21),(26,-1),-0.171444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,23),(26,20),(26,-1),-0.111184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,21),(26,20),(26,-1),-0.0974879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,28),(27,30),0.26176 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(27,27),(27,26),(27,25),-0.134397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,26),(27,24),-0.0840304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,26),(27,-1),-0.136276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,25),(27,24),-0.143108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(27,27),(27,25),(27,-1),-0.225132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,27),(27,24),(27,-1),-0.140266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,26),(27,25),(27,24),-0.171666 # DEPENDENCYPART_TRISIBL
(27,26),(27,25),(27,-1),-0.183848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,26),(27,24),(27,-1),-0.153909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,25),(27,24),(27,-1),-0.148876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,29),(28,30),-0.195568 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(28,28),(28,26),(28,25),-0.168741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,26),(28,24),-0.188219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,26),(28,23),-0.204253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,26),(28,21),-0.187187 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,26),(28,-1),-0.207409 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,25),(28,24),-0.281031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,25),(28,23),-0.293475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,25),(28,21),-0.279523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,25),(28,-1),-0.123527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,24),(28,23),-0.232266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,24),(28,21),-0.2152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,24),(28,-1),-0.190136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,23),(28,21),-0.230591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,23),(28,-1),-0.187459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,21),(28,-1),-0.204379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,26),(28,25),(28,24),-0.191692 # DEPENDENCYPART_TRISIBL
(28,26),(28,25),(28,23),-0.190614 # DEPENDENCYPART_TRISIBL
(28,26),(28,25),(28,21),-0.188254 # DEPENDENCYPART_TRISIBL
(28,26),(28,25),(28,-1),-0.170327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,26),(28,24),(28,23),-0.0932156 # DEPENDENCYPART_TRISIBL
(28,26),(28,24),(28,21),-0.0887627 # DEPENDENCYPART_TRISIBL
(28,26),(28,24),(28,-1),-0.139179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,26),(28,23),(28,21),-0.0916015 # DEPENDENCYPART_TRISIBL
(28,26),(28,23),(28,-1),-0.148214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,26),(28,21),(28,-1),-0.133946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,24),(28,23),-0.215109 # DEPENDENCYPART_TRISIBL
(28,25),(28,24),(28,21),-0.21334 # DEPENDENCYPART_TRISIBL
(28,25),(28,24),(28,-1),-0.164084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,23),(28,21),-0.21334 # DEPENDENCYPART_TRISIBL
(28,25),(28,23),(28,-1),-0.164088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,21),(28,-1),-0.164084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,23),(28,21),-0.0712253 # DEPENDENCYPART_TRISIBL
(28,24),(28,23),(28,-1),-0.144003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,24),(28,21),(28,-1),-0.129736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,23),(28,21),(28,-1),-0.154475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,29),(29,28),(29,-1),-0.644576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,1),0.148228 # DEPENDENCYPART_HEADBIGRAM
(0,2),(2,1),0.291936 # DEPENDENCYPART_HEADBIGRAM
(0,2),(7,1),0.0937171 # DEPENDENCYPART_HEADBIGRAM
(0,2),(16,1),0.0960783 # DEPENDENCYPART_HEADBIGRAM
(0,7),(5,6),0.111798 # DEPENDENCYPART_HEADBIGRAM
(0,7),(7,6),0.00188024 # DEPENDENCYPART_HEADBIGRAM
(0,7),(8,6),-0.058472 # DEPENDENCYPART_HEADBIGRAM
(0,7),(16,6),-0.0560735 # DEPENDENCYPART_HEADBIGRAM
(0,8),(0,7),0.00795659 # DEPENDENCYPART_HEADBIGRAM
(0,8),(2,7),0.061706 # DEPENDENCYPART_HEADBIGRAM
(0,8),(4,7),0.0699232 # DEPENDENCYPART_HEADBIGRAM
(0,8),(5,7),0.162358 # DEPENDENCYPART_HEADBIGRAM
(0,8),(6,7),0.181964 # DEPENDENCYPART_HEADBIGRAM
(0,8),(8,7),0.0415106 # DEPENDENCYPART_HEADBIGRAM
(0,8),(16,7),0.12237 # DEPENDENCYPART_HEADBIGRAM
(0,9),(0,8),0.108133 # DEPENDENCYPART_HEADBIGRAM
(0,9),(2,8),0.108826 # DEPENDENCYPART_HEADBIGRAM
(0,9),(5,8),0.106321 # DEPENDENCYPART_HEADBIGRAM
(0,9),(7,8),0.110614 # DEPENDENCYPART_HEADBIGRAM
(0,9),(13,8),0.0965543 # DEPENDENCYPART_HEADBIGRAM
(0,9),(14,8),0.0959603 # DEPENDENCYPART_HEADBIGRAM
(0,9),(16,8),0.0977514 # DEPENDENCYPART_HEADBIGRAM
(0,16),(2,15),0.393862 # DEPENDENCYPART_HEADBIGRAM
(0,16),(7,15),0.214409 # DEPENDENCYPART_HEADBIGRAM
(0,16),(8,15),0.21686 # DEPENDENCYPART_HEADBIGRAM
(0,16),(9,15),0.146794 # DEPENDENCYPART_HEADBIGRAM
(0,16),(11,15),0.267736 # DEPENDENCYPART_HEADBIGRAM
(0,16),(12,15),0.270094 # DEPENDENCYPART_HEADBIGRAM
(0,16),(13,15),0.197779 # DEPENDENCYPART_HEADBIGRAM
(0,16),(14,15),0.199877 # DEPENDENCYPART_HEADBIGRAM
(0,16),(16,15),0.177314 # DEPENDENCYPART_HEADBIGRAM
(0,16),(18,15),0.168746 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.0703554 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),0.0554832 # DEPENDENCYPART_HEADBIGRAM
(1,2),(7,1),0.0951081 # DEPENDENCYPART_HEADBIGRAM
(1,2),(16,1),0.0948811 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0590555 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.0775256 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.0906503 # DEPENDENCYPART_HEADBIGRAM
(1,3),(7,2),0.101535 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.101005 # DEPENDENCYPART_HEADBIGRAM
(1,3),(16,2),0.102363 # DEPENDENCYPART_HEADBIGRAM
(1,3),(18,2),0.0955277 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.093529 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.101395 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.0851893 # DEPENDENCYPART_HEADBIGRAM
(1,5),(16,4),0.0980616 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0779101 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.057641 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.0605853 # DEPENDENCYPART_HEADBIGRAM
(2,3),(7,2),0.178611 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.276971 # DEPENDENCYPART_HEADBIGRAM
(2,3),(16,2),0.282161 # DEPENDENCYPART_HEADBIGRAM
(2,3),(18,2),0.231819 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.056056 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.099891 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.0962464 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.0378882 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.0334837 # DEPENDENCYPART_HEADBIGRAM
(2,4),(14,3),0.0527622 # DEPENDENCYPART_HEADBIGRAM
(2,4),(16,3),0.0319797 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.103839 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.103448 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0973639 # DEPENDENCYPART_HEADBIGRAM
(2,5),(16,4),0.112958 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.258881 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.427092 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0898071 # DEPENDENCYPART_HEADBIGRAM
(2,7),(16,6),0.0909783 # DEPENDENCYPART_HEADBIGRAM
(2,8),(0,7),-0.0990215 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.105265 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.0869138 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.185603 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.181722 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.106023 # DEPENDENCYPART_HEADBIGRAM
(2,8),(16,7),0.104508 # DEPENDENCYPART_HEADBIGRAM
(2,9),(0,8),-0.0789475 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.118083 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.104286 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.103702 # DEPENDENCYPART_HEADBIGRAM
(2,9),(13,8),0.0909362 # DEPENDENCYPART_HEADBIGRAM
(2,9),(14,8),0.0903422 # DEPENDENCYPART_HEADBIGRAM
(2,9),(16,8),0.0957377 # DEPENDENCYPART_HEADBIGRAM
(2,14),(8,13),0.0688072 # DEPENDENCYPART_HEADBIGRAM
(2,14),(9,13),0.0802582 # DEPENDENCYPART_HEADBIGRAM
(2,14),(11,13),0.0813825 # DEPENDENCYPART_HEADBIGRAM
(2,14),(12,13),0.0816072 # DEPENDENCYPART_HEADBIGRAM
(2,14),(14,13),0.148877 # DEPENDENCYPART_HEADBIGRAM
(2,14),(16,13),0.0635398 # DEPENDENCYPART_HEADBIGRAM
(2,14),(18,13),0.0997509 # DEPENDENCYPART_HEADBIGRAM
(2,15),(2,14),0.130984 # DEPENDENCYPART_HEADBIGRAM
(2,15),(5,14),0.0937749 # DEPENDENCYPART_HEADBIGRAM
(2,15),(7,14),0.0853164 # DEPENDENCYPART_HEADBIGRAM
(2,15),(8,14),0.114868 # DEPENDENCYPART_HEADBIGRAM
(2,15),(9,14),0.181278 # DEPENDENCYPART_HEADBIGRAM
(2,15),(11,14),0.146389 # DEPENDENCYPART_HEADBIGRAM
(2,15),(12,14),0.167972 # DEPENDENCYPART_HEADBIGRAM
(2,15),(13,14),0.167113 # DEPENDENCYPART_HEADBIGRAM
(2,15),(16,14),0.0398635 # DEPENDENCYPART_HEADBIGRAM
(2,15),(18,14),0.0572113 # DEPENDENCYPART_HEADBIGRAM
(2,16),(2,15),0.110922 # DEPENDENCYPART_HEADBIGRAM
(2,16),(7,15),0.223068 # DEPENDENCYPART_HEADBIGRAM
(2,16),(8,15),0.22368 # DEPENDENCYPART_HEADBIGRAM
(2,16),(9,15),0.146704 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.0748825 # DEPENDENCYPART_HEADBIGRAM
(2,16),(12,15),0.0748825 # DEPENDENCYPART_HEADBIGRAM
(2,16),(13,15),0.005006 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.00437472 # DEPENDENCYPART_HEADBIGRAM
(2,16),(16,15),0.0695228 # DEPENDENCYPART_HEADBIGRAM
(2,16),(18,15),0.0710513 # DEPENDENCYPART_HEADBIGRAM
(2,18),(14,17),0.0833567 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.0342928 # DEPENDENCYPART_HEADBIGRAM
(2,18),(18,17),0.0932457 # DEPENDENCYPART_HEADBIGRAM
(2,18),(19,17),0.104188 # DEPENDENCYPART_HEADBIGRAM
(2,18),(21,17),0.0796854 # DEPENDENCYPART_HEADBIGRAM
(2,18),(24,17),0.0799108 # DEPENDENCYPART_HEADBIGRAM
(2,19),(2,18),0.0688952 # DEPENDENCYPART_HEADBIGRAM
(2,19),(8,18),0.0876209 # DEPENDENCYPART_HEADBIGRAM
(2,19),(9,18),0.210113 # DEPENDENCYPART_HEADBIGRAM
(2,19),(13,18),0.0717659 # DEPENDENCYPART_HEADBIGRAM
(2,19),(14,18),0.0712868 # DEPENDENCYPART_HEADBIGRAM
(2,19),(16,18),0.0600184 # DEPENDENCYPART_HEADBIGRAM
(2,19),(17,18),0.0724705 # DEPENDENCYPART_HEADBIGRAM
(2,19),(19,18),0.0920293 # DEPENDENCYPART_HEADBIGRAM
(2,19),(21,18),0.0506889 # DEPENDENCYPART_HEADBIGRAM
(2,19),(24,18),0.0519734 # DEPENDENCYPART_HEADBIGRAM
(2,29),(16,28),0.0347265 # DEPENDENCYPART_HEADBIGRAM
(2,29),(18,28),0.117596 # DEPENDENCYPART_HEADBIGRAM
(2,29),(19,28),0.0862698 # DEPENDENCYPART_HEADBIGRAM
(2,29),(21,28),0.11694 # DEPENDENCYPART_HEADBIGRAM
(2,29),(23,28),0.1178 # DEPENDENCYPART_HEADBIGRAM
(2,29),(24,28),0.119258 # DEPENDENCYPART_HEADBIGRAM
(2,29),(26,28),0.169453 # DEPENDENCYPART_HEADBIGRAM
(2,29),(27,28),0.166513 # DEPENDENCYPART_HEADBIGRAM
(2,29),(29,28),0.0699867 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0598857 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.116652 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0868027 # DEPENDENCYPART_HEADBIGRAM
(3,5),(16,4),0.097916 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0174235 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),-0.0671346 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.187487 # DEPENDENCYPART_HEADBIGRAM
(4,5),(16,4),0.222632 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0938406 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.158264 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0919218 # DEPENDENCYPART_HEADBIGRAM
(4,7),(16,6),0.093093 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.116973 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0396325 # DEPENDENCYPART_HEADBIGRAM
(5,2),(7,1),0.134925 # DEPENDENCYPART_HEADBIGRAM
(5,2),(16,1),0.08696 # DEPENDENCYPART_HEADBIGRAM
(5,3),(0,2),-0.0547805 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.0622358 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.159882 # DEPENDENCYPART_HEADBIGRAM
