# _root_ `` For $ 10 million , you can move $ 100 million of stocks , '' a specialist on the Big Board gripes .
#goldHeads=8,8,2,3,3,8,8,23,8,9,10,10,10,13,8,8,18,23,18,22,22,19,0,23,
#predictedHeads=23,8,2,3,3,8,8,23,8,9,10,10,10,13,23,23,18,23,18,22,22,19,0,23,
(9,9),(9,5),(9,2),-0.25832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,1),-0.149805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.108427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,2),(9,1),-0.209979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,2),(9,-1),-0.163375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,1),(9,-1),-0.310389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0653459 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0966632 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,2),-0.0768144 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,1),-0.0762617 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.114031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0993865 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,2),-0.0740465 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,1),-0.0749045 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.137717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,2),-0.0819513 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,1),-0.074598 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.0999249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,2),(9,1),-0.0747386 # DEPENDENCYPART_TRISIBL
(9,8),(9,2),(9,-1),-0.0728746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,1),(9,-1),-0.0785946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.1099 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,2),0.0334968 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,1),-0.102546 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.116668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,2),-0.058427 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,1),-0.145996 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.0651804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,2),(9,1),-0.152482 # DEPENDENCYPART_TRISIBL
(9,7),(9,2),(9,-1),0.0383009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,1),(9,-1),-0.141053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,2),-0.0700906 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,1),0.183253 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.126177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,2),(9,1),0.301315 # DEPENDENCYPART_TRISIBL
(9,6),(9,2),(9,-1),-0.0779319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,1),(9,-1),-0.0279218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,2),(9,1),-0.0986759 # DEPENDENCYPART_TRISIBL
(9,5),(9,2),(9,-1),-0.0537836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,1),(9,-1),-0.158374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,2),(9,1),(9,-1),-0.190426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),0.775797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.270728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0863875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.199377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.0875613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,19),-0.242906 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,24),-0.193093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),-0.277525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.282835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.0818722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.202502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.083046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,19),-0.255012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,24),-0.193949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),-0.307818 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.0534007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.128273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.0525674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,19),-0.156515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,24),-0.171703 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,25),-0.213502 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0935857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.0931593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,19),-0.10565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,24),-0.103949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,25),-0.166977 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,18),-0.164924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,19),-0.277708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,24),-0.154566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,25),-0.38333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,19),-0.100636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,24),-0.0983233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,25),-0.155965 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,19),(10,24),-0.185413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,19),(10,25),-0.236963 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,24),(10,25),-0.230339 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),0.187619 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0570542 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0743767 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.0570496 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,19),0.0460905 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,24),-0.080398 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),0.0297069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0851201 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0184403 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.085111 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,19),-0.00920643 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,24),-0.0338763 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,25),-0.120991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.034309 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0922775 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,19),-0.00587699 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,24),-0.0529803 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,25),-0.0921662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,18),-0.0894774 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,19),-0.0699478 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,24),-0.0562656 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,25),-0.231834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,19),-0.00587695 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,24),-0.0529803 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,25),-0.0921636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,19),(10,24),-0.0391383 # DEPENDENCYPART_TRISIBL
(10,11),(10,19),(10,25),-0.164282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,24),(10,25),-0.188704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0863647 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),0.0124488 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.0863556 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,19),-0.018218 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,24),-0.0292029 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,25),-0.0852956 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0212849 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.0936324 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,19),-0.00360575 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,24),-0.0528198 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,25),-0.0545184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,18),-0.0983965 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,19),-0.0843643 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,24),-0.0560431 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,25),-0.20821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,19),-0.00360571 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,24),-0.0528198 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,25),-0.0545159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,19),(10,24),-0.0344649 # DEPENDENCYPART_TRISIBL
(10,12),(10,19),(10,25),-0.128587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,24),(10,25),-0.155972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.0542963 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),-0.0272107 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,19),-0.0723083 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,24),-0.0767433 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,25),-0.0481082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,18),0.147561 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,19),0.0458493 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,24),-0.0855521 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,25),-0.262513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,19),-0.0718863 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,24),-0.0762467 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,25),-0.0459769 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,19),(10,24),-0.0785802 # DEPENDENCYPART_TRISIBL
(10,13),(10,19),(10,25),-0.0698474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,24),(10,25),-0.0813411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,18),-0.113073 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,19),-0.0215019 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,24),-0.0760405 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,25),-0.0909318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,18),(10,19),-0.0643048 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,24),-0.0840731 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,25),-0.0978126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,19),(10,24),-0.0693148 # DEPENDENCYPART_TRISIBL
(10,14),(10,19),(10,25),-0.0551627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,24),(10,25),-0.0642218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,19),-0.0573806 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,24),-0.0951191 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,25),-0.00433706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,19),(10,24),-0.0796272 # DEPENDENCYPART_TRISIBL
(10,15),(10,19),(10,25),-0.0255984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,24),(10,25),-0.106985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,19),(10,24),-0.0729214 # DEPENDENCYPART_TRISIBL
(10,18),(10,19),(10,25),-0.0646984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,24),(10,25),-0.0742174 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,24),(10,25),-0.06967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.166471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.142552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.109521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.143593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,19),-0.128037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.147367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,22),-0.15015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,25),-0.294081 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.11572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.088549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.114754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),-0.102633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.118681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,22),-0.121611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,25),-0.149402 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.0603382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.133582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,19),-0.060191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.136941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,22),-0.140217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,25),-0.0994058 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,18),-0.227471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.280754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),-0.232479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,22),-0.23882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,25),-0.395064 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,19),-0.0551762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,21),-0.139003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,22),-0.142279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,25),-0.0882681 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,21),-0.130185 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,22),-0.133115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,25),-0.195562 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,22),-0.140758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,25),-0.0943794 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,22),(11,25),-0.0855325 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.113844 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0192844 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.113835 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0544636 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.113835 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,22),-0.113835 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,25),-0.100384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0492544 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.101408 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0536682 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.101408 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,22),-0.101408 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,25),-0.101018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,18),-0.103233 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.0694371 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),-0.103233 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,22),-0.103234 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,25),-0.181546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,19),-0.0536682 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,21),-0.101408 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,22),-0.101408 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,25),-0.101016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,21),-0.107741 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,22),-0.107742 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,25),-0.119206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,22),-0.101408 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,25),-0.101376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,22),(11,25),-0.101016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0694667 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.00679283 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.113862 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.00681405 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,22),-0.00681489 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,25),-0.100055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,18),0.19138 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0418325 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),0.191349 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,22),0.191352 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,25),-0.329379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,19),-0.11344 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,21),-0.0068137 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,22),-0.00681454 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,25),-0.097924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,21),0.00709834 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,22),0.00709966 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,25),-0.115866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,21),(11,22),-0.00687807 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,25),-0.0984915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,22),(11,25),-0.0982065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,18),-0.093825 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0613008 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,21),-0.093948 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,22),-0.0938763 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,25),-0.0934015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,19),-0.0762211 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,21),-0.101577 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,22),-0.102242 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,25),-0.104673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,21),-0.114697 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,22),-0.114892 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,25),-0.0573029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,21),(11,22),-0.102242 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,25),-0.104494 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,22),(11,25),-0.105035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,18),(11,19),-0.0498449 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,21),-0.0781011 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,22),-0.0781179 # DEPENDENCYPART_TRISIBL
(11,15),(11,18),(11,25),0.0132244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,21),-0.0555042 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,22),-0.0555207 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,25),-0.111055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,21),(11,22),-0.0781179 # DEPENDENCYPART_TRISIBL
(11,15),(11,21),(11,25),0.0143203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,22),(11,25),0.0102594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,19),(11,21),-0.115858 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,22),-0.116053 # DEPENDENCYPART_TRISIBL
(11,18),(11,19),(11,25),-0.0668386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,21),(11,22),-0.103404 # DEPENDENCYPART_TRISIBL
(11,18),(11,21),(11,25),-0.118424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,22),(11,25),-0.118966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,21),(11,22),-0.0393569 # DEPENDENCYPART_TRISIBL
(11,19),(11,21),(11,25),-0.0860258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,22),(11,25),-0.0857408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,21),(11,22),(11,25),-0.121243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,2),-0.333006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.194136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,-1),-0.318073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,-1),-0.225707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.118219 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.0932915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.155572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.117253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.0975502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.12118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,22),-0.12411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),-0.1688 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,25),-0.197645 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.0635867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.124733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.138038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.0502682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.141398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.144674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.0930346 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
