# _root_ `` We 're encouraged that talks are scheduled again but beyond that , we have made no expression of expectations , '' a Boeing spokesman said .
#goldHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
#predictedHeads=26,3,26,3,4,7,5,7,8,3,15,11,15,15,10,15,18,16,18,19,26,26,25,25,26,0,26,
(16,3),(3,16),-1.09457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,21),-0.544272 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.535829 # DEPENDENCYPART_GRANDPAR
(16,3),(3,27),-0.603672 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.210165 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.26916 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.269331 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.0793999 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),0.0710455 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.404473 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.308544 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.297618 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.245622 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.00825558 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),0.00385559 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.059823 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),0.165218 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.0523205 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.0014689 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),0.152804 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),0.0313358 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.190486 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.197681 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),0.0105865 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),0.0941549 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),0.0869035 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.126119 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.298935 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.00678008 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.101802 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.0774918 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.365196 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.308304 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.147561 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.99533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),0.0492034 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.117754 # DEPENDENCYPART_GRANDPAR
(16,11),(11,21),-0.459368 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.277165 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.310694 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.334517 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.08226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,26),-0.6067 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.134916 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.06684 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,19),0.222049 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.703034 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.532699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.996622 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.00409918 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0298757 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0808284 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.137523 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.0123251 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.368035 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.174635 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.737649 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.18854 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.198997 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.932168 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.568337 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.113001 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.173607 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.106974 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0102334 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.374586 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.164053 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.404947 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.579515 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),0.032415 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.115073 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.207218 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.102563 # DEPENDENCYPART_GRANDPAR
(16,25),(25,17),0.979055 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.0658521 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.0837274 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),0.308646 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),0.14547 # DEPENDENCYPART_GRANDPAR
(16,26),(26,1),-0.625822 # DEPENDENCYPART_GRANDPAR
(16,26),(26,3),-0.629624 # DEPENDENCYPART_GRANDPAR
(16,26),(26,4),-0.452767 # DEPENDENCYPART_GRANDPAR
(16,26),(26,5),-0.182335 # DEPENDENCYPART_GRANDPAR
(16,26),(26,6),-0.631575 # DEPENDENCYPART_GRANDPAR
(16,26),(26,7),-0.632251 # DEPENDENCYPART_GRANDPAR
(16,26),(26,8),-0.493575 # DEPENDENCYPART_GRANDPAR
(16,26),(26,9),-0.568789 # DEPENDENCYPART_GRANDPAR
(16,26),(26,10),-0.553328 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-0.396098 # DEPENDENCYPART_GRANDPAR
(16,26),(26,12),-0.491967 # DEPENDENCYPART_GRANDPAR
(16,26),(26,13),-0.77009 # DEPENDENCYPART_GRANDPAR
(16,26),(26,14),-0.748116 # DEPENDENCYPART_GRANDPAR
(16,26),(26,15),-0.684026 # DEPENDENCYPART_GRANDPAR
(16,26),(26,16),-0.600174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,26),(26,17),0.754843 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.503631 # DEPENDENCYPART_GRANDPAR
(16,26),(26,19),0.0287183 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.152379 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-0.216466 # DEPENDENCYPART_GRANDPAR
(16,26),(26,22),-0.231673 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.0452228 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),0.0518166 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.348332 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.232982 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.34984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.036544 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.673826 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.488412 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.107526 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.01901 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.189282 # DEPENDENCYPART_GRANDPAR
(18,12),(12,26),-0.747709 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.115532 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.643243 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.234786 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.187168 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.188101 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.921887 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.00809462 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.190564 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.17343 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.68773 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.61489 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.80967 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.657069 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.78217 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.518226 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.647679 # DEPENDENCYPART_GRANDPAR
(18,16),(16,27),-1.12071 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.595422 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.563302 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.154661 # DEPENDENCYPART_GRANDPAR
(18,19),(19,25),0.269054 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.707381 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.579459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.0784843 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.118498 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.206876 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.292924 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.0985786 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.0917167 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.00421732 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.651764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,20),-0.0780341 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.240385 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.189747 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.180634 # DEPENDENCYPART_GRANDPAR
(18,25),(25,17),-0.778239 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),-0.0270777 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.160616 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.196342 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.227164 # DEPENDENCYPART_GRANDPAR
(18,26),(26,1),-1.0575 # DEPENDENCYPART_GRANDPAR
(18,26),(26,3),-0.5397 # DEPENDENCYPART_GRANDPAR
(18,26),(26,4),-0.64377 # DEPENDENCYPART_GRANDPAR
(18,26),(26,5),-1.16039 # DEPENDENCYPART_GRANDPAR
(18,26),(26,6),-0.897525 # DEPENDENCYPART_GRANDPAR
(18,26),(26,7),-0.540356 # DEPENDENCYPART_GRANDPAR
(18,26),(26,8),-0.693808 # DEPENDENCYPART_GRANDPAR
(18,26),(26,9),-0.779375 # DEPENDENCYPART_GRANDPAR
(18,26),(26,10),-0.899434 # DEPENDENCYPART_GRANDPAR
(18,26),(26,11),-1.01635 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-1.11063 # DEPENDENCYPART_GRANDPAR
(18,26),(26,13),-0.976852 # DEPENDENCYPART_GRANDPAR
(18,26),(26,14),-0.574745 # DEPENDENCYPART_GRANDPAR
(18,26),(26,15),-0.397484 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.584223 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.580228 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.546491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,19),0.171317 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),-0.0435183 # DEPENDENCYPART_GRANDPAR
(18,26),(26,21),-0.243298 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.151007 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.0451526 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.23225 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.150669 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.699215 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.75159 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,17),-1.41376 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.25285 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.202515 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.0205552 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.375176 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.141793 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.72253 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-0.212867 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-1.39662 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.737247 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0364198 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.455807 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.0658993 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.336327 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.90046 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.618734 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.723621 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.359637 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.29251 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.887931 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.911843 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.524983 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.888853 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.73409 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.273002 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.278014 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.114829 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-1.14409 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.840161 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,23),-0.275926 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.140566 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.203201 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-1.29978 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.74168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),-0.363956 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.279653 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.0736129 # DEPENDENCYPART_GRANDPAR
(20,26),(26,1),-1.40268 # DEPENDENCYPART_GRANDPAR
(20,26),(26,3),-1.39258 # DEPENDENCYPART_GRANDPAR
(20,26),(26,4),-1.27675 # DEPENDENCYPART_GRANDPAR
(20,26),(26,5),-1.90955 # DEPENDENCYPART_GRANDPAR
(20,26),(26,6),-1.3049 # DEPENDENCYPART_GRANDPAR
(20,26),(26,7),-1.36488 # DEPENDENCYPART_GRANDPAR
(20,26),(26,8),-1.25237 # DEPENDENCYPART_GRANDPAR
(20,26),(26,9),-1.34311 # DEPENDENCYPART_GRANDPAR
(20,26),(26,10),-1.21513 # DEPENDENCYPART_GRANDPAR
(20,26),(26,11),-1.61846 # DEPENDENCYPART_GRANDPAR
(20,26),(26,12),-1.18873 # DEPENDENCYPART_GRANDPAR
(20,26),(26,13),-1.40941 # DEPENDENCYPART_GRANDPAR
(20,26),(26,14),-0.987208 # DEPENDENCYPART_GRANDPAR
(20,26),(26,15),-1.11263 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-1.01784 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-1.06413 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.955636 # DEPENDENCYPART_GRANDPAR
(20,26),(26,19),-1.17698 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-0.852726 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,21),-0.31721 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),-0.430666 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.0792211 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0020186 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.230755 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.517926 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-0.740357 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.622949 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-1.20372 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.128204 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.135995 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.357946 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-0.861265 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.721689 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.12464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.176762 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.321306 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.448196 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.277228 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.492217 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.127044 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.465131 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.525134 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),-0.491407 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.30085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.471614 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.653823 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.456986 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.333684 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.482737 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.506501 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.495414 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.20095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.381023 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.606439 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.384437 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.23123 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,17),-1.2886 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.994167 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.01666 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.27193 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.81048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,1),-1.1541 # DEPENDENCYPART_GRANDPAR
(24,26),(26,3),-0.925994 # DEPENDENCYPART_GRANDPAR
(24,26),(26,4),-0.786054 # DEPENDENCYPART_GRANDPAR
(24,26),(26,5),-0.834651 # DEPENDENCYPART_GRANDPAR
(24,26),(26,6),-0.985249 # DEPENDENCYPART_GRANDPAR
(24,26),(26,7),-0.85056 # DEPENDENCYPART_GRANDPAR
(24,26),(26,8),-0.762488 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-0.955334 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-0.758541 # DEPENDENCYPART_GRANDPAR
(24,26),(26,11),-0.781643 # DEPENDENCYPART_GRANDPAR
(24,26),(26,12),-1.00463 # DEPENDENCYPART_GRANDPAR
(24,26),(26,13),-0.983138 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-0.710824 # DEPENDENCYPART_GRANDPAR
(24,26),(26,15),-0.796811 # DEPENDENCYPART_GRANDPAR
(24,26),(26,16),-0.789263 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.05079 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-0.844159 # DEPENDENCYPART_GRANDPAR
(24,26),(26,19),-0.580452 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.89236 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.982392 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.866113 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.981704 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.926711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.117198 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.657581 # DEPENDENCYPART_GRANDPAR
(25,17),(17,19),-0.244853 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.812559 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.496482 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.672729 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.421181 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.251033 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),-0.262348 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.5408 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.717452 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.45501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,22),-0.354035 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.477119 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.414732 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.333073 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.416711 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.5837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.733524 # DEPENDENCYPART_GRANDPAR
(26,1),(1,2),-0.306076 # DEPENDENCYPART_GRANDPAR
(26,1),(1,3),0.0595706 # DEPENDENCYPART_GRANDPAR
(26,3),(3,1),-0.219736 # DEPENDENCYPART_GRANDPAR
(26,3),(3,2),0.178619 # DEPENDENCYPART_GRANDPAR
(26,3),(3,4),0.0317621 # DEPENDENCYPART_GRANDPAR
(26,3),(3,5),0.129916 # DEPENDENCYPART_GRANDPAR
(26,3),(3,6),-0.285414 # DEPENDENCYPART_GRANDPAR
(26,3),(3,7),-0.313976 # DEPENDENCYPART_GRANDPAR
(26,3),(3,8),-0.107393 # DEPENDENCYPART_GRANDPAR
(26,3),(3,9),0.131799 # DEPENDENCYPART_GRANDPAR
(26,3),(3,10),0.666984 # DEPENDENCYPART_GRANDPAR
(26,3),(3,11),0.264958 # DEPENDENCYPART_GRANDPAR
(26,3),(3,13),0.600811 # DEPENDENCYPART_GRANDPAR
(26,3),(3,15),-0.037247 # DEPENDENCYPART_GRANDPAR
(26,3),(3,16),0.412534 # DEPENDENCYPART_GRANDPAR
(26,3),(3,21),0.215915 # DEPENDENCYPART_GRANDPAR
(26,3),(3,22),-0.0847798 # DEPENDENCYPART_GRANDPAR
(26,3),(3,27),-0.594539 # DEPENDENCYPART_GRANDPAR
(26,4),(4,1),-0.193103 # DEPENDENCYPART_GRANDPAR
(26,4),(4,2),-0.0035895 # DEPENDENCYPART_GRANDPAR
(26,4),(4,3),0.266036 # DEPENDENCYPART_GRANDPAR
(26,4),(4,5),0.0505569 # DEPENDENCYPART_GRANDPAR
(26,4),(4,6),-0.291779 # DEPENDENCYPART_GRANDPAR
(26,4),(4,7),-0.339386 # DEPENDENCYPART_GRANDPAR
(26,4),(4,8),-0.15881 # DEPENDENCYPART_GRANDPAR
(26,4),(4,9),0.0556306 # DEPENDENCYPART_GRANDPAR
(26,4),(4,10),0.65699 # DEPENDENCYPART_GRANDPAR
(26,4),(4,11),0.245607 # DEPENDENCYPART_GRANDPAR
(26,4),(4,13),0.55077 # DEPENDENCYPART_GRANDPAR
(26,4),(4,15),-0.0206226 # DEPENDENCYPART_GRANDPAR
(26,4),(4,21),0.165875 # DEPENDENCYPART_GRANDPAR
(26,4),(4,24),0.266268 # DEPENDENCYPART_GRANDPAR
(26,5),(5,4),0.112422 # DEPENDENCYPART_GRANDPAR
(26,5),(5,6),-0.608003 # DEPENDENCYPART_GRANDPAR
(26,5),(5,7),-0.489697 # DEPENDENCYPART_GRANDPAR
(26,5),(5,8),-0.202052 # DEPENDENCYPART_GRANDPAR
(26,5),(5,10),0.435064 # DEPENDENCYPART_GRANDPAR
(26,5),(5,13),0.292518 # DEPENDENCYPART_GRANDPAR
(26,5),(5,15),-0.140796 # DEPENDENCYPART_GRANDPAR
(26,6),(6,1),-0.523711 # DEPENDENCYPART_GRANDPAR
(26,6),(6,3),0.148225 # DEPENDENCYPART_GRANDPAR
(26,6),(6,4),-0.122161 # DEPENDENCYPART_GRANDPAR
(26,6),(6,5),-0.158664 # DEPENDENCYPART_GRANDPAR
(26,6),(6,7),-0.376964 # DEPENDENCYPART_GRANDPAR
(26,6),(6,8),-0.0113357 # DEPENDENCYPART_GRANDPAR
(26,6),(6,9),0.0502938 # DEPENDENCYPART_GRANDPAR
(26,6),(6,10),0.458403 # DEPENDENCYPART_GRANDPAR
(26,6),(6,11),0.162937 # DEPENDENCYPART_GRANDPAR
(26,7),(7,1),-0.259988 # DEPENDENCYPART_GRANDPAR
(26,7),(7,2),0.166173 # DEPENDENCYPART_GRANDPAR
(26,7),(7,3),0.348487 # DEPENDENCYPART_GRANDPAR
(26,7),(7,4),0.171202 # DEPENDENCYPART_GRANDPAR
(26,7),(7,5),-0.0331856 # DEPENDENCYPART_GRANDPAR
(26,7),(7,6),-0.200335 # DEPENDENCYPART_GRANDPAR
(26,7),(7,8),-0.140862 # DEPENDENCYPART_GRANDPAR
(26,7),(7,9),0.214843 # DEPENDENCYPART_GRANDPAR
(26,7),(7,10),0.723551 # DEPENDENCYPART_GRANDPAR
(26,7),(7,11),0.264436 # DEPENDENCYPART_GRANDPAR
(26,7),(7,12),-0.418069 # DEPENDENCYPART_GRANDPAR
