# _root_ The establishment of the separate company , to be called Courtaulds Textiles , could be effective as early as next year 's first quarter .
#goldHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,12,10,6,0,14,15,15,17,17,21,24,21,24,19,14,
(17,16),(17,13),(17,8),-0.124851 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,6),-0.116941 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,2),-0.112198 # DEPENDENCYPART_TRISIBL
(17,16),(17,13),(17,-1),-0.2511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,12),(17,11),-0.090799 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,9),-0.100061 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,8),-0.118346 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,6),-0.0926412 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,2),-0.090799 # DEPENDENCYPART_TRISIBL
(17,16),(17,12),(17,-1),-0.139246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,11),(17,9),-0.100061 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,8),-0.118346 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,6),-0.0926412 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,2),-0.090799 # DEPENDENCYPART_TRISIBL
(17,16),(17,11),(17,-1),-0.139246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,9),(17,8),-0.121753 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,6),-0.0983022 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,2),-0.0925754 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,-1),-0.155445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,8),(17,6),-0.101518 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,2),-0.0967846 # DEPENDENCYPART_TRISIBL
(17,16),(17,8),(17,-1),-0.124584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,6),(17,2),-0.0910127 # DEPENDENCYPART_TRISIBL
(17,16),(17,6),(17,-1),-0.132702 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,2),(17,-1),-0.139246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,13),(17,12),-0.0553827 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,11),-0.0553918 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,9),-0.126586 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,8),-0.0824682 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,6),-0.0491417 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,2),-0.0553827 # DEPENDENCYPART_TRISIBL
(17,15),(17,13),(17,-1),-0.194581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,12),(17,11),-0.0855692 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,9),-0.154644 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,8),-0.0803164 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,6),-0.0724812 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,2),-0.0855646 # DEPENDENCYPART_TRISIBL
(17,15),(17,12),(17,-1),-0.0915128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,11),(17,9),-0.154644 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,8),-0.0803164 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,6),-0.0724812 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,2),-0.0855646 # DEPENDENCYPART_TRISIBL
(17,15),(17,11),(17,-1),-0.091513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,9),(17,8),-0.0860866 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,6),-0.0870893 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,2),-0.0948059 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,-1),-0.139377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,8),(17,6),-0.0344968 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,2),-0.0442968 # DEPENDENCYPART_TRISIBL
(17,15),(17,8),(17,-1),-0.0878872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,6),(17,2),-0.0863189 # DEPENDENCYPART_TRISIBL
(17,15),(17,6),(17,-1),-0.0867672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,2),(17,-1),-0.0915134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,12),(17,11),-0.0079787 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,9),-0.119441 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,8),-0.0135744 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,6),0.0044161 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,2),-0.0079787 # DEPENDENCYPART_TRISIBL
(17,13),(17,12),(17,-1),-0.00893188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,11),(17,9),-0.119411 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,8),-0.0135744 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,6),0.00441626 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,2),-0.00797854 # DEPENDENCYPART_TRISIBL
(17,13),(17,11),(17,-1),-0.0103043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,9),(17,8),0.0202135 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,6),-0.0513625 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,2),-0.065242 # DEPENDENCYPART_TRISIBL
(17,13),(17,9),(17,-1),-0.0795737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,8),(17,6),-0.0806623 # DEPENDENCYPART_TRISIBL
(17,13),(17,8),(17,2),-0.0885297 # DEPENDENCYPART_TRISIBL
(17,13),(17,8),(17,-1),-0.0664493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,6),(17,2),-0.00815215 # DEPENDENCYPART_TRISIBL
(17,13),(17,6),(17,-1),-0.0176867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,13),(17,2),(17,-1),-0.0101187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,11),(17,9),-0.116013 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,8),-0.104612 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,6),-0.124336 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,2),-0.143659 # DEPENDENCYPART_TRISIBL
(17,12),(17,11),(17,-1),-0.142728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,9),(17,8),-0.115351 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,6),-0.141042 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,2),-0.148464 # DEPENDENCYPART_TRISIBL
(17,12),(17,9),(17,-1),-0.196498 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,8),(17,6),-0.146724 # DEPENDENCYPART_TRISIBL
(17,12),(17,8),(17,2),-0.154373 # DEPENDENCYPART_TRISIBL
(17,12),(17,8),(17,-1),-0.168235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,6),(17,2),-0.144022 # DEPENDENCYPART_TRISIBL
(17,12),(17,6),(17,-1),-0.138793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,12),(17,2),(17,-1),-0.142361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,9),(17,8),-0.115351 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,6),-0.141509 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,2),-0.14893 # DEPENDENCYPART_TRISIBL
(17,11),(17,9),(17,-1),-0.196724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,8),(17,6),-0.14719 # DEPENDENCYPART_TRISIBL
(17,11),(17,8),(17,2),-0.154839 # DEPENDENCYPART_TRISIBL
(17,11),(17,8),(17,-1),-0.168491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,6),(17,2),-0.144488 # DEPENDENCYPART_TRISIBL
(17,11),(17,6),(17,-1),-0.139049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,11),(17,2),(17,-1),-0.142617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,8),(17,6),-0.0344968 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,2),-0.0442968 # DEPENDENCYPART_TRISIBL
(17,9),(17,8),(17,-1),-0.0878872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,6),(17,2),-0.0863189 # DEPENDENCYPART_TRISIBL
(17,9),(17,6),(17,-1),-0.0867672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,2),(17,-1),-0.0915134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,6),(17,2),-0.139847 # DEPENDENCYPART_TRISIBL
(17,8),(17,6),(17,-1),-0.0553408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,8),(17,2),(17,-1),-0.057927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,6),(17,2),(17,-1),-0.149573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,20),-0.0563606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,21),-0.0578125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,23),-0.0527629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,24),-0.109884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,19),(18,26),-0.187063 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,20),(18,21),-0.0926097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,23),-0.0687436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,24),-0.152303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,20),(18,26),-0.203549 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,21),(18,23),-0.0196382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,24),-0.146511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,21),(18,26),-0.0996499 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,23),(18,24),-0.148524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,23),(18,26),-0.175917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,24),(18,26),-0.0779444 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,19),(18,20),(18,21),-0.0484132 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,23),-0.0433387 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,24),-0.0430982 # DEPENDENCYPART_TRISIBL
(18,19),(18,20),(18,26),-0.0848039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,21),(18,23),-0.0436583 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,24),-0.0483445 # DEPENDENCYPART_TRISIBL
(18,19),(18,21),(18,26),0.0109906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,23),(18,24),-0.04333 # DEPENDENCYPART_TRISIBL
(18,19),(18,23),(18,26),-0.088478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,19),(18,24),(18,26),0.0163755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,21),(18,23),-0.081664 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,24),-0.0574271 # DEPENDENCYPART_TRISIBL
(18,20),(18,21),(18,26),-0.100129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,23),(18,24),-0.063105 # DEPENDENCYPART_TRISIBL
(18,20),(18,23),(18,26),-0.113108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,20),(18,24),(18,26),-0.107794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,23),(18,24),-0.0833386 # DEPENDENCYPART_TRISIBL
(18,21),(18,23),(18,26),-0.0539579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,21),(18,24),(18,26),-0.104164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,23),(18,24),(18,26),-0.104631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,16),-0.156031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.166865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.12903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,12),-0.118926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,9),-0.166865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,8),-0.167214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,6),-0.114812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,2),-0.118589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.322994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.142687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.117551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,12),-0.151765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,9),-0.142687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,8),-0.189131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,6),-0.159951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,2),-0.15144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.240644 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,13),-0.0821878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,12),-0.0320231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,9),-0.146167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,8),-0.0940246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,6),-0.0414155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,2),-0.0316978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.138453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,12),-0.144226 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,9),-0.17584 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,8),-0.224647 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,6),-0.144159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,2),-0.143896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.307415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,12),(18,9),-0.118678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,8),-0.229076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,6),-0.163344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,2),-0.156753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,12),(18,-1),-0.107982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,9),(18,8),-0.0940246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,6),-0.0414155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,2),-0.0316978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,-1),-0.138453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,6),-0.160004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,2),-0.168019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,-1),-0.244878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,6),(18,2),-0.156887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,6),(18,-1),-0.112342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,2),(18,-1),-0.107062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),-0.128839 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.028697 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,12),-0.0842005 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,9),-0.128839 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,8),-0.0752511 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,6),-0.0830189 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,2),-0.0842005 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.21177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,13),-0.0357219 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,12),-0.0805618 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,9),-0.134143 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,8),-0.0779799 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,6),-0.0794583 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,2),-0.0805618 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.232154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,12),0.0133717 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,9),-0.142475 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,8),-0.0731404 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,6),0.0167307 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,2),0.0133717 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),-0.288981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,12),(18,9),-0.142051 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,8),-0.078386 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,6),-0.105061 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,2),-0.106129 # DEPENDENCYPART_TRISIBL
(18,17),(18,12),(18,-1),-0.184481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,9),(18,8),-0.0779799 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,6),-0.0794583 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,2),-0.0805618 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,-1),-0.232154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,6),-0.0676329 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,2),-0.0688148 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,-1),-0.142481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,6),(18,2),-0.106129 # DEPENDENCYPART_TRISIBL
(18,17),(18,6),(18,-1),-0.18127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,2),(18,-1),-0.184469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,13),-0.0877477 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,12),-0.0925442 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,9),-0.109171 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,8),-0.121562 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,6),-0.098271 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,2),-0.0925442 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.165398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,12),-0.112151 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,9),-0.0589384 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,8),-0.12466 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,6),-0.116895 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,2),-0.112151 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.259354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,12),(18,9),-0.100059 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,8),-0.118155 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,6),-0.0926083 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,2),-0.0907661 # DEPENDENCYPART_TRISIBL
(18,16),(18,12),(18,-1),-0.149986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,8),-0.121562 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,6),-0.098271 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,2),-0.0925442 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,-1),-0.165398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,6),-0.101486 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,2),-0.0967518 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,-1),-0.134501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,6),(18,2),-0.0909799 # DEPENDENCYPART_TRISIBL
(18,16),(18,6),(18,-1),-0.143442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,2),(18,-1),-0.149986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),-0.0568436 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,9),-0.126583 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,8),-0.0824455 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,6),-0.0506026 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,2),-0.0568436 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.188755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,9),-0.15464 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,8),-0.0802937 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,6),-0.0754158 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,2),-0.0884992 # DEPENDENCYPART_TRISIBL
(18,15),(18,12),(18,-1),-0.0832424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,8),-0.0860413 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,6),-0.0900314 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,2),-0.097748 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,-1),-0.13413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,8),(18,6),-0.0419847 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,2),-0.0517847 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,-1),-0.0819319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,6),(18,2),-0.0892535 # DEPENDENCYPART_TRISIBL
(18,15),(18,6),(18,-1),-0.0784968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,2),(18,-1),-0.0832431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,9),-0.11944 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,8),-0.0182106 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,6),0.000910086 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,2),-0.0114847 # DEPENDENCYPART_TRISIBL
(18,13),(18,12),(18,-1),-0.0114131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,9),(18,8),0.0107818 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,6),-0.0525022 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,2),-0.0663817 # DEPENDENCYPART_TRISIBL
(18,13),(18,9),(18,-1),-0.0878138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,8),(18,6),-0.0821248 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,2),-0.0899922 # DEPENDENCYPART_TRISIBL
(18,13),(18,8),(18,-1),-0.0762855 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,6),(18,2),-0.0116582 # DEPENDENCYPART_TRISIBL
(18,13),(18,6),(18,-1),-0.020168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,2),(18,-1),-0.0126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,9),(18,8),-0.114931 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,6),-0.146042 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,2),-0.153463 # DEPENDENCYPART_TRISIBL
(18,12),(18,9),(18,-1),-0.191378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,8),(18,6),-0.151721 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,2),-0.15937 # DEPENDENCYPART_TRISIBL
(18,12),(18,8),(18,-1),-0.163115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,6),(18,2),-0.149013 # DEPENDENCYPART_TRISIBL
(18,12),(18,6),(18,-1),-0.132543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,12),(18,2),(18,-1),-0.136111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,8),(18,6),-0.0419847 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,2),-0.0517847 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,-1),-0.0819319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,6),(18,2),-0.0892535 # DEPENDENCYPART_TRISIBL
(18,9),(18,6),(18,-1),-0.0784968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,2),(18,-1),-0.0832431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,6),(18,2),-0.139847 # DEPENDENCYPART_TRISIBL
(18,8),(18,6),(18,-1),-0.0631197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
