# _root_ Nashua Corp. , rumored a potential takeover target for six months , said that a Dutch company has sought U.S. approval to buy up to 25 % of Nashua 's shares .
#goldHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
#predictedHeads=2,13,2,2,8,8,8,4,4,11,9,2,0,18,17,17,18,13,18,21,19,23,21,27,24,24,23,27,31,29,28,13,
(24,22),(22,22),(22,28),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,33),-0.0858422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,23),(22,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,23),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,27),-0.124889 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,33),-0.125164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,33),-0.126573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,25),(22,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,25),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,25),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,25),(22,33),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,26),(22,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,26),(22,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,26),(22,33),-0.134784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,27),(22,28),-0.124887 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,27),(22,33),-0.118234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,28),(22,33),-0.126168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,21),-0.0578998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,-1),-0.00752225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,21),(22,-1),-0.0417242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,23),(23,24),-0.129099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,25),-0.124922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,26),-0.126375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,27),-0.131274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,28),-0.129103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,31),-0.130563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,33),-0.17038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,24),(23,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,28),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,33),-0.141301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,25),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,25),(23,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,25),(23,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,25),(23,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,25),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,25),(23,33),-0.142928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,26),(23,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,26),(23,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,26),(23,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,26),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,26),(23,33),-0.136862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,27),(23,28),-0.127738 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,27),(23,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,27),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,27),(23,33),-0.0911443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,28),(23,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,28),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,28),(23,33),-0.142341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,31),(23,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,31),(23,33),-0.0892813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,32),(23,33),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,23),(23,22),-0.0790539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,21),0.0434974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,20),0.0396962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,18),-0.0615798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,17),0.0380166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,16),0.0406018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,14),-0.0882593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,12),-0.0896356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,9),-0.103994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,8),0.0405529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,3),-0.0896356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,-1),-0.0267212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,22),(23,21),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,20),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,18),-0.0523261 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,17),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,16),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,14),-0.0458063 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,12),-0.00343118 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,9),-0.0419545 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,8),-0.0332823 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,3),-0.00343118 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,22),(23,-1),-0.0259833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,21),(23,20),-0.0476662 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,18),-0.0270858 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,17),-0.0476994 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,16),-0.0476662 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,14),-0.00786929 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,12),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,9),0.00735741 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,8),-0.0478681 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,3),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,21),(23,-1),-0.0672502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,20),(23,18),-0.0270825 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,17),-0.0483051 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,16),-0.0482718 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,14),-0.0065445 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,12),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,9),0.0086822 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,8),-0.0484737 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,3),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,20),(23,-1),-0.0717757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,18),(23,17),-0.0450872 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,16),-0.0450511 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,14),-0.0493914 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,12),-0.0382466 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,9),-0.0496928 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,8),-0.0450511 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,3),-0.0382466 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,18),(23,-1),-0.0731492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,17),(23,16),-0.0454379 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,14),-0.00688778 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,12),-0.0711969 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,9),0.00833892 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,8),-0.0456398 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,3),-0.0711969 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,17),(23,-1),-0.0771161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,16),(23,14),-0.00786921 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,16),(23,12),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,16),(23,9),0.00735748 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,16),(23,8),-0.0478681 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,16),(23,3),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,16),(23,-1),-0.0701507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,14),(23,12),-0.04413 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,14),(23,9),-0.0473617 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,14),(23,8),-0.0472712 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,14),(23,3),-0.04413 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,14),(23,-1),-0.0423063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,12),(23,9),-0.0626853 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,12),(23,8),-0.052904 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,12),(23,3),-0.0422655 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,12),(23,-1),-0.040138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,9),(23,8),-0.0483455 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,9),(23,3),-0.0455293 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,9),(23,-1),-0.0356909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,8),(23,3),-0.0711899 # DEPENDENCYPART_GRANDSIBL
(24,23),(23,8),(23,-1),-0.0704015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,23),(23,3),(23,-1),-0.040138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,26),-0.0322282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,27),-0.0373248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,28),-0.0436404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,29),-0.0578998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,31),-0.0607071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,33),-0.00752225 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,26),(25,27),-0.042206 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,26),(25,28),-0.0434722 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,26),(25,29),-0.0422059 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,26),(25,31),-0.0422059 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,26),(25,33),-0.0294634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,27),(25,28),-0.0550994 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,27),(25,29),-0.0435814 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,27),(25,31),-0.0435814 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,27),(25,33),-0.0174457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,28),(25,29),-0.0420202 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,28),(25,31),-0.0420202 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,28),(25,33),-0.0594982 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,29),(25,31),-0.0435814 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,29),(25,33),-0.0417242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,31),(25,33),-0.0445315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,24),0.117486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,-1),-0.0858422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,24),(25,-1),-0.126573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,26),(26,27),-0.0701932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,28),-0.0719995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,31),-0.0612566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,33),0.0478837 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,27),(26,28),-0.0434032 # DEPENDENCYPART_GRANDSIBL
(24,26),(26,27),(26,31),-0.0461928 # DEPENDENCYPART_GRANDSIBL
(24,26),(26,27),(26,33),-0.0430181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,28),(26,31),-0.0453642 # DEPENDENCYPART_GRANDSIBL
(24,26),(26,28),(26,33),-0.0885957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,31),(26,33),-0.0324958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,26),(26,25),0.0921548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,24),0.121345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,26),(26,21),-0.126001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,26),(26,-1),-0.0955621 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,25),(26,24),0.118895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,25),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,26),(26,25),(26,-1),-0.12527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,26),(26,24),(26,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,26),(26,24),(26,-1),-0.138942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,26),(26,21),(26,-1),-0.113561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,28),-0.135733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,29),-0.17352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,30),-0.0866681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,31),-0.17329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,33),0.168573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,28),(27,29),-0.0793962 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,30),-0.0456446 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,31),-0.0804294 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,28),(27,33),-0.0767779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,29),(27,30),-0.0423973 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,29),(27,31),-0.0484264 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,29),(27,33),-0.107231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,30),(27,31),-0.0395555 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,30),(27,33),-0.159188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,31),(27,33),-0.104006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,27),(27,26),0.124541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,25),0.0574639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,24),0.200319 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,27),(27,23),-0.133964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,27),(27,-1),-0.135048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,26),(27,25),0.105356 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,26),(27,24),0.107761 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,26),(27,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,26),(27,-1),-0.153626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,25),(27,24),0.113129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,25),(27,23),-0.124885 # DEPENDENCYPART_GRANDSIBL
(24,27),(27,25),(27,-1),-0.144125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,27),(27,24),(27,23),-0.1249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,27),(27,24),(27,-1),-0.0781112 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,27),(27,23),(27,-1),-0.0813084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,28),(28,29),-0.134093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,31),-0.13279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,33),0.0980936 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,28),(28,29),(28,31),-0.0243323 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,29),(28,33),-0.0982677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,31),(28,33),-0.0914579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,28),(28,27),0.144485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,26),0.0889932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,28),(28,28),(28,-1),0.0457176 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,28),(28,27),(28,26),0.119101 # DEPENDENCYPART_GRANDSIBL
(24,28),(28,27),(28,-1),-0.10309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,28),(28,26),(28,-1),-0.144518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,29),(29,30),-0.0866689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,33),0.170824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,30),(29,33),-0.159188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,29),(29,29),(29,26),0.158494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,29),(29,29),(29,-1),-0.154573 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,29),(29,26),(29,-1),-0.130252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,31),(31,33),0.185454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,31),(31,31),(31,30),0.127289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,29),0.157696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,28),0.184888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,27),0.160322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,26),0.155068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,25),0.060097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,31),(31,31),(31,24),0.189068 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,31),(31,31),(31,-1),-0.143103 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,31),(31,30),(31,29),0.118198 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,28),0.119164 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,27),0.118198 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,26),0.115862 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,25),0.119164 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,30),(31,24),0.119164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,30),(31,-1),-0.13146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,29),(31,28),0.119187 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,27),0.131699 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,26),0.124487 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,25),0.116143 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,29),(31,24),0.11729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,29),(31,-1),-0.126265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,28),(31,27),0.103055 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,28),(31,26),0.122946 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,28),(31,25),0.119164 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,28),(31,24),0.117246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,28),(31,-1),-0.0793285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,27),(31,26),0.0962135 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,27),(31,25),0.116143 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,27),(31,24),0.116344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,27),(31,-1),-0.124347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,26),(31,25),0.103908 # DEPENDENCYPART_GRANDSIBL
(24,31),(31,26),(31,24),0.111505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,26),(31,-1),-0.134657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,25),(31,24),0.113646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,25),(31,-1),-0.144125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,31),(31,24),(31,-1),-0.0838911 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,26),-0.124938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,27),-0.126674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,29),-0.126673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,31),-0.126673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,33),-0.16422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,28),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,29),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,25),(24,33),-0.124895 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,26),(24,27),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,28),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,26),(24,33),-0.128775 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,27),(24,28),-0.124886 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,27),(24,29),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,27),(24,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,24),(24,27),(24,33),-0.0968268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
