# _root_ Ways and Means veteran Gephardt ( D. , Mo . ) moves to the House Budget Committee ; Rep. Cardin ( D. , Md . ) replaces him ... .
#goldHeads=2,5,2,5,12,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
#predictedHeads=2,12,5,5,2,7,5,7,7,9,7,0,12,17,17,17,13,12,20,27,22,20,22,22,24,22,12,27,12,12,
(17,18),(17,19),(17,29),0.164542 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,30),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,19),(17,31),-0.0671932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,20),(17,22),-0.115363 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,23),-0.0934081 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,24),-0.115363 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,25),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,27),-0.0724481 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,29),0.164542 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,30),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,20),(17,31),-0.0671932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,22),(17,23),-0.0934081 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,24),-0.115363 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,25),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,27),-0.0724481 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,29),0.164542 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,30),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,22),(17,31),-0.0671932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,23),(17,24),-0.0894386 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,25),0.132888 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,27),-0.0702562 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,29),0.0434949 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,30),0.132888 # DEPENDENCYPART_TRISIBL
(17,18),(17,23),(17,31),-0.125511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,24),(17,25),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,27),-0.0724481 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,29),0.164542 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,30),0.234655 # DEPENDENCYPART_TRISIBL
(17,18),(17,24),(17,31),-0.0671932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,25),(17,27),-0.0681051 # DEPENDENCYPART_TRISIBL
(17,18),(17,25),(17,29),0.0506408 # DEPENDENCYPART_TRISIBL
(17,18),(17,25),(17,30),0.140817 # DEPENDENCYPART_TRISIBL
(17,18),(17,25),(17,31),-0.17617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,27),(17,29),0.153849 # DEPENDENCYPART_TRISIBL
(17,18),(17,27),(17,30),0.271519 # DEPENDENCYPART_TRISIBL
(17,18),(17,27),(17,31),-0.163505 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,29),(17,30),0.104859 # DEPENDENCYPART_TRISIBL
(17,18),(17,29),(17,31),-0.183107 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,18),(17,30),(17,31),-0.17617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,20),(17,22),-0.081555 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,23),-0.043419 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,24),-0.0812543 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,25),-0.0759999 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,27),-0.0974526 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,29),-0.0976943 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,30),-0.0759999 # DEPENDENCYPART_TRISIBL
(17,19),(17,20),(17,31),-0.114313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,22),(17,23),-0.0436069 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,24),-0.0812543 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,25),-0.0760011 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,27),-0.0974582 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,29),-0.0976944 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,30),-0.0760011 # DEPENDENCYPART_TRISIBL
(17,19),(17,22),(17,31),-0.116118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,23),(17,24),-0.0752453 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,25),-0.0920165 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,27),-0.124607 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,29),-0.087164 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,30),-0.0920165 # DEPENDENCYPART_TRISIBL
(17,19),(17,23),(17,31),-0.0321928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,24),(17,25),-0.0767849 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,27),-0.0974526 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,29),-0.0976943 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,30),-0.0767849 # DEPENDENCYPART_TRISIBL
(17,19),(17,24),(17,31),-0.114324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,25),(17,27),-0.0945049 # DEPENDENCYPART_TRISIBL
(17,19),(17,25),(17,29),-0.0775127 # DEPENDENCYPART_TRISIBL
(17,19),(17,25),(17,30),-0.110014 # DEPENDENCYPART_TRISIBL
(17,19),(17,25),(17,31),-0.0162779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,27),(17,29),-0.0731369 # DEPENDENCYPART_TRISIBL
(17,19),(17,27),(17,30),-0.076761 # DEPENDENCYPART_TRISIBL
(17,19),(17,27),(17,31),-0.124365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,29),(17,30),-0.0943978 # DEPENDENCYPART_TRISIBL
(17,19),(17,29),(17,31),-0.10662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,19),(17,30),(17,31),-0.0162779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,22),(17,23),-0.0436063 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,24),-0.0808297 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,25),-0.0759679 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,27),-0.0974512 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,29),-0.0976944 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,30),-0.0759679 # DEPENDENCYPART_TRISIBL
(17,20),(17,22),(17,31),-0.115782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,23),(17,24),-0.0750315 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,25),-0.0919999 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,27),-0.124604 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,29),-0.087164 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,30),-0.0919999 # DEPENDENCYPART_TRISIBL
(17,20),(17,23),(17,31),-0.0318804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,24),(17,25),-0.0767517 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,27),-0.0974456 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,29),-0.0976943 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,30),-0.0767517 # DEPENDENCYPART_TRISIBL
(17,20),(17,24),(17,31),-0.113988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,25),(17,27),-0.0945014 # DEPENDENCYPART_TRISIBL
(17,20),(17,25),(17,29),-0.0775127 # DEPENDENCYPART_TRISIBL
(17,20),(17,25),(17,30),-0.109997 # DEPENDENCYPART_TRISIBL
(17,20),(17,25),(17,31),-0.0159372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,27),(17,29),-0.0731369 # DEPENDENCYPART_TRISIBL
(17,20),(17,27),(17,30),-0.0767444 # DEPENDENCYPART_TRISIBL
(17,20),(17,27),(17,31),-0.124118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,29),(17,30),-0.0943812 # DEPENDENCYPART_TRISIBL
(17,20),(17,29),(17,31),-0.106372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,20),(17,30),(17,31),-0.0159372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,23),(17,24),-0.0316151 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,25),-0.0931539 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,27),-0.11198 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,29),-0.0873207 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,30),-0.0931539 # DEPENDENCYPART_TRISIBL
(17,22),(17,23),(17,31),-0.0304938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,24),(17,25),-0.0779829 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,27),-0.0915363 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,29),-0.0978502 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,30),-0.0779829 # DEPENDENCYPART_TRISIBL
(17,22),(17,24),(17,31),-0.107989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,25),(17,27),-0.0885008 # DEPENDENCYPART_TRISIBL
(17,22),(17,25),(17,29),-0.0776685 # DEPENDENCYPART_TRISIBL
(17,22),(17,25),(17,30),-0.111026 # DEPENDENCYPART_TRISIBL
(17,22),(17,25),(17,31),-0.0134085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,27),(17,29),-0.0732927 # DEPENDENCYPART_TRISIBL
(17,22),(17,27),(17,30),-0.0784717 # DEPENDENCYPART_TRISIBL
(17,22),(17,27),(17,31),-0.121512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,29),(17,30),-0.0954093 # DEPENDENCYPART_TRISIBL
(17,22),(17,29),(17,31),-0.103393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,22),(17,30),(17,31),-0.0134085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,24),(17,25),-0.175758 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,27),-0.0334209 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,29),0.200441 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,30),-0.175758 # DEPENDENCYPART_TRISIBL
(17,23),(17,24),(17,31),-0.0757547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,25),(17,27),-0.0277768 # DEPENDENCYPART_TRISIBL
(17,23),(17,25),(17,29),0.0295287 # DEPENDENCYPART_TRISIBL
(17,23),(17,25),(17,30),-0.126293 # DEPENDENCYPART_TRISIBL
(17,23),(17,25),(17,31),-0.298728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,27),(17,29),0.0124902 # DEPENDENCYPART_TRISIBL
(17,23),(17,27),(17,30),-0.10097 # DEPENDENCYPART_TRISIBL
(17,23),(17,27),(17,31),-0.0433546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,29),(17,30),-0.1262 # DEPENDENCYPART_TRISIBL
(17,23),(17,29),(17,31),-0.200847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,23),(17,30),(17,31),-0.298728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,25),(17,27),-0.0945014 # DEPENDENCYPART_TRISIBL
(17,24),(17,25),(17,29),-0.0775127 # DEPENDENCYPART_TRISIBL
(17,24),(17,25),(17,30),-0.109997 # DEPENDENCYPART_TRISIBL
(17,24),(17,25),(17,31),0.00720652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,27),(17,29),-0.0731369 # DEPENDENCYPART_TRISIBL
(17,24),(17,27),(17,30),-0.0767444 # DEPENDENCYPART_TRISIBL
(17,24),(17,27),(17,31),-0.112546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,29),(17,30),-0.0943812 # DEPENDENCYPART_TRISIBL
(17,24),(17,29),(17,31),-0.0948001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,24),(17,30),(17,31),0.00720652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,25),(17,27),(17,29),-0.0144748 # DEPENDENCYPART_TRISIBL
(17,25),(17,27),(17,30),-0.150255 # DEPENDENCYPART_TRISIBL
(17,25),(17,27),(17,31),-0.0205972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,25),(17,29),(17,30),-0.125352 # DEPENDENCYPART_TRISIBL
(17,25),(17,29),(17,31),-0.0480067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,25),(17,30),(17,31),-0.151336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,27),(17,29),(17,30),-0.0186555 # DEPENDENCYPART_TRISIBL
(17,27),(17,29),(17,31),-0.11792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,27),(17,30),(17,31),-0.0752245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,29),(17,30),(17,31),-0.0726278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,15),-0.199031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,14),-0.0732783 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,9),-0.198379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,7),-0.194462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,4),-0.204578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.197836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,15),(17,14),-0.0776612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,9),-0.209919 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,7),-0.206002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,4),-0.216118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,15),(17,-1),-0.209326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,9),-0.258544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,7),-0.256083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,4),-0.26266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,14),(17,-1),-0.166215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,9),(17,7),-0.194743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,4),-0.204859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,9),(17,-1),-0.206309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,7),(17,4),-0.199495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,7),(17,-1),-0.21222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,4),(17,-1),-0.207715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,15),(17,14),0.0389879 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,9),-0.059331 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,7),-0.0613659 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,4),-0.0568317 # DEPENDENCYPART_TRISIBL
(17,16),(17,15),(17,-1),-0.116398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,9),-0.165825 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,7),-0.167754 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,4),-0.163894 # DEPENDENCYPART_TRISIBL
(17,16),(17,14),(17,-1),-0.0389339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,9),(17,7),-0.0668744 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,4),-0.0623402 # DEPENDENCYPART_TRISIBL
(17,16),(17,9),(17,-1),-0.111123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,7),(17,4),-0.0624145 # DEPENDENCYPART_TRISIBL
(17,16),(17,7),(17,-1),-0.108262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,4),(17,-1),-0.113782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,14),(17,9),-0.176334 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,7),-0.178262 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,4),-0.174403 # DEPENDENCYPART_TRISIBL
(17,15),(17,14),(17,-1),0.00513191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,9),(17,7),-0.0825363 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,4),-0.0780021 # DEPENDENCYPART_TRISIBL
(17,15),(17,9),(17,-1),-0.0670699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,7),(17,4),-0.0780764 # DEPENDENCYPART_TRISIBL
(17,15),(17,7),(17,-1),-0.0642089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,15),(17,4),(17,-1),-0.069729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,9),(17,7),-0.229708 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,4),-0.229708 # DEPENDENCYPART_TRISIBL
(17,14),(17,9),(17,-1),-0.165408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,7),(17,4),-0.229708 # DEPENDENCYPART_TRISIBL
(17,14),(17,7),(17,-1),-0.165408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,14),(17,4),(17,-1),-0.165408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,7),(17,4),-0.0745925 # DEPENDENCYPART_TRISIBL
(17,9),(17,7),(17,-1),-0.107943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,9),(17,4),(17,-1),-0.113463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,7),(17,4),(17,-1),-0.111768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,17),(18,8),-0.0812106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,5),-0.0357055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.442714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,5),-0.0729959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,-1),-0.489955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,5),(18,-1),-0.440097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,5),-0.138955 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,-1),-0.194059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,5),(18,-1),-0.0542331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,5),(18,-1),-0.054379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.062989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.102184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),-0.0840016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,26),-0.16566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,27),-0.0928695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,31),-0.103857 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.191835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.173197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,26),-0.173862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,27),-0.1337 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,31),-0.280965 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,24),-0.081591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,26),-0.165938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,27),-0.0940344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,31),-0.100941 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,24),(19,26),-0.16566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,27),-0.0928695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,24),(19,31),-0.108977 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,26),(19,27),-0.102608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,26),(19,31),-0.151689 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,27),(19,31),-0.0991177 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0692815 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0690193 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,26),-0.0556664 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,27),-0.0890186 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,31),-0.0992792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,24),-0.0806482 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,26),-0.0718929 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,27),-0.0972464 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,31),-0.115907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,24),(19,26),-0.0718293 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,27),-0.0972409 # DEPENDENCYPART_TRISIBL
(19,20),(19,24),(19,31),-0.114113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,26),(19,27),-0.0897761 # DEPENDENCYPART_TRISIBL
(19,20),(19,26),(19,31),-0.0106336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,27),(19,31),-0.124407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,24),-0.0849566 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,26),0.0331229 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,27),-0.080375 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,31),-0.154527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,26),0.0336071 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,27),-0.080375 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,31),-0.15451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,27),-0.0731884 # DEPENDENCYPART_TRISIBL
(19,21),(19,26),(19,31),-0.15745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,27),(19,31),-0.144778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,26),-0.0732232 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,27),-0.0913316 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,31),-0.108114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,27),-0.0836438 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,31),-0.0083472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,27),(19,31),-0.121801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,27),-0.0897761 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,31),0.00093821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,31),-0.112835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,27),(19,31),-0.135225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.219484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.21716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.0788773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.194608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.219012 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.075231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.183566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.0796138 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.195056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,-1),-0.158186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.060551 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),0.0591235 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.124073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),0.0550221 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.132096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,-1),-0.0696142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),0.0347807 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.14208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,-1),-0.0750582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,-1),-0.0309924 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.191815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.115159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.173177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.138496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.173862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
