# _root_ Whether Polly Peck 's acquisition makes sense remains to be seen , but at the news conference , Mr. Nadir brimmed with self-confidence that he can turn Sansui around .
#goldHeads=6,3,5,3,6,8,6,13,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,23,26,27,27,13,
#predictedHeads=3,3,5,3,6,13,8,6,10,8,10,13,0,21,17,17,14,21,20,21,13,21,22,26,26,21,26,27,28,13,
(6,8),(6,11),(6,31),-0.0574905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,13),-0.171354 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,14),0.0506748 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,18),-0.116672 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,21),-0.0506294 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,26),-0.104625 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,30),-0.105469 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,31),-0.0869217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,13),(6,14),-0.0363793 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,18),-0.104134 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,21),-0.068126 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,26),-0.0806476 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,30),-0.111863 # DEPENDENCYPART_TRISIBL
(6,8),(6,13),(6,31),-0.134564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,18),-0.111071 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,21),-0.0855149 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,26),-0.0771602 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,30),0.0405822 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,31),-0.0514972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,18),(6,21),-0.0506294 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,26),-0.104625 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,30),-0.105469 # DEPENDENCYPART_TRISIBL
(6,8),(6,18),(6,31),-0.0869217 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,21),(6,26),-0.0861341 # DEPENDENCYPART_TRISIBL
(6,8),(6,21),(6,30),-0.118377 # DEPENDENCYPART_TRISIBL
(6,8),(6,21),(6,31),-0.0572767 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,26),(6,30),-0.103467 # DEPENDENCYPART_TRISIBL
(6,8),(6,26),(6,31),-0.0511377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,30),(6,31),0.0170061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,11),-0.0830306 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,12),-0.0744472 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,13),-0.0985973 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.0513723 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,18),-0.0744472 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,21),-0.0830306 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,26),-0.108724 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,30),-0.0816063 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,31),-0.0494633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,11),(6,12),-0.0744467 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,13),-0.0983181 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,14),-0.0513617 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,18),-0.0744467 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,21),-0.081906 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,26),-0.108688 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,30),-0.0796337 # DEPENDENCYPART_TRISIBL
(6,9),(6,11),(6,31),-0.0588918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,13),-0.141747 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,14),0.0460641 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,18),-0.0576962 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,21),-0.0131767 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,26),-0.134843 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,30),-0.0950232 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,31),-0.060654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,13),(6,14),-0.0513806 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,18),-0.0594042 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,21),-0.0811585 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,26),-0.102353 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,30),-0.0729217 # DEPENDENCYPART_TRISIBL
(6,9),(6,13),(6,31),-0.112307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,18),0.0560794 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,21),-0.0554143 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,26),-0.110219 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,30),-0.0464685 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,31),-0.0567268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,18),(6,21),-0.0131767 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,26),-0.134843 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,30),-0.0950232 # DEPENDENCYPART_TRISIBL
(6,9),(6,18),(6,31),-0.060654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,21),(6,26),-0.108688 # DEPENDENCYPART_TRISIBL
(6,9),(6,21),(6,30),-0.0796337 # DEPENDENCYPART_TRISIBL
(6,9),(6,21),(6,31),-0.0588918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,26),(6,30),-0.106992 # DEPENDENCYPART_TRISIBL
(6,9),(6,26),(6,31),-0.0819397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,30),(6,31),-0.0195075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,11),(6,12),-0.106813 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,13),-0.146458 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,14),-0.0444511 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,18),-0.106813 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,21),-0.12722 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,26),-0.0848173 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,30),-0.099695 # DEPENDENCYPART_TRISIBL
(6,10),(6,11),(6,31),-0.0433131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,13),-0.172616 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,14),0.0508614 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,18),-0.113257 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,21),-0.0637401 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,26),-0.102519 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,30),-0.0885448 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,31),-0.0704042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,13),(6,14),-0.0336156 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,18),-0.100761 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,21),-0.0753087 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,26),-0.0793166 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,30),-0.0982487 # DEPENDENCYPART_TRISIBL
(6,10),(6,13),(6,31),-0.123857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,18),-0.108967 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,21),-0.0935678 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,26),-0.0758947 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,30),0.0881626 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,31),-0.0311659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,18),(6,21),-0.0637401 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,26),-0.102519 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,30),-0.0885448 # DEPENDENCYPART_TRISIBL
(6,10),(6,18),(6,31),-0.0704042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,21),(6,26),-0.0848173 # DEPENDENCYPART_TRISIBL
(6,10),(6,21),(6,30),-0.099695 # DEPENDENCYPART_TRISIBL
(6,10),(6,21),(6,31),-0.0430994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,26),(6,30),-0.0850919 # DEPENDENCYPART_TRISIBL
(6,10),(6,26),(6,31),-0.0319266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,30),(6,31),0.0210783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,12),(6,13),-0.171258 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,14),0.0506597 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,18),-0.116771 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,21),-0.0510545 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,26),-0.104593 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,30),-0.106407 # DEPENDENCYPART_TRISIBL
(6,11),(6,12),(6,31),-0.0944109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,13),(6,14),-0.0363948 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,18),-0.104175 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,21),-0.0674167 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,26),-0.0806154 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,30),-0.112802 # DEPENDENCYPART_TRISIBL
(6,11),(6,13),(6,31),-0.142384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,14),(6,18),-0.11122 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,21),-0.0848163 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,26),-0.077128 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,30),0.0392448 # DEPENDENCYPART_TRISIBL
(6,11),(6,14),(6,31),-0.0606238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,18),(6,21),-0.0510545 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,26),-0.104593 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,30),-0.106407 # DEPENDENCYPART_TRISIBL
(6,11),(6,18),(6,31),-0.0944109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,21),(6,26),-0.0860947 # DEPENDENCYPART_TRISIBL
(6,11),(6,21),(6,30),-0.119722 # DEPENDENCYPART_TRISIBL
(6,11),(6,21),(6,31),-0.064943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,26),(6,30),-0.104406 # DEPENDENCYPART_TRISIBL
(6,11),(6,26),(6,31),-0.0582922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,11),(6,30),(6,31),0.0028178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,13),(6,14),-0.0547335 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,18),0.142306 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,21),-0.0325656 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,26),-0.0427492 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,30),2.16594e-06 # DEPENDENCYPART_TRISIBL
(6,12),(6,13),(6,31),-0.0578843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,18),0.184721 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,21),-0.0070035 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,26),0.0458295 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,30),0.00433263 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,31),-0.0037559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,18),(6,21),-0.0654244 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,26),-0.0403097 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,30),-0.0452703 # DEPENDENCYPART_TRISIBL
(6,12),(6,18),(6,31),-0.0710353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,21),(6,26),-0.0435642 # DEPENDENCYPART_TRISIBL
(6,12),(6,21),(6,30),0.0515475 # DEPENDENCYPART_TRISIBL
(6,12),(6,21),(6,31),0.025771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,26),(6,30),-0.0255293 # DEPENDENCYPART_TRISIBL
(6,12),(6,26),(6,31),-0.0243158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,30),(6,31),-0.137438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,14),(6,18),-0.0541966 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,21),-0.0596897 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,26),-0.0420471 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,30),-0.0408105 # DEPENDENCYPART_TRISIBL
(6,13),(6,14),(6,31),-0.0722194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,18),(6,21),-0.0151446 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,26),-0.00078357 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,30),-0.0672942 # DEPENDENCYPART_TRISIBL
(6,13),(6,18),(6,31),-0.131834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,21),(6,26),-0.04699 # DEPENDENCYPART_TRISIBL
(6,13),(6,21),(6,30),-0.0602913 # DEPENDENCYPART_TRISIBL
(6,13),(6,21),(6,31),-0.0644444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,26),(6,30),-0.0690321 # DEPENDENCYPART_TRISIBL
(6,13),(6,26),(6,31),-0.108411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,13),(6,30),(6,31),-0.0134771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,18),(6,21),-0.0599623 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,26),0.00120221 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,30),-0.0337176 # DEPENDENCYPART_TRISIBL
(6,14),(6,18),(6,31),-0.169542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,21),(6,26),-0.058644 # DEPENDENCYPART_TRISIBL
(6,14),(6,21),(6,30),-0.103053 # DEPENDENCYPART_TRISIBL
(6,14),(6,21),(6,31),-0.0368439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,26),(6,30),-0.0411016 # DEPENDENCYPART_TRISIBL
(6,14),(6,26),(6,31),-0.104053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,30),(6,31),-0.0696716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,21),(6,26),-0.0435642 # DEPENDENCYPART_TRISIBL
(6,18),(6,21),(6,30),0.0515475 # DEPENDENCYPART_TRISIBL
(6,18),(6,21),(6,31),0.025771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,26),(6,30),-0.0255293 # DEPENDENCYPART_TRISIBL
(6,18),(6,26),(6,31),-0.0243158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,18),(6,30),(6,31),-0.137438 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,21),(6,26),(6,30),-0.103463 # DEPENDENCYPART_TRISIBL
(6,21),(6,26),(6,31),-0.0553068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,21),(6,30),(6,31),0.00672369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,26),(6,30),(6,31),-0.0545941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,3),-0.0698594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,2),-0.0704749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,1),0.0649568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,5),(6,-1),0.0182085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,3),(6,2),-0.0744043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,1),0.0610274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,3),(6,-1),0.0248884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,2),(6,1),0.0610275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,2),(6,-1),0.0310343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,1),(6,-1),0.0223517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,3),(6,2),-0.226202 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,1),-0.230363 # DEPENDENCYPART_TRISIBL
(6,5),(6,3),(6,-1),-0.0897751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,2),(6,1),-0.230073 # DEPENDENCYPART_TRISIBL
(6,5),(6,2),(6,-1),-0.0906982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,5),(6,1),(6,-1),-0.0295779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,2),(6,1),-0.230255 # DEPENDENCYPART_TRISIBL
(6,3),(6,2),(6,-1),-0.0882994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,3),(6,1),(6,-1),-0.0271792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,2),(6,1),(6,-1),-0.0270317 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.0877659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.0971662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,11),-0.0958342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,31),-0.123188 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.129385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,11),-0.135696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,31),-0.114278 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,11),-0.090101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,31),-0.1047 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,11),(7,31),-0.099221 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.100302 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,11),-0.0988148 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,31),-0.124618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,11),-0.116355 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,31),-0.111715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,11),(7,31),-0.107754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,11),-0.066686 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,31),-0.0902482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,11),(7,31),-0.10264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,11),(7,31),-0.111928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0111662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.03446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,2),-0.0350755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),0.0322225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.198907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,3),-0.181065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.182022 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.0804777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.171207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,2),-0.191947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,1),-0.0904027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,3),(7,-1),-0.164263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),-0.0904027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.155817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),-0.165216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,3),-0.0579587 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.0579561 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.0683132 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.153267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,2),-0.0579562 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,1),-0.0683132 # DEPENDENCYPART_TRISIBL
(7,6),(7,3),(7,-1),-0.1604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.0683132 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.1604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.155086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,2),-0.040221 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,1),-0.042947 # DEPENDENCYPART_TRISIBL
(7,5),(7,3),(7,-1),-0.0971388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.042367 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.0989849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),-0.0578661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,2),(7,1),-0.0428556 # DEPENDENCYPART_TRISIBL
(7,3),(7,2),(7,-1),-0.110435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,3),(7,1),(7,-1),-0.0693164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.0683403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.106036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),-0.0912819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.0400046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.103015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),0.0264228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.0400046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.0887734 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,22),0.0310964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,26),-0.0838554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,29),-0.0219501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,30),-0.126262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,31),-0.0567233 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),0.00356596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),0.00541195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.123697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),0.0252264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),0.00541195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),0.00613554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,22),0.0118066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,26),-0.0810254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,29),-0.0251685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,30),0.0128025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,31),0.0313269 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),0.0126404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.124057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),0.0024356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),0.0126404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.0126501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,22),-0.0109843 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,26),-0.0869264 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,29),-0.0479593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,30),0.0199251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,31),0.0213262 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.110035 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.204802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.108869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
