# _root_ Financial markets quieted , with stock prices edging lower , bonds inching up and the dollar almost unchanged .
#goldHeads=2,3,0,3,3,7,8,14,8,14,12,14,12,5,16,18,18,14,3,
#predictedHeads=2,3,0,3,3,7,8,5,8,14,12,14,12,8,16,18,18,14,3,
(3,5),(3,6),(3,8),-0.025248 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,10),-0.0515914 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0572061 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.025248 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,13),-0.115925 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.100028 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,16),-0.0570792 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,17),-0.138166 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0487784 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0422845 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,20),-0.00988561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0234274 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,10),-0.051593 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0579369 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.0234274 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,13),-0.116015 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.10004 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,16),-0.05781 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,17),-0.138256 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0494429 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.0425466 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,20),-0.00035879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,10),-0.0424977 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),0.0322369 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.031535 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,13),-0.0782594 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.115276 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,16),0.0319081 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,17),-0.100194 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0492305 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0781914 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,20),-0.0192775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,11),0.143754 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,12),-0.0326449 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,13),0.0154536 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,14),-0.101284 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),0.143959 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,17),-0.00802994 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),-0.000556297 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0739876 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,20),-0.117309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.0234877 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,13),-0.115923 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.100244 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,16),-0.057125 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,17),-0.138164 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.0487915 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.0422635 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,20),-0.0102573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,13),-0.0782594 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,14),-0.115276 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,16),0.0319081 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,17),-0.100194 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),-0.0492305 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0781914 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,20),-0.0192775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,13),(3,14),-0.133062 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,16),-0.0121193 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,17),-0.109162 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,18),-0.0344137 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,19),-0.00551963 # DEPENDENCYPART_TRISIBL
(3,5),(3,13),(3,20),-0.0848011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,16),-0.0236168 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,17),-0.105565 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,18),-0.0464879 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0726215 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,20),-0.075711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,17),-0.138164 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,18),-0.0487775 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,19),-0.042291 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,20),-0.00839624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,17),(3,18),-0.0344148 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,19),-0.0203852 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,20),-0.0662907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),-0.0858792 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,20),-0.0464836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,20),-0.0118821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0435514 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,10),0.00884033 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.151462 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0435514 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,13),-0.0968124 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.19265 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,16),-0.150778 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.101801 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.123386 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0668414 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,20),-0.0923158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,10),0.000263888 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.12245 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0586548 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,13),-0.0350666 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.17027 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,16),-0.122022 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.0400834 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.117031 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0430804 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,20),-0.0921574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,10),(3,11),-0.177392 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,12),-0.0378916 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,13),0.0361826 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,14),-0.105707 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,16),-0.176871 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,17),0.0274439 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,18),-0.130797 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,19),-0.0514277 # DEPENDENCYPART_TRISIBL
(3,6),(3,10),(3,20),-0.124089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),-0.0428619 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,13),-0.0968124 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.192629 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,16),-0.149649 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.101801 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.123891 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.065451 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,20),-0.0888274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,13),-0.0350666 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,14),-0.17027 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,16),-0.122022 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,17),-0.0400834 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.117031 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.0430804 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,20),-0.0921574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,13),(3,14),-0.138401 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,16),-0.171487 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,17),-0.0702762 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,18),-0.130664 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,19),-0.0808034 # DEPENDENCYPART_TRISIBL
(3,6),(3,13),(3,20),-0.0926874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,16),-0.142375 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,17),-0.0577076 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,18),-0.117194 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,19),-0.0584353 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,20),-0.145618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,16),(3,17),-0.101801 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,18),-0.123386 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,19),-0.0654463 # DEPENDENCYPART_TRISIBL
(3,6),(3,16),(3,20),-0.0884684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,17),(3,18),-0.130649 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,19),-0.0828771 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,20),-0.0977088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,19),-0.0179823 # DEPENDENCYPART_TRISIBL
(3,6),(3,18),(3,20),-0.106944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,19),(3,20),-0.0458256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,10),-0.0121941 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.122487 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0661211 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,13),-0.0357987 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.170473 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,16),-0.122058 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,17),-0.0408155 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.117046 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.0389044 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,20),-0.0110468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,10),(3,11),-0.177423 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,12),-0.0456281 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,13),0.0356228 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,14),-0.106528 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,16),-0.176901 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,17),0.0268841 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,18),-0.130812 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,19),-0.0498469 # DEPENDENCYPART_TRISIBL
(3,7),(3,10),(3,20),-0.0713206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0498972 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,13),-0.0975883 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.192823 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,16),-0.150485 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,17),-0.102577 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.123931 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,19),-0.0633721 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,20),-0.0293873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,13),-0.0357987 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,14),-0.170473 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,16),-0.122058 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,17),-0.0408155 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),-0.117046 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),-0.0389044 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,20),-0.0110468 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,13),(3,14),-0.138595 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,16),-0.171523 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,17),-0.0710058 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,18),-0.130679 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,19),-0.0779006 # DEPENDENCYPART_TRISIBL
(3,7),(3,13),(3,20),-0.0263408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,16),-0.142288 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,17),-0.0584378 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,18),-0.11721 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,19),-0.0568867 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,20),-0.0811376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,16),(3,17),-0.102577 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,18),-0.123427 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,19),-0.0633674 # DEPENDENCYPART_TRISIBL
(3,7),(3,16),(3,20),-0.0290283 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,17),(3,18),-0.130664 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,19),-0.0799744 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,20),-0.0313622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,19),-0.0163986 # DEPENDENCYPART_TRISIBL
(3,7),(3,18),(3,20),-0.0505632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,19),(3,20),0.00316347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,10),(3,11),-0.00410234 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,12),-0.068673 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,13),0.012721 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,14),-0.248913 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,16),-0.00410483 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,17),0.0125579 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,18),-0.0612744 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,19),-0.0513087 # DEPENDENCYPART_TRISIBL
(3,8),(3,10),(3,20),-0.0742151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,11),(3,12),-0.104949 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,13),-0.0728476 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,14),-0.167043 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,16),-0.0806456 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,17),-0.0708257 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,18),-0.0659491 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,19),0.00601669 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,20),-0.0633672 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,12),(3,13),-0.0749379 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,14),-0.177769 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,16),-0.0703611 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,17),-0.0728886 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,18),-0.0662692 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,19),-0.0773923 # DEPENDENCYPART_TRISIBL
(3,8),(3,12),(3,20),-0.0611867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,14),-0.168489 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,16),-0.0688657 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,17),-0.0764348 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,18),-0.069988 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,19),0.0452079 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,20),-0.119851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,16),-0.0684034 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,17),-0.0380404 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,18),-0.0568017 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,19),-0.0896746 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,20),-0.150567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,16),(3,17),-0.0708257 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,18),-0.0659491 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,19),0.00577708 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,20),-0.0623385 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,17),(3,18),-0.0684653 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,19),0.0465946 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,20),-0.113783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,19),-0.0318489 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,20),-0.094945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,19),(3,20),0.0106259 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,12),-0.0345399 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,13),-0.0638258 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,14),-0.101599 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,16),-0.126091 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,17),-0.0603741 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,18),-0.0822173 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,19),0.0131227 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,20),0.0302649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,12),(3,13),-0.057749 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,14),-0.0959334 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,16),-0.097646 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,17),-0.0543346 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,18),-0.096884 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,19),0.063544 # DEPENDENCYPART_TRISIBL
(3,10),(3,12),(3,20),0.0330286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,13),(3,14),-0.0808927 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,16),-0.0917373 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,17),-0.0506398 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,18),-0.108791 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,19),0.00476753 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,20),0.0170189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,16),-0.101536 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,17),-0.00870385 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,18),-0.0866823 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,19),0.0340586 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,20),-0.0773105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,16),(3,17),-0.0603741 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,18),-0.0822173 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,19),0.0131253 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,20),0.028706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,17),(3,18),-0.108791 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,19),0.000589126 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,20),-0.0286894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,18),(3,19),-0.0631038 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,20),-0.0644044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,20),-0.0928187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,12),(3,13),-0.034464 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,14),-0.169144 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,16),-0.119985 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,17),-0.0394808 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,18),-0.117209 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,19),-0.0481947 # DEPENDENCYPART_TRISIBL
(3,11),(3,12),(3,20),-0.0378074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,14),-0.137274 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,16),-0.16945 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,17),-0.0696727 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,18),-0.130842 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,19),-0.0820113 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,20),-0.053964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,16),-0.140214 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,17),-0.0571045 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,18),-0.117372 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,19),-0.0610343 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,20),-0.107457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,16),(3,17),-0.101198 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,18),-0.123566 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,19),-0.0675524 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,20),-0.0439412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,17),(3,18),-0.130827 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,19),-0.084085 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,20),-0.0589854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,19),-0.0206049 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,20),-0.0691088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,19),(3,20),-0.0122396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,13),(3,14),-0.168489 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,16),-0.0688657 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,17),-0.0764348 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,18),-0.069988 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,19),0.0452079 # DEPENDENCYPART_TRISIBL
(3,12),(3,13),(3,20),-0.11985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,14),(3,16),-0.0684034 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,17),-0.0380404 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,18),-0.0568017 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,19),-0.0896746 # DEPENDENCYPART_TRISIBL
(3,12),(3,14),(3,20),-0.150566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,16),(3,17),-0.0708257 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,18),-0.0659491 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,19),0.00577708 # DEPENDENCYPART_TRISIBL
(3,12),(3,16),(3,20),-0.0623381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,17),(3,18),-0.0684653 # DEPENDENCYPART_TRISIBL
(3,12),(3,17),(3,19),0.0465946 # DEPENDENCYPART_TRISIBL
(3,12),(3,17),(3,20),-0.113783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,18),(3,19),-0.0318489 # DEPENDENCYPART_TRISIBL
(3,12),(3,18),(3,20),-0.0949446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,19),(3,20),0.0106266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
