# _root_ As you can see , the capital-gains reduction plan adopted by the House would not be temporary , but permanent .
#goldHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
#predictedHeads=3,3,14,3,14,9,9,9,14,9,10,13,11,0,14,14,19,19,16,19,14,
(3,3),(3,9),(3,18),-0.0570099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.0910833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,21),-0.0168768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,22),-0.0960582 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,10),(3,14),-0.14202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,15),-0.155545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,16),-0.15101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,18),0.00168234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,19),-0.120639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,21),0.0999214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,10),(3,22),0.113498 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),-0.103009 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,16),0.00391954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),-0.0220565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),-0.0928302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,21),-0.013853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,22),-0.0995087 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,16),0.0368749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,18),-0.116808 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,19),-0.00779855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,21),-0.0767844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,22),-0.0426074 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,16),(3,18),-0.0068875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,19),-0.116969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,21),0.0988333 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,16),(3,22),0.110383 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,19),-0.0127772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,21),-0.0714613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,18),(3,22),-0.30809 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,19),(3,21),0.142971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,19),(3,22),0.0486178 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,21),(3,22),-0.16714 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,9),-0.0461016 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,10),-0.129673 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.0856468 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0319232 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,16),-0.11655 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),-0.0886226 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.19578 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,21),-0.0902518 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,22),0.00883463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,10),-0.107374 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.0657463 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.0709865 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,16),-0.09972 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.0741452 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.127612 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,21),0.0114368 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,22),-0.081411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,10),(3,14),-0.0691702 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,15),-0.0734734 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,16),-0.119438 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,18),-0.0946293 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,19),-0.133514 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,21),-0.148513 # DEPENDENCYPART_TRISIBL
(3,4),(3,10),(3,22),-0.156538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.0673803 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,16),-0.0884494 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),-0.0771273 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.119958 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,21),-0.122547 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,22),-0.10659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,16),-0.122321 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,18),-0.0720322 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.127656 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,21),-0.0410111 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,22),-0.110652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,16),(3,18),-0.0951478 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,19),-0.133611 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,21),-0.149238 # DEPENDENCYPART_TRISIBL
(3,4),(3,16),(3,22),-0.165233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),-0.19578 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,21),-0.0902518 # DEPENDENCYPART_TRISIBL
(3,4),(3,18),(3,22),0.00883463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,19),(3,21),-0.120102 # DEPENDENCYPART_TRISIBL
(3,4),(3,19),(3,22),-0.174433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,21),(3,22),0.131936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,10),-0.0702771 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0243192 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0688703 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,16),-0.0673225 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),0.266424 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0833515 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,21),-0.118135 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,22),-0.104528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,10),(3,14),-0.0266166 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,15),-0.06121 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,16),-0.0749195 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,18),0.319529 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,19),-0.0822795 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,21),-0.0817489 # DEPENDENCYPART_TRISIBL
(3,5),(3,10),(3,22),-0.0421526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0583785 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,16),-0.0635013 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,18),0.276566 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.076874 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,21),-0.141556 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,22),-0.14507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,16),-0.0330529 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,18),0.240666 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.0633645 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,21),-0.13052 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,22),-0.158668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,16),(3,18),0.321049 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,19),-0.0822824 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,21),-0.0789649 # DEPENDENCYPART_TRISIBL
(3,5),(3,16),(3,22),-0.0310436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),-0.0829652 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,21),-0.09221 # DEPENDENCYPART_TRISIBL
(3,5),(3,18),(3,22),-0.166618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,19),(3,21),-0.126826 # DEPENDENCYPART_TRISIBL
(3,5),(3,19),(3,22),-0.0992515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,21),(3,22),-0.198607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,14),-0.109957 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,15),-0.0385409 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,16),-0.0718279 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,18),-0.0427924 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,19),-0.095028 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,21),0.0185053 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,22),0.0557519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,15),-0.0411011 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,16),-0.0709917 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,18),-0.0489055 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,19),-0.0898083 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,21),-0.0707739 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,22),-0.0387452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,15),(3,16),-0.0635489 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,18),-0.0314917 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,19),-0.091406 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,21),-0.0510878 # DEPENDENCYPART_TRISIBL
(3,9),(3,15),(3,22),-0.0390264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,16),(3,18),-0.0445626 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,19),-0.0950688 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,21),0.0146279 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,22),0.0640613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,18),(3,19),-0.0769681 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,21),-0.0527944 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,22),-0.0443369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,19),(3,21),-0.0582469 # DEPENDENCYPART_TRISIBL
(3,9),(3,19),(3,22),-0.0883636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,21),(3,22),0.0123562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,15),-0.0661427 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,16),-0.0903529 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,18),-0.0762299 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,19),-0.119883 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,21),-0.120167 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,22),-0.102913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,15),(3,16),-0.124224 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,18),-0.0711348 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,19),-0.127582 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,21),-0.0386418 # DEPENDENCYPART_TRISIBL
(3,10),(3,15),(3,22),-0.107022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,16),(3,18),-0.0934176 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,19),-0.133536 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,21),-0.146621 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,22),-0.161053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,18),(3,19),-0.195702 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,21),-0.0878825 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,22),0.013988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,19),(3,21),-0.117733 # DEPENDENCYPART_TRISIBL
(3,10),(3,19),(3,22),-0.170271 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,21),(3,22),0.131258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,15),(3,16),-0.0574016 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,18),-0.0676151 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,19),-0.0747347 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,21),-0.0761393 # DEPENDENCYPART_TRISIBL
(3,14),(3,15),(3,22),-0.0358097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,16),(3,18),-0.0717228 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,19),-0.0751565 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,21),-0.0792454 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,22),-0.0492004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,18),(3,19),-0.0786951 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,21),-0.0785826 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,22),-0.0365574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,19),(3,21),-0.0851916 # DEPENDENCYPART_TRISIBL
(3,14),(3,19),(3,22),-0.066347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,21),(3,22),0.0435533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,16),(3,18),-0.0730685 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,19),-0.0916583 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,21),-0.0176302 # DEPENDENCYPART_TRISIBL
(3,15),(3,16),(3,22),0.13918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,18),(3,19),-0.0662564 # DEPENDENCYPART_TRISIBL
(3,15),(3,18),(3,21),-0.0188967 # DEPENDENCYPART_TRISIBL
(3,15),(3,18),(3,22),-0.154297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,19),(3,21),0.0416851 # DEPENDENCYPART_TRISIBL
(3,15),(3,19),(3,22),-0.0633145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,15),(3,21),(3,22),-0.142759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,18),(3,19),-0.198837 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,21),-0.0770676 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,22),0.0620117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,19),(3,21),-0.108799 # DEPENDENCYPART_TRISIBL
(3,16),(3,19),(3,22),-0.133077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,21),(3,22),0.194451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,19),(3,21),-0.126826 # DEPENDENCYPART_TRISIBL
(3,18),(3,19),(3,22),-0.0992515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,21),(3,22),-0.198607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,19),(3,21),(3,22),0.00374462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.0167974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),0.0351175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.175977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),0.1463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.117587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.278862 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.287501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.27639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.179977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.205645 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.15309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,15),-0.254667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,17),-0.103714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,18),-0.133253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,19),-0.104975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,20),-0.120105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,21),-0.0778034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,22),-0.15849 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),-0.110095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.11692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.104608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.105164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),-0.0821523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.0671327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,15),-0.0706573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,17),-0.0806673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,18),-0.0867813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,19),-0.116551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,20),-0.0970627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,21),-0.0683755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,22),-0.0779226 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0186508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),-0.00782099 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),-0.0195572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),0.0707036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.0213352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,15),-0.0139579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,17),-0.0278486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,18),0.0406845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,19),-0.0215436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,20),-0.0442429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,21),-0.00846778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,22),0.0257998 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.00793793 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.021659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),0.0630888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.0213257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,15),-0.0139579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,17),-0.0278486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,18),0.0406663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,19),-0.0215436 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,20),-0.0442429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,21),-0.00691853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,22),0.0460973 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.0411008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),0.0803835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.0229448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,15),-0.0139593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,17),-0.0281053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,18),0.0380052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,19),-0.0236904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,20),-0.0444996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,21),0.00499277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,22),0.0325311 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),0.00839041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.0855193 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,15),-0.0706429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,17),-0.0744456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,18),0.0279263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,19),-0.0994228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,20),-0.0908362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,21),0.0222799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,22),0.0689377 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,14),-0.0409948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,15),-0.0949804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,17),-0.0580658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,18),-0.0715257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,19),-0.0772998 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,20),-0.0744612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,21),-0.13477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,22),-0.0959156 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,15),-0.0668058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,17),-0.0536155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,18),0.0409588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,19),-0.118901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,20),-0.0700108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,21),0.0502994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,14),(4,22),0.0315893 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,15),(4,17),0.0388847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,18),-0.0876502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,19),-0.0551021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,20),0.0141147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,21),-0.0224281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,15),(4,22),-0.0637832 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,17),(4,18),-6.79641e-05 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,19),-0.0743976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,20),-0.112973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,21),-0.0165651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,17),(4,22),-0.00907186 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,18),(4,19),-0.104975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,20),-0.120105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,18),(4,21),-0.0778034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
