# _root_ `` The earnings were fine and above expectations , '' said Michael W. Blumstein , an analyst at First Boston Corp .
#goldHeads=11,3,4,11,6,4,6,7,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
#predictedHeads=11,3,4,11,6,8,6,4,11,11,0,14,14,11,14,17,14,17,21,21,18,11,
(4,8),(4,10),(4,15),-0.0233849 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,17),-0.129235 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,18),0.0987057 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,22),-0.0666889 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,23),-0.056904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,14),-0.121534 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,15),-0.000854737 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,17),-0.124524 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,18),-0.0230196 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,22),-0.0476332 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,23),-0.0489961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,14),(4,15),0.00918908 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,17),-0.15364 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,18),-0.0578189 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,22),-0.0681379 # DEPENDENCYPART_TRISIBL
(4,8),(4,14),(4,23),-0.0442604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,15),(4,17),-0.181163 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,18),0.0173746 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,22),-0.0539672 # DEPENDENCYPART_TRISIBL
(4,8),(4,15),(4,23),-0.0879566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,17),(4,18),-0.0579224 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,22),-0.0683478 # DEPENDENCYPART_TRISIBL
(4,8),(4,17),(4,23),-0.0450288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,18),(4,22),-0.028255 # DEPENDENCYPART_TRISIBL
(4,8),(4,18),(4,23),-0.0529577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,22),(4,23),0.00752366 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,10),(4,11),0.0664971 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,14),-0.0331777 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,15),0.0923568 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,17),-0.0338864 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,18),0.0606257 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,22),-0.0580961 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,23),0.0229018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,14),-0.0975423 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,15),0.209862 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,17),-0.0986674 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,18),0.0147162 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,22),0.0416559 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,23),0.0213778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,14),(4,15),0.118718 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,17),-0.126588 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,18),-0.0513917 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,22),0.0129928 # DEPENDENCYPART_TRISIBL
(4,9),(4,14),(4,23),0.0290419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,15),(4,17),-0.101403 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,18),0.0251093 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,22),0.0366793 # DEPENDENCYPART_TRISIBL
(4,9),(4,15),(4,23),-0.0599201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,17),(4,18),-0.0516425 # DEPENDENCYPART_TRISIBL
(4,9),(4,17),(4,22),0.00990152 # DEPENDENCYPART_TRISIBL
(4,9),(4,17),(4,23),0.0344827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,18),(4,22),-0.0247458 # DEPENDENCYPART_TRISIBL
(4,9),(4,18),(4,23),0.00134113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,22),(4,23),-0.0959129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,14),-0.045291 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,15),0.0804248 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,17),-0.0452912 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,18),-0.02593 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,22),-0.119371 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,23),-0.0416318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,14),(4,15),0.0732459 # DEPENDENCYPART_TRISIBL
(4,10),(4,14),(4,17),-0.0575698 # DEPENDENCYPART_TRISIBL
(4,10),(4,14),(4,18),0.0246262 # DEPENDENCYPART_TRISIBL
(4,10),(4,14),(4,22),-0.151922 # DEPENDENCYPART_TRISIBL
(4,10),(4,14),(4,23),0.0554206 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,15),(4,17),-0.054349 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,18),-0.0202453 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,22),-0.127925 # DEPENDENCYPART_TRISIBL
(4,10),(4,15),(4,23),-0.0904203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,17),(4,18),0.0246261 # DEPENDENCYPART_TRISIBL
(4,10),(4,17),(4,22),-0.151922 # DEPENDENCYPART_TRISIBL
(4,10),(4,17),(4,23),0.0552992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,18),(4,22),-0.157376 # DEPENDENCYPART_TRISIBL
(4,10),(4,18),(4,23),6.78535e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,22),(4,23),-0.102723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,14),(4,15),-0.0468777 # DEPENDENCYPART_TRISIBL
(4,11),(4,14),(4,17),-0.083752 # DEPENDENCYPART_TRISIBL
(4,11),(4,14),(4,18),-0.0119581 # DEPENDENCYPART_TRISIBL
(4,11),(4,14),(4,22),0.0316737 # DEPENDENCYPART_TRISIBL
(4,11),(4,14),(4,23),-0.0520594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,15),(4,17),-0.0085429 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,18),0.0136121 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,22),-0.0289365 # DEPENDENCYPART_TRISIBL
(4,11),(4,15),(4,23),-0.0459953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,17),(4,18),-0.0119583 # DEPENDENCYPART_TRISIBL
(4,11),(4,17),(4,22),0.0316737 # DEPENDENCYPART_TRISIBL
(4,11),(4,17),(4,23),-0.0527065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,18),(4,22),0.0487394 # DEPENDENCYPART_TRISIBL
(4,11),(4,18),(4,23),-0.0192564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,22),(4,23),0.0122394 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,15),(4,17),-0.181162 # DEPENDENCYPART_TRISIBL
(4,14),(4,15),(4,18),0.0173746 # DEPENDENCYPART_TRISIBL
(4,14),(4,15),(4,22),-0.0539147 # DEPENDENCYPART_TRISIBL
(4,14),(4,15),(4,23),-0.0832561 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,17),(4,18),-0.0579224 # DEPENDENCYPART_TRISIBL
(4,14),(4,17),(4,22),-0.0682953 # DEPENDENCYPART_TRISIBL
(4,14),(4,17),(4,23),-0.04034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,18),(4,22),-0.02815 # DEPENDENCYPART_TRISIBL
(4,14),(4,18),(4,23),-0.0440786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,14),(4,22),(4,23),0.0122128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,17),(4,18),-0.0516425 # DEPENDENCYPART_TRISIBL
(4,15),(4,17),(4,22),0.00990152 # DEPENDENCYPART_TRISIBL
(4,15),(4,17),(4,23),0.0344827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,18),(4,22),-0.0247458 # DEPENDENCYPART_TRISIBL
(4,15),(4,18),(4,23),0.00134113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,15),(4,22),(4,23),-0.0959129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,17),(4,18),(4,22),-0.0285441 # DEPENDENCYPART_TRISIBL
(4,17),(4,18),(4,23),-0.0432423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,17),(4,22),(4,23),0.016332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,18),(4,22),(4,23),-0.085735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,3),(4,2),-0.0689236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,1),-0.00029872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,3),(4,-1),0.0509256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,1),-0.156419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,2),(4,-1),-0.0471351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,1),(4,-1),-0.280326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,2),(4,1),-0.0927253 # DEPENDENCYPART_TRISIBL
(4,3),(4,2),(4,-1),0.0131042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,3),(4,1),(4,-1),-0.10988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,2),(4,1),(4,-1),-0.122918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,6),(5,7),-0.0889036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,8),-0.133796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,9),-0.0636237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,10),-0.165718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,11),-0.0499987 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,6),(5,23),-0.0366366 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,7),(5,8),-0.142915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,9),-0.113585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,10),-0.143962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,11),-0.0105709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,7),(5,23),-0.0673411 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,8),(5,9),-0.100111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,10),-0.151758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,11),-0.0545636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,8),(5,23),-0.0820947 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,9),(5,10),-0.157639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,11),-0.13475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,9),(5,23),-0.284859 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,10),(5,11),-0.0892076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,10),(5,23),-0.170207 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,11),(5,23),-0.0858105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,6),(5,7),(5,8),-0.0771811 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,9),-0.0560877 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,10),-0.00269866 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,11),-0.0694448 # DEPENDENCYPART_TRISIBL
(5,6),(5,7),(5,23),-0.0826489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,8),(5,9),-0.0616888 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,10),-0.00149499 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,11),-0.0708889 # DEPENDENCYPART_TRISIBL
(5,6),(5,8),(5,23),-0.112857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,9),(5,10),0.0298916 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,11),-0.03362 # DEPENDENCYPART_TRISIBL
(5,6),(5,9),(5,23),-0.119402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,10),(5,11),-0.0719631 # DEPENDENCYPART_TRISIBL
(5,6),(5,10),(5,23),-0.0926018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,11),(5,23),-0.119272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.0486055 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0670133 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0603204 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,23),-0.0604914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0516745 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0283616 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,23),-0.0996673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0521023 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,23),-0.0640604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,23),-0.0367308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),0.0152105 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.0751199 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,23),-0.054897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0718176 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,23),-0.07367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,23),-0.0773844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.0236448 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,23),-0.0624906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,23),-0.0809786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,23),-0.107275 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,3),(5,2),-0.176676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,1),-0.0637428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,3),(5,-1),-0.0907987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,2),(5,1),-0.119355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(5,5),(5,2),(5,-1),-0.165069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,1),(5,-1),-0.377407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,2),(5,1),-0.0672128 # DEPENDENCYPART_TRISIBL
(5,3),(5,2),(5,-1),-0.132599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,3),(5,1),(5,-1),-0.15949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,2),(5,1),(5,-1),-0.126302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.0339572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.0879774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.0869065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),0.0158293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.0336889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.0336553 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.0335299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,15),-0.0879774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,17),-0.022925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),-0.092983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,21),-0.0420667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,22),-0.234834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,23),0.0554259 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),0.000441702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.0510372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),0.00320002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.0937746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.093792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.0936086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,15),0.000441702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,17),-0.0834971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),-0.100029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,21),-0.104733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,22),-0.10145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,23),0.0599857 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.117563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,11),0.0141994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,12),-0.219674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,13),-0.219502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),-0.219376 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,15),-0.131458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,17),-0.195577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.293754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,21),-0.228776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,22),-0.0831197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,23),-0.281856 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.0587486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,12),-0.0578281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,13),-0.0577947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),-0.0576693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,15),-0.0388328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,17),-0.0470658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,18),-0.162496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,21),-0.0662061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,22),-0.103896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,23),-0.138419 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),0.0575954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,13),0.057629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),0.0577544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,15),0.0777508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,17),0.0682411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),-0.0226488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,21),0.0491895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,22),0.217154 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,23),0.0125521 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,13),-0.0974011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,14),-0.0972178 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,15),0.00116581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,17),-0.0871062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,18),-0.0959768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,21),-0.108342 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,22),-0.101554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,23),0.0629932 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,14),-0.0938231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,15),0.0012167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,17),-0.0837116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,18),-0.095929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,21),-0.104947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,22),-0.102072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,23),0.0577307 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,15),0.00121698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,17),-0.0834971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,18),-0.0959288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,21),-0.104733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,22),-0.10145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,23),0.0600516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,15),(6,17),-0.195577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,18),-0.293754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,21),-0.228776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,22),-0.0831197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,15),(6,23),-0.281856 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,17),(6,18),-0.0965833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,21),-0.10492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,22),-0.0994885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,17),(6,23),0.0514454 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,18),(6,21),-0.0328206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,22),-0.18821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,18),(6,23),-0.100129 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,21),(6,22),-0.103673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,21),(6,23),0.0727221 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,22),(6,23),-0.0696927 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0540436 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,10),-0.0964178 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,11),-0.0255871 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,12),0.0941086 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,13),0.0941096 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,14),0.0941096 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,15),-0.0540436 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,17),0.0934113 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,18),-0.0316013 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,21),0.0941096 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,22),-0.142828 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,23),-0.0413386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,10),-0.0865347 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,11),-0.0509701 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,12),-0.0198495 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,13),-0.0198481 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,14),-0.0198481 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,15),-0.0313547 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,17),-0.0203136 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,18),-0.0458887 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,21),-0.0198481 # DEPENDENCYPART_TRISIBL
