# _root_ General unsecured creditors of Maxicare 's discontinued operations , whose claims total $ 110 million , initially will receive $ 17.8 million in cash and $ 10 million in senior notes .
#goldHeads=3,3,18,3,8,5,8,4,3,11,12,3,12,13,13,3,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
#predictedHeads=3,3,18,3,8,5,8,4,8,11,12,8,12,13,13,18,18,0,18,25,20,20,20,23,19,25,26,26,26,31,29,18,
(8,12),(8,13),(8,33),-0.115949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,15),-0.0632742 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,16),-0.0377493 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,17),-0.066004 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,18),-0.0806906 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,19),-0.0872253 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,25),-0.102351 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,32),-0.0584859 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,33),-0.113095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),-0.0377493 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,17),-0.066004 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,18),-0.0806906 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,19),-0.0872388 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,25),-0.102351 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,32),-0.0584863 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,33),-0.113688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,17),-0.0502926 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,18),-0.0855994 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,19),-0.0616815 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,25),-0.125796 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,32),-0.0761264 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,33),-0.053375 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,17),(8,18),-0.0826652 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,19),-0.105299 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,25),-0.110197 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,32),-0.0282091 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,33),-0.0758091 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,18),(8,19),-0.0932344 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,25),-0.106332 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,32),-0.101699 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,33),-0.0968718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,19),(8,25),-0.123265 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,32),-0.0820988 # DEPENDENCYPART_TRISIBL
(8,12),(8,19),(8,33),-0.122331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,25),(8,32),-0.0917904 # DEPENDENCYPART_TRISIBL
(8,12),(8,25),(8,33),-0.153751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,32),(8,33),-0.0749669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,15),-0.0495779 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,16),-0.0337491 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,17),-0.0651898 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,18),-0.0604543 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,19),-0.0914318 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,25),-0.0769931 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,32),-0.10091 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,33),-0.172558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.0341449 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,17),-0.0652522 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,18),-0.0604547 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,19),-0.092047 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,25),-0.077195 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,32),-0.100911 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,33),-0.173574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,17),-0.0611437 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,18),-0.0612872 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,19),-0.0738192 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,25),-0.0588754 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,32),-0.106152 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,33),-0.135126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,18),-0.0598311 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,19),-0.0804198 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,25),-0.0762843 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,32),-0.103731 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,33),-0.109985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,19),-0.0799604 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,25),-0.0747269 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,32),-0.0995824 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,33),-0.129109 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,19),(8,25),-0.0783699 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,32),-0.103334 # DEPENDENCYPART_TRISIBL
(8,13),(8,19),(8,33),-0.161927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,25),(8,32),-0.0999247 # DEPENDENCYPART_TRISIBL
(8,13),(8,25),(8,33),-0.15454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,32),(8,33),-0.0979695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,15),(8,16),-0.0787241 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,17),-0.0714966 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,18),-0.0476045 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,19),-0.0378805 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,25),-0.0847864 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,32),-0.0462654 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,33),-0.145341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,16),(8,17),-0.0674491 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,18),-0.0416223 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,19),-0.0740459 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,25),-0.046959 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,32),-0.0387584 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,33),-0.17872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,17),(8,18),-0.0454026 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,19),-0.0520776 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,25),-0.0738988 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,32),-0.0414997 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,33),-0.0746177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,18),(8,19),-0.0509909 # DEPENDENCYPART_TRISIBL
(8,14),(8,18),(8,25),-0.0720899 # DEPENDENCYPART_TRISIBL
(8,14),(8,18),(8,32),-0.0381623 # DEPENDENCYPART_TRISIBL
(8,14),(8,18),(8,33),-0.123016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,19),(8,25),-0.0734098 # DEPENDENCYPART_TRISIBL
(8,14),(8,19),(8,32),-0.065538 # DEPENDENCYPART_TRISIBL
(8,14),(8,19),(8,33),-0.102559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,25),(8,32),-0.0493036 # DEPENDENCYPART_TRISIBL
(8,14),(8,25),(8,33),-0.133418 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,32),(8,33),-0.110653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,17),-0.0776519 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,18),-0.0395663 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,19),-0.0626211 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,25),-0.0447272 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,32),-0.0404235 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,33),-0.168442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,17),(8,18),-0.0447461 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,19),-0.0477347 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,25),-0.074668 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,32),-0.0428579 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,33),-0.059812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,18),(8,19),-0.0459524 # DEPENDENCYPART_TRISIBL
(8,15),(8,18),(8,25),-0.0728489 # DEPENDENCYPART_TRISIBL
(8,15),(8,18),(8,32),-0.0395237 # DEPENDENCYPART_TRISIBL
(8,15),(8,18),(8,33),-0.109544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,19),(8,25),-0.074181 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,32),-0.0686887 # DEPENDENCYPART_TRISIBL
(8,15),(8,19),(8,33),-0.0818463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,25),(8,32),-0.0506636 # DEPENDENCYPART_TRISIBL
(8,15),(8,25),(8,33),-0.121689 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,32),(8,33),-0.0959829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,17),(8,18),-0.0491349 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,19),-0.0437264 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,25),0.0234245 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,32),-0.127729 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,33),-0.214157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,18),(8,19),-0.0367322 # DEPENDENCYPART_TRISIBL
(8,16),(8,18),(8,25),-0.0498882 # DEPENDENCYPART_TRISIBL
(8,16),(8,18),(8,32),-0.168752 # DEPENDENCYPART_TRISIBL
(8,16),(8,18),(8,33),-0.150548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,19),(8,25),-0.0600183 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,32),-0.102729 # DEPENDENCYPART_TRISIBL
(8,16),(8,19),(8,33),-0.0581466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,25),(8,32),-0.103766 # DEPENDENCYPART_TRISIBL
(8,16),(8,25),(8,33),-0.0807946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,32),(8,33),-0.30902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,18),(8,19),-0.0482245 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,25),-0.0828869 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,32),-0.0405357 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,33),-0.0956026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,19),(8,25),-0.0870122 # DEPENDENCYPART_TRISIBL
(8,17),(8,19),(8,32),-0.0572692 # DEPENDENCYPART_TRISIBL
(8,17),(8,19),(8,33),-0.0992225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,25),(8,32),-0.0411982 # DEPENDENCYPART_TRISIBL
(8,17),(8,25),(8,33),-0.107209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,32),(8,33),-0.167139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,19),(8,25),-0.0880307 # DEPENDENCYPART_TRISIBL
(8,18),(8,19),(8,32),-0.0519873 # DEPENDENCYPART_TRISIBL
(8,18),(8,19),(8,33),-0.0688798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,25),(8,32),-0.0853313 # DEPENDENCYPART_TRISIBL
(8,18),(8,25),(8,33),-0.0572003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,32),(8,33),0.0246367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,25),(8,32),-0.0942063 # DEPENDENCYPART_TRISIBL
(8,19),(8,25),(8,33),-0.146633 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,19),(8,32),(8,33),-0.0600482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,25),(8,32),(8,33),-0.0698463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.114996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.0732133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.201444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.0680954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.10365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.106001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.24205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.203669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.218023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.20074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.168931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.171246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.426263 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.211957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),-0.200695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,2),-0.0958779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.0981744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.219071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.0272949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,2),-0.210242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,1),-0.2127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.114995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.0967365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.0990329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.218302 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.204473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),-0.181686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.189406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.0849069 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),-0.0725812 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),-0.0849138 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.0635326 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),-0.0635797 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.162929 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,4),-0.0579442 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,3),-0.0489768 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,2),-0.0386072 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.0386724 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.174593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),-0.0742254 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),-0.0587111 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,1),-0.0587582 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.182636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.03887 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),-0.0389351 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),-0.171992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.0579836 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.0946326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.0946863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,4),-0.079431 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,3),-0.124306 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,2),-0.11081 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.110677 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.139594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.0978503 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.1087 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.108611 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.123419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.1109 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.110767 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.139793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.104616 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.130243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.130243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,4),(8,3),-0.103488 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,2),-0.0256587 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,1),-0.0171545 # DEPENDENCYPART_TRISIBL
(8,5),(8,4),(8,-1),-0.142065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,3),(8,2),0.0295008 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,1),0.0434938 # DEPENDENCYPART_TRISIBL
(8,5),(8,3),(8,-1),-0.121037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),0.0698414 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.0959729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.0940753 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.0858684 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.0859111 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.222665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0916312 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.231821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.231866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),0.0694044 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.0938105 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.091913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.110243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.174216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.15108 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.129623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,33),-0.0886835 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.189025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.17044 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,33),-0.122684 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.101184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,33),-0.101445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,33),-0.12219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0634271 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0634787 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,33),-0.115136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0632742 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,33),-0.112282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,33),-0.112875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0495779 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,33),-0.172558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,33),-0.173574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,33),-0.145341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.142454 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.180791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.129619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.175497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.182246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.158184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.201263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.149611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.48195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.156375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.218546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),-0.203085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,5),-0.0952402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.234902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,-1),-0.204688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.115032 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.0968213 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.115032 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),-0.135936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.0983492 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.107076 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),-0.138932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,5),-0.105915 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.137118 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,-1),-0.138932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.106492 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.0449693 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.146836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,5),-0.100648 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.0708803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,-1),-0.141779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,5),-0.122261 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.2331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,-1),-0.131307 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,-1),-0.173886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,13),(12,14),-0.139148 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.122255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.0464754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0333729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.0649816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.0554425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,23),-0.018362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,25),-0.0855116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,29),-0.018362 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
