# _root_ Even if the gross national product is either flat or in the growth range of 2 % to 2.5 % , `` we can handle that , '' Mr. Marous said .
#goldHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,20,20,20,20,15,24,24,24,31,24,25,31,31,30,31,0,31,
#predictedHeads=7,7,6,6,6,7,24,10,10,7,10,14,14,11,14,17,15,15,20,18,24,24,24,31,24,25,31,31,30,31,0,31,
(24,20),(24,14),(24,11),0.0223571 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,10),-0.107954 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,9),-0.00787196 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,8),-0.0554635 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,7),-0.098847 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,6),-0.158949 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,2),-0.0321511 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,1),-0.0282683 # DEPENDENCYPART_TRISIBL
(24,20),(24,14),(24,-1),-0.108666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,13),(24,12),-0.000444895 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,11),0.0175809 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,10),-0.107954 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,9),-0.00810418 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,8),-0.0554635 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,7),-0.098847 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,6),-0.158954 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,2),-0.0369274 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,1),-0.0282683 # DEPENDENCYPART_TRISIBL
(24,20),(24,13),(24,-1),-0.108679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,12),(24,11),0.0254144 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,10),-0.0889429 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,9),-0.0130798 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,8),-0.0606729 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,7),-0.0908648 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,6),-0.152947 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,2),-0.0320309 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,1),-0.0343661 # DEPENDENCYPART_TRISIBL
(24,20),(24,12),(24,-1),0.00855245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,11),(24,10),-0.0628006 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,9),0.000631092 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,8),-0.0283276 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,7),-0.0975373 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,6),-0.169443 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,2),-0.0314241 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,1),0.0290816 # DEPENDENCYPART_TRISIBL
(24,20),(24,11),(24,-1),-0.00759697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,10),(24,9),-0.0188807 # DEPENDENCYPART_TRISIBL
(24,20),(24,10),(24,8),-0.0602308 # DEPENDENCYPART_TRISIBL
(24,20),(24,10),(24,7),-0.10269 # DEPENDENCYPART_TRISIBL
(24,20),(24,10),(24,6),-0.132581 # DEPENDENCYPART_TRISIBL
(24,20),(24,10),(24,2),-0.0342025 # DEPENDENCYPART_TRISIBL
(24,20),(24,10),(24,1),-0.0311364 # DEPENDENCYPART_TRISIBL
(24,20),(24,10),(24,-1),-0.0972332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,9),(24,8),-0.0661227 # DEPENDENCYPART_TRISIBL
(24,20),(24,9),(24,7),-0.0876354 # DEPENDENCYPART_TRISIBL
(24,20),(24,9),(24,6),-0.123968 # DEPENDENCYPART_TRISIBL
(24,20),(24,9),(24,2),-0.034704 # DEPENDENCYPART_TRISIBL
(24,20),(24,9),(24,1),-0.0367836 # DEPENDENCYPART_TRISIBL
(24,20),(24,9),(24,-1),-0.0690765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,8),(24,7),-0.0883892 # DEPENDENCYPART_TRISIBL
(24,20),(24,8),(24,6),-0.139647 # DEPENDENCYPART_TRISIBL
(24,20),(24,8),(24,2),-0.0285451 # DEPENDENCYPART_TRISIBL
(24,20),(24,8),(24,1),-0.0170888 # DEPENDENCYPART_TRISIBL
(24,20),(24,8),(24,-1),-0.0312573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,7),(24,6),-0.158064 # DEPENDENCYPART_TRISIBL
(24,20),(24,7),(24,2),-0.000406469 # DEPENDENCYPART_TRISIBL
(24,20),(24,7),(24,1),-0.00519868 # DEPENDENCYPART_TRISIBL
(24,20),(24,7),(24,-1),-0.114889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,6),(24,2),-0.0321574 # DEPENDENCYPART_TRISIBL
(24,20),(24,6),(24,1),-0.0282683 # DEPENDENCYPART_TRISIBL
(24,20),(24,6),(24,-1),-0.108967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,2),(24,1),0.0573542 # DEPENDENCYPART_TRISIBL
(24,20),(24,2),(24,-1),0.0648072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,1),(24,-1),-0.0258361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,17),(24,16),-0.0660962 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,15),-0.0766477 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,14),-0.083829 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,13),-0.0840781 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,12),-0.0280591 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,11),-0.0718962 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,10),-0.0750484 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,9),-0.0682331 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,8),-0.0730625 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,7),-0.086878 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,6),-0.0838288 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,2),-0.0727612 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,1),-0.0730673 # DEPENDENCYPART_TRISIBL
(24,19),(24,17),(24,-1),-0.0999336 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,16),(24,15),-0.0708571 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,14),-0.0854259 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,13),-0.0856751 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,12),-0.0476366 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,11),-0.0654625 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,10),-0.0762978 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,9),-0.073296 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,8),-0.0739466 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,7),-0.0819101 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,6),-0.0854257 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,2),-0.0670515 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,1),-0.0739513 # DEPENDENCYPART_TRISIBL
(24,19),(24,16),(24,-1),-0.081954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,15),(24,14),-0.0841545 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,13),-0.0846506 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,12),-0.0411712 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,11),-0.069951 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,10),-0.0762074 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,9),-0.0732133 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,8),-0.0719711 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,7),-0.0872524 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,6),-0.0841536 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,2),-0.0711337 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,1),-0.0719806 # DEPENDENCYPART_TRISIBL
(24,19),(24,15),(24,-1),-0.0308189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,14),(24,13),-0.0839906 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,12),-0.0280143 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,11),-0.0718962 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,10),-0.0750462 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,9),-0.0682324 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,8),-0.0730624 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,7),-0.0868772 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,6),-0.0837412 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,2),-0.0727612 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,1),-0.0730672 # DEPENDENCYPART_TRISIBL
(24,19),(24,14),(24,-1),-0.0959495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,13),(24,12),-0.0280143 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,11),-0.0718962 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,10),-0.0750462 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,9),-0.0684095 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,8),-0.0730624 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,7),-0.0868772 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,6),-0.0837762 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,2),-0.0727612 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,1),-0.0730672 # DEPENDENCYPART_TRISIBL
(24,19),(24,13),(24,-1),-0.0959512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,12),(24,11),-0.0715477 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,10),-0.0752536 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,9),-0.0734372 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,8),-0.078862 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,7),-0.0850004 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,6),-0.0832883 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,2),-0.0731683 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,1),-0.0788668 # DEPENDENCYPART_TRISIBL
(24,19),(24,12),(24,-1),-0.0300145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,11),(24,10),-0.076638 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,9),-0.0731968 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,8),-0.0719767 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,7),-0.0870897 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,6),-0.083753 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,2),-0.0713267 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,1),-0.0719862 # DEPENDENCYPART_TRISIBL
(24,19),(24,11),(24,-1),-0.045678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,10),(24,9),-0.0718218 # DEPENDENCYPART_TRISIBL
(24,19),(24,10),(24,8),-0.0729552 # DEPENDENCYPART_TRISIBL
(24,19),(24,10),(24,7),-0.0842155 # DEPENDENCYPART_TRISIBL
(24,19),(24,10),(24,6),-0.0809839 # DEPENDENCYPART_TRISIBL
(24,19),(24,10),(24,2),-0.0681782 # DEPENDENCYPART_TRISIBL
(24,19),(24,10),(24,1),-0.07296 # DEPENDENCYPART_TRISIBL
(24,19),(24,10),(24,-1),-0.0872908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,9),(24,8),-0.0743843 # DEPENDENCYPART_TRISIBL
(24,19),(24,9),(24,7),-0.0842978 # DEPENDENCYPART_TRISIBL
(24,19),(24,9),(24,6),-0.0806381 # DEPENDENCYPART_TRISIBL
(24,19),(24,9),(24,2),-0.0748259 # DEPENDENCYPART_TRISIBL
(24,19),(24,9),(24,1),-0.074389 # DEPENDENCYPART_TRISIBL
(24,19),(24,9),(24,-1),-0.11557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,8),(24,7),-0.0851035 # DEPENDENCYPART_TRISIBL
(24,19),(24,8),(24,6),-0.0836453 # DEPENDENCYPART_TRISIBL
(24,19),(24,8),(24,2),-0.0675848 # DEPENDENCYPART_TRISIBL
(24,19),(24,8),(24,1),-0.0738788 # DEPENDENCYPART_TRISIBL
(24,19),(24,8),(24,-1),-0.0502503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,7),(24,6),-0.0828163 # DEPENDENCYPART_TRISIBL
(24,19),(24,7),(24,2),-0.0679867 # DEPENDENCYPART_TRISIBL
(24,19),(24,7),(24,1),-0.0729494 # DEPENDENCYPART_TRISIBL
(24,19),(24,7),(24,-1),-0.0978079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,6),(24,2),-0.0727612 # DEPENDENCYPART_TRISIBL
(24,19),(24,6),(24,1),-0.0730672 # DEPENDENCYPART_TRISIBL
(24,19),(24,6),(24,-1),-0.0959495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,2),(24,1),-0.0719808 # DEPENDENCYPART_TRISIBL
(24,19),(24,2),(24,-1),-0.0359601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,19),(24,1),(24,-1),-0.050357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,16),(24,15),-0.0105434 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,14),-0.128662 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,13),-0.129911 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,12),-0.0294381 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,11),0.0351576 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,10),-0.0849881 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,9),-0.0134365 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,8),-0.037749 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,7),-0.0858497 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,6),-0.128997 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,2),-0.0195083 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,1),-0.00841106 # DEPENDENCYPART_TRISIBL
(24,17),(24,16),(24,-1),-0.109201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,15),(24,14),-0.167733 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,13),-0.169022 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,12),-0.0145102 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,11),0.0205447 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,10),-0.0721984 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,9),0.000928782 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,8),-0.0214901 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,7),-0.103389 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,6),-0.168068 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,2),-0.0386656 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,1),0.0359192 # DEPENDENCYPART_TRISIBL
(24,17),(24,15),(24,-1),-0.0162852 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,14),(24,13),-0.160005 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,12),-0.000157205 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,11),0.0223571 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,10),-0.107954 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,9),-0.00787196 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,8),-0.0554635 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,7),-0.098847 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,6),-0.158949 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,2),-0.0321511 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,1),-0.0282683 # DEPENDENCYPART_TRISIBL
(24,17),(24,14),(24,-1),-0.108666 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,13),(24,12),-0.000444895 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,11),0.0175809 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,10),-0.107954 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,9),-0.00810418 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,8),-0.0554635 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,7),-0.098847 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,6),-0.158954 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,2),-0.0369274 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,1),-0.0282683 # DEPENDENCYPART_TRISIBL
(24,17),(24,13),(24,-1),-0.108679 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,12),(24,11),0.0254144 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,10),-0.0889429 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,9),-0.0130798 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,8),-0.0606729 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,7),-0.0908648 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,6),-0.152947 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,2),-0.0320309 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,1),-0.0343661 # DEPENDENCYPART_TRISIBL
(24,17),(24,12),(24,-1),0.00855245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,11),(24,10),-0.0628006 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,9),0.000631092 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,8),-0.0283276 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,7),-0.0975373 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,6),-0.169443 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,2),-0.0314241 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,1),0.0290816 # DEPENDENCYPART_TRISIBL
(24,17),(24,11),(24,-1),-0.00759697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,10),(24,9),-0.0188807 # DEPENDENCYPART_TRISIBL
(24,17),(24,10),(24,8),-0.0602308 # DEPENDENCYPART_TRISIBL
(24,17),(24,10),(24,7),-0.10269 # DEPENDENCYPART_TRISIBL
(24,17),(24,10),(24,6),-0.132581 # DEPENDENCYPART_TRISIBL
(24,17),(24,10),(24,2),-0.0342025 # DEPENDENCYPART_TRISIBL
(24,17),(24,10),(24,1),-0.0311364 # DEPENDENCYPART_TRISIBL
(24,17),(24,10),(24,-1),-0.0972332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,9),(24,8),-0.0661227 # DEPENDENCYPART_TRISIBL
(24,17),(24,9),(24,7),-0.0876354 # DEPENDENCYPART_TRISIBL
(24,17),(24,9),(24,6),-0.123968 # DEPENDENCYPART_TRISIBL
(24,17),(24,9),(24,2),-0.034704 # DEPENDENCYPART_TRISIBL
(24,17),(24,9),(24,1),-0.0367836 # DEPENDENCYPART_TRISIBL
(24,17),(24,9),(24,-1),-0.0690765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,8),(24,7),-0.0883892 # DEPENDENCYPART_TRISIBL
(24,17),(24,8),(24,6),-0.139647 # DEPENDENCYPART_TRISIBL
(24,17),(24,8),(24,2),-0.0285451 # DEPENDENCYPART_TRISIBL
(24,17),(24,8),(24,1),-0.0170888 # DEPENDENCYPART_TRISIBL
(24,17),(24,8),(24,-1),-0.0312573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,7),(24,6),-0.158064 # DEPENDENCYPART_TRISIBL
(24,17),(24,7),(24,2),-0.000406469 # DEPENDENCYPART_TRISIBL
(24,17),(24,7),(24,1),-0.00519868 # DEPENDENCYPART_TRISIBL
(24,17),(24,7),(24,-1),-0.114889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,6),(24,2),-0.0321574 # DEPENDENCYPART_TRISIBL
(24,17),(24,6),(24,1),-0.0282683 # DEPENDENCYPART_TRISIBL
(24,17),(24,6),(24,-1),-0.108967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,2),(24,1),0.0573542 # DEPENDENCYPART_TRISIBL
(24,17),(24,2),(24,-1),0.0648072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,17),(24,1),(24,-1),-0.0258361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,15),(24,14),-0.0815095 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,13),-0.0820056 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,12),-0.0383287 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,11),-0.0679237 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,10),-0.0763038 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,9),-0.0732133 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,8),-0.0703914 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,7),-0.0877029 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,6),-0.0815086 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,2),-0.0691064 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,1),-0.0704009 # DEPENDENCYPART_TRISIBL
(24,16),(24,15),(24,-1),-0.0326835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,14),(24,13),-0.0786522 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,12),-0.023126 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,11),-0.0698689 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,10),-0.0751426 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,9),-0.0682324 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,8),-0.0714801 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,7),-0.0873278 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,6),-0.0784029 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,2),-0.070734 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,1),-0.0714849 # DEPENDENCYPART_TRISIBL
(24,16),(24,14),(24,-1),-0.099661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,13),(24,12),-0.023126 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,11),-0.0698689 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,10),-0.0751426 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,9),-0.0684095 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,8),-0.0714801 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,7),-0.0873278 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,6),-0.0784378 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,2),-0.070734 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,1),-0.0714849 # DEPENDENCYPART_TRISIBL
(24,16),(24,13),(24,-1),-0.0996627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,12),(24,11),-0.0695205 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,10),-0.07535 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,9),-0.0734372 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,8),-0.0772797 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,7),-0.0854509 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,6),-0.0806433 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,2),-0.071141 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,1),-0.0772844 # DEPENDENCYPART_TRISIBL
(24,16),(24,12),(24,-1),-0.0364583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,11),(24,10),-0.0767344 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,9),-0.0731968 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,8),-0.070397 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,7),-0.0875402 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,6),-0.0811081 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,2),-0.0692994 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,1),-0.0704065 # DEPENDENCYPART_TRISIBL
(24,16),(24,11),(24,-1),-0.0475425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,10),(24,9),-0.0718218 # DEPENDENCYPART_TRISIBL
(24,16),(24,10),(24,8),-0.0713729 # DEPENDENCYPART_TRISIBL
(24,16),(24,10),(24,7),-0.084666 # DEPENDENCYPART_TRISIBL
(24,16),(24,10),(24,6),-0.0783389 # DEPENDENCYPART_TRISIBL
(24,16),(24,10),(24,2),-0.0661509 # DEPENDENCYPART_TRISIBL
(24,16),(24,10),(24,1),-0.0713776 # DEPENDENCYPART_TRISIBL
(24,16),(24,10),(24,-1),-0.0892116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,9),(24,8),-0.072802 # DEPENDENCYPART_TRISIBL
(24,16),(24,9),(24,7),-0.0847483 # DEPENDENCYPART_TRISIBL
(24,16),(24,9),(24,6),-0.0779931 # DEPENDENCYPART_TRISIBL
(24,16),(24,9),(24,2),-0.0727987 # DEPENDENCYPART_TRISIBL
(24,16),(24,9),(24,1),-0.0728067 # DEPENDENCYPART_TRISIBL
(24,16),(24,9),(24,-1),-0.117491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,16),(24,8),(24,7),-0.0855541 # DEPENDENCYPART_TRISIBL
(24,16),(24,8),(24,6),-0.0810003 # DEPENDENCYPART_TRISIBL
(24,16),(24,8),(24,2),-0.0655575 # DEPENDENCYPART_TRISIBL
(24,16),(24,8),(24,1),-0.0722965 # DEPENDENCYPART_TRISIBL
