# _root_ Dun & Bradstreet Corp. said business failures fell 17.8 % to 11,586 in the third quarter from 14,099 in the year-earlier period .
#goldHeads=2,4,2,5,0,7,8,5,10,8,8,11,11,16,16,13,8,17,17,22,22,19,5,
#predictedHeads=2,4,2,5,0,7,8,5,10,8,8,11,8,16,16,13,8,17,17,22,22,19,5,
(22,13),(13,13),(13,14),0.1498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,15),0.13274 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,16),0.0597764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,17),0.108093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,18),0.0103394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,19),0.105398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,21),0.133531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,22),-0.144665 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,13),(13,24),-0.0790236 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,14),(13,15),0.121049 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,16),0.141719 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,17),0.119147 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,18),0.142123 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,19),0.119147 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,21),0.121257 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,14),(13,22),-0.124886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,14),(13,24),-0.144504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,15),(13,16),0.117096 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,17),0.117427 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,18),0.152807 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,19),0.11737 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,21),0.118994 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,15),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,15),(13,24),-0.163555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,16),(13,17),0.118065 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,18),0.117832 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,19),0.118013 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,21),0.118831 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,16),(13,22),-0.125348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,16),(13,24),-0.143279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,17),(13,18),0.1188 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,19),0.118778 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,21),0.119145 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,17),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,17),(13,24),-0.142375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,18),(13,19),0.118543 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,21),0.117922 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,18),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,18),(13,24),-0.0943719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,19),(13,21),0.119145 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,19),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,19),(13,24),-0.144937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,21),(13,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,21),(13,24),-0.162561 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,22),(13,24),-0.143217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,13),(13,12),-0.00681391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,11),-0.0771272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,10),0.086649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,13),(13,13),(13,-1),-0.36434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,13),(13,12),(13,11),-0.0576204 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,10),-0.052624 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,12),(13,-1),-0.0394911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,11),(13,10),-0.0475628 # DEPENDENCYPART_GRANDSIBL
(22,13),(13,11),(13,-1),-0.0604532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,13),(13,10),(13,-1),0.0465071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,14),(14,14),(14,15),0.103012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,14),(14,14),(14,24),0.158035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,14),(14,15),(14,24),-0.140235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,14),(14,14),(14,-1),0.222155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,15),(15,15),(15,17),0.107505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,18),0.153002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,19),0.103535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,24),0.0129838 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,15),(15,17),(15,18),0.11908 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,17),(15,19),0.118961 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,17),(15,24),-0.16556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,18),(15,19),0.118823 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,18),(15,24),-0.0871229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,19),(15,24),-0.168738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,15),(15,14),-0.0630825 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,11),0.00134107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,10),-0.0494748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,15),(15,15),(15,-1),0.0424207 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,15),(15,14),(15,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,14),(15,10),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,14),(15,-1),-0.107771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,11),(15,10),-0.0424166 # DEPENDENCYPART_GRANDSIBL
(22,15),(15,11),(15,-1),0.0177269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,15),(15,10),(15,-1),0.00235646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,17),(17,18),0.00698143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,19),0.0988293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,21),0.131731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,22),-0.144305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,17),(17,24),-0.0570876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,18),(17,19),0.118541 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,21),0.117924 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,18),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,18),(17,24),-0.0969096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,19),(17,21),0.119147 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,19),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,19),(17,24),-0.151167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,21),(17,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,21),(17,24),-0.165512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,22),(17,24),-0.150283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,17),(17,16),0.0716786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,15),-0.0380856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,11),-0.0795251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,17),(17,17),(17,-1),-0.375708 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,17),(17,16),(17,15),-0.0447558 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,11),0.00301477 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,16),(17,-1),0.0173983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,15),(17,11),-0.0420527 # DEPENDENCYPART_GRANDSIBL
(22,17),(17,15),(17,-1),-0.0412798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,17),(17,11),(17,-1),-0.0408798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,18),(18,19),0.0822374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,20),0.108915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,21),0.106321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,22),-0.127158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,18),(18,24),-0.0471986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,19),(18,20),0.11906 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,19),(18,21),0.118419 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,19),(18,22),-0.124891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,19),(18,24),-0.163714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,20),(18,21),0.119085 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,20),(18,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,20),(18,24),-0.147396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,21),(18,22),-0.125078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,21),(18,24),-0.140927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,22),(18,24),-0.0584562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,18),(18,16),-0.0504758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,15),-0.0932806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,14),-0.0507846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,13),-0.033587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,18),(18,18),(18,-1),0.145456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,18),(18,16),(18,15),-0.0420073 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,16),(18,14),-0.0420011 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,16),(18,13),-0.0428817 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,16),(18,-1),-0.0614064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,15),(18,14),-0.0551856 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,13),-0.0434207 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,15),(18,-1),-0.0760544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,14),(18,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,18),(18,14),(18,-1),-0.0834415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,18),(18,13),(18,-1),-0.0441713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,21),0.103012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,24),0.158035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,24),-0.140235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,-1),0.222155 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,24),0.0154483 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,20),-0.0630659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,16),-0.0434174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,11),0.00134107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),0.0406713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,16),-0.0420636 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,11),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,-1),-0.107771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,16),(21,11),-0.0183182 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,-1),0.00333305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,11),(21,-1),0.0177269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,2),(0,4),-0.111229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,5),-0.218897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,7),-0.112519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,8),-0.228701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,24),0.463667 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,4),(0,5),-0.201463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,7),-0.137259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,8),-0.216931 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,4),(0,24),0.386185 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,5),(0,7),-0.101307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,8),-0.337384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,24),0.916931 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,7),(0,8),-0.215288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,7),(0,24),0.374228 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,8),(0,24),0.852662 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,2),(0,4),(0,5),-0.0821058 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,7),-0.0807791 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,8),-0.0795897 # DEPENDENCYPART_TRISIBL
(0,2),(0,4),(0,24),-0.176352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,5),(0,7),-0.0777821 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,8),-0.0982067 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,24),-0.244151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,7),(0,8),-0.0795545 # DEPENDENCYPART_TRISIBL
(0,2),(0,7),(0,24),-0.176294 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,8),(0,24),-0.237845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,5),(0,7),-0.0954662 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,8),-0.0920067 # DEPENDENCYPART_TRISIBL
(0,4),(0,5),(0,24),-0.104579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,7),(0,8),-0.0861751 # DEPENDENCYPART_TRISIBL
(0,4),(0,7),(0,24),-0.103768 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,8),(0,24),-0.102429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,7),(0,8),-0.135232 # DEPENDENCYPART_TRISIBL
(0,5),(0,7),(0,24),-0.162754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,8),(0,24),-0.277609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,7),(0,8),(0,24),-0.110475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.12621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.118147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.0620077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,7),-0.12773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,8),-0.0781276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,24),-0.13288 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.0908235 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.0867034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,7),-0.0973307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,8),-0.108487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,24),-0.0988385 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.0890755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,7),-0.0944818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,8),-0.110859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,24),-0.100748 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,7),-0.149458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,8),-0.0752921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,5),(1,24),-0.117283 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,7),(1,8),-0.108825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,7),(1,24),-0.102559 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,8),(1,24),-0.10424 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,2),(1,3),(1,4),-0.0940257 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,5),-0.0703134 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,7),-0.0940161 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,8),-0.0686376 # DEPENDENCYPART_TRISIBL
(1,2),(1,3),(1,24),-0.158353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,4),(1,5),-0.0703775 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,7),-0.0940196 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,8),-0.0687017 # DEPENDENCYPART_TRISIBL
(1,2),(1,4),(1,24),-0.158467 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,5),(1,7),-0.0893028 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,8),-0.0738427 # DEPENDENCYPART_TRISIBL
(1,2),(1,5),(1,24),-0.139152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,7),(1,8),-0.0686376 # DEPENDENCYPART_TRISIBL
(1,2),(1,7),(1,24),-0.158353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,2),(1,8),(1,24),-0.135754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,4),(1,5),-0.0996673 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,7),-0.0796831 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,8),-0.0995581 # DEPENDENCYPART_TRISIBL
(1,3),(1,4),(1,24),-0.117882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,5),(1,7),-0.0789985 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,8),-0.0933767 # DEPENDENCYPART_TRISIBL
(1,3),(1,5),(1,24),-0.126239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,7),(1,8),-0.0993023 # DEPENDENCYPART_TRISIBL
(1,3),(1,7),(1,24),-0.114188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,3),(1,8),(1,24),-0.123752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,5),(1,7),-0.081595 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,8),-0.0948033 # DEPENDENCYPART_TRISIBL
(1,4),(1,5),(1,24),-0.115877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,7),(1,8),-0.10108 # DEPENDENCYPART_TRISIBL
(1,4),(1,7),(1,24),-0.0990364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,8),(1,24),-0.11339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,7),(1,8),-0.101722 # DEPENDENCYPART_TRISIBL
(1,5),(1,7),(1,24),-0.0936801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,5),(1,8),(1,24),-0.0955966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,8),(1,24),-0.127116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,4),-0.167875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.0228461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.140014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.162614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,8),-0.0433555 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,9),-0.0586984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.157365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,13),-0.0516601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,19),-0.0516601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,23),-0.0995384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,24),0.0620641 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.0248698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),-0.136345 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.158945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,8),-0.0453791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,9),-0.0586989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),-0.153696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,13),-0.0464325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,19),-0.0464325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,23),-0.100026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,24),0.0766934 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),0.0317615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,7),0.0049463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,8),-0.0906974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,9),-0.0339048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,10),0.00376384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,13),0.0164094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,19),0.0164094 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,23),0.184296 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,24),-0.00587564 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.149517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,8),-0.0473149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,9),-0.0586984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,10),-0.144268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,13),-0.0403804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,19),-0.0403804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,23),-0.102981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,24),0.0257324 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,8),-0.0436929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,9),-0.0586984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,10),-0.155729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,13),-0.0519609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,19),-0.0519609 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,23),-0.0995384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,24),0.0511892 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,8),(2,9),-0.0340292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,8),(2,10),0.00912128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
