# _root_ For the year ended March 31 , Dentsu sales rose 19 % to $ 8.9 billion from $ 7.5 billion , and net income jumped 59 % to $ 102 million from $ 64 million .
#goldHeads=22,3,1,3,4,5,22,9,10,22,12,10,10,13,14,14,10,17,18,18,22,0,24,25,22,27,25,25,28,29,29,25,32,33,33,22,
#predictedHeads=10,3,1,3,4,5,10,9,10,22,12,10,10,13,14,14,10,17,18,18,22,0,24,25,22,27,25,25,28,29,29,25,32,33,33,22,
(18,19),(25,18),0.0180409 # DEPENDENCYPART_HEADBIGRAM
(18,20),(12,19),-0.0582385 # DEPENDENCYPART_HEADBIGRAM
(18,20),(15,19),-0.0575047 # DEPENDENCYPART_HEADBIGRAM
(18,20),(16,19),-0.0575047 # DEPENDENCYPART_HEADBIGRAM
(18,20),(17,19),-0.0611329 # DEPENDENCYPART_HEADBIGRAM
(18,20),(18,19),0.635562 # DEPENDENCYPART_HEADBIGRAM
(18,20),(20,19),0.157889 # DEPENDENCYPART_HEADBIGRAM
(18,20),(22,19),0.080165 # DEPENDENCYPART_HEADBIGRAM
(18,20),(24,19),0.0803956 # DEPENDENCYPART_HEADBIGRAM
(18,20),(25,19),0.0810333 # DEPENDENCYPART_HEADBIGRAM
(18,20),(27,19),0.0804078 # DEPENDENCYPART_HEADBIGRAM
(18,21),(15,20),-0.0586178 # DEPENDENCYPART_HEADBIGRAM
(18,21),(16,20),-0.0586178 # DEPENDENCYPART_HEADBIGRAM
(18,21),(17,20),-0.0649726 # DEPENDENCYPART_HEADBIGRAM
(18,21),(18,20),0.15785 # DEPENDENCYPART_HEADBIGRAM
(18,21),(19,20),0.0807278 # DEPENDENCYPART_HEADBIGRAM
(18,21),(22,20),0.0690932 # DEPENDENCYPART_HEADBIGRAM
(18,21),(24,20),0.0702219 # DEPENDENCYPART_HEADBIGRAM
(18,21),(25,20),0.0785934 # DEPENDENCYPART_HEADBIGRAM
(18,21),(27,20),0.0699363 # DEPENDENCYPART_HEADBIGRAM
(18,22),(4,21),-0.0635587 # DEPENDENCYPART_HEADBIGRAM
(18,22),(5,21),-0.0638575 # DEPENDENCYPART_HEADBIGRAM
(18,22),(10,21),-0.0635629 # DEPENDENCYPART_HEADBIGRAM
(18,22),(14,21),-0.0621314 # DEPENDENCYPART_HEADBIGRAM
(18,22),(17,21),-0.0592866 # DEPENDENCYPART_HEADBIGRAM
(18,22),(18,21),0.0865801 # DEPENDENCYPART_HEADBIGRAM
(18,22),(20,21),0.0821188 # DEPENDENCYPART_HEADBIGRAM
(18,22),(22,21),0.0462173 # DEPENDENCYPART_HEADBIGRAM
(18,22),(24,21),0.0778244 # DEPENDENCYPART_HEADBIGRAM
(18,22),(25,21),0.0781012 # DEPENDENCYPART_HEADBIGRAM
(18,23),(0,22),-0.0601173 # DEPENDENCYPART_HEADBIGRAM
(18,23),(4,22),-0.0595126 # DEPENDENCYPART_HEADBIGRAM
(18,23),(5,22),-0.0585219 # DEPENDENCYPART_HEADBIGRAM
(18,23),(10,22),-0.0559534 # DEPENDENCYPART_HEADBIGRAM
(18,23),(13,22),-0.0398828 # DEPENDENCYPART_HEADBIGRAM
(18,23),(17,22),-0.0586498 # DEPENDENCYPART_HEADBIGRAM
(18,23),(18,22),0.0883187 # DEPENDENCYPART_HEADBIGRAM
(18,23),(24,22),0.0811311 # DEPENDENCYPART_HEADBIGRAM
(18,23),(25,22),0.0800183 # DEPENDENCYPART_HEADBIGRAM
(18,23),(27,22),0.0809983 # DEPENDENCYPART_HEADBIGRAM
(18,24),(10,23),-0.0581183 # DEPENDENCYPART_HEADBIGRAM
(18,24),(14,23),-0.0585069 # DEPENDENCYPART_HEADBIGRAM
(18,24),(17,23),-0.0600992 # DEPENDENCYPART_HEADBIGRAM
(18,24),(18,23),0.0712505 # DEPENDENCYPART_HEADBIGRAM
(18,24),(19,23),0.0807812 # DEPENDENCYPART_HEADBIGRAM
(18,24),(22,23),0.0752966 # DEPENDENCYPART_HEADBIGRAM
(18,24),(24,23),0.0978594 # DEPENDENCYPART_HEADBIGRAM
(18,24),(25,23),0.080199 # DEPENDENCYPART_HEADBIGRAM
(18,24),(26,23),0.074246 # DEPENDENCYPART_HEADBIGRAM
(18,24),(27,23),0.0739255 # DEPENDENCYPART_HEADBIGRAM
(18,25),(13,24),-0.0577446 # DEPENDENCYPART_HEADBIGRAM
(18,25),(14,24),-0.0503231 # DEPENDENCYPART_HEADBIGRAM
(18,25),(17,24),-0.0675184 # DEPENDENCYPART_HEADBIGRAM
(18,25),(18,24),0.0841812 # DEPENDENCYPART_HEADBIGRAM
(18,25),(19,24),0.0963986 # DEPENDENCYPART_HEADBIGRAM
(18,25),(22,24),0.180838 # DEPENDENCYPART_HEADBIGRAM
(18,25),(23,24),0.183908 # DEPENDENCYPART_HEADBIGRAM
(18,25),(25,24),0.107522 # DEPENDENCYPART_HEADBIGRAM
(18,25),(26,24),0.0763915 # DEPENDENCYPART_HEADBIGRAM
(18,25),(27,24),0.0697238 # DEPENDENCYPART_HEADBIGRAM
(18,27),(22,26),0.0763746 # DEPENDENCYPART_HEADBIGRAM
(18,27),(23,26),0.0789308 # DEPENDENCYPART_HEADBIGRAM
(18,27),(24,26),0.0580862 # DEPENDENCYPART_HEADBIGRAM
(18,27),(25,26),0.0586579 # DEPENDENCYPART_HEADBIGRAM
(18,27),(27,26),0.0240114 # DEPENDENCYPART_HEADBIGRAM
(18,27),(28,26),0.0798074 # DEPENDENCYPART_HEADBIGRAM
(18,27),(29,26),0.0795468 # DEPENDENCYPART_HEADBIGRAM
(18,27),(30,26),0.0796247 # DEPENDENCYPART_HEADBIGRAM
(19,15),(10,14),-0.120077 # DEPENDENCYPART_HEADBIGRAM
(19,15),(11,14),-0.10105 # DEPENDENCYPART_HEADBIGRAM
(19,15),(12,14),-0.107447 # DEPENDENCYPART_HEADBIGRAM
(19,15),(13,14),-0.109047 # DEPENDENCYPART_HEADBIGRAM
(19,15),(15,14),-0.0735229 # DEPENDENCYPART_HEADBIGRAM
(19,15),(16,14),-0.107717 # DEPENDENCYPART_HEADBIGRAM
(19,15),(17,14),-0.111365 # DEPENDENCYPART_HEADBIGRAM
(19,15),(18,14),-0.109863 # DEPENDENCYPART_HEADBIGRAM
(19,15),(22,14),0.0750011 # DEPENDENCYPART_HEADBIGRAM
(19,15),(25,14),0.074201 # DEPENDENCYPART_HEADBIGRAM
(19,16),(10,15),-0.111744 # DEPENDENCYPART_HEADBIGRAM
(19,16),(12,15),-0.101588 # DEPENDENCYPART_HEADBIGRAM
(19,16),(13,15),-0.110954 # DEPENDENCYPART_HEADBIGRAM
(19,16),(14,15),-0.106935 # DEPENDENCYPART_HEADBIGRAM
(19,16),(16,15),-0.0989262 # DEPENDENCYPART_HEADBIGRAM
(19,16),(17,15),-0.111221 # DEPENDENCYPART_HEADBIGRAM
(19,16),(18,15),-0.106987 # DEPENDENCYPART_HEADBIGRAM
(19,16),(19,15),0.0897993 # DEPENDENCYPART_HEADBIGRAM
(19,16),(22,15),0.0872693 # DEPENDENCYPART_HEADBIGRAM
(19,16),(25,15),0.0829806 # DEPENDENCYPART_HEADBIGRAM
(19,18),(4,17),0.0236352 # DEPENDENCYPART_HEADBIGRAM
(19,18),(10,17),0.0118024 # DEPENDENCYPART_HEADBIGRAM
(19,18),(12,17),-0.0826361 # DEPENDENCYPART_HEADBIGRAM
(19,18),(13,17),-0.0862879 # DEPENDENCYPART_HEADBIGRAM
(19,18),(14,17),-0.116908 # DEPENDENCYPART_HEADBIGRAM
(19,18),(15,17),-0.0870293 # DEPENDENCYPART_HEADBIGRAM
(19,18),(16,17),-0.0889522 # DEPENDENCYPART_HEADBIGRAM
(19,18),(18,17),-0.125081 # DEPENDENCYPART_HEADBIGRAM
(19,18),(22,17),0.0446685 # DEPENDENCYPART_HEADBIGRAM
(19,18),(25,17),0.149203 # DEPENDENCYPART_HEADBIGRAM
(19,20),(12,19),-0.0707816 # DEPENDENCYPART_HEADBIGRAM
(19,20),(15,19),-0.0626267 # DEPENDENCYPART_HEADBIGRAM
(19,20),(16,19),-0.0626244 # DEPENDENCYPART_HEADBIGRAM
(19,20),(17,19),-0.108777 # DEPENDENCYPART_HEADBIGRAM
(19,20),(18,19),-0.0852004 # DEPENDENCYPART_HEADBIGRAM
(19,20),(20,19),0.0369691 # DEPENDENCYPART_HEADBIGRAM
(19,20),(22,19),0.0796756 # DEPENDENCYPART_HEADBIGRAM
(19,20),(24,19),0.0675859 # DEPENDENCYPART_HEADBIGRAM
(19,20),(25,19),0.0719691 # DEPENDENCYPART_HEADBIGRAM
(19,20),(27,19),0.0660831 # DEPENDENCYPART_HEADBIGRAM
(19,23),(0,22),-0.065126 # DEPENDENCYPART_HEADBIGRAM
(19,23),(4,22),-0.0600506 # DEPENDENCYPART_HEADBIGRAM
(19,23),(5,22),-0.058812 # DEPENDENCYPART_HEADBIGRAM
(19,23),(10,22),-0.0600506 # DEPENDENCYPART_HEADBIGRAM
(19,23),(13,22),-0.0398828 # DEPENDENCYPART_HEADBIGRAM
(19,23),(17,22),-0.0625845 # DEPENDENCYPART_HEADBIGRAM
(19,23),(18,22),-0.0578763 # DEPENDENCYPART_HEADBIGRAM
(19,23),(24,22),0.0809549 # DEPENDENCYPART_HEADBIGRAM
(19,23),(25,22),0.079808 # DEPENDENCYPART_HEADBIGRAM
(19,23),(27,22),0.080807 # DEPENDENCYPART_HEADBIGRAM
(19,24),(10,23),-0.0592013 # DEPENDENCYPART_HEADBIGRAM
(19,24),(14,23),-0.0462046 # DEPENDENCYPART_HEADBIGRAM
(19,24),(17,23),-0.0597774 # DEPENDENCYPART_HEADBIGRAM
(19,24),(18,23),-0.0451704 # DEPENDENCYPART_HEADBIGRAM
(19,24),(19,23),0.0933245 # DEPENDENCYPART_HEADBIGRAM
(19,24),(22,23),0.156342 # DEPENDENCYPART_HEADBIGRAM
(19,24),(24,23),0.140457 # DEPENDENCYPART_HEADBIGRAM
(19,24),(25,23),0.0764043 # DEPENDENCYPART_HEADBIGRAM
(19,24),(26,23),0.0755746 # DEPENDENCYPART_HEADBIGRAM
(19,24),(27,23),0.0760515 # DEPENDENCYPART_HEADBIGRAM
(19,25),(13,24),-0.0584344 # DEPENDENCYPART_HEADBIGRAM
(19,25),(14,24),-0.0503193 # DEPENDENCYPART_HEADBIGRAM
(19,25),(17,24),-0.0397503 # DEPENDENCYPART_HEADBIGRAM
(19,25),(18,24),-0.0503193 # DEPENDENCYPART_HEADBIGRAM
(19,25),(19,24),0.0768461 # DEPENDENCYPART_HEADBIGRAM
(19,25),(22,24),0.194322 # DEPENDENCYPART_HEADBIGRAM
(19,25),(23,24),0.184009 # DEPENDENCYPART_HEADBIGRAM
(19,25),(25,24),0.09425 # DEPENDENCYPART_HEADBIGRAM
(19,25),(26,24),0.0764236 # DEPENDENCYPART_HEADBIGRAM
(19,25),(27,24),0.0701747 # DEPENDENCYPART_HEADBIGRAM
(20,16),(10,15),-0.111746 # DEPENDENCYPART_HEADBIGRAM
(20,16),(12,15),-0.101597 # DEPENDENCYPART_HEADBIGRAM
(20,16),(13,15),-0.111654 # DEPENDENCYPART_HEADBIGRAM
(20,16),(14,15),-0.106935 # DEPENDENCYPART_HEADBIGRAM
(20,16),(16,15),-0.0990269 # DEPENDENCYPART_HEADBIGRAM
(20,16),(17,15),-0.111246 # DEPENDENCYPART_HEADBIGRAM
(20,16),(18,15),-0.106987 # DEPENDENCYPART_HEADBIGRAM
(20,16),(19,15),-0.107019 # DEPENDENCYPART_HEADBIGRAM
(20,16),(22,15),0.0872693 # DEPENDENCYPART_HEADBIGRAM
(20,16),(25,15),0.0829796 # DEPENDENCYPART_HEADBIGRAM
(20,18),(4,17),0.0303974 # DEPENDENCYPART_HEADBIGRAM
(20,18),(10,17),0.0185646 # DEPENDENCYPART_HEADBIGRAM
(20,18),(12,17),-0.0866403 # DEPENDENCYPART_HEADBIGRAM
(20,18),(13,17),-0.0864253 # DEPENDENCYPART_HEADBIGRAM
(20,18),(14,17),-0.119335 # DEPENDENCYPART_HEADBIGRAM
(20,18),(15,17),-0.0870329 # DEPENDENCYPART_HEADBIGRAM
(20,18),(16,17),-0.0889558 # DEPENDENCYPART_HEADBIGRAM
(20,18),(18,17),-0.125162 # DEPENDENCYPART_HEADBIGRAM
(20,18),(22,17),0.0444154 # DEPENDENCYPART_HEADBIGRAM
(20,18),(25,17),0.152567 # DEPENDENCYPART_HEADBIGRAM
(20,19),(10,18),-0.128404 # DEPENDENCYPART_HEADBIGRAM
(20,19),(14,18),-0.110982 # DEPENDENCYPART_HEADBIGRAM
(20,19),(15,18),-0.106087 # DEPENDENCYPART_HEADBIGRAM
(20,19),(16,18),-0.117941 # DEPENDENCYPART_HEADBIGRAM
(20,19),(17,18),-0.125554 # DEPENDENCYPART_HEADBIGRAM
(20,19),(19,18),-0.116626 # DEPENDENCYPART_HEADBIGRAM
(20,19),(20,18),0.051909 # DEPENDENCYPART_HEADBIGRAM
(20,19),(22,18),0.0623869 # DEPENDENCYPART_HEADBIGRAM
(20,19),(24,18),0.0750976 # DEPENDENCYPART_HEADBIGRAM
(20,19),(25,18),0.0655677 # DEPENDENCYPART_HEADBIGRAM
(20,21),(15,20),-0.0529841 # DEPENDENCYPART_HEADBIGRAM
(20,21),(16,20),-0.0558101 # DEPENDENCYPART_HEADBIGRAM
(20,21),(17,20),-0.0854788 # DEPENDENCYPART_HEADBIGRAM
(20,21),(18,20),-0.0739781 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0412802 # DEPENDENCYPART_HEADBIGRAM
(20,21),(22,20),0.0849411 # DEPENDENCYPART_HEADBIGRAM
(20,21),(24,20),0.0712721 # DEPENDENCYPART_HEADBIGRAM
(20,21),(25,20),0.081597 # DEPENDENCYPART_HEADBIGRAM
(20,21),(27,20),0.0735502 # DEPENDENCYPART_HEADBIGRAM
(22,2),(0,1),-0.0649423 # DEPENDENCYPART_HEADBIGRAM
(22,2),(2,1),-0.109166 # DEPENDENCYPART_HEADBIGRAM
(22,2),(3,1),-0.096328 # DEPENDENCYPART_HEADBIGRAM
(22,2),(4,1),-0.135412 # DEPENDENCYPART_HEADBIGRAM
(22,2),(9,1),-0.099879 # DEPENDENCYPART_HEADBIGRAM
(22,2),(10,1),-0.129023 # DEPENDENCYPART_HEADBIGRAM
(22,2),(22,1),0.0783306 # DEPENDENCYPART_HEADBIGRAM
(22,2),(25,1),0.117115 # DEPENDENCYPART_HEADBIGRAM
(22,3),(1,2),-0.108666 # DEPENDENCYPART_HEADBIGRAM
(22,3),(3,2),-0.0895406 # DEPENDENCYPART_HEADBIGRAM
(22,3),(4,2),-0.111275 # DEPENDENCYPART_HEADBIGRAM
(22,3),(5,2),-0.186974 # DEPENDENCYPART_HEADBIGRAM
(22,3),(6,2),-0.106766 # DEPENDENCYPART_HEADBIGRAM
(22,3),(9,2),-0.185279 # DEPENDENCYPART_HEADBIGRAM
(22,3),(12,2),-0.186718 # DEPENDENCYPART_HEADBIGRAM
(22,3),(22,2),0.123472 # DEPENDENCYPART_HEADBIGRAM
(22,4),(0,3),-0.0989682 # DEPENDENCYPART_HEADBIGRAM
(22,4),(1,3),-0.0880056 # DEPENDENCYPART_HEADBIGRAM
(22,4),(4,3),0.0559297 # DEPENDENCYPART_HEADBIGRAM
(22,4),(5,3),-0.0998565 # DEPENDENCYPART_HEADBIGRAM
(22,4),(6,3),-0.107046 # DEPENDENCYPART_HEADBIGRAM
(22,4),(9,3),-0.0990931 # DEPENDENCYPART_HEADBIGRAM
(22,4),(10,3),-0.160034 # DEPENDENCYPART_HEADBIGRAM
(22,4),(12,3),-0.0990996 # DEPENDENCYPART_HEADBIGRAM
(22,4),(22,3),0.339645 # DEPENDENCYPART_HEADBIGRAM
(22,4),(25,3),0.026399 # DEPENDENCYPART_HEADBIGRAM
(22,5),(0,4),-0.0243158 # DEPENDENCYPART_HEADBIGRAM
(22,5),(2,4),-0.103891 # DEPENDENCYPART_HEADBIGRAM
(22,5),(3,4),-0.0850107 # DEPENDENCYPART_HEADBIGRAM
(22,5),(5,4),0.00825281 # DEPENDENCYPART_HEADBIGRAM
(22,5),(8,4),-0.0977959 # DEPENDENCYPART_HEADBIGRAM
(22,5),(9,4),-0.0977959 # DEPENDENCYPART_HEADBIGRAM
(22,5),(10,4),-0.0889296 # DEPENDENCYPART_HEADBIGRAM
(22,5),(22,4),0.0442371 # DEPENDENCYPART_HEADBIGRAM
(22,5),(25,4),0.0941733 # DEPENDENCYPART_HEADBIGRAM
(22,6),(1,5),-0.130938 # DEPENDENCYPART_HEADBIGRAM
(22,6),(3,5),-0.108215 # DEPENDENCYPART_HEADBIGRAM
(22,6),(4,5),-0.100897 # DEPENDENCYPART_HEADBIGRAM
(22,6),(6,5),-0.112385 # DEPENDENCYPART_HEADBIGRAM
(22,6),(8,5),-0.11268 # DEPENDENCYPART_HEADBIGRAM
(22,6),(9,5),-0.11268 # DEPENDENCYPART_HEADBIGRAM
(22,6),(10,5),-0.107939 # DEPENDENCYPART_HEADBIGRAM
(22,6),(12,5),-0.113848 # DEPENDENCYPART_HEADBIGRAM
(22,6),(22,5),0.000931204 # DEPENDENCYPART_HEADBIGRAM
(22,6),(25,5),0.0854448 # DEPENDENCYPART_HEADBIGRAM
(22,7),(0,6),-0.0999879 # DEPENDENCYPART_HEADBIGRAM
(22,7),(1,6),-0.116326 # DEPENDENCYPART_HEADBIGRAM
(22,7),(3,6),-0.119147 # DEPENDENCYPART_HEADBIGRAM
(22,7),(4,6),-0.0681595 # DEPENDENCYPART_HEADBIGRAM
(22,7),(5,6),-0.127087 # DEPENDENCYPART_HEADBIGRAM
(22,7),(8,6),-0.126024 # DEPENDENCYPART_HEADBIGRAM
(22,7),(9,6),-0.125873 # DEPENDENCYPART_HEADBIGRAM
(22,7),(10,6),-0.0922574 # DEPENDENCYPART_HEADBIGRAM
(22,7),(12,6),-0.125589 # DEPENDENCYPART_HEADBIGRAM
(22,7),(22,6),0.0231825 # DEPENDENCYPART_HEADBIGRAM
(22,8),(3,7),-0.098585 # DEPENDENCYPART_HEADBIGRAM
(22,8),(4,7),-0.124341 # DEPENDENCYPART_HEADBIGRAM
(22,8),(5,7),-0.102459 # DEPENDENCYPART_HEADBIGRAM
(22,8),(6,7),-0.0991455 # DEPENDENCYPART_HEADBIGRAM
(22,8),(8,7),-0.137505 # DEPENDENCYPART_HEADBIGRAM
(22,8),(9,7),-0.0487982 # DEPENDENCYPART_HEADBIGRAM
(22,8),(10,7),-0.108963 # DEPENDENCYPART_HEADBIGRAM
(22,8),(12,7),-0.0492935 # DEPENDENCYPART_HEADBIGRAM
(22,8),(22,7),0.134181 # DEPENDENCYPART_HEADBIGRAM
(22,8),(25,7),0.0981032 # DEPENDENCYPART_HEADBIGRAM
(22,9),(5,8),-0.0762419 # DEPENDENCYPART_HEADBIGRAM
(22,9),(6,8),-0.102272 # DEPENDENCYPART_HEADBIGRAM
(22,9),(9,8),0.0835512 # DEPENDENCYPART_HEADBIGRAM
(22,9),(10,8),-0.170326 # DEPENDENCYPART_HEADBIGRAM
(22,9),(12,8),-0.0829736 # DEPENDENCYPART_HEADBIGRAM
(22,9),(22,8),0.0907979 # DEPENDENCYPART_HEADBIGRAM
(22,10),(1,9),-0.110786 # DEPENDENCYPART_HEADBIGRAM
(22,10),(3,9),-0.0748271 # DEPENDENCYPART_HEADBIGRAM
(22,10),(4,9),-0.153815 # DEPENDENCYPART_HEADBIGRAM
(22,10),(5,9),-0.0730408 # DEPENDENCYPART_HEADBIGRAM
(22,10),(8,9),-0.059092 # DEPENDENCYPART_HEADBIGRAM
(22,10),(10,9),0.0756039 # DEPENDENCYPART_HEADBIGRAM
(22,10),(12,9),-0.103258 # DEPENDENCYPART_HEADBIGRAM
(22,10),(22,9),0.350837 # DEPENDENCYPART_HEADBIGRAM
(22,10),(25,9),0.0259114 # DEPENDENCYPART_HEADBIGRAM
(22,11),(0,10),-0.108006 # DEPENDENCYPART_HEADBIGRAM
(22,11),(3,10),-0.102241 # DEPENDENCYPART_HEADBIGRAM
(22,11),(4,10),-0.119796 # DEPENDENCYPART_HEADBIGRAM
(22,11),(5,10),-0.103129 # DEPENDENCYPART_HEADBIGRAM
(22,11),(6,10),-0.101122 # DEPENDENCYPART_HEADBIGRAM
(22,11),(8,10),-0.100408 # DEPENDENCYPART_HEADBIGRAM
(22,11),(9,10),-0.100541 # DEPENDENCYPART_HEADBIGRAM
(22,11),(12,10),-0.108026 # DEPENDENCYPART_HEADBIGRAM
(22,11),(22,10),0.0604022 # DEPENDENCYPART_HEADBIGRAM
(22,11),(25,10),0.0748933 # DEPENDENCYPART_HEADBIGRAM
(22,12),(5,11),-0.100502 # DEPENDENCYPART_HEADBIGRAM
(22,12),(9,11),-0.117107 # DEPENDENCYPART_HEADBIGRAM
(22,12),(10,11),-0.128533 # DEPENDENCYPART_HEADBIGRAM
(22,12),(12,11),-0.0986168 # DEPENDENCYPART_HEADBIGRAM
(22,12),(13,11),-0.126274 # DEPENDENCYPART_HEADBIGRAM
(22,12),(14,11),-0.068108 # DEPENDENCYPART_HEADBIGRAM
(22,12),(15,11),-0.108051 # DEPENDENCYPART_HEADBIGRAM
(22,12),(22,11),0.084485 # DEPENDENCYPART_HEADBIGRAM
(22,12),(25,11),0.0747704 # DEPENDENCYPART_HEADBIGRAM
(22,13),(5,12),-0.103497 # DEPENDENCYPART_HEADBIGRAM
(22,13),(9,12),-0.113276 # DEPENDENCYPART_HEADBIGRAM
(22,13),(10,12),-0.0973655 # DEPENDENCYPART_HEADBIGRAM
(22,13),(11,12),-0.105163 # DEPENDENCYPART_HEADBIGRAM
(22,13),(13,12),-0.118475 # DEPENDENCYPART_HEADBIGRAM
(22,13),(14,12),-0.108 # DEPENDENCYPART_HEADBIGRAM
(22,13),(15,12),-0.109233 # DEPENDENCYPART_HEADBIGRAM
(22,13),(17,12),-0.113308 # DEPENDENCYPART_HEADBIGRAM
(22,13),(22,12),0.0451085 # DEPENDENCYPART_HEADBIGRAM
(22,13),(25,12),0.0895876 # DEPENDENCYPART_HEADBIGRAM
(22,14),(0,13),-0.0996973 # DEPENDENCYPART_HEADBIGRAM
(22,14),(4,13),-0.109095 # DEPENDENCYPART_HEADBIGRAM
(22,14),(9,13),-0.0943088 # DEPENDENCYPART_HEADBIGRAM
(22,14),(10,13),-0.106863 # DEPENDENCYPART_HEADBIGRAM
(22,14),(12,13),-0.0957823 # DEPENDENCYPART_HEADBIGRAM
(22,14),(14,13),-0.119671 # DEPENDENCYPART_HEADBIGRAM
(22,14),(15,13),-0.106989 # DEPENDENCYPART_HEADBIGRAM
(22,14),(17,13),-0.110312 # DEPENDENCYPART_HEADBIGRAM
(22,14),(22,13),0.0802427 # DEPENDENCYPART_HEADBIGRAM
(22,14),(25,13),0.0837368 # DEPENDENCYPART_HEADBIGRAM
(22,15),(10,14),-0.102319 # DEPENDENCYPART_HEADBIGRAM
(22,15),(11,14),-0.099769 # DEPENDENCYPART_HEADBIGRAM
(22,15),(12,14),-0.100292 # DEPENDENCYPART_HEADBIGRAM
(22,15),(13,14),-0.101323 # DEPENDENCYPART_HEADBIGRAM
(22,15),(15,14),0.0219277 # DEPENDENCYPART_HEADBIGRAM
(22,15),(16,14),-0.106904 # DEPENDENCYPART_HEADBIGRAM
(22,15),(17,14),-0.107054 # DEPENDENCYPART_HEADBIGRAM
(22,15),(18,14),-0.110162 # DEPENDENCYPART_HEADBIGRAM
(22,15),(22,14),0.216707 # DEPENDENCYPART_HEADBIGRAM
(22,15),(25,14),0.08648 # DEPENDENCYPART_HEADBIGRAM
(22,16),(10,15),-0.109691 # DEPENDENCYPART_HEADBIGRAM
(22,16),(12,15),-0.103608 # DEPENDENCYPART_HEADBIGRAM
(22,16),(13,15),-0.118818 # DEPENDENCYPART_HEADBIGRAM
(22,16),(14,15),-0.102828 # DEPENDENCYPART_HEADBIGRAM
(22,16),(16,15),-0.0920549 # DEPENDENCYPART_HEADBIGRAM
(22,16),(17,15),-0.120174 # DEPENDENCYPART_HEADBIGRAM
(22,16),(18,15),-0.107484 # DEPENDENCYPART_HEADBIGRAM
(22,16),(19,15),-0.107807 # DEPENDENCYPART_HEADBIGRAM
(22,16),(22,15),0.206801 # DEPENDENCYPART_HEADBIGRAM
(22,16),(25,15),0.0824931 # DEPENDENCYPART_HEADBIGRAM
(22,17),(12,16),-0.11129 # DEPENDENCYPART_HEADBIGRAM
(22,17),(13,16),-0.103708 # DEPENDENCYPART_HEADBIGRAM
(22,17),(14,16),-0.137527 # DEPENDENCYPART_HEADBIGRAM
(22,17),(15,16),-0.105474 # DEPENDENCYPART_HEADBIGRAM
(22,17),(17,16),-0.108179 # DEPENDENCYPART_HEADBIGRAM
(22,17),(18,16),-0.1272 # DEPENDENCYPART_HEADBIGRAM
(22,17),(19,16),-0.107407 # DEPENDENCYPART_HEADBIGRAM
(22,17),(20,16),-0.107407 # DEPENDENCYPART_HEADBIGRAM
(22,17),(22,16),0.0760535 # DEPENDENCYPART_HEADBIGRAM
(22,17),(25,16),0.0857059 # DEPENDENCYPART_HEADBIGRAM
(22,18),(4,17),-0.0877095 # DEPENDENCYPART_HEADBIGRAM
(22,18),(10,17),-0.106788 # DEPENDENCYPART_HEADBIGRAM
(22,18),(12,17),-0.107788 # DEPENDENCYPART_HEADBIGRAM
(22,18),(13,17),-0.0642627 # DEPENDENCYPART_HEADBIGRAM
(22,18),(14,17),-0.0954863 # DEPENDENCYPART_HEADBIGRAM
(22,18),(15,17),-0.100468 # DEPENDENCYPART_HEADBIGRAM
(22,18),(16,17),-0.101663 # DEPENDENCYPART_HEADBIGRAM
(22,18),(18,17),-0.0543576 # DEPENDENCYPART_HEADBIGRAM
(22,18),(22,17),0.168918 # DEPENDENCYPART_HEADBIGRAM
(22,18),(25,17),0.0854316 # DEPENDENCYPART_HEADBIGRAM
(22,19),(10,18),-0.102259 # DEPENDENCYPART_HEADBIGRAM
(22,19),(14,18),-0.10645 # DEPENDENCYPART_HEADBIGRAM
(22,19),(15,18),-0.0999158 # DEPENDENCYPART_HEADBIGRAM
(22,19),(16,18),-0.100963 # DEPENDENCYPART_HEADBIGRAM
(22,19),(17,18),-0.101282 # DEPENDENCYPART_HEADBIGRAM
(22,19),(19,18),0.0477483 # DEPENDENCYPART_HEADBIGRAM
(22,19),(20,18),-0.106904 # DEPENDENCYPART_HEADBIGRAM
(22,19),(22,18),0.21994 # DEPENDENCYPART_HEADBIGRAM
(22,19),(24,18),0.0870612 # DEPENDENCYPART_HEADBIGRAM
(22,19),(25,18),0.0857901 # DEPENDENCYPART_HEADBIGRAM
(22,20),(12,19),-0.103938 # DEPENDENCYPART_HEADBIGRAM
(22,20),(15,19),-0.105859 # DEPENDENCYPART_HEADBIGRAM
(22,20),(16,19),-0.105859 # DEPENDENCYPART_HEADBIGRAM
(22,20),(17,19),-0.169134 # DEPENDENCYPART_HEADBIGRAM
(22,20),(18,19),-0.145628 # DEPENDENCYPART_HEADBIGRAM
(22,20),(20,19),-0.0995978 # DEPENDENCYPART_HEADBIGRAM
(22,20),(22,19),0.219482 # DEPENDENCYPART_HEADBIGRAM
(22,20),(24,19),0.0749791 # DEPENDENCYPART_HEADBIGRAM
(22,20),(25,19),0.0804621 # DEPENDENCYPART_HEADBIGRAM
(22,20),(27,19),0.0817036 # DEPENDENCYPART_HEADBIGRAM
(22,21),(15,20),-0.119406 # DEPENDENCYPART_HEADBIGRAM
(22,21),(16,20),-0.119451 # DEPENDENCYPART_HEADBIGRAM
(22,21),(17,20),-0.135212 # DEPENDENCYPART_HEADBIGRAM
(22,21),(18,20),-0.047315 # DEPENDENCYPART_HEADBIGRAM
