# _root_ These mainly involved such areas as materials -- advanced soldering machines , for example -- and medical developments derived from experimentation in space , such as artificial blood vessels .
#goldHeads=3,3,0,5,3,5,16,11,11,11,7,11,11,13,11,6,18,16,18,19,20,21,22,18,26,18,29,29,26,3,
#predictedHeads=3,3,0,5,3,5,6,16,11,11,16,16,16,13,16,7,18,16,18,19,20,21,22,21,26,21,29,29,26,3,
(20,18),(14,17),-0.116967 # DEPENDENCYPART_HEADBIGRAM
(20,18),(16,17),-0.118778 # DEPENDENCYPART_HEADBIGRAM
(20,18),(18,17),-0.107242 # DEPENDENCYPART_HEADBIGRAM
(20,18),(19,17),-0.121854 # DEPENDENCYPART_HEADBIGRAM
(20,18),(21,17),0.0828566 # DEPENDENCYPART_HEADBIGRAM
(20,21),(3,20),-0.0795868 # DEPENDENCYPART_HEADBIGRAM
(20,21),(11,20),-0.03133 # DEPENDENCYPART_HEADBIGRAM
(20,21),(13,20),-0.0388449 # DEPENDENCYPART_HEADBIGRAM
(20,21),(14,20),-0.0373404 # DEPENDENCYPART_HEADBIGRAM
(20,21),(16,20),0.0103665 # DEPENDENCYPART_HEADBIGRAM
(20,21),(18,20),0.0540609 # DEPENDENCYPART_HEADBIGRAM
(20,21),(19,20),-0.0113718 # DEPENDENCYPART_HEADBIGRAM
(20,21),(21,20),-0.0158587 # DEPENDENCYPART_HEADBIGRAM
(20,21),(22,20),0.139763 # DEPENDENCYPART_HEADBIGRAM
(20,21),(25,20),0.0446153 # DEPENDENCYPART_HEADBIGRAM
(20,22),(13,21),-0.0864696 # DEPENDENCYPART_HEADBIGRAM
(20,22),(16,21),-0.0911868 # DEPENDENCYPART_HEADBIGRAM
(20,22),(18,21),0.0728911 # DEPENDENCYPART_HEADBIGRAM
(20,22),(19,21),-0.0598014 # DEPENDENCYPART_HEADBIGRAM
(20,22),(20,21),0.0744001 # DEPENDENCYPART_HEADBIGRAM
(20,22),(22,21),0.0549566 # DEPENDENCYPART_HEADBIGRAM
(20,22),(23,21),0.135454 # DEPENDENCYPART_HEADBIGRAM
(20,22),(25,21),0.0753438 # DEPENDENCYPART_HEADBIGRAM
(20,22),(26,21),0.0498468 # DEPENDENCYPART_HEADBIGRAM
(20,22),(29,21),0.135399 # DEPENDENCYPART_HEADBIGRAM
(20,23),(3,22),-0.0961304 # DEPENDENCYPART_HEADBIGRAM
(20,23),(14,22),-0.0749526 # DEPENDENCYPART_HEADBIGRAM
(20,23),(16,22),-0.0710376 # DEPENDENCYPART_HEADBIGRAM
(20,23),(18,22),-0.0766108 # DEPENDENCYPART_HEADBIGRAM
(20,23),(19,22),-0.103267 # DEPENDENCYPART_HEADBIGRAM
(20,23),(20,22),0.0961762 # DEPENDENCYPART_HEADBIGRAM
(20,23),(21,22),0.0698644 # DEPENDENCYPART_HEADBIGRAM
(20,23),(23,22),0.0237173 # DEPENDENCYPART_HEADBIGRAM
(20,23),(25,22),0.0708569 # DEPENDENCYPART_HEADBIGRAM
(20,23),(26,22),0.0714626 # DEPENDENCYPART_HEADBIGRAM
(20,25),(3,24),-0.0698344 # DEPENDENCYPART_HEADBIGRAM
(20,25),(11,24),0.0127523 # DEPENDENCYPART_HEADBIGRAM
(20,25),(16,24),-0.0736074 # DEPENDENCYPART_HEADBIGRAM
(20,25),(18,24),0.00930003 # DEPENDENCYPART_HEADBIGRAM
(20,25),(19,24),-0.0675497 # DEPENDENCYPART_HEADBIGRAM
(20,25),(21,24),0.164614 # DEPENDENCYPART_HEADBIGRAM
(20,25),(23,24),0.167153 # DEPENDENCYPART_HEADBIGRAM
(20,25),(25,24),0.0747667 # DEPENDENCYPART_HEADBIGRAM
(20,25),(26,24),0.0810619 # DEPENDENCYPART_HEADBIGRAM
(20,25),(29,24),0.151566 # DEPENDENCYPART_HEADBIGRAM
(20,26),(16,25),-0.0737302 # DEPENDENCYPART_HEADBIGRAM
(20,26),(19,25),-0.0453406 # DEPENDENCYPART_HEADBIGRAM
(20,26),(20,25),0.106925 # DEPENDENCYPART_HEADBIGRAM
(20,26),(21,25),0.093674 # DEPENDENCYPART_HEADBIGRAM
(20,26),(22,25),0.101018 # DEPENDENCYPART_HEADBIGRAM
(20,26),(23,25),0.0872884 # DEPENDENCYPART_HEADBIGRAM
(20,26),(26,25),0.0981114 # DEPENDENCYPART_HEADBIGRAM
(20,26),(27,25),0.121826 # DEPENDENCYPART_HEADBIGRAM
(20,26),(28,25),0.0684866 # DEPENDENCYPART_HEADBIGRAM
(20,26),(29,25),0.0682895 # DEPENDENCYPART_HEADBIGRAM
(20,27),(3,26),-0.0431946 # DEPENDENCYPART_HEADBIGRAM
(20,27),(11,26),-0.0761759 # DEPENDENCYPART_HEADBIGRAM
(20,27),(16,26),-0.0506949 # DEPENDENCYPART_HEADBIGRAM
(20,27),(19,26),-0.0431983 # DEPENDENCYPART_HEADBIGRAM
(20,27),(20,26),0.0921593 # DEPENDENCYPART_HEADBIGRAM
(20,27),(21,26),0.0749921 # DEPENDENCYPART_HEADBIGRAM
(20,27),(22,26),0.0923198 # DEPENDENCYPART_HEADBIGRAM
(20,27),(23,26),0.0749921 # DEPENDENCYPART_HEADBIGRAM
(20,27),(25,26),0.0932338 # DEPENDENCYPART_HEADBIGRAM
(20,27),(29,26),0.0623968 # DEPENDENCYPART_HEADBIGRAM
(20,29),(23,28),0.0976626 # DEPENDENCYPART_HEADBIGRAM
(20,29),(25,28),0.11852 # DEPENDENCYPART_HEADBIGRAM
(20,29),(26,28),0.0331323 # DEPENDENCYPART_HEADBIGRAM
(20,29),(27,28),0.067208 # DEPENDENCYPART_HEADBIGRAM
(20,29),(29,28),0.193362 # DEPENDENCYPART_HEADBIGRAM
(21,17),(0,16),-0.185058 # DEPENDENCYPART_HEADBIGRAM
(21,17),(3,16),-0.173255 # DEPENDENCYPART_HEADBIGRAM
(21,17),(5,16),-0.103037 # DEPENDENCYPART_HEADBIGRAM
(21,17),(6,16),-0.0326318 # DEPENDENCYPART_HEADBIGRAM
(21,17),(7,16),-0.110742 # DEPENDENCYPART_HEADBIGRAM
(21,17),(9,16),-0.138294 # DEPENDENCYPART_HEADBIGRAM
(21,17),(11,16),-0.094421 # DEPENDENCYPART_HEADBIGRAM
(21,17),(13,16),0.0323027 # DEPENDENCYPART_HEADBIGRAM
(21,17),(14,16),-0.1045 # DEPENDENCYPART_HEADBIGRAM
(21,17),(18,16),-0.108407 # DEPENDENCYPART_HEADBIGRAM
(21,18),(3,17),-0.157926 # DEPENDENCYPART_HEADBIGRAM
(21,18),(7,17),-0.121394 # DEPENDENCYPART_HEADBIGRAM
(21,18),(9,17),-0.0887759 # DEPENDENCYPART_HEADBIGRAM
(21,18),(11,17),-0.121394 # DEPENDENCYPART_HEADBIGRAM
(21,18),(13,17),-0.116887 # DEPENDENCYPART_HEADBIGRAM
(21,18),(14,17),-0.132868 # DEPENDENCYPART_HEADBIGRAM
(21,18),(16,17),-0.12689 # DEPENDENCYPART_HEADBIGRAM
(21,18),(18,17),-0.0908046 # DEPENDENCYPART_HEADBIGRAM
(21,18),(19,17),-0.143764 # DEPENDENCYPART_HEADBIGRAM
(21,18),(21,17),0.0262038 # DEPENDENCYPART_HEADBIGRAM
(21,19),(5,18),-0.101877 # DEPENDENCYPART_HEADBIGRAM
(21,19),(7,18),-0.101878 # DEPENDENCYPART_HEADBIGRAM
(21,19),(11,18),-0.106883 # DEPENDENCYPART_HEADBIGRAM
(21,19),(13,18),-0.101952 # DEPENDENCYPART_HEADBIGRAM
(21,19),(14,18),-0.101713 # DEPENDENCYPART_HEADBIGRAM
(21,19),(16,18),-0.142884 # DEPENDENCYPART_HEADBIGRAM
(21,19),(17,18),-0.136021 # DEPENDENCYPART_HEADBIGRAM
(21,19),(19,18),-0.0611838 # DEPENDENCYPART_HEADBIGRAM
(21,19),(20,18),-0.107921 # DEPENDENCYPART_HEADBIGRAM
(21,19),(21,18),0.0639676 # DEPENDENCYPART_HEADBIGRAM
(21,20),(0,19),-0.0518901 # DEPENDENCYPART_HEADBIGRAM
(21,20),(3,19),-0.0681346 # DEPENDENCYPART_HEADBIGRAM
(21,20),(5,19),-0.049504 # DEPENDENCYPART_HEADBIGRAM
(21,20),(7,19),-0.049504 # DEPENDENCYPART_HEADBIGRAM
(21,20),(11,19),-0.0640122 # DEPENDENCYPART_HEADBIGRAM
(21,20),(14,19),-0.0502842 # DEPENDENCYPART_HEADBIGRAM
(21,20),(16,19),-0.118014 # DEPENDENCYPART_HEADBIGRAM
(21,20),(17,19),-0.139137 # DEPENDENCYPART_HEADBIGRAM
(21,20),(18,19),-0.102972 # DEPENDENCYPART_HEADBIGRAM
(21,20),(21,19),0.0815036 # DEPENDENCYPART_HEADBIGRAM
(21,22),(13,21),-0.0405779 # DEPENDENCYPART_HEADBIGRAM
(21,22),(16,21),-0.053085 # DEPENDENCYPART_HEADBIGRAM
(21,22),(18,21),-0.0103534 # DEPENDENCYPART_HEADBIGRAM
(21,22),(19,21),0.0235321 # DEPENDENCYPART_HEADBIGRAM
(21,22),(20,21),0.0032639 # DEPENDENCYPART_HEADBIGRAM
(21,22),(22,21),-0.0300153 # DEPENDENCYPART_HEADBIGRAM
(21,22),(23,21),0.0728998 # DEPENDENCYPART_HEADBIGRAM
(21,22),(25,21),0.16718 # DEPENDENCYPART_HEADBIGRAM
(21,22),(26,21),0.189222 # DEPENDENCYPART_HEADBIGRAM
(21,22),(29,21),0.145028 # DEPENDENCYPART_HEADBIGRAM
(21,23),(3,22),-0.0948315 # DEPENDENCYPART_HEADBIGRAM
(21,23),(14,22),0.0172238 # DEPENDENCYPART_HEADBIGRAM
(21,23),(16,22),0.00236603 # DEPENDENCYPART_HEADBIGRAM
(21,23),(18,22),0.0191815 # DEPENDENCYPART_HEADBIGRAM
(21,23),(19,22),-0.098961 # DEPENDENCYPART_HEADBIGRAM
(21,23),(20,22),-0.0698528 # DEPENDENCYPART_HEADBIGRAM
(21,23),(21,22),0.0276593 # DEPENDENCYPART_HEADBIGRAM
(21,23),(23,22),0.102034 # DEPENDENCYPART_HEADBIGRAM
(21,23),(25,22),0.0805794 # DEPENDENCYPART_HEADBIGRAM
(21,23),(26,22),0.0762089 # DEPENDENCYPART_HEADBIGRAM
(21,24),(16,23),-0.0401052 # DEPENDENCYPART_HEADBIGRAM
(21,24),(18,23),-0.0760034 # DEPENDENCYPART_HEADBIGRAM
(21,24),(19,23),-0.0925496 # DEPENDENCYPART_HEADBIGRAM
(21,24),(20,23),-0.077265 # DEPENDENCYPART_HEADBIGRAM
(21,24),(21,23),0.0753977 # DEPENDENCYPART_HEADBIGRAM
(21,24),(22,23),0.126837 # DEPENDENCYPART_HEADBIGRAM
(21,24),(25,23),0.0519371 # DEPENDENCYPART_HEADBIGRAM
(21,24),(26,23),0.0949196 # DEPENDENCYPART_HEADBIGRAM
(21,24),(27,23),0.0696525 # DEPENDENCYPART_HEADBIGRAM
(21,24),(29,23),0.0408242 # DEPENDENCYPART_HEADBIGRAM
(21,25),(3,24),-0.0914905 # DEPENDENCYPART_HEADBIGRAM
(21,25),(11,24),-0.07964 # DEPENDENCYPART_HEADBIGRAM
(21,25),(16,24),0.0310825 # DEPENDENCYPART_HEADBIGRAM
(21,25),(18,24),-0.0830954 # DEPENDENCYPART_HEADBIGRAM
(21,25),(19,24),-0.0915086 # DEPENDENCYPART_HEADBIGRAM
(21,25),(21,24),0.120023 # DEPENDENCYPART_HEADBIGRAM
(21,25),(23,24),0.0752183 # DEPENDENCYPART_HEADBIGRAM
(21,25),(25,24),0.0975811 # DEPENDENCYPART_HEADBIGRAM
(21,25),(26,24),0.0774524 # DEPENDENCYPART_HEADBIGRAM
(21,25),(29,24),0.061009 # DEPENDENCYPART_HEADBIGRAM
(21,26),(16,25),-0.0723058 # DEPENDENCYPART_HEADBIGRAM
(21,26),(19,25),-0.0544988 # DEPENDENCYPART_HEADBIGRAM
(21,26),(20,25),-0.0226579 # DEPENDENCYPART_HEADBIGRAM
(21,26),(21,25),0.0773484 # DEPENDENCYPART_HEADBIGRAM
(21,26),(22,25),0.0997999 # DEPENDENCYPART_HEADBIGRAM
(21,26),(23,25),0.0802859 # DEPENDENCYPART_HEADBIGRAM
(21,26),(26,25),0.469055 # DEPENDENCYPART_HEADBIGRAM
(21,26),(27,25),0.0768202 # DEPENDENCYPART_HEADBIGRAM
(21,26),(28,25),0.0658308 # DEPENDENCYPART_HEADBIGRAM
(21,26),(29,25),0.0658308 # DEPENDENCYPART_HEADBIGRAM
(21,27),(3,26),-0.0764297 # DEPENDENCYPART_HEADBIGRAM
(21,27),(11,26),-0.0247911 # DEPENDENCYPART_HEADBIGRAM
(21,27),(16,26),-0.0655999 # DEPENDENCYPART_HEADBIGRAM
(21,27),(19,26),-0.0768962 # DEPENDENCYPART_HEADBIGRAM
(21,27),(20,26),-0.0677122 # DEPENDENCYPART_HEADBIGRAM
(21,27),(21,26),0.0661765 # DEPENDENCYPART_HEADBIGRAM
(21,27),(22,26),0.0803187 # DEPENDENCYPART_HEADBIGRAM
(21,27),(23,26),0.1255 # DEPENDENCYPART_HEADBIGRAM
(21,27),(25,26),0.12781 # DEPENDENCYPART_HEADBIGRAM
(21,27),(29,26),0.113547 # DEPENDENCYPART_HEADBIGRAM
(21,29),(23,28),0.1077 # DEPENDENCYPART_HEADBIGRAM
(21,29),(25,28),0.1062 # DEPENDENCYPART_HEADBIGRAM
(21,29),(26,28),0.0388547 # DEPENDENCYPART_HEADBIGRAM
(21,29),(27,28),0.0548912 # DEPENDENCYPART_HEADBIGRAM
(21,29),(29,28),0.168 # DEPENDENCYPART_HEADBIGRAM
(21,30),(11,29),-0.0585947 # DEPENDENCYPART_HEADBIGRAM
(21,30),(16,29),-0.0740331 # DEPENDENCYPART_HEADBIGRAM
(21,30),(18,29),-0.058406 # DEPENDENCYPART_HEADBIGRAM
(21,30),(20,29),-0.0708759 # DEPENDENCYPART_HEADBIGRAM
(21,30),(21,29),0.0968072 # DEPENDENCYPART_HEADBIGRAM
(21,30),(22,29),0.0991086 # DEPENDENCYPART_HEADBIGRAM
(21,30),(23,29),0.120299 # DEPENDENCYPART_HEADBIGRAM
(21,30),(25,29),0.0930943 # DEPENDENCYPART_HEADBIGRAM
(21,30),(26,29),0.100301 # DEPENDENCYPART_HEADBIGRAM
(21,30),(28,29),0.116295 # DEPENDENCYPART_HEADBIGRAM
(22,20),(0,19),-0.0978659 # DEPENDENCYPART_HEADBIGRAM
(22,20),(3,19),-0.0949144 # DEPENDENCYPART_HEADBIGRAM
(22,20),(5,19),-0.0957422 # DEPENDENCYPART_HEADBIGRAM
(22,20),(7,19),-0.0957418 # DEPENDENCYPART_HEADBIGRAM
(22,20),(11,19),-0.108499 # DEPENDENCYPART_HEADBIGRAM
(22,20),(14,19),-0.0965181 # DEPENDENCYPART_HEADBIGRAM
(22,20),(16,19),-0.0978906 # DEPENDENCYPART_HEADBIGRAM
(22,20),(17,19),-0.143163 # DEPENDENCYPART_HEADBIGRAM
(22,20),(18,19),-0.14921 # DEPENDENCYPART_HEADBIGRAM
(22,20),(21,19),-0.112511 # DEPENDENCYPART_HEADBIGRAM
(22,21),(3,20),-0.127726 # DEPENDENCYPART_HEADBIGRAM
(22,21),(11,20),-0.127597 # DEPENDENCYPART_HEADBIGRAM
(22,21),(13,20),-0.120671 # DEPENDENCYPART_HEADBIGRAM
(22,21),(14,20),-0.127597 # DEPENDENCYPART_HEADBIGRAM
(22,21),(16,20),-0.105468 # DEPENDENCYPART_HEADBIGRAM
(22,21),(18,20),-0.0699304 # DEPENDENCYPART_HEADBIGRAM
(22,21),(19,20),-0.0917349 # DEPENDENCYPART_HEADBIGRAM
(22,21),(21,20),-0.104366 # DEPENDENCYPART_HEADBIGRAM
(22,21),(22,20),0.0564755 # DEPENDENCYPART_HEADBIGRAM
(22,21),(25,20),0.128739 # DEPENDENCYPART_HEADBIGRAM
(22,23),(3,22),0.0461139 # DEPENDENCYPART_HEADBIGRAM
(22,23),(14,22),-0.050973 # DEPENDENCYPART_HEADBIGRAM
(22,23),(16,22),-0.0491647 # DEPENDENCYPART_HEADBIGRAM
(22,23),(18,22),0.00379125 # DEPENDENCYPART_HEADBIGRAM
(22,23),(19,22),0.0776918 # DEPENDENCYPART_HEADBIGRAM
(22,23),(20,22),0.110406 # DEPENDENCYPART_HEADBIGRAM
(22,23),(21,22),0.0443067 # DEPENDENCYPART_HEADBIGRAM
(22,23),(23,22),-0.0210717 # DEPENDENCYPART_HEADBIGRAM
(22,23),(25,22),0.00963307 # DEPENDENCYPART_HEADBIGRAM
(22,23),(26,22),0.096151 # DEPENDENCYPART_HEADBIGRAM
(22,25),(3,24),-0.0698267 # DEPENDENCYPART_HEADBIGRAM
(22,25),(11,24),0.0115275 # DEPENDENCYPART_HEADBIGRAM
(22,25),(16,24),-0.0736074 # DEPENDENCYPART_HEADBIGRAM
(22,25),(18,24),0.00807522 # DEPENDENCYPART_HEADBIGRAM
(22,25),(19,24),-0.067542 # DEPENDENCYPART_HEADBIGRAM
(22,25),(21,24),0.0115972 # DEPENDENCYPART_HEADBIGRAM
(22,25),(23,24),0.165873 # DEPENDENCYPART_HEADBIGRAM
(22,25),(25,24),0.0840078 # DEPENDENCYPART_HEADBIGRAM
(22,25),(26,24),0.0810619 # DEPENDENCYPART_HEADBIGRAM
(22,25),(29,24),0.150385 # DEPENDENCYPART_HEADBIGRAM
(22,26),(16,25),-0.0833069 # DEPENDENCYPART_HEADBIGRAM
(22,26),(19,25),-0.0559749 # DEPENDENCYPART_HEADBIGRAM
(22,26),(20,25),-0.0226288 # DEPENDENCYPART_HEADBIGRAM
(22,26),(21,25),-0.0305164 # DEPENDENCYPART_HEADBIGRAM
(22,26),(22,25),0.105024 # DEPENDENCYPART_HEADBIGRAM
(22,26),(23,25),0.0749964 # DEPENDENCYPART_HEADBIGRAM
(22,26),(26,25),0.10233 # DEPENDENCYPART_HEADBIGRAM
(22,26),(27,25),0.134415 # DEPENDENCYPART_HEADBIGRAM
(22,26),(28,25),0.0647496 # DEPENDENCYPART_HEADBIGRAM
(22,26),(29,25),0.0645525 # DEPENDENCYPART_HEADBIGRAM
(22,27),(3,26),-0.0437735 # DEPENDENCYPART_HEADBIGRAM
(22,27),(11,26),-0.0768731 # DEPENDENCYPART_HEADBIGRAM
(22,27),(16,26),-0.0514515 # DEPENDENCYPART_HEADBIGRAM
(22,27),(19,26),-0.044354 # DEPENDENCYPART_HEADBIGRAM
(22,27),(20,26),-0.0597246 # DEPENDENCYPART_HEADBIGRAM
(22,27),(21,26),-0.0773353 # DEPENDENCYPART_HEADBIGRAM
(22,27),(22,26),0.0899226 # DEPENDENCYPART_HEADBIGRAM
(22,27),(23,26),0.0755629 # DEPENDENCYPART_HEADBIGRAM
(22,27),(25,26),0.0870038 # DEPENDENCYPART_HEADBIGRAM
(22,27),(29,26),0.0619444 # DEPENDENCYPART_HEADBIGRAM
(22,29),(23,28),0.0973903 # DEPENDENCYPART_HEADBIGRAM
(22,29),(25,28),0.118511 # DEPENDENCYPART_HEADBIGRAM
(22,29),(26,28),0.0332921 # DEPENDENCYPART_HEADBIGRAM
(22,29),(27,28),0.0671986 # DEPENDENCYPART_HEADBIGRAM
(22,29),(29,28),0.237778 # DEPENDENCYPART_HEADBIGRAM
(23,21),(3,20),-0.0652485 # DEPENDENCYPART_HEADBIGRAM
(23,21),(11,20),-0.000493612 # DEPENDENCYPART_HEADBIGRAM
(23,21),(13,20),-0.132131 # DEPENDENCYPART_HEADBIGRAM
(23,21),(14,20),0.00566698 # DEPENDENCYPART_HEADBIGRAM
(23,21),(16,20),-0.00525755 # DEPENDENCYPART_HEADBIGRAM
(23,21),(18,20),0.0632066 # DEPENDENCYPART_HEADBIGRAM
(23,21),(19,20),-0.0311417 # DEPENDENCYPART_HEADBIGRAM
(23,21),(21,20),-0.0705866 # DEPENDENCYPART_HEADBIGRAM
(23,21),(22,20),-0.117014 # DEPENDENCYPART_HEADBIGRAM
(23,21),(25,20),0.1171 # DEPENDENCYPART_HEADBIGRAM
(23,22),(13,21),-0.0915771 # DEPENDENCYPART_HEADBIGRAM
(23,22),(16,21),-0.0780493 # DEPENDENCYPART_HEADBIGRAM
(23,22),(18,21),-0.140068 # DEPENDENCYPART_HEADBIGRAM
(23,22),(19,21),-0.0965171 # DEPENDENCYPART_HEADBIGRAM
(23,22),(20,21),-0.0973672 # DEPENDENCYPART_HEADBIGRAM
(23,22),(22,21),-0.110201 # DEPENDENCYPART_HEADBIGRAM
(23,22),(23,21),0.084854 # DEPENDENCYPART_HEADBIGRAM
(23,22),(25,21),0.071639 # DEPENDENCYPART_HEADBIGRAM
(23,22),(26,21),0.0713285 # DEPENDENCYPART_HEADBIGRAM
(23,22),(29,21),0.0657685 # DEPENDENCYPART_HEADBIGRAM
(23,24),(16,23),-0.0292983 # DEPENDENCYPART_HEADBIGRAM
(23,24),(18,23),-0.0390475 # DEPENDENCYPART_HEADBIGRAM
(23,24),(19,23),0.0142462 # DEPENDENCYPART_HEADBIGRAM
(23,24),(20,23),0.0264967 # DEPENDENCYPART_HEADBIGRAM
(23,24),(21,23),-0.0519389 # DEPENDENCYPART_HEADBIGRAM
(23,24),(22,23),-0.0489558 # DEPENDENCYPART_HEADBIGRAM
(23,24),(25,23),-0.0269872 # DEPENDENCYPART_HEADBIGRAM
(23,24),(26,23),0.061456 # DEPENDENCYPART_HEADBIGRAM
(23,24),(27,23),0.0502561 # DEPENDENCYPART_HEADBIGRAM
(23,24),(29,23),0.208037 # DEPENDENCYPART_HEADBIGRAM
(23,25),(3,24),-0.0920519 # DEPENDENCYPART_HEADBIGRAM
(23,25),(11,24),-0.0804977 # DEPENDENCYPART_HEADBIGRAM
(23,25),(16,24),0.0331837 # DEPENDENCYPART_HEADBIGRAM
(23,25),(18,24),-0.0812694 # DEPENDENCYPART_HEADBIGRAM
(23,25),(19,24),-0.0931589 # DEPENDENCYPART_HEADBIGRAM
(23,25),(21,24),-0.0814673 # DEPENDENCYPART_HEADBIGRAM
(23,25),(23,24),0.0915368 # DEPENDENCYPART_HEADBIGRAM
(23,25),(25,24),0.0964202 # DEPENDENCYPART_HEADBIGRAM
(23,25),(26,24),0.0761745 # DEPENDENCYPART_HEADBIGRAM
(23,25),(29,24),0.0606543 # DEPENDENCYPART_HEADBIGRAM
(23,26),(16,25),-0.0723058 # DEPENDENCYPART_HEADBIGRAM
(23,26),(19,25),-0.0544988 # DEPENDENCYPART_HEADBIGRAM
(23,26),(20,25),-0.0226579 # DEPENDENCYPART_HEADBIGRAM
(23,26),(21,25),-0.0267295 # DEPENDENCYPART_HEADBIGRAM
(23,26),(22,25),-0.0227938 # DEPENDENCYPART_HEADBIGRAM
(23,26),(23,25),0.0829809 # DEPENDENCYPART_HEADBIGRAM
(23,26),(26,25),0.469055 # DEPENDENCYPART_HEADBIGRAM
(23,26),(27,25),0.0768202 # DEPENDENCYPART_HEADBIGRAM
(23,26),(28,25),0.0658308 # DEPENDENCYPART_HEADBIGRAM
(23,26),(29,25),0.0658308 # DEPENDENCYPART_HEADBIGRAM
(23,27),(3,26),-0.0764455 # DEPENDENCYPART_HEADBIGRAM
(23,27),(11,26),-0.0253953 # DEPENDENCYPART_HEADBIGRAM
(23,27),(16,26),-0.0661776 # DEPENDENCYPART_HEADBIGRAM
(23,27),(19,26),-0.0774887 # DEPENDENCYPART_HEADBIGRAM
(23,27),(20,26),-0.0682899 # DEPENDENCYPART_HEADBIGRAM
(23,27),(21,26),-0.0258575 # DEPENDENCYPART_HEADBIGRAM
(23,27),(22,26),-0.0719193 # DEPENDENCYPART_HEADBIGRAM
(23,27),(23,26),0.0630226 # DEPENDENCYPART_HEADBIGRAM
(23,27),(25,26),0.121585 # DEPENDENCYPART_HEADBIGRAM
(23,27),(29,26),0.113187 # DEPENDENCYPART_HEADBIGRAM
(23,28),(20,27),-0.0620987 # DEPENDENCYPART_HEADBIGRAM
(23,28),(21,27),-0.074173 # DEPENDENCYPART_HEADBIGRAM
(23,28),(22,27),-0.0493952 # DEPENDENCYPART_HEADBIGRAM
(23,28),(23,27),0.0774334 # DEPENDENCYPART_HEADBIGRAM
(23,28),(25,27),0.15141 # DEPENDENCYPART_HEADBIGRAM
(23,28),(26,27),0.157345 # DEPENDENCYPART_HEADBIGRAM
(23,28),(28,27),0.172614 # DEPENDENCYPART_HEADBIGRAM
(23,28),(29,27),0.062197 # DEPENDENCYPART_HEADBIGRAM
(23,29),(23,28),0.14043 # DEPENDENCYPART_HEADBIGRAM
(23,29),(25,28),0.1062 # DEPENDENCYPART_HEADBIGRAM
(23,29),(26,28),0.0388547 # DEPENDENCYPART_HEADBIGRAM
(23,29),(27,28),0.0548912 # DEPENDENCYPART_HEADBIGRAM
(23,29),(29,28),0.167985 # DEPENDENCYPART_HEADBIGRAM
(23,30),(11,29),-0.0585947 # DEPENDENCYPART_HEADBIGRAM
(23,30),(16,29),-0.0740331 # DEPENDENCYPART_HEADBIGRAM
(23,30),(18,29),-0.058406 # DEPENDENCYPART_HEADBIGRAM
(23,30),(20,29),-0.0708818 # DEPENDENCYPART_HEADBIGRAM
(23,30),(21,29),-0.0578842 # DEPENDENCYPART_HEADBIGRAM
(23,30),(22,29),-0.0671866 # DEPENDENCYPART_HEADBIGRAM
(23,30),(23,29),0.0928901 # DEPENDENCYPART_HEADBIGRAM
(23,30),(25,29),0.0930943 # DEPENDENCYPART_HEADBIGRAM
(23,30),(26,29),0.100289 # DEPENDENCYPART_HEADBIGRAM
(23,30),(28,29),0.116295 # DEPENDENCYPART_HEADBIGRAM
(25,20),(0,19),-0.134876 # DEPENDENCYPART_HEADBIGRAM
(25,20),(3,19),-0.0955261 # DEPENDENCYPART_HEADBIGRAM
(25,20),(5,19),-0.105687 # DEPENDENCYPART_HEADBIGRAM
(25,20),(7,19),-0.105687 # DEPENDENCYPART_HEADBIGRAM
(25,20),(11,19),-0.10146 # DEPENDENCYPART_HEADBIGRAM
(25,20),(14,19),-0.126952 # DEPENDENCYPART_HEADBIGRAM
(25,20),(16,19),-0.146274 # DEPENDENCYPART_HEADBIGRAM
(25,20),(17,19),-0.0697139 # DEPENDENCYPART_HEADBIGRAM
(25,20),(18,19),-0.0654134 # DEPENDENCYPART_HEADBIGRAM
(25,20),(21,19),-0.104805 # DEPENDENCYPART_HEADBIGRAM
(25,21),(3,20),-0.0733519 # DEPENDENCYPART_HEADBIGRAM
(25,21),(11,20),-0.0623222 # DEPENDENCYPART_HEADBIGRAM
(25,21),(13,20),-0.0830573 # DEPENDENCYPART_HEADBIGRAM
(25,21),(14,20),-0.0623222 # DEPENDENCYPART_HEADBIGRAM
(25,21),(16,20),-0.105366 # DEPENDENCYPART_HEADBIGRAM
(25,21),(18,20),-0.0258828 # DEPENDENCYPART_HEADBIGRAM
(25,21),(19,20),-0.0225785 # DEPENDENCYPART_HEADBIGRAM
(25,21),(21,20),-0.114702 # DEPENDENCYPART_HEADBIGRAM
(25,21),(22,20),-0.11012 # DEPENDENCYPART_HEADBIGRAM
(25,21),(25,20),0.0967485 # DEPENDENCYPART_HEADBIGRAM
(25,22),(13,21),-0.0620785 # DEPENDENCYPART_HEADBIGRAM
(25,22),(16,21),-0.123318 # DEPENDENCYPART_HEADBIGRAM
(25,22),(18,21),-0.119198 # DEPENDENCYPART_HEADBIGRAM
(25,22),(19,21),-0.0473008 # DEPENDENCYPART_HEADBIGRAM
(25,22),(20,21),-0.0330575 # DEPENDENCYPART_HEADBIGRAM
(25,22),(22,21),-0.125452 # DEPENDENCYPART_HEADBIGRAM
(25,22),(23,21),-0.113148 # DEPENDENCYPART_HEADBIGRAM
(25,22),(25,21),0.0828791 # DEPENDENCYPART_HEADBIGRAM
