# _root_ Hughes Aircraft Co. , a General Motors Corp. unit , said the Intelsat VI commercial communications satellite is set to be launched Friday .
#goldHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
#predictedHeads=3,3,11,3,9,9,9,9,3,3,0,17,17,17,17,17,18,11,18,21,19,21,22,11,
(3,8),(3,11),(3,14),-0.0852901 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,16),-0.0879891 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,17),-0.085351 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,18),-0.102457 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,21),-0.0954812 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,23),-0.0860106 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,24),-0.0807372 # DEPENDENCYPART_TRISIBL
(3,8),(3,11),(3,25),-0.124928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,13),(3,14),-0.0854675 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,16),-0.0881666 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,17),-0.0855893 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,18),-0.109595 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,21),-0.101518 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,23),-0.0859523 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,24),-0.0767088 # DEPENDENCYPART_TRISIBL
(3,8),(3,13),(3,25),-0.107982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,14),(3,16),-0.0881666 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,17),-0.0855893 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,18),-0.109595 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,21),-0.101518 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,23),-0.0859523 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,24),-0.0767088 # DEPENDENCYPART_TRISIBL
(3,8),(3,14),(3,25),-0.107982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,16),(3,17),-0.0799772 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,18),-0.109595 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,21),-0.101518 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,23),-0.0803402 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,24),-0.0767088 # DEPENDENCYPART_TRISIBL
(3,8),(3,16),(3,25),-0.108471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,17),(3,18),-0.109595 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,21),-0.101518 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,23),-0.0859538 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,24),-0.0767088 # DEPENDENCYPART_TRISIBL
(3,8),(3,17),(3,25),-0.107998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,18),(3,21),-0.102571 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,23),-0.0863508 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,24),-0.0772451 # DEPENDENCYPART_TRISIBL
(3,8),(3,18),(3,25),-0.116986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,21),(3,23),-0.0860112 # DEPENDENCYPART_TRISIBL
(3,8),(3,21),(3,24),-0.08061 # DEPENDENCYPART_TRISIBL
(3,8),(3,21),(3,25),-0.122083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,23),(3,24),-0.0791364 # DEPENDENCYPART_TRISIBL
(3,8),(3,23),(3,25),-0.0905501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,24),(3,25),-0.0135984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,10),(3,11),-0.108696 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,13),-0.075317 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,14),-0.075317 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,16),-0.0791188 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,17),-0.0753778 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,18),-0.125685 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,21),-0.114294 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,23),-0.0761634 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,24),-0.0859258 # DEPENDENCYPART_TRISIBL
(3,9),(3,10),(3,25),-0.0560676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,11),(3,13),-0.0812322 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,14),-0.0812322 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,16),-0.0839313 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,17),-0.0812931 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,18),-0.0948256 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,21),-0.0878494 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,23),-0.0819528 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,24),-0.0739177 # DEPENDENCYPART_TRISIBL
(3,9),(3,11),(3,25),-0.137618 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,13),(3,14),-0.0809135 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,16),-0.0836126 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,17),-0.0810352 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,18),-0.101574 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,21),-0.0934972 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,23),-0.0813983 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,24),-0.0698125 # DEPENDENCYPART_TRISIBL
(3,9),(3,13),(3,25),-0.124954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,14),(3,16),-0.0836126 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,17),-0.0810352 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,18),-0.101574 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,21),-0.0934972 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,23),-0.0813983 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,24),-0.0698125 # DEPENDENCYPART_TRISIBL
(3,9),(3,14),(3,25),-0.124954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,16),(3,17),-0.0754231 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,18),-0.101574 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,21),-0.0934974 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,23),-0.0757862 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,24),-0.0698125 # DEPENDENCYPART_TRISIBL
(3,9),(3,16),(3,25),-0.125443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,17),(3,18),-0.101574 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,21),-0.0934972 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,23),-0.0813997 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,24),-0.0698125 # DEPENDENCYPART_TRISIBL
(3,9),(3,17),(3,25),-0.124971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,18),(3,21),-0.0949388 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,23),-0.0822929 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,24),-0.0704255 # DEPENDENCYPART_TRISIBL
(3,9),(3,18),(3,25),-0.129676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,21),(3,23),-0.0819533 # DEPENDENCYPART_TRISIBL
(3,9),(3,21),(3,24),-0.0737905 # DEPENDENCYPART_TRISIBL
(3,9),(3,21),(3,25),-0.134773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,23),(3,24),-0.0722401 # DEPENDENCYPART_TRISIBL
(3,9),(3,23),(3,25),-0.107523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,9),(3,24),(3,25),-0.0274367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,11),(3,13),-0.0220196 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,14),-0.0220196 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,16),-0.0220978 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,17),-0.0220196 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,18),-0.0498522 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,21),-0.0687953 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,23),-0.0233075 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,24),-0.111897 # DEPENDENCYPART_TRISIBL
(3,10),(3,11),(3,25),-0.0302167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,13),(3,14),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,16),-0.0654512 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,10),(3,13),(3,25),-0.0664243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,14),(3,16),-0.0654512 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,10),(3,14),(3,25),-0.0664243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,16),(3,17),-0.0653338 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,10),(3,16),(3,25),-0.068382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,17),(3,18),-0.00889631 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,21),-0.0318767 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,23),-0.0666217 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,24),-0.189311 # DEPENDENCYPART_TRISIBL
(3,10),(3,17),(3,25),-0.0664258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,18),(3,21),-0.0691445 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,23),-0.0253121 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,24),-0.0984566 # DEPENDENCYPART_TRISIBL
(3,10),(3,18),(3,25),-0.0226465 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,21),(3,23),-0.0232972 # DEPENDENCYPART_TRISIBL
(3,10),(3,21),(3,24),-0.100494 # DEPENDENCYPART_TRISIBL
(3,10),(3,21),(3,25),-0.0225942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,23),(3,24),-0.189327 # DEPENDENCYPART_TRISIBL
(3,10),(3,23),(3,25),-0.0678454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,10),(3,24),(3,25),-0.295594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,13),(3,14),-0.0744808 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,16),-0.0744808 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,17),-0.0744808 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,18),-0.116905 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,21),-0.10551 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,23),-0.0754182 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,24),-0.0442473 # DEPENDENCYPART_TRISIBL
(3,11),(3,13),(3,25),-0.0944004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,14),(3,16),-0.0744808 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,17),-0.0744808 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,18),-0.116905 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,21),-0.10551 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,23),-0.0754182 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,24),-0.0442473 # DEPENDENCYPART_TRISIBL
(3,11),(3,14),(3,25),-0.0944004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,16),(3,17),-0.0744808 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,18),-0.116906 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,21),-0.10551 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,23),-0.0754182 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,24),-0.0442474 # DEPENDENCYPART_TRISIBL
(3,11),(3,16),(3,25),-0.0944005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,17),(3,18),-0.116905 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,21),-0.10551 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,23),-0.0754182 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,24),-0.0442473 # DEPENDENCYPART_TRISIBL
(3,11),(3,17),(3,25),-0.0944004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,18),(3,21),-0.126635 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,23),-0.0696691 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,24),-0.0771789 # DEPENDENCYPART_TRISIBL
(3,11),(3,18),(3,25),-0.0911178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,21),(3,23),-0.0695289 # DEPENDENCYPART_TRISIBL
(3,11),(3,21),(3,24),-0.0704132 # DEPENDENCYPART_TRISIBL
(3,11),(3,21),(3,25),-0.105729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,23),(3,24),-0.0444076 # DEPENDENCYPART_TRISIBL
(3,11),(3,23),(3,25),-0.0955132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,11),(3,24),(3,25),-0.0403501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,14),(3,16),-0.0850737 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,17),-0.0824963 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,18),-0.107644 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,21),-0.099567 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,23),-0.0828594 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,24),-0.0759687 # DEPENDENCYPART_TRISIBL
(3,13),(3,14),(3,25),-0.123257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,16),(3,17),-0.0768842 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,18),-0.107644 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,21),-0.0995672 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,23),-0.0772473 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,24),-0.0759687 # DEPENDENCYPART_TRISIBL
(3,13),(3,16),(3,25),-0.123746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,17),(3,18),-0.107644 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,21),-0.099567 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,23),-0.0828608 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,24),-0.0759687 # DEPENDENCYPART_TRISIBL
(3,13),(3,17),(3,25),-0.123273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,18),(3,21),-0.100971 # DEPENDENCYPART_TRISIBL
(3,13),(3,18),(3,23),-0.0837541 # DEPENDENCYPART_TRISIBL
(3,13),(3,18),(3,24),-0.076475 # DEPENDENCYPART_TRISIBL
(3,13),(3,18),(3,25),-0.127906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,21),(3,23),-0.0834145 # DEPENDENCYPART_TRISIBL
(3,13),(3,21),(3,24),-0.07984 # DEPENDENCYPART_TRISIBL
(3,13),(3,21),(3,25),-0.133003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,23),(3,24),-0.0783962 # DEPENDENCYPART_TRISIBL
(3,13),(3,23),(3,25),-0.105825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,13),(3,24),(3,25),-0.0259663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,16),(3,17),-0.0768842 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,18),-0.107644 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,21),-0.0995672 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,23),-0.0772473 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,24),-0.0759687 # DEPENDENCYPART_TRISIBL
(3,14),(3,16),(3,25),-0.123746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,17),(3,18),-0.107644 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,21),-0.099567 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,23),-0.0828608 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,24),-0.0759687 # DEPENDENCYPART_TRISIBL
(3,14),(3,17),(3,25),-0.123273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,18),(3,21),-0.100971 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,23),-0.0837541 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,24),-0.076475 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,25),-0.127906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,21),(3,23),-0.0834145 # DEPENDENCYPART_TRISIBL
(3,14),(3,21),(3,24),-0.07984 # DEPENDENCYPART_TRISIBL
(3,14),(3,21),(3,25),-0.133003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,23),(3,24),-0.0783962 # DEPENDENCYPART_TRISIBL
(3,14),(3,23),(3,25),-0.105825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,24),(3,25),-0.0259663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,17),(3,18),-0.107888 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,21),-0.0998116 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,23),-0.08298 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,24),-0.0759852 # DEPENDENCYPART_TRISIBL
(3,16),(3,17),(3,25),-0.115093 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,18),(3,21),-0.101095 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,23),-0.0838138 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,24),-0.0764915 # DEPENDENCYPART_TRISIBL
(3,16),(3,18),(3,25),-0.124877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,21),(3,23),-0.0834742 # DEPENDENCYPART_TRISIBL
(3,16),(3,21),(3,24),-0.0798565 # DEPENDENCYPART_TRISIBL
(3,16),(3,21),(3,25),-0.129974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,23),(3,24),-0.0784128 # DEPENDENCYPART_TRISIBL
(3,16),(3,23),(3,25),-0.0976451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,16),(3,24),(3,25),-0.0224806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,18),(3,21),-0.100997 # DEPENDENCYPART_TRISIBL
(3,17),(3,18),(3,23),-0.0837541 # DEPENDENCYPART_TRISIBL
(3,17),(3,18),(3,24),-0.0800337 # DEPENDENCYPART_TRISIBL
(3,17),(3,18),(3,25),-0.125829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,21),(3,23),-0.0834145 # DEPENDENCYPART_TRISIBL
(3,17),(3,21),(3,24),-0.0833987 # DEPENDENCYPART_TRISIBL
(3,17),(3,21),(3,25),-0.130926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,23),(3,24),-0.0801756 # DEPENDENCYPART_TRISIBL
(3,17),(3,23),(3,25),-0.103867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,17),(3,24),(3,25),-0.0218878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,21),(3,23),-0.0660596 # DEPENDENCYPART_TRISIBL
(3,18),(3,21),(3,24),-0.0996264 # DEPENDENCYPART_TRISIBL
(3,18),(3,21),(3,25),-0.12864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,23),(3,24),-0.0595637 # DEPENDENCYPART_TRISIBL
(3,18),(3,23),(3,25),-0.106388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,24),(3,25),-0.034027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,21),(3,23),(3,24),-0.0262919 # DEPENDENCYPART_TRISIBL
(3,21),(3,23),(3,25),-0.11186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,21),(3,24),(3,25),-0.0646362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,23),(3,24),(3,25),-0.0248685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.141763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.220338 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),-0.205058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.0841207 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,4),(5,-1),-0.534704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.0903787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,25),-0.106385 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,25),-0.103854 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,25),-0.119233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,5),(6,-1),-0.234778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,10),-0.123096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,25),-0.0980548 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,25),-0.722575 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,10),(7,25),-0.0141421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,6),(7,5),-0.0741385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,3),-0.217521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),-0.18163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,3),-0.253407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.216668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,3),(7,-1),-0.179442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,3),-0.176156 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.0426703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,3),(7,-1),-0.114304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,3),(7,-1),-0.0986961 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.128737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0820575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,25),-0.130418 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,17),-0.0443597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,25),-0.754075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,25),-0.135524 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,17),-0.0772749 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,25),-0.0438955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,25),-0.115837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,25),-0.0637195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.183204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.0735215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.240421 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.181323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.17688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0772833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,4),-0.241302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.172126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.178492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,4),-0.047456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,3),-0.228701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.212662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.124247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.464719 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,-1),-0.176305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.026025 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,4),-0.164275 # DEPENDENCYPART_TRISIBL
