# _root_ Du Pont , unlike companies hurt badly by sharp price declines for basic chemicals and plastics , is benefiting from its broad range of businesses .
#goldHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
#predictedHeads=2,18,18,18,4,5,6,6,11,11,8,11,15,15,12,15,18,0,18,19,23,23,20,23,24,18,
(23,13),(13,13),(13,-1),0.0322475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,13),(13,11),(13,9),-0.0422944 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,11),(13,-1),0.00334537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,9),(13,-1),-0.0217579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,20),0.204502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.0475154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.175297 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,19),(19,24),-0.154802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),-0.175304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,27),0.0421171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,22),0.118152 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.125063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,20),(19,24),-0.124902 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,25),-0.125063 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,26),-0.124968 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,27),-0.186767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,23),-0.124907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,22),(19,24),-0.125435 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,25),-0.124907 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,22),(19,27),-0.20363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,23),(19,24),-0.126238 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,25),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,26),-0.124886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,23),(19,27),-0.0317722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,24),(19,25),-0.125218 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,26),-0.124968 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,24),(19,27),-0.153736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,25),(19,26),-0.124886 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,25),(19,27),-0.0325151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,26),(19,27),-0.127823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,12),-0.050736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,-1),0.0678737 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,12),(19,-1),-0.0276544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,21),0.0994565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,22),0.134008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,23),-0.144307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,20),(20,24),-0.126234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,25),-0.144304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,20),(20,27),-0.0569375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,21),(20,22),0.119161 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,21),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,21),(20,27),-0.143752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,23),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,22),(20,24),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,22),(20,27),-0.165223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,23),(20,24),-0.124898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,25),-0.125348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,20),(20,23),(20,27),-0.149143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,20),(20,24),(20,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,24),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,24),(20,27),-0.153911 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,25),(20,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,20),(20,25),(20,27),-0.14915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,26),(20,27),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,20),(20,20),(20,-1),-0.374008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,27),-0.0103594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,-1),0.0616934 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,24),-0.132001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,25),-0.126863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,27),0.00553193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,22),(22,24),(22,27),-0.18012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,25),(22,27),-0.121722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,21),-0.0576389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,-1),0.0327734 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,21),(22,-1),-0.0685913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,25),0.11829 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,27),-0.417886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,25),(24,27),0.0546861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,22),-0.126497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,-1),0.0128777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,22),(24,-1),-0.171084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,26),0.0853674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,27),0.101173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,26),(25,27),0.0957853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,24),0.256358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,23),0.151818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,25),(25,22),-0.126121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,21),-0.126597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,-1),0.0248431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,24),(25,23),0.117664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,24),(25,-1),-0.0671218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,23),(25,22),-0.125126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,21),-0.124899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,23),(25,-1),-0.143186 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,22),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,22),(25,-1),-0.158803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,21),(25,-1),-0.12024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.00343318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,26),(26,24),0.118511 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),-0.0492153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,24),(26,-1),-0.127341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,24),-0.127801 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,22),(22,25),-0.132197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,27),-0.199662 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,27),-0.127623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,25),(22,27),-0.123026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,21),-0.0442979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,-1),0.00210745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,21),(22,-1),-0.0442979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,26),-0.0716542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,27),0.279608 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,26),(25,27),-0.0647184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,25),(25,24),0.176619 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,25),(25,23),-0.133894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,22),-0.126111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,21),-0.12504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,25),(25,-1),-0.0906578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,24),(25,23),-0.124995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,24),(25,22),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,24),(25,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,25),(25,24),(25,-1),-0.102239 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,25),(25,23),(25,22),-0.12511 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,23),(25,21),-0.125842 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,23),(25,-1),-0.0651288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,22),(25,21),-0.125712 # DEPENDENCYPART_GRANDSIBL
(24,25),(25,22),(25,-1),-0.095403 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,25),(25,21),(25,-1),-0.125406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,21),(21,21),(21,27),-0.00156373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,21),(21,21),(21,-1),0.0704893 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,24),0.092628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,25),-0.126863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,27),0.0206116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,24),(22,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,24),(22,27),-0.180121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,22),(22,25),(22,27),-0.122139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,22),(22,21),-0.0576389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,22),(22,22),(22,-1),0.0367433 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,22),(22,21),(22,-1),-0.0685913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,24),0.255179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,25),-0.141313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,23),(23,26),-0.125132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,27),0.00872965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,24),(23,25),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,24),(23,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,24),(23,27),-0.0685913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,25),(23,26),-0.125194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,25),(23,27),-0.143514 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,26),(23,27),-0.144995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,23),(23,22),-0.0684233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,21),-0.0397404 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,20),-0.0621444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,19),0.0454558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,13),-0.0684407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,23),(23,23),(23,-1),0.0883676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,23),(23,22),(23,21),-0.0346015 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,20),-0.0433511 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,19),-0.0395049 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,13),-0.0574322 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,22),(23,-1),-0.053332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,21),(23,20),-0.04201 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,21),(23,19),-0.0426358 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,21),(23,13),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,21),(23,-1),-0.00734961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,20),(23,19),-0.037828 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,20),(23,13),-0.0408196 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,20),(23,-1),-0.0855794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,19),(23,13),-0.0438367 # DEPENDENCYPART_GRANDSIBL
(25,23),(23,19),(23,-1),-0.0127339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,23),(23,13),(23,-1),-0.0533228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,24),(24,24),(24,25),-0.145803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,27),0.00388018 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,25),(24,27),-0.143411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,24),(24,22),-0.033773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,24),(24,24),(24,-1),-0.413663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,24),(24,22),(24,-1),-0.0153995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,26),(26,26),(26,27),-0.00531664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,26),(26,24),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,26),(26,26),(26,-1),-0.0510988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,26),(26,24),(26,-1),-0.127341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,25),0.105733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,27),-0.160538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,25),(24,27),-0.138312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,24),(24,24),(24,22),-0.0420012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,24),(24,24),(24,-1),-0.0904585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,24),(24,22),(24,-1),-0.0420012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,1),(0,2),-0.142621 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,5),-0.157301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,6),-0.199077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,15),-0.197249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,18),-0.198979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,19),-0.201823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,1),(0,27),0.372751 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,2),(0,5),-0.156225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,6),-0.199095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,15),-0.197259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,18),-0.198997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,19),-0.20184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,2),(0,27),0.369815 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,5),(0,6),-0.194929 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,15),-0.197465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,18),-0.194831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,19),-0.197675 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,5),(0,27),0.352486 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,6),(0,15),-0.281781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,18),-0.33386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,19),-0.326477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,27),0.845413 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,15),(0,18),-0.213449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,15),(0,19),-0.208879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,15),(0,27),0.548897 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,18),(0,19),-0.337439 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,18),(0,27),0.916632 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,19),(0,27),0.852572 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,1),(0,2),(0,5),-0.11278 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,6),-0.0819312 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,15),-0.147675 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,18),-0.0932867 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,19),-0.0819229 # DEPENDENCYPART_TRISIBL
(0,1),(0,2),(0,27),-0.11458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,5),(0,6),-0.0821193 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,15),-0.147918 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,18),-0.0934749 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,19),-0.0821111 # DEPENDENCYPART_TRISIBL
(0,1),(0,5),(0,27),-0.11613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,6),(0,15),-0.132855 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,18),-0.103327 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,19),-0.092801 # DEPENDENCYPART_TRISIBL
(0,1),(0,6),(0,27),-0.108789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,15),(0,18),-0.0983114 # DEPENDENCYPART_TRISIBL
(0,1),(0,15),(0,19),-0.0892861 # DEPENDENCYPART_TRISIBL
(0,1),(0,15),(0,27),-0.15878 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,18),(0,19),-0.0953762 # DEPENDENCYPART_TRISIBL
(0,1),(0,18),(0,27),-0.103829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,1),(0,19),(0,27),-0.108607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,5),(0,6),-0.0821242 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,15),-0.147961 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,18),-0.0934797 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,19),-0.0821159 # DEPENDENCYPART_TRISIBL
(0,2),(0,5),(0,27),-0.116344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,6),(0,15),-0.132898 # DEPENDENCYPART_TRISIBL
(0,2),(0,6),(0,18),-0.103334 # DEPENDENCYPART_TRISIBL
(0,2),(0,6),(0,19),-0.0928078 # DEPENDENCYPART_TRISIBL
(0,2),(0,6),(0,27),-0.108942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,15),(0,18),-0.0983171 # DEPENDENCYPART_TRISIBL
(0,2),(0,15),(0,19),-0.0892919 # DEPENDENCYPART_TRISIBL
(0,2),(0,15),(0,27),-0.15893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,18),(0,19),-0.095383 # DEPENDENCYPART_TRISIBL
(0,2),(0,18),(0,27),-0.103982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(0,19),(0,27),-0.10876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,6),(0,15),-0.130818 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,18),-0.102661 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,19),-0.0921344 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,27),-0.115588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,15),(0,18),-0.0974926 # DEPENDENCYPART_TRISIBL
(0,5),(0,15),(0,19),-0.0884674 # DEPENDENCYPART_TRISIBL
(0,5),(0,15),(0,27),-0.165824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,18),(0,19),-0.0947096 # DEPENDENCYPART_TRISIBL
(0,5),(0,18),(0,27),-0.110628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,19),(0,27),-0.115406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,15),(0,18),-0.189507 # DEPENDENCYPART_TRISIBL
(0,6),(0,15),(0,19),-0.190325 # DEPENDENCYPART_TRISIBL
(0,6),(0,15),(0,27),-0.286362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,18),(0,19),-0.199941 # DEPENDENCYPART_TRISIBL
(0,6),(0,18),(0,27),-0.286204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,19),(0,27),-0.28988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,15),(0,18),(0,19),-0.107819 # DEPENDENCYPART_TRISIBL
(0,15),(0,18),(0,27),-0.235472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,15),(0,19),(0,27),-0.233155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,18),(0,19),(0,27),-0.308241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,3),-0.118507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,4),-0.0719494 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,5),-0.120157 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,6),-0.091689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,2),(1,27),-0.107829 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,3),(1,4),-0.253415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,5),-0.103997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,6),-0.162039 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,3),(1,27),-0.72537 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,4),(1,5),-0.162284 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,6),-0.109143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(1,1),(1,4),(1,27),-0.132944 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(1,1),(1,5),(1,6),-0.087419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
