# _root_ While Allianz officials were n't willing to comment in any detail on their plans , they said Allianz currently holds between 5 % and 10 % of Navigation Mixte , an apparent increase from the 5 % stake that Navigation Mixte officials had earlier announced .
#goldHeads=4,3,4,17,4,4,8,6,8,11,9,8,14,12,17,17,0,20,20,17,24,24,24,20,24,24,24,29,27,24,33,33,24,33,38,37,38,34,45,42,42,43,38,43,43,17,
#predictedHeads=4,3,4,17,4,4,8,6,8,11,9,11,14,12,17,17,0,20,20,17,24,24,24,20,24,24,26,29,27,24,33,33,24,33,38,37,38,34,43,42,42,43,38,45,43,17,
(43,31),(43,18),(43,4),-0.0812677 # DEPENDENCYPART_TRISIBL
(43,31),(43,18),(43,1),-0.0566954 # DEPENDENCYPART_TRISIBL
(43,31),(43,18),(43,-1),-0.10843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,31),(43,15),(43,14),-0.178802 # DEPENDENCYPART_TRISIBL
(43,31),(43,15),(43,11),-0.178694 # DEPENDENCYPART_TRISIBL
(43,31),(43,15),(43,9),-0.0373429 # DEPENDENCYPART_TRISIBL
(43,31),(43,15),(43,4),-0.00491453 # DEPENDENCYPART_TRISIBL
(43,31),(43,15),(43,1),-0.0253754 # DEPENDENCYPART_TRISIBL
(43,31),(43,15),(43,-1),-0.171117 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,31),(43,14),(43,11),-0.143282 # DEPENDENCYPART_TRISIBL
(43,31),(43,14),(43,9),-0.0713013 # DEPENDENCYPART_TRISIBL
(43,31),(43,14),(43,4),-0.0812686 # DEPENDENCYPART_TRISIBL
(43,31),(43,14),(43,1),-0.0566954 # DEPENDENCYPART_TRISIBL
(43,31),(43,14),(43,-1),-0.108474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,31),(43,11),(43,9),-0.0713013 # DEPENDENCYPART_TRISIBL
(43,31),(43,11),(43,4),-0.0812677 # DEPENDENCYPART_TRISIBL
(43,31),(43,11),(43,1),-0.0566954 # DEPENDENCYPART_TRISIBL
(43,31),(43,11),(43,-1),-0.10843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,31),(43,9),(43,4),-0.0846925 # DEPENDENCYPART_TRISIBL
(43,31),(43,9),(43,1),-0.0763178 # DEPENDENCYPART_TRISIBL
(43,31),(43,9),(43,-1),-0.0695192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,31),(43,4),(43,1),-0.0695862 # DEPENDENCYPART_TRISIBL
(43,31),(43,4),(43,-1),-0.172651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,31),(43,1),(43,-1),-0.0566166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,29),(43,26),-0.171007 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,25),-0.118069 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,24),-0.0621065 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,22),-0.117496 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,21),0.063694 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,19),-0.0213328 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,18),-0.165742 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,15),0.0770671 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,14),-0.165516 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,11),-0.165509 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,9),0.0994117 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,4),-0.117915 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,1),0.0581341 # DEPENDENCYPART_TRISIBL
(43,30),(43,29),(43,-1),-0.0156188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,26),(43,25),-0.118268 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,24),-0.0598376 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,22),-0.117695 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,21),0.0619601 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,19),-0.021855 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,18),-0.165761 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,15),0.070929 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,14),-0.165535 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,11),-0.165528 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,9),0.0976779 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,4),-0.118177 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,1),0.0564002 # DEPENDENCYPART_TRISIBL
(43,30),(43,26),(43,-1),-0.00265604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,25),(43,24),-0.0610658 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,22),-0.104781 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,21),-0.0475653 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,19),-0.0908414 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,18),-0.175287 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,15),0.160355 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,14),-0.175058 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,11),-0.175054 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,9),-0.0449491 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,4),-0.128531 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,1),-0.0518947 # DEPENDENCYPART_TRISIBL
(43,30),(43,25),(43,-1),-0.126277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,24),(43,22),-0.106185 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,21),-0.042007 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,19),-0.0993299 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,18),-0.141777 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,15),0.201524 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,14),-0.141548 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,11),-0.141544 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,9),-0.0423618 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,4),-0.139718 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,1),-0.0464904 # DEPENDENCYPART_TRISIBL
(43,30),(43,24),(43,-1),-0.0432362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,22),(43,21),-0.0475659 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,19),-0.0908413 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,18),-0.175287 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,15),0.160335 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,14),-0.175058 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,11),-0.175054 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,9),-0.0449497 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,4),-0.128523 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,1),-0.0518953 # DEPENDENCYPART_TRISIBL
(43,30),(43,22),(43,-1),-0.121598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,21),(43,19),-0.138297 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,18),-0.126934 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,15),0.537178 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,14),-0.126705 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,11),-0.126701 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,9),0.0649495 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,4),-0.138789 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,1),0.0629163 # DEPENDENCYPART_TRISIBL
(43,30),(43,21),(43,-1),-0.0516503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,19),(43,18),-0.232634 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,15),0.46133 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,14),-0.232405 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,11),-0.232401 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,9),-0.00501517 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,4),-0.133159 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,1),-0.0155022 # DEPENDENCYPART_TRISIBL
(43,30),(43,19),(43,-1),-0.0411397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,18),(43,15),0.0770671 # DEPENDENCYPART_TRISIBL
(43,30),(43,18),(43,14),-0.164443 # DEPENDENCYPART_TRISIBL
(43,30),(43,18),(43,11),-0.164436 # DEPENDENCYPART_TRISIBL
(43,30),(43,18),(43,9),0.0998286 # DEPENDENCYPART_TRISIBL
(43,30),(43,18),(43,4),-0.117913 # DEPENDENCYPART_TRISIBL
(43,30),(43,18),(43,1),0.058551 # DEPENDENCYPART_TRISIBL
(43,30),(43,18),(43,-1),-0.0143677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,15),(43,14),-0.238249 # DEPENDENCYPART_TRISIBL
(43,30),(43,15),(43,11),-0.238244 # DEPENDENCYPART_TRISIBL
(43,30),(43,15),(43,9),-0.0840271 # DEPENDENCYPART_TRISIBL
(43,30),(43,15),(43,4),-0.139427 # DEPENDENCYPART_TRISIBL
(43,30),(43,15),(43,1),-0.0897603 # DEPENDENCYPART_TRISIBL
(43,30),(43,15),(43,-1),-0.16918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,14),(43,11),-0.165492 # DEPENDENCYPART_TRISIBL
(43,30),(43,14),(43,9),0.0990112 # DEPENDENCYPART_TRISIBL
(43,30),(43,14),(43,4),-0.117914 # DEPENDENCYPART_TRISIBL
(43,30),(43,14),(43,1),0.0577336 # DEPENDENCYPART_TRISIBL
(43,30),(43,14),(43,-1),-0.0208474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,11),(43,9),0.0998286 # DEPENDENCYPART_TRISIBL
(43,30),(43,11),(43,4),-0.117913 # DEPENDENCYPART_TRISIBL
(43,30),(43,11),(43,1),0.058551 # DEPENDENCYPART_TRISIBL
(43,30),(43,11),(43,-1),-0.0140688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,9),(43,4),-0.138641 # DEPENDENCYPART_TRISIBL
(43,30),(43,9),(43,1),0.0624612 # DEPENDENCYPART_TRISIBL
(43,30),(43,9),(43,-1),-0.0455096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,4),(43,1),-0.0718773 # DEPENDENCYPART_TRISIBL
(43,30),(43,4),(43,-1),-0.00441976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,30),(43,1),(43,-1),-0.0633407 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,26),(43,25),-0.122473 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,24),-0.172058 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,22),-0.14049 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,21),-0.0141067 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,19),-0.0803535 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,18),-0.269085 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,15),-0.0732124 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,14),-0.274663 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,11),-0.269074 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,9),0.0107374 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,4),-0.132251 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,1),-0.0300213 # DEPENDENCYPART_TRISIBL
(43,29),(43,26),(43,-1),-0.127901 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,25),(43,24),-0.114152 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,22),-0.105904 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,21),0.00439893 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,19),-0.0542758 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,18),-0.196956 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,15),-0.0337429 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,14),-0.202534 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,11),-0.196946 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,9),0.00577897 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,4),-0.119792 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,1),-0.0337711 # DEPENDENCYPART_TRISIBL
(43,29),(43,25),(43,-1),-0.118343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,24),(43,22),-0.120335 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,21),-0.0989995 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,19),-0.0838986 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,18),-0.201885 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,15),-0.0629439 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,14),-0.207508 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,11),-0.201873 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,9),-0.0786938 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,4),-0.14672 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,1),-0.11733 # DEPENDENCYPART_TRISIBL
(43,29),(43,24),(43,-1),-0.109605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,22),(43,21),0.00360977 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,19),-0.0542199 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,18),-0.189735 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,15),-0.0337529 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,14),-0.195313 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,11),-0.189725 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,9),0.00498981 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,4),-0.11979 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,1),-0.0345602 # DEPENDENCYPART_TRISIBL
(43,29),(43,22),(43,-1),-0.13926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,21),(43,19),0.000383218 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,18),-0.194361 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,15),-0.0495864 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,14),-0.199939 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,11),-0.194351 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,9),0.0402365 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,4),-0.168661 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,1),-0.0136388 # DEPENDENCYPART_TRISIBL
(43,29),(43,21),(43,-1),-0.00320036 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,19),(43,18),-0.237046 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,15),-0.0513883 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,14),-0.242624 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,11),-0.237036 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,9),0.00918554 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,4),-0.130823 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,1),-0.0314669 # DEPENDENCYPART_TRISIBL
(43,29),(43,19),(43,-1),0.00433736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,18),(43,15),-0.0732124 # DEPENDENCYPART_TRISIBL
(43,29),(43,18),(43,14),-0.277704 # DEPENDENCYPART_TRISIBL
(43,29),(43,18),(43,11),-0.272116 # DEPENDENCYPART_TRISIBL
(43,29),(43,18),(43,9),0.0136801 # DEPENDENCYPART_TRISIBL
(43,29),(43,18),(43,4),-0.131801 # DEPENDENCYPART_TRISIBL
(43,29),(43,18),(43,1),-0.0270786 # DEPENDENCYPART_TRISIBL
(43,29),(43,18),(43,-1),-0.129547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,15),(43,14),-0.232966 # DEPENDENCYPART_TRISIBL
(43,29),(43,15),(43,11),-0.226697 # DEPENDENCYPART_TRISIBL
(43,29),(43,15),(43,9),0.119328 # DEPENDENCYPART_TRISIBL
(43,29),(43,15),(43,4),0.0507023 # DEPENDENCYPART_TRISIBL
(43,29),(43,15),(43,1),0.0549497 # DEPENDENCYPART_TRISIBL
(43,29),(43,15),(43,-1),-0.181543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,14),(43,11),-0.272116 # DEPENDENCYPART_TRISIBL
(43,29),(43,14),(43,9),0.0133576 # DEPENDENCYPART_TRISIBL
(43,29),(43,14),(43,4),-0.131911 # DEPENDENCYPART_TRISIBL
(43,29),(43,14),(43,1),-0.0274011 # DEPENDENCYPART_TRISIBL
(43,29),(43,14),(43,-1),-0.13126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,11),(43,9),0.0136801 # DEPENDENCYPART_TRISIBL
(43,29),(43,11),(43,4),-0.131799 # DEPENDENCYPART_TRISIBL
(43,29),(43,11),(43,1),-0.0270786 # DEPENDENCYPART_TRISIBL
(43,29),(43,11),(43,-1),-0.129436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,9),(43,4),-0.166744 # DEPENDENCYPART_TRISIBL
(43,29),(43,9),(43,1),0.0231098 # DEPENDENCYPART_TRISIBL
(43,29),(43,9),(43,-1),0.0263611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,4),(43,1),0.0136926 # DEPENDENCYPART_TRISIBL
(43,29),(43,4),(43,-1),-0.0857436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,29),(43,1),(43,-1),0.11163 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,25),(43,24),-0.121267 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,22),-0.0873 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,21),0.0526143 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,19),-0.0339004 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,18),-0.219003 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,15),-0.0365196 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,14),-0.224581 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,11),-0.218993 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,9),0.0539943 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,4),-0.127307 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,1),0.0144443 # DEPENDENCYPART_TRISIBL
(43,26),(43,25),(43,-1),-0.132199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,24),(43,22),-0.111615 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,21),-0.068398 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,19),-0.0722889 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,18),-0.216827 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,15),-0.0647021 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,14),-0.22245 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,11),-0.216815 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,9),-0.0480923 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,4),-0.156835 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,1),-0.0867282 # DEPENDENCYPART_TRISIBL
(43,26),(43,24),(43,-1),-0.105625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,22),(43,21),0.0518251 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,19),-0.0338445 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,18),-0.211782 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,15),-0.0365296 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,14),-0.21736 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,11),-0.211772 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,9),0.0532052 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,4),-0.127305 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,1),0.0136551 # DEPENDENCYPART_TRISIBL
(43,26),(43,22),(43,-1),-0.153116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,21),(43,19),0.00983567 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,18),-0.208979 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,15),-0.0511801 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,14),-0.214558 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,11),-0.20897 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,9),0.0705117 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,4),-0.178765 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,1),0.0166364 # DEPENDENCYPART_TRISIBL
(43,26),(43,21),(43,-1),-0.0051383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,19),(43,18),-0.25154 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,15),-0.0531483 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,14),-0.257119 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,11),-0.251531 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,9),0.0396997 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,4),-0.140927 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,1),-0.000952719 # DEPENDENCYPART_TRISIBL
(43,26),(43,19),(43,-1),-0.0059331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,18),(43,15),-0.074826 # DEPENDENCYPART_TRISIBL
(43,26),(43,18),(43,14),-0.290366 # DEPENDENCYPART_TRISIBL
(43,26),(43,18),(43,11),-0.284777 # DEPENDENCYPART_TRISIBL
(43,26),(43,18),(43,9),0.0436506 # DEPENDENCYPART_TRISIBL
(43,26),(43,18),(43,4),-0.142077 # DEPENDENCYPART_TRISIBL
(43,26),(43,18),(43,1),0.00289195 # DEPENDENCYPART_TRISIBL
(43,26),(43,18),(43,-1),-0.124758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,15),(43,14),-0.255212 # DEPENDENCYPART_TRISIBL
(43,26),(43,15),(43,11),-0.248942 # DEPENDENCYPART_TRISIBL
(43,26),(43,15),(43,9),0.166227 # DEPENDENCYPART_TRISIBL
(43,26),(43,15),(43,4),0.0282413 # DEPENDENCYPART_TRISIBL
(43,26),(43,15),(43,1),0.101849 # DEPENDENCYPART_TRISIBL
(43,26),(43,15),(43,-1),-0.170949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,14),(43,11),-0.284778 # DEPENDENCYPART_TRISIBL
(43,26),(43,14),(43,9),0.0433281 # DEPENDENCYPART_TRISIBL
(43,26),(43,14),(43,4),-0.142187 # DEPENDENCYPART_TRISIBL
(43,26),(43,14),(43,1),0.00256945 # DEPENDENCYPART_TRISIBL
(43,26),(43,14),(43,-1),-0.126471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,11),(43,9),0.0436506 # DEPENDENCYPART_TRISIBL
(43,26),(43,11),(43,4),-0.142075 # DEPENDENCYPART_TRISIBL
(43,26),(43,11),(43,1),0.00289195 # DEPENDENCYPART_TRISIBL
(43,26),(43,11),(43,-1),-0.124647 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,9),(43,4),-0.176848 # DEPENDENCYPART_TRISIBL
(43,26),(43,9),(43,1),0.053385 # DEPENDENCYPART_TRISIBL
(43,26),(43,9),(43,-1),0.0244232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,4),(43,1),0.042359 # DEPENDENCYPART_TRISIBL
(43,26),(43,4),(43,-1),-0.084943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,26),(43,1),(43,-1),0.109692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,25),(43,24),(43,22),-0.089842 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,21),-0.0650333 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,19),-0.10453 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,18),-0.1161 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,15),-0.0773825 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,14),-0.116102 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,11),-0.1161 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,9),-0.0784512 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,4),-0.110686 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,1),-0.0911005 # DEPENDENCYPART_TRISIBL
(43,25),(43,24),(43,-1),-0.134043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,25),(43,22),(43,21),-0.0615275 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,19),-0.104185 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,18),-0.11901 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,15),-0.0872272 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,14),-0.119012 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,11),-0.11901 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,9),-0.0796666 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,4),-0.105827 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,1),-0.0913717 # DEPENDENCYPART_TRISIBL
(43,25),(43,22),(43,-1),-0.108088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(43,25),(43,21),(43,19),-0.105763 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,18),-0.121342 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,15),-0.103094 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,14),-0.121344 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,11),-0.121342 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,9),-0.0883585 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,4),-0.110594 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,1),-0.100883 # DEPENDENCYPART_TRISIBL
(43,25),(43,21),(43,-1),-0.00357556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
