# _root_ He said that even though virtually all corn seeds currently planted are hybrids , the genetic approach will obviate the need for mechanical emasculation of anthers , which costs U.S. seed producers about $ 70 million annually .
#goldHeads=2,0,18,12,12,7,9,9,12,11,9,18,12,18,17,17,18,2,18,21,19,21,24,22,24,25,24,29,24,32,32,29,34,29,34,34,29,2,
#predictedHeads=2,0,18,12,12,9,9,9,12,11,9,18,12,18,17,17,18,2,18,21,19,21,24,22,24,25,26,29,26,32,32,29,34,29,34,34,34,2,
(34,37),(37,37),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,37),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,37),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,37),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,37),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,37),(37,-1),-0.0655753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(34,37),(37,34),(37,33),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,32),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(34,37),(37,34),(37,-1),-0.124917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(34,37),(37,33),(37,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,33),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,33),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,33),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,33),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,33),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,33),(37,-1),-0.127703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,37),(37,32),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,32),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,32),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,32),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,32),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,32),(37,-1),-0.101694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,37),(37,31),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,31),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,31),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,31),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,31),(37,-1),-0.101694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,37),(37,30),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,30),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,30),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,30),(37,-1),-0.101694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,37),(37,26),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,26),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,26),(37,-1),-0.101694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,37),(37,21),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(34,37),(37,21),(37,-1),-0.101694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(34,37),(37,17),(37,-1),-0.101694 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,31),(31,32),0.0898822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,31),(31,33),0.113096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,31),(31,34),0.118998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,31),(31,35),-0.129096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,31),(31,31),(31,37),-0.125002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,31),(31,39),-0.287284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,31),(31,32),(31,33),0.119162 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,32),(31,34),0.119164 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,32),(31,35),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,32),(31,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,32),(31,39),-0.119233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,33),(31,34),0.119164 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,33),(31,35),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,33),(31,37),-0.124888 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,33),(31,39),-0.132956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,34),(31,35),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,34),(31,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,34),(31,39),-0.12499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,35),(31,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,35),(31,39),-0.0790027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,31),(31,37),(31,39),-0.125616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,31),(31,30),-0.0329649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,31),(31,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,31),(31,31),(31,-1),0.00922955 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,31),(31,30),(31,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(35,31),(31,30),(31,-1),-0.034114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,31),(31,28),(31,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,33),(33,33),(33,34),0.118851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,33),(33,35),-0.125032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,33),(33,33),(33,36),-0.125032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,33),(33,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,33),(33,39),-0.202926 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,33),(33,34),(33,35),-0.124885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,33),(33,34),(33,36),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,33),(33,34),(33,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,33),(33,34),(33,39),-0.125252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,33),(33,35),(33,36),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,35),(33,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,35),(33,39),-0.139262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,33),(33,36),(33,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,33),(33,36),(33,39),-0.139271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,33),(33,37),(33,39),-0.12298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,33),(33,33),(33,32),0.0195032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,33),(33,28),-0.055608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,33),(33,33),(33,-1),-0.143451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,33),(33,32),(33,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(35,33),(33,32),(33,-1),0.000544922 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,33),(33,28),(33,-1),-0.055608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,34),(34,34),(34,35),-0.128082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,34),(34,34),(34,36),-0.128864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,34),(34,34),(34,37),-0.125166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,34),(34,34),(34,39),0.0481096 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,34),(34,35),(34,36),-0.13682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,34),(34,35),(34,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,34),(34,35),(34,39),-0.149184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,34),(34,36),(34,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,34),(34,36),(34,39),-0.152289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,34),(34,37),(34,39),-0.126704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,34),(34,34),(34,33),-0.0818799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,34),(34,34),(34,31),-0.0420567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,34),(34,34),(34,-1),0.19168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,34),(34,33),(34,31),-0.0420717 # DEPENDENCYPART_GRANDSIBL
(35,34),(34,33),(34,-1),-0.0792184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,34),(34,31),(34,-1),-0.0436404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,36),(36,36),(36,37),-0.0458641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,36),(36,36),(36,39),-0.0218468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,36),(36,37),(36,39),-0.0287751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,36),(36,36),(36,35),0.114717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,36),(36,36),(36,34),-0.124887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,36),(36,36),(36,31),-0.124891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,36),(36,36),(36,-1),-0.194037 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,36),(36,35),(36,34),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,36),(36,35),(36,31),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,36),(36,35),(36,-1),-0.128699 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,36),(36,34),(36,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,36),(36,34),(36,-1),-0.0766862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,36),(36,31),(36,-1),-0.110016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,37),(37,39),-0.0960713 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,37),(37,37),(37,34),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,33),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,32),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,31),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,30),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,26),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,21),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,17),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(35,37),(37,37),(37,-1),-0.164459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(35,37),(37,34),(37,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,34),(37,-1),-0.12517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,33),(37,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,33),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,33),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,33),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,33),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,33),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,33),(37,-1),-0.126779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,32),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,32),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,32),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,32),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,32),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,32),(37,-1),-0.120008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,31),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,31),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,31),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,31),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,31),(37,-1),-0.120008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,30),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,30),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,30),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,30),(37,-1),-0.120009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,26),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,26),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,26),(37,-1),-0.120008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,21),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(35,37),(37,21),(37,-1),-0.120008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(35,37),(37,17),(37,-1),-0.120008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,31),(31,32),0.0884684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,33),0.112722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,34),0.118996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,35),0.173626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,37),-0.125002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,39),-0.277162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,31),(31,32),(31,33),0.119162 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,32),(31,34),0.119164 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,32),(31,35),0.117805 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,32),(31,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,32),(31,39),-0.120572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,33),(31,34),0.119164 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,33),(31,35),0.119136 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,33),(31,37),-0.124888 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,33),(31,39),-0.13333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,34),(31,35),0.119158 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,34),(31,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,34),(31,39),-0.125008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,35),(31,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,35),(31,39),-0.0795246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,37),(31,39),-0.125643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,31),(31,30),-0.0336698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,31),(31,31),(31,-1),0.0190782 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,31),(31,30),(31,28),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(36,31),(31,30),(31,-1),-0.0347949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,31),(31,28),(31,-1),-0.0419988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,34),(34,34),(34,35),0.0950357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,34),(34,34),(34,36),-0.129024 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,34),(34,34),(34,37),-0.1252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,34),(34,34),(34,39),0.0233612 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,34),(34,35),(34,36),-0.139118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,34),(34,35),(34,37),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,34),(34,35),(34,39),-0.15301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,34),(34,36),(34,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,34),(34,36),(34,39),-0.156115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,34),(34,37),(34,39),-0.126739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,34),(34,34),(34,33),-0.0820996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,34),(34,34),(34,31),-0.042064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,34),(34,34),(34,-1),0.162303 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,34),(34,33),(34,31),-0.0420717 # DEPENDENCYPART_GRANDSIBL
(36,34),(34,33),(34,-1),-0.0792405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,34),(34,31),(34,-1),-0.0436501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,35),(35,35),(35,36),-0.124948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,35),(35,35),(35,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,35),(35,35),(35,39),-0.163915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,35),(35,36),(35,37),-0.124885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,35),(35,36),(35,39),-0.128877 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,35),(35,37),(35,39),-0.126266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,35),(35,35),(35,34),-0.0868082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,35),(35,35),(35,33),-0.0471132 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,35),(35,35),(35,31),-0.0473421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,35),(35,35),(35,-1),0.0167741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,35),(35,34),(35,33),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(36,35),(35,34),(35,31),-0.0419988 # DEPENDENCYPART_GRANDSIBL
(36,35),(35,34),(35,-1),-0.0858136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,35),(35,33),(35,31),-0.0420275 # DEPENDENCYPART_GRANDSIBL
(36,35),(35,33),(35,-1),-0.0481915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,35),(35,31),(35,-1),-0.0490611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,37),(37,39),-0.103256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,37),(37,37),(37,34),-0.124888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,33),-0.124895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,32),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,31),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,30),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,26),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,21),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,17),-0.125184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(36,37),(37,37),(37,-1),-0.173317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(36,37),(37,34),(37,33),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,34),(37,-1),-0.12517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,33),(37,32),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,33),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,33),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,33),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,33),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,33),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,33),(37,-1),-0.126779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,32),(37,31),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,32),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,32),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,32),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,32),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,32),(37,-1),-0.120152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,31),(37,30),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,31),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,31),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,31),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,31),(37,-1),-0.120152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,30),(37,26),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,30),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,30),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,30),(37,-1),-0.120153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,26),(37,21),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,26),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,26),(37,-1),-0.120152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,21),(37,17),-0.124885 # DEPENDENCYPART_GRANDSIBL
(36,37),(37,21),(37,-1),-0.120152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(36,37),(37,17),(37,-1),-0.120152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(37,17),(17,17),(17,18),0.118267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(37,17),(17,17),(17,19),0.12411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(37,17),(17,17),(17,21),0.131076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(37,17),(17,17),(17,22),0.126621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(37,17),(17,17),(17,25),0.146204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(37,17),(17,17),(17,39),-0.176418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(37,17),(17,18),(17,19),0.119162 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,18),(17,21),0.119161 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,18),(17,22),0.119163 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,18),(17,25),0.119163 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,18),(17,39),-0.126665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(37,17),(17,19),(17,21),0.115514 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,19),(17,22),0.115818 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,19),(17,25),0.115093 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,19),(17,39),-0.121073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(37,17),(17,21),(17,22),0.117591 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,21),(17,25),0.117143 # DEPENDENCYPART_GRANDSIBL
(37,17),(17,21),(17,39),-0.0778474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(37,17),(17,22),(17,25),0.12249 # DEPENDENCYPART_GRANDSIBL
