# _root_ `` I find myself in an adversary relationship with Laurel Bank , and I am not inclined to extend myself as far as any favors are concerned , '' the judge wrote back in a letter attached to the grand jury 's report .
#goldHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
#predictedHeads=32,3,13,3,3,8,8,5,8,11,9,13,32,15,13,15,15,19,17,19,19,21,26,25,26,21,26,32,32,31,32,0,32,32,36,34,36,37,41,41,43,41,38,32,
(13,17),(13,18),(13,44),-0.0720957 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,45),-0.0734145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,19),(13,21),-0.0797944 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,22),-0.0826971 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,26),-0.0693927 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,27),-0.0638331 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,28),-0.0443337 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,29),-0.093891 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,32),-0.0638331 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,44),-0.1252 # DEPENDENCYPART_TRISIBL
(13,17),(13,19),(13,45),-0.0532554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,21),(13,22),-0.0843019 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,26),-0.0750787 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,27),-0.0700471 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,28),-0.0708983 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,29),-0.0907725 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,32),-0.0700471 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,44),-0.0956848 # DEPENDENCYPART_TRISIBL
(13,17),(13,21),(13,45),-0.03062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,22),(13,26),-0.0743137 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,27),-0.069282 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,28),-0.070343 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,29),-0.0907712 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,32),-0.069282 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,44),-0.0832268 # DEPENDENCYPART_TRISIBL
(13,17),(13,22),(13,45),-0.0381588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,26),(13,27),-0.064414 # DEPENDENCYPART_TRISIBL
(13,17),(13,26),(13,28),-0.0445826 # DEPENDENCYPART_TRISIBL
(13,17),(13,26),(13,29),-0.093891 # DEPENDENCYPART_TRISIBL
(13,17),(13,26),(13,32),-0.064414 # DEPENDENCYPART_TRISIBL
(13,17),(13,26),(13,44),-0.125395 # DEPENDENCYPART_TRISIBL
(13,17),(13,26),(13,45),-0.0542941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,27),(13,28),-0.0443337 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,29),-0.093891 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,32),-0.0638331 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,44),-0.1252 # DEPENDENCYPART_TRISIBL
(13,17),(13,27),(13,45),-0.0532554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,28),(13,29),-0.0824356 # DEPENDENCYPART_TRISIBL
(13,17),(13,28),(13,32),-0.0497393 # DEPENDENCYPART_TRISIBL
(13,17),(13,28),(13,44),-0.095016 # DEPENDENCYPART_TRISIBL
(13,17),(13,28),(13,45),-0.0451834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,29),(13,32),-0.0513568 # DEPENDENCYPART_TRISIBL
(13,17),(13,29),(13,44),-0.0848694 # DEPENDENCYPART_TRISIBL
(13,17),(13,29),(13,45),0.0108731 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,32),(13,44),-0.1252 # DEPENDENCYPART_TRISIBL
(13,17),(13,32),(13,45),-0.0532554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,44),(13,45),-0.137692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,19),(13,21),-0.074977 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,22),-0.0708427 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,26),-0.0915315 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,27),-0.0880794 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,28),-0.0664404 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,29),-0.0757665 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,32),-0.0880833 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,44),-0.0726845 # DEPENDENCYPART_TRISIBL
(13,18),(13,19),(13,45),-0.126594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,21),(13,22),-0.0726631 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,26),-0.0959423 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,27),-0.0929711 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,28),-0.0622076 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,29),-0.0755411 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,32),-0.092975 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,44),-0.0696332 # DEPENDENCYPART_TRISIBL
(13,18),(13,21),(13,45),-0.117879 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,22),(13,26),-0.0958833 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,27),-0.0929121 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,28),-0.0608235 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,29),-0.0755411 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,32),-0.092916 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,44),-0.0705534 # DEPENDENCYPART_TRISIBL
(13,18),(13,22),(13,45),-0.110886 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,26),(13,27),-0.0880847 # DEPENDENCYPART_TRISIBL
(13,18),(13,26),(13,28),-0.0664378 # DEPENDENCYPART_TRISIBL
(13,18),(13,26),(13,29),-0.0757665 # DEPENDENCYPART_TRISIBL
(13,18),(13,26),(13,32),-0.0880886 # DEPENDENCYPART_TRISIBL
(13,18),(13,26),(13,44),-0.0729795 # DEPENDENCYPART_TRISIBL
(13,18),(13,26),(13,45),-0.125927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,27),(13,28),-0.0664347 # DEPENDENCYPART_TRISIBL
(13,18),(13,27),(13,29),-0.0757665 # DEPENDENCYPART_TRISIBL
(13,18),(13,27),(13,32),-0.0880833 # DEPENDENCYPART_TRISIBL
(13,18),(13,27),(13,44),-0.0726845 # DEPENDENCYPART_TRISIBL
(13,18),(13,27),(13,45),-0.126594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,28),(13,29),-0.0764502 # DEPENDENCYPART_TRISIBL
(13,18),(13,28),(13,32),-0.0570612 # DEPENDENCYPART_TRISIBL
(13,18),(13,28),(13,44),-0.0746495 # DEPENDENCYPART_TRISIBL
(13,18),(13,28),(13,45),-0.124692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,29),(13,32),-0.0816844 # DEPENDENCYPART_TRISIBL
(13,18),(13,29),(13,44),-0.0678676 # DEPENDENCYPART_TRISIBL
(13,18),(13,29),(13,45),-0.123199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,32),(13,44),-0.0726845 # DEPENDENCYPART_TRISIBL
(13,18),(13,32),(13,45),-0.126594 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,44),(13,45),-0.120678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,21),(13,22),-0.0559663 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,26),-0.12292 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,27),-0.122269 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,28),-0.0722351 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,29),-0.0137508 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,32),-0.12235 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,44),0.00953306 # DEPENDENCYPART_TRISIBL
(13,19),(13,21),(13,45),-0.120477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,22),(13,26),-0.122588 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,27),-0.121936 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,28),-0.0716382 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,29),-0.0137213 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,32),-0.122018 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,44),0.0118736 # DEPENDENCYPART_TRISIBL
(13,19),(13,22),(13,45),-0.123115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,26),(13,27),-0.126335 # DEPENDENCYPART_TRISIBL
(13,19),(13,26),(13,28),-0.0892872 # DEPENDENCYPART_TRISIBL
(13,19),(13,26),(13,29),-0.0318663 # DEPENDENCYPART_TRISIBL
(13,19),(13,26),(13,32),-0.126416 # DEPENDENCYPART_TRISIBL
(13,19),(13,26),(13,44),-0.0910044 # DEPENDENCYPART_TRISIBL
(13,19),(13,26),(13,45),-0.0762181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,27),(13,28),-0.0892193 # DEPENDENCYPART_TRISIBL
(13,19),(13,27),(13,29),-0.0304362 # DEPENDENCYPART_TRISIBL
(13,19),(13,27),(13,32),-0.125811 # DEPENDENCYPART_TRISIBL
(13,19),(13,27),(13,44),-0.090764 # DEPENDENCYPART_TRISIBL
(13,19),(13,27),(13,45),-0.0783635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,28),(13,29),0.0446969 # DEPENDENCYPART_TRISIBL
(13,19),(13,28),(13,32),-0.0643918 # DEPENDENCYPART_TRISIBL
(13,19),(13,28),(13,44),-0.0169186 # DEPENDENCYPART_TRISIBL
(13,19),(13,28),(13,45),-0.0885565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,29),(13,32),-0.111081 # DEPENDENCYPART_TRISIBL
(13,19),(13,29),(13,44),-0.00406155 # DEPENDENCYPART_TRISIBL
(13,19),(13,29),(13,45),-0.106845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,32),(13,44),-0.090764 # DEPENDENCYPART_TRISIBL
(13,19),(13,32),(13,45),-0.0784749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,19),(13,44),(13,45),0.0490902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,22),(13,26),-0.0576522 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,27),-0.0505145 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,28),-0.0618677 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,29),-0.0851396 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,32),-0.0512929 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,44),-0.0972149 # DEPENDENCYPART_TRISIBL
(13,21),(13,22),(13,45),-0.149516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,26),(13,27),-0.0864079 # DEPENDENCYPART_TRISIBL
(13,21),(13,26),(13,28),-0.0575775 # DEPENDENCYPART_TRISIBL
(13,21),(13,26),(13,29),-0.104202 # DEPENDENCYPART_TRISIBL
(13,21),(13,26),(13,32),-0.0871935 # DEPENDENCYPART_TRISIBL
(13,21),(13,26),(13,44),0.0224305 # DEPENDENCYPART_TRISIBL
(13,21),(13,26),(13,45),-0.132632 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,27),(13,28),-0.056283 # DEPENDENCYPART_TRISIBL
(13,21),(13,27),(13,29),-0.0928499 # DEPENDENCYPART_TRISIBL
(13,21),(13,27),(13,32),-0.0871734 # DEPENDENCYPART_TRISIBL
(13,21),(13,27),(13,44),0.0286727 # DEPENDENCYPART_TRISIBL
(13,21),(13,27),(13,45),-0.123856 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,28),(13,29),-0.104459 # DEPENDENCYPART_TRISIBL
(13,21),(13,28),(13,32),-0.0464191 # DEPENDENCYPART_TRISIBL
(13,21),(13,28),(13,44),-0.0411012 # DEPENDENCYPART_TRISIBL
(13,21),(13,28),(13,45),-0.19889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,29),(13,32),-0.0537965 # DEPENDENCYPART_TRISIBL
(13,21),(13,29),(13,44),-0.0594376 # DEPENDENCYPART_TRISIBL
(13,21),(13,29),(13,45),-0.153677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,32),(13,44),0.0286488 # DEPENDENCYPART_TRISIBL
(13,21),(13,32),(13,45),-0.126548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,21),(13,44),(13,45),-0.27328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,26),(13,27),-0.0855418 # DEPENDENCYPART_TRISIBL
(13,22),(13,26),(13,28),-0.0621183 # DEPENDENCYPART_TRISIBL
(13,22),(13,26),(13,29),-0.106233 # DEPENDENCYPART_TRISIBL
(13,22),(13,26),(13,32),-0.0863274 # DEPENDENCYPART_TRISIBL
(13,22),(13,26),(13,44),0.0189256 # DEPENDENCYPART_TRISIBL
(13,22),(13,26),(13,45),-0.102078 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,27),(13,28),-0.0608239 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,29),-0.0948807 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,32),-0.0863073 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,44),0.0251678 # DEPENDENCYPART_TRISIBL
(13,22),(13,27),(13,45),-0.0933019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,28),(13,29),-0.104278 # DEPENDENCYPART_TRISIBL
(13,22),(13,28),(13,32),-0.0486373 # DEPENDENCYPART_TRISIBL
(13,22),(13,28),(13,44),-0.0523164 # DEPENDENCYPART_TRISIBL
(13,22),(13,28),(13,45),-0.191274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,29),(13,32),-0.0540481 # DEPENDENCYPART_TRISIBL
(13,22),(13,29),(13,44),-0.0653615 # DEPENDENCYPART_TRISIBL
(13,22),(13,29),(13,45),-0.139925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,32),(13,44),0.0251439 # DEPENDENCYPART_TRISIBL
(13,22),(13,32),(13,45),-0.095994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,22),(13,44),(13,45),-0.266055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,26),(13,27),(13,28),-0.0896802 # DEPENDENCYPART_TRISIBL
(13,26),(13,27),(13,29),-0.0524466 # DEPENDENCYPART_TRISIBL
(13,26),(13,27),(13,32),-0.138272 # DEPENDENCYPART_TRISIBL
(13,26),(13,27),(13,44),-0.0999914 # DEPENDENCYPART_TRISIBL
(13,26),(13,27),(13,45),-0.067325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,26),(13,28),(13,29),0.0149001 # DEPENDENCYPART_TRISIBL
(13,26),(13,28),(13,32),-0.076091 # DEPENDENCYPART_TRISIBL
(13,26),(13,28),(13,44),-0.0210787 # DEPENDENCYPART_TRISIBL
(13,26),(13,28),(13,45),-0.058864 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,26),(13,29),(13,32),-0.121525 # DEPENDENCYPART_TRISIBL
(13,26),(13,29),(13,44),-0.0082482 # DEPENDENCYPART_TRISIBL
(13,26),(13,29),(13,45),-0.0967917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,26),(13,32),(13,44),-0.0999914 # DEPENDENCYPART_TRISIBL
(13,26),(13,32),(13,45),-0.0674364 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,26),(13,44),(13,45),0.099439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,28),(13,29),0.044697 # DEPENDENCYPART_TRISIBL
(13,27),(13,28),(13,32),-0.0673118 # DEPENDENCYPART_TRISIBL
(13,27),(13,28),(13,44),-0.0172424 # DEPENDENCYPART_TRISIBL
(13,27),(13,28),(13,45),-0.0842145 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,29),(13,32),-0.112541 # DEPENDENCYPART_TRISIBL
(13,27),(13,29),(13,44),-0.00438541 # DEPENDENCYPART_TRISIBL
(13,27),(13,29),(13,45),-0.102437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,32),(13,44),-0.0910879 # DEPENDENCYPART_TRISIBL
(13,27),(13,32),(13,45),-0.0730986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,27),(13,44),(13,45),0.0580974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,28),(13,29),(13,32),0.00382016 # DEPENDENCYPART_TRISIBL
(13,28),(13,29),(13,44),-0.0766092 # DEPENDENCYPART_TRISIBL
(13,28),(13,29),(13,45),-0.0787386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,28),(13,32),(13,44),0.0316418 # DEPENDENCYPART_TRISIBL
(13,28),(13,32),(13,45),-0.0775655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,28),(13,44),(13,45),-0.171713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,29),(13,32),(13,44),-0.119873 # DEPENDENCYPART_TRISIBL
(13,29),(13,32),(13,45),-0.0712153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,29),(13,44),(13,45),-0.0940751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,32),(13,44),(13,45),0.0520492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.0361514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,10),-0.0560143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,9),-0.104441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.047435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.0549779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,6),-0.167176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,5),-0.173521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.0761974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,3),0.0280847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,2),-0.076391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,1),-0.0928134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.221113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,10),-0.0788437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,9),-0.183101 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,8),-0.0736125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.0783079 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,6),-0.0338953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,5),-0.310905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,4),-0.068005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,3),-0.0854054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,2),-0.0708032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,1),-0.0224007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),0.0791871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,10),(13,9),-0.189024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,8),-0.0725307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,7),-0.0772261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,6),-0.0313624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,5),-0.316828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,4),-0.0787177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,3),-0.0903024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,2),-0.0815159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,10),(13,-1),0.0684716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,9),(13,8),-0.0770137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,7),-0.082088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,6),-0.0626578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,5),-0.180069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,4),-0.0602252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,3),-0.131799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,2),-0.0628718 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,1),-0.0903272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,9),(13,-1),-0.0457665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),-0.0772261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,6),-0.0352778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,5),-0.316286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,4),-0.0787177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,3),-0.0903047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,2),-0.0815159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),0.067946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,6),-0.0352773 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,5),-0.316828 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,4),-0.0787177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,3),-0.0903024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,2),-0.0815159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,1),-0.0221327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),0.0666416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,6),(13,5),-0.159372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,4),-0.0840054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,3),-0.113665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,2),-0.0866273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,1),-0.072014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,6),(13,-1),-0.0765126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,5),(13,4),-0.0607955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,3),-0.137277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,2),-0.063442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,1),-0.092083 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,5),(13,-1),0.0266342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,3),-0.101639 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,2),-0.0842061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,1),-0.0618655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,4),(13,-1),-0.0241592 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,3),(13,2),0.135916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,1),-0.00270028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,3),(13,-1),0.0746542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,2),(13,1),-0.0519861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,2),(13,-1),-0.0167987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,1),(13,-1),-0.302832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,10),0.0123832 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,9),-0.0786147 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,8),0.012936 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),0.0129364 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,6),0.016632 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,5),-0.0583182 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),0.0428346 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,3),-0.0958118 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,2),0.0426656 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,1),-0.0123543 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.00662854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,10),(13,9),-0.0783607 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,8),0.0130401 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,7),0.0130405 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,6),0.0166502 # DEPENDENCYPART_TRISIBL
(13,12),(13,10),(13,5),-0.0580642 # DEPENDENCYPART_TRISIBL
