# _root_ Among active stocks , MCI Communications rose 7\/8 to 43 on 2.2 million shares , Mentor Graphics added 1\/8 to 16 3\/8 on turnover of 1.5 million shares .
#goldHeads=7,3,1,7,6,7,0,7,7,9,7,14,14,11,7,17,18,7,18,18,22,20,18,23,24,27,28,25,7,
#predictedHeads=7,3,1,7,6,7,18,7,7,9,7,13,14,11,18,17,18,0,18,18,22,20,18,23,24,27,28,25,18,
(3,5),(1,4),-0.0563128 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0583636 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.260925 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.166847 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0946986 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0692743 # DEPENDENCYPART_HEADBIGRAM
(3,5),(18,4),0.0694144 # DEPENDENCYPART_HEADBIGRAM
(3,7),(0,6),-0.0399105 # DEPENDENCYPART_HEADBIGRAM
(3,7),(1,6),-0.0514053 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.166233 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.31812 # DEPENDENCYPART_HEADBIGRAM
(3,7),(18,6),0.0416328 # DEPENDENCYPART_HEADBIGRAM
(3,8),(0,7),-0.0475176 # DEPENDENCYPART_HEADBIGRAM
(3,8),(1,7),-0.0490949 # DEPENDENCYPART_HEADBIGRAM
(3,8),(2,7),-0.0606969 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0868281 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0826074 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.0826074 # DEPENDENCYPART_HEADBIGRAM
(3,8),(18,7),0.0689224 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0856172 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.0921515 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.0920854 # DEPENDENCYPART_HEADBIGRAM
(3,9),(9,8),0.079769 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.080158 # DEPENDENCYPART_HEADBIGRAM
(3,9),(12,8),0.078927 # DEPENDENCYPART_HEADBIGRAM
(3,9),(14,8),0.0792952 # DEPENDENCYPART_HEADBIGRAM
(3,9),(18,8),0.0807122 # DEPENDENCYPART_HEADBIGRAM
(3,10),(1,9),-0.0239778 # DEPENDENCYPART_HEADBIGRAM
(3,10),(3,9),0.0894193 # DEPENDENCYPART_HEADBIGRAM
(3,10),(7,9),0.0619377 # DEPENDENCYPART_HEADBIGRAM
(3,10),(8,9),0.0887403 # DEPENDENCYPART_HEADBIGRAM
(3,10),(10,9),0.111495 # DEPENDENCYPART_HEADBIGRAM
(3,10),(11,9),0.114413 # DEPENDENCYPART_HEADBIGRAM
(3,10),(14,9),0.0622153 # DEPENDENCYPART_HEADBIGRAM
(3,10),(18,9),0.0378278 # DEPENDENCYPART_HEADBIGRAM
(3,11),(3,10),0.093366 # DEPENDENCYPART_HEADBIGRAM
(3,11),(5,10),0.103718 # DEPENDENCYPART_HEADBIGRAM
(3,11),(7,10),0.0800932 # DEPENDENCYPART_HEADBIGRAM
(3,11),(8,10),0.110437 # DEPENDENCYPART_HEADBIGRAM
(3,11),(9,10),0.113986 # DEPENDENCYPART_HEADBIGRAM
(3,11),(11,10),0.0724245 # DEPENDENCYPART_HEADBIGRAM
(3,11),(12,10),0.079239 # DEPENDENCYPART_HEADBIGRAM
(3,11),(13,10),0.0772375 # DEPENDENCYPART_HEADBIGRAM
(3,11),(14,10),0.0815256 # DEPENDENCYPART_HEADBIGRAM
(3,11),(18,10),0.0768162 # DEPENDENCYPART_HEADBIGRAM
(3,12),(3,11),0.0759661 # DEPENDENCYPART_HEADBIGRAM
(3,12),(5,11),0.123027 # DEPENDENCYPART_HEADBIGRAM
(3,12),(7,11),0.0787191 # DEPENDENCYPART_HEADBIGRAM
(3,12),(8,11),0.0889097 # DEPENDENCYPART_HEADBIGRAM
(3,12),(9,11),0.0979688 # DEPENDENCYPART_HEADBIGRAM
(3,12),(10,11),0.0887382 # DEPENDENCYPART_HEADBIGRAM
(3,12),(12,11),0.085679 # DEPENDENCYPART_HEADBIGRAM
(3,12),(13,11),0.0746044 # DEPENDENCYPART_HEADBIGRAM
(3,12),(14,11),0.108456 # DEPENDENCYPART_HEADBIGRAM
(3,12),(18,11),0.0651992 # DEPENDENCYPART_HEADBIGRAM
(3,13),(3,12),0.0404705 # DEPENDENCYPART_HEADBIGRAM
(3,13),(7,12),0.0899905 # DEPENDENCYPART_HEADBIGRAM
(3,13),(8,12),0.0940586 # DEPENDENCYPART_HEADBIGRAM
(3,13),(9,12),0.0759087 # DEPENDENCYPART_HEADBIGRAM
(3,13),(10,12),0.091728 # DEPENDENCYPART_HEADBIGRAM
(3,13),(11,12),0.066968 # DEPENDENCYPART_HEADBIGRAM
(3,13),(13,12),0.147075 # DEPENDENCYPART_HEADBIGRAM
(3,13),(14,12),0.0627028 # DEPENDENCYPART_HEADBIGRAM
(3,13),(16,12),0.0661119 # DEPENDENCYPART_HEADBIGRAM
(3,13),(18,12),0.0776908 # DEPENDENCYPART_HEADBIGRAM
(3,14),(3,13),0.0967673 # DEPENDENCYPART_HEADBIGRAM
(3,14),(8,13),0.0840763 # DEPENDENCYPART_HEADBIGRAM
(3,14),(9,13),0.0653481 # DEPENDENCYPART_HEADBIGRAM
(3,14),(10,13),0.0840763 # DEPENDENCYPART_HEADBIGRAM
(3,14),(11,13),0.0537788 # DEPENDENCYPART_HEADBIGRAM
(3,14),(12,13),0.0724679 # DEPENDENCYPART_HEADBIGRAM
(3,14),(14,13),0.172319 # DEPENDENCYPART_HEADBIGRAM
(3,14),(16,13),0.0523052 # DEPENDENCYPART_HEADBIGRAM
(3,14),(18,13),0.0715798 # DEPENDENCYPART_HEADBIGRAM
(3,15),(3,14),0.0819159 # DEPENDENCYPART_HEADBIGRAM
(3,15),(5,14),0.112047 # DEPENDENCYPART_HEADBIGRAM
(3,15),(7,14),0.0691418 # DEPENDENCYPART_HEADBIGRAM
(3,15),(9,14),0.106869 # DEPENDENCYPART_HEADBIGRAM
(3,15),(11,14),0.139695 # DEPENDENCYPART_HEADBIGRAM
(3,15),(16,14),0.0304067 # DEPENDENCYPART_HEADBIGRAM
(3,15),(18,14),0.0391378 # DEPENDENCYPART_HEADBIGRAM
(3,18),(7,17),0.0622167 # DEPENDENCYPART_HEADBIGRAM
(3,18),(16,17),0.123345 # DEPENDENCYPART_HEADBIGRAM
(3,18),(18,17),0.171853 # DEPENDENCYPART_HEADBIGRAM
(3,23),(14,22),0.110864 # DEPENDENCYPART_HEADBIGRAM
(3,23),(16,22),0.110867 # DEPENDENCYPART_HEADBIGRAM
(3,23),(18,22),0.0854505 # DEPENDENCYPART_HEADBIGRAM
(3,23),(19,22),0.0901575 # DEPENDENCYPART_HEADBIGRAM
(3,23),(20,22),0.106482 # DEPENDENCYPART_HEADBIGRAM
(3,23),(21,22),0.102932 # DEPENDENCYPART_HEADBIGRAM
(3,23),(23,22),0.074084 # DEPENDENCYPART_HEADBIGRAM
(3,23),(24,22),0.0827152 # DEPENDENCYPART_HEADBIGRAM
(3,23),(26,22),0.0792439 # DEPENDENCYPART_HEADBIGRAM
(3,23),(28,22),0.0836025 # DEPENDENCYPART_HEADBIGRAM
(3,29),(14,28),0.114162 # DEPENDENCYPART_HEADBIGRAM
(3,29),(18,28),0.0707334 # DEPENDENCYPART_HEADBIGRAM
(3,29),(20,28),0.0382022 # DEPENDENCYPART_HEADBIGRAM
(3,29),(23,28),0.0739771 # DEPENDENCYPART_HEADBIGRAM
(3,29),(24,28),0.113724 # DEPENDENCYPART_HEADBIGRAM
(3,29),(25,28),0.024775 # DEPENDENCYPART_HEADBIGRAM
(5,2),(0,1),-0.0679526 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.128269 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.0793514 # DEPENDENCYPART_HEADBIGRAM
(5,2),(7,1),0.0569757 # DEPENDENCYPART_HEADBIGRAM
(5,2),(14,1),0.124142 # DEPENDENCYPART_HEADBIGRAM
(5,2),(18,1),0.0710156 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.166634 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.145884 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.084254 # DEPENDENCYPART_HEADBIGRAM
(5,3),(7,2),0.0616798 # DEPENDENCYPART_HEADBIGRAM
(5,3),(18,2),0.0483112 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.0638285 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.0301672 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.0504691 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.0323617 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.0567143 # DEPENDENCYPART_HEADBIGRAM
(5,4),(18,3),0.0446174 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),-0.0234441 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),0.00716759 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.0785896 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.0618924 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.0934988 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.040176 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0685994 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0502103 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.176687 # DEPENDENCYPART_HEADBIGRAM
(5,7),(18,6),0.0420604 # DEPENDENCYPART_HEADBIGRAM
(5,8),(0,7),-0.0475176 # DEPENDENCYPART_HEADBIGRAM
(5,8),(1,7),-0.051471 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0606969 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0659118 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.083517 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.0826074 # DEPENDENCYPART_HEADBIGRAM
(5,8),(18,7),0.0693153 # DEPENDENCYPART_HEADBIGRAM
(5,10),(1,9),-0.0243207 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0767028 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.0597063 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.0865088 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.0940555 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.114427 # DEPENDENCYPART_HEADBIGRAM
(5,10),(14,9),0.061225 # DEPENDENCYPART_HEADBIGRAM
(5,10),(18,9),0.0375592 # DEPENDENCYPART_HEADBIGRAM
(5,11),(3,10),-0.053275 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.0931991 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0800932 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.110437 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.113986 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.0724245 # DEPENDENCYPART_HEADBIGRAM
(5,11),(12,10),0.079239 # DEPENDENCYPART_HEADBIGRAM
(5,11),(13,10),0.0772375 # DEPENDENCYPART_HEADBIGRAM
(5,11),(14,10),0.0815256 # DEPENDENCYPART_HEADBIGRAM
(5,11),(18,10),0.0768162 # DEPENDENCYPART_HEADBIGRAM
(5,14),(3,13),-0.0851837 # DEPENDENCYPART_HEADBIGRAM
(5,14),(8,13),0.0709377 # DEPENDENCYPART_HEADBIGRAM
(5,14),(9,13),0.0522095 # DEPENDENCYPART_HEADBIGRAM
(5,14),(10,13),0.0709377 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.0322412 # DEPENDENCYPART_HEADBIGRAM
(5,14),(12,13),0.0509302 # DEPENDENCYPART_HEADBIGRAM
(5,14),(14,13),0.129589 # DEPENDENCYPART_HEADBIGRAM
(5,14),(16,13),0.0515998 # DEPENDENCYPART_HEADBIGRAM
(5,14),(18,13),0.0703581 # DEPENDENCYPART_HEADBIGRAM
(5,29),(14,28),0.102335 # DEPENDENCYPART_HEADBIGRAM
(5,29),(18,28),0.0707408 # DEPENDENCYPART_HEADBIGRAM
(5,29),(20,28),0.0382022 # DEPENDENCYPART_HEADBIGRAM
(5,29),(23,28),0.0748736 # DEPENDENCYPART_HEADBIGRAM
(5,29),(24,28),0.101897 # DEPENDENCYPART_HEADBIGRAM
(5,29),(25,28),0.0256716 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.0638285 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.0307201 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.0504691 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.136137 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.0567168 # DEPENDENCYPART_HEADBIGRAM
(6,4),(18,3),0.0446199 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.103696 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0650443 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.0345275 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),0.187896 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0606085 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.226894 # DEPENDENCYPART_HEADBIGRAM
(6,5),(18,4),0.153478 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.175783 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0412882 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0836442 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),-0.137069 # DEPENDENCYPART_HEADBIGRAM
(6,7),(18,6),0.0397555 # DEPENDENCYPART_HEADBIGRAM
(6,29),(14,28),0.102335 # DEPENDENCYPART_HEADBIGRAM
(6,29),(18,28),0.0707408 # DEPENDENCYPART_HEADBIGRAM
(6,29),(20,28),0.0382022 # DEPENDENCYPART_HEADBIGRAM
(6,29),(23,28),0.0748736 # DEPENDENCYPART_HEADBIGRAM
(6,29),(24,28),0.101897 # DEPENDENCYPART_HEADBIGRAM
(6,29),(25,28),0.0256716 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.112094 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.116891 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.120188 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.0892635 # DEPENDENCYPART_HEADBIGRAM
(7,2),(14,1),0.0850492 # DEPENDENCYPART_HEADBIGRAM
(7,2),(18,1),0.0920813 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.125859 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),0.01063 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.141498 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),-0.013317 # DEPENDENCYPART_HEADBIGRAM
(7,3),(18,2),0.0585176 # DEPENDENCYPART_HEADBIGRAM
(7,4),(0,3),-0.20347 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.0350103 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.143586 # DEPENDENCYPART_HEADBIGRAM
(7,4),(5,3),-0.208481 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.26166 # DEPENDENCYPART_HEADBIGRAM
(7,4),(18,3),0.145042 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.0956336 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.0606949 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.136055 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.191169 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.152587 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.0778586 # DEPENDENCYPART_HEADBIGRAM
(7,5),(18,4),0.0441681 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.136927 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.205076 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.0297339 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.0443515 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.138799 # DEPENDENCYPART_HEADBIGRAM
(7,8),(0,7),-0.0535761 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0183374 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0618757 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0534604 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0377159 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.0384259 # DEPENDENCYPART_HEADBIGRAM
(7,8),(18,7),0.089575 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.092107 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0920979 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.188367 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.0823519 # DEPENDENCYPART_HEADBIGRAM
(7,9),(10,8),0.0612048 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.0612318 # DEPENDENCYPART_HEADBIGRAM
(7,9),(14,8),0.0447354 # DEPENDENCYPART_HEADBIGRAM
(7,9),(18,8),0.0794774 # DEPENDENCYPART_HEADBIGRAM
(7,10),(1,9),-0.0578851 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0589626 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.0403979 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.0906171 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.0386368 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.0811306 # DEPENDENCYPART_HEADBIGRAM
(7,10),(14,9),0.0790693 # DEPENDENCYPART_HEADBIGRAM
(7,10),(18,9),0.075454 # DEPENDENCYPART_HEADBIGRAM
(7,11),(3,10),-0.0482554 # DEPENDENCYPART_HEADBIGRAM
(7,11),(5,10),-0.0538457 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.0790336 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.104674 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.214234 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.045553 # DEPENDENCYPART_HEADBIGRAM
(7,11),(12,10),0.0756267 # DEPENDENCYPART_HEADBIGRAM
(7,11),(13,10),0.0655796 # DEPENDENCYPART_HEADBIGRAM
(7,11),(14,10),0.0693231 # DEPENDENCYPART_HEADBIGRAM
(7,11),(18,10),0.0845207 # DEPENDENCYPART_HEADBIGRAM
(7,12),(3,11),-0.0641683 # DEPENDENCYPART_HEADBIGRAM
(7,12),(5,11),-0.0641683 # DEPENDENCYPART_HEADBIGRAM
(7,12),(7,11),0.0795833 # DEPENDENCYPART_HEADBIGRAM
(7,12),(8,11),0.0943879 # DEPENDENCYPART_HEADBIGRAM
(7,12),(9,11),0.0850649 # DEPENDENCYPART_HEADBIGRAM
(7,12),(10,11),0.0856061 # DEPENDENCYPART_HEADBIGRAM
(7,12),(12,11),0.074548 # DEPENDENCYPART_HEADBIGRAM
(7,12),(13,11),0.080427 # DEPENDENCYPART_HEADBIGRAM
(7,12),(14,11),0.0770272 # DEPENDENCYPART_HEADBIGRAM
(7,12),(18,11),0.0711914 # DEPENDENCYPART_HEADBIGRAM
(7,14),(3,13),-0.0779226 # DEPENDENCYPART_HEADBIGRAM
(7,14),(8,13),0.0757945 # DEPENDENCYPART_HEADBIGRAM
(7,14),(9,13),0.00413249 # DEPENDENCYPART_HEADBIGRAM
(7,14),(10,13),0.0757945 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.0908387 # DEPENDENCYPART_HEADBIGRAM
(7,14),(12,13),0.0559121 # DEPENDENCYPART_HEADBIGRAM
(7,14),(14,13),0.0884478 # DEPENDENCYPART_HEADBIGRAM
(7,14),(16,13),0.0565553 # DEPENDENCYPART_HEADBIGRAM
(7,14),(18,13),0.0681814 # DEPENDENCYPART_HEADBIGRAM
(7,15),(3,14),-0.144315 # DEPENDENCYPART_HEADBIGRAM
(7,15),(5,14),-0.121406 # DEPENDENCYPART_HEADBIGRAM
(7,15),(7,14),0.104369 # DEPENDENCYPART_HEADBIGRAM
(7,15),(9,14),0.0859723 # DEPENDENCYPART_HEADBIGRAM
(7,15),(11,14),0.0666208 # DEPENDENCYPART_HEADBIGRAM
(7,15),(16,14),-0.0154302 # DEPENDENCYPART_HEADBIGRAM
(7,15),(18,14),0.100798 # DEPENDENCYPART_HEADBIGRAM
(7,17),(11,16),0.145552 # DEPENDENCYPART_HEADBIGRAM
(7,17),(14,16),0.0555013 # DEPENDENCYPART_HEADBIGRAM
(7,17),(17,16),0.163847 # DEPENDENCYPART_HEADBIGRAM
(7,17),(18,16),0.0635241 # DEPENDENCYPART_HEADBIGRAM
(7,17),(19,16),0.0822936 # DEPENDENCYPART_HEADBIGRAM
(7,18),(7,17),0.0643023 # DEPENDENCYPART_HEADBIGRAM
(7,18),(16,17),0.111364 # DEPENDENCYPART_HEADBIGRAM
(7,18),(18,17),0.147091 # DEPENDENCYPART_HEADBIGRAM
(7,20),(8,19),0.0773698 # DEPENDENCYPART_HEADBIGRAM
(7,20),(10,19),0.0766121 # DEPENDENCYPART_HEADBIGRAM
(7,20),(12,19),0.0764464 # DEPENDENCYPART_HEADBIGRAM
(7,20),(14,19),0.0424453 # DEPENDENCYPART_HEADBIGRAM
(7,20),(16,19),0.0424511 # DEPENDENCYPART_HEADBIGRAM
(7,20),(18,19),0.0927208 # DEPENDENCYPART_HEADBIGRAM
(7,20),(20,19),0.0837388 # DEPENDENCYPART_HEADBIGRAM
(7,20),(21,19),0.0610342 # DEPENDENCYPART_HEADBIGRAM
(7,20),(22,19),0.0622888 # DEPENDENCYPART_HEADBIGRAM
(7,20),(24,19),0.0443214 # DEPENDENCYPART_HEADBIGRAM
(7,23),(14,22),0.117606 # DEPENDENCYPART_HEADBIGRAM
(7,23),(16,22),0.119573 # DEPENDENCYPART_HEADBIGRAM
(7,23),(18,22),0.0988139 # DEPENDENCYPART_HEADBIGRAM
(7,23),(19,22),0.0825892 # DEPENDENCYPART_HEADBIGRAM
(7,23),(20,22),0.205024 # DEPENDENCYPART_HEADBIGRAM
(7,23),(21,22),0.0953637 # DEPENDENCYPART_HEADBIGRAM
(7,23),(23,22),0.0596437 # DEPENDENCYPART_HEADBIGRAM
(7,23),(24,22),0.0737042 # DEPENDENCYPART_HEADBIGRAM
(7,23),(26,22),0.0725684 # DEPENDENCYPART_HEADBIGRAM
(7,23),(28,22),0.074893 # DEPENDENCYPART_HEADBIGRAM
(7,29),(14,28),0.0925389 # DEPENDENCYPART_HEADBIGRAM
(7,29),(18,28),0.0561035 # DEPENDENCYPART_HEADBIGRAM
(7,29),(20,28),0.136347 # DEPENDENCYPART_HEADBIGRAM
(7,29),(23,28),0.18282 # DEPENDENCYPART_HEADBIGRAM
(7,29),(24,28),0.0598507 # DEPENDENCYPART_HEADBIGRAM
(7,29),(25,28),0.101099 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.117178 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.080255 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.0891641 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0920398 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.114161 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.116697 # DEPENDENCYPART_HEADBIGRAM
(8,5),(18,4),0.0828983 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0688918 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.0688948 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0352076 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),0.051421 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0714378 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.0689413 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.0724884 # DEPENDENCYPART_HEADBIGRAM
(8,9),(18,8),0.0920695 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),-0.0622604 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0645465 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),0.0227153 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.106575 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.0733839 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0762122 # DEPENDENCYPART_HEADBIGRAM
(8,10),(14,9),0.0734244 # DEPENDENCYPART_HEADBIGRAM
(8,10),(18,9),0.160352 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0535116 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0591023 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.05776 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.143846 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.110959 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.061597 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.0799954 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.0753324 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0732099 # DEPENDENCYPART_HEADBIGRAM
(8,11),(18,10),0.0801961 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0433103 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.0433103 # DEPENDENCYPART_HEADBIGRAM
(8,12),(7,11),-0.0453059 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0906851 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.0845868 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.0823295 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.0809264 # DEPENDENCYPART_HEADBIGRAM
(8,12),(13,11),0.0764388 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.0972288 # DEPENDENCYPART_HEADBIGRAM
(8,12),(18,11),0.0900877 # DEPENDENCYPART_HEADBIGRAM
(8,13),(3,12),-0.0590111 # DEPENDENCYPART_HEADBIGRAM
(8,13),(7,12),-0.0638908 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.07745 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.0919939 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.073375 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.0696945 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.0706018 # DEPENDENCYPART_HEADBIGRAM
