# _root_ Money funds invest in such things as short-term Treasury securities , commercial paper and certificates of deposit , all of which have been posting lower interest rates since last spring .
#goldHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,14,20,22,20,14,22,23,27,27,24,24,30,28,3,
#predictedHeads=2,3,0,3,6,4,6,10,10,14,14,13,14,7,14,15,16,17,20,22,20,17,22,23,27,27,24,24,30,28,3,
(3,12),(3,22),(3,31),-0.115374 # DEPENDENCYPART_TRISIBL
(3,12),(3,22),(3,32),-0.0801499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,24),(3,28),-0.0412388 # DEPENDENCYPART_TRISIBL
(3,12),(3,24),(3,31),-0.110184 # DEPENDENCYPART_TRISIBL
(3,12),(3,24),(3,32),-0.0695513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,28),(3,31),0.0208978 # DEPENDENCYPART_TRISIBL
(3,12),(3,28),(3,32),-0.00205674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,12),(3,31),(3,32),-0.0187765 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,18),(3,22),0.0120431 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,24),0.0162928 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,28),0.0265116 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,31),-0.0823463 # DEPENDENCYPART_TRISIBL
(3,14),(3,18),(3,32),-0.142063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,22),(3,24),-0.0275366 # DEPENDENCYPART_TRISIBL
(3,14),(3,22),(3,28),0.0122589 # DEPENDENCYPART_TRISIBL
(3,14),(3,22),(3,31),-0.0888315 # DEPENDENCYPART_TRISIBL
(3,14),(3,22),(3,32),-0.0761229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,24),(3,28),0.0128287 # DEPENDENCYPART_TRISIBL
(3,14),(3,24),(3,31),-0.0882275 # DEPENDENCYPART_TRISIBL
(3,14),(3,24),(3,32),-0.0741576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,28),(3,31),-0.0672203 # DEPENDENCYPART_TRISIBL
(3,14),(3,28),(3,32),-0.0520018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,14),(3,31),(3,32),-0.0482318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,22),(3,24),-0.0302948 # DEPENDENCYPART_TRISIBL
(3,18),(3,22),(3,28),-0.0195298 # DEPENDENCYPART_TRISIBL
(3,18),(3,22),(3,31),0.033044 # DEPENDENCYPART_TRISIBL
(3,18),(3,22),(3,32),0.0213863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,24),(3,28),-0.0190767 # DEPENDENCYPART_TRISIBL
(3,18),(3,24),(3,31),0.0464056 # DEPENDENCYPART_TRISIBL
(3,18),(3,24),(3,32),0.019943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,28),(3,31),0.0116977 # DEPENDENCYPART_TRISIBL
(3,18),(3,28),(3,32),-0.0359804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,18),(3,31),(3,32),-0.139986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,22),(3,24),(3,28),-0.0243433 # DEPENDENCYPART_TRISIBL
(3,22),(3,24),(3,31),-0.13315 # DEPENDENCYPART_TRISIBL
(3,22),(3,24),(3,32),-0.0851435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,22),(3,28),(3,31),0.0168666 # DEPENDENCYPART_TRISIBL
(3,22),(3,28),(3,32),-0.0657912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,22),(3,31),(3,32),-0.0231836 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,24),(3,28),(3,31),0.034646 # DEPENDENCYPART_TRISIBL
(3,24),(3,28),(3,32),-0.0511094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,24),(3,31),(3,32),0.00372918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,28),(3,31),(3,32),-0.0592244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,2),(3,1),-0.102061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,2),(3,-1),-0.00917065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,3),(3,1),(3,-1),0.012729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,2),(3,1),(3,-1),-0.100615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,5),(4,6),-0.0881429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,7),-0.137031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,8),-0.0549571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,9),-0.0868049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,10),-0.0851981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,11),-0.083013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,13),-0.0903826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,14),-0.106257 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,5),(4,32),0.0921856 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,6),(4,7),0.0505505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,8),-0.0392646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,9),-0.125508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,10),-0.124766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,11),0.0928283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,13),-0.128844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,14),-0.193152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,6),(4,32),0.313388 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,7),(4,8),-0.0834818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,9),0.0036241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,10),0.00364634 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,11),-0.0586245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,13),0.000414731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,14),-0.0463607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,7),(4,32),-0.0705333 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,8),(4,9),-0.0796532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,10),-0.0780464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,11),-0.0812466 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,13),-0.0832309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,14),-0.105622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,8),(4,32),0.103791 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,9),(4,10),-0.125123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,11),0.0878253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,13),-0.129202 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,14),-0.193075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,9),(4,32),0.294703 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,10),(4,11),0.0869205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,13),-0.118172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,14),-0.194554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,10),(4,32),0.295189 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,11),(4,13),-0.147646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,14),-0.0928428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,11),(4,32),-0.222675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,13),(4,14),-0.193086 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(4,4),(4,13),(4,32),0.303694 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,4),(4,14),(4,32),0.191955 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(4,5),(4,6),(4,7),-0.0483284 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,8),-0.080237 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,9),-0.0686573 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,10),-0.0686594 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,11),-0.048917 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,13),-0.0686569 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,14),-0.0856943 # DEPENDENCYPART_TRISIBL
(4,5),(4,6),(4,32),-0.11816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,7),(4,8),-0.0783799 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,9),-0.0846046 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,10),-0.0846048 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,11),-0.0350733 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,13),-0.0846034 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,14),-0.0875022 # DEPENDENCYPART_TRISIBL
(4,5),(4,7),(4,32),-0.0991149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,8),(4,9),-0.0706305 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,10),-0.0706315 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,11),-0.0547295 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,13),-0.07063 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,14),-0.0802064 # DEPENDENCYPART_TRISIBL
(4,5),(4,8),(4,32),-0.126413 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,9),(4,10),-0.0686594 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,11),-0.0489155 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,13),-0.0686569 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,14),-0.085601 # DEPENDENCYPART_TRISIBL
(4,5),(4,9),(4,32),-0.11816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,10),(4,11),-0.0489155 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,13),-0.068777 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,14),-0.085601 # DEPENDENCYPART_TRISIBL
(4,5),(4,10),(4,32),-0.11824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,11),(4,13),-0.0860617 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,14),-0.095652 # DEPENDENCYPART_TRISIBL
(4,5),(4,11),(4,32),-0.128282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,13),(4,14),-0.085601 # DEPENDENCYPART_TRISIBL
(4,5),(4,13),(4,32),-0.118572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,5),(4,14),(4,32),-0.119015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,7),(4,8),-0.0833884 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,9),-0.136311 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,10),-0.136121 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,11),-0.00123013 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,13),-0.135963 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,14),-0.16852 # DEPENDENCYPART_TRISIBL
(4,6),(4,7),(4,32),7.70796e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,8),(4,9),-0.116672 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,10),-0.116386 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,11),-0.0424795 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,13),-0.116322 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,14),-0.141949 # DEPENDENCYPART_TRISIBL
(4,6),(4,8),(4,32),-0.0169125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,9),(4,10),-0.134527 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,11),-0.0433096 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,13),-0.134478 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,14),-0.179361 # DEPENDENCYPART_TRISIBL
(4,6),(4,9),(4,32),-0.0749002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,10),(4,11),-0.0433343 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,13),-0.135125 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,14),-0.179361 # DEPENDENCYPART_TRISIBL
(4,6),(4,10),(4,32),-0.0753304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,11),(4,13),-0.172592 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,14),-0.139448 # DEPENDENCYPART_TRISIBL
(4,6),(4,11),(4,32),0.0221535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,13),(4,14),-0.179361 # DEPENDENCYPART_TRISIBL
(4,6),(4,13),(4,32),-0.0749484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,6),(4,14),(4,32),-0.16611 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,8),(4,9),-0.062156 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,10),-0.0604402 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,11),-0.0540481 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,13),-0.0621714 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,14),-0.0941479 # DEPENDENCYPART_TRISIBL
(4,7),(4,8),(4,32),-0.105081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,9),(4,10),-0.0644323 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,11),-0.0485141 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,13),-0.0661644 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,14),-0.091328 # DEPENDENCYPART_TRISIBL
(4,7),(4,9),(4,32),-0.0251682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,10),(4,11),-0.0485209 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,13),-0.066163 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,14),-0.0913292 # DEPENDENCYPART_TRISIBL
(4,7),(4,10),(4,32),-0.0275313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,11),(4,13),0.013552 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,14),-0.0715502 # DEPENDENCYPART_TRISIBL
(4,7),(4,11),(4,32),-0.17081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,13),(4,14),-0.091328 # DEPENDENCYPART_TRISIBL
(4,7),(4,13),(4,32),-0.0251716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,7),(4,14),(4,32),-0.0523231 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,9),(4,10),-0.0692934 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,11),-0.0480136 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,13),-0.0692909 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,14),-0.0852895 # DEPENDENCYPART_TRISIBL
(4,8),(4,9),(4,32),-0.0943432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,10),(4,11),-0.0480136 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,13),-0.0694111 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,14),-0.0852895 # DEPENDENCYPART_TRISIBL
(4,8),(4,10),(4,32),-0.094424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,11),(4,13),-0.0863766 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,14),-0.0951929 # DEPENDENCYPART_TRISIBL
(4,8),(4,11),(4,32),-0.115425 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,13),(4,14),-0.0852895 # DEPENDENCYPART_TRISIBL
(4,8),(4,13),(4,32),-0.0947555 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,8),(4,14),(4,32),-0.102123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,10),(4,11),-0.0437538 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,13),-0.135469 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,14),-0.179336 # DEPENDENCYPART_TRISIBL
(4,9),(4,10),(4,32),-0.0872416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,11),(4,13),-0.172773 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,14),-0.139418 # DEPENDENCYPART_TRISIBL
(4,9),(4,11),(4,32),0.00456884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,13),(4,14),-0.179336 # DEPENDENCYPART_TRISIBL
(4,9),(4,13),(4,32),-0.0868596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,9),(4,14),(4,32),-0.17786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,11),(4,13),-0.170897 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,14),-0.139497 # DEPENDENCYPART_TRISIBL
(4,10),(4,11),(4,32),0.00611183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,13),(4,14),-0.179385 # DEPENDENCYPART_TRISIBL
(4,10),(4,13),(4,32),-0.0747931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,10),(4,14),(4,32),-0.175092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,13),(4,14),-0.084467 # DEPENDENCYPART_TRISIBL
(4,11),(4,13),(4,32),-0.169487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,11),(4,14),(4,32),-0.148534 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,13),(4,14),(4,32),-0.178371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(4,4),(4,2),(4,-1),-0.239014 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,5),(5,7),(5,32),-0.164873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(5,5),(5,2),(5,-1),-0.130086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,6),(6,7),(6,8),-0.101923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,9),-0.165396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,10),-0.16602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,11),-0.0694638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,12),-0.102658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,13),-0.170886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,14),-0.144173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,16),-0.0863243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,18),-0.0694638 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,19),-0.128513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,23),-0.0995468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,31),-0.174845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,7),(6,32),-0.0915023 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,8),(6,9),-0.186863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,10),-0.185903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,11),-0.130435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,12),-0.0900846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,13),-0.192722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,14),-0.0989616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,16),-0.115795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,18),-0.130435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,19),-0.0840173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,23),-0.0801833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,31),-0.143937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,8),(6,32),-0.077019 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,9),(6,10),-0.119917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,11),-0.116784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,12),-0.0751241 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,13),-0.12563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,14),-0.133846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,16),-0.0750274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,18),-0.116784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,19),-0.074976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,23),-0.0777571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,31),-0.117272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,9),(6,32),-0.109442 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,10),(6,11),-0.117716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,12),-0.0750636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,13),-0.114869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,14),-0.135326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,16),-0.0820955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,18),-0.117716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,19),-0.074976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,23),-0.0774485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,31),-0.117874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,10),(6,32),-0.110359 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,11),(6,12),-0.118802 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,13),-0.069515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,14),-0.0182476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,16),-0.227728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,18),-0.204504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,19),-0.10045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,23),-0.13111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,31),-0.2006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,11),(6,32),-0.67209 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,12),(6,13),-0.187822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,14),-0.099003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,16),-0.115804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,18),-0.130437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,19),-0.0840173 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,23),-0.080236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,31),-0.144518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,32),-0.0694122 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,13),(6,14),-0.133806 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,16),-0.075034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,18),-0.116916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,19),-0.074976 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,23),-0.0771536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,31),-0.116444 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,13),(6,32),-0.0956665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,16),-0.0668981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,18),-0.103106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,19),-0.098198 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,23),-0.0502461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,31),-0.0363218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,32),-0.062479 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,16),(6,18),-0.0411484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,19),-0.132729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,23),-0.114397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,31),-0.169521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,16),(6,32),-0.0543501 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
