# _root_ Jerome Kern , Tele-Communications ' chief outside counsel , said he was n't aware of Time 's legal plans .
#goldHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
#predictedHeads=2,10,2,8,4,8,8,2,2,0,12,10,12,12,14,19,16,19,15,10,
(19,19),(19,15),(19,9),-0.141016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.0898408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.197442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,9),-0.18483 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.159293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,9),-0.153065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.205516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,9),(19,-1),-0.462329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0620176 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.08073 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.0501524 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.0883216 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,9),-0.0581437 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.190153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.116806 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.0438973 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.0914358 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,9),-0.098468 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.1596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.0831568 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.0823584 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,9),-0.0662364 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.144885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,13),-0.112357 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,9),-0.0141788 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.104151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,9),-0.0505571 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.120579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,9),(19,-1),-0.379706 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.0794308 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.110675 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,13),-0.0926125 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,9),-0.0910112 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.139548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.10861 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,13),-0.0923145 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,9),-0.0780559 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.123389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,13),-0.0922194 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,9),-0.0780526 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.130213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,9),-0.0780625 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,-1),-0.137612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,9),(19,-1),-0.123179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.0294216 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,13),-0.0818861 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,9),-0.120341 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.196521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,13),-0.133104 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,9),-0.134242 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.13264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,13),(19,9),-0.066129 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,-1),-0.179749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,9),(19,-1),-0.249737 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,13),-0.0817378 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,9),-0.114758 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.230772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,9),-0.122412 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.153344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,9),(19,-1),-0.202825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,13),(19,9),-0.0522423 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,-1),-0.121824 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,9),(19,-1),-0.379817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,9),(19,-1),-0.23188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.424041 # DEPENDENCYPART_HEADBIGRAM
(0,2),(4,1),0.0911261 # DEPENDENCYPART_HEADBIGRAM
(0,2),(8,1),0.095746 # DEPENDENCYPART_HEADBIGRAM
(0,2),(10,1),0.0880789 # DEPENDENCYPART_HEADBIGRAM
(0,2),(12,1),0.087367 # DEPENDENCYPART_HEADBIGRAM
(0,10),(1,9),0.285823 # DEPENDENCYPART_HEADBIGRAM
(0,10),(2,9),0.28683 # DEPENDENCYPART_HEADBIGRAM
(0,10),(4,9),0.246815 # DEPENDENCYPART_HEADBIGRAM
(0,10),(6,9),0.116637 # DEPENDENCYPART_HEADBIGRAM
(0,10),(7,9),0.179123 # DEPENDENCYPART_HEADBIGRAM
(0,10),(8,9),0.296963 # DEPENDENCYPART_HEADBIGRAM
(0,10),(10,9),0.263623 # DEPENDENCYPART_HEADBIGRAM
(0,10),(12,9),0.121462 # DEPENDENCYPART_HEADBIGRAM
(0,10),(13,9),0.0969472 # DEPENDENCYPART_HEADBIGRAM
(0,10),(19,9),0.168984 # DEPENDENCYPART_HEADBIGRAM
(0,12),(10,11),0.0358696 # DEPENDENCYPART_HEADBIGRAM
(0,12),(12,11),0.149721 # DEPENDENCYPART_HEADBIGRAM
(0,12),(13,11),0.0964132 # DEPENDENCYPART_HEADBIGRAM
(0,12),(14,11),0.0942413 # DEPENDENCYPART_HEADBIGRAM
(0,12),(16,11),0.0941006 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.105066 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.183872 # DEPENDENCYPART_HEADBIGRAM
(1,2),(8,1),0.151507 # DEPENDENCYPART_HEADBIGRAM
(1,2),(10,1),0.0494937 # DEPENDENCYPART_HEADBIGRAM
(1,2),(12,1),0.0819009 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0754095 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.111263 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.0443346 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.0977198 # DEPENDENCYPART_HEADBIGRAM
(1,3),(8,2),0.0552749 # DEPENDENCYPART_HEADBIGRAM
(1,3),(10,2),0.019009 # DEPENDENCYPART_HEADBIGRAM
(1,3),(12,2),0.0391637 # DEPENDENCYPART_HEADBIGRAM
(1,3),(13,2),0.0898079 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.172777 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.116442 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.180122 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.095301 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0960765 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.105747 # DEPENDENCYPART_HEADBIGRAM
(1,4),(10,3),0.0700085 # DEPENDENCYPART_HEADBIGRAM
(1,4),(12,3),0.0833253 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.12793 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.072322 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.0971196 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.0969887 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.0829523 # DEPENDENCYPART_HEADBIGRAM
(1,5),(10,4),0.0461486 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.0885849 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.132391 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.142633 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.0805932 # DEPENDENCYPART_HEADBIGRAM
(1,6),(7,5),0.098336 # DEPENDENCYPART_HEADBIGRAM
(1,8),(2,7),0.072947 # DEPENDENCYPART_HEADBIGRAM
(1,8),(4,7),0.072947 # DEPENDENCYPART_HEADBIGRAM
(1,8),(6,7),0.0848261 # DEPENDENCYPART_HEADBIGRAM
(1,8),(8,7),0.13844 # DEPENDENCYPART_HEADBIGRAM
(1,8),(10,7),0.0388543 # DEPENDENCYPART_HEADBIGRAM
(1,8),(12,7),0.0358845 # DEPENDENCYPART_HEADBIGRAM
(1,9),(1,8),0.150776 # DEPENDENCYPART_HEADBIGRAM
(1,9),(2,8),0.139872 # DEPENDENCYPART_HEADBIGRAM
(1,9),(4,8),0.113371 # DEPENDENCYPART_HEADBIGRAM
(1,9),(6,8),0.162032 # DEPENDENCYPART_HEADBIGRAM
(1,9),(7,8),0.142586 # DEPENDENCYPART_HEADBIGRAM
(1,9),(10,8),0.000982368 # DEPENDENCYPART_HEADBIGRAM
(1,9),(12,8),0.0331071 # DEPENDENCYPART_HEADBIGRAM
(1,9),(13,8),0.0826066 # DEPENDENCYPART_HEADBIGRAM
(1,9),(14,8),0.0826069 # DEPENDENCYPART_HEADBIGRAM
(1,9),(18,8),0.083002 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0779101 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0527278 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.00477619 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.0682256 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.231933 # DEPENDENCYPART_HEADBIGRAM
(2,3),(10,2),0.432687 # DEPENDENCYPART_HEADBIGRAM
(2,3),(12,2),0.338664 # DEPENDENCYPART_HEADBIGRAM
(2,3),(13,2),0.196843 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0645711 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.277538 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.159295 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.0987229 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.0994983 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.109174 # DEPENDENCYPART_HEADBIGRAM
(2,4),(10,3),0.0704731 # DEPENDENCYPART_HEADBIGRAM
(2,4),(12,3),0.0837899 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0737458 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.1146 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.0971196 # DEPENDENCYPART_HEADBIGRAM
(2,5),(7,4),0.0969887 # DEPENDENCYPART_HEADBIGRAM
(2,5),(8,4),0.0829523 # DEPENDENCYPART_HEADBIGRAM
(2,5),(10,4),0.0461486 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0332873 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.0885849 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.142633 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.0805932 # DEPENDENCYPART_HEADBIGRAM
(2,6),(7,5),0.098336 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0646843 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.145688 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.0967629 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.142072 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.0896547 # DEPENDENCYPART_HEADBIGRAM
(2,7),(10,6),0.0673476 # DEPENDENCYPART_HEADBIGRAM
(2,7),(12,6),0.0672049 # DEPENDENCYPART_HEADBIGRAM
(2,7),(14,6),0.0952424 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0955462 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.072947 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0848261 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.13844 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.0388543 # DEPENDENCYPART_HEADBIGRAM
(2,8),(12,7),0.0358845 # DEPENDENCYPART_HEADBIGRAM
(2,9),(1,8),-0.0734486 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.170038 # DEPENDENCYPART_HEADBIGRAM
(2,9),(4,8),0.113371 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.162032 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.142586 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.000982368 # DEPENDENCYPART_HEADBIGRAM
(2,9),(12,8),0.0331071 # DEPENDENCYPART_HEADBIGRAM
(2,9),(13,8),0.0826066 # DEPENDENCYPART_HEADBIGRAM
(2,9),(14,8),0.0826069 # DEPENDENCYPART_HEADBIGRAM
(2,9),(18,8),0.083002 # DEPENDENCYPART_HEADBIGRAM
(2,10),(1,9),-0.086438 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.166574 # DEPENDENCYPART_HEADBIGRAM
(2,10),(4,9),0.0456744 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.104908 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.164213 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.104265 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.0832155 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.124046 # DEPENDENCYPART_HEADBIGRAM
(2,10),(13,9),0.0912217 # DEPENDENCYPART_HEADBIGRAM
(2,10),(19,9),0.0699333 # DEPENDENCYPART_HEADBIGRAM
(2,12),(10,11),0.0749357 # DEPENDENCYPART_HEADBIGRAM
(2,12),(12,11),0.0998814 # DEPENDENCYPART_HEADBIGRAM
(2,12),(13,11),0.0928912 # DEPENDENCYPART_HEADBIGRAM
(2,12),(14,11),0.0905081 # DEPENDENCYPART_HEADBIGRAM
(2,12),(16,11),0.0867107 # DEPENDENCYPART_HEADBIGRAM
(2,13),(0,12),-0.0848919 # DEPENDENCYPART_HEADBIGRAM
(2,13),(2,12),0.0987088 # DEPENDENCYPART_HEADBIGRAM
(2,13),(4,12),0.115438 # DEPENDENCYPART_HEADBIGRAM
(2,13),(6,12),0.10595 # DEPENDENCYPART_HEADBIGRAM
(2,13),(7,12),0.105117 # DEPENDENCYPART_HEADBIGRAM
(2,13),(8,12),0.114604 # DEPENDENCYPART_HEADBIGRAM
(2,13),(10,12),0.116147 # DEPENDENCYPART_HEADBIGRAM
(2,13),(11,12),0.110595 # DEPENDENCYPART_HEADBIGRAM
(2,15),(6,14),0.103326 # DEPENDENCYPART_HEADBIGRAM
(2,15),(7,14),0.103989 # DEPENDENCYPART_HEADBIGRAM
(2,15),(8,14),0.0998797 # DEPENDENCYPART_HEADBIGRAM
(2,15),(10,14),0.134587 # DEPENDENCYPART_HEADBIGRAM
(2,15),(12,14),0.158269 # DEPENDENCYPART_HEADBIGRAM
(2,15),(13,14),0.108121 # DEPENDENCYPART_HEADBIGRAM
(2,15),(15,14),0.0911865 # DEPENDENCYPART_HEADBIGRAM
(2,15),(16,14),0.0834868 # DEPENDENCYPART_HEADBIGRAM
(2,15),(18,14),0.096454 # DEPENDENCYPART_HEADBIGRAM
(2,15),(19,14),0.08338 # DEPENDENCYPART_HEADBIGRAM
(2,19),(10,18),0.0523325 # DEPENDENCYPART_HEADBIGRAM
(2,19),(12,18),0.0490464 # DEPENDENCYPART_HEADBIGRAM
(2,19),(13,18),0.105717 # DEPENDENCYPART_HEADBIGRAM
(2,19),(14,18),0.118095 # DEPENDENCYPART_HEADBIGRAM
(2,19),(15,18),0.113856 # DEPENDENCYPART_HEADBIGRAM
(2,19),(16,18),0.0671887 # DEPENDENCYPART_HEADBIGRAM
(2,19),(19,18),0.101741 # DEPENDENCYPART_HEADBIGRAM
(2,20),(2,19),0.0946617 # DEPENDENCYPART_HEADBIGRAM
(2,20),(8,19),0.0927709 # DEPENDENCYPART_HEADBIGRAM
(2,20),(10,19),0.137605 # DEPENDENCYPART_HEADBIGRAM
(2,20),(12,19),0.135388 # DEPENDENCYPART_HEADBIGRAM
(2,20),(13,19),0.17937 # DEPENDENCYPART_HEADBIGRAM
(2,20),(14,19),0.102523 # DEPENDENCYPART_HEADBIGRAM
(2,20),(15,19),0.0681921 # DEPENDENCYPART_HEADBIGRAM
(2,20),(16,19),0.128904 # DEPENDENCYPART_HEADBIGRAM
(2,20),(18,19),0.176153 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.171135 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.371135 # DEPENDENCYPART_HEADBIGRAM
(4,2),(8,1),0.0403637 # DEPENDENCYPART_HEADBIGRAM
(4,2),(10,1),0.0405357 # DEPENDENCYPART_HEADBIGRAM
(4,2),(12,1),0.0580199 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.0917381 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.0947342 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0269339 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.105042 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0832182 # DEPENDENCYPART_HEADBIGRAM
(4,3),(10,2),0.0457601 # DEPENDENCYPART_HEADBIGRAM
(4,3),(12,2),0.0662969 # DEPENDENCYPART_HEADBIGRAM
(4,3),(13,2),0.0703904 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),0.0637313 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),0.0645075 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.260106 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.245493 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.512966 # DEPENDENCYPART_HEADBIGRAM
(4,5),(10,4),0.0642685 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0337255 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0337255 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0798382 # DEPENDENCYPART_HEADBIGRAM
(4,6),(6,5),0.0809433 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.0975603 # DEPENDENCYPART_HEADBIGRAM
(4,7),(1,6),-0.0646843 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0646843 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.138111 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.142072 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0896547 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0673476 # DEPENDENCYPART_HEADBIGRAM
(4,7),(12,6),0.0672049 # DEPENDENCYPART_HEADBIGRAM
(4,7),(14,6),0.0952424 # DEPENDENCYPART_HEADBIGRAM
(4,8),(2,7),-0.0756357 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0938221 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.220966 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.214065 # DEPENDENCYPART_HEADBIGRAM
(4,8),(10,7),0.0395936 # DEPENDENCYPART_HEADBIGRAM
(4,8),(12,7),0.0366239 # DEPENDENCYPART_HEADBIGRAM
(4,9),(1,8),-0.0874071 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0855354 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.189609 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.173433 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.153988 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),-0.0112432 # DEPENDENCYPART_HEADBIGRAM
(4,9),(12,8),0.0314415 # DEPENDENCYPART_HEADBIGRAM
(4,9),(13,8),0.0809716 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.0841237 # DEPENDENCYPART_HEADBIGRAM
(4,9),(18,8),0.0845188 # DEPENDENCYPART_HEADBIGRAM
(4,12),(10,11),0.0749357 # DEPENDENCYPART_HEADBIGRAM
(4,12),(12,11),0.0998814 # DEPENDENCYPART_HEADBIGRAM
(4,12),(13,11),0.0928912 # DEPENDENCYPART_HEADBIGRAM
(4,12),(14,11),0.0905081 # DEPENDENCYPART_HEADBIGRAM
(4,12),(16,11),0.0867107 # DEPENDENCYPART_HEADBIGRAM
(4,13),(0,12),-0.0837466 # DEPENDENCYPART_HEADBIGRAM
(4,13),(2,12),-0.0497233 # DEPENDENCYPART_HEADBIGRAM
(4,13),(4,12),0.0972969 # DEPENDENCYPART_HEADBIGRAM
(4,13),(6,12),0.106381 # DEPENDENCYPART_HEADBIGRAM
(4,13),(7,12),0.100785 # DEPENDENCYPART_HEADBIGRAM
(4,13),(8,12),0.110271 # DEPENDENCYPART_HEADBIGRAM
(4,13),(10,12),0.112898 # DEPENDENCYPART_HEADBIGRAM
(4,13),(11,12),0.107346 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.108119 # DEPENDENCYPART_HEADBIGRAM
(6,2),(4,1),-0.126416 # DEPENDENCYPART_HEADBIGRAM
(6,2),(8,1),0.0759678 # DEPENDENCYPART_HEADBIGRAM
(6,2),(10,1),0.0592556 # DEPENDENCYPART_HEADBIGRAM
(6,2),(12,1),0.0619836 # DEPENDENCYPART_HEADBIGRAM
(6,3),(0,2),-0.147988 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.142952 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.138226 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.24236 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.114177 # DEPENDENCYPART_HEADBIGRAM
(6,3),(10,2),0.104433 # DEPENDENCYPART_HEADBIGRAM
(6,3),(12,2),0.111287 # DEPENDENCYPART_HEADBIGRAM
(6,3),(13,2),0.0817809 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.106711 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.106711 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0994002 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0382278 # DEPENDENCYPART_HEADBIGRAM
(6,4),(7,3),0.144818 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.132525 # DEPENDENCYPART_HEADBIGRAM
(6,4),(10,3),0.120114 # DEPENDENCYPART_HEADBIGRAM
(6,4),(12,3),0.120326 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.134064 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.179818 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.116529 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.087217 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.087217 # DEPENDENCYPART_HEADBIGRAM
(6,5),(10,4),0.0865563 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),-0.0444314 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0444314 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.060706 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.0122916 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.156264 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.0960741 # DEPENDENCYPART_HEADBIGRAM
(6,7),(12,6),0.0782548 # DEPENDENCYPART_HEADBIGRAM
(6,7),(14,6),0.0942931 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0583043 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0583043 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.121755 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.163879 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.0926332 # DEPENDENCYPART_HEADBIGRAM
(6,8),(12,7),0.0926071 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.071651 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0716738 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0597166 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0647251 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.170005 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.050076 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.0794879 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.0876758 # DEPENDENCYPART_HEADBIGRAM
(6,9),(14,8),0.0856867 # DEPENDENCYPART_HEADBIGRAM
(6,9),(18,8),0.086671 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.102432 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.107261 # DEPENDENCYPART_HEADBIGRAM
(6,12),(13,11),0.0936551 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),0.0923416 # DEPENDENCYPART_HEADBIGRAM
(6,12),(16,11),0.0865384 # DEPENDENCYPART_HEADBIGRAM
(6,14),(2,13),-0.0566989 # DEPENDENCYPART_HEADBIGRAM
(6,14),(4,13),-0.0567253 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.109315 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.102328 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.0882049 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.118768 # DEPENDENCYPART_HEADBIGRAM
