# _root_ Often , Mr. Dinkins 's procrastination prevented him from having a say in the way things turned out , critics claim .
#goldHeads=7,7,4,6,4,7,21,7,7,9,12,10,10,15,13,17,15,17,21,21,0,21,
#predictedHeads=21,21,4,6,4,7,21,7,7,9,12,10,10,16,16,13,12,17,21,21,0,21,
(10,17),(10,21),(10,23),-0.0602353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,22),(10,23),0.00994975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,20),(10,21),-0.04526 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,22),-0.0741037 # DEPENDENCYPART_TRISIBL
(10,19),(10,20),(10,23),-0.0174593 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,21),(10,22),0.0468037 # DEPENDENCYPART_TRISIBL
(10,19),(10,21),(10,23),0.0216832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,19),(10,22),(10,23),-0.139303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,21),(10,22),-0.0571978 # DEPENDENCYPART_TRISIBL
(10,20),(10,21),(10,23),-0.0478501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,20),(10,22),(10,23),0.00570188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,21),(10,22),(10,23),0.00203551 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.0479061 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.101863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0420767 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.178995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.0714876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.0983164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.0588825 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),0.00293405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.0618001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,-1),0.00232554 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.107437 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.115125 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.0641964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.136894 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.119397 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,-1),-0.067847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.0621795 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.100179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,-1),-0.0593343 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,-1),-0.0629598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,13),(11,23),-0.113854 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,13),(12,14),-0.160805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.146881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,16),-0.155557 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.114831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,19),-0.0818303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,20),-0.153857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,21),-0.118452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,22),-0.128844 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,23),-0.0649034 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.200732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.208754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.165053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.129477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,20),-0.20563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.16646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.10003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,23),-0.189277 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),-0.121605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.128539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.118072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,20),-0.119938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,21),-0.129271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,22),-0.0819589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,23),-0.110018 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.129582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,19),-0.121956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,20),-0.119714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,21),-0.130314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,22),-0.0891479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,23),-0.0930297 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,19),-0.0587569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,20),-0.143774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,21),-0.107595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,22),0.0134668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,23),-0.0404604 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,20),-0.0589467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,21),-0.169391 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,22),-0.167933 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,23),-0.594964 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,20),(12,21),-0.12985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,22),-0.0856275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,20),(12,23),-0.10384 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,21),(12,22),0.0134066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,23),-0.0390555 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,22),(12,23),-0.163516 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.0475285 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0473136 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.08127 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.0406414 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,20),-0.0473184 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.0812747 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.0955693 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,23),-0.126111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0632427 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.0593187 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0480408 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,20),-0.0632497 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.0593232 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.098091 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,23),-0.0429887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0593139 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.048041 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,20),-0.0632497 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.0593184 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0981013 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,23),-0.0449684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,19),-0.0481462 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,20),-0.0367069 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.0925609 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),-0.104537 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,23),-0.0812744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,20),0.0762235 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,21),-0.00097609 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,22),-0.0856745 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,23),-0.248404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,20),(12,21),-0.0593184 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,22),-0.0980859 # DEPENDENCYPART_TRISIBL
(12,13),(12,20),(12,23),-0.0449622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),-0.104024 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,23),-0.0826807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,22),(12,23),-0.101696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0806187 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0820472 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0908269 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,20),-0.0806187 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.0820477 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,22),-0.0473506 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,23),-0.129319 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0820472 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.0908269 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,20),-0.0806186 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.0820477 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.0473459 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,23),-0.130764 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,19),-0.0878773 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,20),-0.0823729 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),-0.0800542 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.0446896 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,23),-0.135762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,20),-0.0789996 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,21),-0.0858473 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,22),-0.0581936 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,23),-0.145032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,20),(12,21),-0.0820477 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,22),-0.0473442 # DEPENDENCYPART_TRISIBL
(12,14),(12,20),(12,23),-0.129318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.0446896 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,23),-0.135762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,22),(12,23),-0.134626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.0869647 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),-0.0481346 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,20),-0.06963 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.0864686 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),-0.0984868 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,23),-0.133728 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,19),-0.018113 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,20),-0.0694984 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,21),-0.0922517 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),-0.108814 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,23),-0.136667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,20),-0.0829699 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,21),-0.101269 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,22),-0.13445 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,23),-0.0308244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,20),(12,21),-0.0864686 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,22),-0.0984868 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,23),-0.133739 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,21),(12,22),-0.108745 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,23),-0.136051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,22),(12,23),-0.045203 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,19),-0.0180439 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,20),-0.0690423 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.0935791 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.106502 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,23),-0.142142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,20),-0.0825139 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,21),-0.101603 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,22),-0.133849 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,23),-0.0383629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,21),-0.0877641 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,22),-0.0978861 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,23),-0.136278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.106433 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,23),-0.141526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,23),-0.0540059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,20),-0.0819537 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,21),-0.0752639 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,22),-0.088967 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,23),-0.0351439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,21),-0.104494 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,22),-0.045928 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,23),-0.106703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.11914 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,23),-0.0973873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,23),-0.05274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,20),(12,21),-0.0495201 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,22),-0.248576 # DEPENDENCYPART_TRISIBL
(12,19),(12,20),(12,23),-0.108816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,21),(12,22),-0.102739 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,23),-0.0720214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,22),(12,23),-0.291449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,21),(12,22),-0.103888 # DEPENDENCYPART_TRISIBL
(12,20),(12,21),(12,23),-0.147937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,20),(12,22),(12,23),-0.058072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,22),(12,23),-0.0535607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,11),(12,10),-0.144804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,9),-0.172863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,8),-0.184324 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,7),-0.142361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,2),0.0202359 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,11),(12,-1),-0.155327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,9),-0.177692 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,8),-0.135562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,7),-0.134499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,2),-0.0115401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,10),(12,-1),-0.221289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,9),(12,8),-0.132776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,7),-0.127625 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,2),-0.0640349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,9),(12,-1),-0.114486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,8),(12,7),-0.139038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,2),-0.119716 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,8),(12,-1),-0.100137 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,7),(12,2),-0.0085958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,7),(12,-1),-0.195723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,2),(12,-1),-0.381472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,10),(12,9),-0.0563327 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,8),-0.056312 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,7),-0.0113076 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,2),-0.0747409 # DEPENDENCYPART_TRISIBL
(12,11),(12,10),(12,-1),-0.171661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,9),(12,8),-0.0774801 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,7),-0.0118036 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,2),-0.0850246 # DEPENDENCYPART_TRISIBL
(12,11),(12,9),(12,-1),-0.0863558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,8),(12,7),-0.00882801 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,2),-0.0734965 # DEPENDENCYPART_TRISIBL
(12,11),(12,8),(12,-1),-0.0951225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,7),(12,2),-0.0747409 # DEPENDENCYPART_TRISIBL
(12,11),(12,7),(12,-1),-0.171661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,11),(12,2),(12,-1),-0.147149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,9),(12,8),-0.0640954 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,7),-0.114056 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.0275485 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.158168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.114224 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.00321212 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.127304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,2),-0.0272699 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.173354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,2),(12,-1),-0.242915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,7),-0.0988947 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,2),-0.0884526 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),-0.123606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,2),-0.0938715 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),-0.132909 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,2),(12,-1),-0.0796172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,2),-0.0416135 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.116273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,-1),-0.0999222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,-1),-0.236951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0535026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.0613006 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.132741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,19),-0.0365528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.0581846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),-0.13566 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,22),-0.13758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,23),-0.0522687 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.126972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.134227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,19),0.103066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.125314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.136471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,22),-0.161712 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,23),0.293263 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.135385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,19),0.0928283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.125089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.137629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,22),-0.168901 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,23),0.313388 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,19),0.0554243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.0730651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),-0.133754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,22),-0.0465573 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,23),0.134848 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,19),(13,20),-0.141468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,21),-0.130602 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,22),-0.153179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,19),(13,23),-0.222675 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,21),-0.137165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,22),-0.165381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,23),0.297048 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,22),-0.0466176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,21),(13,23),0.140949 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,22),(13,23),-0.0641865 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.0840064 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.081586 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,19),-0.0897764 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0840064 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0815865 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,22),-0.0458 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,23),-0.0556038 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.081586 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,19),-0.0897764 # DEPENDENCYPART_TRISIBL
