# _root_ The Financial Times 100-share index shed 47.3 points to close at 2082.1 , down 4.5 % from the previous Friday and 6.8 % from Oct. 13 , when Wall Street 's plunge helped spark the current weakness in London .
#goldHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,21,16,14,14,20,20,17,10,23,16,17,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
#predictedHeads=5,5,5,5,6,0,8,6,10,6,10,11,10,10,16,14,14,21,21,21,17,23,21,14,24,25,25,34,30,32,30,33,25,33,37,37,34,37,38,6,
(33,28),(33,26),(33,6),-0.082495 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,3),-0.0823762 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,2),-0.0823762 # DEPENDENCYPART_TRISIBL
(33,28),(33,26),(33,-1),-0.0906606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,25),(33,24),-0.110584 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,23),-0.0856029 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,22),-0.0673793 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,21),-0.084091 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,20),-0.0856159 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,19),-0.068029 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,18),-0.0741927 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,17),-0.110584 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,16),-0.0856029 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,14),-0.072882 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,13),-0.0764652 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,11),-0.110553 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,10),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,8),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,6),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,3),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,2),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,25),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,24),(33,23),-0.0833913 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,22),-0.0674233 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,21),-0.0772543 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,20),-0.0834134 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,19),-0.0686251 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,18),-0.0712753 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,17),-0.0936644 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,16),-0.0833913 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,14),-0.0798423 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,13),-0.0830438 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,11),-0.0936222 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,10),-0.0852915 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,8),-0.083386 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,6),-0.0852915 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,3),-0.083386 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,2),-0.083386 # DEPENDENCYPART_TRISIBL
(33,28),(33,24),(33,-1),-0.124905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,23),(33,22),-0.0673793 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,21),-0.084091 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,20),-0.0856159 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,19),-0.068029 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,18),-0.0741927 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,17),-0.110584 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,16),-0.0856029 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,14),-0.072882 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,13),-0.0764652 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,11),-0.110553 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,10),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,8),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,6),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,3),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,2),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,23),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,22),(33,21),-0.0767909 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,20),-0.0823944 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,19),-0.0680211 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,18),-0.071275 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,17),-0.092654 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,16),-0.0823814 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,14),-0.0728343 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,13),-0.076288 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,11),-0.0926249 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,10),-0.082495 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,8),-0.0823762 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,6),-0.082495 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,3),-0.0823762 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,2),-0.0823762 # DEPENDENCYPART_TRISIBL
(33,28),(33,22),(33,-1),-0.0906606 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,21),(33,20),-0.084761 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,19),-0.0680211 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,18),-0.071275 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,17),-0.092654 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,16),-0.0847479 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,14),-0.0728343 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,13),-0.076288 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,11),-0.0926249 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,10),-0.0836011 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,8),-0.0847427 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,6),-0.0836011 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,3),-0.0847427 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,2),-0.0847427 # DEPENDENCYPART_TRISIBL
(33,28),(33,21),(33,-1),-0.0835172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,20),(33,19),-0.068029 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,18),-0.0741927 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,17),-0.111271 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,16),-0.0856029 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,14),-0.072882 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,13),-0.0764652 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,11),-0.111241 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,10),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,8),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,6),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,3),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,2),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,20),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,19),(33,18),-0.0712914 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,17),-0.0926549 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,16),-0.0823609 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,14),-0.0728372 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,13),-0.076288 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,11),-0.0926258 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,10),-0.0834731 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,8),-0.0823556 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,6),-0.0834731 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,3),-0.0823556 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,2),-0.0823556 # DEPENDENCYPART_TRISIBL
(33,28),(33,19),(33,-1),-0.0922894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,18),(33,17),-0.0926659 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,16),-0.0823492 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,14),-0.0728343 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,13),-0.0766376 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,11),-0.0926368 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,10),-0.0824929 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,8),-0.082344 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,6),-0.0824929 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,3),-0.082344 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,2),-0.082344 # DEPENDENCYPART_TRISIBL
(33,28),(33,18),(33,-1),-0.0904726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,17),(33,16),-0.0833913 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,14),-0.0798423 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,13),-0.0830438 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,11),-0.0936222 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,10),-0.0852915 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,8),-0.083386 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,6),-0.0852915 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,3),-0.083386 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,2),-0.083386 # DEPENDENCYPART_TRISIBL
(33,28),(33,17),(33,-1),-0.124905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,16),(33,14),-0.072882 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,13),-0.0764652 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,11),-0.110553 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,10),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,8),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,6),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,3),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,2),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,16),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,14),(33,13),-0.0764254 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,11),-0.0926563 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,10),-0.0880871 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,8),-0.0841221 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,6),-0.0880871 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,3),-0.0841221 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,2),-0.0841221 # DEPENDENCYPART_TRISIBL
(33,28),(33,14),(33,-1),-0.0723236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,13),(33,11),-0.12294 # DEPENDENCYPART_TRISIBL
(33,28),(33,13),(33,10),-0.0835831 # DEPENDENCYPART_TRISIBL
(33,28),(33,13),(33,8),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,13),(33,6),-0.0835831 # DEPENDENCYPART_TRISIBL
(33,28),(33,13),(33,3),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,13),(33,2),-0.0848342 # DEPENDENCYPART_TRISIBL
(33,28),(33,13),(33,-1),-0.0933132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,11),(33,10),-0.0848722 # DEPENDENCYPART_TRISIBL
(33,28),(33,11),(33,8),-0.0833869 # DEPENDENCYPART_TRISIBL
(33,28),(33,11),(33,6),-0.0848722 # DEPENDENCYPART_TRISIBL
(33,28),(33,11),(33,3),-0.0833869 # DEPENDENCYPART_TRISIBL
(33,28),(33,11),(33,2),-0.0833869 # DEPENDENCYPART_TRISIBL
(33,28),(33,11),(33,-1),-0.124905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,10),(33,8),-0.0868198 # DEPENDENCYPART_TRISIBL
(33,28),(33,10),(33,6),-0.0849888 # DEPENDENCYPART_TRISIBL
(33,28),(33,10),(33,3),-0.0868198 # DEPENDENCYPART_TRISIBL
(33,28),(33,10),(33,2),-0.0868198 # DEPENDENCYPART_TRISIBL
(33,28),(33,10),(33,-1),-0.0976519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,8),(33,6),-0.0842554 # DEPENDENCYPART_TRISIBL
(33,28),(33,8),(33,3),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,8),(33,2),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,8),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,6),(33,3),-0.0868198 # DEPENDENCYPART_TRISIBL
(33,28),(33,6),(33,2),-0.0868198 # DEPENDENCYPART_TRISIBL
(33,28),(33,6),(33,-1),-0.0976519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,3),(33,2),-0.0855977 # DEPENDENCYPART_TRISIBL
(33,28),(33,3),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,28),(33,2),(33,-1),-0.103796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,26),(33,25),-0.135233 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,24),-0.0212677 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,23),-0.136333 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,22),-0.0756083 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,21),-0.0343552 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,20),-0.12607 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,19),-0.040847 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,18),-0.0458803 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,17),-0.0212677 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,16),-0.136333 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,14),-0.070373 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,13),0.184367 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,11),0.0171996 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,10),-0.106555 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,8),-0.130119 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,6),-0.106078 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,3),-0.134529 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,2),-0.134063 # DEPENDENCYPART_TRISIBL
(33,27),(33,26),(33,-1),-0.0625532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,25),(33,24),0.073138 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,23),-0.138402 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,22),-0.082699 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,21),-0.0196538 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,20),-0.127819 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,19),-0.00595858 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,18),-0.0690891 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,17),0.073138 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,16),-0.138402 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,14),-0.029352 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,13),0.0791338 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,11),0.129126 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,10),-0.107593 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,8),-0.13189 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,6),-0.107114 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,3),-0.136931 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,2),-0.136033 # DEPENDENCYPART_TRISIBL
(33,27),(33,25),(33,-1),0.0261299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,24),(33,23),-0.0900999 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,22),-0.07564 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,21),0.00777101 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,20),-0.074895 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,19),-0.0461533 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,18),-0.042811 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,17),0.0686089 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,16),-0.0900999 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,14),-0.101916 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,13),0.51033 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,11),0.112022 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,10),-0.106114 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,8),-0.0838281 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,6),-0.105637 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,3),-0.0882377 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,2),-0.0877723 # DEPENDENCYPART_TRISIBL
(33,27),(33,24),(33,-1),-0.0133464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,23),(33,22),-0.0828591 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,21),-0.0287307 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,20),-0.128168 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,19),-0.00565033 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,18),-0.0690671 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,17),0.0714001 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,16),-0.138752 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,14),-0.029458 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,13),0.0791291 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,11),0.127388 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,10),-0.107607 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,8),-0.13224 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,6),-0.107128 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,3),-0.137281 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,2),-0.136383 # DEPENDENCYPART_TRISIBL
(33,27),(33,23),(33,-1),0.0156742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,22),(33,21),-0.0343552 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,20),-0.12607 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,19),-0.040847 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,18),-0.0458803 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,17),-0.0212675 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,16),-0.136333 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,14),-0.070373 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,13),0.184367 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,11),0.0171998 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,10),-0.106555 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,8),-0.130119 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,6),-0.106078 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,3),-0.134529 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,2),-0.134063 # DEPENDENCYPART_TRISIBL
(33,27),(33,22),(33,-1),-0.0625437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,21),(33,20),-0.129257 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,19),-0.0402865 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,18),-0.0260584 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,17),-0.0310815 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,16),-0.139528 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,14),-0.0766755 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,13),0.224311 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,11),0.00735285 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,10),-0.106784 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,8),-0.133306 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,6),-0.106307 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,3),-0.137716 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,2),-0.137251 # DEPENDENCYPART_TRISIBL
(33,27),(33,21),(33,-1),-0.0233595 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,20),(33,19),-0.00669367 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,18),-0.0690545 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,17),0.0897502 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,16),-0.140839 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,14),-0.0318022 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,13),0.080102 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,11),0.145738 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,10),-0.107768 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,8),-0.134327 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,6),-0.107289 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,3),-0.139368 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,2),-0.13847 # DEPENDENCYPART_TRISIBL
(33,27),(33,20),(33,-1),0.0111398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,19),(33,18),0.0130636 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,17),-0.0194922 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,16),-0.143828 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,14),-0.0607676 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,13),0.245305 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,11),0.0192966 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,10),-0.109124 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,8),-0.137581 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,6),-0.108647 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,3),-0.141991 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,2),-0.141525 # DEPENDENCYPART_TRISIBL
(33,27),(33,19),(33,-1),0.00200205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,18),(33,17),-0.0332349 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,16),-0.13346 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,14),-0.0691884 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,13),0.196785 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,11),0.00544717 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,10),-0.106763 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,8),-0.127394 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,6),-0.106286 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,3),-0.131661 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,2),-0.131195 # DEPENDENCYPART_TRISIBL
(33,27),(33,18),(33,-1),-0.0570516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,17),(33,16),-0.0900999 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,14),-0.101916 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,13),0.51033 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,11),0.112022 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,10),-0.106114 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,8),-0.0838281 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,6),-0.105637 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,3),-0.0882377 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,2),-0.0877723 # DEPENDENCYPART_TRISIBL
(33,27),(33,17),(33,-1),-0.0133464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,16),(33,14),-0.029458 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,13),0.0791291 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,11),0.127388 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,10),-0.107607 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,8),-0.13224 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,6),-0.107128 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,3),-0.137281 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,2),-0.136383 # DEPENDENCYPART_TRISIBL
(33,27),(33,16),(33,-1),0.0156742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,27),(33,14),(33,13),0.454193 # DEPENDENCYPART_TRISIBL
(33,27),(33,14),(33,11),0.0256823 # DEPENDENCYPART_TRISIBL
(33,27),(33,14),(33,10),-0.111317 # DEPENDENCYPART_TRISIBL
