# _root_ The Dutch unit , known as Celtona B.V. , is a leading maker of consumer and away-from-home tissue products for the Benelux region .
#goldHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,19,16,19,14,19,23,23,20,10,
#predictedHeads=3,3,10,3,3,5,8,6,3,0,13,13,10,13,16,14,19,19,16,19,23,23,20,10,
(23,13),(13,3),(13,1),-0.00905889 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,3),(13,-1),0.0196729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,2),(13,1),-0.0366982 # DEPENDENCYPART_GRANDSIBL
(23,13),(13,2),(13,-1),-0.0298585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,13),(13,1),(13,-1),-0.00956977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,14),(14,15),0.0389458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,16),0.0998193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,17),0.139466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,18),0.0389231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,19),0.0389517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,20),0.114064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,23),-0.162051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,25),-0.0535389 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,14),(14,15),(14,16),0.10929 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,17),0.109146 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,18),0.109515 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,19),0.109512 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,20),0.109069 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,15),(14,25),-0.195162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,16),(14,17),0.315453 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,16),(14,18),0.298417 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,16),(14,19),0.253384 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,16),(14,20),0.242467 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,16),(14,23),-0.0895978 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,16),(14,25),-0.169476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,17),(14,18),0.107993 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,19),0.107993 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,20),0.108202 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,23),-0.144717 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,17),(14,25),-0.177503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,18),(14,19),0.109518 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,20),0.109056 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,18),(14,25),-0.195177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,19),(14,20),0.109069 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,19),(14,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,19),(14,25),-0.195196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,20),(14,23),-0.144702 # DEPENDENCYPART_GRANDSIBL
(23,14),(14,20),(14,25),-0.14521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,14),(14,23),(14,25),-0.195162 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,14),(14,14),(14,12),-0.0177603 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,14),(14,14),(14,-1),-0.376974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,14),(14,12),(14,-1),-0.0121175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,15),(15,17),0.0806917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,19),0.164778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,20),0.142124 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,25),-0.0174026 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,15),(15,17),(15,19),0.123256 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,20),0.114164 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,17),(15,25),-0.193454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,19),(15,20),0.109918 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,19),(15,25),-0.174196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,20),(15,25),-0.119299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,15),(15,14),0.00709738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,13),-0.132321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,12),0.0478567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,11),-0.0492244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,15),(15,15),(15,-1),0.134786 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,15),(15,14),(15,13),-0.0174737 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,14),(15,12),-0.0119245 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,14),(15,11),-0.0194479 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,14),(15,-1),-0.00991294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,13),(15,12),-0.0207481 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,13),(15,11),-0.0261034 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,13),(15,-1),0.0238705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,12),(15,11),-0.0145912 # DEPENDENCYPART_GRANDSIBL
(23,15),(15,12),(15,-1),0.00245942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,15),(15,11),(15,-1),-0.0721029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,16),(16,17),0.177888 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,18),0.190155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,19),0.194226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,20),0.207523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,21),0.119791 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,22),0.195459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,23),-0.161073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,25),-0.451396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,16),(16,17),(16,18),0.0741465 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,19),0.073712 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,20),0.110839 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,21),0.107485 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,22),0.0741465 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,23),-0.149473 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,17),(16,25),-0.06107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,18),(16,19),0.136974 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,18),(16,20),0.0846625 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,18),(16,21),0.0964029 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,18),(16,22),0.138593 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,18),(16,23),-0.146776 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,18),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,18),(16,25),-0.20303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,19),(16,20),0.0845841 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,19),(16,21),0.0964029 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,19),(16,22),0.13859 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,19),(16,23),-0.146776 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,19),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,19),(16,25),-0.200056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,20),(16,21),0.115991 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,22),0.102184 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,23),-0.144704 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,20),(16,25),-0.0495019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,21),(16,22),0.1082 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,21),(16,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,21),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,21),(16,25),-0.0982665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,22),(16,23),-0.146776 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,22),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,22),(16,25),-0.197726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,23),(16,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,23),(16,25),-0.197726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,16),(16,24),(16,25),-0.14479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,16),(16,15),-0.0679692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,14),-0.00892351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,13),-0.0721902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,12),0.00816571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,11),0.03466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,10),0.00644291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,9),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,8),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,7),-0.0675895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,6),-0.00762087 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,5),0.00830196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,4),-0.0290923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,3),-0.0721589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,2),0.132785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,1),0.0331798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,16),(16,16),(16,-1),-0.253183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,16),(16,15),(16,14),0.00569095 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,13),-0.00257942 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,12),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,11),-0.0257153 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,10),-0.0324562 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,9),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,8),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,7),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,6),-0.00719353 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,5),-0.0315909 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,4),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,3),-0.00260794 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,2),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,1),-0.0207254 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,15),(16,-1),-0.0102375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,14),(16,13),-0.018658 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,12),-0.0270295 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,11),-0.0194459 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,10),-0.0280854 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,9),-0.0193755 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,8),-0.018658 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,7),-0.018658 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,6),0.00131318 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,5),-0.0273482 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,4),-0.0193755 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,3),-0.018658 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,2),-0.0244839 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,1),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,14),(16,-1),0.0497343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,13),(16,12),-0.0315015 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,11),-0.0257153 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,10),-0.0324562 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,9),-0.0746361 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,8),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,7),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,6),-0.00721492 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,5),-0.0315909 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,4),-0.0746361 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,3),-0.00260795 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,2),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,1),-0.0207254 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,13),(16,-1),-0.0144162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,12),(16,11),-0.0201233 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,10),-0.0250554 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,9),0.00162135 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,8),-0.000459577 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,7),-0.000459577 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,6),-0.0254148 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,5),-0.024446 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,4),0.00162135 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,3),-0.000459577 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,2),-0.0224439 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,1),-0.0202043 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,12),(16,-1),-0.021227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,11),(16,10),-0.021022 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,9),-0.0197215 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,8),-0.0210928 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,7),-0.0210928 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,6),-0.0196513 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,5),-0.021022 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,4),-0.0197215 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,3),-0.0210928 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,2),-0.0197258 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,1),-0.0198176 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,11),(16,-1),0.0101457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,10),(16,9),0.00466889 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,8),-0.000450139 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,7),-0.000450139 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,6),-0.026144 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,5),-0.0253455 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,4),0.00466889 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,3),-0.000450139 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,2),-0.0224562 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,1),-0.0202043 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,10),(16,-1),-0.0266879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,9),(16,8),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,7),-0.0879996 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,6),-0.0332281 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,5),-0.0413752 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,4),-0.0196752 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,3),-0.0880128 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,2),0.109566 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,1),-0.0210988 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,9),(16,-1),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,8),(16,7),-0.00255124 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,6),-0.00719353 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,5),-0.0315909 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,4),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,3),-0.00260794 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,2),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,1),-0.0207254 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,8),(16,-1),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,7),(16,6),-0.00719353 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,7),(16,5),-0.0315909 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,7),(16,4),-0.0745733 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,7),(16,3),-0.00260794 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,7),(16,2),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,7),(16,1),-0.0207254 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,7),(16,-1),-0.00985784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,6),(16,5),-0.027283 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,6),(16,4),-0.0198691 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,6),(16,3),-0.0172753 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,6),(16,2),-0.0247588 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,6),(16,1),-0.0194486 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,6),(16,-1),0.0446426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,5),(16,4),0.00162135 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,5),(16,3),-0.000444491 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,5),(16,2),-0.0224547 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,5),(16,1),-0.0202043 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,5),(16,-1),-0.0213831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,4),(16,3),-0.0880128 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,4),(16,2),0.109566 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,4),(16,1),-0.0210988 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,4),(16,-1),-0.0592682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,3),(16,2),-0.0915072 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,3),(16,1),-0.0207254 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,3),(16,-1),-0.0145043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,2),(16,1),-0.0319757 # DEPENDENCYPART_GRANDSIBL
(23,16),(16,2),(16,-1),0.104202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,16),(16,1),(16,-1),0.0123556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,18),0.125167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,19),0.125161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,20),0.0970216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,25),-0.0114918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,18),(17,19),0.10791 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,20),0.108671 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,18),(17,25),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,19),(17,20),0.108665 # DEPENDENCYPART_GRANDSIBL
(23,17),(17,19),(17,25),-0.121725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,20),(17,25),-0.179461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,17),(17,17),(17,15),-0.0136458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,17),(17,17),(17,-1),0.0399673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,17),(17,15),(17,-1),0.0192676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,18),(18,19),0.164778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,20),0.142085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,23),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,25),-0.0119531 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,19),(18,20),0.109918 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,23),-0.145195 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,19),(18,25),-0.174196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,20),(18,23),-0.14498 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,20),(18,25),-0.119338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,23),(18,25),-0.174152 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,18),(18,17),-0.0421918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,16),-0.040269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,15),-0.129969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,11),-0.0491679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,18),(18,18),(18,-1),0.142436 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,18),(18,17),(18,16),-0.0198425 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,15),-0.0388087 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,11),-0.043429 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,17),(18,-1),-0.0294546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,16),(18,15),0.191883 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,11),0.0991427 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,16),(18,-1),-0.0343077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,15),(18,11),-0.0276702 # DEPENDENCYPART_GRANDSIBL
(23,18),(18,15),(18,-1),0.0273973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,18),(18,11),(18,-1),-0.0736374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,19),(19,20),0.142123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,21),0.101889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,22),0.160094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,23),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,19),(19,19),(19,25),-0.0358484 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,19),(19,20),(19,21),0.10873 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,22),0.104684 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,23),-0.14498 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,20),(19,25),-0.119296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,19),(19,21),(19,22),0.129835 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,23),-0.144709 # DEPENDENCYPART_GRANDSIBL
(23,19),(19,21),(19,24),-0.144701 # DEPENDENCYPART_GRANDSIBL
