# _root_ `` It 's impossible to overstate how much this means to the families of these patients , '' said Samuel Broder , director of the National Cancer Institute and a main developer of AZT .
#goldHeads=19,3,19,3,6,3,8,10,10,6,10,13,11,13,16,14,19,19,0,21,19,21,29,23,28,28,28,24,21,32,32,29,32,33,19,
#predictedHeads=19,3,19,3,6,3,10,7,10,6,10,13,11,13,16,14,19,19,0,21,19,21,21,23,28,28,28,29,24,32,32,29,32,33,19,
(29,19),(29,13),(29,-1),-0.0252128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,12),(29,11),-0.0277391 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,10),-0.140043 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,9),-0.0480559 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,8),-0.0275616 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,6),-0.139992 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,5),-0.0277391 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,4),-0.0273569 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,3),-0.126705 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,1),-0.0413468 # DEPENDENCYPART_TRISIBL
(29,19),(29,12),(29,-1),-0.00991778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,11),(29,10),-0.212643 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,9),-0.0496446 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,8),0.00980014 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,6),-0.212587 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,5),-0.0528348 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,4),0.0100044 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,3),-0.199302 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,1),-0.0512605 # DEPENDENCYPART_TRISIBL
(29,19),(29,11),(29,-1),0.0379083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,10),(29,9),-0.0546596 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,8),-0.027388 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,6),-0.169951 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,5),-0.063688 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,4),-0.0271833 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,3),-0.151773 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,1),-0.0257429 # DEPENDENCYPART_TRISIBL
(29,19),(29,10),(29,-1),-0.0644087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,9),(29,8),-0.0273327 # DEPENDENCYPART_TRISIBL
(29,19),(29,9),(29,6),-0.139598 # DEPENDENCYPART_TRISIBL
(29,19),(29,9),(29,5),-0.0277297 # DEPENDENCYPART_TRISIBL
(29,19),(29,9),(29,4),-0.027128 # DEPENDENCYPART_TRISIBL
(29,19),(29,9),(29,3),-0.126311 # DEPENDENCYPART_TRISIBL
(29,19),(29,9),(29,1),-0.0413872 # DEPENDENCYPART_TRISIBL
(29,19),(29,9),(29,-1),-0.0375688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,8),(29,6),-0.136542 # DEPENDENCYPART_TRISIBL
(29,19),(29,8),(29,5),-0.0520422 # DEPENDENCYPART_TRISIBL
(29,19),(29,8),(29,4),-0.0262305 # DEPENDENCYPART_TRISIBL
(29,19),(29,8),(29,3),-0.123256 # DEPENDENCYPART_TRISIBL
(29,19),(29,8),(29,1),-0.0473907 # DEPENDENCYPART_TRISIBL
(29,19),(29,8),(29,-1),-0.0117277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,6),(29,5),-0.063688 # DEPENDENCYPART_TRISIBL
(29,19),(29,6),(29,4),-0.0271833 # DEPENDENCYPART_TRISIBL
(29,19),(29,6),(29,3),-0.151764 # DEPENDENCYPART_TRISIBL
(29,19),(29,6),(29,1),-0.0257429 # DEPENDENCYPART_TRISIBL
(29,19),(29,6),(29,-1),-0.0626678 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,5),(29,4),0.0100044 # DEPENDENCYPART_TRISIBL
(29,19),(29,5),(29,3),-0.199302 # DEPENDENCYPART_TRISIBL
(29,19),(29,5),(29,1),-0.0512605 # DEPENDENCYPART_TRISIBL
(29,19),(29,5),(29,-1),0.0379083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,4),(29,3),-0.12322 # DEPENDENCYPART_TRISIBL
(29,19),(29,4),(29,1),-0.0472691 # DEPENDENCYPART_TRISIBL
(29,19),(29,4),(29,-1),-0.0188921 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,3),(29,1),-0.0232978 # DEPENDENCYPART_TRISIBL
(29,19),(29,3),(29,-1),-0.0590025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,19),(29,1),(29,-1),-0.0327441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,16),(29,15),0.0100381 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,14),-0.0745468 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,13),0.0130501 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,12),0.0228953 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,11),-0.0378968 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,10),-0.0956945 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,9),0.00731967 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,8),0.0657072 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,6),-0.0956927 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,5),-0.0378968 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,4),0.0607509 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,3),-0.0958545 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,1),-0.0123543 # DEPENDENCYPART_TRISIBL
(29,17),(29,16),(29,-1),-0.00184391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,15),(29,14),-0.0399531 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,13),-0.0320669 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,12),-0.00486248 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,11),-0.0343108 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,10),-0.114087 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,9),-0.0215758 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,8),-0.00755484 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,6),-0.114086 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,5),-0.0343108 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,4),-0.012514 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,3),-0.114234 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,1),-0.0102109 # DEPENDENCYPART_TRISIBL
(29,17),(29,15),(29,-1),-0.0858687 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,14),(29,13),-0.0374437 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,12),-0.00219166 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,11),-0.035729 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,10),-0.111492 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,9),-0.0189132 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,8),-0.0113525 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,6),-0.111491 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,5),-0.035729 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,4),-0.0162841 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,3),-0.111639 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,1),0.0320037 # DEPENDENCYPART_TRISIBL
(29,17),(29,14),(29,-1),-0.00149032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,13),(29,12),0.0228953 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,11),-0.0378968 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,10),-0.0956945 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,9),0.00731967 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,8),0.0657072 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,6),-0.0956927 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,5),-0.0378968 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,4),0.0607509 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,3),-0.0958545 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,1),-0.0123543 # DEPENDENCYPART_TRISIBL
(29,17),(29,13),(29,-1),-0.00184365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,12),(29,11),-0.0343108 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,10),-0.114121 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,9),-0.0216424 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,8),-0.00761685 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,6),-0.11412 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,5),-0.0343108 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,4),-0.012576 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,3),-0.114268 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,1),-0.0104084 # DEPENDENCYPART_TRISIBL
(29,17),(29,12),(29,-1),-0.0881219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,11),(29,10),-0.113706 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,9),-0.0214365 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,8),-0.00743285 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,6),-0.113704 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,5),-0.0343339 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,4),-0.012392 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,3),-0.113852 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,1),0.0147135 # DEPENDENCYPART_TRISIBL
(29,17),(29,11),(29,-1),0.0439779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,10),(29,9),-0.0527568 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,8),-0.0199688 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,6),-0.192686 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,5),0.00577305 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,4),-0.0249279 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,3),-0.192881 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,1),0.0556572 # DEPENDENCYPART_TRISIBL
(29,17),(29,10),(29,-1),-0.00810335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,9),(29,8),-0.00755484 # DEPENDENCYPART_TRISIBL
(29,17),(29,9),(29,6),-0.114086 # DEPENDENCYPART_TRISIBL
(29,17),(29,9),(29,5),-0.0343108 # DEPENDENCYPART_TRISIBL
(29,17),(29,9),(29,4),-0.012514 # DEPENDENCYPART_TRISIBL
(29,17),(29,9),(29,3),-0.114234 # DEPENDENCYPART_TRISIBL
(29,17),(29,9),(29,1),-0.0102338 # DEPENDENCYPART_TRISIBL
(29,17),(29,9),(29,-1),-0.0903995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,8),(29,6),-0.117615 # DEPENDENCYPART_TRISIBL
(29,17),(29,8),(29,5),-0.0343069 # DEPENDENCYPART_TRISIBL
(29,17),(29,8),(29,4),-0.000605001 # DEPENDENCYPART_TRISIBL
(29,17),(29,8),(29,3),-0.117763 # DEPENDENCYPART_TRISIBL
(29,17),(29,8),(29,1),-0.0451622 # DEPENDENCYPART_TRISIBL
(29,17),(29,8),(29,-1),0.0634935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,6),(29,5),0.00577305 # DEPENDENCYPART_TRISIBL
(29,17),(29,6),(29,4),-0.0249279 # DEPENDENCYPART_TRISIBL
(29,17),(29,6),(29,3),-0.192881 # DEPENDENCYPART_TRISIBL
(29,17),(29,6),(29,1),0.056136 # DEPENDENCYPART_TRISIBL
(29,17),(29,6),(29,-1),-0.00302129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,5),(29,4),-0.012392 # DEPENDENCYPART_TRISIBL
(29,17),(29,5),(29,3),-0.113852 # DEPENDENCYPART_TRISIBL
(29,17),(29,5),(29,1),0.0147135 # DEPENDENCYPART_TRISIBL
(29,17),(29,5),(29,-1),0.0439779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,4),(29,3),-0.117669 # DEPENDENCYPART_TRISIBL
(29,17),(29,4),(29,1),-0.0451617 # DEPENDENCYPART_TRISIBL
(29,17),(29,4),(29,-1),0.0743029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,3),(29,1),0.0689153 # DEPENDENCYPART_TRISIBL
(29,17),(29,3),(29,-1),0.00119405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,17),(29,1),(29,-1),0.00795544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,15),(29,14),-0.114356 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,13),-0.13376 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,12),0.0470165 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,11),-0.121543 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,10),-0.188786 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,9),-0.0141471 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,8),0.00996745 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,6),-0.188494 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,5),-0.121543 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,4),0.00753503 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,3),-0.188392 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,1),-0.0362655 # DEPENDENCYPART_TRISIBL
(29,16),(29,15),(29,-1),0.0432134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,14),(29,13),-0.136246 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,12),0.0646907 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,11),-0.119627 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,10),-0.208833 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,9),0.00200166 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,8),-0.00100751 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,6),-0.208467 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,5),-0.119627 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,4),-0.00300705 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,3),-0.208514 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,1),-0.0811664 # DEPENDENCYPART_TRISIBL
(29,16),(29,14),(29,-1),-0.0557132 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,13),(29,12),0.0567726 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,11),-0.135087 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,10),-0.193423 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,9),-0.0276989 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,8),0.0394004 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,6),-0.193026 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,5),-0.135087 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,4),0.0370976 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,3),-0.19111 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,1),-0.0709137 # DEPENDENCYPART_TRISIBL
(29,16),(29,13),(29,-1),-0.0643669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,12),(29,11),-0.123953 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,10),-0.19011 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,9),-0.0170494 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,8),0.00626066 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,6),-0.189818 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,5),-0.123953 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,4),0.00382824 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,3),-0.189716 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,1),-0.0184364 # DEPENDENCYPART_TRISIBL
(29,16),(29,12),(29,-1),0.0649502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,11),(29,10),-0.179573 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,9),-0.00719441 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,8),0.00141162 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,6),-0.179281 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,5),-0.114442 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,4),-0.00106439 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,3),-0.179178 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,1),-0.0766165 # DEPENDENCYPART_TRISIBL
(29,16),(29,11),(29,-1),-0.0963228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,10),(29,9),0.016776 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,8),0.00590163 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,6),-0.222831 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,5),-0.141684 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,4),0.00342859 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,3),-0.223895 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,1),-0.0952262 # DEPENDENCYPART_TRISIBL
(29,16),(29,10),(29,-1),-0.108916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,9),(29,8),0.00990786 # DEPENDENCYPART_TRISIBL
(29,16),(29,9),(29,6),-0.188579 # DEPENDENCYPART_TRISIBL
(29,16),(29,9),(29,5),-0.121529 # DEPENDENCYPART_TRISIBL
(29,16),(29,9),(29,4),0.00747545 # DEPENDENCYPART_TRISIBL
(29,16),(29,9),(29,3),-0.188476 # DEPENDENCYPART_TRISIBL
(29,16),(29,9),(29,1),-0.0378966 # DEPENDENCYPART_TRISIBL
(29,16),(29,9),(29,-1),0.0387822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,8),(29,6),-0.184274 # DEPENDENCYPART_TRISIBL
(29,16),(29,8),(29,5),-0.109814 # DEPENDENCYPART_TRISIBL
(29,16),(29,8),(29,4),0.071371 # DEPENDENCYPART_TRISIBL
(29,16),(29,8),(29,3),-0.18434 # DEPENDENCYPART_TRISIBL
(29,16),(29,8),(29,1),-0.0528071 # DEPENDENCYPART_TRISIBL
(29,16),(29,8),(29,-1),-0.0218808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,6),(29,5),-0.141684 # DEPENDENCYPART_TRISIBL
(29,16),(29,6),(29,4),0.0034308 # DEPENDENCYPART_TRISIBL
(29,16),(29,6),(29,3),-0.223893 # DEPENDENCYPART_TRISIBL
(29,16),(29,6),(29,1),-0.0952262 # DEPENDENCYPART_TRISIBL
(29,16),(29,6),(29,-1),-0.108811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,5),(29,4),-0.00106439 # DEPENDENCYPART_TRISIBL
(29,16),(29,5),(29,3),-0.179178 # DEPENDENCYPART_TRISIBL
(29,16),(29,5),(29,1),-0.0766165 # DEPENDENCYPART_TRISIBL
(29,16),(29,5),(29,-1),-0.0963228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,4),(29,3),-0.1841 # DEPENDENCYPART_TRISIBL
(29,16),(29,4),(29,1),-0.0528071 # DEPENDENCYPART_TRISIBL
(29,16),(29,4),(29,-1),-0.00796535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,3),(29,1),-0.095692 # DEPENDENCYPART_TRISIBL
(29,16),(29,3),(29,-1),-0.114726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,16),(29,1),(29,-1),-0.0514021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,14),(29,13),-0.100427 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,12),-0.131828 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,11),-0.0674201 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,10),-0.0954133 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,9),-0.111916 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,8),-0.0784278 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,6),-0.0953353 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,5),-0.0674201 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,4),-0.0769924 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,3),-0.0944501 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,1),-0.0540318 # DEPENDENCYPART_TRISIBL
(29,15),(29,14),(29,-1),-0.0249933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,13),(29,12),-0.136659 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,11),-0.067453 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,10),-0.0935952 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,9),-0.112383 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,8),-0.0907784 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,6),-0.0935172 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,5),-0.067453 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,4),-0.0894345 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,3),-0.0926364 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,1),-0.0371015 # DEPENDENCYPART_TRISIBL
(29,15),(29,13),(29,-1),-0.12293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,12),(29,11),-0.067631 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,10),-0.085179 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,9),-0.104754 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,8),-0.0825513 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,6),-0.085101 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,5),-0.067631 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,4),-0.081211 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,3),-0.084216 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,1),-0.0517227 # DEPENDENCYPART_TRISIBL
(29,15),(29,12),(29,-1),-0.114362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,11),(29,10),-0.0859419 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,9),-0.105662 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,8),-0.0837301 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,6),-0.0858639 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,5),-0.0673613 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,4),-0.0823897 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,3),-0.0849786 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,1),-0.0509142 # DEPENDENCYPART_TRISIBL
(29,15),(29,11),(29,-1),-0.071178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,10),(29,9),-0.106273 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,8),-0.0844351 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,6),-0.101755 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,5),-0.0682902 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,4),-0.0830826 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,3),-0.0981443 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,1),-0.054631 # DEPENDENCYPART_TRISIBL
(29,15),(29,10),(29,-1),-0.129158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,9),(29,8),-0.0825513 # DEPENDENCYPART_TRISIBL
(29,15),(29,9),(29,6),-0.0850969 # DEPENDENCYPART_TRISIBL
(29,15),(29,9),(29,5),-0.0675887 # DEPENDENCYPART_TRISIBL
(29,15),(29,9),(29,4),-0.081211 # DEPENDENCYPART_TRISIBL
(29,15),(29,9),(29,3),-0.0842119 # DEPENDENCYPART_TRISIBL
(29,15),(29,9),(29,1),-0.0517419 # DEPENDENCYPART_TRISIBL
(29,15),(29,9),(29,-1),-0.113377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,8),(29,6),-0.0841363 # DEPENDENCYPART_TRISIBL
(29,15),(29,8),(29,5),-0.0673684 # DEPENDENCYPART_TRISIBL
(29,15),(29,8),(29,4),-0.0812065 # DEPENDENCYPART_TRISIBL
(29,15),(29,8),(29,3),-0.083251 # DEPENDENCYPART_TRISIBL
(29,15),(29,8),(29,1),-0.0442775 # DEPENDENCYPART_TRISIBL
(29,15),(29,8),(29,-1),-0.0946331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,6),(29,5),-0.0682902 # DEPENDENCYPART_TRISIBL
(29,15),(29,6),(29,4),-0.0830826 # DEPENDENCYPART_TRISIBL
(29,15),(29,6),(29,3),-0.0981443 # DEPENDENCYPART_TRISIBL
(29,15),(29,6),(29,1),-0.054631 # DEPENDENCYPART_TRISIBL
(29,15),(29,6),(29,-1),-0.129158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,5),(29,4),-0.0823897 # DEPENDENCYPART_TRISIBL
(29,15),(29,5),(29,3),-0.0849786 # DEPENDENCYPART_TRISIBL
(29,15),(29,5),(29,1),-0.0509142 # DEPENDENCYPART_TRISIBL
(29,15),(29,5),(29,-1),-0.071178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,4),(29,3),-0.0832494 # DEPENDENCYPART_TRISIBL
(29,15),(29,4),(29,1),-0.0442775 # DEPENDENCYPART_TRISIBL
(29,15),(29,4),(29,-1),-0.0914324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(29,15),(29,3),(29,1),-0.0546359 # DEPENDENCYPART_TRISIBL
