# _root_ The `` anti-hooligan '' law , which would deprive troublemakers of cards , must be ratified by the House of Lords and is expected to become effective early next year .
#goldHeads=5,5,5,5,22,5,8,5,8,9,9,11,5,22,14,15,16,19,17,19,20,0,22,23,26,24,26,30,30,26,22,
#predictedHeads=5,5,5,5,14,5,8,5,8,9,10,11,5,0,14,15,16,19,22,19,20,17,22,23,26,24,26,30,30,26,14,
(22,15),(22,11),(22,-1),-0.00382935 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,10),(22,9),-0.201924 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,8),-0.125227 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,7),-0.0337259 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,6),0.0409049 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,5),-0.056463 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,3),-0.0306843 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,2),-0.0654836 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,1),-0.062696 # DEPENDENCYPART_TRISIBL
(22,15),(22,10),(22,-1),-0.0455223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,9),(22,8),-0.119742 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,7),-0.0636189 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,6),-0.0430831 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,5),-0.0875671 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,3),-0.027272 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,2),-0.0478208 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,1),-0.0547845 # DEPENDENCYPART_TRISIBL
(22,15),(22,9),(22,-1),-0.111883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,8),(22,7),-0.0522574 # DEPENDENCYPART_TRISIBL
(22,15),(22,8),(22,6),-0.012461 # DEPENDENCYPART_TRISIBL
(22,15),(22,8),(22,5),-0.0473404 # DEPENDENCYPART_TRISIBL
(22,15),(22,8),(22,3),-0.0285335 # DEPENDENCYPART_TRISIBL
(22,15),(22,8),(22,2),-0.0631958 # DEPENDENCYPART_TRISIBL
(22,15),(22,8),(22,1),-0.0509438 # DEPENDENCYPART_TRISIBL
(22,15),(22,8),(22,-1),-0.0776003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,7),(22,6),-0.0181118 # DEPENDENCYPART_TRISIBL
(22,15),(22,7),(22,5),-0.0365534 # DEPENDENCYPART_TRISIBL
(22,15),(22,7),(22,3),-0.0267195 # DEPENDENCYPART_TRISIBL
(22,15),(22,7),(22,2),-0.0573166 # DEPENDENCYPART_TRISIBL
(22,15),(22,7),(22,1),-0.0507139 # DEPENDENCYPART_TRISIBL
(22,15),(22,7),(22,-1),0.0606863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,6),(22,5),-0.089057 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,3),0.00965224 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,2),-0.0663215 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,1),-0.0449692 # DEPENDENCYPART_TRISIBL
(22,15),(22,6),(22,-1),-0.152911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,5),(22,3),-0.0306843 # DEPENDENCYPART_TRISIBL
(22,15),(22,5),(22,2),-0.0654837 # DEPENDENCYPART_TRISIBL
(22,15),(22,5),(22,1),-0.062696 # DEPENDENCYPART_TRISIBL
(22,15),(22,5),(22,-1),-0.0478316 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,3),(22,2),-0.0613109 # DEPENDENCYPART_TRISIBL
(22,15),(22,3),(22,1),-0.0511249 # DEPENDENCYPART_TRISIBL
(22,15),(22,3),(22,-1),-0.0414489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,2),(22,1),-0.0455137 # DEPENDENCYPART_TRISIBL
(22,15),(22,2),(22,-1),-0.0554461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,15),(22,1),(22,-1),-0.030515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,13),(22,12),-0.0813098 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,11),0.010159 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,10),-0.0813098 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,9),-0.0746219 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,8),0.00291931 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,7),-0.0681371 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,6),-0.0191859 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,5),-0.0813098 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,3),-0.0682921 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,2),-0.0192917 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,13),(22,-1),-0.0533158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,12),(22,11),-0.0215489 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,10),-0.0778991 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,9),-0.0818059 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,8),-0.0434936 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,7),-0.0681371 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,6),0.00409287 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,5),-0.0778992 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,3),-0.0679824 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,2),0.0296068 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,1),-0.067327 # DEPENDENCYPART_TRISIBL
(22,14),(22,12),(22,-1),0.0391883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,11),(22,10),-0.080923 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,9),-0.0804889 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,8),-0.0424907 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,7),-0.0681371 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,6),-0.0192832 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,5),-0.080923 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,3),-0.0677611 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,2),-0.0199396 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,11),(22,-1),-0.0188513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,10),(22,9),-0.0818059 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,8),-0.0434936 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,7),-0.0681371 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,6),0.00409287 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,5),-0.0778992 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,3),-0.0679824 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,2),0.0296068 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,1),-0.067327 # DEPENDENCYPART_TRISIBL
(22,14),(22,10),(22,-1),0.0391883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,9),(22,8),-0.0433373 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,7),-0.0695674 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,6),-0.0208434 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,5),-0.0881965 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,3),-0.0677662 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,2),-0.021345 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,9),(22,-1),-0.0671578 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,8),(22,7),-0.0681371 # DEPENDENCYPART_TRISIBL
(22,14),(22,8),(22,6),-0.0192424 # DEPENDENCYPART_TRISIBL
(22,14),(22,8),(22,5),-0.0768281 # DEPENDENCYPART_TRISIBL
(22,14),(22,8),(22,3),-0.0677594 # DEPENDENCYPART_TRISIBL
(22,14),(22,8),(22,2),-0.0255716 # DEPENDENCYPART_TRISIBL
(22,14),(22,8),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,8),(22,-1),-0.0368798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,7),(22,6),0.00346221 # DEPENDENCYPART_TRISIBL
(22,14),(22,7),(22,5),-0.0770982 # DEPENDENCYPART_TRISIBL
(22,14),(22,7),(22,3),-0.0677617 # DEPENDENCYPART_TRISIBL
(22,14),(22,7),(22,2),-0.018635 # DEPENDENCYPART_TRISIBL
(22,14),(22,7),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,7),(22,-1),-0.00780826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,6),(22,5),-0.0813098 # DEPENDENCYPART_TRISIBL
(22,14),(22,6),(22,3),-0.0682921 # DEPENDENCYPART_TRISIBL
(22,14),(22,6),(22,2),-0.0192917 # DEPENDENCYPART_TRISIBL
(22,14),(22,6),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,6),(22,-1),-0.0533158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,5),(22,3),-0.0679824 # DEPENDENCYPART_TRISIBL
(22,14),(22,5),(22,2),0.0296068 # DEPENDENCYPART_TRISIBL
(22,14),(22,5),(22,1),-0.067327 # DEPENDENCYPART_TRISIBL
(22,14),(22,5),(22,-1),0.0391883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,3),(22,2),-0.0186368 # DEPENDENCYPART_TRISIBL
(22,14),(22,3),(22,1),-0.0673084 # DEPENDENCYPART_TRISIBL
(22,14),(22,3),(22,-1),-0.00733796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,2),(22,1),-0.0673083 # DEPENDENCYPART_TRISIBL
(22,14),(22,2),(22,-1),0.00643806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,14),(22,1),(22,-1),0.0522565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,12),(22,11),-0.0745468 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,10),0.0130501 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,9),-0.0956927 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,8),-0.100493 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,7),-0.092739 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,6),0.0708464 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,5),0.0128993 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,3),0.0607509 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,2),-0.0123543 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,1),0.0228953 # DEPENDENCYPART_TRISIBL
(22,13),(22,12),(22,-1),-0.00189844 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,11),(22,10),-0.0374437 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,9),-0.111491 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,8),-0.0989215 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,7),-0.0914167 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,6),0.209455 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,5),-0.0375824 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,3),-0.0162841 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,2),0.0320037 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,1),-0.00219166 # DEPENDENCYPART_TRISIBL
(22,13),(22,11),(22,-1),-0.00149032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,10),(22,9),-0.0956927 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,8),-0.100493 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,7),-0.092739 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,6),0.0708464 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,5),0.0128993 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,3),0.0607509 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,2),-0.0123543 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,1),0.0228953 # DEPENDENCYPART_TRISIBL
(22,13),(22,10),(22,-1),-0.0018435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,9),(22,8),-0.120417 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,7),-0.0906716 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,6),0.0577152 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,5),0.0488022 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,3),-0.0249279 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,2),0.056136 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,1),-0.036994 # DEPENDENCYPART_TRISIBL
(22,13),(22,9),(22,-1),-0.00302129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,8),(22,7),-0.109287 # DEPENDENCYPART_TRISIBL
(22,13),(22,8),(22,6),0.103769 # DEPENDENCYPART_TRISIBL
(22,13),(22,8),(22,5),0.0208339 # DEPENDENCYPART_TRISIBL
(22,13),(22,8),(22,3),0.00650184 # DEPENDENCYPART_TRISIBL
(22,13),(22,8),(22,2),0.0496733 # DEPENDENCYPART_TRISIBL
(22,13),(22,8),(22,1),0.0614411 # DEPENDENCYPART_TRISIBL
(22,13),(22,8),(22,-1),-0.0559806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,7),(22,6),0.072999 # DEPENDENCYPART_TRISIBL
(22,13),(22,7),(22,5),-0.0314131 # DEPENDENCYPART_TRISIBL
(22,13),(22,7),(22,3),-0.01239 # DEPENDENCYPART_TRISIBL
(22,13),(22,7),(22,2),-0.00421794 # DEPENDENCYPART_TRISIBL
(22,13),(22,7),(22,1),-0.00467053 # DEPENDENCYPART_TRISIBL
(22,13),(22,7),(22,-1),-0.0222958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,6),(22,5),-0.0625845 # DEPENDENCYPART_TRISIBL
(22,13),(22,6),(22,3),-0.0167468 # DEPENDENCYPART_TRISIBL
(22,13),(22,6),(22,2),-0.0078465 # DEPENDENCYPART_TRISIBL
(22,13),(22,6),(22,1),-0.00541753 # DEPENDENCYPART_TRISIBL
(22,13),(22,6),(22,-1),-0.0935712 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,5),(22,3),0.0607509 # DEPENDENCYPART_TRISIBL
(22,13),(22,5),(22,2),-0.0123543 # DEPENDENCYPART_TRISIBL
(22,13),(22,5),(22,1),0.0228933 # DEPENDENCYPART_TRISIBL
(22,13),(22,5),(22,-1),-0.00225044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,3),(22,2),-0.0451617 # DEPENDENCYPART_TRISIBL
(22,13),(22,3),(22,1),0.0231797 # DEPENDENCYPART_TRISIBL
(22,13),(22,3),(22,-1),0.0745506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,2),(22,1),-0.00481481 # DEPENDENCYPART_TRISIBL
(22,13),(22,2),(22,-1),0.00795544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,13),(22,1),(22,-1),-0.0881219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,11),(22,10),-0.136152 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,9),-0.208467 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,8),-0.118643 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,7),-0.115055 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,6),-0.0991971 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,5),-0.138015 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,3),-0.00291339 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,2),-0.0811664 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,1),0.0646907 # DEPENDENCYPART_TRISIBL
(22,12),(22,11),(22,-1),-0.05089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,10),(22,9),-0.193026 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,8),-0.112749 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,7),-0.118211 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,6),-0.153436 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,5),-0.150815 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,3),0.037263 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,2),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,1),0.0572351 # DEPENDENCYPART_TRISIBL
(22,12),(22,10),(22,-1),-0.0569377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,9),(22,8),-0.125719 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,7),-0.127118 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,6),-0.113561 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,5),-0.132709 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,3),0.00352452 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,2),-0.0952262 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,1),0.0890522 # DEPENDENCYPART_TRISIBL
(22,12),(22,9),(22,-1),-0.104455 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,8),(22,7),-0.10842 # DEPENDENCYPART_TRISIBL
(22,12),(22,8),(22,6),-0.0886187 # DEPENDENCYPART_TRISIBL
(22,12),(22,8),(22,5),-0.116147 # DEPENDENCYPART_TRISIBL
(22,12),(22,8),(22,3),0.00391031 # DEPENDENCYPART_TRISIBL
(22,12),(22,8),(22,2),-0.0783961 # DEPENDENCYPART_TRISIBL
(22,12),(22,8),(22,1),0.0544215 # DEPENDENCYPART_TRISIBL
(22,12),(22,8),(22,-1),-0.0955927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,7),(22,6),-0.0889702 # DEPENDENCYPART_TRISIBL
(22,12),(22,7),(22,5),-0.110936 # DEPENDENCYPART_TRISIBL
(22,12),(22,7),(22,3),0.0053604 # DEPENDENCYPART_TRISIBL
(22,12),(22,7),(22,2),-0.0750819 # DEPENDENCYPART_TRISIBL
(22,12),(22,7),(22,1),0.0554103 # DEPENDENCYPART_TRISIBL
(22,12),(22,7),(22,-1),-0.0782442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,6),(22,5),0.115897 # DEPENDENCYPART_TRISIBL
(22,12),(22,6),(22,3),0.0359257 # DEPENDENCYPART_TRISIBL
(22,12),(22,6),(22,2),-0.098008 # DEPENDENCYPART_TRISIBL
(22,12),(22,6),(22,1),0.0386634 # DEPENDENCYPART_TRISIBL
(22,12),(22,6),(22,-1),-0.233806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,5),(22,3),0.0357691 # DEPENDENCYPART_TRISIBL
(22,12),(22,5),(22,2),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,12),(22,5),(22,1),0.0545254 # DEPENDENCYPART_TRISIBL
(22,12),(22,5),(22,-1),-0.0585907 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,3),(22,2),-0.0528071 # DEPENDENCYPART_TRISIBL
(22,12),(22,3),(22,1),0.14816 # DEPENDENCYPART_TRISIBL
(22,12),(22,3),(22,-1),-0.00360925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,2),(22,1),0.0868212 # DEPENDENCYPART_TRISIBL
(22,12),(22,2),(22,-1),-0.047046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,12),(22,1),(22,-1),0.0697089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,10),(22,9),-0.14367 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,8),-0.0875708 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,7),-0.0582072 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,6),-0.1181 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,5),-0.115545 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,3),-0.0787123 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,2),-0.052697 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,1),-0.072823 # DEPENDENCYPART_TRISIBL
(22,11),(22,10),(22,-1),-0.0619345 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,9),(22,8),-0.090376 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,7),-0.058127 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,6),-0.123273 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,5),-0.120709 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,3),-0.073308 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,2),-0.0648902 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,1),-0.0742981 # DEPENDENCYPART_TRISIBL
(22,11),(22,9),(22,-1),-0.113066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,8),(22,7),-0.056307 # DEPENDENCYPART_TRISIBL
(22,11),(22,8),(22,6),-0.107741 # DEPENDENCYPART_TRISIBL
(22,11),(22,8),(22,5),-0.108508 # DEPENDENCYPART_TRISIBL
(22,11),(22,8),(22,3),-0.0730109 # DEPENDENCYPART_TRISIBL
(22,11),(22,8),(22,2),-0.0578699 # DEPENDENCYPART_TRISIBL
(22,11),(22,8),(22,1),-0.0706166 # DEPENDENCYPART_TRISIBL
(22,11),(22,8),(22,-1),-0.123526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,7),(22,6),-0.107773 # DEPENDENCYPART_TRISIBL
(22,11),(22,7),(22,5),-0.104039 # DEPENDENCYPART_TRISIBL
(22,11),(22,7),(22,3),-0.0730109 # DEPENDENCYPART_TRISIBL
(22,11),(22,7),(22,2),-0.0565955 # DEPENDENCYPART_TRISIBL
(22,11),(22,7),(22,1),-0.0701974 # DEPENDENCYPART_TRISIBL
(22,11),(22,7),(22,-1),-0.0841071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,6),(22,5),-0.0776654 # DEPENDENCYPART_TRISIBL
(22,11),(22,6),(22,3),-0.0695838 # DEPENDENCYPART_TRISIBL
(22,11),(22,6),(22,2),-0.0616416 # DEPENDENCYPART_TRISIBL
(22,11),(22,6),(22,1),-0.0551425 # DEPENDENCYPART_TRISIBL
(22,11),(22,6),(22,-1),-0.127722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,5),(22,3),-0.0787123 # DEPENDENCYPART_TRISIBL
(22,11),(22,5),(22,2),-0.052697 # DEPENDENCYPART_TRISIBL
(22,11),(22,5),(22,1),-0.072823 # DEPENDENCYPART_TRISIBL
(22,11),(22,5),(22,-1),-0.0619518 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,3),(22,2),-0.0580052 # DEPENDENCYPART_TRISIBL
(22,11),(22,3),(22,1),-0.0877643 # DEPENDENCYPART_TRISIBL
(22,11),(22,3),(22,-1),-0.102701 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,2),(22,1),-0.0736197 # DEPENDENCYPART_TRISIBL
(22,11),(22,2),(22,-1),-0.117482 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,11),(22,1),(22,-1),-0.0657614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,9),(22,8),-0.125719 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,7),-0.127118 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,6),-0.113561 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,5),-0.132709 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,3),0.00352452 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,2),-0.0952262 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,1),0.0890522 # DEPENDENCYPART_TRISIBL
(22,10),(22,9),(22,-1),-0.104443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,8),(22,7),-0.10842 # DEPENDENCYPART_TRISIBL
(22,10),(22,8),(22,6),-0.0886187 # DEPENDENCYPART_TRISIBL
(22,10),(22,8),(22,5),-0.116147 # DEPENDENCYPART_TRISIBL
(22,10),(22,8),(22,3),0.00391031 # DEPENDENCYPART_TRISIBL
(22,10),(22,8),(22,2),-0.0783961 # DEPENDENCYPART_TRISIBL
(22,10),(22,8),(22,1),0.0544215 # DEPENDENCYPART_TRISIBL
(22,10),(22,8),(22,-1),-0.0955809 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,7),(22,6),-0.0889702 # DEPENDENCYPART_TRISIBL
(22,10),(22,7),(22,5),-0.110936 # DEPENDENCYPART_TRISIBL
(22,10),(22,7),(22,3),0.0053604 # DEPENDENCYPART_TRISIBL
(22,10),(22,7),(22,2),-0.0750819 # DEPENDENCYPART_TRISIBL
(22,10),(22,7),(22,1),0.0554103 # DEPENDENCYPART_TRISIBL
(22,10),(22,7),(22,-1),-0.0782324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,6),(22,5),0.115897 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,3),0.0359257 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,2),-0.098008 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,1),0.0386634 # DEPENDENCYPART_TRISIBL
(22,10),(22,6),(22,-1),-0.233794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,5),(22,3),0.0357691 # DEPENDENCYPART_TRISIBL
(22,10),(22,5),(22,2),-0.0709137 # DEPENDENCYPART_TRISIBL
(22,10),(22,5),(22,1),0.0545254 # DEPENDENCYPART_TRISIBL
(22,10),(22,5),(22,-1),-0.0585789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,3),(22,2),-0.0528071 # DEPENDENCYPART_TRISIBL
(22,10),(22,3),(22,1),0.14816 # DEPENDENCYPART_TRISIBL
(22,10),(22,3),(22,-1),-0.00359749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,10),(22,2),(22,1),0.0868212 # DEPENDENCYPART_TRISIBL
(22,10),(22,2),(22,-1),-0.0470342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
