# _root_ The company 's conduct `` does not even raise a question of wrongful corporate intent , ratification or cover-up , '' GE 's brief asserts .
#goldHeads=2,4,2,6,6,25,6,6,6,11,9,11,18,18,18,18,18,12,18,25,25,24,22,25,0,25,
#predictedHeads=2,4,2,6,6,25,6,6,6,11,9,11,15,15,18,18,18,12,18,25,25,24,22,25,0,25,
(12,12),(12,13),(12,22),-0.061717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),-0.0615699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,25),-0.0376884 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,27),0.075637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.0625757 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,16),-0.0813784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.0655736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.119243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,19),-0.0627162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,21),-0.146015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,22),-0.0642298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.0640826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,25),-0.0380554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,27),0.0750106 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,16),0.0746988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,17),-0.113736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,18),-0.197627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,19),-0.109424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,21),-0.145879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,22),-0.110902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,24),-0.110754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,25),-0.12493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,27),0.331612 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,16),(12,17),-0.133401 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,18),-0.112575 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,19),-0.130544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,21),-0.139207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,22),-0.132199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,24),-0.13191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,25),-0.121878 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,16),(12,27),-0.21382 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,18),-0.197627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,19),-0.109424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,21),-0.145879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,22),-0.110902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,24),-0.110754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,25),-0.124917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,27),0.326967 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,19),-0.0929576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,21),-0.149407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,22),-0.0944711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,24),-0.0943239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,25),-0.0946397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,27),0.188787 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,19),(12,21),-0.145914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,22),-0.110952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,24),-0.110805 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,25),-0.124917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,19),(12,27),0.3231 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,21),(12,22),-0.0248561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,24),-0.0247073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,25),-0.108879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,21),(12,27),-0.0346484 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,22),(12,24),-0.110949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,25),-0.124928 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,22),(12,27),0.323844 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,24),(12,25),-0.124917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,24),(12,27),0.323833 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,25),(12,27),0.134288 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),-0.071225 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,16),-0.0542519 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),-0.071225 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),-0.0704501 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,19),-0.071225 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,21),-0.0783236 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,22),-0.071225 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),-0.071225 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,25),-0.0707588 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,27),-0.0990752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,16),-0.0480037 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,17),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),-0.0748423 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,19),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,21),-0.0809129 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,22),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.0663677 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,27),-0.0747183 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,16),(12,17),-0.0859617 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,18),-0.0811311 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,19),-0.0859617 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,21),-0.0662218 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,22),-0.0859617 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,24),-0.0859617 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,25),-0.0453354 # DEPENDENCYPART_TRISIBL
(12,13),(12,16),(12,27),-0.103685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),-0.0748423 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,19),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,21),-0.0809129 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,22),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,25),-0.0663677 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,27),-0.0747182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,19),-0.0760996 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,21),-0.0729486 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,22),-0.0760996 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,24),-0.0760996 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,25),-0.070774 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,27),-0.0931129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,19),(12,21),-0.0809129 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,22),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,24),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,25),-0.0663677 # DEPENDENCYPART_TRISIBL
(12,13),(12,19),(12,27),-0.0747182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,21),(12,22),-0.0799281 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,24),-0.0799281 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,25),-0.060002 # DEPENDENCYPART_TRISIBL
(12,13),(12,21),(12,27),-0.0548243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,22),(12,24),-0.0686596 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,25),-0.0663677 # DEPENDENCYPART_TRISIBL
(12,13),(12,22),(12,27),-0.0747182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,24),(12,25),-0.0663677 # DEPENDENCYPART_TRISIBL
(12,13),(12,24),(12,27),-0.0747182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,25),(12,27),-0.0861432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,16),-0.0480037 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,17),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),-0.0748841 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,19),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,21),-0.0809129 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,22),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,25),-0.066402 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,27),-0.0797378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,16),(12,17),-0.0869045 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,18),-0.0811535 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,19),-0.0869045 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,21),-0.0662218 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,22),-0.0869045 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,24),-0.0869045 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,25),-0.0453526 # DEPENDENCYPART_TRISIBL
(12,14),(12,16),(12,27),-0.106402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),-0.0748841 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,19),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,21),-0.0809129 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,22),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,25),-0.066402 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,27),-0.0797377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,19),-0.0770531 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,21),-0.0729486 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,22),-0.0770531 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,24),-0.0770531 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,25),-0.0707912 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,27),-0.0958298 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,19),(12,21),-0.0809129 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,22),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,24),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,25),-0.066402 # DEPENDENCYPART_TRISIBL
(12,14),(12,19),(12,27),-0.0797377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,21),(12,22),-0.0808709 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,24),-0.0808709 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,25),-0.0600192 # DEPENDENCYPART_TRISIBL
(12,14),(12,21),(12,27),-0.0575408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,22),(12,24),-0.0705314 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,25),-0.066402 # DEPENDENCYPART_TRISIBL
(12,14),(12,22),(12,27),-0.0797377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,24),(12,25),-0.066402 # DEPENDENCYPART_TRISIBL
(12,14),(12,24),(12,27),-0.0797377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,25),(12,27),-0.0892598 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.178854 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.122885 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),-0.178886 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.0155623 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),-0.17885 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,24),-0.17885 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,25),-0.0103994 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,27),-0.0176582 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.147824 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,19),-0.143629 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,21),-0.064966 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),-0.143593 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),-0.143593 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,25),-0.0596141 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,27),-0.0915918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,19),-0.149319 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,21),-0.0639879 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,22),-0.149283 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,24),-0.149283 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,25),-0.0627604 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,27),-0.16213 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,21),-0.0649713 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,22),-0.143593 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,24),-0.143593 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,25),-0.0596141 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,27),-0.0916228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,21),(12,22),-0.124587 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,24),-0.124587 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,25),-0.0626651 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,27),0.0102101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,22),(12,24),-0.143593 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,25),-0.0596141 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,27),-0.0915922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,24),(12,25),-0.0596141 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,27),-0.0915918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,25),(12,27),-0.105591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.0833929 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,19),-0.0918293 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.0966619 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),-0.0918293 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),-0.0918293 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,25),-0.0566671 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,27),-0.162188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,19),-0.0665317 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,21),-0.0979298 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),-0.0665317 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,24),-0.0665317 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,25),-0.051546 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,27),-0.159164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,21),-0.0966619 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,22),-0.0918293 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,24),-0.0918293 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,25),-0.0566671 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,27),-0.162189 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.00921292 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,24),-0.00921292 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,25),-0.0103596 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,27),-0.114005 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,24),-0.0918295 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,25),-0.0566671 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,27),-0.162331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,24),(12,25),-0.0566671 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,27),-0.162188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,25),(12,27),-0.106947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,19),-0.149316 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,21),-0.0639867 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.149281 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),-0.149281 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,25),-0.0627597 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,27),-0.173341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,21),-0.06497 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,22),-0.14359 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,24),-0.14359 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,25),-0.0596135 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,27),-0.102833 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.124585 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,24),-0.124585 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,25),-0.0626644 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,27),-0.000998876 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,24),-0.14359 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,25),-0.0596135 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,27),-0.102803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,25),-0.0596135 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,27),-0.102802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,25),(12,27),-0.116639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,19),(12,21),-0.0287851 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,22),-0.0899183 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,24),-0.0899183 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,25),-0.0515958 # DEPENDENCYPART_TRISIBL
(12,18),(12,19),(12,27),-0.177663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,21),(12,22),-0.0839474 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,24),-0.0839474 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,25),-0.0573071 # DEPENDENCYPART_TRISIBL
(12,18),(12,21),(12,27),-0.13408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,22),(12,24),-0.0899183 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,25),-0.0515958 # DEPENDENCYPART_TRISIBL
(12,18),(12,22),(12,27),-0.177663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,24),(12,25),-0.0515958 # DEPENDENCYPART_TRISIBL
(12,18),(12,24),(12,27),-0.177663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,18),(12,25),(12,27),-0.131443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,21),(12,22),-0.121544 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,24),-0.121544 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,25),-0.0626652 # DEPENDENCYPART_TRISIBL
(12,19),(12,21),(12,27),-1.91238e-05 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,22),(12,24),-0.14207 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,25),-0.0596138 # DEPENDENCYPART_TRISIBL
(12,19),(12,22),(12,27),-0.101858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,24),(12,25),-0.0596138 # DEPENDENCYPART_TRISIBL
(12,19),(12,24),(12,27),-0.101858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,19),(12,25),(12,27),-0.115645 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,22),(12,24),-0.0583985 # DEPENDENCYPART_TRISIBL
(12,21),(12,22),(12,25),-0.0750412 # DEPENDENCYPART_TRISIBL
(12,21),(12,22),(12,27),-0.0269857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,24),(12,25),-0.0750412 # DEPENDENCYPART_TRISIBL
(12,21),(12,24),(12,27),-0.0269841 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,21),(12,25),(12,27),-0.083891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,24),(12,25),-0.059644 # DEPENDENCYPART_TRISIBL
(12,22),(12,24),(12,27),-0.10209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,22),(12,25),(12,27),-0.115755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,24),(12,25),(12,27),-0.11558 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,12),(12,10),(12,-1),-0.262692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,24),-0.135402 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,27),-0.0447917 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,24),(13,27),-0.139827 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,24),(13,27),-0.112942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,11),-0.0570294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,8),-0.154498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,7),-0.0926945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,4),-0.0528855 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,12),(13,-1),-0.168977 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,11),(13,8),-0.135378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,7),-0.102018 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,4),-0.104262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,11),(13,-1),-0.115154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,8),(13,7),-0.143169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,4),-0.0518922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,8),(13,-1),-0.195318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,7),(13,4),-0.0692871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,7),(13,-1),-0.226335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,4),(13,-1),-0.107861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,11),(13,8),-0.065 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,7),-0.0705241 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,4),-0.081434 # DEPENDENCYPART_TRISIBL
(13,12),(13,11),(13,-1),-0.111026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,8),(13,7),-0.0624152 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,4),-0.0936677 # DEPENDENCYPART_TRISIBL
(13,12),(13,8),(13,-1),-0.0431627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,12),(13,7),(13,4),-0.093115 # DEPENDENCYPART_TRISIBL
(13,12),(13,7),(13,-1),-0.0789462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
