# _root_ Two old friends , George Bush and Deng Xiaoping , are trying to limit further damage to U.S.-China ties .
#goldHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
#predictedHeads=3,3,11,3,6,7,3,9,7,3,0,11,14,12,16,14,16,19,17,11,
(9,3),(9,2),(9,-1),-0.0835305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.0635585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.0332789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.0700463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,16),-0.0435859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.0635585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,19),-0.0433254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,20),0.0457948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),0.0816799 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.108448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.0657603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,16),-0.0342561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.115055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),-0.0339952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,20),-0.0945945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.0263877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.0700463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,16),-0.0447488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,17),-0.063558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,19),-0.0444883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,20),0.051607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),0.0740444 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,16),-0.041027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,17),-0.00271536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.0407673 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,20),0.00127756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),0.0301025 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,16),(11,17),0.060303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,19),-0.0347152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,20),0.0250433 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,16),(11,21),0.0357306 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,19),-0.0339952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,20),-0.0945945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,21),-0.0263877 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,20),0.025209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,19),(11,21),0.0444189 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,20),(11,21),-0.124514 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.107316 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0675086 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,16),-0.0707301 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.0688384 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),-0.0707273 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.0856051 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.122917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0717705 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,16),-0.0767337 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,17),-0.0699635 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),-0.0767309 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.130439 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.073255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,16),-0.0711119 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,17),-0.0701899 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),-0.071109 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,20),-0.0663158 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,21),-0.093591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,16),(11,17),-0.0779201 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,19),-0.0851314 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,20),-0.0334185 # DEPENDENCYPART_TRISIBL
(11,12),(11,16),(11,21),-0.0746519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,19),-0.0707273 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.0856051 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.122917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,19),(11,20),-0.0334135 # DEPENDENCYPART_TRISIBL
(11,12),(11,19),(11,21),-0.0746463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,20),(11,21),0.00224881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,15),-0.0839044 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,16),-0.0719724 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,17),-0.0843899 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,19),-0.0719599 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.082391 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),-0.0604227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,15),(11,16),-0.0754532 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,17),-0.0824151 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,19),-0.0754469 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,20),-0.085017 # DEPENDENCYPART_TRISIBL
(11,13),(11,15),(11,21),-0.0829197 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,16),(11,17),-0.0876286 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,19),-0.0790829 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,20),-0.0386599 # DEPENDENCYPART_TRISIBL
(11,13),(11,16),(11,21),-0.0539396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,19),-0.0905728 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.0944827 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),-0.0851286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,19),(11,20),-0.0386599 # DEPENDENCYPART_TRISIBL
(11,13),(11,19),(11,21),-0.0539396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,20),(11,21),-0.0234574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,15),(11,16),-0.0718825 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,17),-0.0701879 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,19),-0.0718796 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,20),-0.0651722 # DEPENDENCYPART_TRISIBL
(11,14),(11,15),(11,21),-0.0839019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,16),(11,17),-0.0779181 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,19),-0.0859072 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,20),-0.0322702 # DEPENDENCYPART_TRISIBL
(11,14),(11,16),(11,21),-0.0661184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,19),-0.0714978 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.0844615 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.113223 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,19),(11,20),-0.0322652 # DEPENDENCYPART_TRISIBL
(11,14),(11,19),(11,21),-0.0661128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,20),(11,21),0.0147718 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,16),(11,17),-0.0253678 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,19),-0.102995 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,20),-0.0683006 # DEPENDENCYPART_TRISIBL
(11,15),(11,16),(11,21),-0.0528588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,17),(11,19),-0.109759 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,20),0.0115394 # DEPENDENCYPART_TRISIBL
(11,15),(11,17),(11,21),-0.119495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,19),(11,20),-0.0683006 # DEPENDENCYPART_TRISIBL
(11,15),(11,19),(11,21),-0.0528589 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,15),(11,20),(11,21),-0.0377429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,17),(11,19),-0.121756 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,20),-0.0723224 # DEPENDENCYPART_TRISIBL
(11,16),(11,17),(11,21),-0.0724228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,19),(11,20),-0.0570516 # DEPENDENCYPART_TRISIBL
(11,16),(11,19),(11,21),-0.0412839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,16),(11,20),(11,21),0.00458115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,19),(11,20),-0.0386599 # DEPENDENCYPART_TRISIBL
(11,17),(11,19),(11,21),-0.0539396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,20),(11,21),-0.0234574 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,19),(11,20),(11,21),0.000527573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.205755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.205047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.132096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.217539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.205893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.177499 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.206464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.210836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.138169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.287564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.066125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.091356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.0792452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.0670963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),0.0950839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.0675408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.186231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.166184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),0.0742657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.091356 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.0792495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.0671005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),0.0952589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.0675451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.186231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),-0.166184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),0.0723932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.111423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.0998416 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,4),0.157753 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,3),-0.100411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,2),-0.11429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,1),-0.115066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,-1),-0.00120575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,6),(11,5),-0.0713251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,4),0.0986926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,3),-0.0717696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,2),-0.186231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,1),-0.166695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,6),(11,-1),0.0850159 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,5),(11,4),0.0950813 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,3),-0.0666857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,2),-0.186231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,1),-0.166184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,5),(11,-1),0.0757222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,4),(11,3),-0.206464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,2),-0.210836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,1),-0.138169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,4),(11,-1),-0.287564 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,3),(11,2),-0.186231 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,1),-0.166184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,3),(11,-1),0.0679454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,2),(11,1),-0.140542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,2),(11,-1),-0.0379353 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,1),(11,-1),-0.0681219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,9),(11,8),-0.138796 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,7),-0.0289012 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,6),-0.139932 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,5),-0.138796 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,4),0.0913404 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,3),-0.138796 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,2),6.75273e-05 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,1),-0.0783161 # DEPENDENCYPART_TRISIBL
(11,10),(11,9),(11,-1),0.0239756 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,8),(11,7),-0.0289012 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,6),-0.139932 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,5),-0.138796 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,4),0.0913101 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,3),-0.138796 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,2),6.75273e-05 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,1),-0.0783161 # DEPENDENCYPART_TRISIBL
(11,10),(11,8),(11,-1),0.0239667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,7),(11,6),-0.141678 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,5),-0.140543 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,4),0.228874 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,3),-0.140542 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,2),-0.0375461 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,1),-0.0706048 # DEPENDENCYPART_TRISIBL
(11,10),(11,7),(11,-1),-0.0153671 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,6),(11,5),-0.138799 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,4),0.091292 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,3),-0.138799 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,2),6.75273e-05 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,1),-0.0783161 # DEPENDENCYPART_TRISIBL
(11,10),(11,6),(11,-1),0.0237532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,5),(11,4),0.0913404 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,3),-0.138796 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,2),6.75273e-05 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,1),-0.0783161 # DEPENDENCYPART_TRISIBL
(11,10),(11,5),(11,-1),0.0239755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,4),(11,3),-0.20548 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,2),-0.0381332 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,1),-0.070328 # DEPENDENCYPART_TRISIBL
(11,10),(11,4),(11,-1),-0.122178 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,3),(11,2),6.75273e-05 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,1),-0.0783161 # DEPENDENCYPART_TRISIBL
(11,10),(11,3),(11,-1),0.023975 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,2),(11,1),-0.0712409 # DEPENDENCYPART_TRISIBL
(11,10),(11,2),(11,-1),0.00255025 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,10),(11,1),(11,-1),-0.059191 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,8),(11,7),-0.142524 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,6),-0.2329 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,5),-0.234338 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,4),-0.0200034 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,3),-0.234122 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,2),-0.031009 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,1),-0.0570673 # DEPENDENCYPART_TRISIBL
(11,9),(11,8),(11,-1),-0.106429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,7),(11,6),-0.173231 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,5),-0.174185 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,4),-0.0184355 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,3),-0.174077 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,2),-0.0264274 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,1),-0.0733334 # DEPENDENCYPART_TRISIBL
(11,9),(11,7),(11,-1),-0.0758577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,6),(11,5),-0.237687 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,4),-0.0222107 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,3),-0.237471 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,2),-0.031009 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,1),-0.0545845 # DEPENDENCYPART_TRISIBL
(11,9),(11,6),(11,-1),-0.104098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,5),(11,4),-0.0200034 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,3),-0.234327 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,2),-0.0310214 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,1),-0.0570673 # DEPENDENCYPART_TRISIBL
(11,9),(11,5),(11,-1),-0.107579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,4),(11,3),-0.257405 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,2),0.0326531 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,1),-0.106388 # DEPENDENCYPART_TRISIBL
(11,9),(11,4),(11,-1),-0.155054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,3),(11,2),-0.031009 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,1),-0.0570673 # DEPENDENCYPART_TRISIBL
(11,9),(11,3),(11,-1),-0.106429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,2),(11,1),-0.0502641 # DEPENDENCYPART_TRISIBL
(11,9),(11,2),(11,-1),-0.0744441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,9),(11,1),(11,-1),-0.0998003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,7),(11,6),-0.173373 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,5),-0.174327 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,4),-0.0184355 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,3),-0.174219 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,2),-0.0264275 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,1),-0.0733334 # DEPENDENCYPART_TRISIBL
(11,8),(11,7),(11,-1),-0.0761853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,6),(11,5),-0.237829 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,4),-0.0222107 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,3),-0.237613 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,2),-0.0310093 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,1),-0.0545845 # DEPENDENCYPART_TRISIBL
(11,8),(11,6),(11,-1),-0.104429 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,5),(11,4),-0.0200034 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,3),-0.234469 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,2),-0.0310217 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,1),-0.0570673 # DEPENDENCYPART_TRISIBL
(11,8),(11,5),(11,-1),-0.10791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,4),(11,3),-0.257662 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,2),0.0326529 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,1),-0.106388 # DEPENDENCYPART_TRISIBL
(11,8),(11,4),(11,-1),-0.155382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,3),(11,2),-0.0310093 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,1),-0.0570673 # DEPENDENCYPART_TRISIBL
(11,8),(11,3),(11,-1),-0.10676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,2),(11,1),-0.0502641 # DEPENDENCYPART_TRISIBL
(11,8),(11,2),(11,-1),-0.0747716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,8),(11,1),(11,-1),-0.100128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,6),(11,5),-0.116707 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,4),-0.0480452 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,3),-0.116707 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,2),-0.0634234 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,1),-0.0741562 # DEPENDENCYPART_TRISIBL
(11,7),(11,6),(11,-1),-0.10835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,5),(11,4),-0.0480452 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,3),-0.116707 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,2),-0.0634234 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,1),-0.0741562 # DEPENDENCYPART_TRISIBL
(11,7),(11,5),(11,-1),-0.108349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,4),(11,3),-0.060318 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,2),-0.109429 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,1),-0.0810291 # DEPENDENCYPART_TRISIBL
(11,7),(11,4),(11,-1),-0.132549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,3),(11,2),-0.0634234 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,1),-0.0741562 # DEPENDENCYPART_TRISIBL
(11,7),(11,3),(11,-1),-0.108349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,7),(11,2),(11,1),-0.0658735 # DEPENDENCYPART_TRISIBL
(11,7),(11,2),(11,-1),-0.0921243 # DEPENDENCYPART_TRISIBL_LAST_SIBS
