# _root_ `` We are still only half way through the turnaround of this company , and there are many more things to do , '' President Kume says .
#goldHeads=27,3,15,3,7,7,8,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
#predictedHeads=27,3,15,3,7,7,3,3,10,8,10,13,11,15,27,17,15,19,20,17,22,20,27,27,26,27,0,27,
(8,11),(8,13),(8,15),-0.0807298 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,29),0.130828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,29),0.0353143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,29),-0.15972 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.160056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.101279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.127042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0310988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.264047 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,-1),-0.159226 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.0777584 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.183932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,-1),-0.185902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,-1),-0.0601999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,11),(9,29),-0.138347 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,11),(10,12),-0.16161 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.0642074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.0434055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.153096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.13429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.0669996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,20),-0.119053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,22),-0.132702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,23),-0.0434055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,24),-0.20057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,27),-0.136017 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,28),-0.178568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,29),-0.0341128 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.135997 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.131515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.11587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.146181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.112972 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,20),-0.194576 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,22),-0.149628 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,23),-0.131515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,24),-0.148644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,27),-0.144666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,28),-0.152532 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,29),-0.133597 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.120925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.125047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.106611 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.072112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,20),-0.0923322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,22),-0.106029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,23),-0.120925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,24),-0.149556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,27),-0.10503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,28),-0.125063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,29),-0.0874954 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0506215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),-0.157652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.139825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,20),-0.0834826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,22),-0.172479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,23),-0.270869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,24),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,27),-0.17676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,28),-0.227659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,29),-0.718786 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,17),-0.0561252 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),-0.0924669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,20),-0.123189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,22),-0.0598485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,23),-0.129676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,24),-0.157711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,27),-0.0592403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,28),-0.0114344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,29),-0.0696616 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,18),-0.0532764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,20),-0.150852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,22),-0.0924949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,23),-0.0405771 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,24),-0.105343 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,27),-0.0825013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,28),-0.0677786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,29),-0.0960847 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,20),-0.136822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,22),-0.135181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,23),-0.113233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,24),-0.180864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,27),-0.131629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,28),-0.150742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,29),-0.0979326 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,20),(10,22),-0.104052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,23),-0.11672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,24),-0.151167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,27),-0.103052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,28),-0.115259 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,20),(10,29),-0.0925617 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,22),(10,23),-0.0392115 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,24),-0.105799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,27),-0.0712649 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,28),-0.102446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,22),(10,29),-0.0796409 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,23),(10,24),-0.0435119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,27),-0.17676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,28),-0.227659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,29),-0.718786 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,24),(10,27),-0.128182 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,24),(10,28),-0.160816 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,24),(10,29),-0.152412 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,27),(10,28),-0.0749518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,27),(10,29),-0.0954682 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,28),(10,29),-0.186289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.043132 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0409585 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.080956 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0857518 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.0825595 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,20),-0.033318 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,22),-0.0643903 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,23),-0.0409585 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,24),-0.0998477 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,27),-0.0612308 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,28),-0.121358 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,29),-0.124692 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0785513 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.0824539 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0874441 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.0944155 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,20),-0.0309036 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,22),-0.064618 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,23),-0.0785513 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,24),-0.109528 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,27),-0.0585309 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,28),-0.114631 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,29),-0.0199651 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0162961 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),0.014885 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0770691 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,20),0.134817 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,22),0.0480716 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,23),-0.071065 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,24),-0.169814 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,27),0.0441038 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,28),-0.133984 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,29),-0.217897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,17),-0.0932661 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0879756 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,20),-0.0434534 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,22),-0.0717066 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,23),-0.0563652 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,24),-0.105136 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,27),-0.0686611 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,28),-0.134042 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,29),-0.0816993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,18),-0.0882852 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,20),-0.0287335 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,22),-0.102445 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,23),-0.0786812 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,24),-0.108066 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,27),-0.0993243 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,28),-0.153391 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,29),-0.0292583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,20),-0.0451388 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,22),-0.0836415 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,23),-0.0398448 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,24),-0.100533 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,27),-0.079633 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,28),-0.106566 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,29),-0.0956272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,20),(10,22),-0.064228 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,23),-0.0782197 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,24),-0.109528 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,27),-0.0581408 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,28),-0.113914 # DEPENDENCYPART_TRISIBL
(10,11),(10,20),(10,29),-0.0142951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,22),(10,23),-0.0775256 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,24),-0.108063 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,27),-0.0979123 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,28),-0.145517 # DEPENDENCYPART_TRISIBL
(10,11),(10,22),(10,29),-0.0283329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,23),(10,24),-0.169814 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,27),0.0441038 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,28),-0.133984 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,29),-0.217897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,24),(10,27),-0.0177651 # DEPENDENCYPART_TRISIBL
(10,11),(10,24),(10,28),-0.123741 # DEPENDENCYPART_TRISIBL
(10,11),(10,24),(10,29),-0.0972782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,27),(10,28),-0.148149 # DEPENDENCYPART_TRISIBL
(10,11),(10,27),(10,29),-0.0460575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,28),(10,29),-0.0640151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),-0.0792501 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0742128 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.0941583 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),-0.063233 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,20),-0.0703341 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,22),-0.0940619 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,23),-0.0792501 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,24),-0.0634488 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,27),-0.0938278 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,28),-0.0125589 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,29),-0.145955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0639768 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.117134 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.0567797 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,20),-0.0686348 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,22),-0.116828 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,23),-0.0739136 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,24),-0.069494 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,27),-0.116906 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,28),-0.0348984 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,29),-0.11858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,17),-0.0898446 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.0639156 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,20),-0.0627407 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,22),-0.0896259 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,23),-0.0754699 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,24),-0.0625596 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,27),-0.0895202 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,28),-0.0304087 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,29),-0.137378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,18),-0.0624828 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,20),-0.0646586 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,22),-0.0909884 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,23),-0.0821205 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,24),-0.0631751 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,27),-0.0908929 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,28),-0.0135526 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,29),-0.138538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,20),-0.0528214 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,22),-0.0940633 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,23),-0.0707499 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,24),-0.0627389 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,27),-0.0939588 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,28),-0.0425804 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,29),-0.126076 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,20),(10,22),-0.0940518 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,23),-0.0792502 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,24),-0.0634488 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,27),-0.0938176 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,28),-0.0126307 # DEPENDENCYPART_TRISIBL
(10,12),(10,20),(10,29),-0.147279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,22),(10,23),-0.0815876 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,24),-0.0631751 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,27),-0.0907822 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,28),-0.0149251 # DEPENDENCYPART_TRISIBL
(10,12),(10,22),(10,29),-0.138239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,23),(10,24),-0.069494 # DEPENDENCYPART_TRISIBL
(10,12),(10,23),(10,27),-0.116906 # DEPENDENCYPART_TRISIBL
(10,12),(10,23),(10,28),-0.0348984 # DEPENDENCYPART_TRISIBL
(10,12),(10,23),(10,29),-0.11858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,24),(10,27),-0.0891239 # DEPENDENCYPART_TRISIBL
(10,12),(10,24),(10,28),-0.0330417 # DEPENDENCYPART_TRISIBL
(10,12),(10,24),(10,29),-0.119607 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,27),(10,28),-0.012326 # DEPENDENCYPART_TRISIBL
(10,12),(10,27),(10,29),-0.137228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,28),(10,29),-0.129533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),-0.133369 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.0915944 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),-0.0148154 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,20),-0.0688574 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,22),-0.0924371 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,23),-0.0849996 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,24),0.0925306 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,27),-0.115637 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,28),-0.0945629 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,29),-0.0163142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,17),-0.0814223 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),-0.0553146 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,20),-0.0862871 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,22),-0.0827268 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,23),-0.0531822 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,24),-0.0250197 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,27),-0.0994277 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,28),-0.0879676 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,29),-0.171966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,18),-0.0505889 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,20),-0.0773108 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,22),-0.0810529 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,23),-0.0305902 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,24),-0.0348061 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,27),-0.0977694 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,28),-0.088838 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,29),-0.122908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,20),-0.0798913 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,22),-0.0775949 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,23),-0.0327669 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,24),-0.0173032 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,27),-0.0931453 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,28),-0.0849848 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,29),-0.0695796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,20),(10,22),-0.0776157 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,23),-0.0499387 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,24),-0.0352932 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,27),-0.0942557 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,28),-0.0781312 # DEPENDENCYPART_TRISIBL
(10,13),(10,20),(10,29),-0.100202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,22),(10,23),-0.0283801 # DEPENDENCYPART_TRISIBL
(10,13),(10,22),(10,24),-0.0347823 # DEPENDENCYPART_TRISIBL
(10,13),(10,22),(10,27),-0.0952184 # DEPENDENCYPART_TRISIBL
(10,13),(10,22),(10,28),-0.0753102 # DEPENDENCYPART_TRISIBL
(10,13),(10,22),(10,29),-0.128254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,23),(10,24),0.0925306 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,27),-0.115637 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,28),-0.0945629 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,29),-0.0163142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,24),(10,27),-0.0980149 # DEPENDENCYPART_TRISIBL
(10,13),(10,24),(10,28),-0.084103 # DEPENDENCYPART_TRISIBL
(10,13),(10,24),(10,29),-0.0849334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,27),(10,28),-0.0810299 # DEPENDENCYPART_TRISIBL
(10,13),(10,27),(10,29),-0.121528 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,28),(10,29),-0.02044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,17),-0.0567536 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,18),-0.0532277 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,20),-0.0219 # DEPENDENCYPART_TRISIBL
