# _root_ Terms for the venture , which would be jointly owned by both companies , were n't disclosed .
#goldHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
#predictedHeads=15,1,4,2,4,7,4,7,10,8,10,13,11,4,0,15,15,15,
(7,7),(7,6),(7,2),-0.173626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,1),-0.0849812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,6),(7,-1),0.0702264 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,4),-0.111923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,2),-0.141371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,1),-0.099984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,5),(7,-1),-0.329812 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,4),(7,2),-0.107275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,1),-0.0751691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,4),(7,-1),0.0951116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,2),(7,1),0.0139944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,2),(7,-1),-0.167624 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,1),(7,-1),0.0915752 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,5),(7,4),-0.164825 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,2),-0.0869432 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,1),-0.164825 # DEPENDENCYPART_TRISIBL
(7,6),(7,5),(7,-1),-0.190244 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,4),(7,2),-0.110161 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,1),-0.129791 # DEPENDENCYPART_TRISIBL
(7,6),(7,4),(7,-1),-0.179087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,2),(7,1),-0.128094 # DEPENDENCYPART_TRISIBL
(7,6),(7,2),(7,-1),-0.171888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,6),(7,1),(7,-1),-0.179087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,4),(7,2),-0.162509 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,1),-0.109436 # DEPENDENCYPART_TRISIBL
(7,5),(7,4),(7,-1),0.0271074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,2),(7,1),-0.13332 # DEPENDENCYPART_TRISIBL
(7,5),(7,2),(7,-1),-0.0667462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,5),(7,1),(7,-1),0.025743 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,2),(7,1),-0.251434 # DEPENDENCYPART_TRISIBL
(7,4),(7,2),(7,-1),0.0259982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,4),(7,1),(7,-1),-0.130252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,2),(7,1),(7,-1),-0.117829 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.0488024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,11),0.00729335 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.061227 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),-0.0590865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.0858497 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.0549248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.0630153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,17),-0.0481047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.034011 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),0.0088642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.0106467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.0928676 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.0453159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),0.00727067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0140314 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0443336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,17),-0.0120614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),0.0263297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),0.103827 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.0820637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.0619443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.0771319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.079595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,16),-0.046656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,17),-0.0607663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.141316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.0801322 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.095558 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.0911538 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.0737967 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.0295153 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,17),-0.0704382 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.0761237 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.011211 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),0.0335301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),0.0241847 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),0.0243028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,17),0.0240522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.0174201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),0.0447981 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),-0.153363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,16),-0.203658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,17),-0.156463 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.0825003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.132931 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,16),-0.0456736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,17),-0.0192869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,18),0.0148857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),0.0922247 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,16),(8,17),0.00791485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,18),-0.0648404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,16),(8,19),0.0113321 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,17),(8,18),0.018181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,17),(8,19),0.112293 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.112218 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.102117 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0798461 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.150513 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0568532 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.129454 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,16),-0.135146 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,17),-0.12694 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.0150041 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.00556698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0702401 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0782148 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.0762288 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.00609131 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,16),-0.0812421 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,17),-0.00364582 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.0511301 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.0357999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0723776 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),-0.0590114 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0668605 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,16),-0.102991 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,17),-0.064812 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),0.00516339 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,19),-0.0790523 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),0.00245513 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,15),-0.0550246 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,16),-0.0800985 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,17),-0.0519327 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.0388474 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,19),-0.0117877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,15),-0.0369332 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,16),-0.0938036 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,17),-0.0364325 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),-0.013969 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,19),-0.129221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,16),-0.135146 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,17),-0.126941 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,18),-0.0240262 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,19),-0.0061372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,16),(8,17),-0.0302695 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,18),-0.0667415 # DEPENDENCYPART_TRISIBL
(8,9),(8,16),(8,19),-0.0324439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,17),(8,18),-0.0281563 # DEPENDENCYPART_TRISIBL
(8,9),(8,17),(8,19),-0.00658043 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,19),-0.064045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.058862 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0615133 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,14),-0.0681589 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,15),-0.0672481 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,16),-0.0750171 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,17),-0.0555717 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),0.0205838 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,19),-0.0322074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0609116 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),-0.0713249 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.100408 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,16),-0.0618843 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,17),-0.0855697 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,18),-0.0456623 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,19),-0.0974945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,14),-0.0455893 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,15),-0.12124 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,16),-0.0692837 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,17),-0.106154 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,18),0.00558533 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,19),-0.0642151 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,15),-0.0889211 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,16),0.01728 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,17),-0.0669142 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,18),-0.0517147 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,19),-0.0723955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,16),-0.0718155 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,17),-0.138294 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,18),-0.0696487 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,19),-0.0515552 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,16),(8,17),-0.134011 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,18),0.0461705 # DEPENDENCYPART_TRISIBL
(8,10),(8,16),(8,19),-0.111681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,17),(8,18),-0.0795465 # DEPENDENCYPART_TRISIBL
(8,10),(8,17),(8,19),-0.0553799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,19),0.0241232 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.043263 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.0780043 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,15),-0.0637291 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,16),-0.0636632 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,17),-0.0480641 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,18),-0.0906813 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,19),-0.0909356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.0566228 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,15),-0.0146241 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,16),-0.113785 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,17),-5.51861e-05 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,18),-0.0705861 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,19),0.00474062 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,15),-0.0528037 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,16),0.055231 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,17),-0.0280602 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,18),-0.0979795 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,19),-0.194147 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,16),-0.0733739 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,17),-0.0347273 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,18),-0.112902 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,19),-0.0350974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,16),(8,17),-0.0879431 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,18),-0.0394557 # DEPENDENCYPART_TRISIBL
(8,11),(8,16),(8,19),-0.080811 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,17),(8,18),-0.117984 # DEPENDENCYPART_TRISIBL
(8,11),(8,17),(8,19),-0.026932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,19),-0.061003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0779313 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,15),-0.109695 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,16),-0.0645946 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,17),-0.109689 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,18),0.0426894 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,19),-0.0406714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,15),-0.11968 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,16),-0.0579369 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,17),-0.119671 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,18),-0.0360932 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,19),-0.0483011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,16),-0.0636667 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,17),-0.0967788 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,18),0.0286972 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,19),-0.0664931 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,16),(8,17),-0.109641 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,18),-0.0574216 # DEPENDENCYPART_TRISIBL
(8,12),(8,16),(8,19),-0.0325815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,17),(8,18),0.028819 # DEPENDENCYPART_TRISIBL
(8,12),(8,17),(8,19),-0.0664577 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,18),(8,19),-0.0729834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,15),-0.0631828 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,16),0.0449659 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,17),-0.0558051 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,18),-0.0534502 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,19),-0.122326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,16),-0.0170644 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,17),-0.0675046 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,18),-0.0471465 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,19),-0.0987613 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,16),(8,17),-0.0764088 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,18),-0.0835929 # DEPENDENCYPART_TRISIBL
(8,13),(8,16),(8,19),-0.0961315 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,17),(8,18),-0.0451637 # DEPENDENCYPART_TRISIBL
(8,13),(8,17),(8,19),-0.0943973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,19),-0.0515609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,15),(8,16),-0.0543566 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,17),-0.0264855 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,18),0.0340014 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,19),0.0485913 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,16),(8,17),0.0788812 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,18),0.000442478 # DEPENDENCYPART_TRISIBL
(8,14),(8,16),(8,19),-0.0155419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,17),(8,18),0.0634153 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,19),0.0442617 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,18),(8,19),-0.0833905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,16),(8,17),-0.124557 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,18),0.0384965 # DEPENDENCYPART_TRISIBL
(8,15),(8,16),(8,19),-0.126828 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,17),(8,18),-0.0900061 # DEPENDENCYPART_TRISIBL
(8,15),(8,17),(8,19),-0.0769557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,18),(8,19),0.00390031 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,17),(8,18),0.000455422 # DEPENDENCYPART_TRISIBL
(8,16),(8,17),(8,19),0.0656525 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,16),(8,18),(8,19),-0.0720198 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,18),(8,19),-0.0189713 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.0726286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,5),-0.0503994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.295085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.0680522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.155269 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,5),-0.0413302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.300604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.102619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.03378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,5),(8,2),-0.300021 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,1),-0.255742 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,5),(8,-1),-0.392989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.0349552 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),-0.191138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.0341237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,5),-0.0599477 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.0797234 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),-0.0996921 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.133933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,5),(8,2),-0.0745298 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,1),-0.10326 # DEPENDENCYPART_TRISIBL
(8,7),(8,5),(8,-1),-0.160787 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.100373 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.10479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.0945695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,5),(8,2),-0.127383 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,1),-0.190975 # DEPENDENCYPART_TRISIBL
(8,6),(8,5),(8,-1),-0.220675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.140598 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.20329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.197663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,2),(8,1),-0.132202 # DEPENDENCYPART_TRISIBL
(8,5),(8,2),(8,-1),-0.0893339 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,5),(8,1),(8,-1),-0.0248387 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.127973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,11),-0.0412446 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.121782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,14),-0.0102763 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,15),-0.159309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,19),-0.182616 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,11),(9,13),-0.138027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,14),-0.100749 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,15),-0.120106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,11),(9,19),-0.233019 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,14),0.0100669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,15),-0.0890457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,19),-0.116426 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,14),(9,15),-0.11124 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,14),(9,19),-0.277571 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,15),(9,19),-0.196696 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
