# _root_ `` The price of poker has gone up , '' crows Charles M. Neinas , the College Football Association 's executive director .
#goldHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
#predictedHeads=11,3,6,3,4,11,6,7,11,11,0,14,14,11,14,19,19,19,22,19,22,14,11,
(19,19),(19,20),(19,21),-0.135977 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,22),-0.108409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,23),-0.140051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,20),(19,24),0.0397533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,21),(19,22),-0.0600856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,23),-0.113579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,21),(19,24),-0.122057 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,22),(19,23),-0.11139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,22),(19,24),-0.137502 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,23),(19,24),-0.204637 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,20),(19,21),(19,22),-0.0453977 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,23),-0.069401 # DEPENDENCYPART_TRISIBL
(19,20),(19,21),(19,24),-0.0811746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,22),(19,23),-0.069401 # DEPENDENCYPART_TRISIBL
(19,20),(19,22),(19,24),-0.0811751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,20),(19,23),(19,24),-0.0928942 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,22),(19,23),-0.0763397 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,24),-0.110722 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.00228255 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),0.0033535 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.204076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.0720503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.237246 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.203731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.195722 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,12),-0.196308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.203731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.209891 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0721144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.244923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.201822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.193812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,12),-0.194399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.201822 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.202293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.039134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.264056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.258623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,12),-0.259349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.264056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.167371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.139729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.134432 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,12),-0.135065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.139729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.484146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.198717 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,12),-0.199303 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.206726 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.208404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,12),-0.189501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,5),-0.196924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.212527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,12),(19,5),-0.211181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,-1),-0.204882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,-1),-0.208404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),0.0468857 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.162518 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.0780774 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.0821382 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,12),-0.0816062 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),-0.0780774 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.142543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.166919 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.175153 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.178396 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,12),-0.177577 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),-0.175153 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.0560227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.126294 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.12964 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,12),-0.129244 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,5),-0.126294 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.209161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,13),-0.0821336 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,12),-0.0816016 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,5),-0.0780728 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.139648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,13),(19,12),-0.0892186 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,5),-0.0856898 # DEPENDENCYPART_TRISIBL
(19,18),(19,13),(19,-1),-0.129542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,12),(19,5),-0.0732225 # DEPENDENCYPART_TRISIBL
(19,18),(19,12),(19,-1),-0.144662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,5),(19,-1),-0.139648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.166919 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.182391 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,13),-0.185634 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,12),-0.184815 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,5),-0.182391 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.0395181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.14105 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,13),-0.144396 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,12),-0.144 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,5),-0.14105 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.191601 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,13),-0.0909438 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,12),-0.0904118 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,5),-0.086883 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.113219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,13),(19,12),-0.0980288 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,5),-0.0945 # DEPENDENCYPART_TRISIBL
(19,17),(19,13),(19,-1),-0.103113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,12),(19,5),-0.0820327 # DEPENDENCYPART_TRISIBL
(19,17),(19,12),(19,-1),-0.118233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,5),(19,-1),-0.113219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.285422 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,13),-0.285422 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,12),-0.285423 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,5),-0.285422 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.179928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,13),-0.229696 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,12),-0.229697 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,5),-0.229696 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.16432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,13),(19,12),-0.229697 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,5),-0.229696 # DEPENDENCYPART_TRISIBL
(19,16),(19,13),(19,-1),-0.16432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,12),(19,5),-0.229696 # DEPENDENCYPART_TRISIBL
(19,16),(19,12),(19,-1),-0.16432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,5),(19,-1),-0.16432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,13),-0.0495693 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,12),-0.0456557 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,5),-0.0445694 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,13),(19,12),-0.0459051 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,5),-0.0448188 # DEPENDENCYPART_TRISIBL
(19,15),(19,13),(19,-1),-0.137228 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,12),(19,5),-0.0445736 # DEPENDENCYPART_TRISIBL
(19,15),(19,12),(19,-1),-0.137526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,5),(19,-1),-0.137088 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,13),(19,12),-0.0904476 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,5),-0.0869188 # DEPENDENCYPART_TRISIBL
(19,14),(19,13),(19,-1),-0.119657 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,12),(19,5),-0.0744515 # DEPENDENCYPART_TRISIBL
(19,14),(19,12),(19,-1),-0.134776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,5),(19,-1),-0.129762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,12),(19,5),-0.0608092 # DEPENDENCYPART_TRISIBL
(19,13),(19,12),(19,-1),-0.129793 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,13),(19,5),(19,-1),-0.124779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,12),(19,5),(19,-1),-0.135849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,23),(20,24),-0.272753 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,22),(21,23),-0.110867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,22),(21,24),-0.138062 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,21),(21,23),(21,24),-0.205871 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(21,22),(21,23),(21,24),-0.00469637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,20),(21,19),-0.213523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,18),-0.218989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,17),-0.214038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,16),-0.120472 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,20),(21,-1),-0.409581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,19),(21,18),-0.221103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,17),-0.218181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,16),-0.0786159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,19),(21,-1),-0.177801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,18),(21,17),-0.212396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,16),-0.0790789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,18),(21,-1),-0.172991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,17),(21,16),-0.0791431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(21,21),(21,17),(21,-1),-0.165393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,16),(21,-1),-0.156501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,19),(21,18),-0.124385 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,17),-0.124306 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,16),-0.0401053 # DEPENDENCYPART_TRISIBL
(21,20),(21,19),(21,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,18),(21,17),-0.124306 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,16),-0.0401053 # DEPENDENCYPART_TRISIBL
(21,20),(21,18),(21,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,17),(21,16),-0.0401053 # DEPENDENCYPART_TRISIBL
(21,20),(21,17),(21,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,20),(21,16),(21,-1),-0.135119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,18),(21,17),-0.0684817 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,16),0.0334388 # DEPENDENCYPART_TRISIBL
(21,19),(21,18),(21,-1),-0.136516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,17),(21,16),0.032433 # DEPENDENCYPART_TRISIBL
(21,19),(21,17),(21,-1),-0.139102 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,19),(21,16),(21,-1),-0.0728457 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,17),(21,16),0.041921 # DEPENDENCYPART_TRISIBL
(21,18),(21,17),(21,-1),-0.152242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,18),(21,16),(21,-1),-0.0828843 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,17),(21,16),(21,-1),-0.0663796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,23),(22,24),-0.197759 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,21),(22,20),-0.140262 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,19),-0.205924 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,18),-0.209387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,17),-0.206465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,16),-0.0790023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,15),-0.23563 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,14),-0.206121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,13),-0.198111 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,12),-0.198698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,5),-0.206121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,3),-0.208937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,21),(22,-1),-0.192732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,20),(22,19),-0.214383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,18),-0.219849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,17),-0.214897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,16),-0.120556 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,15),-0.158363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,14),-0.216588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,13),-0.211155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,12),-0.211881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,5),-0.216588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,3),-0.220887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,20),(22,-1),-0.402875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,19),(22,18),-0.224655 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,17),-0.221733 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,16),-0.0800251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,15),-0.234941 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,14),-0.221389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,13),-0.21338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,12),-0.213966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,5),-0.221389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,3),-0.224205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,19),(22,-1),-0.189533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,18),(22,17),-0.215948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,16),-0.080488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,15),-0.239266 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,14),-0.215604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,13),-0.207594 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,12),-0.208181 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,5),-0.215604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,3),-0.21842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,-1),-0.184724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,17),(22,16),-0.0805522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,15),-0.246943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,14),-0.213694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,13),-0.205685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,12),-0.206271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,5),-0.213694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,3),-0.21651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,-1),-0.177126 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,16),(22,15),-0.0404601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,14),-0.271215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,13),-0.265781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,12),-0.266508 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,5),-0.271215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,3),-0.275514 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,-1),-0.140868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,15),(22,14),-0.148871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,13),-0.143574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,12),-0.144207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,5),-0.148871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,3),-0.15327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,-1),-0.464698 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,14),(22,13),-0.210589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,12),-0.211175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,5),-0.218598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,3),-0.221415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,-1),-0.183237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,13),(22,12),-0.201374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,5),-0.208797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,3),-0.211613 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,-1),-0.187359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,12),(22,5),-0.223053 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,3),-0.22587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,-1),-0.179715 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,5),(22,3),-0.221415 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,-1),-0.183237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,3),(22,-1),-0.172299 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),-0.0911676 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,18),-0.0896239 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,17),-0.0896482 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,16),0.0220163 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,15),-0.0926887 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,14),-0.0889003 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,13),-0.0921432 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,12),-0.0913241 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,5),-0.0889003 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,3),-0.092053 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),-0.192461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,18),-0.0729379 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,17),-0.0729715 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,16),0.0368304 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,15),-0.165629 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,14),-0.0722143 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,13),-0.0762752 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,12),-0.0757432 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,5),-0.0722143 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,3),-0.0763833 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,-1),-0.102874 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,18),(22,17),-0.0704032 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,16),0.0368609 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,15),-0.16556 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,14),-0.069646 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,13),-0.0737068 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,12),-0.0731748 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,5),-0.069646 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,3),-0.073815 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,-1),-0.102588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,17),(22,16),0.0358551 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,15),-0.16556 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,14),-0.0696506 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,13),-0.0737114 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,12),-0.0731794 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,5),-0.0696506 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,3),-0.0738196 # DEPENDENCYPART_TRISIBL
