# _root_ `` We went to six companies over two days pitching the prospect , '' says Tim Parker , a Santa Fe exploration manager .
#goldHeads=3,3,15,3,6,4,3,9,7,3,12,10,3,3,0,17,15,17,23,23,23,23,17,15,
#predictedHeads=15,3,15,3,6,4,3,9,7,3,12,10,15,15,0,17,15,17,23,23,23,23,17,15,
(9,9),(9,8),(9,7),-0.115907 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.196947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,5),-0.158921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,4),-0.135795 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.034059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.036056 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,5),-0.131141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,4),-0.168146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.037581 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,5),-0.117133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,4),-0.236633 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,6),(9,-1),-0.109741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,5),(9,4),-0.136349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,5),(9,-1),-0.0660926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,4),(9,-1),-0.110426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0980122 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,5),-0.0393644 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,4),-0.066325 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.0670248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,5),-0.0707757 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,4),-0.0659806 # DEPENDENCYPART_TRISIBL
(9,8),(9,6),(9,-1),-0.095456 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,5),(9,4),-0.057042 # DEPENDENCYPART_TRISIBL
(9,8),(9,5),(9,-1),-0.0586898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,4),(9,-1),-0.168048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,5),-0.0930903 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,4),-0.0757864 # DEPENDENCYPART_TRISIBL
(9,7),(9,6),(9,-1),-0.115798 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,5),(9,4),-0.0737342 # DEPENDENCYPART_TRISIBL
(9,7),(9,5),(9,-1),-0.116516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,4),(9,-1),-0.0952123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,5),(9,4),-0.0843342 # DEPENDENCYPART_TRISIBL
(9,6),(9,5),(9,-1),-0.122348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,6),(9,4),(9,-1),-0.169714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,5),(9,4),(9,-1),-0.197289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.140935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.107312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,14),-0.149881 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,15),-0.0841155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,17),-0.14066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.107312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,23),-0.133487 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,24),-0.0798205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,25),-0.122268 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.00343945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,14),-0.0851373 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,15),-0.0288386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,17),-0.0382772 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.00343945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,23),-0.0291874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,24),-0.0277708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,25),-0.00346248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,14),-0.178826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,15),-0.173106 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,17),-0.248239 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,18),-0.113123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,23),-0.232551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,24),-0.0724008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,25),-0.152398 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,14),(10,15),-0.0885859 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,17),0.00707014 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,18),-0.0552322 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,23),0.0142386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,24),-0.0962192 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,14),(10,25),-0.197906 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,15),(10,17),-0.0465339 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,18),0.017586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,23),-0.0415142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,24),0.0192917 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,15),(10,25),-0.00224055 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,17),(10,18),-0.00343974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,23),-0.0292441 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,24),-0.0273465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,17),(10,25),-0.00484694 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,23),-0.232551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,24),-0.0724008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,18),(10,25),-0.152398 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,23),(10,24),-0.0235136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,23),(10,25),-0.00673979 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,24),(10,25),-0.155688 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0984508 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,14),-0.0659036 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,15),-0.0941205 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,17),-0.0858789 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.0984508 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,23),-0.0858789 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,24),0.00682011 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,25),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,14),-0.0741891 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,15),-0.101529 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,17),-0.0789354 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,18),-0.0891317 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,23),-0.0789354 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,24),-0.0409696 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,25),-0.0934949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,14),(10,15),-0.0857053 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,17),-0.0769067 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,18),-0.0891301 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,23),-0.0769067 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,24),-0.0371874 # DEPENDENCYPART_TRISIBL
(10,11),(10,14),(10,25),-0.0944614 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,15),(10,17),-0.0821719 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,18),-0.0996777 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,23),-0.0821719 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,24),0.00529988 # DEPENDENCYPART_TRISIBL
(10,11),(10,15),(10,25),-0.118028 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,17),(10,18),-0.0984508 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,23),-0.0858789 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,24),0.00682011 # DEPENDENCYPART_TRISIBL
(10,11),(10,17),(10,25),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,23),-0.0789354 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,24),-0.0409696 # DEPENDENCYPART_TRISIBL
(10,11),(10,18),(10,25),-0.0934949 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,23),(10,24),0.00682011 # DEPENDENCYPART_TRISIBL
(10,11),(10,23),(10,25),-0.103711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,24),(10,25),-0.121358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,14),0.0141847 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,15),-0.0559136 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,17),-0.208036 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,18),0.00371221 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,23),-0.209225 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,24),-0.121371 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,25),-0.0788029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,14),(10,15),-0.0864897 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,17),-0.123295 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,18),-0.0209968 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,23),-0.124078 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,24),-0.0643392 # DEPENDENCYPART_TRISIBL
(10,12),(10,14),(10,25),-0.0699083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,15),(10,17),-0.119584 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,18),-0.0100042 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,23),-0.120367 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,24),-0.0607131 # DEPENDENCYPART_TRISIBL
(10,12),(10,15),(10,25),-0.050009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,17),(10,18),-0.00786137 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,23),-0.131692 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,24),-0.0511199 # DEPENDENCYPART_TRISIBL
(10,12),(10,17),(10,25),-0.0250314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,23),-0.209225 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,24),-0.121371 # DEPENDENCYPART_TRISIBL
(10,12),(10,18),(10,25),-0.0788029 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,23),(10,24),-0.0512085 # DEPENDENCYPART_TRISIBL
(10,12),(10,23),(10,25),-0.0237596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,24),(10,25),0.00143395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,14),(10,15),0.0810788 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,17),-0.0170325 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,18),0.09759 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,23),-0.0173035 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,24),-0.0690811 # DEPENDENCYPART_TRISIBL
(10,13),(10,14),(10,25),0.0208749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,15),(10,17),-0.0745126 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,18),0.226032 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,23),-0.0746535 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,24),0.052243 # DEPENDENCYPART_TRISIBL
(10,13),(10,15),(10,25),0.0168791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,17),(10,18),0.196371 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,23),-0.0980887 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,24),-0.0740637 # DEPENDENCYPART_TRISIBL
(10,13),(10,17),(10,25),-0.0165304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,23),-0.0678326 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,24),-0.0475817 # DEPENDENCYPART_TRISIBL
(10,13),(10,18),(10,25),-0.071971 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,23),(10,24),-0.0748179 # DEPENDENCYPART_TRISIBL
(10,13),(10,23),(10,25),-0.0106802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,24),(10,25),-0.138374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,15),(10,17),-0.0485041 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,18),0.020946 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,23),-0.0485103 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,24),-0.128701 # DEPENDENCYPART_TRISIBL
(10,14),(10,15),(10,25),-0.0316003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,17),(10,18),0.0107637 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,23),-0.0594236 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,24),-0.14914 # DEPENDENCYPART_TRISIBL
(10,14),(10,17),(10,25),0.0520526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,18),(10,23),-0.0544391 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,24),-0.127006 # DEPENDENCYPART_TRISIBL
(10,14),(10,18),(10,25),-0.0798251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,23),(10,24),-0.14914 # DEPENDENCYPART_TRISIBL
(10,14),(10,23),(10,25),0.0518902 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,14),(10,24),(10,25),-0.0904989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,17),(10,18),-0.099511 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,23),-0.0806784 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,24),-0.00136223 # DEPENDENCYPART_TRISIBL
(10,15),(10,17),(10,25),-0.0355386 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,18),(10,23),-0.0237884 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,24),-0.0875825 # DEPENDENCYPART_TRISIBL
(10,15),(10,18),(10,25),-0.0586533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,23),(10,24),-0.00136328 # DEPENDENCYPART_TRISIBL
(10,15),(10,23),(10,25),-0.0375149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,15),(10,24),(10,25),0.0370297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,18),(10,23),-0.209227 # DEPENDENCYPART_TRISIBL
(10,17),(10,18),(10,24),-0.120506 # DEPENDENCYPART_TRISIBL
(10,17),(10,18),(10,25),-0.0812571 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,23),(10,24),-0.0503431 # DEPENDENCYPART_TRISIBL
(10,17),(10,23),(10,25),-0.026268 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,17),(10,24),(10,25),-0.000343681 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,23),(10,24),-0.0748179 # DEPENDENCYPART_TRISIBL
(10,18),(10,23),(10,25),-0.0106802 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,18),(10,24),(10,25),-0.138374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,23),(10,24),(10,25),0.00997599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,7),-0.0129274 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.0657698 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.0129206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),0.00701236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.0313548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,3),-0.0972918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.11324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,3),-0.0138281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),0.0606922 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,-1),-0.0552017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.163279 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,3),-0.135001 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.00689703 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,3),-0.114821 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.102782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,-1),-0.0868587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,3),-0.119229 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.0625095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,3),(10,-1),-0.114709 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,3),(10,-1),-0.0997382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,13),(11,25),-0.359958 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,13),(12,14),-0.0872222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,15),-0.181366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,17),-0.0543671 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,18),-0.206723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,23),-0.0286904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,24),-0.200601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,13),(12,25),-0.675953 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,14),(12,15),-0.140526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,17),-0.180644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,18),-0.08398 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,23),-0.163486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,24),-0.14105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,14),(12,25),-0.151803 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,15),(12,17),-0.142388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,18),-0.0352689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,23),-0.127379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,24),-0.0533034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,15),(12,25),-0.104219 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,17),(12,18),-0.119002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,23),-0.0966243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,24),-0.116268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,17),(12,25),-0.113979 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,18),(12,23),-0.0286904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,24),-0.200601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,18),(12,25),-0.675953 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,23),(12,24),-0.114352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(12,12),(12,23),(12,25),-0.119671 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,12),(12,24),(12,25),-0.211976 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(12,13),(12,14),(12,15),0.0433045 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,17),0.149305 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,18),0.282477 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,23),0.148932 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,24),-0.144224 # DEPENDENCYPART_TRISIBL
(12,13),(12,14),(12,25),-0.182356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,15),(12,17),-0.0200659 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,18),0.556232 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,23),-0.0203088 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,24),-0.081805 # DEPENDENCYPART_TRISIBL
(12,13),(12,15),(12,25),-0.0720775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,17),(12,18),0.507475 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,23),-0.0828333 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,24),-0.240184 # DEPENDENCYPART_TRISIBL
(12,13),(12,17),(12,25),-0.0989002 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,18),(12,23),-0.000517213 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,24),-0.135954 # DEPENDENCYPART_TRISIBL
(12,13),(12,18),(12,25),-0.229749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,23),(12,24),-0.240566 # DEPENDENCYPART_TRISIBL
(12,13),(12,23),(12,25),-0.0862274 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,13),(12,24),(12,25),-0.278389 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,15),(12,17),-0.0409805 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,18),0.077154 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,23),-0.0409871 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,24),-0.134762 # DEPENDENCYPART_TRISIBL
(12,14),(12,15),(12,25),-0.0463056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,17),(12,18),0.111188 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,23),-0.0524786 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,24),-0.124573 # DEPENDENCYPART_TRISIBL
(12,14),(12,17),(12,25),-0.048867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,18),(12,23),-0.0491455 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,24),-0.114744 # DEPENDENCYPART_TRISIBL
(12,14),(12,18),(12,25),-0.123596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,23),(12,24),-0.124573 # DEPENDENCYPART_TRISIBL
(12,14),(12,23),(12,25),-0.0491101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,24),(12,25),-0.109265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.0858389 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,23),-0.0629905 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),-0.0325795 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,25),-0.0871384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,23),-0.0743814 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,24),-0.0759014 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,25),-0.00554164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,23),(12,24),-0.0325801 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,25),-0.0891122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,24),(12,25),-0.0454619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,23),-0.0833446 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),-0.123537 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,25),-0.0349738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,23),(12,24),-0.0870181 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,25),-0.127139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,25),-0.0380216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
