# _root_ The opening credits are being redone , Mr. Nelson said , `` to make Teddy 's situation clear to viewers who have not been with us since the beginning .
#goldHeads=3,3,4,0,4,5,10,9,10,6,10,6,14,6,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
#predictedHeads=3,3,4,0,4,5,10,9,10,4,10,10,14,10,17,15,18,14,18,19,22,20,22,22,24,25,24,29,27,4,
(10,14),(17,13),0.086357 # DEPENDENCYPART_HEADBIGRAM
(10,14),(18,13),0.0871248 # DEPENDENCYPART_HEADBIGRAM
(10,14),(22,13),0.0598735 # DEPENDENCYPART_HEADBIGRAM
(10,18),(5,17),-0.0647256 # DEPENDENCYPART_HEADBIGRAM
(10,18),(6,17),-0.0560008 # DEPENDENCYPART_HEADBIGRAM
(10,18),(9,17),-0.0508568 # DEPENDENCYPART_HEADBIGRAM
(10,18),(13,17),0.138854 # DEPENDENCYPART_HEADBIGRAM
(10,18),(14,17),0.110461 # DEPENDENCYPART_HEADBIGRAM
(10,18),(15,17),0.116799 # DEPENDENCYPART_HEADBIGRAM
(10,18),(18,17),0.136722 # DEPENDENCYPART_HEADBIGRAM
(10,18),(20,17),0.097508 # DEPENDENCYPART_HEADBIGRAM
(10,18),(22,17),0.088943 # DEPENDENCYPART_HEADBIGRAM
(10,18),(24,17),0.089622 # DEPENDENCYPART_HEADBIGRAM
(10,19),(2,18),-0.0934693 # DEPENDENCYPART_HEADBIGRAM
(10,19),(6,18),-0.0930058 # DEPENDENCYPART_HEADBIGRAM
(10,19),(10,18),0.0629247 # DEPENDENCYPART_HEADBIGRAM
(10,19),(14,18),0.0972096 # DEPENDENCYPART_HEADBIGRAM
(10,19),(15,18),0.0722615 # DEPENDENCYPART_HEADBIGRAM
(10,19),(17,18),0.0750437 # DEPENDENCYPART_HEADBIGRAM
(10,19),(19,18),0.0658576 # DEPENDENCYPART_HEADBIGRAM
(10,19),(20,18),0.0510878 # DEPENDENCYPART_HEADBIGRAM
(10,19),(22,18),0.0880062 # DEPENDENCYPART_HEADBIGRAM
(10,19),(24,18),0.100269 # DEPENDENCYPART_HEADBIGRAM
(10,22),(22,21),0.0595242 # DEPENDENCYPART_HEADBIGRAM
(10,22),(23,21),0.094935 # DEPENDENCYPART_HEADBIGRAM
(10,22),(24,21),0.0402152 # DEPENDENCYPART_HEADBIGRAM
(10,22),(25,21),0.0896918 # DEPENDENCYPART_HEADBIGRAM
(10,22),(27,21),0.0918049 # DEPENDENCYPART_HEADBIGRAM
(10,22),(29,21),0.09241 # DEPENDENCYPART_HEADBIGRAM
(10,23),(4,22),-0.0898868 # DEPENDENCYPART_HEADBIGRAM
(10,23),(5,22),-0.0884874 # DEPENDENCYPART_HEADBIGRAM
(10,23),(6,22),-0.0776093 # DEPENDENCYPART_HEADBIGRAM
(10,23),(10,22),0.0415232 # DEPENDENCYPART_HEADBIGRAM
(10,23),(14,22),0.0773558 # DEPENDENCYPART_HEADBIGRAM
(10,23),(15,22),0.091255 # DEPENDENCYPART_HEADBIGRAM
(10,23),(17,22),0.0906197 # DEPENDENCYPART_HEADBIGRAM
(10,23),(18,22),0.099826 # DEPENDENCYPART_HEADBIGRAM
(10,23),(19,22),0.127381 # DEPENDENCYPART_HEADBIGRAM
(10,23),(20,22),0.0905351 # DEPENDENCYPART_HEADBIGRAM
(10,24),(10,23),0.203716 # DEPENDENCYPART_HEADBIGRAM
(10,24),(13,23),0.101259 # DEPENDENCYPART_HEADBIGRAM
(10,24),(14,23),0.0770365 # DEPENDENCYPART_HEADBIGRAM
(10,24),(17,23),0.099946 # DEPENDENCYPART_HEADBIGRAM
(10,24),(18,23),0.114485 # DEPENDENCYPART_HEADBIGRAM
(10,24),(19,23),0.112195 # DEPENDENCYPART_HEADBIGRAM
(10,24),(20,23),0.110882 # DEPENDENCYPART_HEADBIGRAM
(10,24),(22,23),0.0613856 # DEPENDENCYPART_HEADBIGRAM
(10,24),(24,23),0.102882 # DEPENDENCYPART_HEADBIGRAM
(10,24),(25,23),0.0914476 # DEPENDENCYPART_HEADBIGRAM
(10,30),(18,29),0.0494463 # DEPENDENCYPART_HEADBIGRAM
(10,30),(19,29),0.230988 # DEPENDENCYPART_HEADBIGRAM
(10,30),(20,29),0.120036 # DEPENDENCYPART_HEADBIGRAM
(10,30),(22,29),0.327724 # DEPENDENCYPART_HEADBIGRAM
(10,30),(23,29),0.227201 # DEPENDENCYPART_HEADBIGRAM
(10,30),(24,29),0.20368 # DEPENDENCYPART_HEADBIGRAM
(10,30),(25,29),0.15918 # DEPENDENCYPART_HEADBIGRAM
(10,30),(26,29),0.0913655 # DEPENDENCYPART_HEADBIGRAM
(10,30),(27,29),0.191642 # DEPENDENCYPART_HEADBIGRAM
(10,30),(30,29),0.0148877 # DEPENDENCYPART_HEADBIGRAM
(12,13),(2,12),-0.0610258 # DEPENDENCYPART_HEADBIGRAM
(12,13),(4,12),-0.0701765 # DEPENDENCYPART_HEADBIGRAM
(12,13),(5,12),-0.0646346 # DEPENDENCYPART_HEADBIGRAM
(12,13),(6,12),-0.0610239 # DEPENDENCYPART_HEADBIGRAM
(12,13),(9,12),-0.0610001 # DEPENDENCYPART_HEADBIGRAM
(12,13),(10,12),-0.0660535 # DEPENDENCYPART_HEADBIGRAM
(12,13),(14,12),0.0940229 # DEPENDENCYPART_HEADBIGRAM
(12,13),(15,12),0.0874368 # DEPENDENCYPART_HEADBIGRAM
(12,13),(17,12),0.0874368 # DEPENDENCYPART_HEADBIGRAM
(12,13),(22,12),0.0939738 # DEPENDENCYPART_HEADBIGRAM
(13,11),(0,10),-0.175419 # DEPENDENCYPART_HEADBIGRAM
(13,11),(2,10),-0.167395 # DEPENDENCYPART_HEADBIGRAM
(13,11),(4,10),-0.167402 # DEPENDENCYPART_HEADBIGRAM
(13,11),(5,10),-0.0844941 # DEPENDENCYPART_HEADBIGRAM
(13,11),(6,10),-0.0844879 # DEPENDENCYPART_HEADBIGRAM
(13,11),(8,10),-0.113959 # DEPENDENCYPART_HEADBIGRAM
(13,11),(9,10),-0.113959 # DEPENDENCYPART_HEADBIGRAM
(13,11),(14,10),0.0890032 # DEPENDENCYPART_HEADBIGRAM
(13,11),(22,10),0.0896488 # DEPENDENCYPART_HEADBIGRAM
(13,11),(24,10),0.0896491 # DEPENDENCYPART_HEADBIGRAM
(13,14),(4,13),-0.0338347 # DEPENDENCYPART_HEADBIGRAM
(13,14),(5,13),-0.0324151 # DEPENDENCYPART_HEADBIGRAM
(13,14),(6,13),0.0320511 # DEPENDENCYPART_HEADBIGRAM
(13,14),(10,13),-0.0170697 # DEPENDENCYPART_HEADBIGRAM
(13,14),(12,13),-0.0274165 # DEPENDENCYPART_HEADBIGRAM
(13,14),(14,13),-0.0289152 # DEPENDENCYPART_HEADBIGRAM
(13,14),(17,13),0.138418 # DEPENDENCYPART_HEADBIGRAM
(13,14),(18,13),0.124626 # DEPENDENCYPART_HEADBIGRAM
(13,14),(22,13),0.0899109 # DEPENDENCYPART_HEADBIGRAM
(13,15),(0,14),-0.0624214 # DEPENDENCYPART_HEADBIGRAM
(13,15),(2,14),-0.0709539 # DEPENDENCYPART_HEADBIGRAM
(13,15),(4,14),-0.0655609 # DEPENDENCYPART_HEADBIGRAM
(13,15),(5,14),-0.0685727 # DEPENDENCYPART_HEADBIGRAM
(13,15),(6,14),-0.0715149 # DEPENDENCYPART_HEADBIGRAM
(13,15),(9,14),-0.0769881 # DEPENDENCYPART_HEADBIGRAM
(13,15),(10,14),-0.0741448 # DEPENDENCYPART_HEADBIGRAM
(13,15),(13,14),0.0677612 # DEPENDENCYPART_HEADBIGRAM
(13,15),(15,14),0.143212 # DEPENDENCYPART_HEADBIGRAM
(13,15),(17,14),0.0905981 # DEPENDENCYPART_HEADBIGRAM
(13,17),(15,16),0.241769 # DEPENDENCYPART_HEADBIGRAM
(13,17),(17,16),0.107993 # DEPENDENCYPART_HEADBIGRAM
(13,17),(18,16),0.097133 # DEPENDENCYPART_HEADBIGRAM
(13,17),(20,16),0.109991 # DEPENDENCYPART_HEADBIGRAM
(13,19),(2,18),-0.0574778 # DEPENDENCYPART_HEADBIGRAM
(13,19),(6,18),-0.0574778 # DEPENDENCYPART_HEADBIGRAM
(13,19),(10,18),-0.0560582 # DEPENDENCYPART_HEADBIGRAM
(13,19),(14,18),0.106265 # DEPENDENCYPART_HEADBIGRAM
(13,19),(15,18),0.104371 # DEPENDENCYPART_HEADBIGRAM
(13,19),(17,18),0.109888 # DEPENDENCYPART_HEADBIGRAM
(13,19),(19,18),0.097181 # DEPENDENCYPART_HEADBIGRAM
(13,19),(20,18),0.0958824 # DEPENDENCYPART_HEADBIGRAM
(13,19),(22,18),0.0978042 # DEPENDENCYPART_HEADBIGRAM
(13,19),(24,18),0.0982951 # DEPENDENCYPART_HEADBIGRAM
(13,20),(5,19),-0.0560234 # DEPENDENCYPART_HEADBIGRAM
(13,20),(6,19),-0.0560061 # DEPENDENCYPART_HEADBIGRAM
(13,20),(10,19),-0.0563558 # DEPENDENCYPART_HEADBIGRAM
(13,20),(13,19),0.106269 # DEPENDENCYPART_HEADBIGRAM
(13,20),(14,19),0.1102 # DEPENDENCYPART_HEADBIGRAM
(13,20),(17,19),0.10816 # DEPENDENCYPART_HEADBIGRAM
(13,20),(18,19),0.108163 # DEPENDENCYPART_HEADBIGRAM
(13,20),(20,19),0.0998615 # DEPENDENCYPART_HEADBIGRAM
(13,20),(22,19),0.0978963 # DEPENDENCYPART_HEADBIGRAM
(13,20),(23,19),0.0979154 # DEPENDENCYPART_HEADBIGRAM
(13,23),(4,22),-0.0628624 # DEPENDENCYPART_HEADBIGRAM
(13,23),(5,22),-0.0630373 # DEPENDENCYPART_HEADBIGRAM
(13,23),(6,22),-0.0583862 # DEPENDENCYPART_HEADBIGRAM
(13,23),(10,22),-0.0640875 # DEPENDENCYPART_HEADBIGRAM
(13,23),(14,22),0.103308 # DEPENDENCYPART_HEADBIGRAM
(13,23),(15,22),0.107673 # DEPENDENCYPART_HEADBIGRAM
(13,23),(17,22),0.102075 # DEPENDENCYPART_HEADBIGRAM
(13,23),(18,22),0.104101 # DEPENDENCYPART_HEADBIGRAM
(13,23),(19,22),0.104247 # DEPENDENCYPART_HEADBIGRAM
(13,23),(20,22),0.105121 # DEPENDENCYPART_HEADBIGRAM
(14,2),(2,1),-0.0950009 # DEPENDENCYPART_HEADBIGRAM
(14,2),(3,1),-0.225814 # DEPENDENCYPART_HEADBIGRAM
(14,2),(4,1),-0.128659 # DEPENDENCYPART_HEADBIGRAM
(14,2),(6,1),-0.228682 # DEPENDENCYPART_HEADBIGRAM
(14,2),(9,1),-0.225913 # DEPENDENCYPART_HEADBIGRAM
(14,3),(1,2),-0.131269 # DEPENDENCYPART_HEADBIGRAM
(14,3),(3,2),-0.000817353 # DEPENDENCYPART_HEADBIGRAM
(14,3),(4,2),-0.129941 # DEPENDENCYPART_HEADBIGRAM
(14,3),(5,2),-0.134065 # DEPENDENCYPART_HEADBIGRAM
(14,3),(6,2),-0.134056 # DEPENDENCYPART_HEADBIGRAM
(14,3),(9,2),-0.133927 # DEPENDENCYPART_HEADBIGRAM
(14,3),(10,2),-0.135568 # DEPENDENCYPART_HEADBIGRAM
(14,3),(14,2),0.00433912 # DEPENDENCYPART_HEADBIGRAM
(14,3),(22,2),0.0957818 # DEPENDENCYPART_HEADBIGRAM
(14,4),(0,3),-0.167455 # DEPENDENCYPART_HEADBIGRAM
(14,4),(2,3),-0.0982174 # DEPENDENCYPART_HEADBIGRAM
(14,4),(4,3),-0.125031 # DEPENDENCYPART_HEADBIGRAM
(14,4),(5,3),-0.149216 # DEPENDENCYPART_HEADBIGRAM
(14,4),(6,3),-0.121822 # DEPENDENCYPART_HEADBIGRAM
(14,4),(9,3),-0.121132 # DEPENDENCYPART_HEADBIGRAM
(14,4),(10,3),-0.14843 # DEPENDENCYPART_HEADBIGRAM
(14,4),(14,3),-0.00135425 # DEPENDENCYPART_HEADBIGRAM
(14,4),(17,3),0.0923448 # DEPENDENCYPART_HEADBIGRAM
(14,4),(22,3),0.0587196 # DEPENDENCYPART_HEADBIGRAM
(14,6),(0,5),-0.110728 # DEPENDENCYPART_HEADBIGRAM
(14,6),(2,5),-0.141742 # DEPENDENCYPART_HEADBIGRAM
(14,6),(3,5),-0.190071 # DEPENDENCYPART_HEADBIGRAM
(14,6),(4,5),-0.200293 # DEPENDENCYPART_HEADBIGRAM
(14,6),(6,5),-0.0694842 # DEPENDENCYPART_HEADBIGRAM
(14,6),(8,5),-0.141207 # DEPENDENCYPART_HEADBIGRAM
(14,6),(9,5),-0.141179 # DEPENDENCYPART_HEADBIGRAM
(14,6),(10,5),-0.133735 # DEPENDENCYPART_HEADBIGRAM
(14,6),(22,5),0.0504142 # DEPENDENCYPART_HEADBIGRAM
(14,6),(23,5),0.0840121 # DEPENDENCYPART_HEADBIGRAM
(14,7),(3,6),-0.210542 # DEPENDENCYPART_HEADBIGRAM
(14,7),(4,6),-0.0432741 # DEPENDENCYPART_HEADBIGRAM
(14,7),(5,6),-0.0430853 # DEPENDENCYPART_HEADBIGRAM
(14,7),(8,6),-0.232654 # DEPENDENCYPART_HEADBIGRAM
(14,7),(9,6),-0.226713 # DEPENDENCYPART_HEADBIGRAM
(14,7),(10,6),-0.0776984 # DEPENDENCYPART_HEADBIGRAM
(14,7),(14,6),0.180385 # DEPENDENCYPART_HEADBIGRAM
(14,7),(17,6),0.00463035 # DEPENDENCYPART_HEADBIGRAM
(14,7),(18,6),0.0726174 # DEPENDENCYPART_HEADBIGRAM
(14,7),(22,6),0.162471 # DEPENDENCYPART_HEADBIGRAM
(14,9),(5,8),-0.15168 # DEPENDENCYPART_HEADBIGRAM
(14,9),(6,8),-0.139845 # DEPENDENCYPART_HEADBIGRAM
(14,9),(9,8),0.0636764 # DEPENDENCYPART_HEADBIGRAM
(14,9),(10,8),-0.137863 # DEPENDENCYPART_HEADBIGRAM
(14,10),(3,9),-0.125367 # DEPENDENCYPART_HEADBIGRAM
(14,10),(4,9),-0.139367 # DEPENDENCYPART_HEADBIGRAM
(14,10),(5,9),-0.133276 # DEPENDENCYPART_HEADBIGRAM
(14,10),(6,9),-0.133772 # DEPENDENCYPART_HEADBIGRAM
(14,10),(8,9),-0.136885 # DEPENDENCYPART_HEADBIGRAM
(14,10),(10,9),0.000754881 # DEPENDENCYPART_HEADBIGRAM
(14,10),(14,9),-0.0172552 # DEPENDENCYPART_HEADBIGRAM
(14,10),(22,9),0.0659071 # DEPENDENCYPART_HEADBIGRAM
(14,11),(0,10),-0.533169 # DEPENDENCYPART_HEADBIGRAM
(14,11),(2,10),-0.193686 # DEPENDENCYPART_HEADBIGRAM
(14,11),(4,10),-0.126816 # DEPENDENCYPART_HEADBIGRAM
(14,11),(5,10),-0.0586188 # DEPENDENCYPART_HEADBIGRAM
(14,11),(6,10),-0.150878 # DEPENDENCYPART_HEADBIGRAM
(14,11),(8,10),-0.120184 # DEPENDENCYPART_HEADBIGRAM
(14,11),(9,10),-0.123056 # DEPENDENCYPART_HEADBIGRAM
(14,11),(14,10),0.0452659 # DEPENDENCYPART_HEADBIGRAM
(14,11),(22,10),0.104351 # DEPENDENCYPART_HEADBIGRAM
(14,11),(24,10),0.103739 # DEPENDENCYPART_HEADBIGRAM
(14,12),(2,11),-0.178003 # DEPENDENCYPART_HEADBIGRAM
(14,12),(3,11),-0.176283 # DEPENDENCYPART_HEADBIGRAM
(14,12),(4,11),0.0162258 # DEPENDENCYPART_HEADBIGRAM
(14,12),(5,11),0.0162726 # DEPENDENCYPART_HEADBIGRAM
(14,12),(6,11),-0.17218 # DEPENDENCYPART_HEADBIGRAM
(14,12),(9,11),-0.186241 # DEPENDENCYPART_HEADBIGRAM
(14,12),(10,11),0.0837355 # DEPENDENCYPART_HEADBIGRAM
(14,12),(13,11),-0.123731 # DEPENDENCYPART_HEADBIGRAM
(14,12),(14,11),0.13218 # DEPENDENCYPART_HEADBIGRAM
(14,12),(22,11),0.161324 # DEPENDENCYPART_HEADBIGRAM
(14,13),(2,12),-0.141436 # DEPENDENCYPART_HEADBIGRAM
(14,13),(4,12),-0.120743 # DEPENDENCYPART_HEADBIGRAM
(14,13),(5,12),-0.120743 # DEPENDENCYPART_HEADBIGRAM
(14,13),(6,12),-0.136581 # DEPENDENCYPART_HEADBIGRAM
(14,13),(9,12),-0.138376 # DEPENDENCYPART_HEADBIGRAM
(14,13),(10,12),-0.13829 # DEPENDENCYPART_HEADBIGRAM
(14,13),(14,12),0.113846 # DEPENDENCYPART_HEADBIGRAM
(14,13),(15,12),0.0808557 # DEPENDENCYPART_HEADBIGRAM
(14,13),(17,12),0.0808557 # DEPENDENCYPART_HEADBIGRAM
(14,13),(22,12),0.0813571 # DEPENDENCYPART_HEADBIGRAM
(14,15),(0,14),0.0110175 # DEPENDENCYPART_HEADBIGRAM
(14,15),(2,14),-0.0144932 # DEPENDENCYPART_HEADBIGRAM
(14,15),(4,14),-0.00451239 # DEPENDENCYPART_HEADBIGRAM
(14,15),(5,14),0.0178126 # DEPENDENCYPART_HEADBIGRAM
(14,15),(6,14),0.0181429 # DEPENDENCYPART_HEADBIGRAM
(14,15),(9,14),-0.0405948 # DEPENDENCYPART_HEADBIGRAM
(14,15),(10,14),-0.0585016 # DEPENDENCYPART_HEADBIGRAM
(14,15),(13,14),-0.0694258 # DEPENDENCYPART_HEADBIGRAM
(14,15),(15,14),-0.0947474 # DEPENDENCYPART_HEADBIGRAM
(14,15),(17,14),0.0758297 # DEPENDENCYPART_HEADBIGRAM
(14,17),(15,16),0.380105 # DEPENDENCYPART_HEADBIGRAM
(14,17),(17,16),0.0827211 # DEPENDENCYPART_HEADBIGRAM
(14,17),(18,16),0.0973755 # DEPENDENCYPART_HEADBIGRAM
(14,17),(20,16),0.183473 # DEPENDENCYPART_HEADBIGRAM
(14,18),(5,17),-0.0644723 # DEPENDENCYPART_HEADBIGRAM
(14,18),(6,17),-0.0559542 # DEPENDENCYPART_HEADBIGRAM
(14,18),(9,17),-0.0563981 # DEPENDENCYPART_HEADBIGRAM
(14,18),(13,17),-0.0405054 # DEPENDENCYPART_HEADBIGRAM
(14,18),(14,17),0.0962318 # DEPENDENCYPART_HEADBIGRAM
(14,18),(15,17),0.125555 # DEPENDENCYPART_HEADBIGRAM
(14,18),(18,17),0.254169 # DEPENDENCYPART_HEADBIGRAM
(14,18),(20,17),0.0975015 # DEPENDENCYPART_HEADBIGRAM
(14,18),(22,17),0.0891432 # DEPENDENCYPART_HEADBIGRAM
(14,18),(24,17),0.0903101 # DEPENDENCYPART_HEADBIGRAM
(14,19),(2,18),-0.0968924 # DEPENDENCYPART_HEADBIGRAM
(14,19),(6,18),-0.096429 # DEPENDENCYPART_HEADBIGRAM
(14,19),(10,18),-0.0673081 # DEPENDENCYPART_HEADBIGRAM
(14,19),(14,18),0.0488126 # DEPENDENCYPART_HEADBIGRAM
(14,19),(15,18),0.0721489 # DEPENDENCYPART_HEADBIGRAM
(14,19),(17,18),0.0651336 # DEPENDENCYPART_HEADBIGRAM
(14,19),(19,18),0.0625711 # DEPENDENCYPART_HEADBIGRAM
(14,19),(20,18),0.0446674 # DEPENDENCYPART_HEADBIGRAM
(14,19),(22,18),0.0834503 # DEPENDENCYPART_HEADBIGRAM
(14,19),(24,18),0.0997312 # DEPENDENCYPART_HEADBIGRAM
(14,20),(5,19),-0.0632379 # DEPENDENCYPART_HEADBIGRAM
(14,20),(6,19),-0.0670526 # DEPENDENCYPART_HEADBIGRAM
(14,20),(10,19),-0.0635703 # DEPENDENCYPART_HEADBIGRAM
(14,20),(13,19),-0.0563685 # DEPENDENCYPART_HEADBIGRAM
(14,20),(14,19),0.038306 # DEPENDENCYPART_HEADBIGRAM
(14,20),(17,19),0.0922409 # DEPENDENCYPART_HEADBIGRAM
(14,20),(18,19),0.0956588 # DEPENDENCYPART_HEADBIGRAM
(14,20),(20,19),0.167226 # DEPENDENCYPART_HEADBIGRAM
(14,20),(22,19),0.088864 # DEPENDENCYPART_HEADBIGRAM
(14,20),(23,19),0.0854497 # DEPENDENCYPART_HEADBIGRAM
(14,22),(22,21),0.0633487 # DEPENDENCYPART_HEADBIGRAM
(14,22),(23,21),0.0933518 # DEPENDENCYPART_HEADBIGRAM
(14,22),(24,21),0.0444028 # DEPENDENCYPART_HEADBIGRAM
(14,22),(25,21),0.085613 # DEPENDENCYPART_HEADBIGRAM
(14,22),(27,21),0.0847594 # DEPENDENCYPART_HEADBIGRAM
(14,22),(29,21),0.0853637 # DEPENDENCYPART_HEADBIGRAM
(14,23),(4,22),-0.0878227 # DEPENDENCYPART_HEADBIGRAM
(14,23),(5,22),-0.0864233 # DEPENDENCYPART_HEADBIGRAM
(14,23),(6,22),-0.0759738 # DEPENDENCYPART_HEADBIGRAM
(14,23),(10,22),-0.0932882 # DEPENDENCYPART_HEADBIGRAM
(14,23),(14,22),0.0473903 # DEPENDENCYPART_HEADBIGRAM
(14,23),(15,22),0.0927055 # DEPENDENCYPART_HEADBIGRAM
(14,23),(17,22),0.0873057 # DEPENDENCYPART_HEADBIGRAM
(14,23),(18,22),0.0955135 # DEPENDENCYPART_HEADBIGRAM
(14,23),(19,22),0.123047 # DEPENDENCYPART_HEADBIGRAM
(14,23),(20,22),0.0883049 # DEPENDENCYPART_HEADBIGRAM
(14,24),(10,23),-0.0717357 # DEPENDENCYPART_HEADBIGRAM
(14,24),(13,23),-0.0475772 # DEPENDENCYPART_HEADBIGRAM
(14,24),(14,23),0.212107 # DEPENDENCYPART_HEADBIGRAM
(14,24),(17,23),0.118569 # DEPENDENCYPART_HEADBIGRAM
(14,24),(18,23),0.113318 # DEPENDENCYPART_HEADBIGRAM
(14,24),(19,23),0.111025 # DEPENDENCYPART_HEADBIGRAM
(14,24),(20,23),0.126443 # DEPENDENCYPART_HEADBIGRAM
(14,24),(22,23),0.0753312 # DEPENDENCYPART_HEADBIGRAM
(14,24),(24,23),0.0421176 # DEPENDENCYPART_HEADBIGRAM
(14,24),(25,23),0.0815563 # DEPENDENCYPART_HEADBIGRAM
(14,25),(6,24),-0.0872006 # DEPENDENCYPART_HEADBIGRAM
(14,25),(10,24),-0.071118 # DEPENDENCYPART_HEADBIGRAM
(14,25),(14,24),0.00479647 # DEPENDENCYPART_HEADBIGRAM
(14,25),(15,24),0.0643737 # DEPENDENCYPART_HEADBIGRAM
(14,25),(17,24),0.063506 # DEPENDENCYPART_HEADBIGRAM
(14,25),(18,24),0.104616 # DEPENDENCYPART_HEADBIGRAM
(14,25),(20,24),0.0703783 # DEPENDENCYPART_HEADBIGRAM
(14,25),(22,24),0.0558382 # DEPENDENCYPART_HEADBIGRAM
(14,25),(23,24),0.0947261 # DEPENDENCYPART_HEADBIGRAM
(14,25),(25,24),0.0892387 # DEPENDENCYPART_HEADBIGRAM
(14,27),(24,26),0.0953714 # DEPENDENCYPART_HEADBIGRAM
(14,27),(25,26),0.144041 # DEPENDENCYPART_HEADBIGRAM
(14,27),(29,26),0.081759 # DEPENDENCYPART_HEADBIGRAM
(14,30),(18,29),0.0547066 # DEPENDENCYPART_HEADBIGRAM
(14,30),(19,29),0.18711 # DEPENDENCYPART_HEADBIGRAM
(14,30),(20,29),0.129723 # DEPENDENCYPART_HEADBIGRAM
(14,30),(22,29),0.225283 # DEPENDENCYPART_HEADBIGRAM
(14,30),(23,29),0.234364 # DEPENDENCYPART_HEADBIGRAM
(14,30),(24,29),0.101239 # DEPENDENCYPART_HEADBIGRAM
(14,30),(25,29),0.198993 # DEPENDENCYPART_HEADBIGRAM
(14,30),(26,29),0.0923507 # DEPENDENCYPART_HEADBIGRAM
(14,30),(27,29),0.231455 # DEPENDENCYPART_HEADBIGRAM
(14,30),(30,29),0.0178816 # DEPENDENCYPART_HEADBIGRAM
(15,12),(2,11),-0.162194 # DEPENDENCYPART_HEADBIGRAM
(15,12),(3,11),-0.162163 # DEPENDENCYPART_HEADBIGRAM
(15,12),(4,11),-0.157753 # DEPENDENCYPART_HEADBIGRAM
(15,12),(5,11),-0.154505 # DEPENDENCYPART_HEADBIGRAM
(15,12),(6,11),-0.140728 # DEPENDENCYPART_HEADBIGRAM
(15,12),(9,11),-0.152328 # DEPENDENCYPART_HEADBIGRAM
(15,12),(10,11),-0.148248 # DEPENDENCYPART_HEADBIGRAM
(15,12),(13,11),-0.124896 # DEPENDENCYPART_HEADBIGRAM
(15,12),(14,11),-0.138289 # DEPENDENCYPART_HEADBIGRAM
(15,12),(22,11),0.0712015 # DEPENDENCYPART_HEADBIGRAM
(15,14),(4,13),-0.143575 # DEPENDENCYPART_HEADBIGRAM
(15,14),(5,13),-0.140886 # DEPENDENCYPART_HEADBIGRAM
(15,14),(6,13),-0.124567 # DEPENDENCYPART_HEADBIGRAM
(15,14),(10,13),-0.144021 # DEPENDENCYPART_HEADBIGRAM
(15,14),(12,13),-0.0943759 # DEPENDENCYPART_HEADBIGRAM
(15,14),(14,13),-0.159034 # DEPENDENCYPART_HEADBIGRAM
(15,14),(17,13),0.0879609 # DEPENDENCYPART_HEADBIGRAM
(15,14),(18,13),0.10842 # DEPENDENCYPART_HEADBIGRAM
(15,14),(22,13),0.0662804 # DEPENDENCYPART_HEADBIGRAM
(15,16),(6,15),0.081534 # DEPENDENCYPART_HEADBIGRAM
(15,16),(9,15),0.0829597 # DEPENDENCYPART_HEADBIGRAM
(15,16),(13,15),-0.114278 # DEPENDENCYPART_HEADBIGRAM
(15,16),(14,15),-0.119625 # DEPENDENCYPART_HEADBIGRAM
(15,16),(17,15),0.538667 # DEPENDENCYPART_HEADBIGRAM
(15,16),(18,15),0.246611 # DEPENDENCYPART_HEADBIGRAM
(15,16),(20,15),0.507128 # DEPENDENCYPART_HEADBIGRAM
(15,16),(22,15),0.0578548 # DEPENDENCYPART_HEADBIGRAM
(15,16),(24,15),0.0542682 # DEPENDENCYPART_HEADBIGRAM
(15,17),(15,16),0.0209304 # DEPENDENCYPART_HEADBIGRAM
(15,17),(17,16),0.030745 # DEPENDENCYPART_HEADBIGRAM
(15,17),(18,16),0.100425 # DEPENDENCYPART_HEADBIGRAM
(15,17),(20,16),0.092867 # DEPENDENCYPART_HEADBIGRAM
(15,18),(5,17),-0.0460192 # DEPENDENCYPART_HEADBIGRAM
(15,18),(6,17),-0.0831521 # DEPENDENCYPART_HEADBIGRAM
(15,18),(9,17),-0.0835961 # DEPENDENCYPART_HEADBIGRAM
(15,18),(13,17),-0.0457176 # DEPENDENCYPART_HEADBIGRAM
(15,18),(14,17),-0.0417342 # DEPENDENCYPART_HEADBIGRAM
(15,18),(15,17),0.123001 # DEPENDENCYPART_HEADBIGRAM
(15,18),(18,17),0.16736 # DEPENDENCYPART_HEADBIGRAM
(15,18),(20,17),0.0701042 # DEPENDENCYPART_HEADBIGRAM
(15,18),(22,17),0.106936 # DEPENDENCYPART_HEADBIGRAM
(15,18),(24,17),0.10822 # DEPENDENCYPART_HEADBIGRAM
(15,20),(5,19),-0.0283397 # DEPENDENCYPART_HEADBIGRAM
(15,20),(6,19),-0.0241849 # DEPENDENCYPART_HEADBIGRAM
(15,20),(10,19),-0.0334357 # DEPENDENCYPART_HEADBIGRAM
(15,20),(13,19),-0.02865 # DEPENDENCYPART_HEADBIGRAM
(15,20),(14,19),-0.0320778 # DEPENDENCYPART_HEADBIGRAM
(15,20),(17,19),0.128558 # DEPENDENCYPART_HEADBIGRAM
(15,20),(18,19),0.0873997 # DEPENDENCYPART_HEADBIGRAM
(15,20),(20,19),0.234123 # DEPENDENCYPART_HEADBIGRAM
(15,20),(22,19),0.12474 # DEPENDENCYPART_HEADBIGRAM
(15,20),(23,19),0.0839315 # DEPENDENCYPART_HEADBIGRAM
