# _root_ Mr. Peters claims he reminded Mr. Ross that Robert Daly and Terry Semel , the top executives of the Warner Brothers studio , had `` repeatedly agreed that we had every right to accept '' an offer such as Sony 's .
#goldHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,11,17,17,11,17,22,22,22,18,11,5,24,24,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
#predictedHeads=2,3,0,5,3,7,5,24,10,11,24,13,11,13,17,17,13,17,22,22,22,18,13,5,27,27,24,30,30,27,32,30,34,32,34,37,34,39,37,39,40,3,
(30,25),(30,17),(30,3),-0.0345919 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,2),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,17),(30,-1),-0.0705479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,14),(30,13),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,12),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,11),-0.041078 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,10),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,9),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,8),0.0800061 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,7),-0.0232645 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,3),-0.0513598 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,2),-0.0223673 # DEPENDENCYPART_TRISIBL
(30,25),(30,14),(30,-1),-0.218579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,13),(30,12),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,11),-0.0772671 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,10),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,9),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,8),-0.0504221 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,7),-0.0847695 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,3),-0.0345675 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,2),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,13),(30,-1),-0.0704838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,12),(30,11),-0.0772671 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,10),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,9),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,8),-0.050419 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,7),-0.0847695 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,3),-0.0345675 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,2),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,12),(30,-1),-0.0704804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,11),(30,10),-0.0451304 # DEPENDENCYPART_TRISIBL
(30,25),(30,11),(30,9),-0.0451304 # DEPENDENCYPART_TRISIBL
(30,25),(30,11),(30,8),-0.0147283 # DEPENDENCYPART_TRISIBL
(30,25),(30,11),(30,7),-0.0460276 # DEPENDENCYPART_TRISIBL
(30,25),(30,11),(30,3),-0.0342222 # DEPENDENCYPART_TRISIBL
(30,25),(30,11),(30,2),-0.0451304 # DEPENDENCYPART_TRISIBL
(30,25),(30,11),(30,-1),-0.140481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,10),(30,9),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,10),(30,8),-0.050419 # DEPENDENCYPART_TRISIBL
(30,25),(30,10),(30,7),-0.0847695 # DEPENDENCYPART_TRISIBL
(30,25),(30,10),(30,3),-0.0345675 # DEPENDENCYPART_TRISIBL
(30,25),(30,10),(30,2),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,10),(30,-1),-0.0704804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,9),(30,8),-0.050419 # DEPENDENCYPART_TRISIBL
(30,25),(30,9),(30,7),-0.0847695 # DEPENDENCYPART_TRISIBL
(30,25),(30,9),(30,3),-0.0345675 # DEPENDENCYPART_TRISIBL
(30,25),(30,9),(30,2),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,9),(30,-1),-0.0704807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,8),(30,7),-0.0508081 # DEPENDENCYPART_TRISIBL
(30,25),(30,8),(30,3),-0.0494032 # DEPENDENCYPART_TRISIBL
(30,25),(30,8),(30,2),-0.0499109 # DEPENDENCYPART_TRISIBL
(30,25),(30,8),(30,-1),0.00065153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,7),(30,3),-0.0345678 # DEPENDENCYPART_TRISIBL
(30,25),(30,7),(30,2),-0.0838722 # DEPENDENCYPART_TRISIBL
(30,25),(30,7),(30,-1),-0.0733054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,3),(30,2),0.00750229 # DEPENDENCYPART_TRISIBL
(30,25),(30,3),(30,-1),-0.25431 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,25),(30,2),(30,-1),-0.0704808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,23),(30,18),0.0188113 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,17),0.117743 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,14),-0.0229344 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,13),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,12),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,11),-0.0502987 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,10),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,9),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,8),0.0655569 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,7),0.116798 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,3),-0.107753 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,2),0.116936 # DEPENDENCYPART_TRISIBL
(30,24),(30,23),(30,-1),-0.20211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,18),(30,17),-0.0800981 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,14),-0.020411 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,13),-0.0797435 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,12),-0.0797435 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,11),-0.0553039 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,10),-0.0797435 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,9),-0.0797435 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,8),-0.0171122 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,7),-0.0800905 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,3),-0.11863 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,2),-0.0799558 # DEPENDENCYPART_TRISIBL
(30,24),(30,18),(30,-1),-0.00660021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,17),(30,14),-0.0306137 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,13),-0.112094 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,12),-0.112094 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,11),-0.0751235 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,10),-0.112094 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,9),-0.112094 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,8),-0.00446347 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,7),-0.112441 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,3),-0.129617 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,2),-0.112306 # DEPENDENCYPART_TRISIBL
(30,24),(30,17),(30,-1),-0.0606663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,14),(30,13),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,12),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,11),-0.0502987 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,10),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,9),0.117148 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,8),0.0655569 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,7),0.116798 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,3),-0.107753 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,2),0.116936 # DEPENDENCYPART_TRISIBL
(30,24),(30,14),(30,-1),-0.20211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,13),(30,12),-0.111856 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,11),-0.0736548 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,10),-0.111856 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,9),-0.111856 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,8),-0.00348194 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,7),-0.112203 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,3),-0.129617 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,2),-0.112068 # DEPENDENCYPART_TRISIBL
(30,24),(30,13),(30,-1),-0.0613667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,12),(30,11),-0.0736548 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,10),-0.111856 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,9),-0.111856 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,8),-0.00347722 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,7),-0.112203 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,3),-0.129617 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,2),-0.112068 # DEPENDENCYPART_TRISIBL
(30,24),(30,12),(30,-1),-0.0613361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,11),(30,10),-0.0785297 # DEPENDENCYPART_TRISIBL
(30,24),(30,11),(30,9),-0.0785297 # DEPENDENCYPART_TRISIBL
(30,24),(30,11),(30,8),-0.0171965 # DEPENDENCYPART_TRISIBL
(30,24),(30,11),(30,7),-0.0788768 # DEPENDENCYPART_TRISIBL
(30,24),(30,11),(30,3),-0.101781 # DEPENDENCYPART_TRISIBL
(30,24),(30,11),(30,2),-0.078742 # DEPENDENCYPART_TRISIBL
(30,24),(30,11),(30,-1),-0.0673881 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,10),(30,9),-0.111856 # DEPENDENCYPART_TRISIBL
(30,24),(30,10),(30,8),-0.00347722 # DEPENDENCYPART_TRISIBL
(30,24),(30,10),(30,7),-0.112203 # DEPENDENCYPART_TRISIBL
(30,24),(30,10),(30,3),-0.129617 # DEPENDENCYPART_TRISIBL
(30,24),(30,10),(30,2),-0.112068 # DEPENDENCYPART_TRISIBL
(30,24),(30,10),(30,-1),-0.0613361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,9),(30,8),-0.00347722 # DEPENDENCYPART_TRISIBL
(30,24),(30,9),(30,7),-0.112203 # DEPENDENCYPART_TRISIBL
(30,24),(30,9),(30,3),-0.129617 # DEPENDENCYPART_TRISIBL
(30,24),(30,9),(30,2),-0.112068 # DEPENDENCYPART_TRISIBL
(30,24),(30,9),(30,-1),-0.0613361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,8),(30,7),-0.0805069 # DEPENDENCYPART_TRISIBL
(30,24),(30,8),(30,3),-0.119979 # DEPENDENCYPART_TRISIBL
(30,24),(30,8),(30,2),-0.0803722 # DEPENDENCYPART_TRISIBL
(30,24),(30,8),(30,-1),0.0559797 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,7),(30,3),-0.126185 # DEPENDENCYPART_TRISIBL
(30,24),(30,7),(30,2),-0.112068 # DEPENDENCYPART_TRISIBL
(30,24),(30,7),(30,-1),-0.0629053 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,3),(30,2),-0.0932272 # DEPENDENCYPART_TRISIBL
(30,24),(30,3),(30,-1),-0.133462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,24),(30,2),(30,-1),-0.0624509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,18),(30,17),-0.0874519 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,14),0.538572 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,13),-0.0894541 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,12),-0.0894555 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,11),0.0118967 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,10),-0.0894541 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,9),-0.0895004 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,8),0.201623 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,7),-0.089575 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,3),-0.105682 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,2),-0.0907513 # DEPENDENCYPART_TRISIBL
(30,23),(30,18),(30,-1),-0.029599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,17),(30,14),0.0885635 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,13),-0.137341 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,12),-0.137344 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,11),-0.0320311 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,10),-0.137341 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,9),-0.137434 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,8),0.14976 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,7),-0.137444 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,3),-0.107269 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,2),-0.138638 # DEPENDENCYPART_TRISIBL
(30,23),(30,17),(30,-1),0.016626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,14),(30,13),-0.204862 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,12),-0.204864 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,11),-0.0571792 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,10),-0.204862 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,9),-0.204909 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,8),0.050798 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,7),-0.204966 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,3),-0.101882 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,2),-0.20616 # DEPENDENCYPART_TRISIBL
(30,23),(30,14),(30,-1),-0.126051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,13),(30,12),-0.137263 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,11),-0.0317705 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,10),-0.137261 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,9),-0.137353 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,8),0.149788 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,7),-0.137364 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,3),-0.107254 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,2),-0.138558 # DEPENDENCYPART_TRISIBL
(30,23),(30,13),(30,-1),0.0156791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,12),(30,11),-0.0317705 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,10),-0.137261 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,9),-0.137353 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,8),0.149788 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,7),-0.137364 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,3),-0.107254 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,2),-0.138558 # DEPENDENCYPART_TRISIBL
(30,23),(30,12),(30,-1),0.0156791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,11),(30,10),-0.138662 # DEPENDENCYPART_TRISIBL
(30,23),(30,11),(30,9),-0.138709 # DEPENDENCYPART_TRISIBL
(30,23),(30,11),(30,8),0.076641 # DEPENDENCYPART_TRISIBL
(30,23),(30,11),(30,7),-0.138766 # DEPENDENCYPART_TRISIBL
(30,23),(30,11),(30,3),-0.106453 # DEPENDENCYPART_TRISIBL
(30,23),(30,11),(30,2),-0.13996 # DEPENDENCYPART_TRISIBL
(30,23),(30,11),(30,-1),-0.0214356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,10),(30,9),-0.137353 # DEPENDENCYPART_TRISIBL
(30,23),(30,10),(30,8),0.149788 # DEPENDENCYPART_TRISIBL
(30,23),(30,10),(30,7),-0.137364 # DEPENDENCYPART_TRISIBL
(30,23),(30,10),(30,3),-0.107254 # DEPENDENCYPART_TRISIBL
(30,23),(30,10),(30,2),-0.138558 # DEPENDENCYPART_TRISIBL
(30,23),(30,10),(30,-1),0.0156791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,9),(30,8),0.149788 # DEPENDENCYPART_TRISIBL
(30,23),(30,9),(30,7),-0.137365 # DEPENDENCYPART_TRISIBL
(30,23),(30,9),(30,3),-0.107254 # DEPENDENCYPART_TRISIBL
(30,23),(30,9),(30,2),-0.138559 # DEPENDENCYPART_TRISIBL
(30,23),(30,9),(30,-1),0.0156507 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,8),(30,7),-0.0901941 # DEPENDENCYPART_TRISIBL
(30,23),(30,8),(30,3),-0.106517 # DEPENDENCYPART_TRISIBL
(30,23),(30,8),(30,2),-0.0913705 # DEPENDENCYPART_TRISIBL
(30,23),(30,8),(30,-1),-0.0289911 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,7),(30,3),-0.107254 # DEPENDENCYPART_TRISIBL
(30,23),(30,7),(30,2),-0.139309 # DEPENDENCYPART_TRISIBL
(30,23),(30,7),(30,-1),0.0138355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,3),(30,2),-0.175015 # DEPENDENCYPART_TRISIBL
(30,23),(30,3),(30,-1),-0.00935367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,23),(30,2),(30,-1),0.0156791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,17),(30,14),-0.0341513 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,13),-0.132341 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,12),-0.132341 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,11),-0.11017 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,10),-0.132341 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,9),-0.132376 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,8),-0.143215 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,7),-0.132705 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,3),-0.12493 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,2),-0.132359 # DEPENDENCYPART_TRISIBL
(30,18),(30,17),(30,-1),-0.0938077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,14),(30,13),-0.0318256 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,12),-0.0318253 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,11),-0.153239 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,10),-0.0318253 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,9),-0.0318506 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,8),-0.0434579 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,7),-0.0322693 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,3),-0.181153 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,2),-0.0318432 # DEPENDENCYPART_TRISIBL
(30,18),(30,14),(30,-1),-0.1567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,13),(30,12),-0.132331 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,11),-0.121103 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,10),-0.132331 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,9),-0.132366 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,8),-0.143215 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,7),-0.132695 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,3),-0.12493 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,2),-0.132349 # DEPENDENCYPART_TRISIBL
(30,18),(30,13),(30,-1),-0.0932272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,12),(30,11),-0.121103 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,10),-0.132331 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,9),-0.132366 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,8),-0.143215 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,7),-0.132695 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,3),-0.12493 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,2),-0.132349 # DEPENDENCYPART_TRISIBL
(30,18),(30,12),(30,-1),-0.0932272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,11),(30,10),-0.116729 # DEPENDENCYPART_TRISIBL
(30,18),(30,11),(30,9),-0.116754 # DEPENDENCYPART_TRISIBL
(30,18),(30,11),(30,8),-0.114359 # DEPENDENCYPART_TRISIBL
(30,18),(30,11),(30,7),-0.117092 # DEPENDENCYPART_TRISIBL
(30,18),(30,11),(30,3),-0.113793 # DEPENDENCYPART_TRISIBL
(30,18),(30,11),(30,2),-0.116747 # DEPENDENCYPART_TRISIBL
(30,18),(30,11),(30,-1),-0.0993281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,10),(30,9),-0.132366 # DEPENDENCYPART_TRISIBL
(30,18),(30,10),(30,8),-0.143215 # DEPENDENCYPART_TRISIBL
(30,18),(30,10),(30,7),-0.132695 # DEPENDENCYPART_TRISIBL
(30,18),(30,10),(30,3),-0.12493 # DEPENDENCYPART_TRISIBL
(30,18),(30,10),(30,2),-0.132349 # DEPENDENCYPART_TRISIBL
(30,18),(30,10),(30,-1),-0.0932272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,9),(30,8),-0.143215 # DEPENDENCYPART_TRISIBL
(30,18),(30,9),(30,7),-0.132695 # DEPENDENCYPART_TRISIBL
(30,18),(30,9),(30,3),-0.12493 # DEPENDENCYPART_TRISIBL
(30,18),(30,9),(30,2),-0.132349 # DEPENDENCYPART_TRISIBL
(30,18),(30,9),(30,-1),-0.0932272 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,8),(30,7),-0.128859 # DEPENDENCYPART_TRISIBL
(30,18),(30,8),(30,3),-0.113156 # DEPENDENCYPART_TRISIBL
(30,18),(30,8),(30,2),-0.128524 # DEPENDENCYPART_TRISIBL
(30,18),(30,8),(30,-1),-0.0387643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,7),(30,3),-0.12493 # DEPENDENCYPART_TRISIBL
(30,18),(30,7),(30,2),-0.132349 # DEPENDENCYPART_TRISIBL
(30,18),(30,7),(30,-1),-0.0933446 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,3),(30,2),-0.126524 # DEPENDENCYPART_TRISIBL
(30,18),(30,3),(30,-1),-0.141775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,18),(30,2),(30,-1),-0.0932462 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,17),(30,14),(30,13),-0.245405 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,12),-0.245405 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,11),-0.0998009 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,10),-0.245405 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,9),-0.247284 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,8),-0.0131432 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,7),-0.246648 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,3),0.0928274 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,2),-0.246675 # DEPENDENCYPART_TRISIBL
(30,17),(30,14),(30,-1),-0.140201 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,17),(30,13),(30,12),-0.22118 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,11),-0.14067 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,10),-0.22118 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,9),-0.224899 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,8),-0.0616425 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,7),-0.222791 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,3),-0.101697 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,2),-0.221936 # DEPENDENCYPART_TRISIBL
(30,17),(30,13),(30,-1),-0.0851256 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,17),(30,12),(30,11),-0.14067 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,10),-0.22152 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,9),-0.22524 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,8),-0.0616425 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,7),-0.223131 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,3),-0.101697 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,2),-0.222276 # DEPENDENCYPART_TRISIBL
(30,17),(30,12),(30,-1),-0.0851331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(30,17),(30,11),(30,10),-0.164473 # DEPENDENCYPART_TRISIBL
(30,17),(30,11),(30,9),-0.16637 # DEPENDENCYPART_TRISIBL
(30,17),(30,11),(30,8),-0.110007 # DEPENDENCYPART_TRISIBL
(30,17),(30,11),(30,7),-0.165522 # DEPENDENCYPART_TRISIBL
(30,17),(30,11),(30,3),-0.100461 # DEPENDENCYPART_TRISIBL
(30,17),(30,11),(30,2),-0.16523 # DEPENDENCYPART_TRISIBL
(30,17),(30,11),(30,-1),-0.0676182 # DEPENDENCYPART_TRISIBL_LAST_SIBS
