# _root_ Tuesday 's notable losers were highpriced shares such as Pioneer , which shed 210 yen to 5,900 yen .
#goldHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
#predictedHeads=4,1,4,5,0,7,5,9,7,9,10,13,10,15,13,13,18,16,5,
(18,18),(18,16),(18,15),-0.187034 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,14),-0.0967476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,11),-0.124052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,10),-0.185945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,9),-0.119423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,8),-0.146064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,6),-0.145408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.124073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),-0.136411 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,11),-0.178294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,10),-0.197388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,9),-0.0705507 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,8),-0.084616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,6),-0.0798955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.161954 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,11),-0.120073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,10),-0.16458 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,9),-0.121836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,8),-0.0894206 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,6),-0.0887651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),-0.0816073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,11),(18,10),-0.0807565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,9),-0.183209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,8),-0.279347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,6),-0.278375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,11),(18,-1),-0.388066 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,10),(18,9),-0.0699098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,8),-0.0843894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,6),-0.0796689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,10),(18,-1),-0.149734 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,9),(18,8),-0.164797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,6),-0.163597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,9),(18,-1),-0.0725663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,8),(18,6),-0.131636 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,8),(18,-1),-0.0458184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,6),(18,-1),-0.0997049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),0.0186867 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,14),-0.0346897 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,11),-0.0846184 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,10),0.0191486 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,9),-0.0869511 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,8),-0.0736871 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,6),-0.0736871 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.195853 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,14),-0.0651729 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,11),-0.0921518 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,10),-0.088033 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,9),-0.0864281 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,8),-0.0493187 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,6),-0.0493187 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.127065 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,11),-0.0899739 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,10),-0.101765 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,9),-0.0905348 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,8),-0.0801646 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,6),-0.0801646 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,-1),-0.0848628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,11),(18,10),-0.0911143 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,9),-0.0703974 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,8),-0.0631498 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,6),-0.0631498 # DEPENDENCYPART_TRISIBL
(18,17),(18,11),(18,-1),-0.139544 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,10),(18,9),-0.0864281 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,8),-0.0493187 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,6),-0.0493187 # DEPENDENCYPART_TRISIBL
(18,17),(18,10),(18,-1),-0.125849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,9),(18,8),-0.0815283 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,6),-0.0815283 # DEPENDENCYPART_TRISIBL
(18,17),(18,9),(18,-1),-0.116572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,8),(18,6),-0.0734611 # DEPENDENCYPART_TRISIBL
(18,17),(18,8),(18,-1),-0.185166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,6),(18,-1),-0.185166 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,14),0.234057 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,11),-0.113189 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,10),-0.138386 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,9),-0.0817707 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,8),-0.144188 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,6),-0.144188 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.173696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,11),-0.0954129 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,10),-0.113751 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,9),-0.0727659 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,8),-0.102413 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,6),-0.102413 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,-1),-0.168866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,11),(18,10),-0.119448 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,9),-0.0797645 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,8),-0.100255 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,6),-0.100255 # DEPENDENCYPART_TRISIBL
(18,16),(18,11),(18,-1),-0.172083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,10),(18,9),-0.0817707 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,8),-0.144188 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,6),-0.144188 # DEPENDENCYPART_TRISIBL
(18,16),(18,10),(18,-1),-0.173693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,9),(18,8),-0.10092 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,6),-0.10092 # DEPENDENCYPART_TRISIBL
(18,16),(18,9),(18,-1),-0.149526 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,8),(18,6),-0.100041 # DEPENDENCYPART_TRISIBL
(18,16),(18,8),(18,-1),-0.18463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,6),(18,-1),-0.18463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,11),-0.0979679 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,10),-0.0351447 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,9),-0.0669884 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,8),0.0108174 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,6),0.00686199 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.124725 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,11),(18,10),-0.149218 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,9),-0.00319105 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,8),0.0225289 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,6),0.0210009 # DEPENDENCYPART_TRISIBL
(18,15),(18,11),(18,-1),-0.243354 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,10),(18,9),-0.0462303 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,8),0.0448978 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,6),0.0442127 # DEPENDENCYPART_TRISIBL
(18,15),(18,10),(18,-1),-0.116411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,9),(18,8),0.0104433 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,6),0.00796661 # DEPENDENCYPART_TRISIBL
(18,15),(18,9),(18,-1),-0.0755403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,8),(18,6),0.0695528 # DEPENDENCYPART_TRISIBL
(18,15),(18,8),(18,-1),-0.0983779 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,6),(18,-1),-0.0913382 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,11),(18,10),-0.0911143 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,9),-0.0703974 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,8),-0.0631498 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,6),-0.0631498 # DEPENDENCYPART_TRISIBL
(18,14),(18,11),(18,-1),-0.139545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,10),(18,9),-0.0864281 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,8),-0.0493187 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,6),-0.0493187 # DEPENDENCYPART_TRISIBL
(18,14),(18,10),(18,-1),-0.125849 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,9),(18,8),-0.0815283 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,6),-0.0815283 # DEPENDENCYPART_TRISIBL
(18,14),(18,9),(18,-1),-0.116573 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,8),(18,6),-0.0734611 # DEPENDENCYPART_TRISIBL
(18,14),(18,8),(18,-1),-0.185167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,6),(18,-1),-0.185167 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,10),(18,9),-0.0747 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,8),0.0518344 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,6),0.0523654 # DEPENDENCYPART_TRISIBL
(18,11),(18,10),(18,-1),-0.124781 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,9),(18,8),-0.0190072 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,6),-0.0185935 # DEPENDENCYPART_TRISIBL
(18,11),(18,9),(18,-1),-0.19497 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,8),(18,6),0.0122413 # DEPENDENCYPART_TRISIBL
(18,11),(18,8),(18,-1),-0.181266 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,11),(18,6),(18,-1),-0.177686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,9),(18,8),0.0105656 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,6),0.00808887 # DEPENDENCYPART_TRISIBL
(18,10),(18,9),(18,-1),-0.06945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,8),(18,6),0.069675 # DEPENDENCYPART_TRISIBL
(18,10),(18,8),(18,-1),-0.0928513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,10),(18,6),(18,-1),-0.0858116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,8),(18,6),-0.0686734 # DEPENDENCYPART_TRISIBL
(18,9),(18,8),(18,-1),-0.137445 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,9),(18,6),(18,-1),-0.136675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,8),(18,6),(18,-1),-0.0811332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,-1),-0.537821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(1,3),0.147777 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.140248 # DEPENDENCYPART_HEADBIGRAM
(0,4),(5,3),0.0756798 # DEPENDENCYPART_HEADBIGRAM
(0,4),(6,3),0.0726475 # DEPENDENCYPART_HEADBIGRAM
(0,4),(7,3),0.0687834 # DEPENDENCYPART_HEADBIGRAM
(0,4),(8,3),0.0726475 # DEPENDENCYPART_HEADBIGRAM
(0,4),(15,3),0.074326 # DEPENDENCYPART_HEADBIGRAM
(0,5),(0,4),0.0845032 # DEPENDENCYPART_HEADBIGRAM
(0,5),(1,4),0.0408393 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.152413 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.385929 # DEPENDENCYPART_HEADBIGRAM
(0,5),(6,4),0.0720734 # DEPENDENCYPART_HEADBIGRAM
(0,5),(7,4),0.0343342 # DEPENDENCYPART_HEADBIGRAM
(0,5),(8,4),0.0718275 # DEPENDENCYPART_HEADBIGRAM
(0,5),(13,4),-0.00950899 # DEPENDENCYPART_HEADBIGRAM
(0,7),(3,6),0.0768586 # DEPENDENCYPART_HEADBIGRAM
(0,7),(4,6),0.0689921 # DEPENDENCYPART_HEADBIGRAM
(0,7),(5,6),0.0722937 # DEPENDENCYPART_HEADBIGRAM
(0,7),(7,6),0.0886318 # DEPENDENCYPART_HEADBIGRAM
(0,7),(8,6),0.0776281 # DEPENDENCYPART_HEADBIGRAM
(0,7),(10,6),0.0684397 # DEPENDENCYPART_HEADBIGRAM
(0,7),(13,6),0.0783601 # DEPENDENCYPART_HEADBIGRAM
(0,7),(15,6),0.0730367 # DEPENDENCYPART_HEADBIGRAM
(0,7),(18,6),0.0743051 # DEPENDENCYPART_HEADBIGRAM
(0,13),(13,12),-0.00768265 # DEPENDENCYPART_HEADBIGRAM
(0,13),(15,12),0.0587917 # DEPENDENCYPART_HEADBIGRAM
(1,2),(0,1),-0.104147 # DEPENDENCYPART_HEADBIGRAM
(1,2),(3,1),0.210637 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.482884 # DEPENDENCYPART_HEADBIGRAM
(1,2),(5,1),0.179501 # DEPENDENCYPART_HEADBIGRAM
(1,2),(7,1),0.372002 # DEPENDENCYPART_HEADBIGRAM
(1,2),(10,1),0.344999 # DEPENDENCYPART_HEADBIGRAM
(1,2),(13,1),0.0757451 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.04676 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.110034 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.0679452 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.177583 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.0431668 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.0768333 # DEPENDENCYPART_HEADBIGRAM
(1,4),(7,3),0.0603159 # DEPENDENCYPART_HEADBIGRAM
(1,4),(8,3),0.0766793 # DEPENDENCYPART_HEADBIGRAM
(1,4),(15,3),0.0661309 # DEPENDENCYPART_HEADBIGRAM
(1,5),(0,4),-0.0265026 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0912632 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.159492 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.328787 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.0779739 # DEPENDENCYPART_HEADBIGRAM
(1,5),(7,4),0.0783046 # DEPENDENCYPART_HEADBIGRAM
(1,5),(8,4),0.0777251 # DEPENDENCYPART_HEADBIGRAM
(1,5),(13,4),0.038043 # DEPENDENCYPART_HEADBIGRAM
(1,7),(3,6),0.0804291 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.0588503 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.0364168 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.119565 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.0816598 # DEPENDENCYPART_HEADBIGRAM
(1,7),(10,6),0.060281 # DEPENDENCYPART_HEADBIGRAM
(1,7),(13,6),0.0459326 # DEPENDENCYPART_HEADBIGRAM
(1,7),(15,6),0.0648416 # DEPENDENCYPART_HEADBIGRAM
(1,7),(18,6),0.0661099 # DEPENDENCYPART_HEADBIGRAM
(1,9),(3,8),0.096493 # DEPENDENCYPART_HEADBIGRAM
(1,9),(4,8),0.0992481 # DEPENDENCYPART_HEADBIGRAM
(1,9),(5,8),0.109326 # DEPENDENCYPART_HEADBIGRAM
(1,9),(6,8),0.0901075 # DEPENDENCYPART_HEADBIGRAM
(1,9),(7,8),0.0910285 # DEPENDENCYPART_HEADBIGRAM
(1,9),(9,8),0.462203 # DEPENDENCYPART_HEADBIGRAM
(1,9),(10,8),0.0750739 # DEPENDENCYPART_HEADBIGRAM
(1,9),(13,8),0.0821765 # DEPENDENCYPART_HEADBIGRAM
(1,9),(15,8),0.0752124 # DEPENDENCYPART_HEADBIGRAM
(1,9),(18,8),0.0752124 # DEPENDENCYPART_HEADBIGRAM
(1,10),(1,9),0.0464255 # DEPENDENCYPART_HEADBIGRAM
(1,10),(4,9),0.154593 # DEPENDENCYPART_HEADBIGRAM
(1,10),(5,9),0.0792054 # DEPENDENCYPART_HEADBIGRAM
(1,10),(6,9),0.0901038 # DEPENDENCYPART_HEADBIGRAM
(1,10),(7,9),0.162928 # DEPENDENCYPART_HEADBIGRAM
(1,10),(8,9),0.0798287 # DEPENDENCYPART_HEADBIGRAM
(1,10),(10,9),0.126485 # DEPENDENCYPART_HEADBIGRAM
(1,10),(13,9),0.0719665 # DEPENDENCYPART_HEADBIGRAM
(1,10),(15,9),0.147818 # DEPENDENCYPART_HEADBIGRAM
(1,10),(18,9),0.147818 # DEPENDENCYPART_HEADBIGRAM
(1,11),(1,10),0.124707 # DEPENDENCYPART_HEADBIGRAM
(1,11),(4,10),0.144629 # DEPENDENCYPART_HEADBIGRAM
(1,11),(5,10),0.054742 # DEPENDENCYPART_HEADBIGRAM
(1,11),(6,10),0.0820869 # DEPENDENCYPART_HEADBIGRAM
(1,11),(7,10),0.0965797 # DEPENDENCYPART_HEADBIGRAM
(1,11),(8,10),0.120964 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.171296 # DEPENDENCYPART_HEADBIGRAM
(1,11),(13,10),0.0324276 # DEPENDENCYPART_HEADBIGRAM
(1,11),(15,10),0.0486328 # DEPENDENCYPART_HEADBIGRAM
(1,11),(18,10),0.0498889 # DEPENDENCYPART_HEADBIGRAM
(1,13),(13,12),0.298821 # DEPENDENCYPART_HEADBIGRAM
(1,13),(15,12),0.0739099 # DEPENDENCYPART_HEADBIGRAM
(1,19),(5,18),0.0515429 # DEPENDENCYPART_HEADBIGRAM
(1,19),(7,18),0.0791507 # DEPENDENCYPART_HEADBIGRAM
(1,19),(8,18),0.118409 # DEPENDENCYPART_HEADBIGRAM
(1,19),(10,18),0.131945 # DEPENDENCYPART_HEADBIGRAM
(1,19),(13,18),0.0924277 # DEPENDENCYPART_HEADBIGRAM
(1,19),(14,18),0.0967964 # DEPENDENCYPART_HEADBIGRAM
(1,19),(15,18),0.112509 # DEPENDENCYPART_HEADBIGRAM
(1,19),(16,18),0.136891 # DEPENDENCYPART_HEADBIGRAM
(1,19),(17,18),0.169739 # DEPENDENCYPART_HEADBIGRAM
(1,19),(19,18),0.0717146 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0243676 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.00422661 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.131884 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.0900235 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.11412 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.0900235 # DEPENDENCYPART_HEADBIGRAM
(3,4),(15,3),0.102099 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0627334 # DEPENDENCYPART_HEADBIGRAM
(3,5),(1,4),-0.0639439 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0463246 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.0694306 # DEPENDENCYPART_HEADBIGRAM
(3,5),(6,4),0.0799989 # DEPENDENCYPART_HEADBIGRAM
(3,5),(7,4),0.0763927 # DEPENDENCYPART_HEADBIGRAM
(3,5),(8,4),0.077735 # DEPENDENCYPART_HEADBIGRAM
(3,5),(13,4),0.0756865 # DEPENDENCYPART_HEADBIGRAM
(3,6),(0,5),-0.0589493 # DEPENDENCYPART_HEADBIGRAM
(3,6),(1,5),-0.053961 # DEPENDENCYPART_HEADBIGRAM
(3,6),(3,5),0.0882219 # DEPENDENCYPART_HEADBIGRAM
(3,6),(4,5),0.0910056 # DEPENDENCYPART_HEADBIGRAM
(3,6),(7,5),0.0857272 # DEPENDENCYPART_HEADBIGRAM
(3,6),(13,5),0.078986 # DEPENDENCYPART_HEADBIGRAM
(3,7),(3,6),0.0832894 # DEPENDENCYPART_HEADBIGRAM
(3,7),(4,6),0.150377 # DEPENDENCYPART_HEADBIGRAM
(3,7),(5,6),0.151135 # DEPENDENCYPART_HEADBIGRAM
(3,7),(7,6),0.135022 # DEPENDENCYPART_HEADBIGRAM
(3,7),(8,6),0.077057 # DEPENDENCYPART_HEADBIGRAM
(3,7),(10,6),0.0713336 # DEPENDENCYPART_HEADBIGRAM
(3,7),(13,6),0.0769377 # DEPENDENCYPART_HEADBIGRAM
(3,7),(15,6),0.0756438 # DEPENDENCYPART_HEADBIGRAM
(3,7),(18,6),0.0768736 # DEPENDENCYPART_HEADBIGRAM
(3,8),(0,7),-0.0575102 # DEPENDENCYPART_HEADBIGRAM
(3,8),(1,7),-0.060572 # DEPENDENCYPART_HEADBIGRAM
(3,8),(3,7),0.0847668 # DEPENDENCYPART_HEADBIGRAM
(3,8),(4,7),0.100457 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0944803 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.0951052 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.126536 # DEPENDENCYPART_HEADBIGRAM
(3,8),(9,7),0.0775096 # DEPENDENCYPART_HEADBIGRAM
(3,8),(10,7),0.0777288 # DEPENDENCYPART_HEADBIGRAM
(3,8),(13,7),0.0806468 # DEPENDENCYPART_HEADBIGRAM
(4,2),(0,1),-0.155572 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.107001 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.135008 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0357804 # DEPENDENCYPART_HEADBIGRAM
(4,2),(7,1),0.0741268 # DEPENDENCYPART_HEADBIGRAM
(4,2),(10,1),0.0750696 # DEPENDENCYPART_HEADBIGRAM
(4,2),(13,1),0.0429747 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),0.0183544 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0439567 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),-0.177623 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.058346 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.103409 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),-0.138509 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.0595407 # DEPENDENCYPART_HEADBIGRAM
(4,5),(7,4),0.16204 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.131879 # DEPENDENCYPART_HEADBIGRAM
(4,5),(13,4),0.0661923 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0575092 # DEPENDENCYPART_HEADBIGRAM
(4,6),(1,5),-0.0762575 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.064647 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0760516 # DEPENDENCYPART_HEADBIGRAM
(4,6),(7,5),0.0647919 # DEPENDENCYPART_HEADBIGRAM
(4,6),(13,5),0.0798746 # DEPENDENCYPART_HEADBIGRAM
(4,7),(3,6),-0.0573304 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0749273 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.115202 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.181976 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.0782497 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.0606273 # DEPENDENCYPART_HEADBIGRAM
(4,7),(13,6),0.0459921 # DEPENDENCYPART_HEADBIGRAM
(4,7),(15,6),0.0649011 # DEPENDENCYPART_HEADBIGRAM
(4,7),(18,6),0.0661309 # DEPENDENCYPART_HEADBIGRAM
(4,8),(0,7),-0.0660377 # DEPENDENCYPART_HEADBIGRAM
(4,8),(1,7),-0.0747322 # DEPENDENCYPART_HEADBIGRAM
(4,8),(3,7),-0.0587559 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0855511 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.0963397 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.0944395 # DEPENDENCYPART_HEADBIGRAM
