# _root_ On the other hand , so long as Mr. Gorbachev is easing his grip on his empire , everyone we 've heard agrees that the U.S. can benefit by engaging him .
#goldHeads=23,4,4,1,23,23,6,11,10,11,6,11,14,12,14,17,15,23,23,21,19,21,0,27,26,27,23,27,28,29,30,23,
#predictedHeads=23,4,4,1,23,11,6,11,10,11,23,11,14,12,14,17,15,23,23,21,19,21,0,27,26,27,23,27,28,29,30,23,
(27,24),(27,17),(27,15),-0.136624 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,14),-0.119939 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,12),-0.108602 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,11),-0.107491 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,10),-0.119988 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,8),-0.134925 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,7),-0.0861308 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,6),-0.0890468 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,5),-0.108189 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,4),-0.119939 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,1),-0.136624 # DEPENDENCYPART_TRISIBL
(27,24),(27,17),(27,-1),-0.0411324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,15),(27,14),-0.124748 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,12),-0.0940693 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,11),-0.0926664 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,10),-0.124792 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,8),-0.102002 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,7),-0.0780913 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,6),-0.0810213 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,5),-0.114694 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,4),-0.124748 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,1),-0.105679 # DEPENDENCYPART_TRISIBL
(27,24),(27,15),(27,-1),0.011111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,14),(27,12),-0.108602 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,11),-0.107491 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,10),-0.119988 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,8),-0.134925 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,7),-0.0861308 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,6),-0.0890468 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,5),-0.108189 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,4),-0.119939 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,1),-0.136624 # DEPENDENCYPART_TRISIBL
(27,24),(27,14),(27,-1),-0.0411324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,12),(27,11),-0.100549 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,10),-0.132459 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,8),-0.104693 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,7),-0.0689236 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,6),-0.0717013 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,5),-0.114929 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,4),-0.132416 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,1),-0.108359 # DEPENDENCYPART_TRISIBL
(27,24),(27,12),(27,-1),-0.102108 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,11),(27,10),-0.133269 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,8),-0.105093 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,7),-0.0689236 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,6),-0.0717013 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,5),-0.114994 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,4),-0.133225 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,1),-0.108759 # DEPENDENCYPART_TRISIBL
(27,24),(27,11),(27,-1),-0.103129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,10),(27,8),-0.134925 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,7),-0.0861308 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,6),-0.0890468 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,5),-0.108189 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,4),-0.119939 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,1),-0.136624 # DEPENDENCYPART_TRISIBL
(27,24),(27,10),(27,-1),-0.0411324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,8),(27,7),-0.0794153 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,6),-0.0823453 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,5),-0.114897 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,4),-0.124423 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,1),-0.106647 # DEPENDENCYPART_TRISIBL
(27,24),(27,8),(27,-1),-0.00780325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,7),(27,6),-0.0844489 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,5),-0.11387 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,4),-0.12431 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,1),-0.102859 # DEPENDENCYPART_TRISIBL
(27,24),(27,7),(27,-1),0.0258305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,6),(27,5),-0.11387 # DEPENDENCYPART_TRISIBL
(27,24),(27,6),(27,4),-0.124772 # DEPENDENCYPART_TRISIBL
(27,24),(27,6),(27,1),-0.102859 # DEPENDENCYPART_TRISIBL
(27,24),(27,6),(27,-1),0.0718746 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,5),(27,4),-0.0513217 # DEPENDENCYPART_TRISIBL
(27,24),(27,5),(27,1),-0.0729862 # DEPENDENCYPART_TRISIBL
(27,24),(27,5),(27,-1),-0.0774969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,4),(27,1),-0.136624 # DEPENDENCYPART_TRISIBL
(27,24),(27,4),(27,-1),-0.0411326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,24),(27,1),(27,-1),0.011111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,22),(27,21),-0.120866 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,19),-0.0930467 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,18),-0.00559554 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,17),-0.0930467 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,15),-0.0585234 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,14),-0.0930467 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,12),-0.120863 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,11),-0.12751 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,10),-0.0951645 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,8),-0.0661095 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,7),-0.0567031 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,6),-0.0574596 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,5),-0.00559554 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,4),-0.0930633 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,1),-0.0585234 # DEPENDENCYPART_TRISIBL
(27,23),(27,22),(27,-1),-0.0770766 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,21),(27,19),-0.0930488 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,18),-0.00559554 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,17),-0.0930488 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,15),-0.0585234 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,14),-0.0930488 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,12),-0.120863 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,11),-0.12751 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,10),-0.0951666 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,8),-0.0661095 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,7),-0.0567041 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,6),-0.0574607 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,5),-0.00559554 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,4),-0.0930654 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,1),-0.0585234 # DEPENDENCYPART_TRISIBL
(27,23),(27,21),(27,-1),-0.0779146 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,19),(27,18),-0.0193534 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,17),-0.0939679 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,15),-0.0573108 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,14),-0.0939679 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,12),-0.1221 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,11),-0.128419 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,10),-0.0960878 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,8),-0.0622391 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,7),-0.0512101 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,6),-0.0491931 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,5),-0.0193534 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,4),-0.0939845 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,1),-0.0573108 # DEPENDENCYPART_TRISIBL
(27,23),(27,19),(27,-1),-0.130634 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,18),(27,17),-0.0836465 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,15),0.0177013 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,14),-0.0836465 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,12),-0.0535767 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,11),-0.0636794 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,10),-0.0857643 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,8),0.0076573 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,7),0.0329795 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,6),0.0325255 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,5),-0.0182921 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,4),-0.0836772 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,1),0.0177013 # DEPENDENCYPART_TRISIBL
(27,23),(27,18),(27,-1),-0.197583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,17),(27,15),-0.0573108 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,14),-0.0939679 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,12),-0.1221 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,11),-0.128419 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,10),-0.0960878 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,8),-0.0622391 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,7),-0.0512101 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,6),-0.0491931 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,5),-0.0193534 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,4),-0.0939845 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,1),-0.0573108 # DEPENDENCYPART_TRISIBL
(27,23),(27,17),(27,-1),-0.129027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,15),(27,14),-0.0759846 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,12),-0.112842 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,11),-0.11902 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,10),-0.0781024 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,8),-0.0599303 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,7),-0.054976 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,6),-0.0562283 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,5),-0.0136366 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,4),-0.0760012 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,1),-0.052705 # DEPENDENCYPART_TRISIBL
(27,23),(27,15),(27,-1),-0.019751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,14),(27,12),-0.1221 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,11),-0.128419 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,10),-0.0960878 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,8),-0.0622391 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,7),-0.0512101 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,6),-0.0491931 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,5),-0.0193534 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,4),-0.0939845 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,1),-0.0573108 # DEPENDENCYPART_TRISIBL
(27,23),(27,14),(27,-1),-0.128786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,12),(27,11),-0.12751 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,10),-0.0951645 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,8),-0.0661095 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,7),-0.0567031 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,6),-0.0574596 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,5),-0.00559554 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,4),-0.0930633 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,1),-0.0585234 # DEPENDENCYPART_TRISIBL
(27,23),(27,12),(27,-1),-0.0770775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,11),(27,10),-0.0965195 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,8),-0.0670173 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,7),-0.0577143 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,6),-0.0584708 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,5),-0.00643603 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,4),-0.0944183 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,1),-0.0594312 # DEPENDENCYPART_TRISIBL
(27,23),(27,11),(27,-1),-0.084416 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,10),(27,8),-0.0622581 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,7),-0.0512101 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,6),-0.0491931 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,5),-0.0195882 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,4),-0.0939881 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,1),-0.0573298 # DEPENDENCYPART_TRISIBL
(27,23),(27,10),(27,-1),-0.129049 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,8),(27,7),-0.0551264 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,6),-0.0563788 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,5),-0.0138705 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,4),-0.0770189 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,1),-0.0549853 # DEPENDENCYPART_TRISIBL
(27,23),(27,8),(27,-1),-0.00399415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,7),(27,6),-0.0538044 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,5),-0.0137629 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,4),-0.0765544 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,1),-0.0493498 # DEPENDENCYPART_TRISIBL
(27,23),(27,7),(27,-1),-0.0587549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,6),(27,5),-0.0138216 # DEPENDENCYPART_TRISIBL
(27,23),(27,6),(27,4),-0.0765934 # DEPENDENCYPART_TRISIBL
(27,23),(27,6),(27,1),-0.0493498 # DEPENDENCYPART_TRISIBL
(27,23),(27,6),(27,-1),-0.0608744 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,5),(27,4),-0.0836772 # DEPENDENCYPART_TRISIBL
(27,23),(27,5),(27,1),0.0177013 # DEPENDENCYPART_TRISIBL
(27,23),(27,5),(27,-1),-0.197583 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,4),(27,1),-0.0573499 # DEPENDENCYPART_TRISIBL
(27,23),(27,4),(27,-1),-0.1288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,23),(27,1),(27,-1),-0.019751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,21),(27,19),-0.0929576 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,18),0.00386208 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,17),-0.0929576 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,15),-0.0585235 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,14),-0.0929576 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,12),-0.125202 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,11),-0.131849 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,10),-0.0950755 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,8),-0.0661096 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,7),-0.0566882 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,6),-0.0574447 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,5),0.00386208 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,4),-0.0929743 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,1),-0.0585235 # DEPENDENCYPART_TRISIBL
(27,22),(27,21),(27,-1),-0.0784019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,19),(27,18),-0.00989579 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,17),-0.0938767 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,15),-0.0573109 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,14),-0.0938767 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,12),-0.126439 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,11),-0.132758 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,10),-0.0959966 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,8),-0.0622392 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,7),-0.0511578 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,6),-0.0491408 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,5),-0.00989579 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,4),-0.0938933 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,1),-0.0573109 # DEPENDENCYPART_TRISIBL
(27,22),(27,19),(27,-1),-0.131048 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,18),(27,17),-0.0834642 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,15),0.0177013 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,14),-0.0834642 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,12),-0.0579158 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,11),-0.0680185 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,10),-0.085582 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,8),0.00765723 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,7),0.0329955 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,6),0.0325415 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,5),-0.0088345 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,4),-0.0834949 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,1),0.0177013 # DEPENDENCYPART_TRISIBL
(27,22),(27,18),(27,-1),-0.197998 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,17),(27,15),-0.0573109 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,14),-0.0938767 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,12),-0.126439 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,11),-0.132758 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,10),-0.0959966 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,8),-0.0622392 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,7),-0.0511578 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,6),-0.0491408 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,5),-0.00989579 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,4),-0.0938933 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,1),-0.0573109 # DEPENDENCYPART_TRISIBL
(27,22),(27,17),(27,-1),-0.129442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,15),(27,14),-0.0758934 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,12),-0.117182 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,11),-0.123359 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,10),-0.0780112 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,8),-0.0599304 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,7),-0.0549601 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,6),-0.0562124 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,5),-0.00417899 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,4),-0.07591 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,1),-0.0527051 # DEPENDENCYPART_TRISIBL
(27,22),(27,15),(27,-1),-0.0201748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,14),(27,12),-0.126439 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,11),-0.132758 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,10),-0.0959966 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,8),-0.0622392 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,7),-0.0511578 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,6),-0.0491408 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,5),-0.00989579 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,4),-0.0938933 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,1),-0.0573109 # DEPENDENCYPART_TRISIBL
(27,22),(27,14),(27,-1),-0.1292 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,12),(27,11),-0.131849 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,10),-0.0950734 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,8),-0.0661096 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,7),-0.0566871 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,6),-0.0574436 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,5),0.00386208 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,4),-0.0929722 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,1),-0.0585235 # DEPENDENCYPART_TRISIBL
(27,22),(27,12),(27,-1),-0.0775648 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,11),(27,10),-0.0964283 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,8),-0.0670174 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,7),-0.0576984 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,6),-0.0584549 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,5),0.00302159 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,4),-0.0943271 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,1),-0.0594312 # DEPENDENCYPART_TRISIBL
(27,22),(27,11),(27,-1),-0.0849033 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,10),(27,8),-0.0622581 # DEPENDENCYPART_TRISIBL
(27,22),(27,10),(27,7),-0.0511578 # DEPENDENCYPART_TRISIBL
(27,22),(27,10),(27,6),-0.0491408 # DEPENDENCYPART_TRISIBL
(27,22),(27,10),(27,5),-0.0101306 # DEPENDENCYPART_TRISIBL
(27,22),(27,10),(27,4),-0.093897 # DEPENDENCYPART_TRISIBL
(27,22),(27,10),(27,1),-0.0573298 # DEPENDENCYPART_TRISIBL
(27,22),(27,10),(27,-1),-0.129463 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,8),(27,7),-0.0551105 # DEPENDENCYPART_TRISIBL
(27,22),(27,8),(27,6),-0.0563629 # DEPENDENCYPART_TRISIBL
(27,22),(27,8),(27,5),-0.00441285 # DEPENDENCYPART_TRISIBL
(27,22),(27,8),(27,4),-0.0769277 # DEPENDENCYPART_TRISIBL
(27,22),(27,8),(27,1),-0.0549853 # DEPENDENCYPART_TRISIBL
(27,22),(27,8),(27,-1),-0.00441794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,7),(27,6),-0.0538089 # DEPENDENCYPART_TRISIBL
(27,22),(27,7),(27,5),-0.00430527 # DEPENDENCYPART_TRISIBL
(27,22),(27,7),(27,4),-0.0764632 # DEPENDENCYPART_TRISIBL
(27,22),(27,7),(27,1),-0.0493499 # DEPENDENCYPART_TRISIBL
(27,22),(27,7),(27,-1),-0.0594471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,6),(27,5),-0.00436402 # DEPENDENCYPART_TRISIBL
(27,22),(27,6),(27,4),-0.0765023 # DEPENDENCYPART_TRISIBL
(27,22),(27,6),(27,1),-0.0493499 # DEPENDENCYPART_TRISIBL
(27,22),(27,6),(27,-1),-0.0615665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(27,22),(27,5),(27,4),-0.0834949 # DEPENDENCYPART_TRISIBL
