# _root_ When he sent letters offering 1,250 retired major leaguers the chance of another season , 730 responded .
#goldHeads=3,3,17,3,4,9,9,9,5,11,5,11,14,12,17,17,0,17,
#predictedHeads=3,3,17,3,3,9,9,9,5,11,5,11,14,12,17,17,0,17,
(0,4),(0,6),(0,17),-0.0761721 # DEPENDENCYPART_TRISIBL
(0,4),(0,6),(0,19),-0.125937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,9),(0,16),-0.0630484 # DEPENDENCYPART_TRISIBL
(0,4),(0,9),(0,17),-0.0750402 # DEPENDENCYPART_TRISIBL
(0,4),(0,9),(0,19),-0.128838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,16),(0,17),-0.0761721 # DEPENDENCYPART_TRISIBL
(0,4),(0,16),(0,19),-0.125937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,4),(0,17),(0,19),-0.122707 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,6),(0,9),-0.0665922 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,16),-0.0697968 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,17),-0.111618 # DEPENDENCYPART_TRISIBL
(0,5),(0,6),(0,19),-0.156999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,9),(0,16),-0.0697684 # DEPENDENCYPART_TRISIBL
(0,5),(0,9),(0,17),-0.12127 # DEPENDENCYPART_TRISIBL
(0,5),(0,9),(0,19),-0.16177 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,16),(0,17),-0.111618 # DEPENDENCYPART_TRISIBL
(0,5),(0,16),(0,19),-0.156999 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,5),(0,17),(0,19),-0.245669 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,9),(0,16),-0.0667406 # DEPENDENCYPART_TRISIBL
(0,6),(0,9),(0,17),-0.0629563 # DEPENDENCYPART_TRISIBL
(0,6),(0,9),(0,19),-0.0785733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,16),(0,17),-0.0546604 # DEPENDENCYPART_TRISIBL
(0,6),(0,16),(0,19),-0.0716597 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,6),(0,17),(0,19),-0.0881149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,9),(0,16),(0,17),-0.0776757 # DEPENDENCYPART_TRISIBL
(0,9),(0,16),(0,19),-0.124128 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,9),(0,17),(0,19),-0.120896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,16),(0,17),(0,19),-0.0881149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(2,2),(2,3),(2,19),-0.309805 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,4),(3,5),0.00471789 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,6),-0.0180614 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,7),-0.0656577 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,8),-0.06063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,9),-0.0266365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,11),-0.00718434 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,12),-0.0134524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,14),-0.0219394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,15),-0.00466209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,17),-0.00917914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,18),-0.0410348 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,4),(3,19),-0.0335926 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,5),(3,6),-0.0839425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,7),-0.103046 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,8),-0.0976823 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,9),-0.0371781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,11),-0.0225471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,12),-0.0730306 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,14),-0.0343388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,15),0.00904473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,17),-0.00980042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,18),0.00398426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,5),(3,19),-0.00922925 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,6),(3,7),-0.0966214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,8),-0.0914008 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,9),-0.102519 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,11),-0.087888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,12),-0.086629 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,14),-0.0996791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,15),-0.00311236 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,17),-0.0882225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,18),-0.0273298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,6),(3,19),-0.0350673 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,7),(3,8),-0.0967063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,9),-0.0405473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,11),-0.0259163 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,12),-0.0759244 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,14),-0.0377112 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,15),-0.0274265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,17),0.0131047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,18),-0.0256839 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,7),(3,19),-0.0413582 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,8),(3,9),-0.0409691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,11),-0.0263381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,12),-0.0762468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,14),-0.038133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,15),-0.0277817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,17),0.0130194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,18),-0.0265841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,8),(3,19),-0.0428214 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,9),(3,11),-0.00680315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,12),-0.01313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,14),-0.0215582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,15),-0.00449994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,17),-0.00870167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,18),-0.039887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,9),(3,19),-0.0341805 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,11),(3,12),-0.0157666 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,14),-0.0215582 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,15),-0.00450374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,17),-0.0120084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,18),-0.0353453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,11),(3,19),-0.0236305 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,12),(3,14),-0.0548951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,15),-0.0455482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,17),-0.100049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,18),-0.120377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,12),(3,19),-0.072769 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,14),(3,15),-0.00499456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,17),-0.00621207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,18),-0.038949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,14),(3,19),-0.0406654 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,15),(3,17),-0.144697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,18),-0.0762888 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,15),(3,19),-0.169666 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,17),(3,18),0.0122074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(3,3),(3,17),(3,19),-0.0124648 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,3),(3,18),(3,19),-0.172956 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(3,4),(3,5),(3,6),-0.0668505 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,7),-0.100043 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,8),-0.1001 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,9),-0.122074 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,11),-0.122172 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,12),-0.0618671 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,14),-0.122091 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,15),-0.0058534 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,17),-0.0921455 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,18),-0.0680988 # DEPENDENCYPART_TRISIBL
(3,4),(3,5),(3,19),-0.0450241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,6),(3,7),-0.0959827 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,8),-0.0960394 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,9),-0.121961 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,11),-0.122058 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,12),-0.0421961 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,14),-0.121971 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,15),-0.0174058 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,17),-0.0682786 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,18),-0.0707118 # DEPENDENCYPART_TRISIBL
(3,4),(3,6),(3,19),-0.0515777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,7),(3,8),-0.0982414 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,9),-0.126883 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,11),-0.126981 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,12),-0.0491641 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,14),-0.126893 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,15),-0.0240162 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,17),-0.0724924 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,18),-0.0716396 # DEPENDENCYPART_TRISIBL
(3,4),(3,7),(3,19),-0.028524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,8),(3,9),-0.126887 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,11),-0.126984 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,12),-0.0491664 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,14),-0.126897 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,15),-0.0240162 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,17),-0.0724924 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,18),-0.0718732 # DEPENDENCYPART_TRISIBL
(3,4),(3,8),(3,19),-0.028531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,9),(3,11),-0.133561 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,12),-0.041833 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,14),-0.133474 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,15),-0.00604293 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,17),-0.0611382 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,18),-0.0591758 # DEPENDENCYPART_TRISIBL
(3,4),(3,9),(3,19),-0.00994729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,11),(3,12),-0.041833 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,14),-0.133474 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,15),-0.00618569 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,17),-0.0612169 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,18),-0.0591758 # DEPENDENCYPART_TRISIBL
(3,4),(3,11),(3,19),0.00088519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,12),(3,14),-0.126717 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,15),-0.015043 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,17),-0.0688492 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,18),-0.0634586 # DEPENDENCYPART_TRISIBL
(3,4),(3,12),(3,19),-0.0290012 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,14),(3,15),-0.00604293 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,17),-0.0611382 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,18),-0.0591799 # DEPENDENCYPART_TRISIBL
(3,4),(3,14),(3,19),-0.00563267 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,15),(3,17),-0.0383075 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,18),-0.128907 # DEPENDENCYPART_TRISIBL
(3,4),(3,15),(3,19),-0.0724474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,17),(3,18),-0.0678722 # DEPENDENCYPART_TRISIBL
(3,4),(3,17),(3,19),-0.0445493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,4),(3,18),(3,19),0.00515704 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,6),(3,7),-0.0666103 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,8),-0.0665317 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,9),-0.0665246 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,11),-0.0665248 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,12),-0.0125512 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,14),-0.0670093 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,15),-0.101127 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,17),-0.0819888 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,18),-0.0672019 # DEPENDENCYPART_TRISIBL
(3,5),(3,6),(3,19),-0.0772776 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,7),(3,8),-0.0671134 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,9),-0.0669786 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,11),-0.0669788 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,12),-0.015868 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,14),-0.0674633 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,15),-0.101854 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,17),-0.0958328 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,18),-0.0553105 # DEPENDENCYPART_TRISIBL
(3,5),(3,7),(3,19),-0.082229 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,8),(3,9),-0.0669787 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,11),-0.0669789 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,12),-0.0158681 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,14),-0.0674634 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,15),-0.101854 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,17),-0.0958328 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,18),-0.0553105 # DEPENDENCYPART_TRISIBL
(3,5),(3,8),(3,19),-0.0821414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,9),(3,11),-0.0808345 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,12),-0.00905746 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,14),-0.0813208 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,15),-0.0995111 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,17),-0.088946 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,18),-0.019166 # DEPENDENCYPART_TRISIBL
(3,5),(3,9),(3,19),-0.0635204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,11),(3,12),-0.00906587 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,14),-0.0813208 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,15),-0.0995111 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,17),-0.088946 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,18),-0.019166 # DEPENDENCYPART_TRISIBL
(3,5),(3,11),(3,19),-0.0635204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,12),(3,14),-0.0579556 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,15),-0.102476 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,17),-0.0822464 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,18),0.0329874 # DEPENDENCYPART_TRISIBL
(3,5),(3,12),(3,19),-0.0483616 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,14),(3,15),-0.0995111 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,17),-0.088946 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,18),-0.019216 # DEPENDENCYPART_TRISIBL
(3,5),(3,14),(3,19),-0.0635251 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,15),(3,17),-0.0497688 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,18),-0.10611 # DEPENDENCYPART_TRISIBL
(3,5),(3,15),(3,19),-0.0901553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,17),(3,18),-0.118528 # DEPENDENCYPART_TRISIBL
(3,5),(3,17),(3,19),-0.05889 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,5),(3,18),(3,19),0.0117383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,7),(3,8),-0.0790712 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,9),-0.098635 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,11),-0.098635 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,12),-0.0301298 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,14),-0.098635 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,15),-0.054454 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,17),-0.0646958 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,18),-0.0858435 # DEPENDENCYPART_TRISIBL
(3,6),(3,7),(3,19),-0.0582986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,8),(3,9),-0.098635 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,11),-0.098635 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,12),-0.0301298 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,14),-0.098635 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,15),-0.054454 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,17),-0.0646958 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,18),-0.0858435 # DEPENDENCYPART_TRISIBL
(3,6),(3,8),(3,19),-0.0583491 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,9),(3,11),-0.0997051 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,12),0.00419368 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,14),-0.0997051 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,15),-0.0619113 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,17),-0.0717432 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,18),-0.0850235 # DEPENDENCYPART_TRISIBL
(3,6),(3,9),(3,19),-0.0581569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,11),(3,12),0.00419368 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,14),-0.0997051 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,15),-0.0619113 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,17),-0.0717432 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,18),-0.0850235 # DEPENDENCYPART_TRISIBL
(3,6),(3,11),(3,19),-0.0581569 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,12),(3,14),-0.116237 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,15),-0.0286941 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,17),-0.0691155 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,18),-0.0822919 # DEPENDENCYPART_TRISIBL
(3,6),(3,12),(3,19),-0.032346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,14),(3,15),-0.0619113 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,17),-0.0717432 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,18),-0.0850235 # DEPENDENCYPART_TRISIBL
(3,6),(3,14),(3,19),-0.0581575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,15),(3,17),-0.0842501 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,18),-0.0872457 # DEPENDENCYPART_TRISIBL
(3,6),(3,15),(3,19),-0.105762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,17),(3,18),-0.116582 # DEPENDENCYPART_TRISIBL
(3,6),(3,17),(3,19),-0.0480453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,6),(3,18),(3,19),-0.0723077 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,8),(3,9),-0.0860081 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,11),-0.0860086 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,12),-0.0362793 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,14),-0.0860169 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,15),-0.0392286 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,17),-0.078677 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,18),-0.0563744 # DEPENDENCYPART_TRISIBL
(3,7),(3,8),(3,19),-0.0809241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,9),(3,11),-0.101748 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,12),-0.0497099 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,14),-0.101757 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,15),-0.0255167 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,17),-0.0845305 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,18),-0.0828196 # DEPENDENCYPART_TRISIBL
(3,7),(3,9),(3,19),-0.0336134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,11),(3,12),-0.0497099 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,14),-0.101757 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,15),-0.0255167 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,17),-0.0845305 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,18),-0.0828196 # DEPENDENCYPART_TRISIBL
(3,7),(3,11),(3,19),-0.0336134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,12),(3,14),-0.110126 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,15),0.0142392 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,17),-0.100787 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,18),0.0307474 # DEPENDENCYPART_TRISIBL
(3,7),(3,12),(3,19),0.0106735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,14),(3,15),-0.0255167 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,17),-0.0845305 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,18),-0.0828196 # DEPENDENCYPART_TRISIBL
(3,7),(3,14),(3,19),-0.0336134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,15),(3,17),-0.0333331 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,18),-0.0626498 # DEPENDENCYPART_TRISIBL
(3,7),(3,15),(3,19),-0.0945784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,17),(3,18),-0.110918 # DEPENDENCYPART_TRISIBL
(3,7),(3,17),(3,19),-0.0637363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,7),(3,18),(3,19),-0.00698516 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(3,8),(3,9),(3,11),-0.0996565 # DEPENDENCYPART_TRISIBL
