# _root_ It received more offers , but the auction was surprisingly won by IMA , which bid $ 28 a share and asked Mr. Gilleland to stay on as an equity participant .
#goldHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
#predictedHeads=2,6,4,2,6,0,8,9,6,9,9,11,12,13,21,21,18,16,20,18,13,21,24,22,26,22,26,26,31,31,28,6,
(8,5),(2,4),-0.170055 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.11697 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.223334 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.0441235 # DEPENDENCYPART_HEADBIGRAM
(8,5),(10,4),0.0960009 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.0686749 # DEPENDENCYPART_HEADBIGRAM
(8,5),(16,4),0.0533299 # DEPENDENCYPART_HEADBIGRAM
(8,5),(21,4),0.108535 # DEPENDENCYPART_HEADBIGRAM
(8,5),(22,4),0.0497054 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.114724 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.149296 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.139756 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),-0.00440203 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.0358641 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.0442053 # DEPENDENCYPART_HEADBIGRAM
(8,6),(16,5),0.0469786 # DEPENDENCYPART_HEADBIGRAM
(8,6),(21,5),0.061067 # DEPENDENCYPART_HEADBIGRAM
(8,7),(0,6),0.0908314 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.177236 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.141422 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0762019 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.0967276 # DEPENDENCYPART_HEADBIGRAM
(8,7),(10,6),0.0723643 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.0985384 # DEPENDENCYPART_HEADBIGRAM
(8,7),(16,6),0.144148 # DEPENDENCYPART_HEADBIGRAM
(8,7),(21,6),0.0467126 # DEPENDENCYPART_HEADBIGRAM
(8,7),(22,6),0.119613 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.068773 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.078427 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0591354 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.131254 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.141042 # DEPENDENCYPART_HEADBIGRAM
(8,9),(10,8),0.0722392 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.11951 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.158271 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.0658597 # DEPENDENCYPART_HEADBIGRAM
(8,9),(21,8),0.131772 # DEPENDENCYPART_HEADBIGRAM
(8,10),(0,9),-0.0814242 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.054654 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.061595 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0491658 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0411079 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0583759 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0758581 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.0840678 # DEPENDENCYPART_HEADBIGRAM
(8,10),(16,9),0.0841217 # DEPENDENCYPART_HEADBIGRAM
(8,10),(21,9),0.114993 # DEPENDENCYPART_HEADBIGRAM
(8,11),(2,10),-0.0762422 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0644457 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0632983 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0837889 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.109813 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.186062 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.0852053 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.073633 # DEPENDENCYPART_HEADBIGRAM
(8,11),(16,10),0.0609084 # DEPENDENCYPART_HEADBIGRAM
(8,11),(21,10),0.0746943 # DEPENDENCYPART_HEADBIGRAM
(8,12),(0,11),-0.0706723 # DEPENDENCYPART_HEADBIGRAM
(8,12),(2,11),-0.0377994 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.0416908 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.0535339 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0940562 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.214753 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.140113 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.0807717 # DEPENDENCYPART_HEADBIGRAM
(8,12),(16,11),0.108674 # DEPENDENCYPART_HEADBIGRAM
(8,12),(21,11),0.0509586 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),-0.00871362 # DEPENDENCYPART_HEADBIGRAM
(9,2),(4,1),-0.115977 # DEPENDENCYPART_HEADBIGRAM
(9,2),(6,1),-0.121501 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.0355551 # DEPENDENCYPART_HEADBIGRAM
(9,2),(16,1),0.0610102 # DEPENDENCYPART_HEADBIGRAM
(9,2),(21,1),0.0687418 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.162153 # DEPENDENCYPART_HEADBIGRAM
(9,4),(4,3),-0.0447721 # DEPENDENCYPART_HEADBIGRAM
(9,4),(6,3),-0.0976027 # DEPENDENCYPART_HEADBIGRAM
(9,4),(8,3),-0.132805 # DEPENDENCYPART_HEADBIGRAM
(9,5),(0,4),-0.203944 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.109921 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.158207 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.223484 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.222884 # DEPENDENCYPART_HEADBIGRAM
(9,5),(10,4),0.0686065 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.138458 # DEPENDENCYPART_HEADBIGRAM
(9,5),(16,4),0.119922 # DEPENDENCYPART_HEADBIGRAM
(9,5),(21,4),-0.00200511 # DEPENDENCYPART_HEADBIGRAM
(9,5),(22,4),0.106786 # DEPENDENCYPART_HEADBIGRAM
(9,6),(2,5),-0.178641 # DEPENDENCYPART_HEADBIGRAM
(9,6),(4,5),-0.129639 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),-0.0624033 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.122637 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),-0.0843518 # DEPENDENCYPART_HEADBIGRAM
(9,6),(11,5),0.0315875 # DEPENDENCYPART_HEADBIGRAM
(9,6),(16,5),0.0324405 # DEPENDENCYPART_HEADBIGRAM
(9,6),(21,5),0.0602607 # DEPENDENCYPART_HEADBIGRAM
(9,7),(0,6),-0.0122971 # DEPENDENCYPART_HEADBIGRAM
(9,7),(2,6),-0.173943 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.115992 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.0996619 # DEPENDENCYPART_HEADBIGRAM
(9,7),(9,6),0.0779777 # DEPENDENCYPART_HEADBIGRAM
(9,7),(10,6),0.0762861 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.0621509 # DEPENDENCYPART_HEADBIGRAM
(9,7),(16,6),0.0990967 # DEPENDENCYPART_HEADBIGRAM
(9,7),(21,6),0.0849063 # DEPENDENCYPART_HEADBIGRAM
(9,7),(22,6),0.0770784 # DEPENDENCYPART_HEADBIGRAM
(9,8),(4,7),-0.171402 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.101196 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),0.0543737 # DEPENDENCYPART_HEADBIGRAM
(9,8),(9,7),0.100006 # DEPENDENCYPART_HEADBIGRAM
(9,8),(21,7),0.0889808 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.0110299 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.0954999 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.060062 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.080802 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),0.00138944 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0509618 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0603962 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.134191 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.12829 # DEPENDENCYPART_HEADBIGRAM
(9,10),(21,9),0.183959 # DEPENDENCYPART_HEADBIGRAM
(9,11),(2,10),-0.0669077 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0594241 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.0671105 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0581087 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.146572 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.207821 # DEPENDENCYPART_HEADBIGRAM
(9,11),(12,10),0.0697342 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0785708 # DEPENDENCYPART_HEADBIGRAM
(9,11),(16,10),0.0703794 # DEPENDENCYPART_HEADBIGRAM
(9,11),(21,10),0.0681747 # DEPENDENCYPART_HEADBIGRAM
(9,12),(0,11),-0.0949089 # DEPENDENCYPART_HEADBIGRAM
(9,12),(2,11),-0.0802185 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.0872658 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0916072 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0724341 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0289253 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.14662 # DEPENDENCYPART_HEADBIGRAM
(9,12),(12,11),0.076219 # DEPENDENCYPART_HEADBIGRAM
(9,12),(16,11),0.0663123 # DEPENDENCYPART_HEADBIGRAM
(9,12),(21,11),0.00433626 # DEPENDENCYPART_HEADBIGRAM
(9,13),(2,12),-0.0748494 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0548744 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.104758 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.00748078 # DEPENDENCYPART_HEADBIGRAM
(9,13),(10,12),0.0658141 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.0821136 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.0791143 # DEPENDENCYPART_HEADBIGRAM
(9,13),(16,12),0.0598597 # DEPENDENCYPART_HEADBIGRAM
(9,13),(17,12),0.0688253 # DEPENDENCYPART_HEADBIGRAM
(9,13),(21,12),0.0977878 # DEPENDENCYPART_HEADBIGRAM
(9,14),(4,13),-0.139685 # DEPENDENCYPART_HEADBIGRAM
(9,14),(6,13),-0.106809 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.140366 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.0844098 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.167785 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.2046 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.0796093 # DEPENDENCYPART_HEADBIGRAM
(9,14),(21,13),0.00671876 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.0786831 # DEPENDENCYPART_HEADBIGRAM
(9,16),(20,15),0.0661798 # DEPENDENCYPART_HEADBIGRAM
(9,16),(21,15),0.0704936 # DEPENDENCYPART_HEADBIGRAM
(9,16),(22,15),0.0539451 # DEPENDENCYPART_HEADBIGRAM
(9,16),(26,15),0.0570372 # DEPENDENCYPART_HEADBIGRAM
(9,17),(0,16),-0.0615758 # DEPENDENCYPART_HEADBIGRAM
(9,17),(2,16),-0.0585462 # DEPENDENCYPART_HEADBIGRAM
(9,17),(4,16),-0.0583343 # DEPENDENCYPART_HEADBIGRAM
(9,17),(6,16),-0.0577013 # DEPENDENCYPART_HEADBIGRAM
(9,17),(9,16),0.0895963 # DEPENDENCYPART_HEADBIGRAM
(9,17),(11,16),0.0936535 # DEPENDENCYPART_HEADBIGRAM
(9,17),(12,16),0.0946904 # DEPENDENCYPART_HEADBIGRAM
(9,17),(13,16),0.0938179 # DEPENDENCYPART_HEADBIGRAM
(9,17),(15,16),0.0946026 # DEPENDENCYPART_HEADBIGRAM
(9,17),(21,16),0.0805297 # DEPENDENCYPART_HEADBIGRAM
(9,21),(13,20),0.0568562 # DEPENDENCYPART_HEADBIGRAM
(9,21),(16,20),0.138107 # DEPENDENCYPART_HEADBIGRAM
(9,21),(17,20),0.108801 # DEPENDENCYPART_HEADBIGRAM
(9,21),(18,20),0.101894 # DEPENDENCYPART_HEADBIGRAM
(9,21),(19,20),0.104225 # DEPENDENCYPART_HEADBIGRAM
(9,21),(21,20),0.0462195 # DEPENDENCYPART_HEADBIGRAM
(9,21),(22,20),0.100118 # DEPENDENCYPART_HEADBIGRAM
(9,21),(23,20),0.0371857 # DEPENDENCYPART_HEADBIGRAM
(9,21),(24,20),0.03573 # DEPENDENCYPART_HEADBIGRAM
(9,21),(26,20),0.0970786 # DEPENDENCYPART_HEADBIGRAM
(9,25),(13,24),0.062309 # DEPENDENCYPART_HEADBIGRAM
(9,25),(16,24),0.112617 # DEPENDENCYPART_HEADBIGRAM
(9,25),(17,24),0.096951 # DEPENDENCYPART_HEADBIGRAM
(9,25),(18,24),0.0877392 # DEPENDENCYPART_HEADBIGRAM
(9,25),(20,24),0.0526716 # DEPENDENCYPART_HEADBIGRAM
(9,25),(21,24),0.125818 # DEPENDENCYPART_HEADBIGRAM
(9,25),(22,24),0.115641 # DEPENDENCYPART_HEADBIGRAM
(9,25),(23,24),0.0678223 # DEPENDENCYPART_HEADBIGRAM
(9,25),(26,24),0.0902078 # DEPENDENCYPART_HEADBIGRAM
(9,25),(31,24),0.0327809 # DEPENDENCYPART_HEADBIGRAM
(9,26),(9,25),0.0157928 # DEPENDENCYPART_HEADBIGRAM
(9,26),(16,25),0.0416148 # DEPENDENCYPART_HEADBIGRAM
(9,26),(21,25),0.0887961 # DEPENDENCYPART_HEADBIGRAM
(9,26),(22,25),0.0397824 # DEPENDENCYPART_HEADBIGRAM
(9,26),(26,25),0.303814 # DEPENDENCYPART_HEADBIGRAM
(9,26),(28,25),0.0772569 # DEPENDENCYPART_HEADBIGRAM
(9,32),(16,31),0.0440597 # DEPENDENCYPART_HEADBIGRAM
(9,32),(17,31),0.00343876 # DEPENDENCYPART_HEADBIGRAM
(9,32),(21,31),0.27483 # DEPENDENCYPART_HEADBIGRAM
(9,32),(22,31),0.0404738 # DEPENDENCYPART_HEADBIGRAM
(9,32),(24,31),0.0991661 # DEPENDENCYPART_HEADBIGRAM
(9,32),(25,31),0.15585 # DEPENDENCYPART_HEADBIGRAM
(9,32),(26,31),0.0644003 # DEPENDENCYPART_HEADBIGRAM
(9,32),(28,31),0.0805001 # DEPENDENCYPART_HEADBIGRAM
(9,32),(30,31),0.124763 # DEPENDENCYPART_HEADBIGRAM
(9,32),(32,31),0.00922496 # DEPENDENCYPART_HEADBIGRAM
(10,4),(2,3),-0.10267 # DEPENDENCYPART_HEADBIGRAM
(10,4),(4,3),-0.0592096 # DEPENDENCYPART_HEADBIGRAM
(10,4),(6,3),-0.105599 # DEPENDENCYPART_HEADBIGRAM
(10,4),(8,3),-0.111231 # DEPENDENCYPART_HEADBIGRAM
(10,6),(2,5),-0.0803234 # DEPENDENCYPART_HEADBIGRAM
(10,6),(4,5),-0.111697 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.110535 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.108761 # DEPENDENCYPART_HEADBIGRAM
(10,6),(9,5),-0.0974861 # DEPENDENCYPART_HEADBIGRAM
(10,6),(11,5),0.0938577 # DEPENDENCYPART_HEADBIGRAM
(10,6),(16,5),0.0946731 # DEPENDENCYPART_HEADBIGRAM
(10,6),(21,5),0.0814952 # DEPENDENCYPART_HEADBIGRAM
(10,8),(4,7),-0.110983 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.125664 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.103997 # DEPENDENCYPART_HEADBIGRAM
(10,8),(9,7),-0.111612 # DEPENDENCYPART_HEADBIGRAM
(10,8),(21,7),0.0806005 # DEPENDENCYPART_HEADBIGRAM
(10,11),(2,10),-0.0903132 # DEPENDENCYPART_HEADBIGRAM
(10,11),(4,10),-0.0484727 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0674833 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0469246 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.096068 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.0405843 # DEPENDENCYPART_HEADBIGRAM
(10,11),(12,10),0.0804547 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.111361 # DEPENDENCYPART_HEADBIGRAM
(10,11),(16,10),0.0487902 # DEPENDENCYPART_HEADBIGRAM
(10,11),(21,10),0.0695084 # DEPENDENCYPART_HEADBIGRAM
(10,12),(0,11),-0.0606116 # DEPENDENCYPART_HEADBIGRAM
(10,12),(2,11),-0.0627591 # DEPENDENCYPART_HEADBIGRAM
(10,12),(4,11),-0.0618274 # DEPENDENCYPART_HEADBIGRAM
(10,12),(6,11),-0.069677 # DEPENDENCYPART_HEADBIGRAM
(10,12),(8,11),-0.0602897 # DEPENDENCYPART_HEADBIGRAM
(10,12),(9,11),-0.0532118 # DEPENDENCYPART_HEADBIGRAM
(10,12),(10,11),0.0797849 # DEPENDENCYPART_HEADBIGRAM
(10,12),(12,11),0.087989 # DEPENDENCYPART_HEADBIGRAM
(10,12),(16,11),0.0810124 # DEPENDENCYPART_HEADBIGRAM
(10,12),(21,11),0.0730438 # DEPENDENCYPART_HEADBIGRAM
(10,13),(2,12),-0.0383309 # DEPENDENCYPART_HEADBIGRAM
(10,13),(6,12),-0.0648741 # DEPENDENCYPART_HEADBIGRAM
(10,13),(8,12),-0.0687647 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0399977 # DEPENDENCYPART_HEADBIGRAM
(10,13),(10,12),0.0963073 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.101571 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0472007 # DEPENDENCYPART_HEADBIGRAM
(10,13),(16,12),0.0991552 # DEPENDENCYPART_HEADBIGRAM
(10,13),(17,12),0.0727616 # DEPENDENCYPART_HEADBIGRAM
(10,13),(21,12),0.0779323 # DEPENDENCYPART_HEADBIGRAM
(11,2),(2,1),-0.0213563 # DEPENDENCYPART_HEADBIGRAM
(11,2),(4,1),-0.114934 # DEPENDENCYPART_HEADBIGRAM
(11,2),(6,1),-0.12048 # DEPENDENCYPART_HEADBIGRAM
(11,2),(9,1),-0.13338 # DEPENDENCYPART_HEADBIGRAM
(11,2),(16,1),0.0617004 # DEPENDENCYPART_HEADBIGRAM
(11,2),(21,1),0.0704547 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.142524 # DEPENDENCYPART_HEADBIGRAM
(11,4),(4,3),-0.0179234 # DEPENDENCYPART_HEADBIGRAM
(11,4),(6,3),-0.0903926 # DEPENDENCYPART_HEADBIGRAM
(11,4),(8,3),-0.129814 # DEPENDENCYPART_HEADBIGRAM
(11,5),(0,4),-0.177972 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.0648479 # DEPENDENCYPART_HEADBIGRAM
(11,5),(6,4),-0.149284 # DEPENDENCYPART_HEADBIGRAM
(11,5),(8,4),-0.209911 # DEPENDENCYPART_HEADBIGRAM
(11,5),(9,4),-0.0557248 # DEPENDENCYPART_HEADBIGRAM
(11,5),(10,4),-0.13399 # DEPENDENCYPART_HEADBIGRAM
(11,5),(11,4),0.12553 # DEPENDENCYPART_HEADBIGRAM
(11,5),(16,4),0.131226 # DEPENDENCYPART_HEADBIGRAM
(11,5),(21,4),0.00348532 # DEPENDENCYPART_HEADBIGRAM
(11,5),(22,4),0.11809 # DEPENDENCYPART_HEADBIGRAM
(11,6),(2,5),-0.177606 # DEPENDENCYPART_HEADBIGRAM
(11,6),(4,5),-0.12803 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.0425207 # DEPENDENCYPART_HEADBIGRAM
(11,6),(8,5),-0.121301 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.157992 # DEPENDENCYPART_HEADBIGRAM
(11,6),(11,5),-0.0724083 # DEPENDENCYPART_HEADBIGRAM
(11,6),(16,5),0.0330966 # DEPENDENCYPART_HEADBIGRAM
(11,6),(21,5),0.0611015 # DEPENDENCYPART_HEADBIGRAM
(11,8),(4,7),-0.169353 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.0794673 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),0.0229203 # DEPENDENCYPART_HEADBIGRAM
(11,8),(9,7),-0.109511 # DEPENDENCYPART_HEADBIGRAM
(11,8),(21,7),0.0859287 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.106763 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.102313 # DEPENDENCYPART_HEADBIGRAM
(11,9),(4,8),-0.0976443 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.14562 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),-0.110466 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.113679 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),-0.0493699 # DEPENDENCYPART_HEADBIGRAM
(11,9),(12,8),0.0598867 # DEPENDENCYPART_HEADBIGRAM
(11,9),(16,8),0.0664194 # DEPENDENCYPART_HEADBIGRAM
(11,9),(21,8),0.0681921 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),0.0166926 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.110999 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.0695059 # DEPENDENCYPART_HEADBIGRAM
(11,10),(4,9),-0.110806 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.0594398 # DEPENDENCYPART_HEADBIGRAM
(11,10),(7,9),-0.107314 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.129048 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),0.0504157 # DEPENDENCYPART_HEADBIGRAM
(11,10),(16,9),0.0677813 # DEPENDENCYPART_HEADBIGRAM
(11,10),(21,9),0.0999802 # DEPENDENCYPART_HEADBIGRAM
(11,12),(0,11),-0.115712 # DEPENDENCYPART_HEADBIGRAM
(11,12),(2,11),-0.0387449 # DEPENDENCYPART_HEADBIGRAM
(11,12),(4,11),0.023961 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),-0.0117796 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),0.0230793 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-3.17815e-05 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.00417627 # DEPENDENCYPART_HEADBIGRAM
(11,12),(12,11),0.0298796 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.18321 # DEPENDENCYPART_HEADBIGRAM
(11,12),(21,11),0.0961465 # DEPENDENCYPART_HEADBIGRAM
(11,13),(2,12),-0.0722688 # DEPENDENCYPART_HEADBIGRAM
(11,13),(6,12),-0.0527416 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0991992 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0703942 # DEPENDENCYPART_HEADBIGRAM
(11,13),(10,12),-0.0679376 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0102639 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.112384 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.066552 # DEPENDENCYPART_HEADBIGRAM
(11,13),(17,12),0.0741934 # DEPENDENCYPART_HEADBIGRAM
(11,13),(21,12),0.0990555 # DEPENDENCYPART_HEADBIGRAM
(11,14),(4,13),-0.13195 # DEPENDENCYPART_HEADBIGRAM
(11,14),(6,13),-0.0984972 # DEPENDENCYPART_HEADBIGRAM
(11,14),(9,13),0.00294911 # DEPENDENCYPART_HEADBIGRAM
(11,14),(10,13),-0.0821999 # DEPENDENCYPART_HEADBIGRAM
(11,14),(11,13),0.039094 # DEPENDENCYPART_HEADBIGRAM
(11,14),(12,13),0.192184 # DEPENDENCYPART_HEADBIGRAM
(11,14),(16,13),0.0924687 # DEPENDENCYPART_HEADBIGRAM
(11,14),(21,13),0.0158324 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.0983128 # DEPENDENCYPART_HEADBIGRAM
(11,16),(20,15),0.0663096 # DEPENDENCYPART_HEADBIGRAM
(11,16),(21,15),0.0684833 # DEPENDENCYPART_HEADBIGRAM
(11,16),(22,15),0.0519271 # DEPENDENCYPART_HEADBIGRAM
(11,16),(26,15),0.0566202 # DEPENDENCYPART_HEADBIGRAM
(11,17),(0,16),-0.0615758 # DEPENDENCYPART_HEADBIGRAM
(11,17),(2,16),-0.058546 # DEPENDENCYPART_HEADBIGRAM
(11,17),(4,16),-0.0583343 # DEPENDENCYPART_HEADBIGRAM
(11,17),(6,16),-0.0576947 # DEPENDENCYPART_HEADBIGRAM
(11,17),(9,16),-0.0585473 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.0894723 # DEPENDENCYPART_HEADBIGRAM
(11,17),(12,16),0.0946904 # DEPENDENCYPART_HEADBIGRAM
(11,17),(13,16),0.0938179 # DEPENDENCYPART_HEADBIGRAM
(11,17),(15,16),0.0946026 # DEPENDENCYPART_HEADBIGRAM
(11,17),(21,16),0.0805363 # DEPENDENCYPART_HEADBIGRAM
(11,21),(13,20),0.0631717 # DEPENDENCYPART_HEADBIGRAM
(11,21),(16,20),0.144179 # DEPENDENCYPART_HEADBIGRAM
(11,21),(17,20),0.122831 # DEPENDENCYPART_HEADBIGRAM
(11,21),(18,20),0.191996 # DEPENDENCYPART_HEADBIGRAM
(11,21),(19,20),0.194327 # DEPENDENCYPART_HEADBIGRAM
(11,21),(21,20),0.161024 # DEPENDENCYPART_HEADBIGRAM
(11,21),(22,20),0.0975727 # DEPENDENCYPART_HEADBIGRAM
(11,21),(23,20),0.0435907 # DEPENDENCYPART_HEADBIGRAM
(11,21),(24,20),0.042135 # DEPENDENCYPART_HEADBIGRAM
(11,21),(26,20),0.0939204 # DEPENDENCYPART_HEADBIGRAM
