# _root_ Under the Racketeer Influenced and Corrupt Organizations law , or RICO , the government has the authority to seek to freeze or seize a defendant 's assets before trial .
#goldHeads=15,8,8,5,8,5,8,10,10,1,10,10,14,15,0,17,15,19,17,22,22,19,22,25,27,25,22,19,28,15,
#predictedHeads=15,8,8,5,8,5,8,10,10,1,10,15,14,15,0,17,15,19,17,22,22,19,22,25,27,25,23,23,28,15,
(22,22),(22,18),(22,9),-0.0426371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,8),-0.139958 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,7),-0.130534 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,6),-0.133804 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,5),-0.0332278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,4),-0.130506 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,3),-0.130651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,2),-0.0803755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,1),-0.116856 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,18),(22,-1),-0.0274045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,17),(22,16),-0.0751047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,15),-0.104462 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,14),-0.115377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,13),-0.0751047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,12),-0.0316445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,11),-0.111016 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,10),-0.0431004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,9),-0.0316445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,8),-0.123144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,7),-0.111029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,6),-0.117593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,5),-0.0214188 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,4),-0.110999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,3),-0.111216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,2),-0.0751047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,1),-0.222904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,17),(22,-1),0.0282453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,16),(22,15),-0.133541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,14),-0.117263 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,13),-0.130438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,12),-0.0111088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,11),-0.111013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,10),-0.0789999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,9),-0.0111088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,8),-0.120465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,7),-0.111028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,6),-0.114298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,5),-0.0480966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,4),-0.111001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,3),-0.111145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,2),-0.130438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,1),-0.128279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,16),(22,-1),-0.028022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,15),(22,14),0.17276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,13),-0.0525313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,12),0.0766954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,11),0.186162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,10),0.0132287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,9),0.0766954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,8),0.175511 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,7),0.186144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,6),0.182879 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,5),0.0510295 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,4),0.186176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,3),0.186032 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,2),-0.0525313 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,1),0.039459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,15),(22,-1),0.0707489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,14),(22,13),-0.0726874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,12),-0.0294234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,11),-0.113082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,10),-0.0372256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,9),-0.0294234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,8),-0.12521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,7),-0.113095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,6),-0.119659 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,5),-0.015544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,4),-0.113065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,3),-0.113282 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,2),-0.0726874 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,1),-0.217143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,14),(22,-1),0.0416682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,13),(22,12),-0.0111088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,11),-0.111013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,10),-0.0789999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,9),-0.0111088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,8),-0.120465 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,7),-0.111028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,6),-0.114298 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,5),-0.0480966 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,4),-0.111001 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,3),-0.111145 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,2),-0.130438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,1),-0.128279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,13),(22,-1),-0.028022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,12),(22,11),-0.000594071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,10),-0.0907672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,9),-0.0972471 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,8),-0.0101517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,7),-0.00060944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,6),-0.00387883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,5),-0.0801824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,4),-0.000581516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,3),-0.000726127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,2),-0.181792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,1),-0.158861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,12),(22,-1),-0.210481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,11),(22,10),-0.0422387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,9),-0.0316603 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,8),-0.120693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,7),-0.108578 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,6),-0.115142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,5),-0.0205571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,4),-0.108548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,3),-0.108765 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,2),-0.0747461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,1),-0.226529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,11),(22,-1),0.0359238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,10),(22,9),0.00779283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,8),-0.0569554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,7),-0.0460285 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,6),-0.0492988 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,5),-0.0778126 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,4),-0.0460015 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,3),-0.0461461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,2),-0.0577951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,1),-0.0856118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,10),(22,-1),0.0147184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,9),(22,8),-0.0101517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,7),-0.00060944 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,6),-0.00387883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,5),-0.0801824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,4),-0.000581516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,3),-0.000726127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,2),-0.181792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,1),-0.158861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,9),(22,-1),-0.210481 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,8),(22,7),-0.111311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,6),-0.117875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,5),-0.0183663 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,4),-0.111281 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,3),-0.111498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,2),-0.0714781 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,1),-0.228443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,8),(22,-1),0.0513751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,7),(22,6),-0.118253 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,5),-0.0181146 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,4),-0.111658 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,3),-0.111875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,2),-0.0747531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,1),-0.2254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,7),(22,-1),0.0328085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,6),(22,5),-0.0206656 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,4),-0.103682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,3),-0.103899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,2),-0.0747531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,1),-0.226593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,6),(22,-1),0.0311362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,5),(22,4),-0.0526308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,3),-0.0527754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,2),-0.0352464 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,1),-0.0742037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,5),(22,-1),0.000296637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,4),(22,3),-0.108744 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,2),-0.0761705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,1),-0.226528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,4),(22,-1),0.03854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,3),(22,2),-0.0777807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,3),(22,1),-0.226528 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,3),(22,-1),0.0324142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,2),(22,1),-0.128279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,2),(22,-1),-0.028022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,1),(22,-1),0.0039969 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,20),(22,19),-0.203928 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,18),-0.0584373 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,17),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,16),-0.045484 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,15),-0.211151 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,14),0.0515874 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,13),-0.045484 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,12),0.00837234 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,11),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,10),-0.0743188 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,9),0.00837234 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,8),0.0542907 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,7),0.0543317 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,6),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,5),-0.0801946 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,4),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,3),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,2),-0.045484 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,1),-0.044271 # DEPENDENCYPART_TRISIBL
(22,21),(22,20),(22,-1),0.0287099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,19),(22,18),-0.0684763 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,17),-0.0819698 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,16),-0.0478314 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,15),-0.171263 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,14),-0.0845965 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,13),-0.0478314 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,12),-0.0305822 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,11),-0.0819698 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,10),-0.0773105 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,9),-0.0305822 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,8),-0.0820127 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,7),-0.0819716 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,6),-0.0819698 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,5),-0.0833207 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,4),-0.0819698 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,3),-0.0819698 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,2),-0.0478314 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,1),-0.0726014 # DEPENDENCYPART_TRISIBL
(22,21),(22,19),(22,-1),-0.093625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,18),(22,17),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,16),-0.045484 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,15),-0.211151 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,14),0.0515874 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,13),-0.045484 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,12),0.00837234 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,11),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,10),-0.0743188 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,9),0.00837234 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,8),0.0542907 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,7),0.0543317 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,6),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,5),-0.0801946 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,4),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,3),0.0543335 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,2),-0.045484 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,1),-0.044271 # DEPENDENCYPART_TRISIBL
(22,21),(22,18),(22,-1),0.0287099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,17),(22,16),-0.0554104 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,15),-0.189682 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,14),-0.0577451 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,13),-0.0554104 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,12),0.0426491 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,11),-0.0549955 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,10),-0.0233296 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,9),0.0426491 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,8),-0.0550589 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,7),-0.0549973 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,6),-0.0549954 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,5),-0.0319565 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,4),-0.0549954 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,3),-0.0549954 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,2),-0.0554104 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,1),0.057302 # DEPENDENCYPART_TRISIBL
(22,21),(22,17),(22,-1),-0.0427454 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,16),(22,15),-0.142803 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,14),-0.0375082 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,13),-0.0440424 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,12),-0.00325816 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,11),-0.0348815 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,10),-0.0701656 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,9),-0.00325816 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,8),-0.0349243 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,7),-0.0348832 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,6),-0.0348814 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,5),-0.0758639 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,4),-0.0348814 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,3),-0.0348814 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,2),-0.0440424 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,1),0.00105375 # DEPENDENCYPART_TRISIBL
(22,21),(22,16),(22,-1),-0.00709085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,15),(22,14),-0.0770586 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,13),-0.0479319 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,12),-0.0308365 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,11),-0.0744319 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,10),-0.0774013 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,9),-0.0308365 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,8),-0.0744748 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,7),-0.0744337 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,6),-0.0744319 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,5),-0.0834114 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,4),-0.0744319 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,3),-0.0744319 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,2),-0.0479319 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,1),-0.0734392 # DEPENDENCYPART_TRISIBL
(22,21),(22,15),(22,-1),-0.101004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,14),(22,13),-0.0554784 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,12),0.0403608 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,11),-0.055142 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,10),-0.0233802 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,9),0.0403608 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,8),-0.0552054 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,7),-0.0551438 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,6),-0.0551419 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,5),-0.0320071 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,4),-0.0551419 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,3),-0.0551419 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,2),-0.0554784 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,1),0.0523565 # DEPENDENCYPART_TRISIBL
(22,21),(22,14),(22,-1),-0.0491018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,13),(22,12),-0.00325816 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,11),-0.0348815 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,10),-0.0701656 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,9),-0.00325816 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,8),-0.0349243 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,7),-0.0348832 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,6),-0.0348814 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,5),-0.0758639 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,4),-0.0348814 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,3),-0.0348814 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,2),-0.0440424 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,1),0.00105375 # DEPENDENCYPART_TRISIBL
(22,21),(22,13),(22,-1),-0.00709085 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,21),(22,12),(22,11),-0.0798655 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,10),-0.0817265 # DEPENDENCYPART_TRISIBL
(22,21),(22,12),(22,9),-0.0256523 # DEPENDENCYPART_TRISIBL
