# _root_ In a statement prepared by lawyers for the university and Connaught , the parties said they agreed that as a result of reaching a C 415 million research accord , `` It is unnecessary that there be a judgment on the merits { of the case } at this time . ''
#goldHeads=15,3,1,3,4,5,4,9,10,7,10,15,14,15,0,17,15,33,33,21,19,21,22,29,29,25,25,29,23,33,33,33,17,33,37,37,33,39,37,39,42,40,42,42,46,44,42,37,50,48,15,15,
#predictedHeads=15,3,1,3,4,5,6,10,10,7,10,15,14,15,0,17,15,33,17,21,19,21,22,29,29,25,25,29,23,17,33,33,17,33,37,37,33,39,37,39,42,40,44,42,46,44,44,37,50,48,15,15,
(33,35),(33,39),(33,51),-0.092624 # DEPENDENCYPART_TRISIBL
(33,35),(33,39),(33,52),-0.108373 # DEPENDENCYPART_TRISIBL
(33,35),(33,39),(33,53),-0.126428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,35),(33,40),(33,42),-0.0373775 # DEPENDENCYPART_TRISIBL
(33,35),(33,40),(33,47),-0.0615467 # DEPENDENCYPART_TRISIBL
(33,35),(33,40),(33,48),-0.0686869 # DEPENDENCYPART_TRISIBL
(33,35),(33,40),(33,51),-0.0715463 # DEPENDENCYPART_TRISIBL
(33,35),(33,40),(33,52),-0.092989 # DEPENDENCYPART_TRISIBL
(33,35),(33,40),(33,53),-0.149659 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,35),(33,42),(33,47),-0.0579116 # DEPENDENCYPART_TRISIBL
(33,35),(33,42),(33,48),-0.0852969 # DEPENDENCYPART_TRISIBL
(33,35),(33,42),(33,51),-0.092624 # DEPENDENCYPART_TRISIBL
(33,35),(33,42),(33,52),-0.108373 # DEPENDENCYPART_TRISIBL
(33,35),(33,42),(33,53),-0.126426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,35),(33,47),(33,48),-0.0785527 # DEPENDENCYPART_TRISIBL
(33,35),(33,47),(33,51),-0.0792116 # DEPENDENCYPART_TRISIBL
(33,35),(33,47),(33,52),-0.088707 # DEPENDENCYPART_TRISIBL
(33,35),(33,47),(33,53),-0.0961565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,35),(33,48),(33,51),-0.0861937 # DEPENDENCYPART_TRISIBL
(33,35),(33,48),(33,52),-0.0929346 # DEPENDENCYPART_TRISIBL
(33,35),(33,48),(33,53),-0.121834 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,35),(33,51),(33,52),-0.0152547 # DEPENDENCYPART_TRISIBL
(33,35),(33,51),(33,53),-0.128021 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,35),(33,52),(33,53),-0.169471 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,39),(33,40),-0.0294065 # DEPENDENCYPART_TRISIBL
(33,37),(33,39),(33,42),-0.0895243 # DEPENDENCYPART_TRISIBL
(33,37),(33,39),(33,47),-0.08248 # DEPENDENCYPART_TRISIBL
(33,37),(33,39),(33,48),-0.0324499 # DEPENDENCYPART_TRISIBL
(33,37),(33,39),(33,51),-0.0172607 # DEPENDENCYPART_TRISIBL
(33,37),(33,39),(33,52),-0.0711654 # DEPENDENCYPART_TRISIBL
(33,37),(33,39),(33,53),-0.0394738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,40),(33,42),-0.0717113 # DEPENDENCYPART_TRISIBL
(33,37),(33,40),(33,47),-0.088031 # DEPENDENCYPART_TRISIBL
(33,37),(33,40),(33,48),-0.0594506 # DEPENDENCYPART_TRISIBL
(33,37),(33,40),(33,51),0.073277 # DEPENDENCYPART_TRISIBL
(33,37),(33,40),(33,52),-0.0595155 # DEPENDENCYPART_TRISIBL
(33,37),(33,40),(33,53),-0.0291608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,42),(33,47),-0.08248 # DEPENDENCYPART_TRISIBL
(33,37),(33,42),(33,48),-0.0324499 # DEPENDENCYPART_TRISIBL
(33,37),(33,42),(33,51),-0.0172607 # DEPENDENCYPART_TRISIBL
(33,37),(33,42),(33,52),-0.0711654 # DEPENDENCYPART_TRISIBL
(33,37),(33,42),(33,53),-0.0394738 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,47),(33,48),-0.0385266 # DEPENDENCYPART_TRISIBL
(33,37),(33,47),(33,51),-0.0622623 # DEPENDENCYPART_TRISIBL
(33,37),(33,47),(33,52),-0.054031 # DEPENDENCYPART_TRISIBL
(33,37),(33,47),(33,53),-0.0328246 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,48),(33,51),0.0765191 # DEPENDENCYPART_TRISIBL
(33,37),(33,48),(33,52),-0.0595401 # DEPENDENCYPART_TRISIBL
(33,37),(33,48),(33,53),-0.0213904 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,51),(33,52),0.0481408 # DEPENDENCYPART_TRISIBL
(33,37),(33,51),(33,53),0.0566748 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,37),(33,52),(33,53),-0.0277449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,39),(33,40),(33,42),-0.143669 # DEPENDENCYPART_TRISIBL
(33,39),(33,40),(33,47),-0.0759239 # DEPENDENCYPART_TRISIBL
(33,39),(33,40),(33,48),-0.0484013 # DEPENDENCYPART_TRISIBL
(33,39),(33,40),(33,51),-0.0717398 # DEPENDENCYPART_TRISIBL
(33,39),(33,40),(33,52),-0.066113 # DEPENDENCYPART_TRISIBL
(33,39),(33,40),(33,53),-0.103623 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,39),(33,42),(33,47),-0.0865951 # DEPENDENCYPART_TRISIBL
(33,39),(33,42),(33,48),-0.0275064 # DEPENDENCYPART_TRISIBL
(33,39),(33,42),(33,51),-0.0567617 # DEPENDENCYPART_TRISIBL
(33,39),(33,42),(33,52),-0.0695519 # DEPENDENCYPART_TRISIBL
(33,39),(33,42),(33,53),-0.0597612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,39),(33,47),(33,48),-0.0237389 # DEPENDENCYPART_TRISIBL
(33,39),(33,47),(33,51),-0.0926141 # DEPENDENCYPART_TRISIBL
(33,39),(33,47),(33,52),-0.0524599 # DEPENDENCYPART_TRISIBL
(33,39),(33,47),(33,53),-0.0434181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,39),(33,48),(33,51),-0.0653741 # DEPENDENCYPART_TRISIBL
(33,39),(33,48),(33,52),-0.0659037 # DEPENDENCYPART_TRISIBL
(33,39),(33,48),(33,53),-0.0808877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,39),(33,51),(33,52),0.00891577 # DEPENDENCYPART_TRISIBL
(33,39),(33,51),(33,53),-0.00258565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,39),(33,52),(33,53),-0.0980015 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,40),(33,42),(33,47),-0.0501519 # DEPENDENCYPART_TRISIBL
(33,40),(33,42),(33,48),-0.0748075 # DEPENDENCYPART_TRISIBL
(33,40),(33,42),(33,51),-0.108156 # DEPENDENCYPART_TRISIBL
(33,40),(33,42),(33,52),-0.0875503 # DEPENDENCYPART_TRISIBL
(33,40),(33,42),(33,53),-0.0448464 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,40),(33,47),(33,48),-0.0655236 # DEPENDENCYPART_TRISIBL
(33,40),(33,47),(33,51),-0.0886808 # DEPENDENCYPART_TRISIBL
(33,40),(33,47),(33,52),-0.0671426 # DEPENDENCYPART_TRISIBL
(33,40),(33,47),(33,53),-0.0268436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,40),(33,48),(33,51),-0.0888874 # DEPENDENCYPART_TRISIBL
(33,40),(33,48),(33,52),-0.0741171 # DEPENDENCYPART_TRISIBL
(33,40),(33,48),(33,53),-0.0260663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,40),(33,51),(33,52),0.0199027 # DEPENDENCYPART_TRISIBL
(33,40),(33,51),(33,53),-0.0622873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,40),(33,52),(33,53),-0.10531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,42),(33,47),(33,48),-0.0275611 # DEPENDENCYPART_TRISIBL
(33,42),(33,47),(33,51),-0.0924706 # DEPENDENCYPART_TRISIBL
(33,42),(33,47),(33,52),-0.0524599 # DEPENDENCYPART_TRISIBL
(33,42),(33,47),(33,53),-0.0389099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,42),(33,48),(33,51),-0.0652305 # DEPENDENCYPART_TRISIBL
(33,42),(33,48),(33,52),-0.0659037 # DEPENDENCYPART_TRISIBL
(33,42),(33,48),(33,53),-0.0727377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,42),(33,51),(33,52),0.00891577 # DEPENDENCYPART_TRISIBL
(33,42),(33,51),(33,53),0.00224195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,42),(33,52),(33,53),-0.0934933 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,47),(33,48),(33,51),-0.0760269 # DEPENDENCYPART_TRISIBL
(33,47),(33,48),(33,52),-0.0729872 # DEPENDENCYPART_TRISIBL
(33,47),(33,48),(33,53),-0.0880649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,47),(33,51),(33,52),-0.07776 # DEPENDENCYPART_TRISIBL
(33,47),(33,51),(33,53),-0.0773953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,47),(33,52),(33,53),-0.0810257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,48),(33,51),(33,52),-0.0122519 # DEPENDENCYPART_TRISIBL
(33,48),(33,51),(33,53),-0.0837952 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,48),(33,52),(33,53),-0.121374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,51),(33,52),(33,53),0.148967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,32),(33,31),-0.0611133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,30),-0.0480903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,29),-0.0951058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,28),-0.0956612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,27),-0.143953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,26),-0.144564 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,25),-0.129902 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,24),-0.179277 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,23),-0.0863194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,22),-0.169052 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,21),-0.0852078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,19),0.0757567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,18),-0.0295042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,17),-0.0844054 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,15),-0.0821729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,12),-0.0480903 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,11),-0.0914711 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,10),-0.0126996 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,9),-0.0806186 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,7),-0.175142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,5),-0.0792427 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,3),-0.0939078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,1),-0.149755 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,32),(33,-1),-0.0237096 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,31),(33,30),-0.289841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,29),0.0832991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,28),0.0826139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,27),-0.118921 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,26),-0.119535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,25),-0.117518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,24),-0.150754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,23),-0.0364651 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,22),-0.298005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,21),0.0931971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,19),-0.0931705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,18),-0.15299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,17),-0.0344926 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,15),-0.029535 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,12),-0.289841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,11),0.0869338 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,10),-0.12935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,9),0.0977863 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,7),-0.311033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,5),-0.229769 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,3),0.0844831 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,1),-0.292694 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,31),(33,-1),-0.223661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,30),(33,29),-0.217815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,28),-0.218372 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,27),-0.145468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,26),-0.143876 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,25),-0.11701 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,24),-0.187517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,23),-0.188419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,22),-0.273477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,21),-0.204825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,19),-0.0758194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,18),-0.132269 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,17),-0.185524 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,15),-0.192949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,12),-0.157509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,11),-0.21417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,10),-0.085617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,9),-0.203674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,7),-0.272702 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,5),-0.212095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,3),-0.217549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,1),-0.272467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,30),(33,-1),-0.28402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,29),(33,28),-0.0903461 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,27),-0.167291 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,26),-0.163473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,25),-0.124544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,24),-0.0625955 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,23),-0.0322548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,22),-0.108531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,21),-0.0781204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,19),0.168205 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,18),0.109923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,17),-0.0298904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,15),-0.0196728 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,12),0.138912 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,11),-0.0880693 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,10),-0.0427375 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,9),-0.0667696 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,7),-0.14347 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,5),-0.0215183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,3),-0.0909405 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,1),-0.113646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,29),(33,-1),0.0758052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,28),(33,27),-0.164899 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,26),-0.161081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,25),-0.124544 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,24),-0.0638089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,23),-0.0322548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,22),-0.110867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,21),-0.0789545 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,19),0.165869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,18),0.107587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,17),-0.0298905 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,15),-0.0196729 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,12),0.138939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,11),-0.0889033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,10),-0.0427102 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,9),-0.0676037 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,7),-0.145807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,5),-0.0238547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,3),-0.0917746 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,1),-0.115982 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,28),(33,-1),0.0768331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,27),(33,26),-0.128846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,25),-0.139245 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,24),-0.17243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,23),-0.137849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,22),-0.151248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,21),-0.142554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,19),0.0444949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,18),0.00324561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,17),-0.135865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,15),-0.131316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,12),0.0179561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,11),-0.148817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,10),-0.0777384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,9),-0.137964 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,7),-0.172038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,5),-0.0899294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,3),-0.151254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,1),-0.156489 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,27),(33,-1),-0.0782383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,26),(33,25),-0.138307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,24),-0.17251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,23),-0.135705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,22),-0.149758 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,21),-0.144349 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,19),0.045985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,18),0.00473568 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,17),-0.133721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,15),-0.129172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,12),0.0194953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,11),-0.150612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,10),-0.07768 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,9),-0.139759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,7),-0.170548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,5),-0.0884394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,3),-0.153049 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,1),-0.154999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,26),(33,-1),-0.0668923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,25),(33,24),-0.133255 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,23),-0.11036 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,22),-0.192559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,21),-0.0731983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,19),0.0175708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,18),-0.0256394 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,17),-0.108368 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,15),-0.103662 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,12),-0.0292776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,11),-0.0794617 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,10),-0.0656412 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,9),-0.0686091 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,7),-0.203705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,5),-0.122424 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,3),-0.0818983 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,1),-0.183796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,25),(33,-1),-0.0135813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(33,33),(33,24),(33,23),-0.143963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,22),-0.132142 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,21),-0.0847062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,19),0.0731139 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,18),0.0305764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,17),-0.14197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,15),-0.137691 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,12),0.0342423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,11),-0.0909695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,10),-0.000129265 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,9),-0.080117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,7),-0.143616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,5),-0.0645222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(33,33),(33,24),(33,3),-0.0934062 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
