# _root_ J. Nicholas Hahn , Cotton Inc. 's president and chief executive , was an outspoken critic of WPP Group 's acquisition of Ogilvy Group earlier this year .
#goldHeads=3,3,13,3,6,9,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
#predictedHeads=3,3,13,3,6,8,6,9,3,11,9,3,0,16,16,13,16,19,21,19,17,21,24,22,27,27,21,13,
(8,12),(9,11),0.244245 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.10567 # DEPENDENCYPART_HEADBIGRAM
(8,12),(13,11),-0.00269664 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.0711305 # DEPENDENCYPART_HEADBIGRAM
(8,12),(16,11),0.0347618 # DEPENDENCYPART_HEADBIGRAM
(8,13),(1,12),-0.0893842 # DEPENDENCYPART_HEADBIGRAM
(8,13),(2,12),-0.0828216 # DEPENDENCYPART_HEADBIGRAM
(8,13),(3,12),-0.0828216 # DEPENDENCYPART_HEADBIGRAM
(8,13),(5,12),-0.0828216 # DEPENDENCYPART_HEADBIGRAM
(8,13),(6,12),-0.0837289 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.0887751 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.0681388 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.0447216 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),-0.0278261 # DEPENDENCYPART_HEADBIGRAM
(8,13),(16,12),0.0602371 # DEPENDENCYPART_HEADBIGRAM
(8,16),(9,15),0.0673519 # DEPENDENCYPART_HEADBIGRAM
(8,16),(13,15),0.033117 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.0742781 # DEPENDENCYPART_HEADBIGRAM
(8,16),(16,15),0.12719 # DEPENDENCYPART_HEADBIGRAM
(8,16),(17,15),0.0776672 # DEPENDENCYPART_HEADBIGRAM
(8,16),(19,15),0.0594974 # DEPENDENCYPART_HEADBIGRAM
(8,16),(21,15),0.0641012 # DEPENDENCYPART_HEADBIGRAM
(8,16),(24,15),0.0640944 # DEPENDENCYPART_HEADBIGRAM
(8,16),(27,15),0.0650821 # DEPENDENCYPART_HEADBIGRAM
(9,2),(2,1),0.111027 # DEPENDENCYPART_HEADBIGRAM
(9,2),(3,1),-0.083762 # DEPENDENCYPART_HEADBIGRAM
(9,2),(5,1),-0.0828951 # DEPENDENCYPART_HEADBIGRAM
(9,2),(6,1),-0.0809851 # DEPENDENCYPART_HEADBIGRAM
(9,2),(8,1),-0.0824035 # DEPENDENCYPART_HEADBIGRAM
(9,2),(9,1),0.0562248 # DEPENDENCYPART_HEADBIGRAM
(9,2),(13,1),-0.00264048 # DEPENDENCYPART_HEADBIGRAM
(9,3),(1,2),-0.0924219 # DEPENDENCYPART_HEADBIGRAM
(9,3),(3,2),0.1076 # DEPENDENCYPART_HEADBIGRAM
(9,3),(5,2),-0.0828945 # DEPENDENCYPART_HEADBIGRAM
(9,3),(6,2),-0.0809846 # DEPENDENCYPART_HEADBIGRAM
(9,3),(8,2),-0.082403 # DEPENDENCYPART_HEADBIGRAM
(9,3),(9,2),0.0514977 # DEPENDENCYPART_HEADBIGRAM
(9,3),(13,2),-0.00191022 # DEPENDENCYPART_HEADBIGRAM
(9,4),(0,3),-0.157215 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.133089 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.131119 # DEPENDENCYPART_HEADBIGRAM
(9,4),(5,3),-0.130823 # DEPENDENCYPART_HEADBIGRAM
(9,4),(6,3),-0.133129 # DEPENDENCYPART_HEADBIGRAM
(9,4),(8,3),-0.134283 # DEPENDENCYPART_HEADBIGRAM
(9,4),(9,3),0.199982 # DEPENDENCYPART_HEADBIGRAM
(9,4),(11,3),0.0917179 # DEPENDENCYPART_HEADBIGRAM
(9,4),(13,3),0.102015 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.109948 # DEPENDENCYPART_HEADBIGRAM
(9,5),(2,4),-0.0730163 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.0730162 # DEPENDENCYPART_HEADBIGRAM
(9,5),(5,4),-0.110672 # DEPENDENCYPART_HEADBIGRAM
(9,5),(6,4),-0.0517067 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.0518852 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.132933 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.277553 # DEPENDENCYPART_HEADBIGRAM
(9,5),(13,4),0.107096 # DEPENDENCYPART_HEADBIGRAM
(9,6),(3,5),-0.122429 # DEPENDENCYPART_HEADBIGRAM
(9,6),(6,5),0.0676191 # DEPENDENCYPART_HEADBIGRAM
(9,6),(8,5),-0.0840701 # DEPENDENCYPART_HEADBIGRAM
(9,6),(9,5),0.0582705 # DEPENDENCYPART_HEADBIGRAM
(9,6),(11,5),0.129532 # DEPENDENCYPART_HEADBIGRAM
(9,6),(13,5),-0.0161089 # DEPENDENCYPART_HEADBIGRAM
(9,8),(1,7),-0.151914 # DEPENDENCYPART_HEADBIGRAM
(9,8),(2,7),-0.176998 # DEPENDENCYPART_HEADBIGRAM
(9,8),(3,7),-0.176998 # DEPENDENCYPART_HEADBIGRAM
(9,8),(5,7),-0.148798 # DEPENDENCYPART_HEADBIGRAM
(9,8),(6,7),-0.149011 # DEPENDENCYPART_HEADBIGRAM
(9,8),(8,7),-0.155873 # DEPENDENCYPART_HEADBIGRAM
(9,10),(0,9),-0.178832 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.103343 # DEPENDENCYPART_HEADBIGRAM
(9,10),(2,9),-0.103343 # DEPENDENCYPART_HEADBIGRAM
(9,10),(3,9),-0.103343 # DEPENDENCYPART_HEADBIGRAM
(9,10),(6,9),-0.00999504 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0339239 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.181074 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.0873953 # DEPENDENCYPART_HEADBIGRAM
(9,10),(15,9),0.057972 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.167758 # DEPENDENCYPART_HEADBIGRAM
(9,11),(6,10),-0.032789 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0358366 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.193645 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.209192 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0450004 # DEPENDENCYPART_HEADBIGRAM
(9,11),(16,10),0.102562 # DEPENDENCYPART_HEADBIGRAM
(9,11),(19,10),0.106007 # DEPENDENCYPART_HEADBIGRAM
(9,11),(21,10),0.103946 # DEPENDENCYPART_HEADBIGRAM
(9,12),(1,11),-0.0734421 # DEPENDENCYPART_HEADBIGRAM
(9,12),(2,11),-0.0713268 # DEPENDENCYPART_HEADBIGRAM
(9,12),(3,11),-0.0753218 # DEPENDENCYPART_HEADBIGRAM
(9,12),(6,11),-0.0616866 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0629448 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0642617 # DEPENDENCYPART_HEADBIGRAM
(9,12),(10,11),0.10341 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.06947 # DEPENDENCYPART_HEADBIGRAM
(9,12),(15,11),0.0662666 # DEPENDENCYPART_HEADBIGRAM
(9,12),(16,11),0.0660016 # DEPENDENCYPART_HEADBIGRAM
(9,13),(1,12),-0.0316408 # DEPENDENCYPART_HEADBIGRAM
(9,13),(2,12),-0.0252409 # DEPENDENCYPART_HEADBIGRAM
(9,13),(3,12),-0.0252005 # DEPENDENCYPART_HEADBIGRAM
(9,13),(5,12),-0.0252005 # DEPENDENCYPART_HEADBIGRAM
(9,13),(6,12),-0.0266803 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.0280154 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.00856711 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.114194 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),-0.0418176 # DEPENDENCYPART_HEADBIGRAM
(9,13),(16,12),0.117324 # DEPENDENCYPART_HEADBIGRAM
(9,14),(0,13),-0.0468196 # DEPENDENCYPART_HEADBIGRAM
(9,14),(1,13),-0.0535391 # DEPENDENCYPART_HEADBIGRAM
(9,14),(2,13),-0.0525661 # DEPENDENCYPART_HEADBIGRAM
(9,14),(3,13),-0.0526194 # DEPENDENCYPART_HEADBIGRAM
(9,14),(6,13),-0.0528545 # DEPENDENCYPART_HEADBIGRAM
(9,14),(8,13),-0.0526602 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0652595 # DEPENDENCYPART_HEADBIGRAM
(9,14),(10,13),0.0916477 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.0987855 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.0862858 # DEPENDENCYPART_HEADBIGRAM
(9,15),(9,14),0.0386582 # DEPENDENCYPART_HEADBIGRAM
(9,15),(13,14),0.0891061 # DEPENDENCYPART_HEADBIGRAM
(9,15),(15,14),0.138992 # DEPENDENCYPART_HEADBIGRAM
(9,15),(16,14),0.102076 # DEPENDENCYPART_HEADBIGRAM
(9,15),(19,14),0.10414 # DEPENDENCYPART_HEADBIGRAM
(9,15),(21,14),0.10208 # DEPENDENCYPART_HEADBIGRAM
(9,15),(27,14),0.101939 # DEPENDENCYPART_HEADBIGRAM
(9,16),(9,15),0.137199 # DEPENDENCYPART_HEADBIGRAM
(9,16),(13,15),0.0289358 # DEPENDENCYPART_HEADBIGRAM
(9,16),(14,15),0.0747419 # DEPENDENCYPART_HEADBIGRAM
(9,16),(16,15),0.160906 # DEPENDENCYPART_HEADBIGRAM
(9,16),(17,15),0.0597264 # DEPENDENCYPART_HEADBIGRAM
(9,16),(19,15),0.10071 # DEPENDENCYPART_HEADBIGRAM
(9,16),(21,15),0.102988 # DEPENDENCYPART_HEADBIGRAM
(9,16),(24,15),0.105307 # DEPENDENCYPART_HEADBIGRAM
(9,16),(27,15),0.103101 # DEPENDENCYPART_HEADBIGRAM
(9,17),(3,16),-0.0829648 # DEPENDENCYPART_HEADBIGRAM
(9,17),(6,16),-0.0605778 # DEPENDENCYPART_HEADBIGRAM
(9,17),(8,16),-0.0605745 # DEPENDENCYPART_HEADBIGRAM
(9,17),(9,16),0.1512 # DEPENDENCYPART_HEADBIGRAM
(9,17),(11,16),0.068189 # DEPENDENCYPART_HEADBIGRAM
(9,17),(13,16),0.145317 # DEPENDENCYPART_HEADBIGRAM
(9,17),(19,16),0.0271879 # DEPENDENCYPART_HEADBIGRAM
(9,17),(21,16),0.0279823 # DEPENDENCYPART_HEADBIGRAM
(9,17),(24,16),0.0395962 # DEPENDENCYPART_HEADBIGRAM
(9,17),(27,16),0.0444404 # DEPENDENCYPART_HEADBIGRAM
(9,19),(13,18),0.0374255 # DEPENDENCYPART_HEADBIGRAM
(9,19),(16,18),0.0800729 # DEPENDENCYPART_HEADBIGRAM
(9,19),(17,18),-0.0197431 # DEPENDENCYPART_HEADBIGRAM
(9,19),(19,18),0.270094 # DEPENDENCYPART_HEADBIGRAM
(9,19),(21,18),0.104066 # DEPENDENCYPART_HEADBIGRAM
(9,19),(24,18),0.103654 # DEPENDENCYPART_HEADBIGRAM
(9,21),(18,20),0.0185672 # DEPENDENCYPART_HEADBIGRAM
(9,21),(19,20),0.0185617 # DEPENDENCYPART_HEADBIGRAM
(9,21),(21,20),0.0449513 # DEPENDENCYPART_HEADBIGRAM
(9,22),(3,21),-0.0835957 # DEPENDENCYPART_HEADBIGRAM
(9,22),(9,21),0.166668 # DEPENDENCYPART_HEADBIGRAM
(9,22),(11,21),0.0559548 # DEPENDENCYPART_HEADBIGRAM
(9,22),(13,21),0.135633 # DEPENDENCYPART_HEADBIGRAM
(9,22),(15,21),0.0891237 # DEPENDENCYPART_HEADBIGRAM
(9,22),(16,21),0.0377099 # DEPENDENCYPART_HEADBIGRAM
(9,22),(17,21),0.123974 # DEPENDENCYPART_HEADBIGRAM
(9,22),(19,21),0.0376163 # DEPENDENCYPART_HEADBIGRAM
(9,22),(24,21),0.0386303 # DEPENDENCYPART_HEADBIGRAM
(9,22),(27,21),0.0443329 # DEPENDENCYPART_HEADBIGRAM
(9,24),(13,23),0.0284815 # DEPENDENCYPART_HEADBIGRAM
(9,24),(16,23),0.122441 # DEPENDENCYPART_HEADBIGRAM
(9,24),(17,23),0.0226249 # DEPENDENCYPART_HEADBIGRAM
(9,24),(19,23),0.118345 # DEPENDENCYPART_HEADBIGRAM
(9,24),(21,23),0.103683 # DEPENDENCYPART_HEADBIGRAM
(9,24),(22,23),0.00386708 # DEPENDENCYPART_HEADBIGRAM
(9,24),(24,23),0.249238 # DEPENDENCYPART_HEADBIGRAM
(9,24),(27,23),0.104716 # DEPENDENCYPART_HEADBIGRAM
(9,28),(13,27),0.0409275 # DEPENDENCYPART_HEADBIGRAM
(9,28),(16,27),-0.081603 # DEPENDENCYPART_HEADBIGRAM
(9,28),(17,27),0.1236 # DEPENDENCYPART_HEADBIGRAM
(9,28),(19,27),-0.0250684 # DEPENDENCYPART_HEADBIGRAM
(9,28),(21,27),-0.0385796 # DEPENDENCYPART_HEADBIGRAM
(9,28),(22,27),0.106259 # DEPENDENCYPART_HEADBIGRAM
(9,28),(23,27),-0.041225 # DEPENDENCYPART_HEADBIGRAM
(9,28),(24,27),-0.0424086 # DEPENDENCYPART_HEADBIGRAM
(9,28),(25,27),0.164884 # DEPENDENCYPART_HEADBIGRAM
(9,28),(28,27),0.042046 # DEPENDENCYPART_HEADBIGRAM
(10,6),(3,5),-0.150436 # DEPENDENCYPART_HEADBIGRAM
(10,6),(6,5),-0.0984396 # DEPENDENCYPART_HEADBIGRAM
(10,6),(8,5),-0.109556 # DEPENDENCYPART_HEADBIGRAM
(10,6),(9,5),-0.112906 # DEPENDENCYPART_HEADBIGRAM
(10,6),(11,5),0.0725889 # DEPENDENCYPART_HEADBIGRAM
(10,6),(13,5),0.062268 # DEPENDENCYPART_HEADBIGRAM
(10,8),(1,7),-0.102918 # DEPENDENCYPART_HEADBIGRAM
(10,8),(2,7),-0.128002 # DEPENDENCYPART_HEADBIGRAM
(10,8),(3,7),-0.128002 # DEPENDENCYPART_HEADBIGRAM
(10,8),(5,7),-0.0998021 # DEPENDENCYPART_HEADBIGRAM
(10,8),(6,7),-0.099831 # DEPENDENCYPART_HEADBIGRAM
(10,8),(8,7),-0.115454 # DEPENDENCYPART_HEADBIGRAM
(10,11),(6,10),-0.0117063 # DEPENDENCYPART_HEADBIGRAM
(10,11),(8,10),-0.0262319 # DEPENDENCYPART_HEADBIGRAM
(10,11),(9,10),-0.0916865 # DEPENDENCYPART_HEADBIGRAM
(10,11),(11,10),-0.00568987 # DEPENDENCYPART_HEADBIGRAM
(10,11),(13,10),0.14671 # DEPENDENCYPART_HEADBIGRAM
(10,11),(16,10),0.100423 # DEPENDENCYPART_HEADBIGRAM
(10,11),(19,10),0.10042 # DEPENDENCYPART_HEADBIGRAM
(10,11),(21,10),0.101127 # DEPENDENCYPART_HEADBIGRAM
(10,13),(1,12),-0.0549841 # DEPENDENCYPART_HEADBIGRAM
(10,13),(2,12),-0.0485438 # DEPENDENCYPART_HEADBIGRAM
(10,13),(3,12),-0.0485438 # DEPENDENCYPART_HEADBIGRAM
(10,13),(5,12),-0.0485438 # DEPENDENCYPART_HEADBIGRAM
(10,13),(6,12),-0.0485438 # DEPENDENCYPART_HEADBIGRAM
(10,13),(8,12),-0.0507987 # DEPENDENCYPART_HEADBIGRAM
(10,13),(9,12),-0.0584337 # DEPENDENCYPART_HEADBIGRAM
(10,13),(11,12),0.0884745 # DEPENDENCYPART_HEADBIGRAM
(10,13),(13,12),0.0139444 # DEPENDENCYPART_HEADBIGRAM
(10,13),(16,12),0.08883 # DEPENDENCYPART_HEADBIGRAM
(11,3),(1,2),-0.100415 # DEPENDENCYPART_HEADBIGRAM
(11,3),(3,2),-0.0266264 # DEPENDENCYPART_HEADBIGRAM
(11,3),(5,2),-0.106521 # DEPENDENCYPART_HEADBIGRAM
(11,3),(6,2),-0.107713 # DEPENDENCYPART_HEADBIGRAM
(11,3),(8,2),-0.0997297 # DEPENDENCYPART_HEADBIGRAM
(11,3),(9,2),-0.146424 # DEPENDENCYPART_HEADBIGRAM
(11,3),(13,2),0.0505071 # DEPENDENCYPART_HEADBIGRAM
(11,4),(0,3),-0.137509 # DEPENDENCYPART_HEADBIGRAM
(11,4),(1,3),-0.142107 # DEPENDENCYPART_HEADBIGRAM
(11,4),(2,3),-0.14453 # DEPENDENCYPART_HEADBIGRAM
(11,4),(5,3),-0.131347 # DEPENDENCYPART_HEADBIGRAM
(11,4),(6,3),-0.13396 # DEPENDENCYPART_HEADBIGRAM
(11,4),(8,3),-0.133285 # DEPENDENCYPART_HEADBIGRAM
(11,4),(9,3),-0.0774786 # DEPENDENCYPART_HEADBIGRAM
(11,4),(11,3),0.125267 # DEPENDENCYPART_HEADBIGRAM
(11,4),(13,3),0.0370388 # DEPENDENCYPART_HEADBIGRAM
(11,5),(1,4),-0.0606186 # DEPENDENCYPART_HEADBIGRAM
(11,5),(2,4),-0.0729983 # DEPENDENCYPART_HEADBIGRAM
(11,5),(3,4),-0.0729969 # DEPENDENCYPART_HEADBIGRAM
(11,5),(5,4),0.143044 # DEPENDENCYPART_HEADBIGRAM
(11,5),(6,4),-0.0848598 # DEPENDENCYPART_HEADBIGRAM
(11,5),(8,4),-0.092382 # DEPENDENCYPART_HEADBIGRAM
(11,5),(9,4),-0.0719791 # DEPENDENCYPART_HEADBIGRAM
(11,5),(11,4),0.0372545 # DEPENDENCYPART_HEADBIGRAM
(11,5),(13,4),0.161362 # DEPENDENCYPART_HEADBIGRAM
(11,6),(3,5),-0.130407 # DEPENDENCYPART_HEADBIGRAM
(11,6),(6,5),-0.0889968 # DEPENDENCYPART_HEADBIGRAM
(11,6),(8,5),-0.101389 # DEPENDENCYPART_HEADBIGRAM
(11,6),(9,5),-0.149691 # DEPENDENCYPART_HEADBIGRAM
(11,6),(11,5),0.18271 # DEPENDENCYPART_HEADBIGRAM
(11,6),(13,5),0.0383952 # DEPENDENCYPART_HEADBIGRAM
(11,8),(1,7),-0.0718919 # DEPENDENCYPART_HEADBIGRAM
(11,8),(2,7),-0.0754709 # DEPENDENCYPART_HEADBIGRAM
(11,8),(3,7),-0.0754709 # DEPENDENCYPART_HEADBIGRAM
(11,8),(5,7),-0.0576494 # DEPENDENCYPART_HEADBIGRAM
(11,8),(6,7),-0.0570484 # DEPENDENCYPART_HEADBIGRAM
(11,8),(8,7),-0.144558 # DEPENDENCYPART_HEADBIGRAM
(11,9),(1,8),-0.111214 # DEPENDENCYPART_HEADBIGRAM
(11,9),(2,8),-0.110837 # DEPENDENCYPART_HEADBIGRAM
(11,9),(3,8),-0.110472 # DEPENDENCYPART_HEADBIGRAM
(11,9),(5,8),-0.108845 # DEPENDENCYPART_HEADBIGRAM
(11,9),(6,8),-0.160695 # DEPENDENCYPART_HEADBIGRAM
(11,9),(9,8),0.112257 # DEPENDENCYPART_HEADBIGRAM
(11,9),(10,8),-0.10813 # DEPENDENCYPART_HEADBIGRAM
(11,9),(11,8),-0.0366443 # DEPENDENCYPART_HEADBIGRAM
(11,9),(13,8),0.0717326 # DEPENDENCYPART_HEADBIGRAM
(11,9),(15,8),0.0809928 # DEPENDENCYPART_HEADBIGRAM
(11,10),(0,9),-0.227359 # DEPENDENCYPART_HEADBIGRAM
(11,10),(1,9),-0.127219 # DEPENDENCYPART_HEADBIGRAM
(11,10),(2,9),-0.12626 # DEPENDENCYPART_HEADBIGRAM
(11,10),(3,9),-0.126354 # DEPENDENCYPART_HEADBIGRAM
(11,10),(6,9),-0.0111421 # DEPENDENCYPART_HEADBIGRAM
(11,10),(8,9),-0.142018 # DEPENDENCYPART_HEADBIGRAM
(11,10),(11,9),-0.0282921 # DEPENDENCYPART_HEADBIGRAM
(11,10),(13,9),0.0464903 # DEPENDENCYPART_HEADBIGRAM
(11,10),(15,9),0.0610613 # DEPENDENCYPART_HEADBIGRAM
(11,10),(16,9),0.0778294 # DEPENDENCYPART_HEADBIGRAM
(11,12),(1,11),-0.0867053 # DEPENDENCYPART_HEADBIGRAM
(11,12),(2,11),-0.0880909 # DEPENDENCYPART_HEADBIGRAM
(11,12),(3,11),-0.100194 # DEPENDENCYPART_HEADBIGRAM
(11,12),(6,11),0.000441021 # DEPENDENCYPART_HEADBIGRAM
(11,12),(8,11),-0.0571106 # DEPENDENCYPART_HEADBIGRAM
(11,12),(9,11),-0.00594796 # DEPENDENCYPART_HEADBIGRAM
(11,12),(10,11),-0.0554722 # DEPENDENCYPART_HEADBIGRAM
(11,12),(13,11),0.126742 # DEPENDENCYPART_HEADBIGRAM
(11,12),(15,11),0.0479409 # DEPENDENCYPART_HEADBIGRAM
(11,12),(16,11),0.105709 # DEPENDENCYPART_HEADBIGRAM
(11,13),(1,12),-0.0894295 # DEPENDENCYPART_HEADBIGRAM
(11,13),(2,12),-0.0918567 # DEPENDENCYPART_HEADBIGRAM
(11,13),(3,12),-0.0918567 # DEPENDENCYPART_HEADBIGRAM
(11,13),(5,12),-0.0918567 # DEPENDENCYPART_HEADBIGRAM
(11,13),(6,12),-0.092764 # DEPENDENCYPART_HEADBIGRAM
(11,13),(8,12),-0.0895613 # DEPENDENCYPART_HEADBIGRAM
(11,13),(9,12),-0.0744283 # DEPENDENCYPART_HEADBIGRAM
(11,13),(11,12),0.0899622 # DEPENDENCYPART_HEADBIGRAM
(11,13),(13,12),0.0124433 # DEPENDENCYPART_HEADBIGRAM
(11,13),(16,12),0.0616668 # DEPENDENCYPART_HEADBIGRAM
(11,16),(9,15),-0.0665895 # DEPENDENCYPART_HEADBIGRAM
(11,16),(13,15),0.112654 # DEPENDENCYPART_HEADBIGRAM
(11,16),(14,15),0.153063 # DEPENDENCYPART_HEADBIGRAM
(11,16),(16,15),0.174494 # DEPENDENCYPART_HEADBIGRAM
(11,16),(17,15),0.0742744 # DEPENDENCYPART_HEADBIGRAM
(11,16),(19,15),0.0606064 # DEPENDENCYPART_HEADBIGRAM
(11,16),(21,15),0.0649234 # DEPENDENCYPART_HEADBIGRAM
(11,16),(24,15),0.0649166 # DEPENDENCYPART_HEADBIGRAM
(11,16),(27,15),0.0658657 # DEPENDENCYPART_HEADBIGRAM
(11,17),(3,16),-0.0626879 # DEPENDENCYPART_HEADBIGRAM
(11,17),(6,16),-0.0418749 # DEPENDENCYPART_HEADBIGRAM
(11,17),(8,16),-0.040316 # DEPENDENCYPART_HEADBIGRAM
(11,17),(9,16),0.000497324 # DEPENDENCYPART_HEADBIGRAM
(11,17),(11,16),0.0588976 # DEPENDENCYPART_HEADBIGRAM
(11,17),(13,16),0.0853317 # DEPENDENCYPART_HEADBIGRAM
(11,17),(19,16),0.0327783 # DEPENDENCYPART_HEADBIGRAM
(11,17),(21,16),0.0332626 # DEPENDENCYPART_HEADBIGRAM
(11,17),(24,16),0.0451867 # DEPENDENCYPART_HEADBIGRAM
(11,17),(27,16),0.0568955 # DEPENDENCYPART_HEADBIGRAM
(11,21),(18,20),0.111613 # DEPENDENCYPART_HEADBIGRAM
(11,21),(19,20),0.111226 # DEPENDENCYPART_HEADBIGRAM
(11,21),(21,20),0.0450731 # DEPENDENCYPART_HEADBIGRAM
(13,2),(2,1),0.0277457 # DEPENDENCYPART_HEADBIGRAM
(13,2),(3,1),-0.111 # DEPENDENCYPART_HEADBIGRAM
(13,2),(5,1),-0.11103 # DEPENDENCYPART_HEADBIGRAM
(13,2),(6,1),-0.111037 # DEPENDENCYPART_HEADBIGRAM
(13,2),(8,1),-0.110623 # DEPENDENCYPART_HEADBIGRAM
(13,2),(9,1),-0.177184 # DEPENDENCYPART_HEADBIGRAM
(13,2),(13,1),0.0149977 # DEPENDENCYPART_HEADBIGRAM
(13,3),(1,2),-0.116705 # DEPENDENCYPART_HEADBIGRAM
(13,3),(3,2),0.0673723 # DEPENDENCYPART_HEADBIGRAM
(13,3),(5,2),-0.111072 # DEPENDENCYPART_HEADBIGRAM
(13,3),(6,2),-0.11108 # DEPENDENCYPART_HEADBIGRAM
(13,3),(8,2),-0.110408 # DEPENDENCYPART_HEADBIGRAM
(13,3),(9,2),-0.176897 # DEPENDENCYPART_HEADBIGRAM
(13,3),(13,2),0.0197968 # DEPENDENCYPART_HEADBIGRAM
(13,4),(0,3),-0.178444 # DEPENDENCYPART_HEADBIGRAM
(13,4),(1,3),-0.210815 # DEPENDENCYPART_HEADBIGRAM
(13,4),(2,3),-0.21942 # DEPENDENCYPART_HEADBIGRAM
(13,4),(5,3),-0.216455 # DEPENDENCYPART_HEADBIGRAM
(13,4),(6,3),-0.194552 # DEPENDENCYPART_HEADBIGRAM
(13,4),(8,3),-0.210163 # DEPENDENCYPART_HEADBIGRAM
(13,4),(9,3),-0.165333 # DEPENDENCYPART_HEADBIGRAM
(13,4),(11,3),-0.209801 # DEPENDENCYPART_HEADBIGRAM
(13,4),(13,3),0.125155 # DEPENDENCYPART_HEADBIGRAM
(13,5),(1,4),-0.172196 # DEPENDENCYPART_HEADBIGRAM
(13,5),(2,4),-0.184576 # DEPENDENCYPART_HEADBIGRAM
(13,5),(3,4),-0.184576 # DEPENDENCYPART_HEADBIGRAM
(13,5),(5,4),-0.241067 # DEPENDENCYPART_HEADBIGRAM
(13,5),(6,4),-0.156453 # DEPENDENCYPART_HEADBIGRAM
(13,5),(8,4),-0.158292 # DEPENDENCYPART_HEADBIGRAM
(13,5),(9,4),-0.101377 # DEPENDENCYPART_HEADBIGRAM
(13,5),(11,4),-0.155559 # DEPENDENCYPART_HEADBIGRAM
(13,5),(13,4),0.070758 # DEPENDENCYPART_HEADBIGRAM
(13,6),(3,5),-0.116685 # DEPENDENCYPART_HEADBIGRAM
(13,6),(6,5),0.0628106 # DEPENDENCYPART_HEADBIGRAM
(13,6),(8,5),-0.111076 # DEPENDENCYPART_HEADBIGRAM
(13,6),(9,5),-0.175612 # DEPENDENCYPART_HEADBIGRAM
(13,6),(11,5),-0.110363 # DEPENDENCYPART_HEADBIGRAM
(13,6),(13,5),-0.0258441 # DEPENDENCYPART_HEADBIGRAM
(13,8),(1,7),0.0288928 # DEPENDENCYPART_HEADBIGRAM
(13,8),(2,7),0.0253138 # DEPENDENCYPART_HEADBIGRAM
(13,8),(3,7),0.0253138 # DEPENDENCYPART_HEADBIGRAM
(13,8),(5,7),0.0431353 # DEPENDENCYPART_HEADBIGRAM
(13,8),(6,7),0.0428034 # DEPENDENCYPART_HEADBIGRAM
(13,8),(8,7),-0.132869 # DEPENDENCYPART_HEADBIGRAM
(13,9),(1,8),-0.121479 # DEPENDENCYPART_HEADBIGRAM
(13,9),(2,8),-0.123123 # DEPENDENCYPART_HEADBIGRAM
(13,9),(3,8),-0.141709 # DEPENDENCYPART_HEADBIGRAM
(13,9),(5,8),-0.138789 # DEPENDENCYPART_HEADBIGRAM
(13,9),(6,8),-0.150812 # DEPENDENCYPART_HEADBIGRAM
(13,9),(9,8),0.099934 # DEPENDENCYPART_HEADBIGRAM
(13,9),(10,8),-0.108693 # DEPENDENCYPART_HEADBIGRAM
(13,9),(11,8),-0.128156 # DEPENDENCYPART_HEADBIGRAM
(13,9),(13,8),0.029515 # DEPENDENCYPART_HEADBIGRAM
(13,9),(15,8),0.0843056 # DEPENDENCYPART_HEADBIGRAM
