# _root_ While the third-quarter earnings were a `` moderate disappointment , '' he said , `` the real bad news is the intensity of price competition '' in the premium-beer sector .
#goldHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,13,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
#predictedHeads=5,4,4,5,20,9,9,9,5,13,13,13,20,13,20,19,19,19,20,0,22,20,22,25,23,25,25,30,30,27,20,
(25,29),(29,28),(29,-1),-0.159242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,30),(30,31),0.0757667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,32),0.122992 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,31),(30,32),0.0744321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,30),(30,29),0.159661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,28),0.102296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,27),0.163518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,25),0.159661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,24),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,23),-0.158083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,22),-0.155839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,21),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,18),-0.147939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,16),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,30),(30,-1),-0.0310014 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,29),(30,28),0.129901 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,27),0.11061 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,25),0.0911062 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,24),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,21),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,18),-0.144729 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,16),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,29),(30,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,28),(30,27),0.10493 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,25),0.129835 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,24),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,23),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,22),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,28),(30,-1),-0.160616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,27),(30,25),0.103971 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,24),-0.144983 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,23),-0.146573 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,22),-0.144983 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,18),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,27),(30,-1),-0.102824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,25),(30,24),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,23),-0.14479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,22),-0.145195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,21),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,18),-0.144729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,16),-0.145039 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,30),(30,25),(30,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,30),(30,24),(30,23),-0.14479 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,24),(30,22),-0.145195 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,24),(30,21),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,24),(30,18),-0.144729 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,24),(30,16),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,24),(30,-1),-0.177297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,23),(30,22),-0.145255 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,23),(30,21),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,23),(30,18),-0.144702 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,23),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,23),(30,-1),-0.0828575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,22),(30,21),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,22),(30,18),-0.144729 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,22),(30,16),-0.145039 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,22),(30,-1),-0.173849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,21),(30,18),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,21),(30,16),-0.144701 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,21),(30,-1),-0.160616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,18),(30,16),-0.144709 # DEPENDENCYPART_GRANDSIBL
(25,30),(30,18),(30,-1),-0.194104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,30),(30,16),(30,-1),-0.160616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(25,31),(31,31),(31,32),0.00396001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,31),(31,31),(31,30),0.107958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(25,31),(31,31),(31,-1),-0.112622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(25,31),(31,30),(31,-1),-0.1457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,22),(22,23),0.140186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,24),0.179848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,25),0.174476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,26),0.117977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,27),-0.153827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,30),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,32),-0.137291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,23),(22,24),0.0936463 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,25),0.0936463 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,26),0.109531 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,27),-0.145628 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,30),-0.14471 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,23),(22,32),-0.127632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,24),(22,25),0.127866 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,26),0.111666 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,27),-0.145092 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,30),-0.148317 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,24),(22,32),-0.115889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,25),(22,26),0.111666 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,25),(22,27),-0.145092 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,25),(22,30),-0.148317 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,25),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,25),(22,32),-0.120409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,26),(22,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,26),(22,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,26),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,26),(22,32),-0.151469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,27),(22,30),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,27),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,27),(22,32),-0.134724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,30),(22,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,30),(22,32),-0.12041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,31),(22,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,22),(22,21),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,20),-0.0269258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,19),-0.159218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,18),-0.00895701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,17),-0.00896619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,16),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,15),-0.0304076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,22),(22,22),(22,-1),0.199739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,22),(22,21),(22,20),-0.0205149 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,19),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,16),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,21),(22,-1),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,20),(22,19),-0.0216248 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,18),-0.0208172 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,17),-0.0208172 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,16),-0.0194563 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,15),-0.0211683 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,20),(22,-1),-0.030179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,19),(22,18),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,17),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,16),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,15),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,19),(22,-1),-0.0986854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,18),(22,17),-0.0219601 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,18),(22,16),-0.0252082 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,18),(22,15),-0.019738 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,18),(22,-1),-0.0261013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,17),(22,16),-0.0252082 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,17),(22,15),-0.019738 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,17),(22,-1),-0.0261104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,16),(22,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,22),(22,16),(22,-1),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,22),(22,15),(22,-1),-0.0278062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,23),(23,24),0.122469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,25),0.122473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,26),0.10954 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,27),-0.145919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,30),-0.162591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,32),-0.0152598 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,24),(23,25),0.109534 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,24),(23,32),-0.13581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,25),(23,26),0.10954 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,25),(23,32),-0.135806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,26),(23,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,30),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,26),(23,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,27),(23,30),-0.144702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,27),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,27),(23,32),-0.153453 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,30),(23,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,30),(23,32),-0.135806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,31),(23,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,23),(23,21),-0.0330272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,19),-0.10492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,23),(23,23),(23,-1),0.10869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,23),(23,21),(23,19),-0.0194524 # DEPENDENCYPART_GRANDSIBL
(27,23),(23,21),(23,-1),-0.0330092 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,23),(23,19),(23,-1),-0.0631184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,25),(25,26),0.117977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,27),-0.153827 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,28),-0.148478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,29),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,30),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,32),-0.1391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,26),(25,27),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,28),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,29),-0.144704 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,30),-0.144704 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,26),(25,32),-0.151469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,27),(25,28),-0.144713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,29),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,30),-0.14471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,31),-0.144701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,27),(25,32),-0.134724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,28),(25,29),-0.144789 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,28),(25,30),-0.144789 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,28),(25,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,28),(25,32),-0.0794387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,29),(25,30),-0.148317 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,29),(25,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,29),(25,32),-0.120422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,30),(25,31),-0.144701 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,30),(25,32),-0.120423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,31),(25,32),-0.144701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,25),(25,24),-0.157974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,23),-0.0843793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,22),-0.157075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,21),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,19),-0.159218 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,18),-0.00895701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,17),-0.00896619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,16),0.00427197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,15),-0.0304076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,-1),0.187921 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,24),(25,23),0.00527279 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,22),-0.0335211 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,21),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,19),-0.0335211 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,18),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,17),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,16),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,15),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,24),(25,-1),-0.0956376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,23),(25,22),-0.0406163 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,21),-0.0209399 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,19),-0.0415553 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,18),-0.0172442 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,17),-0.0172442 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,16),-0.0209399 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,15),-0.0126572 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,23),(25,-1),-0.0574912 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,22),(25,21),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,22),(25,19),-0.0326279 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,22),(25,18),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,22),(25,17),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,22),(25,16),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,22),(25,15),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,22),(25,-1),-0.095609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,21),(25,19),-0.0199791 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,18),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,17),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,16),-0.0194406 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,21),(25,-1),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,19),(25,18),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,19),(25,17),-0.0219714 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,19),(25,16),-0.0216744 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,19),(25,15),-0.0194419 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,19),(25,-1),-0.0986854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,18),(25,17),-0.0219601 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,18),(25,16),-0.0252082 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,18),(25,15),-0.019738 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,18),(25,-1),-0.0261013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,17),(25,16),-0.0252082 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,17),(25,15),-0.019738 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,17),(25,-1),-0.0261104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,16),(25,15),-0.0194405 # DEPENDENCYPART_GRANDSIBL
(27,25),(25,16),(25,-1),0.00926451 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,15),(25,-1),-0.0278062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,28),(28,28),(28,29),-0.0110541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,28),(28,28),(28,32),-0.0738497 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,28),(28,29),(28,32),-0.0109852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,28),(28,28),(28,-1),-0.211491 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,29),(29,30),-0.157553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,32),0.199739 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,30),(29,32),-0.0960863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,29),(29,29),(29,28),0.0863297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,-1),-0.137291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,28),(29,-1),-0.0762277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,30),(30,31),-0.0444142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,32),0.202679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,30),(30,31),(30,32),-0.0423372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,30),(30,29),0.178324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,28),0.0863298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,27),0.134278 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,25),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,24),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,23),-0.157253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,22),-0.150403 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,21),-0.148478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,18),-0.145606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,16),-0.148478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,-1),-0.137291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,30),(30,29),(30,28),0.0731921 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,27),0.117346 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,25),-0.148317 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,24),-0.148317 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,23),-0.14509 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,22),-0.148317 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,21),-0.148572 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,18),-0.144706 # DEPENDENCYPART_GRANDSIBL
