# _root_ At the appointed exit , the family pulled over , and Mrs. Engelken went to get her papers .
#goldHeads=11,4,4,1,11,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
#predictedHeads=8,4,4,1,8,7,8,11,8,11,0,13,14,11,16,14,18,16,11,
(4,13),(13,12),0.172829 # DEPENDENCYPART_HEADBIGRAM
(4,13),(14,12),0.0425809 # DEPENDENCYPART_HEADBIGRAM
(4,13),(16,12),0.0426471 # DEPENDENCYPART_HEADBIGRAM
(4,13),(18,12),0.0824333 # DEPENDENCYPART_HEADBIGRAM
(4,14),(0,13),-0.0387448 # DEPENDENCYPART_HEADBIGRAM
(4,14),(1,13),-0.063203 # DEPENDENCYPART_HEADBIGRAM
(4,14),(4,13),0.0907292 # DEPENDENCYPART_HEADBIGRAM
(4,14),(8,13),0.0540446 # DEPENDENCYPART_HEADBIGRAM
(4,14),(9,13),0.0868714 # DEPENDENCYPART_HEADBIGRAM
(4,14),(11,13),0.216514 # DEPENDENCYPART_HEADBIGRAM
(4,14),(12,13),0.18907 # DEPENDENCYPART_HEADBIGRAM
(4,14),(14,13),0.187384 # DEPENDENCYPART_HEADBIGRAM
(4,14),(16,13),0.0312551 # DEPENDENCYPART_HEADBIGRAM
(4,14),(18,13),0.0699262 # DEPENDENCYPART_HEADBIGRAM
(4,15),(0,14),-0.0772176 # DEPENDENCYPART_HEADBIGRAM
(4,15),(1,14),-0.0605762 # DEPENDENCYPART_HEADBIGRAM
(4,15),(4,14),0.0990259 # DEPENDENCYPART_HEADBIGRAM
(4,15),(7,14),0.0875674 # DEPENDENCYPART_HEADBIGRAM
(4,15),(8,14),0.0998829 # DEPENDENCYPART_HEADBIGRAM
(4,15),(9,14),0.0927796 # DEPENDENCYPART_HEADBIGRAM
(4,15),(11,14),0.0825627 # DEPENDENCYPART_HEADBIGRAM
(4,15),(12,14),0.0873443 # DEPENDENCYPART_HEADBIGRAM
(4,15),(13,14),0.0873444 # DEPENDENCYPART_HEADBIGRAM
(4,15),(18,14),0.0747362 # DEPENDENCYPART_HEADBIGRAM
(4,16),(4,15),0.0676404 # DEPENDENCYPART_HEADBIGRAM
(4,16),(8,15),0.0678424 # DEPENDENCYPART_HEADBIGRAM
(4,16),(9,15),0.0823695 # DEPENDENCYPART_HEADBIGRAM
(4,16),(11,15),0.0891166 # DEPENDENCYPART_HEADBIGRAM
(4,16),(14,15),0.0594198 # DEPENDENCYPART_HEADBIGRAM
(4,16),(16,15),0.230978 # DEPENDENCYPART_HEADBIGRAM
(4,16),(18,15),0.074526 # DEPENDENCYPART_HEADBIGRAM
(4,18),(16,17),0.0861322 # DEPENDENCYPART_HEADBIGRAM
(4,18),(18,17),0.100636 # DEPENDENCYPART_HEADBIGRAM
(4,19),(4,18),0.0713231 # DEPENDENCYPART_HEADBIGRAM
(4,19),(8,18),0.110589 # DEPENDENCYPART_HEADBIGRAM
(4,19),(9,18),0.116675 # DEPENDENCYPART_HEADBIGRAM
(4,19),(11,18),0.106838 # DEPENDENCYPART_HEADBIGRAM
(4,19),(13,18),0.114291 # DEPENDENCYPART_HEADBIGRAM
(4,19),(14,18),0.0921898 # DEPENDENCYPART_HEADBIGRAM
(4,19),(15,18),0.0639187 # DEPENDENCYPART_HEADBIGRAM
(4,19),(16,18),0.165106 # DEPENDENCYPART_HEADBIGRAM
(6,5),(0,4),-0.0351859 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.0373192 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.044537 # DEPENDENCYPART_HEADBIGRAM
(6,5),(7,4),0.0908653 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.0954774 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0926669 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.0990877 # DEPENDENCYPART_HEADBIGRAM
(6,5),(14,4),0.0945126 # DEPENDENCYPART_HEADBIGRAM
(6,5),(16,4),0.082589 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0646255 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.0461349 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.0757146 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.0861537 # DEPENDENCYPART_HEADBIGRAM
(6,7),(13,6),0.0643923 # DEPENDENCYPART_HEADBIGRAM
(6,7),(14,6),0.0750918 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0579123 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0627532 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0631268 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0484156 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.0719694 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.0801679 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.0778434 # DEPENDENCYPART_HEADBIGRAM
(6,8),(13,7),0.0799012 # DEPENDENCYPART_HEADBIGRAM
(6,8),(14,7),0.0789635 # DEPENDENCYPART_HEADBIGRAM
(6,8),(16,7),0.0789635 # DEPENDENCYPART_HEADBIGRAM
(7,2),(0,1),-0.140869 # DEPENDENCYPART_HEADBIGRAM
(7,2),(2,1),-0.123761 # DEPENDENCYPART_HEADBIGRAM
(7,2),(3,1),-0.120642 # DEPENDENCYPART_HEADBIGRAM
(7,2),(4,1),-0.0959518 # DEPENDENCYPART_HEADBIGRAM
(7,2),(7,1),0.0439973 # DEPENDENCYPART_HEADBIGRAM
(7,2),(8,1),0.127284 # DEPENDENCYPART_HEADBIGRAM
(7,2),(9,1),0.0858871 # DEPENDENCYPART_HEADBIGRAM
(7,2),(11,1),0.166848 # DEPENDENCYPART_HEADBIGRAM
(7,2),(14,1),0.0960332 # DEPENDENCYPART_HEADBIGRAM
(7,2),(16,1),0.079059 # DEPENDENCYPART_HEADBIGRAM
(7,3),(1,2),-0.121625 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.103188 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.138404 # DEPENDENCYPART_HEADBIGRAM
(7,3),(7,2),0.177381 # DEPENDENCYPART_HEADBIGRAM
(7,3),(8,2),0.0990142 # DEPENDENCYPART_HEADBIGRAM
(7,3),(11,2),0.104175 # DEPENDENCYPART_HEADBIGRAM
(7,4),(1,3),-0.133115 # DEPENDENCYPART_HEADBIGRAM
(7,4),(2,3),-0.117887 # DEPENDENCYPART_HEADBIGRAM
(7,4),(4,3),-0.0908904 # DEPENDENCYPART_HEADBIGRAM
(7,4),(7,3),0.0132362 # DEPENDENCYPART_HEADBIGRAM
(7,4),(8,3),0.0509443 # DEPENDENCYPART_HEADBIGRAM
(7,4),(11,3),0.0983809 # DEPENDENCYPART_HEADBIGRAM
(7,4),(13,3),0.0720611 # DEPENDENCYPART_HEADBIGRAM
(7,4),(14,3),0.0528992 # DEPENDENCYPART_HEADBIGRAM
(7,5),(0,4),-0.0638158 # DEPENDENCYPART_HEADBIGRAM
(7,5),(1,4),-0.0294328 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.0432535 # DEPENDENCYPART_HEADBIGRAM
(7,5),(7,4),0.183197 # DEPENDENCYPART_HEADBIGRAM
(7,5),(8,4),0.039477 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.0928629 # DEPENDENCYPART_HEADBIGRAM
(7,5),(11,4),0.117225 # DEPENDENCYPART_HEADBIGRAM
(7,5),(14,4),0.0590378 # DEPENDENCYPART_HEADBIGRAM
(7,5),(16,4),0.0456979 # DEPENDENCYPART_HEADBIGRAM
(7,6),(1,5),-0.101026 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.0973359 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.182734 # DEPENDENCYPART_HEADBIGRAM
(7,6),(6,5),-0.133168 # DEPENDENCYPART_HEADBIGRAM
(7,6),(7,5),0.128607 # DEPENDENCYPART_HEADBIGRAM
(7,6),(8,5),0.251642 # DEPENDENCYPART_HEADBIGRAM
(7,6),(9,5),0.143234 # DEPENDENCYPART_HEADBIGRAM
(7,6),(11,5),0.163819 # DEPENDENCYPART_HEADBIGRAM
(7,6),(14,5),0.140543 # DEPENDENCYPART_HEADBIGRAM
(7,6),(16,5),0.161859 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0606998 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),-0.0779532 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0634408 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.09913 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),-0.135309 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.0773915 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.226776 # DEPENDENCYPART_HEADBIGRAM
(7,8),(13,7),0.106152 # DEPENDENCYPART_HEADBIGRAM
(7,8),(14,7),0.0659729 # DEPENDENCYPART_HEADBIGRAM
(7,8),(16,7),0.0670643 # DEPENDENCYPART_HEADBIGRAM
(7,9),(0,8),-0.0721372 # DEPENDENCYPART_HEADBIGRAM
(7,9),(1,8),-0.0551068 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0624799 # DEPENDENCYPART_HEADBIGRAM
(7,9),(4,8),-0.0466598 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0583759 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),0.0759476 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.116377 # DEPENDENCYPART_HEADBIGRAM
(7,9),(14,8),0.0836469 # DEPENDENCYPART_HEADBIGRAM
(7,10),(1,9),-0.0623327 # DEPENDENCYPART_HEADBIGRAM
(7,10),(4,9),-0.0650589 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.041936 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.13261 # DEPENDENCYPART_HEADBIGRAM
(7,10),(10,9),0.0388032 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.0719691 # DEPENDENCYPART_HEADBIGRAM
(7,10),(13,9),0.0730575 # DEPENDENCYPART_HEADBIGRAM
(7,10),(14,9),0.0884171 # DEPENDENCYPART_HEADBIGRAM
(7,10),(16,9),0.0888521 # DEPENDENCYPART_HEADBIGRAM
(7,10),(18,9),0.0741147 # DEPENDENCYPART_HEADBIGRAM
(7,11),(1,10),-0.0642445 # DEPENDENCYPART_HEADBIGRAM
(7,11),(4,10),-0.0806424 # DEPENDENCYPART_HEADBIGRAM
(7,11),(7,10),0.0615187 # DEPENDENCYPART_HEADBIGRAM
(7,11),(8,10),0.0685639 # DEPENDENCYPART_HEADBIGRAM
(7,11),(9,10),0.0806402 # DEPENDENCYPART_HEADBIGRAM
(7,11),(11,10),0.147777 # DEPENDENCYPART_HEADBIGRAM
(7,11),(13,10),0.0598443 # DEPENDENCYPART_HEADBIGRAM
(7,11),(14,10),0.0569222 # DEPENDENCYPART_HEADBIGRAM
(7,11),(16,10),0.057323 # DEPENDENCYPART_HEADBIGRAM
(7,11),(18,10),0.060515 # DEPENDENCYPART_HEADBIGRAM
(7,14),(0,13),-0.0387448 # DEPENDENCYPART_HEADBIGRAM
(7,14),(1,13),-0.0632031 # DEPENDENCYPART_HEADBIGRAM
(7,14),(4,13),-0.050248 # DEPENDENCYPART_HEADBIGRAM
(7,14),(8,13),0.0540429 # DEPENDENCYPART_HEADBIGRAM
(7,14),(9,13),0.0868714 # DEPENDENCYPART_HEADBIGRAM
(7,14),(11,13),0.216514 # DEPENDENCYPART_HEADBIGRAM
(7,14),(12,13),0.18907 # DEPENDENCYPART_HEADBIGRAM
(7,14),(14,13),0.187346 # DEPENDENCYPART_HEADBIGRAM
(7,14),(16,13),0.0312534 # DEPENDENCYPART_HEADBIGRAM
(7,14),(18,13),0.0699262 # DEPENDENCYPART_HEADBIGRAM
(8,2),(0,1),-0.0985786 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),-0.108977 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.111961 # DEPENDENCYPART_HEADBIGRAM
(8,2),(4,1),-0.118694 # DEPENDENCYPART_HEADBIGRAM
(8,2),(7,1),-0.117774 # DEPENDENCYPART_HEADBIGRAM
(8,2),(8,1),0.0881796 # DEPENDENCYPART_HEADBIGRAM
(8,2),(9,1),0.0760309 # DEPENDENCYPART_HEADBIGRAM
(8,2),(11,1),0.0792618 # DEPENDENCYPART_HEADBIGRAM
(8,2),(14,1),0.0528123 # DEPENDENCYPART_HEADBIGRAM
(8,2),(16,1),0.0527238 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.102503 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.0665309 # DEPENDENCYPART_HEADBIGRAM
(8,3),(4,2),-0.116272 # DEPENDENCYPART_HEADBIGRAM
(8,3),(7,2),-0.118263 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),0.0538788 # DEPENDENCYPART_HEADBIGRAM
(8,3),(11,2),0.0842996 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.130333 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.116084 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.0104746 # DEPENDENCYPART_HEADBIGRAM
(8,4),(7,3),-0.140917 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),-0.0132819 # DEPENDENCYPART_HEADBIGRAM
(8,4),(11,3),0.10197 # DEPENDENCYPART_HEADBIGRAM
(8,4),(13,3),0.0402291 # DEPENDENCYPART_HEADBIGRAM
(8,4),(14,3),0.0585159 # DEPENDENCYPART_HEADBIGRAM
(8,5),(0,4),-0.203467 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.0298841 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.14733 # DEPENDENCYPART_HEADBIGRAM
(8,5),(7,4),-0.211547 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.223611 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.0607472 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.0238009 # DEPENDENCYPART_HEADBIGRAM
(8,5),(14,4),0.146481 # DEPENDENCYPART_HEADBIGRAM
(8,5),(16,4),0.128276 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.114198 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.112654 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.196939 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.117877 # DEPENDENCYPART_HEADBIGRAM
(8,6),(7,5),-0.14086 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.129031 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.171656 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.0381435 # DEPENDENCYPART_HEADBIGRAM
(8,6),(14,5),0.0304798 # DEPENDENCYPART_HEADBIGRAM
(8,6),(16,5),0.0536665 # DEPENDENCYPART_HEADBIGRAM
(8,7),(4,6),-0.192921 # DEPENDENCYPART_HEADBIGRAM
(8,7),(7,6),0.0185171 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0824592 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.106891 # DEPENDENCYPART_HEADBIGRAM
(8,7),(13,6),-0.034256 # DEPENDENCYPART_HEADBIGRAM
(8,7),(14,6),0.0812257 # DEPENDENCYPART_HEADBIGRAM
(8,9),(0,8),-0.0136328 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0446729 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0969315 # DEPENDENCYPART_HEADBIGRAM
(8,9),(4,8),-0.0593137 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0509378 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.0422626 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.171936 # DEPENDENCYPART_HEADBIGRAM
(8,9),(14,8),0.140268 # DEPENDENCYPART_HEADBIGRAM
(8,10),(1,9),-0.04845 # DEPENDENCYPART_HEADBIGRAM
(8,10),(4,9),-0.0512319 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0501047 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.107091 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.087264 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.115059 # DEPENDENCYPART_HEADBIGRAM
(8,10),(13,9),0.0891287 # DEPENDENCYPART_HEADBIGRAM
(8,10),(14,9),0.0970386 # DEPENDENCYPART_HEADBIGRAM
(8,10),(16,9),0.0969774 # DEPENDENCYPART_HEADBIGRAM
(8,10),(18,9),0.0915893 # DEPENDENCYPART_HEADBIGRAM
(8,11),(1,10),-0.0203379 # DEPENDENCYPART_HEADBIGRAM
(8,11),(4,10),-0.0806472 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.077341 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0140741 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0789597 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.0753579 # DEPENDENCYPART_HEADBIGRAM
(8,11),(13,10),0.0625858 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.0242117 # DEPENDENCYPART_HEADBIGRAM
(8,11),(16,10),0.024506 # DEPENDENCYPART_HEADBIGRAM
(8,11),(18,10),0.0636098 # DEPENDENCYPART_HEADBIGRAM
(8,12),(0,11),-0.0146101 # DEPENDENCYPART_HEADBIGRAM
(8,12),(1,11),-0.0678877 # DEPENDENCYPART_HEADBIGRAM
(8,12),(4,11),-0.0589475 # DEPENDENCYPART_HEADBIGRAM
(8,12),(7,11),-0.0643749 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.089838 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.0899901 # DEPENDENCYPART_HEADBIGRAM
(8,12),(13,11),0.0778249 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.068001 # DEPENDENCYPART_HEADBIGRAM
(8,12),(16,11),0.068001 # DEPENDENCYPART_HEADBIGRAM
(8,12),(18,11),0.0858028 # DEPENDENCYPART_HEADBIGRAM
(8,13),(4,12),-0.0605409 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.132689 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.0910588 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.0879896 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.283125 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.0622081 # DEPENDENCYPART_HEADBIGRAM
(8,13),(16,12),0.062549 # DEPENDENCYPART_HEADBIGRAM
(8,13),(18,12),0.0770101 # DEPENDENCYPART_HEADBIGRAM
(8,14),(0,13),-0.0611381 # DEPENDENCYPART_HEADBIGRAM
(8,14),(1,13),-0.0771251 # DEPENDENCYPART_HEADBIGRAM
(8,14),(4,13),-0.00669263 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.048361 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.0924587 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.153544 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.177436 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.184825 # DEPENDENCYPART_HEADBIGRAM
(8,14),(16,13),0.0525337 # DEPENDENCYPART_HEADBIGRAM
(8,14),(18,13),0.074719 # DEPENDENCYPART_HEADBIGRAM
(8,15),(0,14),-0.0223615 # DEPENDENCYPART_HEADBIGRAM
(8,15),(1,14),-0.0457904 # DEPENDENCYPART_HEADBIGRAM
(8,15),(4,14),-0.0724061 # DEPENDENCYPART_HEADBIGRAM
(8,15),(7,14),-0.0738759 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.0665521 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.074023 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0616915 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.0725297 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0754021 # DEPENDENCYPART_HEADBIGRAM
(8,15),(18,14),0.0708914 # DEPENDENCYPART_HEADBIGRAM
(8,16),(4,15),-0.0676372 # DEPENDENCYPART_HEADBIGRAM
(8,16),(8,15),0.0216573 # DEPENDENCYPART_HEADBIGRAM
(8,16),(9,15),0.0912123 # DEPENDENCYPART_HEADBIGRAM
(8,16),(11,15),0.085194 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.0216014 # DEPENDENCYPART_HEADBIGRAM
(8,16),(16,15),0.418445 # DEPENDENCYPART_HEADBIGRAM
(8,16),(18,15),0.0684247 # DEPENDENCYPART_HEADBIGRAM
(8,18),(16,17),0.0902455 # DEPENDENCYPART_HEADBIGRAM
(8,18),(18,17),0.105348 # DEPENDENCYPART_HEADBIGRAM
(8,19),(4,18),-0.0767135 # DEPENDENCYPART_HEADBIGRAM
(8,19),(8,18),0.084016 # DEPENDENCYPART_HEADBIGRAM
(8,19),(9,18),0.140434 # DEPENDENCYPART_HEADBIGRAM
(8,19),(11,18),0.291288 # DEPENDENCYPART_HEADBIGRAM
(8,19),(13,18),0.066867 # DEPENDENCYPART_HEADBIGRAM
(8,19),(14,18),0.0929781 # DEPENDENCYPART_HEADBIGRAM
(8,19),(15,18),0.170826 # DEPENDENCYPART_HEADBIGRAM
(8,19),(16,18),0.186329 # DEPENDENCYPART_HEADBIGRAM
(9,4),(1,3),-0.118997 # DEPENDENCYPART_HEADBIGRAM
(9,4),(2,3),-0.115652 # DEPENDENCYPART_HEADBIGRAM
(9,4),(4,3),-0.0663344 # DEPENDENCYPART_HEADBIGRAM
(9,4),(7,3),-0.114275 # DEPENDENCYPART_HEADBIGRAM
(9,4),(8,3),-0.115895 # DEPENDENCYPART_HEADBIGRAM
(9,4),(11,3),0.0873037 # DEPENDENCYPART_HEADBIGRAM
(9,4),(13,3),0.0780562 # DEPENDENCYPART_HEADBIGRAM
(9,4),(14,3),0.0812801 # DEPENDENCYPART_HEADBIGRAM
(9,5),(0,4),-0.135379 # DEPENDENCYPART_HEADBIGRAM
(9,5),(1,4),-0.127191 # DEPENDENCYPART_HEADBIGRAM
(9,5),(3,4),-0.128067 # DEPENDENCYPART_HEADBIGRAM
(9,5),(7,4),-0.116036 # DEPENDENCYPART_HEADBIGRAM
(9,5),(8,4),-0.123698 # DEPENDENCYPART_HEADBIGRAM
(9,5),(9,4),0.199343 # DEPENDENCYPART_HEADBIGRAM
(9,5),(11,4),0.135084 # DEPENDENCYPART_HEADBIGRAM
(9,5),(14,4),0.0893537 # DEPENDENCYPART_HEADBIGRAM
(9,5),(16,4),0.0685135 # DEPENDENCYPART_HEADBIGRAM
(9,7),(4,6),-0.134708 # DEPENDENCYPART_HEADBIGRAM
(9,7),(7,6),-0.103022 # DEPENDENCYPART_HEADBIGRAM
(9,7),(8,6),-0.11157 # DEPENDENCYPART_HEADBIGRAM
(9,7),(11,6),0.103637 # DEPENDENCYPART_HEADBIGRAM
(9,7),(13,6),0.0531913 # DEPENDENCYPART_HEADBIGRAM
(9,7),(14,6),0.0705767 # DEPENDENCYPART_HEADBIGRAM
(9,10),(1,9),-0.0543486 # DEPENDENCYPART_HEADBIGRAM
(9,10),(4,9),-0.0343635 # DEPENDENCYPART_HEADBIGRAM
(9,10),(7,9),-0.0214415 # DEPENDENCYPART_HEADBIGRAM
(9,10),(8,9),-0.0287722 # DEPENDENCYPART_HEADBIGRAM
(9,10),(10,9),0.0268328 # DEPENDENCYPART_HEADBIGRAM
(9,10),(11,9),0.0808322 # DEPENDENCYPART_HEADBIGRAM
(9,10),(13,9),0.0671202 # DEPENDENCYPART_HEADBIGRAM
(9,10),(14,9),0.0673277 # DEPENDENCYPART_HEADBIGRAM
(9,10),(16,9),0.069691 # DEPENDENCYPART_HEADBIGRAM
(9,10),(18,9),0.0683627 # DEPENDENCYPART_HEADBIGRAM
(9,11),(1,10),-0.0575497 # DEPENDENCYPART_HEADBIGRAM
(9,11),(4,10),-0.0594176 # DEPENDENCYPART_HEADBIGRAM
(9,11),(7,10),-0.0593925 # DEPENDENCYPART_HEADBIGRAM
(9,11),(8,10),-0.0485565 # DEPENDENCYPART_HEADBIGRAM
(9,11),(9,10),0.0847001 # DEPENDENCYPART_HEADBIGRAM
(9,11),(11,10),0.106911 # DEPENDENCYPART_HEADBIGRAM
(9,11),(13,10),0.0792511 # DEPENDENCYPART_HEADBIGRAM
(9,11),(14,10),0.0904084 # DEPENDENCYPART_HEADBIGRAM
(9,11),(16,10),0.0894613 # DEPENDENCYPART_HEADBIGRAM
(9,11),(18,10),0.0783015 # DEPENDENCYPART_HEADBIGRAM
(9,12),(0,11),-0.0684539 # DEPENDENCYPART_HEADBIGRAM
(9,12),(1,11),-0.0552892 # DEPENDENCYPART_HEADBIGRAM
(9,12),(4,11),-0.056241 # DEPENDENCYPART_HEADBIGRAM
(9,12),(7,11),-0.0616685 # DEPENDENCYPART_HEADBIGRAM
(9,12),(8,11),-0.0637227 # DEPENDENCYPART_HEADBIGRAM
(9,12),(9,11),0.0906789 # DEPENDENCYPART_HEADBIGRAM
(9,12),(13,11),0.0797434 # DEPENDENCYPART_HEADBIGRAM
(9,12),(14,11),0.0768043 # DEPENDENCYPART_HEADBIGRAM
(9,12),(16,11),0.0768043 # DEPENDENCYPART_HEADBIGRAM
(9,12),(18,11),0.0877213 # DEPENDENCYPART_HEADBIGRAM
(9,13),(4,12),-0.0597634 # DEPENDENCYPART_HEADBIGRAM
(9,13),(8,12),-0.0673536 # DEPENDENCYPART_HEADBIGRAM
(9,13),(9,12),0.105862 # DEPENDENCYPART_HEADBIGRAM
(9,13),(11,12),0.171452 # DEPENDENCYPART_HEADBIGRAM
(9,13),(13,12),0.14333 # DEPENDENCYPART_HEADBIGRAM
(9,13),(14,12),0.0691305 # DEPENDENCYPART_HEADBIGRAM
(9,13),(16,12),0.0701642 # DEPENDENCYPART_HEADBIGRAM
(9,13),(18,12),0.0791434 # DEPENDENCYPART_HEADBIGRAM
(9,14),(0,13),-0.0478226 # DEPENDENCYPART_HEADBIGRAM
(9,14),(1,13),-0.0529223 # DEPENDENCYPART_HEADBIGRAM
(9,14),(4,13),-0.0601935 # DEPENDENCYPART_HEADBIGRAM
(9,14),(8,13),-0.0494996 # DEPENDENCYPART_HEADBIGRAM
(9,14),(9,13),0.0920512 # DEPENDENCYPART_HEADBIGRAM
(9,14),(11,13),0.154804 # DEPENDENCYPART_HEADBIGRAM
(9,14),(12,13),0.159678 # DEPENDENCYPART_HEADBIGRAM
(9,14),(14,13),0.251668 # DEPENDENCYPART_HEADBIGRAM
(9,14),(16,13),0.0748444 # DEPENDENCYPART_HEADBIGRAM
(9,14),(18,13),0.0775336 # DEPENDENCYPART_HEADBIGRAM
(9,15),(0,14),-0.0597458 # DEPENDENCYPART_HEADBIGRAM
(9,15),(1,14),-0.057882 # DEPENDENCYPART_HEADBIGRAM
(9,15),(4,14),-0.0576789 # DEPENDENCYPART_HEADBIGRAM
(9,15),(7,14),-0.0576789 # DEPENDENCYPART_HEADBIGRAM
(9,15),(8,14),-0.0619147 # DEPENDENCYPART_HEADBIGRAM
